SA4_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Oth_lt_health_cond_0_14,M_Oth_lt_health_cond_15_24,M_Oth_lt_health_cond_25_34,M_Oth_lt_health_cond_35_44,M_Oth_lt_health_cond_45_54,M_Oth_lt_health_cond_55_64,M_Oth_lt_health_cond_65_74,M_Oth_lt_health_cond_75_84,M_Oth_lt_health_cond_85_over,M_Oth_lt_health_cond_Tot,M_No_lt_health_cond_0_14,M_No_lt_health_cond_15_24,M_No_lt_health_cond_25_34,M_No_lt_health_cond_35_44,M_No_lt_health_cond_45_54,M_No_lt_health_cond_55_64,M_No_lt_health_cond_65_74,M_No_lt_health_cond_75_84,M_No_lt_health_cond_85_over,M_No_lt_health_cond_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
206,22,135,642,820,1323,2283,2712,1999,893,10836,2021,3009,6593,4583,2624,1905,1281,618,228,22866,46,71,294,391,635,1234,1862,1376,518,6422,3,7,17,6,16,49,154,449,459,1153,43,152,518,755,1181,2045,2387,1668,621,9380,74,64,197,314,768,1843,2675,2214,1058,9203,31,52,139,144,204,326,415,429,238,1986,28,49,99,121,231,460,725,605,265,2583,462,3011,7491,4896,3440,2515,1275,611,275,23983,18,14,47,87,146,348,509,560,299,2028,1296,1507,3337,3013,2736,3036,2305,1397,693,19309,27698,28391,57663,34584,22415,14604,7402,2881,695,196334,2437,3124,6276,4190,3127,2501,1570,889,422,24536,33774,38342,80049,50899,35465,27964,18977,10266,3802,299527,16,199,777,1114,2113,4065,5327,4463,2455,20538,1308,3505,7634,4688,3160,2340,1965,1190,479,26259,43,75,334,596,1127,1576,1837,1205,533,7326,0,0,6,7,15,46,188,616,940,1820,43,124,413,515,785,1322,1781,1615,843,7440,51,78,180,168,283,659,1394,1650,1258,5724
207,10,58,149,307,812,1473,2009,2188,1226,8232,1854,2012,1849,1634,1483,1216,927,690,315,11966,13,47,71,145,362,798,1410,1433,673,4959,0,3,0,0,17,25,140,468,583,1241,38,117,154,400,869,1676,2119,1795,697,7870,48,71,66,139,494,1325,2268,2362,1343,8112,36,36,45,82,116,222,348,419,284,1587,19,22,31,49,115,229,401,545,325,1734,465,1684,1755,1352,1462,1223,774,529,336,9576,10,6,20,37,101,174,396,535,359,1631,1284,1169,1003,1205,1654,2113,1982,1413,868,12696,25103,20019,18585,17042,16239,12313,6750,3164,936,120146,1448,1455,1393,1130,1254,999,752,554,311,9303,29950,25977,24271,22590,23445,20909,15789,10623,4703,178254,16,104,240,421,1358,2972,4471,4927,3071,17578,1186,1856,1874,1693,1844,1614,1613,1279,621,13568,27,43,89,248,748,1199,1548,1408,675,5989,0,4,7,7,16,40,139,686,1333,2227,34,76,146,280,599,1098,1667,1569,780,6253,45,51,53,71,215,516,1110,1779,1613,5454
208,14,64,223,449,1030,1873,2645,2220,1101,9629,2379,1925,2095,2274,2091,1549,1197,687,256,14456,43,42,107,226,513,1093,1811,1485,685,6004,3,5,0,8,16,51,157,457,553,1249,49,109,191,420,1014,1784,2513,1713,651,8437,73,53,64,195,633,1637,2874,2511,1316,9352,33,25,45,75,156,241,434,452,286,1750,31,17,35,54,149,382,628,602,334,2237,547,1658,2025,2051,2184,1679,1092,604,331,12184,14,9,17,44,120,268,517,562,315,1858,1538,1209,1084,1471,1979,2308,2134,1348,772,13833,30887,19140,18868,20051,19745,13521,7113,2891,859,133088,2042,1427,1596,1494,1680,1292,961,675,353,11523,37174,24992,25423,27554,29186,23935,17963,10451,4401,201069,28,113,279,645,1815,3604,5420,4877,3155,19929,1435,1961,2509,2680,2692,2215,2029,1325,645,17491,35,40,116,344,978,1507,1911,1384,800,7114,0,0,0,3,12,26,183,652,1375,2261,49,111,180,324,683,1267,1825,1545,790,6788,45,39,56,101,249,675,1438,1826,1795,6227
209,41,109,428,801,1682,2941,3837,2981,1158,13979,3714,2829,3182,3160,2407,1720,1364,764,264,19414,62,62,179,263,532,1105,1802,1467,509,5979,3,3,0,8,24,60,216,527,503,1363,87,159,344,1045,1945,3213,3777,2392,712,13676,101,71,128,297,976,2208,3367,2755,1146,11046,60,41,84,138,261,399,567,567,272,2387,47,36,63,111,254,537,928,804,318,3099,905,2006,3201,3204,2995,2301,1509,754,331,17194,32,21,26,77,202,403,682,707,332,2481,2250,1510,1745,2294,2835,3216,2579,1509,658,18600,43114,24748,29032,28738,21727,14467,7622,2829,674,172956,3602,2531,2709,2594,2463,1907,1264,857,456,18379,53220,33133,39412,40501,34577,28298,20954,11533,4077,265698,46,173,567,1300,2935,5729,7561,5727,2801,26833,2338,2532,3960,4035,3229,2821,2394,1371,543,23230,51,54,180,440,1058,1597,1933,1301,523,7138,0,0,3,11,14,64,244,712,1117,2174,84,150,376,790,1423,2428,3113,2245,932,11542,72,63,112,203,401,989,1837,1945,1338,6953
210,25,72,320,682,1181,2311,2666,2046,911,10218,3249,2170,2299,2205,1640,1361,989,581,220,14713,42,51,116,214,344,867,1293,1074,413,4414,8,4,5,9,27,69,188,433,425,1164,81,131,314,948,1746,2915,3067,1889,624,11714,81,60,98,269,832,1958,2496,2012,889,8693,64,33,72,118,189,351,478,430,234,1973,47,27,57,95,173,531,724,622,269,2551,679,1366,1996,2108,2024,1814,1052,588,306,11931,21,10,24,47,149,337,524,535,282,1932,1948,1199,1326,1679,2196,2535,1871,1054,549,14367,36134,20410,24861,22658,15686,10438,4912,2032,517,137653,3573,2295,2810,2463,2085,1557,875,593,238,16488,45294,27116,33142,31749,25486,21578,14419,8299,3043,210125,37,140,465,1030,2564,4401,5355,4192,2206,20388,1988,2079,3038,2875,2486,2153,1810,1095,407,17938,22,46,114,299,660,1135,1254,932,399,4852,3,0,11,10,18,68,188,585,864,1742,51,133,338,716,1401,2303,2614,1947,778,10274,84,43,100,165,413,885,1394,1592,1021,5686
211,32,90,354,806,1757,3352,4318,3418,1283,15415,3694,2789,2866,3144,2659,2167,1789,1059,334,20512,57,65,119,223,561,1290,2354,1944,671,7279,6,9,9,13,17,56,224,576,570,1479,86,165,311,771,1728,2997,3809,2485,683,13027,94,64,124,291,886,2260,3733,3349,1305,12102,51,56,65,114,203,372,557,575,264,2257,55,44,61,121,253,654,1040,1032,425,3685,1130,2503,2897,2964,2966,2431,1563,824,355,17633,25,21,21,67,175,398,765,807,359,2645,2483,1755,1605,2140,2722,3312,2980,1747,783,19524,37865,23226,22394,23947,21511,15973,8719,3367,784,157785,2855,2081,1946,1915,2124,1805,1113,739,403,14977,47478,31654,31238,34348,34038,30815,23549,13395,4522,251048,43,146,502,1182,3064,5847,8064,6563,3070,28477,2436,2671,3633,3921,3816,3300,3089,1827,668,25360,40,46,145,442,1107,1822,2383,1737,701,8424,3,7,9,6,17,55,228,782,1194,2303,59,173,334,701,1328,2380,2891,2131,874,10877,73,71,110,166,443,1042,2042,2262,1614,7825
212,48,127,545,1162,2245,3931,4864,3961,1770,18663,6222,4420,4506,4151,3319,2734,2061,1286,404,29104,90,108,203,320,667,1573,2542,2220,855,8581,13,12,13,17,32,108,330,918,864,2315,142,260,638,2156,3880,5771,6155,3935,1077,24014,166,124,204,539,1532,3460,4841,4110,1748,16714,123,78,129,260,372,598,895,884,440,3765,75,58,120,186,425,855,1296,1312,524,4858,1355,3166,3980,3771,3690,3169,1981,1155,656,22923,27,28,48,109,323,677,1013,1074,510,3813,3540,2299,2501,3352,4031,4612,3673,2369,1151,27522,71050,44896,52834,46934,32964,21848,11280,4481,1186,287476,6423,4382,5321,4362,3637,2869,1835,1209,541,30576,88015,58395,68771,64104,51790,42781,30282,17750,6291,428167,54,239,725,1690,4232,7487,9479,7943,4102,35954,3896,4337,5405,5034,4749,4040,3512,2108,863,33941,45,93,216,579,1348,2070,2563,1903,898,9715,5,0,14,12,41,92,381,1205,1696,3438,120,224,762,1712,2953,4568,5212,3461,1530,20547,126,99,174,285,797,1725,2740,3160,2161,11260
213,53,153,521,1236,2258,3827,4678,3055,1056,16838,6564,4208,4845,4834,3449,2498,1879,957,277,29516,88,90,197,383,602,1412,2159,1514,453,6899,6,4,16,19,44,98,303,677,513,1666,108,238,662,2513,3835,5368,6054,3289,750,22819,182,99,195,581,1473,3054,4513,2932,1009,14057,140,50,133,259,358,585,888,732,286,3425,76,56,85,174,404,874,1297,1006,330,4303,1565,2825,4214,4267,3798,2982,1930,859,295,22744,31,20,57,134,328,626,1002,864,317,3370,4149,2158,2617,3551,3921,4361,3568,1712,640,26671,75331,39025,52401,52767,31942,19357,9473,3084,673,284043,7817,4900,6994,6148,4381,3055,1850,1043,398,36591,94592,52321,70616,73291,51356,39123,27399,12835,3806,425343,50,209,850,2035,4322,7375,8883,5953,2739,32416,4019,4141,6057,5959,5016,4055,3192,1532,552,34524,74,66,253,686,1365,1906,2211,1277,444,8280,8,11,8,12,32,113,299,849,1186,2512,133,258,786,1802,2877,4330,5065,3023,1102,19369,126,96,223,342,741,1461,2421,2125,1273,8811
214,21,77,243,551,1218,2238,3316,2699,1090,11471,2390,1555,1641,1792,1657,1365,1230,758,220,12609,32,44,84,136,399,1035,1966,1796,659,6150,3,5,4,5,13,43,169,475,443,1163,49,110,150,363,888,1751,2372,1743,514,7944,57,54,73,154,565,1538,2876,2559,1115,8991,37,33,34,57,152,249,383,459,240,1647,37,24,46,75,237,507,871,833,345,2970,798,1520,1804,2065,2133,1797,1242,705,332,12401,13,11,20,57,152,329,559,576,324,2041,1463,877,837,1138,1558,1897,1807,1104,534,11215,20952,12219,11146,11476,11875,9168,5923,2621,638,86020,2267,1405,1391,1462,1739,1453,1081,722,407,11932,27477,17225,16560,17900,19988,18830,16609,10300,3631,148517,16,99,329,814,2058,4024,5971,4956,2443,20704,1625,1518,2241,2428,2427,2284,2206,1437,534,16713,20,32,96,267,638,1158,1732,1342,598,5879,0,5,4,6,16,35,181,566,959,1764,54,103,200,371,772,1318,1843,1410,634,6700,48,56,75,113,311,735,1481,1836,1295,5959
215,3,29,150,299,689,1639,2119,1443,554,6923,1317,894,894,803,799,922,774,427,115,6955,11,13,31,75,154,521,922,724,226,2678,0,4,6,0,15,29,87,189,171,500,26,59,123,239,527,1145,1528,958,261,4868,37,38,38,88,319,920,1554,1238,506,4737,31,15,18,25,62,140,242,201,127,856,24,10,16,45,137,397,613,485,145,1884,330,690,921,867,1002,1140,771,321,85,6125,5,11,11,30,96,188,306,298,131,1063,638,413,395,481,739,1056,919,468,178,5291,10157,5744,6414,5196,5088,5035,3241,1264,359,42498,1544,991,1140,1121,1104,1201,941,553,271,8864,13821,8531,9596,8520,9244,11132,9590,5250,1880,77568,10,61,195,439,1143,2356,3019,2349,1249,10825,899,892,1143,1019,1175,1340,1125,645,251,8494,8,17,35,94,284,598,752,627,258,2663,0,3,0,7,10,30,85,245,354,732,31,61,109,258,477,913,1109,801,316,4064,32,21,40,61,207,504,819,896,599,3178
216,10,31,133,260,636,1355,1865,1492,532,6323,1204,762,705,680,646,736,649,364,112,5852,9,22,34,62,137,441,786,722,222,2431,0,0,0,5,0,44,101,221,177,550,22,49,108,183,535,911,1329,946,228,4310,34,22,44,88,287,786,1317,1124,439,4140,9,10,12,14,63,128,196,264,125,832,10,14,25,43,111,320,558,486,142,1706,364,676,789,774,976,935,651,348,125,5636,8,7,12,10,67,172,267,290,101,927,645,397,328,460,690,891,805,473,221,4913,9433,5305,5188,4517,4778,4146,2548,1087,277,37283,1416,873,912,840,950,913,709,472,184,7270,12861,7820,7846,7297,8548,9106,8010,4812,1574,67883,11,58,199,433,1146,2169,2836,2187,1105,10137,860,779,958,935,1030,1104,1041,592,239,7529,10,14,34,105,287,510,690,519,253,2420,4,0,8,0,3,22,73,245,318,671,22,51,126,212,422,753,985,646,272,3480,24,24,34,62,170,430,813,815,566,2930
217,9,23,97,220,558,1198,1640,1072,406,5224,946,594,632,598,580,664,577,311,111,4999,12,11,24,61,137,391,783,553,193,2168,0,0,3,3,9,22,66,155,142,397,22,43,80,135,396,774,1127,696,213,3488,25,20,24,54,243,708,1250,959,382,3664,16,15,17,28,60,123,187,142,70,668,17,7,16,32,93,288,432,324,138,1357,267,578,687,725,890,882,630,232,71,4955,0,0,5,18,54,159,264,242,116,857,522,341,317,406,607,866,782,383,155,4382,8507,4811,4823,4296,4599,4404,2938,1130,283,35795,1107,741,645,673,805,747,644,359,148,5876,11249,6916,7011,6735,7922,9039,8154,4218,1404,62651,9,40,137,326,874,1963,2512,1829,957,8643,625,679,882,906,942,1067,952,539,197,6793,12,11,34,100,249,530,683,469,207,2293,0,0,0,0,5,17,69,189,289,574,20,39,74,193,349,672,860,634,270,3108,18,16,25,48,142,411,611,686,504,2469
297,0,0,0,4,0,3,0,0,0,10,0,0,0,5,5,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,9,0,3,10,30,35,28,7,0,0,109,0,4,19,90,121,100,13,0,0,338,0,9,30,131,163,141,16,0,0,493,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,17,55,181,436,948,1850,2586,1752,631,8447,1585,1126,1097,1404,1266,1017,918,406,139,8965,31,40,53,117,325,799,1376,1049,306,4104,0,0,6,5,9,47,157,302,263,791,40,81,124,283,861,1427,1920,1227,261,6232,44,44,63,148,536,1292,2207,1764,702,6807,19,22,26,58,112,174,291,280,132,1118,47,22,33,69,196,467,782,662,235,2511,678,1198,1228,1477,1535,1376,1081,500,182,9246,8,3,12,36,89,221,406,412,159,1348,1395,803,695,1044,1333,1658,1570,902,363,9748,18009,10500,8429,9971,9712,7293,4097,1560,319,69878,1551,975,798,835,1013,815,578,324,173,7048,22904,14339,12103,14758,15908,14668,12091,6557,2033,115358,20,84,229,625,1625,3197,4447,3125,1417,14766,1151,1144,1576,1988,2001,1789,1674,937,288,12545,18,27,95,228,683,1009,1232,924,340,4556,0,0,7,0,20,37,131,388,556,1140,43,89,141,297,654,1108,1449,910,377,5061,29,43,64,115,263,657,1248,1286,856,4566
302,13,46,203,396,755,1295,1599,1181,525,6016,1164,1070,1459,1454,1098,760,648,334,129,8118,19,28,81,133,291,551,936,841,312,3197,0,0,4,0,17,27,91,275,263,674,19,73,151,384,832,1248,1409,900,284,5299,21,48,59,156,444,1068,1632,1317,606,5362,17,27,33,59,83,144,250,255,156,1028,40,24,33,55,121,348,513,481,186,1793,442,1088,1707,1540,1520,1108,704,333,153,8599,5,7,13,31,90,177,265,283,145,1012,1051,716,925,1103,1339,1431,1101,680,333,8669,16929,9657,11800,11524,8483,5537,2881,1174,352,68347,1297,880,1109,997,951,697,509,336,240,7002,20700,13193,16668,16673,14206,11434,8580,4933,2011,108408,17,89,263,518,1299,2224,2936,2598,1486,11437,802,1212,1885,1801,1671,1321,1217,819,327,11067,16,30,97,258,538,756,921,793,396,3809,0,0,0,0,3,21,86,324,568,1007,47,72,155,319,604,1021,1158,911,351,4638,28,37,73,88,246,524,941,1208,876,4018
303,18,90,241,481,1015,1645,1980,1619,595,7683,1925,1901,2185,2004,1523,1125,834,445,135,12078,28,50,112,205,368,762,1193,957,349,4037,0,5,6,3,19,41,144,372,339,933,39,120,241,642,1249,1839,2137,1326,366,7958,57,82,109,228,661,1390,2149,1747,740,7164,47,29,46,79,152,216,323,283,155,1329,47,37,45,66,173,413,561,559,216,2132,594,1782,2427,2032,1898,1500,931,467,199,11826,9,13,30,45,91,238,411,383,209,1433,1577,1158,1331,1696,1930,2036,1758,988,388,12867,29098,18964,23399,20908,14299,9091,4731,1796,460,122746,1926,1624,1861,1574,1373,1054,711,460,227,10807,34880,25015,30858,28463,22366,17594,12730,6975,2386,181261,18,138,329,708,1693,2887,3770,3151,1699,14398,1284,1960,2643,2487,2147,1731,1407,891,350,14897,28,45,156,378,778,1065,1230,966,432,5073,3,0,9,0,15,38,153,469,727,1412,39,116,252,541,932,1407,1661,1181,436,6565,48,50,93,150,337,716,1159,1331,986,4864
304,13,46,147,287,546,856,1133,933,339,4309,1086,1215,852,963,933,600,525,286,88,6551,20,38,46,124,246,451,861,720,266,2771,0,0,0,6,11,17,77,236,215,556,40,65,88,212,485,722,947,678,166,3403,24,44,35,92,336,704,1260,1183,474,4150,9,20,11,37,59,81,159,164,72,614,31,22,24,35,89,157,291,331,108,1087,455,1218,1093,1129,1076,699,492,327,143,6631,7,7,6,17,51,94,185,224,106,697,1004,726,585,854,985,1025,1007,628,267,7091,15578,10993,7369,9022,8283,5003,2900,1143,236,60534,809,769,535,564,570,455,260,174,119,4249,18766,14612,10249,12602,12552,9230,7375,4355,1418,91158,22,72,136,365,884,1548,2266,1776,1041,8109,680,1198,1042,1344,1264,992,932,560,217,8237,22,27,56,200,446,631,796,553,285,3009,0,0,0,0,4,7,95,280,492,884,27,58,88,204,341,519,688,491,217,2634,31,31,37,53,151,316,644,775,594,2636
305,15,85,293,462,768,1219,1245,838,289,5217,957,1690,2440,1848,1389,894,559,257,76,10104,24,61,137,218,366,735,944,657,225,3372,0,3,6,3,6,29,92,213,192,547,26,113,196,356,673,923,1004,653,153,4100,37,56,111,171,484,1022,1415,1078,397,4776,16,30,53,71,109,161,191,159,74,869,31,26,59,80,146,284,366,287,104,1380,292,1834,3081,2228,1874,1206,666,245,85,11520,3,11,18,45,89,182,211,232,84,886,763,853,1410,1393,1517,1393,1079,534,241,9195,16400,16573,23487,16031,12107,7544,3527,1144,229,97038,1271,1708,2970,2033,1795,1259,769,436,190,12422,19648,22382,32885,23453,19432,14266,9063,4391,1385,146903,14,131,375,533,1097,1805,2239,1578,791,8575,667,2101,2753,1983,1616,1247,877,474,164,11878,29,72,162,330,735,853,867,537,238,3814,0,5,5,4,10,24,97,223,345,702,31,88,191,249,404,532,627,455,170,2743,25,58,87,82,214,391,638,698,486,2682
306,17,49,146,416,948,2155,3000,1778,494,9003,1248,805,827,932,1034,1022,916,426,107,7307,14,25,45,105,297,867,1613,958,292,4220,5,6,4,6,13,65,184,343,255,868,23,77,108,351,823,1571,2078,1174,249,6455,49,56,56,173,523,1435,2370,1654,540,6867,19,17,30,58,121,266,394,283,137,1323,38,23,23,81,210,599,977,683,166,2795,540,854,1041,1316,1563,1561,1046,371,129,8429,7,10,15,34,102,278,502,395,118,1458,1005,629,597,873,1388,1897,1644,836,271,9138,18968,10330,10734,9987,10051,8556,5753,2078,373,76837,2996,2005,2440,2065,2255,2103,2020,945,285,17125,24607,14489,15565,15375,17256,18077,16402,7822,2023,131622,18,58,198,509,1436,3127,4126,2544,1027,13042,835,895,1292,1439,1473,1661,1442,616,154,9822,13,19,74,229,577,952,1267,668,212,4020,5,0,3,3,10,55,151,377,460,1062,30,85,174,390,773,1295,1493,882,249,5367,48,58,74,140,287,733,1175,1044,577,4151
307,13,37,91,247,635,1319,1924,1177,336,5797,1124,645,612,671,675,737,641,354,63,5514,11,15,26,60,178,439,742,571,158,2199,5,0,3,5,16,29,76,157,126,420,34,40,61,207,514,938,1361,708,167,4034,25,32,46,87,304,811,1383,984,303,3976,11,13,21,22,67,100,219,205,94,752,17,17,14,44,137,368,562,418,109,1679,338,602,589,626,843,906,667,244,73,4887,3,5,9,21,45,156,259,241,76,828,565,330,324,441,692,864,756,417,149,4543,9414,4890,4853,4393,4595,4137,2788,1140,221,36439,1485,981,1151,1048,1236,1170,817,472,174,8535,12791,7286,7450,7228,8542,9384,8416,4404,1216,66719,18,46,153,379,941,1990,2559,1753,695,8540,800,730,938,915,1068,1154,1014,517,145,7280,7,13,30,108,290,514,652,442,125,2179,3,0,0,0,7,24,57,193,234,519,20,49,90,194,416,768,890,607,150,3186,17,18,30,64,177,460,712,679,396,2554
308,22,52,206,427,1003,2144,2709,1591,449,8605,1833,1045,1140,1156,1066,1043,834,403,88,8602,22,25,60,119,300,752,1180,762,222,3448,0,0,3,0,16,57,127,227,182,614,41,83,140,357,913,1641,1952,1045,233,6404,57,51,92,185,578,1375,2124,1384,460,6313,22,25,34,40,106,206,323,268,130,1168,48,21,45,95,263,689,957,583,173,2881,672,1127,1307,1346,1369,1411,907,355,95,8594,8,14,17,34,99,242,371,311,102,1214,1416,660,622,815,1092,1456,1114,527,215,7917,18180,9684,9717,9384,8444,7076,4111,1320,246,68160,2588,1803,2394,2513,2453,2196,1388,601,189,16118,24359,14056,15041,15363,15529,16031,12459,5624,1513,119984,17,88,274,729,1755,3329,3737,2436,972,13339,1374,1307,1751,1749,1687,1722,1316,677,168,11754,15,19,82,242,475,843,973,573,199,3425,0,4,4,7,14,37,85,306,355,812,52,99,207,364,730,1225,1344,834,251,5104,38,28,74,145,308,788,1077,1003,530,4001
309,61,146,515,1146,2420,4379,6134,4410,1355,20565,4048,2816,2989,3263,2739,2163,1921,1126,302,21364,58,81,189,336,711,1701,3156,2601,851,9687,4,0,7,17,29,105,380,957,753,2261,89,215,344,687,1619,2908,4020,2775,683,13355,89,97,145,337,1059,2606,4780,4252,1498,14869,53,42,75,127,259,369,687,799,380,2793,108,57,107,212,444,940,1740,1597,502,5714,1674,2766,3194,3484,3670,2931,2098,1068,421,21306,19,16,39,90,243,524,973,1045,395,3339,2989,1757,1746,2353,3089,3580,3437,2080,829,21860,45044,28095,30071,28224,25495,18308,11433,4877,998,192546,5217,3582,4215,3701,3755,3017,2448,1558,620,28117,58205,38454,42003,41395,41150,35808,30985,18231,5341,311583,56,232,572,1554,3780,6910,9908,7465,3127,33605,2917,3152,4173,4203,4053,3493,3475,2004,636,28106,34,77,200,602,1439,2318,3109,2143,813,10726,5,7,5,15,29,84,369,1023,1397,2931,94,178,358,615,1236,1989,2736,2050,704,9966,82,94,137,241,503,1331,2603,2835,1803,9641
310,32,114,500,922,1729,3020,3188,1977,542,12028,3445,2285,2236,2140,1719,1522,1124,559,120,15140,39,56,122,189,409,998,1413,1065,272,4563,5,3,9,17,25,70,182,329,199,839,56,146,292,799,1650,2718,2743,1446,300,10142,110,72,141,275,783,1925,2477,1782,566,8125,42,38,70,109,174,333,406,329,136,1651,93,48,75,167,369,850,1119,759,203,3671,1413,2224,2830,2729,2657,2253,1403,511,141,16166,16,19,36,71,182,387,550,408,148,1815,2539,1289,1454,1845,2173,2447,1798,846,275,14659,31213,16629,16588,15145,11983,7981,4063,1426,329,105355,3893,2727,3631,3135,2293,1562,927,509,205,18886,41717,24407,26220,25103,22185,19193,13583,6777,1864,181057,53,215,650,1392,3120,4728,5184,3436,1265,20049,2575,2531,3552,3405,3146,2845,2170,1106,311,21635,37,45,143,371,781,1217,1267,856,270,4982,4,0,11,8,29,49,186,381,421,1080,45,152,400,806,1480,2290,2192,1294,360,9022,80,78,151,245,528,985,1434,1340,689,5532
