SA4_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
213,20051,6928,3120,1459,363,39,50920,436,3555,4771,3253,1911,966,200,24,15121,8435,38091,38617,18360,8851,4838,1342,251,118795,4486,16148,17847,12168,7571,3815,1230,253,63516,8278,19957,19037,16534,12676,7064,2687,694,86925,1148,1317,1265,1055,831,423,83,13,6132,705,1527,2125,2257,1808,1074,331,96,9923,10135,22794,22425,19846,15315,8561,3100,797,102982,287,1019,1121,564,505,409,177,35,4111,6867,11721,9807,6553,5163,4426,3200,1877,49616,31759,111186,114643,67664,42433,24478,9617,3289,405067
214,2157,2008,1631,1315,496,98,9521,109,833,1392,1448,1333,1085,355,46,6614,1522,7331,8006,6982,5038,4293,2060,514,35740,1214,4202,5556,5871,4875,3999,2005,549,28276,3388,9158,9052,9439,8507,5479,2829,814,48665,505,443,477,430,452,321,112,26,2769,223,472,656,848,899,844,502,152,4587,4115,10068,10187,10722,9853,6644,3441,993,56020,68,151,169,190,242,296,259,130,1498,1985,2207,2389,2778,2568,2930,3023,2030,19910,9111,26517,29851,30002,25530,20556,11650,4360,157577
215,545,396,331,216,59,12,2372,46,391,436,492,466,328,87,6,2264,522,3057,2509,1994,1600,1200,430,109,11416,425,1613,1834,2037,2069,1482,584,151,10198,2091,5085,4345,4346,4574,2748,982,237,24412,317,370,292,242,247,146,48,6,1679,127,202,276,361,362,275,107,29,1732,2541,5656,4908,4945,5187,3171,1140,275,27818,28,83,77,68,82,100,63,36,535,1594,1793,1720,1785,2111,2253,1847,1117,14223,5224,13349,12022,11722,11845,8754,4219,1711,68832
216,564,429,309,192,64,7,2376,30,389,450,464,410,272,78,18,2111,522,2779,2315,1766,1383,1041,353,83,10239,428,1523,1728,1834,1758,1247,544,121,9189,1928,4188,3795,4090,3886,2405,1006,242,21546,282,253,245,219,188,128,36,6,1354,111,188,223,308,328,235,120,29,1543,2320,4631,4260,4617,4397,2771,1165,271,24443,35,72,87,52,80,77,63,24,480,1354,1538,1403,1564,1689,1725,1669,1036,11984,4765,11669,10808,10731,10033,7325,3931,1559,60818
217,595,528,531,442,109,18,2853,45,316,466,492,514,405,99,14,2367,453,2616,2494,2153,1763,1572,534,111,11700,278,1312,1554,1790,1914,1589,627,150,9216,1864,4091,3881,4075,4020,2242,818,209,21207,286,247,230,189,204,128,31,8,1325,83,162,189,305,324,284,117,37,1504,2239,4505,4301,4571,4554,2656,963,252,24035,14,63,47,54,81,89,62,27,435,1084,1053,1109,1245,1475,1666,1380,862,9886,4143,10468,10580,10840,10830,8416,3778,1442,60488
297,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,6,3,6,0,0,0,19,0,3,5,8,6,0,0,0,32,0,5,21,32,14,0,0,0,73,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,8,0,5,22,32,22,0,0,0,86,0,0,0,0,0,0,0,0,5,4,38,94,127,108,13,0,0,389,7,48,136,178,147,17,0,0,530
301,2120,2077,1511,884,301,63,8051,86,679,1017,1146,930,593,152,31,4631,1691,5766,7210,6099,3960,2792,1041,244,28803,1232,2833,4492,5023,4070,2553,1059,263,21519,4003,6736,7424,7433,6955,4743,2135,524,39955,856,395,371,332,317,252,76,13,2613,285,357,579,748,822,677,349,85,3898,5140,7485,8371,8515,8097,5675,2560,623,46467,71,96,164,225,194,242,160,47,1189,1005,1163,1334,1402,1338,1507,1494,1225,10473,9276,19061,24715,24480,20101,14256,6762,2492,121136
302,4019,2421,1406,848,286,56,11869,92,1213,1411,1312,877,545,168,34,5648,2559,10907,10635,6912,3862,2275,1009,317,38489,1407,3795,4222,4105,3073,1776,836,278,19489,3402,6331,5607,5105,4263,2630,1279,480,29104,701,416,290,285,214,155,53,14,2125,266,389,512,652,602,456,228,74,3182,4366,7139,6406,6045,5080,3244,1559,567,34415,76,160,202,217,149,144,112,69,1125,1131,1801,1509,1278,1115,1111,1269,1184,10401,9750,27744,28399,22290,15569,9943,5243,2514,121437
303,10144,5522,3244,1641,533,79,30152,223,2152,2470,2168,1457,831,245,44,9595,6688,22820,19905,12372,7136,4346,1600,433,75297,2847,5865,6315,5721,4338,2717,1182,319,29307,4806,7574,6607,6287,5256,3102,1599,511,35744,1099,557,413,350,308,196,80,12,3011,412,518,785,852,845,683,323,104,4523,6318,8650,7803,7486,6409,3985,2005,633,43282,178,395,438,310,295,268,188,67,2127,2298,3440,2694,2028,1806,1649,1538,1134,16587,19066,51799,49766,35603,24680,15432,7296,2702,206348
304,5650,4602,3073,2078,903,181,19593,83,909,1415,1611,1096,779,246,51,6193,3212,8090,10004,8718,5013,3627,1769,450,40884,1260,1711,2624,3200,2565,1864,1004,291,14524,2374,2864,2790,2855,2358,1538,780,266,15827,695,186,167,150,110,108,51,20,1477,187,179,299,451,416,412,265,99,2310,3250,3229,3258,3461,2880,2058,1094,378,19612,88,82,152,173,143,141,118,45,941,825,802,810,666,547,611,737,636,5633,8926,17727,23908,22439,15313,11161,5877,2025,107376
305,8500,6208,3980,2076,664,99,30837,264,2616,2372,2329,1623,859,235,43,10344,8515,26821,16771,12589,7320,4171,1534,326,78052,3036,5480,4428,4376,3366,1887,862,205,23643,4070,6665,4264,3581,3110,1612,721,225,24241,814,520,298,210,191,116,50,3,2204,317,513,536,610,526,441,200,72,3213,5196,7699,5100,4393,3829,2169,974,302,29662,192,439,326,247,217,155,111,48,1741,2921,5278,3427,2683,2054,1587,1202,714,19854,20698,57059,40916,32830,22394,12913,5577,1743,194134
306,1552,1446,1331,902,288,37,6798,57,708,827,994,887,631,150,17,4268,1099,6101,5946,5061,3890,2965,1031,176,26268,610,2844,3804,4451,4187,2856,1073,188,20014,3766,7783,7900,8330,8076,5461,2060,427,43798,1068,549,510,429,403,257,68,17,3299,267,406,550,678,734,729,273,64,3702,5095,8735,8960,9440,9217,6442,2394,504,50792,71,129,169,209,235,268,154,39,1273,3596,4729,3751,3932,4133,4188,2519,1028,27881,10595,24427,25009,25530,23869,18254,7613,1982,137294
307,307,351,335,213,80,13,1603,33,208,238,314,302,206,68,10,1368,586,2165,2094,1704,1332,1040,365,87,9375,245,937,1454,1732,1718,1155,420,75,7724,2337,4473,4017,3955,3642,2423,812,150,21809,578,331,268,228,209,139,44,3,1798,162,172,244,401,345,284,112,20,1745,3077,4976,4529,4586,4199,2848,968,179,25355,24,64,60,76,84,103,87,21,519,1647,1878,1699,1997,2064,1825,1439,724,13274,5620,10519,10383,10764,10028,7387,3420,1093,59212
308,962,849,680,401,97,19,3778,68,496,564,676,607,346,74,7,2852,1117,4206,4385,3309,2462,1630,545,102,17761,432,1856,2566,2901,2755,1698,512,113,12831,3861,9235,8996,7914,7131,4166,1397,294,42993,1315,700,510,351,307,180,46,9,3407,282,372,489,559,585,439,177,34,2942,5462,10300,10001,8825,8017,4775,1618,336,49344,47,119,126,146,163,142,83,25,852,2551,3204,3406,3430,3373,2770,1786,857,21387,9737,20902,22013,20139,18058,11766,4729,1459,108804
309,6602,4731,3460,2227,799,111,24464,299,2119,2395,2402,1719,1295,370,57,10657,6084,21252,19479,14421,9329,6912,2771,581,80825,5580,10361,12114,12692,9818,6419,2666,609,60252,10507,18063,18590,18903,16093,10875,5311,1207,99542,1985,1047,860,806,762,619,215,24,6316,950,1221,1793,2099,2085,1880,968,216,11219,13440,20328,21247,21808,18943,13371,6493,1447,117086,263,472,568,548,600,668,463,163,3742,5306,7655,6522,6018,5542,5818,5341,3424,45622,31348,68342,68925,62620,49409,36708,18893,6398,342647
310,3156,1932,1192,613,211,35,9203,142,1044,1284,1106,761,482,133,13,4966,2116,9078,8781,5652,3310,2032,805,183,31971,1879,5419,5993,5442,4144,2212,782,159,26037,7146,13316,11854,10175,8219,4713,1863,404,57689,2023,1091,761,539,415,234,52,6,5117,593,747,996,1019,914,600,282,56,5207,9761,15153,13614,11733,9547,5544,2196,464,68021,126,217,278,221,215,244,124,37,1467,3391,3829,3352,2832,2489,2213,1798,917,20822,17494,36724,36460,28916,21665,13347,6053,1820,162471
311,2219,1337,832,534,160,32,6988,131,918,963,852,580,363,96,16,3921,1888,7276,7240,4591,2899,2025,709,132,26758,2080,5202,5756,5098,3795,2277,801,154,25165,7249,13192,11966,10601,8509,5262,2034,408,59220,1743,989,764,533,395,255,74,9,4761,584,780,984,1037,923,723,294,72,5396,9574,14964,13706,12177,9829,6238,2399,490,69378,111,213,278,239,213,239,152,41,1489,3950,4568,4001,3318,2506,2424,1864,946,23579,17834,34925,34156,27605,20653,14101,6191,1811,157277
312,706,545,468,304,64,10,2772,50,374,423,484,417,241,50,8,2040,970,3919,3445,2472,1766,1189,316,77,14153,395,1661,2256,2479,2221,1315,444,72,10844,3017,8074,7915,7093,6255,3579,1176,191,37301,776,462,411,302,224,139,38,7,2356,233,293,435,487,467,353,149,16,2421,4023,8828,8763,7878,6950,4070,1357,209,42075,56,95,111,118,104,105,72,16,676,2943,5153,4726,4726,4353,2590,1457,575,26531,8469,20683,20424,18688,16282,9810,3771,962,99090
313,912,850,826,720,248,37,4120,72,523,673,718,657,578,177,18,3419,1082,3877,4298,3755,2754,2510,1122,220,19609,1036,3078,3858,4320,3823,2924,1238,242,20518,5040,8955,8897,8898,7928,5804,2697,587,48809,1142,643,531,396,364,320,95,18,3508,415,511,677,815,817,848,371,73,4521,6593,10112,10106,10107,9111,6969,3166,679,56833,73,144,139,157,212,294,184,60,1270,2131,2234,2217,2189,2080,2478,2236,1389,16957,11013,20459,22208,22094,19462,16476,8380,2636,122725
314,2361,1816,1095,577,154,17,7260,116,733,1068,1115,723,406,122,23,4309,1576,6106,7856,5752,2996,1739,640,103,26763,1115,3421,4526,4534,3131,1748,616,125,19222,4302,7570,7252,6631,4833,2795,1148,212,34744,998,527,353,289,229,158,49,8,2615,350,438,612,744,587,458,193,36,3415,5650,8537,8213,7669,5647,3412,1382,256,40774,61,96,177,202,151,143,100,18,956,1036,1413,1321,1177,788,786,689,416,7626,9602,21498,25529,22258,14532,8810,3707,963,106902
315,354,245,311,214,25,0,1483,24,215,212,212,263,186,25,0,1132,480,1865,1345,929,1039,796,163,13,6629,210,665,846,1098,1282,799,177,16,5071,1500,3477,2947,2805,2765,1861,436,39,15830,423,316,194,183,174,106,19,0,1407,101,159,169,201,243,191,49,9,1117,2023,3948,3308,3188,3182,2163,504,46,18359,12,32,25,34,56,45,25,6,230,1771,2295,1951,2151,2398,2021,754,179,13517,4516,9317,8037,7851,8533,6220,1679,258,46417
316,2957,2949,2570,2210,840,117,13820,108,887,1516,1827,1750,1448,471,68,8071,2153,9970,11512,10171,7694,6329,2807,591,51233,1503,4443,6498,7804,7290,5839,2706,676,36762,6351,10719,11917,12685,12245,8558,3971,1040,67489,1459,613,542,502,554,498,172,32,4383,532,607,868,1215,1377,1485,705,232,7015,8342,11939,13328,14405,14177,10546,4851,1304,78895,103,168,264,350,417,476,389,132,2300,2588,3120,3219,3282,3382,3790,3818,2356,25552,14897,32595,39285,40794,37284,30633,15878,5250,216624
317,1312,1110,884,578,213,23,5394,75,521,587,608,566,376,124,21,2886,1200,4507,4165,3126,2227,1727,723,168,17849,677,1873,2071,2366,2105,1419,647,164,11321,3447,5763,4767,4303,3827,2356,1028,235,25719,876,488,286,225,151,124,39,4,2200,248,265,303,409,368,343,166,63,2174,4566,6514,5357,4937,4351,2827,1231,302,30090,67,116,92,99,83,99,91,27,671,1376,1375,1213,1139,1132,1143,1149,622,9157,8040,16118,14790,13383,11348,8172,4183,1328,77367
318,1496,1288,1045,627,209,22,6031,120,685,819,735,602,418,92,19,3495,1595,6053,5092,4141,2927,1942,730,119,22596,700,2421,2900,3394,2904,1911,674,133,15035,4159,8368,7710,7073,6759,4276,1602,291,40228,1118,606,365,326,252,167,64,6,2903,290,379,443,556,556,459,182,37,2901,5570,9348,8513,7953,7567,4895,1843,340,46034,84,115,91,137,137,140,101,21,843,3272,3092,2607,2568,2455,2320,1593,813,18707,11393,22992,21528,20215,17645,12260,5244,1470,112741
319,808,890,887,740,252,39,4268,53,417,617,742,800,692,195,28,3541,869,3754,4353,4041,3688,3206,1109,223,21244,522,2033,2880,3958,4892,3913,1513,262,19969,4531,8511,8756,9870,11306,9701,3987,723,57387,1442,865,627,603,581,471,150,14,4752,380,443,592,827,1039,1070,469,88,4915,6352,9813,9978,11299,12923,11251,4606,825,67049,71,112,131,172,241,338,243,61,1372,2700,2663,2628,3235,3976,4793,4012,1545,25555,10603,19402,21390,24336,27400,24941,11939,2978,142994
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,6,3,4,0,3,0,0,0,9,4,20,6,9,0,5,0,0,37,0,0,8,0,0,0,0,0,10,0,0,0,4,0,0,0,0,6,4,17,15,15,3,3,0,0,56,0,0,0,0,0,0,0,0,0,13,57,78,46,16,6,0,0,223,20,79,96,65,27,12,0,0,308
401,7012,5139,3830,2839,1219,250,27204,136,1311,1889,2016,1908,1630,505,85,9483,4873,15185,14009,11361,8090,6625,2947,794,63880,1189,3047,4025,4903,4677,4000,1956,594,24395,3434,5458,5161,5663,5486,3510,1694,626,31024,481,430,381,337,310,227,86,27,2286,236,344,484,786,889,834,479,174,4218,4150,6233,6024,6782,6685,4573,2258,832,37528,162,264,287,241,256,276,207,91,1775,1792,2248,1944,1873,1807,1836,1781,1401,14691,12676,34821,35184,32314,27251,21784,10878,4040,178945
402,4838,2110,1153,672,222,49,14426,158,1220,1495,1088,898,618,166,30,5667,3764,13375,11655,6473,3973,2715,1031,248,43232,1402,5620,6645,6224,5263,3431,1214,240,30035,7028,15464,13481,12164,10246,6494,3213,859,68940,1204,1762,1165,809,634,347,100,23,6052,483,770,1048,1219,1138,863,439,136,6081,8718,17994,15690,14190,12020,7699,3746,1018,81071,147,387,382,305,260,262,188,56,1987,2957,3561,3209,2876,2527,2707,2618,1674,22120,17513,47168,43916,33262,26098,18105,9173,3311,198554
403,4726,3309,2518,1817,676,137,17132,95,1214,1730,1769,1637,1278,442,63,8225,3380,12769,12602,9307,6568,5286,2170,557,52642,886,3667,5644,6266,6026,4700,1959,538,29686,5219,10722,10329,10234,9434,6680,3118,1002,56743,982,919,799,588,472,369,130,37,4287,354,551,830,1160,1162,1219,605,218,6086,6554,12189,11960,11980,11062,8268,3858,1251,67118,129,221,256,279,316,345,296,98,1943,1637,1888,1964,1936,1993,2269,2247,1465,15395,12871,35702,38878,34852,30127,23962,11648,4109,192151
404,3587,1803,1219,733,221,53,12120,88,990,1143,983,837,579,132,15,4766,3059,11905,8836,5426,3734,2527,862,246,36596,966,3312,3647,3819,3521,2214,799,262,18542,3154,6435,5803,5886,5534,3396,1639,616,32467,478,558,405,347,279,199,59,14,2340,200,370,493,749,714,598,272,106,3489,3830,7364,6700,6979,6534,4194,1969,735,38295,103,210,204,191,182,174,118,57,1244,1233,1765,1493,1458,1520,1401,1285,802,10968,9543,29789,25624,20664,17540,11818,5384,2174,122531
405,340,298,308,251,75,7,1583,17,154,260,267,353,273,70,3,1409,450,1613,1715,1433,1226,1219,400,93,8139,140,676,1094,1447,1761,1404,494,97,7109,1544,3388,3409,3611,3883,2782,1039,249,19900,265,371,298,222,198,150,31,4,1550,75,142,232,341,373,315,146,35,1664,1882,3902,3941,4183,4457,3245,1221,287,23116,14,31,57,62,89,84,63,21,437,847,751,902,1122,1435,1590,1340,611,8598,3376,7404,8314,8807,9632,8064,3667,1115,50382
406,307,214,214,147,34,4,1374,12,155,170,183,222,159,40,0,950,348,1707,1373,1043,845,573,169,34,6097,125,640,838,1091,1136,775,243,46,4893,1188,3388,2929,3069,2930,1727,616,152,15999,201,335,285,183,180,76,20,3,1287,91,180,190,226,231,190,74,6,1190,1487,3905,3400,3475,3345,1988,711,167,18474,26,54,67,67,55,69,25,13,374,1076,1571,1414,1588,1598,1268,853,355,9726,3101,8448,7569,7672,7414,4980,2077,619,41882
407,538,465,510,503,198,26,2785,38,273,373,433,542,551,140,20,2366,572,2788,2786,2394,2138,2185,939,193,13994,252,1241,1701,2384,2765,2667,1034,190,12236,2896,5963,5754,5885,6030,4379,1815,428,33145,492,555,489,417,360,281,75,19,2687,173,261,411,609,626,658,282,80,3099,3563,6776,6659,6912,7020,5311,2170,526,38932,54,95,118,127,153,184,168,55,952,1476,1513,1494,1880,2292,2583,2130,1070,14440,5993,13190,13667,14586,15414,13992,6776,2082,85699
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,0,0,12,7,5,0,0,0,28
501,779,697,571,508,176,30,3258,32,341,628,661,587,410,114,20,2789,473,3118,4127,3590,2709,2112,790,191,17104,332,1583,2402,2590,2732,2097,877,202,12812,3263,6151,6736,6346,5692,3666,1380,296,33526,1200,595,412,356,296,198,65,17,3138,183,250,433,626,636,532,227,51,2938,4649,6995,7586,7325,6621,4393,1673,364,39610,42,109,151,160,181,244,126,35,1053,1289,1527,1670,1788,1878,1894,1498,831,12377,6848,14153,17350,16815,15275,11657,5245,1654,88999
502,324,321,288,210,80,15,1443,20,147,226,286,262,209,66,19,1239,346,1310,1547,1406,1119,980,427,97,7237,305,910,1267,1436,1538,1236,599,148,7450,1746,3246,3194,3287,3222,2475,1270,310,18727,631,276,203,162,159,134,50,10,1629,118,164,238,296,336,314,210,57,1731,2494,3681,3635,3737,3713,2922,1522,376,22084,34,56,86,82,116,149,127,36,687,668,671,718,755,755,1066,1110,731,6483,3892,6975,7808,8017,7794,6782,3943,1414,46619
503,5351,4224,2971,1970,800,220,21230,101,1211,1343,1453,1169,747,277,54,6365,3903,12666,10420,8492,6172,4279,1910,603,48449,1006,2282,2327,2348,2430,1900,1125,405,13820,1652,2531,2003,1775,1734,1126,580,241,11645,542,196,141,103,121,82,56,17,1260,117,182,228,366,403,364,226,101,1996,2314,2907,2375,2245,2261,1571,867,360,14895,96,234,224,205,172,226,179,86,1427,1284,2376,1852,1484,1355,1360,1159,827,11701,9084,26985,23896,20456,16528,12053,6321,2563,117887
504,2963,1636,1093,646,219,31,9035,94,964,1220,1077,802,414,150,24,4746,1962,9013,8758,5751,3554,2337,852,177,32410,1220,4072,4751,4203,3420,2207,929,194,20995,4320,9337,8136,7209,6311,3874,1604,367,41154,1418,743,530,427,297,197,60,9,3675,317,466,702,833,843,591,275,77,4101,6055,10546,9369,8464,7448,4661,1938,452,48929,122,248,340,259,282,252,162,53,1722,1606,2264,2123,1838,1672,1502,1359,815,13175,11217,29410,29532,23232,18261,12025,5602,1745,131013
505,7140,4833,2962,1610,563,113,23194,214,2292,3034,2765,2011,1099,324,52,11793,5487,20857,22035,15562,9471,6011,2325,541,82284,2616,8038,10101,10154,8181,5576,2328,619,47617,8010,16092,15312,14088,12388,7871,3399,942,78111,2550,1113,899,746,637,446,154,28,6574,633,880,1386,1905,1686,1317,693,226,8728,11202,18084,17604,16746,14705,9637,4248,1194,93417,230,544,714,712,552,634,427,146,3967,2877,4106,4082,3414,2866,2891,2807,1956,24991,23036,59472,64716,54185,40758,27461,13019,4618,287273
506,8779,4657,2685,1523,528,76,25931,231,1880,2372,1946,1494,907,274,28,9131,5395,20854,20689,12421,7503,4972,1859,467,74162,2947,7880,9107,7487,6197,4217,1861,462,40152,8276,14714,13563,11622,10156,6833,2919,783,68864,2925,1215,835,667,528,326,138,22,6661,529,806,1101,1391,1311,1054,516,177,6885,11729,16740,15504,13686,11989,8213,3575,981,82416,247,576,653,571,493,523,344,119,3523,3662,5012,4506,3569,3109,2923,2791,2107,27670,24666,60153,61607,44341,33470,23283,11225,4238,262979
507,5474,3971,2776,1719,564,102,18513,144,1662,2204,2055,1665,964,271,55,9016,3813,14536,15712,11289,7221,4817,1860,461,59716,1747,5344,7227,7266,5884,4012,1676,495,33661,6883,13690,12520,11487,9659,5705,2628,729,63307,2426,1098,740,615,514,312,113,25,5857,486,644,993,1335,1310,1001,496,156,6420,9790,15436,14255,13435,11485,7014,3242,909,75579,197,344,487,466,485,453,321,116,2880,2623,3441,3318,2947,2601,2690,2502,1890,22025,18551,44437,48688,41436,32120,21674,10444,4037,221394
509,417,379,452,347,124,20,2088,26,237,338,395,396,301,66,8,1773,425,2025,2380,2113,1853,1396,559,123,10872,231,928,1373,1713,2041,1636,700,136,8764,1912,3949,3802,3885,4080,2706,973,228,21537,776,386,297,271,266,159,45,8,2210,105,152,226,386,477,421,159,47,1966,2799,4488,4321,4543,4818,3290,1177,280,25712,28,66,99,116,128,171,100,40,743,1502,1698,1786,2121,2306,2195,1563,718,13895,5048,9764,10712,11369,12003,9334,4296,1329,63856
510,790,517,468,283,51,0,3015,26,396,449,371,339,216,21,0,1817,578,3626,2866,1827,1432,926,195,17,11464,221,1392,1876,1711,1610,1012,166,7,7998,1525,5767,5798,4581,3515,1717,322,24,23250,548,435,354,198,170,81,7,0,1798,94,238,289,290,293,213,48,4,1467,2170,6443,6441,5068,3969,2013,382,30,26517,28,84,79,79,75,66,26,0,431,2577,6111,5795,5347,4236,1903,576,90,26631,5654,18910,18290,14915,12127,6417,1422,140,77866
511,648,470,375,240,53,3,2487,25,314,361,371,344,237,37,7,1696,582,2799,2491,1954,1509,1068,327,48,10779,264,1185,1535,1655,1731,1265,360,76,8070,2076,5161,4666,4500,4068,2539,804,124,23925,777,466,305,249,201,125,39,3,2173,119,198,261,325,389,324,100,24,1733,2973,5823,5228,5080,4650,2991,942,155,27829,38,86,78,112,109,110,67,21,631,2380,4076,3825,3772,3402,2401,1237,450,21544,6327,14908,14176,13403,12130,8304,3020,766,73038
597,10,16,12,0,0,0,55,0,3,7,8,7,6,0,0,31,6,69,69,62,43,21,3,0,277,8,29,90,89,58,13,7,0,292,35,129,215,193,110,17,7,0,703,7,8,4,6,4,0,0,0,28,0,3,10,13,11,0,0,0,41,44,141,231,211,122,22,3,0,776,0,4,9,3,6,4,0,0,20,53,223,434,404,223,52,10,0,1408,112,476,858,801,465,123,24,0,2853
601,3941,2511,1904,1380,490,117,17943,77,1047,1262,1220,1149,851,234,38,5886,2302,10284,7593,5570,4400,3613,1398,395,35561,613,2614,2899,3324,3133,2509,1195,367,16644,2886,7268,6453,5893,5492,3386,1598,445,33415,698,710,500,343,352,187,76,22,2890,227,357,388,493,684,635,304,137,3215,3813,8331,7333,6731,6527,4209,1972,602,39519,81,232,204,157,188,192,164,59,1277,1517,2172,1689,1529,1612,1865,1736,901,13033,8622,32065,24922,21054,18920,14615,7182,2486,129857
602,1063,786,761,599,262,34,5382,34,329,441,460,470,385,134,20,2261,751,3814,3214,2756,2375,1870,695,156,15625,269,1163,1573,1979,2055,1702,750,185,9676,2041,4779,4241,4451,4313,2717,1196,302,24046,497,579,359,278,295,160,52,17,2232,135,235,251,375,402,485,196,73,2140,2670,5583,4848,5108,5012,3364,1444,388,28420,56,111,82,113,112,132,105,30,738,1182,1258,1021,1173,1419,1618,1426,667,9762,5016,14081,12244,12366,12201,9670,4820,1475,71873
603,281,232,346,259,90,13,1456,3,65,101,137,180,148,28,3,662,110,643,814,673,852,705,224,37,4065,53,245,382,549,797,594,216,49,2891,463,1236,1269,1338,1413,871,302,54,6941,119,123,119,87,92,57,18,0,603,30,42,81,97,153,114,63,6,588,602,1397,1471,1522,1650,1046,380,61,8133,9,20,24,29,49,58,37,6,222,396,409,400,455,607,648,409,163,3477,1185,3011,3476,3589,4470,3460,1382,337,20901
604,412,374,385,283,109,10,2379,16,212,237,297,305,242,74,13,1389,380,1942,1822,1482,1425,1208,418,79,8751,155,803,1089,1545,1572,1177,546,134,7017,1723,4187,3697,3877,3894,2349,960,230,20917,457,436,288,265,233,142,45,10,1882,131,180,202,278,432,347,134,42,1735,2311,4804,4189,4425,4557,2835,1139,282,24531,43,68,60,77,78,93,58,17,495,923,985,911,1059,1239,1473,1247,531,8376,3839,9594,8727,9251,9553,7304,3592,1066,52936
697,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,11,10,9,3,7,0,0,46,0,4,13,12,14,10,0,0,44,7,15,18,17,11,13,0,0,76,4,0,0,3,0,0,0,0,6,0,0,0,3,10,0,0,0,13,6,15,20,23,24,12,0,0,98,0,3,0,0,0,0,0,0,3,0,25,25,29,25,0,0,0,114,10,58,67,71,70,27,4,0,303
