SA4_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
121,33923,18933,19632,25120,21334,15081,8668,3917,1052,147672,3107,3108,3388,4059,4719,5062,5161,3581,1320,33512,79,289,390,466,777,1287,1942,1783,839,7845,3,5,39,76,168,392,799,1025,609,3117,3186,3409,3809,4606,5668,6744,7904,6393,2765,44475,1702,1192,1281,1503,1372,1130,856,624,371,10024,38821,23530,24723,31231,28377,22956,17423,10932,4187,202175,32934,16652,21098,27836,23532,16498,10653,4729,1475,155402,2042,4096,4146,4619,5265,5372,5901,4374,2131,37938,74,539,697,728,1001,1393,2094,2079,1352,9956,0,25,46,115,242,482,797,1064,949,3731,2115,4655,4889,5463,6508,7244,8794,7517,4435,51623,1607,1063,1382,1605,1520,1258,1049,837,816,11133,36658,22369,27367,34905,31561,24998,20501,13075,6727,218159,66853,35589,40731,52957,44868,31579,19330,8643,2524,303081,5150,7204,7528,8680,9988,10439,11066,7954,3444,71454,151,831,1081,1192,1779,2680,4038,3859,2194,17804,3,32,81,197,409,880,1592,2092,1556,6846,5306,8059,8694,10069,12174,13991,16695,13903,7202,96103,3316,2246,2658,3104,2893,2386,1902,1463,1185,21154
122,21506,12481,11232,13266,14314,10090,5306,2472,629,91303,1895,1960,1676,2231,3059,3604,3471,2449,851,21196,64,156,155,291,485,869,1254,1296,568,5146,7,13,16,32,130,270,580,819,463,2324,1966,2129,1850,2555,3674,4750,5300,4559,1881,28666,1344,921,813,958,1156,971,593,396,236,7383,24814,15527,13890,16786,19137,15809,11208,7430,2741,127350,20873,10667,11208,14152,14771,10372,6140,2964,957,92106,1271,2489,2313,2759,3610,3634,3682,2981,1466,24212,37,319,331,401,704,923,1399,1481,917,6513,0,6,21,65,164,327,589,879,712,2777,1316,2811,2668,3231,4481,4885,5666,5341,3101,33498,1259,787,855,1014,1164,933,674,555,428,7670,23450,14271,14730,18393,20416,16189,12478,8856,4488,133273,42378,23151,22436,27419,29089,20462,11442,5439,1580,183400,3167,4446,3986,4992,6675,7237,7149,5434,2319,45413,102,471,494,696,1190,1794,2651,2773,1492,11654,7,21,38,99,288,601,1167,1699,1175,5102,3283,4942,4521,5788,8153,9634,10971,9904,4979,62164,2602,1709,1668,1972,2319,1907,1271,950,662,15055
123,27382,14528,14765,15448,11661,7687,4165,1376,236,97250,3419,2901,2835,3335,3794,4277,3625,1579,378,26143,217,317,381,617,877,1536,1849,1106,249,7148,12,21,69,148,298,773,1338,916,299,3875,3643,3242,3295,4099,4971,6586,6809,3606,921,37164,2838,1581,1498,1629,1408,1077,640,408,144,11229,33864,19355,19557,21171,18038,15352,11614,5392,1303,145642,27021,13070,15153,15101,11033,7947,4316,1387,367,95386,2430,3230,3864,4093,4119,4542,4076,1887,683,28914,138,559,868,971,1404,2006,2032,1250,482,9703,8,48,130,315,658,1139,1513,1096,502,5403,2575,3836,4863,5384,6173,7683,7621,4225,1669,44026,2725,1479,1568,1608,1313,1043,724,475,332,11269,32321,18385,21584,22092,18520,16676,12655,6088,2361,150682,54403,27594,29921,30545,22690,15630,8478,2768,602,192632,5850,6130,6700,7430,7911,8818,7695,3467,1055,55059,353,881,1251,1588,2280,3538,3879,2347,730,16849,21,69,203,467,956,1913,2846,2009,800,9284,6216,7079,8154,9483,11146,14270,14426,7827,2585,81190,5561,3061,3069,3235,2717,2125,1359,888,480,22498
124,27494,15385,15915,15588,12959,9697,5504,1876,389,104808,3683,3287,3558,3899,4427,4949,4638,2196,524,31156,250,449,556,761,1100,1712,2188,1311,330,8659,12,32,85,171,371,855,1473,1098,335,4436,3945,3765,4195,4832,5900,7515,8297,4604,1192,44254,2904,1966,2098,1914,1796,1329,930,568,278,13778,34345,21118,22210,22341,20653,18546,14731,7047,1860,162842,26777,13279,15277,15068,12600,9864,6017,2129,576,101591,2657,4124,4982,4757,5045,5443,5139,2586,882,35618,189,754,1200,1255,1645,2250,2483,1599,630,12000,7,51,144,393,751,1249,1588,1254,692,6120,2855,4927,6325,6402,7435,8939,9204,5437,2204,53733,2755,1625,1976,1845,1597,1272,1001,767,610,13438,32387,19825,23583,23316,21640,20075,16218,8333,3395,168767,54277,28664,31192,30660,25561,19557,11522,4006,967,206402,6342,7409,8535,8660,9472,10394,9770,4780,1413,66775,440,1205,1755,2019,2744,3959,4671,2905,962,20657,22,80,228,558,1120,2103,3058,2350,1025,10551,6802,8689,10526,11236,13339,16455,17502,10036,3397,97985,5652,3589,4075,3760,3394,2598,1927,1336,888,27220
125,40894,26182,39073,32846,19367,13889,7246,2784,731,183019,3146,2853,3535,4378,4609,5533,4894,2796,918,32673,93,211,383,583,960,1667,2065,1500,565,8036,6,23,53,131,293,746,1189,1096,535,4066,3241,3081,3978,5094,5864,7949,8153,5388,2022,44777,4474,3026,4790,3957,2673,2077,1326,812,506,23632,48607,32289,47841,41898,27909,23914,16721,8983,3259,251427,39780,22633,35680,29266,18907,14101,7829,2915,881,171976,2134,3217,4093,4442,4831,5704,5188,3162,1410,34176,81,416,700,741,1221,1965,2160,1814,910,10004,3,21,66,199,499,998,1283,1259,830,5161,2209,3654,4859,5380,6552,8661,8642,6231,3153,49340,4101,2450,3666,3167,2179,1890,1260,852,655,20219,46092,28737,44203,37818,27640,24655,17730,9993,4681,241542,80669,48814,74753,62115,38276,27989,15074,5696,1610,354997,5278,6071,7633,8822,9443,11235,10092,5957,2327,66850,167,623,1084,1324,2185,3633,4231,3309,1481,18044,12,41,118,328,788,1741,2476,2350,1366,9225,5453,6742,8832,10479,12413,16611,16794,11623,5175,94122,8569,5469,8460,7122,4850,3969,2584,1665,1153,43850
126,15316,9720,12948,12784,8970,6930,4121,1449,488,72720,1290,1392,1673,1803,1911,2446,2349,1430,599,14889,46,104,167,192,348,567,905,756,336,3416,0,12,15,36,80,235,383,446,266,1473,1340,1502,1860,2034,2338,3253,3632,2626,1199,19782,841,621,931,784,660,562,389,262,244,5290,17493,11842,15735,15599,11968,10743,8139,4337,1937,97796,15098,8701,13492,13247,9632,7657,4793,1772,634,75029,806,1730,1818,1939,2059,2606,2601,1795,947,16306,37,203,339,270,413,691,903,899,565,4315,0,8,33,52,117,270,418,496,445,1831,841,1948,2181,2256,2591,3564,3927,3186,1954,22452,766,570,870,800,613,605,453,386,520,5583,16707,11214,16546,16302,12842,11829,9169,5347,3104,103062,30409,18418,26438,26030,18604,14595,8913,3221,1123,147754,2094,3119,3492,3743,3971,5053,4946,3224,1550,31194,83,308,508,463,763,1252,1807,1647,899,7730,0,18,47,90,194,502,806,936,710,3305,2184,3443,4044,4290,4933,6813,7558,5821,3155,42235,1608,1193,1799,1581,1267,1170,840,648,764,10867
127,42387,26673,26575,24588,20396,15491,7548,2590,611,166870,3871,3463,3381,3734,4710,6427,5230,2558,748,34117,152,249,351,581,1077,2043,2284,1477,489,8707,12,33,57,148,423,986,1440,1215,518,4830,4037,3740,3787,4463,6204,9456,8959,5249,1750,47651,4512,2839,2685,2735,2369,2146,1331,831,484,19941,50934,33258,33054,31792,28969,27100,17836,8669,2856,234459,41070,24954,27113,25347,20541,14860,7857,2573,846,165166,2502,3585,4064,4353,5521,6805,5908,3118,1163,37012,100,424,623,896,1517,2523,2578,1742,811,11205,4,43,128,251,600,1293,1502,1358,819,5998,2609,4047,4811,5496,7632,10619,9985,6224,2788,54216,4245,2447,2788,2799,2388,2053,1427,883,646,19685,47918,31449,34723,33649,30558,27535,19273,9680,4287,239063,83456,51636,53692,49938,40929,30355,15406,5167,1460,332035,6373,7043,7448,8079,10230,13230,11137,5673,1914,71126,247,665,973,1483,2594,4560,4866,3220,1300,19908,16,76,181,404,1019,2281,2947,2575,1336,10822,6639,7784,8601,9960,13839,20075,18942,11469,4544,101864,8755,5287,5479,5537,4755,4203,2758,1714,1135,39622
128,18517,10914,9921,11001,10959,8170,4650,1879,496,76514,1892,1835,1838,2268,2733,3396,3362,2048,699,20076,90,184,214,320,530,960,1414,1137,532,5379,3,9,24,51,119,367,791,836,509,2706,1985,2027,2070,2638,3384,4718,5568,4019,1743,28157,1281,809,734,870,923,739,491,343,196,6380,21785,13746,12726,14512,15260,13631,10705,6244,2439,111052,17908,9675,9818,11450,11238,8665,5185,2159,708,76810,1260,2223,2379,2829,3219,3476,3687,2573,1161,22810,74,302,439,567,767,1143,1541,1380,917,7133,0,18,48,92,214,441,740,900,763,3220,1333,2540,2874,3495,4195,5060,5971,4855,2845,33153,1159,731,723,854,913,751,608,464,422,6624,20400,12946,13419,15792,16341,14482,11762,7471,3973,116581,36425,20595,19737,22451,22201,16841,9837,4041,1203,153321,3154,4058,4224,5096,5952,6870,7055,4621,1861,42885,163,483,650,892,1295,2097,2955,2512,1451,12508,8,24,72,145,326,808,1523,1739,1274,5915,3323,4565,4947,6132,7575,9782,11540,8875,4586,61316,2443,1534,1458,1723,1835,1494,1096,805,615,12998
197,0,0,0,4,17,5,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,10,4,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,14,5,0,0,0,26,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0
201,12274,7016,6855,6329,6339,5412,3551,1346,322,49435,2002,1805,2030,2025,2476,2809,2976,1578,459,18148,168,240,375,465,681,1075,1494,1033,334,5869,8,30,59,123,266,621,1033,843,305,3285,2178,2073,2468,2610,3421,4508,5493,3453,1105,27303,1496,958,845,860,1073,925,771,446,188,7563,15940,10046,10166,9798,10833,10840,9823,5241,1609,84299,12083,6011,6095,6239,6319,5572,3784,1484,453,48047,1503,2260,2687,2630,2769,3098,3211,1848,849,20859,122,496,753,815,1070,1423,1721,1135,622,8157,3,38,124,232,502,841,1127,870,498,4244,1627,2794,3573,3679,4345,5363,6056,3855,1963,33257,1427,880,803,795,918,788,728,456,264,7058,15134,9689,10472,10714,11589,11715,10565,5794,2683,88360,24354,13024,12952,12564,12660,10977,7334,2826,776,97476,3500,4066,4713,4655,5243,5907,6186,3419,1309,39009,288,738,1135,1276,1752,2500,3209,2161,959,14022,10,64,185,354,772,1464,2156,1716,802,7526,3803,4870,6040,6293,7767,9872,11547,7303,3069,60564,2915,1839,1651,1657,1994,1709,1503,901,449,14622
202,12163,6567,6284,6158,6188,5221,3595,1353,326,47844,1777,1605,1813,1951,2187,2757,3031,1623,463,17200,129,200,301,397,622,1047,1432,963,378,5458,9,19,53,92,235,530,915,835,349,3034,1913,1826,2158,2432,3046,4330,5376,3421,1189,25698,1412,915,1045,943,1024,963,730,462,242,7740,15490,9306,9489,9533,10256,10518,9711,5237,1756,81292,11847,5746,5946,6199,6128,5420,3686,1411,458,46846,1285,2106,2507,2451,2656,3154,3214,1841,765,19975,89,437,692,712,934,1375,1645,1076,576,7537,4,31,95,187,417,801,1015,902,506,3957,1374,2575,3298,3348,3999,5331,5879,3809,1850,31468,1340,783,793,817,875,912,691,554,422,7191,14568,9105,10042,10366,11001,11669,10256,5773,2731,85505,24015,12304,12231,12358,12311,10641,7283,2765,785,94694,3060,3705,4318,4399,4841,5911,6248,3460,1228,37180,212,644,991,1101,1553,2419,3080,2038,956,12998,16,49,148,275,643,1334,1933,1731,861,6989,3287,4400,5458,5780,7045,9664,11257,7229,3045,57167,2757,1699,1842,1759,1900,1876,1421,1015,667,14930
203,24516,14188,15656,13791,12547,9884,6750,2600,676,100618,3405,3172,3513,3848,4093,4691,5013,2800,872,31414,210,398,574,669,989,1615,2317,1640,594,9012,5,22,55,144,344,792,1435,1217,589,4609,3626,3589,4153,4665,5420,7092,8761,5660,2057,45033,2326,1685,1943,1756,1646,1376,1045,613,269,12651,30464,19461,21748,20215,19622,18359,16565,8870,3005,158306,23789,12117,14270,14093,12755,10730,7489,2943,888,99071,2495,4150,4912,4843,4754,5471,5529,3386,1457,37000,165,768,1181,1212,1507,2045,2640,1987,997,12490,3,50,140,272,622,1135,1634,1442,1096,6387,2660,4969,6230,6328,6879,8651,9802,6807,3551,55875,2287,1464,1377,1449,1418,1264,1145,781,451,11636,28739,18552,21875,21868,21052,20642,18439,10533,4886,166585,48305,26308,29924,27888,25310,20610,14241,5541,1567,199690,5896,7317,8428,8690,8846,10166,10544,6187,2336,68413,375,1165,1760,1880,2492,3661,4958,3625,1584,21502,10,70,192,418,965,1925,3067,2660,1684,10998,6290,8559,10384,10990,12306,15751,18565,12473,5605,100912,4612,3150,3319,3206,3066,2637,2191,1394,717,24290
204,12802,7711,7047,6495,7003,6729,4730,1748,423,54695,1834,1573,1718,2006,2443,3296,3560,1903,543,18860,138,231,274,417,681,1161,1794,1126,374,6190,11,12,39,121,242,652,1125,1053,398,3657,1981,1819,2033,2545,3367,5103,6479,4076,1313,28714,1660,1172,1030,1059,1152,1230,968,543,184,8997,16450,10700,10109,10096,11522,13059,12170,6366,1923,92398,12801,6292,6306,6585,7060,6831,4580,1798,601,52871,1409,1995,2344,2508,2870,3504,3676,2183,870,21361,103,404,613,716,971,1484,1768,1268,610,7937,7,28,95,202,428,885,1161,955,597,4355,1519,2429,3057,3431,4268,5869,6611,4403,2071,33649,1538,1042,915,970,1121,1102,908,620,347,8566,15861,9766,10275,10987,12452,13811,12098,6822,3019,95084,25607,14004,13357,13077,14064,13560,9311,3543,1024,107558,3240,3565,4062,4520,5315,6795,7237,4085,1410,40219,245,633,888,1135,1652,2639,3557,2392,985,14135,14,46,132,320,668,1536,2285,2005,994,8008,3501,4241,5082,5971,7630,10971,13083,8482,3390,62365,3204,2216,1941,2023,2274,2336,1872,1163,530,17560
205,20407,10848,10779,10147,10404,10536,7741,2895,634,84403,2962,2479,2863,3043,3619,5343,6288,3302,867,30757,231,364,492,624,1015,1974,3017,2011,617,10348,7,27,74,160,422,1089,2081,1706,609,6173,3203,2869,3423,3825,5058,8411,11386,7017,2094,47277,2752,1621,1871,1888,1764,1805,1640,969,471,14779,26363,15336,16078,15859,17226,20748,20763,10881,3196,146460,19769,9421,10233,9937,10448,10810,7624,2913,825,81986,2184,3095,3892,3804,4374,5867,6378,3675,1376,34654,164,635,1098,1134,1614,2542,3194,2185,950,13520,0,57,168,333,789,1561,2197,1669,882,7655,2356,3788,5163,5273,6776,9970,11773,7528,3204,55835,2675,1454,1532,1636,1620,1729,1639,1085,714,14083,24803,14663,16927,16838,18846,22510,21038,11527,4746,151903,40186,20271,21015,20082,20855,21343,15362,5809,1460,166391,5150,5577,6757,6839,7989,11216,12660,6975,2249,65409,402,998,1589,1754,2636,4515,6218,4188,1565,23870,5,82,241,499,1207,2652,4273,3376,1487,13833,5558,6660,8589,9097,11826,18376,23157,14546,5301,103111,5428,3072,3401,3518,3385,3538,3277,2057,1186,28864
206,28722,29345,59739,36475,24079,16293,8455,3429,914,207460,2494,5235,12171,8596,6500,6510,5613,3132,1113,51358,116,595,1730,1425,1361,1865,2156,1673,704,11630,5,37,124,206,399,800,1190,1144,648,4548,2617,5872,14027,10225,8262,9170,8954,5948,2466,67537,2437,3124,6276,4190,3127,2501,1570,889,422,24536,33774,38342,80049,50899,35465,27964,18977,10266,3802,299527,28557,29506,58522,34348,24187,16688,9597,3758,1247,206407,1813,8408,16177,9570,7242,6766,6263,4014,1845,62096,89,1438,3159,1822,1733,2206,2478,2160,1218,16300,3,49,235,288,478,863,1319,1402,1082,5718,1905,9902,19568,11680,9454,9831,10061,7571,4149,84116,2355,3245,6179,3705,2801,2181,1527,1013,684,23688,32817,42654,84269,49732,36447,28698,21182,12343,6075,314212,57279,58852,118260,70832,48269,32978,18053,7184,2156,413866,4315,13642,28348,18166,13742,13275,11874,7144,2956,113452,201,2043,4893,3248,3096,4065,4633,3831,1930,27934,11,90,357,489,878,1660,2509,2542,1727,10264,4525,15769,33596,21901,17716,18997,19008,13519,6611,151651,4787,6371,12462,7894,5928,4683,3098,1901,1104,48224
207,26107,20814,19243,17873,17406,13619,7820,3700,1185,127773,2291,3384,3178,3103,3935,4715,4722,3447,1498,30269,91,308,411,424,700,1208,1718,1782,910,7557,6,12,45,63,145,359,774,1141,797,3352,2389,3701,3627,3590,4785,6289,7218,6367,3209,41182,1448,1455,1393,1130,1254,999,752,554,311,9303,29950,25977,24271,22590,23445,20909,15789,10623,4703,178254,25587,18356,18424,19852,19547,14796,9272,4371,1520,131722,1614,4150,3801,3409,4651,5352,5604,4689,2448,35704,74,554,662,565,939,1366,2130,2351,1638,10277,5,41,68,96,229,463,889,1409,1285,4487,1687,4742,4538,4068,5820,7181,8619,8442,5368,50472,1305,1278,1289,1166,1334,1140,898,737,576,9725,28576,24382,24254,25085,26698,23129,18785,13553,7461,191915,51698,39167,37667,37721,36952,28422,17090,8077,2702,259493,3900,7532,6978,6514,8589,10065,10324,8134,3944,65977,164,860,1073,990,1637,2583,3851,4130,2549,17836,14,54,116,158,382,826,1660,2545,2090,7837,4076,8450,8168,7660,10601,13470,15832,14811,8580,91651,2752,2737,2692,2296,2587,2139,1648,1290,888,19028
208,32068,19975,19590,21058,21086,14872,8111,3357,1058,141174,2951,3301,3708,4332,5250,5724,5482,3387,1355,35487,97,290,475,573,925,1516,2313,1807,864,8866,14,6,47,91,242,533,1094,1225,771,4019,3056,3597,4230,5002,6414,7777,8894,6419,2982,48378,2042,1427,1596,1494,1680,1292,961,675,353,11523,37174,24992,25423,27554,29186,23935,17963,10451,4401,201069,31424,17725,19251,22362,22724,15768,9500,4176,1606,144525,2020,4347,4962,5203,6138,6201,6413,4416,2476,42181,81,656,858,916,1369,1953,2679,2383,1700,12596,3,26,75,156,362,740,1217,1478,1425,5484,2108,5034,5893,6274,7866,8894,10312,8277,5599,60260,1932,1327,1429,1596,1704,1378,1176,901,687,12137,35466,24085,26578,30232,32291,26044,20983,13352,7886,216919,63496,37697,38841,43421,43802,30641,17612,7528,2660,285700,4972,7648,8666,9537,11394,11924,11890,7806,3831,77668,178,944,1334,1492,2286,3467,4995,4192,2563,21460,13,37,122,250,605,1277,2309,2698,2194,9502,5165,8628,10126,11278,14283,16671,19200,14699,8588,108635,3980,2751,3027,3088,3383,2671,2129,1575,1041,23652
