SA4_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
128,652,867,677,705,883,1290,2459,2427,1360,11314,849,1281,999,1144,1339,1564,2267,1638,708,11797,538,1566,1418,1456,1632,1750,2007,1173,403,11944,231,1850,2123,1975,2089,2215,1745,891,298,13409,81,1784,3286,2683,2891,2906,1893,749,170,16449,23,1124,3424,2589,2673,2313,1298,414,114,13965,19,500,3321,2831,2909,2257,993,271,74,13165,4,242,2486,2563,2695,1867,635,167,49,10715,6,208,3844,6024,5652,3571,943,206,70,20521,3,22,647,1679,1667,900,265,67,25,5278,3,17,760,3022,3234,1804,495,159,49,9544,437,411,1055,1086,1073,844,862,1080,1420,8281,7,13,28,39,38,47,50,14,7,245,13927,12779,26176,30348,31642,28160,22513,13733,6415,185695
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,4,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,18,8,3,0,0,38
201,459,774,1048,990,1291,1857,3604,2584,1223,13840,522,1160,1542,1410,1528,1854,2485,1333,532,12375,291,1273,1852,1502,1585,1736,1743,899,239,11114,176,1398,2623,1983,2144,2035,1299,488,206,12353,77,982,2922,2491,2527,2343,1054,330,61,12779,21,473,2107,1851,1907,1620,587,166,49,8785,7,186,1746,1715,1750,1381,431,140,56,7423,3,79,1031,1369,1354,928,269,64,18,5121,8,73,1241,2139,2316,1478,365,58,17,7683,0,8,164,436,479,337,88,29,11,1556,9,28,188,655,911,609,243,83,23,2752,761,675,1342,1301,1540,1385,1553,1253,878,10688,9,9,22,13,23,23,21,8,0,125,10194,9559,20661,20532,22445,22584,20410,11039,4290,141705
202,404,690,933,870,1103,1771,3448,2410,1196,12834,465,1002,1425,1323,1421,1816,2447,1335,556,11781,290,1160,1682,1471,1550,1733,1651,892,254,10679,144,1329,2553,2017,2004,2077,1352,590,154,12226,70,910,2611,2283,2429,2318,1167,366,95,12257,9,459,2032,1800,1802,1556,686,191,44,8581,11,207,1740,1838,1733,1387,533,164,62,7683,0,93,1028,1328,1401,957,295,82,22,5213,6,58,1204,2129,2340,1553,405,95,29,7822,0,15,140,450,545,327,100,22,7,1602,5,11,156,619,814,529,209,74,42,2453,712,649,1516,1418,1483,1504,1416,1243,1009,10951,0,15,26,12,10,13,26,9,9,119,9462,8964,19557,19914,21267,22199,19991,11016,4499,136861
203,746,1767,1769,1623,1902,2778,5160,4018,2194,21962,814,2387,2800,2400,2338,2964,4409,2523,888,21526,424,2434,3385,2742,2593,2842,3105,1686,449,19661,261,2579,4796,3647,3550,3372,2536,1001,262,22005,111,1950,6142,4523,4249,4048,2209,687,179,24094,37,1016,4973,3837,3599,2978,1277,370,84,18168,11,424,4319,3958,3567,2557,999,338,104,16268,11,154,2753,3090,2923,1913,609,152,43,11652,8,116,3661,5916,5201,3253,816,238,58,19268,4,19,513,1232,1217,798,212,70,21,4090,13,44,581,1929,2319,1474,575,173,61,7162,1109,1244,2747,2430,2293,1969,2164,2019,1704,17684,31,20,45,52,27,46,36,13,9,280,18486,19586,43666,42136,40706,39041,35044,19416,7897,265967
204,478,595,907,914,1173,2021,3899,2852,1356,14190,614,951,1418,1306,1596,2102,2881,1558,534,12959,443,1332,1837,1546,1804,2139,2067,1049,256,12471,358,1568,2690,2210,2397,2694,1705,650,173,14445,214,1211,3128,2695,2933,2955,1520,391,105,15150,59,577,2185,2147,2233,2036,839,237,40,10354,22,247,1747,1863,1927,1656,663,182,57,8372,12,104,1054,1354,1470,1167,342,98,19,5610,7,80,1142,2029,2354,1710,462,113,26,7924,0,20,140,354,433,329,118,35,8,1449,9,20,177,586,777,668,282,136,36,2705,1067,940,1660,1661,1892,1997,1885,1563,1105,13766,8,19,94,30,28,29,17,5,0,234,11010,9487,20479,21107,23997,26895,24290,13195,4945,155409
205,795,1027,1590,1711,2239,3642,7200,4878,2113,25194,891,1549,2249,2275,2635,3676,4952,2769,944,21955,463,1874,2909,2601,2854,3297,3390,1741,462,19587,272,2106,3984,3234,3506,3730,2587,963,286,20661,140,1426,4421,3632,3935,3995,2235,696,151,20621,43,745,3251,2864,2868,2673,1233,326,77,14090,10,408,2785,2591,2557,2306,834,279,77,11852,11,154,1598,1899,1932,1699,560,121,41,8007,6,132,1892,2915,3282,2642,653,134,29,11699,4,17,306,591,733,602,193,54,11,2504,10,35,341,881,1217,1083,433,159,58,4215,1500,1194,2952,3078,2881,3161,3422,2672,1791,22654,9,28,108,62,43,39,16,13,4,326,16084,13954,33113,32762,36111,43302,41819,22420,7952,247515
206,753,4709,4898,2219,2463,3098,4845,4128,2288,29407,778,6336,8984,3332,2717,2891,3542,2016,914,31511,437,5367,10039,3930,2791,2751,2828,1407,435,29992,301,5383,13885,5309,3843,3409,2858,1224,339,36545,150,5558,19942,7815,5075,4383,2853,1087,273,47146,48,3193,19673,7684,4633,3582,2053,706,153,41722,36,1557,18437,8859,5378,3975,1835,613,145,40828,26,607,12908,8218,4919,3374,1368,449,90,31964,26,603,21083,19786,11681,7092,2257,679,146,63362,14,114,3729,5806,4040,2218,744,227,77,16967,17,223,4281,11949,11199,6281,2274,773,200,37201,1410,3941,10688,6561,4641,3720,2929,2302,1761,37949,110,285,641,346,366,313,168,44,21,2308,23839,57555,164960,100974,72280,56978,40325,22652,9903,549459
207,560,2398,1728,1480,1766,2112,3287,3647,2588,19559,416,2719,2669,1995,2248,2429,2996,2654,1264,19387,242,2309,3034,2191,2430,2466,2749,2091,869,18378,137,2321,4451,2905,2977,2986,2624,1641,595,20634,72,2329,6238,3879,3738,3561,2651,1381,449,24306,26,1340,5728,3447,3130,2831,1791,868,291,19445,16,621,5072,3777,3469,2917,1538,738,256,18410,9,212,3315,3319,3038,2483,1108,481,180,14154,8,198,5050,7846,7208,5126,1838,690,242,28206,16,46,914,2600,2721,1703,551,220,76,8848,13,61,1043,5731,8342,4735,1474,468,206,22080,740,1200,2357,1777,1857,1531,1388,1581,1628,14067,40,80,126,138,245,256,201,64,16,1172,23605,26875,48649,47817,50389,44293,34771,24240,12181,312822
208,663,2170,1507,1450,1950,2487,4377,4020,2561,21178,587,2653,2333,1964,2461,2744,3875,2865,1351,20824,329,2292,2927,2361,2756,2851,3125,1886,795,19320,209,2434,4601,3359,3768,3621,3023,1442,591,23050,105,2255,6634,4552,4664,4586,3038,1221,402,27456,33,1280,6626,4508,4417,3625,2167,771,252,23677,21,607,6055,4913,4782,3653,1658,636,236,22549,12,261,4214,4460,4115,3045,1298,445,154,17995,21,189,6610,10843,9931,6061,1959,631,242,36478,12,44,1248,3519,3488,2020,651,202,74,11248,12,72,1379,7678,10367,5143,1573,510,218,26945,840,1006,2450,2279,2258,1769,1948,2105,2279,16934,26,57,114,82,127,140,132,44,16,740,24915,24242,52113,57873,61600,50121,39078,23852,12301,346087
209,913,2799,3131,2910,3093,3734,6545,5198,2911,31224,953,3586,4699,4172,3996,4017,4404,2629,1001,29451,558,3628,5803,5078,4557,4155,3487,1821,597,29687,342,4013,8640,6946,6189,5031,2750,1077,295,35277,189,3306,11067,8956,7445,5808,2691,771,167,40397,57,1629,9357,7588,6107,4550,1629,415,81,31414,33,751,7854,7628,6106,3934,1293,349,83,28038,7,301,4840,6070,4736,2961,785,185,39,19921,11,198,6581,11595,8772,4916,1167,192,59,33492,3,35,955,2576,2261,1178,262,63,10,7338,13,43,765,3419,3648,1993,535,144,39,10600,1539,1937,4351,3800,3301,2752,2532,2194,1836,24253,26,47,124,92,85,156,174,67,16,795,30427,33265,79836,82146,70611,59168,44728,25137,10553,435868
210,693,2225,2817,2645,2778,3240,4850,4158,2242,25656,799,2844,3968,3409,3181,2886,3036,1895,767,22791,461,2914,4885,4149,3393,2890,2243,1223,340,22499,275,3222,7303,5593,4556,3652,1765,708,236,27313,134,2519,8766,6590,5519,4295,1611,391,117,29937,35,1353,6959,5514,4266,3178,959,208,50,22523,14,621,5909,5345,4079,2811,688,173,49,19690,9,231,3744,4132,3095,1995,446,76,13,13751,6,211,5007,7767,5369,3108,596,102,22,22184,5,39,659,1679,1282,707,138,26,14,4557,9,49,605,2040,1927,1015,270,70,24,6002,1662,1888,4636,3919,3105,2369,1859,1606,1170,22212,14,30,146,105,79,131,113,44,6,678,24994,26961,66521,63572,52193,44124,30980,18297,7697,335334
211,1062,2406,2378,2524,2947,3647,7096,6128,3005,31196,1260,3279,3435,3682,3897,4248,5857,3789,1331,30784,621,3457,4493,4388,4516,4443,4279,2486,721,29399,385,3903,6984,5793,6087,5749,3733,1576,440,34650,178,3226,9128,7461,7681,6862,3340,1068,291,39234,38,1677,7741,6548,6421,5137,1960,527,134,30177,25,702,6876,6675,6355,4798,1483,431,149,27487,11,292,4256,5490,4950,3493,959,171,45,19666,8,174,5741,11036,9550,5961,1362,260,60,34155,0,26,836,2575,2431,1424,308,71,25,7696,7,43,701,3038,3730,2187,572,191,73,10540,1174,1284,2789,2688,2761,2450,2206,2463,2319,20142,23,23,80,78,88,184,173,63,15,728,30750,29948,63394,71149,70675,64264,50733,29523,11810,422244
212,1481,4669,5572,4733,4817,5578,9535,8173,4435,49007,1672,6052,8372,6930,6206,5867,6383,4036,1564,47087,977,6283,10925,9228,7747,6345,4411,2503,781,49189,683,7378,17144,13520,11074,8400,3945,1534,534,64211,279,5877,19835,15749,12673,9315,3264,979,262,68233,82,2894,14869,12305,9360,6548,1984,500,149,48691,47,1208,11193,10826,8253,5308,1519,435,154,38949,14,467,6564,8033,6087,3589,926,222,65,25966,7,346,7873,13688,10329,5717,1155,293,78,39481,5,60,1103,3094,2270,1286,268,67,31,8186,19,74,970,3388,3472,1840,493,212,80,10542,2875,3878,9010,6838,5513,4416,3661,3498,2839,42527,59,161,258,196,228,455,451,149,37,1996,51570,60651,135479,128313,105289,87652,64699,38492,16059,688222
213,1409,4136,5733,5003,4657,5108,9071,6192,2945,44258,1310,5390,8452,7141,5878,5180,5283,2664,1005,42306,841,5706,10743,9016,6923,5398,3709,1614,440,44393,564,6413,16338,13270,9963,7108,2814,879,324,57659,274,5155,19016,15900,11537,7826,2544,482,111,62841,82,2595,14793,13285,8798,5621,1552,252,53,47034,29,1083,11956,12224,8190,4899,1147,227,66,39811,13,468,7376,9608,6259,3526,684,97,35,28074,9,338,10262,18629,11073,5208,925,90,21,46553,8,53,1614,4438,2580,1197,206,29,9,10131,15,97,1363,5180,4001,1669,364,94,30,12811,3217,4422,11802,9663,6337,4538,3674,2661,1802,48113,46,81,206,164,187,504,494,104,18,1797,47212,53273,142788,144937,103575,80554,57509,27530,10257,667639
214,716,1238,1375,1529,1879,2555,5440,4509,2337,21579,819,1780,1964,2176,2467,2970,4400,3078,1043,20707,493,1994,2582,2499,2664,2929,3082,1812,552,18610,356,2235,3934,3336,3879,3649,2438,1129,363,21319,196,1708,4709,4139,4734,4223,2277,897,198,23074,50,803,4123,3489,3718,3058,1406,478,130,17255,18,344,3420,3486,3522,2694,1085,389,118,15076,7,132,2087,2719,2731,1963,700,210,49,10597,6,107,2708,4797,4939,3308,1079,297,75,17316,0,12,387,1061,1147,729,278,101,22,3733,17,28,406,1660,2297,1656,762,316,98,7241,1135,940,2151,2282,2615,2172,2181,2267,1966,17713,13,17,50,31,30,36,55,22,7,258,17564,15546,33893,37587,41652,39559,35653,22476,9020,252944
215,387,539,978,889,1168,1868,3150,2481,1309,12769,457,816,1441,1242,1321,1784,2141,1316,535,11048,277,1121,1847,1499,1570,1799,1500,808,255,10688,179,1297,2621,1956,2130,2271,1166,455,162,12233,96,925,2850,2174,2240,2386,1037,313,90,12119,21,434,1783,1494,1605,1586,578,157,37,7687,9,225,1429,1266,1342,1302,405,173,69,6232,4,79,718,836,964,861,246,73,27,3808,5,47,821,1254,1390,1138,355,90,27,5131,0,4,115,198,253,219,100,26,12,915,5,18,159,317,430,405,202,86,35,1650,913,719,1781,1733,1792,1911,1890,1462,1061,13245,3,37,88,44,24,26,15,3,0,248,8364,7993,19189,17211,18877,22084,18855,11123,4891,128584
216,399,480,808,767,1010,1447,2699,2233,1179,11015,445,733,1147,1037,1188,1470,1764,1159,455,9404,273,1006,1501,1300,1404,1509,1422,709,206,9339,147,1080,2145,1740,1871,1785,982,438,137,10322,56,855,2339,1898,2101,1955,835,265,52,10358,19,392,1585,1362,1478,1321,484,103,33,6785,6,191,1289,1164,1256,1094,338,109,48,5498,3,72,626,838,934,697,216,51,25,3459,0,50,698,1099,1428,1036,254,51,26,4647,4,12,112,204,245,183,71,15,4,851,10,8,95,284,405,323,136,69,27,1362,748,610,1497,1350,1450,1443,1422,1226,731,10480,0,15,43,11,18,12,22,4,3,138,8011,7106,16072,15118,17186,18446,16193,9871,3950,111958
217,418,443,678,741,947,1480,2729,2050,1103,10584,436,655,1032,1009,1100,1468,1865,1076,498,9139,280,856,1243,1153,1271,1489,1482,705,247,8722,174,1018,1844,1479,1752,1812,1152,495,127,9852,85,789,2318,1700,2067,2088,974,297,72,10386,19,356,1512,1360,1477,1417,550,179,40,6900,15,138,1168,1128,1272,1141,429,143,57,5498,4,61,631,805,919,749,270,66,8,3503,4,44,617,1235,1404,1137,342,97,29,4908,0,5,92,208,271,201,86,26,8,904,4,17,156,351,500,460,228,114,31,1860,690,448,1018,1038,1165,1213,1269,937,661,8449,3,10,39,26,17,13,15,0,0,129,7343,6043,14135,13954,16311,18571,16407,8987,3793,105544
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,4,4,3,3,0,0,0,13,0,0,5,11,3,4,0,0,0,26,0,0,3,19,21,23,0,0,0,67,0,0,3,0,10,0,0,0,0,17,0,0,0,13,14,8,0,0,0,47,0,9,38,96,128,106,13,0,0,387,0,0,0,0,0,0,0,0,0,0,0,4,52,140,182,158,16,0,0,565
301,667,907,926,1069,1261,1814,4164,3076,1349,15234,750,1325,1426,1507,1748,1979,3158,1930,624,14446,522,1642,1880,1857,1950,2141,2091,1135,307,13528,288,1884,2982,2625,2806,2652,1688,685,208,15825,145,1480,3588,3528,3757,3327,1540,490,116,17966,29,760,3052,3083,3226,2622,995,255,58,14080,18,388,2639,3129,3143,2359,661,184,49,12578,10,142,1733,2677,2587,1749,448,94,18,9460,3,99,2193,4835,4939,2963,574,107,35,15766,0,16,321,1091,1172,698,148,46,16,3502,5,17,289,1496,2102,1164,337,107,32,5555,558,526,1062,1163,1221,998,1138,1131,1256,9058,10,16,40,33,26,41,68,19,12,254,14982,12332,25094,31227,33540,30795,25596,14162,5352,193086
302,440,1026,1189,871,1066,1389,2922,2692,1562,13153,522,1510,1891,1419,1336,1605,2363,1647,786,13076,312,1833,2541,1876,1511,1552,1507,921,371,12430,203,2061,3808,2725,2373,2044,1334,616,217,15388,88,1668,4720,3617,3114,2552,1250,421,140,17557,34,1014,4220,3266,2699,2024,759,210,86,14321,9,474,3738,3354,2704,1813,527,171,55,12839,5,164,2474,2821,2349,1541,370,92,32,9841,9,162,3614,6063,4835,2455,490,105,33,17754,0,22,601,1368,1151,517,124,28,12,3816,5,15,519,1908,1913,870,214,81,41,5572,478,695,1667,1298,1092,886,905,966,1023,9015,15,26,53,54,65,91,73,20,13,406,12230,14019,34526,34029,29330,23936,18424,11566,5717,183779
303,796,2256,2383,1819,1791,2100,3751,3113,1676,19685,835,3173,3847,2651,2182,2214,2962,1871,748,20479,510,3100,4931,3512,2590,2216,2045,1141,329,20371,320,3398,7120,4891,3654,2904,1892,847,276,25297,165,2878,8521,6226,4571,3570,1713,581,161,28395,40,1700,6715,5309,3817,2732,1048,264,79,21703,19,828,5974,5228,3868,2473,823,243,88,19539,12,328,3791,4534,3479,2084,545,153,48,14962,8,214,5562,9084,7229,3745,786,212,63,26901,3,42,850,2091,1676,821,180,49,20,5739,8,54,845,3324,3288,1700,434,149,46,9845,857,1452,3140,2317,1766,1534,1272,1292,1225,14868,25,84,205,99,97,209,189,37,4,958,21240,28411,62369,58350,46019,36751,27191,15326,6582,302242
304,546,1189,723,676,692,845,1712,1530,886,8797,517,1498,1370,1089,1007,1017,1749,1152,454,9857,316,1394,1294,1151,998,1040,1373,862,245,8666,210,1336,1871,1544,1531,1334,1250,666,189,9921,82,1235,2481,2135,2000,1619,1279,547,153,11528,51,869,2455,2188,1902,1381,879,326,84,10141,21,367,2410,2452,2142,1408,766,256,83,9913,9,117,1655,2329,2194,1345,521,175,40,8381,10,110,2450,5499,5145,2792,834,250,63,17146,5,16,355,1435,1537,764,251,77,18,4464,0,19,375,2462,3683,1964,614,189,66,9378,367,513,766,667,596,452,459,553,725,5098,28,36,70,51,60,71,81,19,7,428,14435,13717,20999,26724,26336,19388,16055,9426,3921,151006
305,808,2327,1929,1095,1061,1168,2044,1508,823,12757,716,3380,3845,1649,1269,1343,1891,1156,364,15626,459,3474,4349,1850,1363,1314,1396,758,233,15194,270,3579,6336,2682,1874,1627,1441,609,148,18556,148,3536,8322,3677,2494,2175,1456,495,119,22409,57,2267,7469,3409,2410,1853,1036,314,89,18907,21,1173,7062,3722,2756,1952,859,265,71,17879,12,390,4791,3583,2689,1764,675,229,34,14169,16,402,7727,8494,6812,4042,1013,301,84,28895,4,69,1435,2553,2400,1232,342,119,19,8186,12,98,1559,6063,7246,3973,1066,340,89,20448,833,2070,4972,3100,2476,1851,1358,1077,720,18450,57,185,517,275,219,215,121,39,7,1636,16165,31103,66541,46387,38980,28602,18570,9332,3689,259363
306,633,849,1390,1368,1635,2495,4990,3072,1230,17657,793,1313,2241,2140,2339,2820,3621,1881,542,17691,521,1747,3026,2615,2649,2753,2416,1132,257,17123,330,1957,4288,3460,3665,3388,1992,659,166,19898,127,1271,4148,3846,4041,3758,1846,506,91,19628,28,681,2837,2953,3159,2628,1013,253,54,13607,17,342,2364,2625,2760,2229,782,224,53,11397,5,141,1446,2005,2181,1609,507,136,32,8069,3,135,1831,2961,3440,2377,659,157,30,11596,5,12,267,550,629,480,147,57,11,2160,17,23,268,731,956,850,386,156,33,3420,1737,1787,4513,3527,3601,3718,3606,2200,974,25660,22,252,1000,251,113,148,113,46,7,1951,15228,13466,33602,32998,35882,37035,32024,15405,4700,220327
307,338,362,689,742,1023,1418,2743,1953,865,10131,475,600,1055,1062,1167,1423,1702,907,310,8700,371,830,1272,1115,1294,1390,1110,602,127,8113,248,1044,1721,1473,1580,1682,903,353,70,9067,122,806,1860,1677,1839,1870,793,249,54,9262,49,522,1320,1170,1265,1185,450,115,27,6111,19,260,1075,1094,1172,983,349,120,45,5108,5,122,740,778,903,670,228,66,16,3525,4,133,962,1302,1452,1013,247,56,7,5181,3,9,167,290,309,197,67,12,3,1054,13,16,195,364,455,357,172,73,9,1657,856,802,1825,1645,1888,1902,1627,1246,610,12405,5,17,156,30,25,19,8,0,0,267,7352,6654,14927,14586,16960,18388,16150,8882,2963,106857
308,649,694,1230,1232,1367,2073,3728,2454,1058,14483,837,1213,1853,1617,1685,2071,2626,1325,384,13618,658,1531,2163,1913,1815,1852,1724,822,174,12653,406,1803,2997,2466,2327,2325,1391,480,110,14310,225,1373,3247,2901,2827,2660,1212,335,55,14840,90,1019,2637,2335,2228,2030,743,160,27,11262,59,600,2448,2381,2244,1789,557,151,37,10267,17,320,1835,2047,1986,1546,368,55,15,8181,18,457,3015,4054,4066,2824,535,101,22,15102,0,42,660,1054,1053,761,158,29,5,3765,11,34,482,1123,1319,969,297,86,14,4328,1289,1400,3390,3457,3392,3176,2457,1567,831,20952,8,137,264,119,35,38,58,14,3,688,14295,13030,30173,30429,30408,31314,23841,11547,3704,188747
309,1630,3048,3668,3163,3556,4716,9966,7494,3159,40391,1791,4735,6182,5031,5170,5876,8137,5015,1573,43518,1170,5526,8070,6404,5953,5705,5092,2720,715,41345,653,5691,11329,8633,8627,7167,4188,1733,460,48491,283,3976,12581,10569,10094,8144,3993,1402,335,51378,72,1875,8821,8274,7637,5780,2299,773,154,35683,40,884,6971,7628,7074,4911,1854,627,186,30177,24,360,4366,5823,5582,3560,1254,386,71,21425,8,310,5362,9738,9560,5516,1722,529,97,32844,7,50,876,2044,2155,1325,539,169,48,7221,19,104,1082,3357,4110,2712,1199,470,110,13173,2360,3152,7332,5917,5522,4737,4632,4207,3112,40971,67,144,368,200,232,298,297,128,33,1757,37426,40177,88001,86998,86230,76088,65808,38257,13411,532398
310,920,1641,2462,2146,2436,3023,5233,3684,1470,23015,1117,2370,3624,3013,2750,2833,3372,1848,570,21487,773,2848,4610,3762,3215,2830,2036,1045,258,21366,537,3568,6954,5381,4521,3601,1550,553,145,26815,244,2574,7435,6197,5445,4154,1312,340,72,27770,86,1346,5555,4956,4140,2864,800,128,27,19917,16,579,4333,4562,3766,2452,587,145,41,16478,6,229,2595,3459,2943,1726,321,38,12,11331,8,180,2667,4987,4501,2495,385,62,13,15297,3,24,311,809,674,374,69,21,0,2278,20,46,333,851,981,569,171,65,25,3059,1800,2217,5189,4241,3096,2310,1745,1370,843,22806,21,35,103,66,40,116,97,32,8,512,24101,23803,53814,51049,45449,39163,28023,14627,4769,284782
311,922,1553,2429,2078,2246,2822,5142,3439,1110,21739,1124,2350,3614,3014,2706,2817,3542,1945,551,21651,827,3040,4637,3699,3213,2655,2175,936,231,21402,594,3699,7134,5420,4845,3586,1589,503,131,27492,255,2435,7302,6493,5739,4317,1478,317,62,28393,73,1122,5022,4882,4254,3112,792,144,18,19411,31,510,3654,4066,3460,2398,596,128,31,14867,9,213,2167,2872,2608,1601,342,42,12,9860,3,159,2202,4068,3687,2097,409,46,9,12674,3,23,284,623,609,361,88,27,11,2026,12,40,230,721,765,457,183,57,19,2481,1990,2014,4376,3738,3040,2161,1944,1607,1072,21952,23,32,65,58,55,83,76,27,7,421,24035,23386,50969,48452,44134,37585,29634,14768,4459,277425
312,480,453,848,825,855,1359,2581,1689,755,9844,735,855,1277,1304,1208,1618,1966,993,277,10237,531,1273,1819,1492,1579,1549,1444,605,108,10400,373,1617,2585,1999,2054,1957,1138,334,63,12119,174,1300,2808,2343,2381,2361,1024,239,34,12671,86,789,2129,1998,1857,1667,635,147,18,9337,49,512,2004,1976,1950,1669,498,93,26,8778,22,345,1626,1625,1749,1304,344,56,10,7083,20,527,3033,3698,3538,2460,513,81,16,13889,0,55,726,1181,1103,734,160,30,3,3987,4,45,587,1244,1333,870,275,70,12,4434,1081,1903,5077,4544,4620,4202,2366,1346,567,25707,11,94,275,82,54,56,63,21,7,664,10432,11190,27648,26895,26971,26839,19146,8765,2652,160542
313,756,1044,1463,1446,1836,2756,5847,4258,1743,21151,809,1550,2266,1980,2289,2739,4359,2552,770,19306,579,2081,2996,2456,2430,2484,2506,1443,356,17322,358,2219,3918,3302,3406,3090,1848,759,179,19069,152,1545,4273,3867,4153,3556,1637,515,116,19816,33,683,2855,3062,3080,2370,842,222,40,13185,25,328,2136,2542,2689,1975,611,227,67,10598,9,133,1269,1855,2043,1401,375,77,16,7181,0,90,1341,2894,3295,2004,463,100,17,10198,6,10,199,498,632,378,94,32,7,1860,15,32,205,538,795,581,212,93,25,2503,1111,1236,2669,2368,2090,1654,1819,1705,1234,15898,6,58,300,87,41,50,44,35,4,633,15738,14406,30183,31004,33606,33008,32456,18577,6068,215037
