SA4_CODE_2021,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Tot_M,Tot_F,Tot_P
210,4897,2407,2465,4879,2325,2475,4800,2364,2322,4685,2239,2345,4583,11745,12100,23842,2194,2269,4458,2025,2120,4144,1950,2072,4024,1832,1963,3795,1830,1886,3714,9837,10309,20151,1758,1894,3652,1627,1758,3382,1521,1724,3243,1493,1700,3196,1421,1540,2960,7828,8608,16436,1343,1620,2957,1305,1579,2879,1332,1549,2882,1305,1551,2858,1316,1537,2856,6597,7837,14430,1206,1211,2416,1036,1131,2170,948,1199,2150,815,1040,1855,876,1028,1906,4880,5607,10489,3417,4345,7760,1992,2883,4871,878,1382,2263,165,327,493,14,46,64,365,386,749,210488,212853,423343
211,6485,3197,3371,6571,3151,3441,6589,3263,3574,6835,3243,3469,6713,15936,17262,33200,3186,3375,6564,2975,3230,6208,2926,3132,6066,2853,3185,6039,2931,3082,6006,14879,15999,30881,2718,2991,5706,2573,2921,5496,2422,2783,5209,2445,2739,5181,2351,2762,5107,12505,14191,26699,2325,2726,5049,2178,2591,4771,2157,2464,4616,2148,2454,4604,2242,2579,4825,11047,12815,23861,1852,2168,4019,1732,1996,3731,1603,1930,3539,1436,1695,3124,1419,1637,3058,8042,9424,17467,5354,6645,11994,2941,4152,7095,1257,2303,3562,289,710,1000,28,101,128,348,414,762,251394,262877,514269
212,9394,4500,4750,9246,4618,4731,9351,4648,4675,9324,4393,4435,8827,22831,23308,46141,4254,4422,8669,4100,4418,8521,4026,4125,8154,3936,4112,8053,3628,4025,7654,19947,21103,41051,3715,3916,7639,3411,3728,7137,3216,3611,6828,3124,3454,6580,2958,3358,6314,16427,18063,34495,2908,3315,6225,2791,3148,5937,2631,3148,5774,2719,3079,5798,2804,3217,6021,13854,15905,29753,2380,2663,5037,2277,2578,4848,2131,2388,4518,1794,2096,3895,1880,2103,3983,10467,11826,22295,7285,8771,16058,4106,5732,9838,1753,3024,4768,400,856,1261,37,123,160,995,1121,2116,429164,430369,859535
213,8689,4225,4341,8561,4178,4237,8417,4089,4219,8303,4199,4107,8309,21015,21268,42285,3964,4141,8103,3818,4106,7921,3656,3934,7589,3432,3844,7272,3244,3641,6878,18108,19661,37764,3400,3561,6960,3253,3458,6711,2981,3249,6228,2897,3122,6025,2630,2942,5575,15163,16339,31500,2693,2941,5631,2484,2698,5183,2390,2572,4961,2345,2508,4855,2332,2552,4879,12244,13274,25517,1907,2058,3962,1747,1802,3549,1638,1755,3396,1343,1534,2880,1221,1474,2694,7859,8628,16487,4978,5965,10942,2518,3880,6401,1044,1933,2978,221,549,775,19,71,87,813,1087,1905,426160,425711,851868
214,3813,1935,2036,3972,1862,2127,3982,1991,2080,4067,1931,2111,4042,9579,10310,19883,1974,2124,4102,1877,2136,4011,1916,2101,4016,1760,1983,3741,1730,2031,3765,9257,10377,19631,1816,1969,3785,1736,1968,3704,1576,1880,3462,1727,1889,3613,1603,1894,3493,8463,9603,18059,1578,1931,3513,1673,1867,3541,1554,1757,3310,1581,1891,3470,1751,1949,3699,8146,9394,17538,1445,1695,3145,1344,1529,2881,1224,1464,2688,1133,1328,2462,1089,1279,2364,6242,7299,13538,4060,4851,8919,2313,3153,5468,1070,1669,2745,218,484,702,22,78,101,128,142,270,148645,157829,306469
215,2063,1013,1004,2015,1108,1084,2187,1081,1122,2199,1130,1172,2307,5350,5422,10783,1198,1148,2354,1144,1095,2238,1169,1120,2287,1143,1086,2228,1126,1045,2177,5777,5508,11289,992,1043,2033,1022,1024,2050,997,942,1935,1010,969,1981,1009,842,1851,5030,4817,9849,913,897,1810,950,975,1924,868,845,1715,887,836,1718,951,876,1822,4567,4428,8993,688,703,1389,667,698,1366,586,634,1216,564,569,1133,603,663,1267,3111,3269,6373,2142,2601,4736,1220,1706,2928,534,949,1477,120,317,440,10,38,51,147,115,260,77710,77922,155636
216,1763,877,895,1772,874,927,1808,881,987,1864,954,1010,1969,4427,4745,9173,967,962,1927,934,926,1862,947,928,1874,933,928,1863,899,847,1737,4678,4590,9264,889,872,1768,844,871,1723,843,856,1704,814,856,1676,852,829,1681,4249,4292,8541,799,782,1580,777,807,1579,737,726,1465,734,766,1497,714,796,1507,3764,3873,7635,654,657,1312,617,570,1190,608,593,1194,478,519,997,496,543,1037,2854,2877,5729,1960,2171,4135,1019,1422,2439,440,697,1138,107,216,327,10,32,37,76,74,145,67954,68897,136853
217,1738,826,827,1655,921,951,1863,879,992,1866,993,1030,2027,4446,4706,9148,914,1012,1927,901,953,1852,959,981,1944,939,947,1886,887,916,1801,4593,4812,9406,928,906,1832,878,949,1826,866,904,1764,839,865,1707,870,839,1706,4377,4454,8833,786,791,1579,753,809,1561,784,723,1505,679,708,1387,779,756,1535,3774,3783,7561,613,616,1228,593,570,1160,455,581,1035,463,483,949,450,502,947,2576,2755,5327,1642,2014,3657,932,1377,2304,403,764,1172,57,215,271,11,28,37,73,65,140,62726,64589,127315
297,21,17,10,24,9,0,9,19,4,24,20,0,20,84,16,101,7,0,7,18,0,18,16,0,16,4,0,4,6,3,10,50,3,61,5,0,5,5,0,5,4,0,4,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,72,565
301,3024,1481,1530,3009,1564,1667,3224,1531,1731,3263,1598,1708,3310,7609,8222,15830,1521,1689,3211,1385,1573,2961,1445,1576,3021,1381,1522,2898,1323,1511,2829,7055,7867,14921,1366,1355,2722,1283,1441,2726,1225,1426,2651,1214,1390,2609,1196,1402,2599,6286,7023,13315,1188,1281,2471,1237,1306,2545,1104,1314,2415,1128,1246,2370,1154,1262,2417,5802,6410,12218,979,1083,2065,934,947,1877,833,913,1749,660,824,1480,690,819,1504,4090,4586,8679,2462,3002,5470,1346,1889,3237,531,1070,1599,132,299,436,24,56,72,123,163,286,115480,122090,237574
302,2422,1175,1315,2492,1209,1339,2545,1251,1344,2596,1197,1311,2511,6069,6500,12567,1188,1320,2504,1108,1207,2313,1076,1180,2255,985,1122,2106,1014,1078,2098,5369,5908,11277,999,1102,2097,946,1067,2010,869,1023,1886,873,972,1847,890,975,1861,4568,5138,9709,818,890,1716,821,964,1783,803,917,1722,749,890,1631,820,974,1796,4012,4631,8646,655,847,1500,609,823,1430,584,795,1378,544,668,1211,534,659,1192,2929,3793,6720,2003,2824,4828,1271,2035,3304,605,1199,1808,130,398,532,13,53,64,208,233,441,108614,115355,223973
303,3801,1850,1998,3848,1968,2032,3997,1923,2032,3948,1833,1873,3710,9411,9907,19317,1734,1896,3633,1722,1828,3548,1615,1814,3431,1568,1776,3342,1540,1740,3279,8181,9052,17230,1448,1681,3128,1438,1611,3048,1380,1554,2934,1346,1467,2815,1261,1452,2710,6880,7760,14640,1237,1344,2578,1206,1320,2528,1206,1270,2473,1103,1246,2351,1111,1329,2436,5852,6505,12359,944,1031,1970,857,1110,1966,843,969,1808,735,830,1565,742,858,1604,4117,4795,8912,2860,3517,6374,1515,2356,3877,728,1368,2092,128,424,549,13,48,67,479,549,1030,181740,188666,370406
304,2079,998,991,1990,1009,1111,2114,980,1058,2039,982,1025,2000,4936,5289,10225,942,962,1902,910,930,1836,846,992,1839,775,945,1722,824,969,1790,4299,4796,9093,817,916,1731,738,872,1617,729,829,1558,748,871,1620,736,868,1605,3776,4357,8136,702,881,1586,761,848,1608,690,862,1550,686,767,1452,766,888,1651,3601,4242,7847,582,685,1269,601,656,1254,568,630,1198,473,538,1016,488,502,992,2709,3013,5723,1648,2036,3683,855,1358,2210,447,820,1263,105,285,391,13,41,53,216,244,462,91375,95823,187199
305,3266,1615,1537,3153,1618,1545,3163,1544,1565,3114,1448,1447,2898,7911,7680,15591,1426,1406,2830,1319,1378,2700,1253,1308,2561,1183,1194,2377,1173,1158,2330,6355,6442,12799,1075,1146,2216,1037,1058,2092,959,993,1954,997,1039,2033,939,900,1834,5004,5132,10131,844,905,1753,816,891,1708,803,795,1594,764,819,1581,831,844,1677,4063,4257,8313,685,706,1400,623,645,1268,507,582,1084,458,528,989,459,523,977,2727,2986,5713,1659,1916,3574,889,1250,2145,396,784,1176,98,230,329,3,31,37,1011,743,1757,147919,150446,298361
306,3507,1776,1844,3622,1761,1882,3640,1834,1957,3793,1842,1910,3752,8941,9373,18313,1856,1959,3818,1854,1959,3810,1806,1927,3735,1786,1831,3616,1842,1756,3602,9139,9436,18577,1757,1711,3466,1721,1776,3491,1775,1788,3561,1725,1650,3375,1672,1570,3243,8645,8498,17142,1701,1440,3136,1629,1445,3074,1497,1374,2869,1402,1392,2797,1528,1358,2889,7759,7007,14766,1177,1077,2250,1128,1056,2182,1053,1011,2058,856,857,1709,787,793,1576,4989,4791,9780,2831,2743,5575,1419,1570,2989,509,816,1320,95,244,341,4,35,40,1215,765,1982,132840,135322,268163
307,1748,843,808,1647,986,911,1901,922,940,1865,973,920,1888,4639,4411,9055,989,975,1969,950,963,1910,977,896,1875,926,912,1841,900,820,1721,4743,4571,9314,874,826,1698,907,895,1797,875,797,1669,962,834,1791,868,779,1639,4482,4126,8611,825,767,1598,790,769,1555,750,655,1410,782,741,1525,785,666,1449,3934,3601,7531,643,560,1201,619,625,1241,539,534,1071,473,479,952,454,476,929,2725,2677,5400,1674,1803,3479,846,1025,1873,304,534,836,62,154,219,6,20,26,161,112,275,66881,64963,131842
308,2945,1567,1500,3067,1616,1601,3209,1680,1592,3271,1735,1576,3313,8102,7703,15806,1665,1636,3304,1642,1555,3200,1590,1499,3085,1575,1455,3031,1463,1387,2849,7932,7535,15465,1511,1312,2819,1435,1257,2691,1372,1326,2695,1291,1156,2453,1292,1166,2462,6898,6222,13118,1187,1087,2273,1170,1073,2238,1061,1015,2079,1064,965,2024,1084,963,2043,5567,5101,10667,830,817,1648,818,745,1562,749,726,1478,617,595,1214,564,594,1154,3572,3480,7060,2050,2430,4478,1061,1341,2401,376,624,999,74,188,259,0,40,39,518,177,702,120500,115836,236336
309,7723,3655,3966,7621,3836,4086,7919,3796,4152,7944,3708,4112,7818,18652,20380,39028,3668,4208,7872,3461,3930,7391,3468,3855,7327,3233,3896,7129,3326,3713,7040,17160,19606,36768,3221,3600,6821,3073,3521,6593,3093,3553,6645,3037,3626,6663,3031,3388,6421,15453,17694,33145,3149,3472,6625,3100,3399,6499,2977,3295,6276,3063,3197,6262,3238,3466,6708,15535,16828,32368,2606,2817,5419,2478,2714,5185,2345,2448,4796,1926,2078,4001,1901,2033,3934,11249,12092,23336,6982,7810,14794,3476,4574,8044,1476,2554,4032,354,805,1158,37,112,151,985,909,1891,312569,333115,645684
310,4053,2035,2138,4171,2071,2091,4157,2069,2123,4191,1944,2125,4074,10100,10550,20644,1943,2067,4009,1946,1885,3834,1851,1850,3698,1718,1847,3563,1639,1648,3286,9096,9298,18400,1685,1648,3333,1536,1544,3077,1426,1550,2978,1338,1493,2830,1400,1509,2915,7394,7744,15138,1360,1411,2764,1261,1341,2607,1218,1324,2542,1156,1240,2396,1190,1294,2485,6185,6604,12793,968,1046,2011,954,1033,1982,812,937,1757,756,840,1594,741,814,1558,4230,4666,8891,2551,3152,5704,1204,1714,2916,547,898,1445,107,238,345,9,44,53,255,294,547,181308,184281,365585
311,3876,1951,2016,3969,1940,2035,3979,1838,2007,3841,1802,2101,3906,9440,10128,19569,1957,1999,3959,1753,1864,3618,1738,1814,3551,1687,1768,3448,1571,1779,3347,8705,9223,17928,1622,1737,3357,1467,1627,3095,1452,1588,3040,1428,1579,2999,1417,1561,2982,7384,8083,15473,1391,1531,2923,1354,1506,2853,1360,1471,2826,1257,1417,2675,1332,1482,2810,6688,7401,14096,1034,1167,2201,1045,1032,2082,961,996,1954,766,820,1591,678,760,1438,4484,4778,9261,2572,2914,5484,1166,1679,2844,444,808,1250,87,219,309,9,32,46,217,238,452,176112,181425,357530
312,2588,1407,1246,2654,1512,1351,2860,1595,1280,2872,1470,1393,2859,7434,6402,13834,1542,1288,2824,1417,1259,2672,1460,1153,2612,1296,1134,2436,1293,1107,2399,7008,5938,12946,1166,1064,2229,1236,1086,2322,1096,975,2075,1097,982,2080,1055,877,1931,5646,4990,10635,952,862,1810,935,872,1806,873,775,1646,883,725,1609,810,763,1573,4459,3990,8442,703,645,1344,656,574,1235,583,575,1156,466,455,922,466,432,898,2877,2689,5562,1573,1596,3174,736,990,1726,273,481,752,60,93,153,11,9,15,388,296,683,103130,93257,196388
313,3137,1556,1710,3266,1548,1758,3307,1600,1873,3475,1646,1792,3444,7848,8787,16628,1607,1801,3412,1580,1747,3324,1486,1800,3284,1449,1704,3153,1495,1654,3150,7627,8700,16328,1555,1712,3264,1487,1739,3228,1490,1756,3248,1493,1726,3214,1561,1782,3339,7589,8701,16294,1507,1735,3240,1488,1728,3217,1508,1712,3216,1528,1637,3168,1600,1676,3274,7631,8491,16117,1353,1338,2692,1236,1352,2593,1098,1155,2257,971,1073,2041,955,982,1943,5612,5902,11519,3242,3783,7027,1614,2122,3737,700,1111,1809,124,346,468,11,35,50,409,264,667,127762,135289,263051
314,2410,1131,1223,2357,1169,1251,2421,1169,1220,2390,1142,1219,2361,5738,6197,11930,1103,1224,2330,1060,1085,2138,963,1056,2023,932,1035,1971,831,1025,1861,4890,5429,10323,852,931,1786,866,941,1807,793,928,1723,792,853,1651,795,883,1683,4104,4543,8647,733,882,1619,721,879,1603,718,820,1543,747,836,1580,804,811,1616,3734,4233,7960,586,738,1320,582,666,1245,535,567,1103,405,447,850,409,464,868,2513,2877,5393,1395,1587,2981,615,904,1525,237,496,732,50,178,234,7,20,24,116,146,262,105345,109995,215337
315,1263,699,647,1344,754,612,1368,700,663,1364,746,634,1374,3534,3181,6718,710,762,1464,741,699,1442,789,716,1508,769,711,1480,726,609,1337,3728,3496,7226,765,596,1360,736,611,1352,726,550,1276,649,600,1250,650,503,1151,3526,2858,6381,610,487,1101,640,453,1089,549,421,972,448,346,793,488,357,846,2739,2062,4807,370,275,646,316,265,582,306,204,511,258,178,436,212,189,400,1457,1111,2575,701,539,1238,237,272,511,99,130,230,12,25,37,0,3,3,382,201,582,51833,45410,97240
316,5202,2321,2891,5214,2423,2993,5408,2499,3003,5505,2472,3043,5515,12113,14733,26841,2659,3044,5700,2553,2882,5436,2528,2904,5432,2534,2886,5417,2416,2835,5247,12691,14544,27231,2426,2863,5288,2452,2745,5193,2391,2763,5153,2444,2713,5157,2472,2640,5112,12190,13718,25904,2445,2739,5183,2390,2706,5091,2415,2586,5004,2410,2566,4973,2564,2733,5294,12217,13327,25542,2144,2195,4344,1955,2095,4052,1814,2026,3837,1616,1707,3329,1551,1649,3195,9079,9673,18758,5609,6297,11905,3044,3745,6795,1203,1981,3183,239,589,825,16,78,89,573,517,1090,192891,210017,402914
317,1760,824,924,1751,903,1027,1928,888,974,1858,911,960,1864,4337,4832,9169,945,969,1914,812,1076,1888,825,948,1765,865,949,1820,837,884,1720,4286,4827,9110,764,914,1685,772,939,1710,691,861,1552,783,848,1636,732,813,1537,3748,4369,8116,741,842,1586,718,852,1575,703,765,1470,698,758,1455,771,839,1611,3626,4065,7693,590,677,1262,563,723,1287,558,612,1174,475,607,1087,468,571,1041,2655,3187,5843,1783,2252,4028,955,1458,2409,388,777,1163,72,208,282,3,26,33,104,117,224,77632,84087,161724
318,2804,1407,1457,2864,1502,1501,2999,1469,1578,3052,1490,1601,3087,7203,7606,14809,1523,1600,3126,1557,1494,3049,1394,1419,2809,1419,1430,2853,1328,1400,2725,7222,7341,14566,1329,1415,2739,1303,1350,2655,1221,1324,2545,1334,1292,2622,1331,1149,2479,6515,6529,13044,1205,1177,2387,1136,1140,2280,1129,1105,2233,1052,1018,2075,1114,1107,2224,5638,5554,11199,906,830,1733,854,866,1719,753,719,1469,638,667,1307,606,652,1253,3758,3728,7488,2203,2541,4747,1018,1529,2548,406,731,1137,75,200,280,4,21,27,441,210,650,118624,120063,238684
319,3984,1971,2281,4254,2127,2334,4455,2205,2550,4760,2400,2656,5058,10559,11948,22510,2362,2562,4926,2305,2579,4885,2380,2565,4940,2324,2609,4942,2446,2516,4954,11814,12825,24642,2405,2614,5024,2475,2644,5122,2486,2581,5065,2591,2563,5152,2578,2575,5149,12532,12974,25508,2588,2498,5087,2491,2528,5021,2487,2463,4955,2530,2309,4838,2558,2523,5081,12658,12324,24977,2185,1942,4123,2038,1890,3918,1748,1672,3427,1500,1561,3065,1488,1469,2957,8958,8533,17491,5248,5325,10574,2384,2949,5333,887,1418,2304,188,402,592,12,54,60,595,308,903,153744,158525,312271
397,6,0,0,0,3,0,3,0,0,0,0,0,0,17,4,15,4,0,4,4,0,0,3,0,3,3,0,3,0,0,0,14,0,16,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,13,0,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,24,317,65,385
401,3840,1834,1912,3745,1915,2051,3956,1913,1982,3896,1858,1983,3837,9409,9873,19279,1947,1996,3944,1763,1972,3733,1750,2022,3777,1756,1847,3605,1597,1968,3570,8823,9800,18619,1634,1847,3475,1683,1789,3476,1559,1775,3332,1604,1761,3366,1523,1742,3265,8007,8911,16915,1492,1778,3271,1466,1681,3147,1450,1696,3146,1408,1697,3107,1573,1726,3296,7390,8575,15965,1227,1513,2741,1141,1347,2485,1120,1250,2371,937,1188,2130,880,1086,1971,5307,6385,11691,3570,4661,8235,2148,3037,5189,1006,1994,3001,266,705,966,26,100,127,512,431,944,152280,161353,313633
402,5311,2678,2785,5458,2582,2716,5300,2611,2725,5334,2530,2797,5325,12994,13727,26723,2496,2726,5223,2448,2556,5003,2389,2484,4873,2294,2411,4704,2175,2447,4628,11803,12626,24436,2120,2346,4463,2039,2189,4225,1938,2199,4132,1897,2106,3998,1890,2110,3996,9886,10938,20827,1745,2033,3771,1822,1996,3816,1702,1956,3659,1702,1946,3651,1815,2044,3857,8789,9970,18765,1419,1614,3030,1290,1638,2931,1230,1460,2685,1115,1386,2505,1165,1293,2457,6217,7395,13612,4190,5294,9483,2347,3292,5638,969,1696,2663,223,467,690,19,66,85,309,354,657,224515,228073,452587
403,4491,2179,2438,4620,2252,2405,4655,2252,2518,4774,2241,2459,4692,11058,12177,23236,2309,2500,4811,2230,2490,4719,2105,2524,4632,2108,2454,4561,2091,2369,4462,10838,12336,23176,2048,2351,4395,2087,2245,4328,2028,2356,4377,1955,2370,4326,2001,2184,4182,10112,11506,21619,1928,2275,4202,1915,2198,4113,1802,2101,3903,1814,2012,3832,1942,2163,4109,9402,10754,20157,1515,1723,3245,1461,1603,3064,1308,1521,2829,1222,1358,2585,1108,1290,2403,6624,7496,14120,4118,5189,9304,2368,3489,5860,1180,2109,3292,284,769,1051,39,102,143,200,276,475,179143,191233,370371
404,3121,1520,1577,3100,1543,1617,3157,1534,1573,3108,1507,1567,3074,7621,7940,15560,1524,1648,3178,1495,1600,3092,1489,1531,3013,1393,1419,2816,1363,1440,2802,7261,7641,14898,1237,1437,2674,1162,1402,2564,1096,1286,2383,1178,1264,2445,1089,1238,2328,5764,6626,12392,1115,1234,2348,1071,1209,2280,1013,1171,2185,999,1115,2113,1095,1214,2310,5288,5946,11235,892,1028,1922,764,953,1709,729,838,1571,645,782,1432,605,763,1369,3637,4365,8003,2589,3708,6298,1760,2624,4378,839,1478,2312,211,505,714,29,68,90,190,224,413,118461,124008,242467
405,1537,806,808,1610,855,842,1696,882,911,1795,932,942,1868,4246,4261,8502,975,966,1944,909,941,1848,965,952,1924,918,923,1834,947,929,1874,4709,4716,9420,905,951,1859,919,867,1781,931,804,1736,960,880,1837,857,862,1725,4573,4367,8935,806,829,1635,836,807,1644,817,775,1588,771,759,1532,827,833,1666,4064,4005,8062,685,668,1351,664,676,1340,580,572,1147,495,521,1012,476,471,946,2899,2903,5802,1713,1888,3603,892,1106,1991,347,613,961,86,218,301,10,30,34,41,40,76,56921,57233,114153
406,1232,737,578,1317,668,596,1268,795,638,1424,798,622,1418,3653,3002,6661,797,651,1450,737,608,1345,660,575,1237,659,576,1240,657,589,1242,3521,2989,6509,622,535,1160,576,515,1095,602,504,1106,550,547,1099,506,532,1033,2861,2636,5492,571,454,1017,527,438,962,486,448,931,395,430,826,455,427,879,2433,2183,4617,347,349,696,362,358,721,341,329,667,270,294,573,272,272,553,1601,1601,3207,991,1016,2002,500,626,1127,181,314,495,41,82,128,4,12,13,79,49,129,48122,42566,90694
407,2492,1304,1319,2622,1403,1384,2791,1415,1498,2910,1437,1455,2901,6767,6943,13712,1484,1520,2999,1458,1517,2978,1430,1536,2967,1476,1423,2900,1428,1413,2841,7276,7414,14691,1480,1474,2954,1487,1490,2977,1437,1497,2935,1497,1455,2956,1433,1387,2822,7325,7301,14630,1418,1463,2876,1406,1422,2824,1405,1321,2718,1294,1301,2596,1428,1455,2884,6946,6951,13896,1156,1152,2306,1074,1065,2142,957,987,1944,848,878,1723,781,871,1657,4817,4960,9778,3066,3385,6460,1534,1995,3535,705,1122,1824,147,363,508,15,57,74,750,160,916,96779,96147,192926
497,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,40,0,40
501,2424,1189,1253,2446,1154,1247,2400,1222,1341,2567,1183,1376,2559,5935,6462,12400,1255,1405,2657,1175,1275,2448,1202,1315,2517,1191,1375,2563,1211,1201,2409,6029,6568,12596,1216,1257,2476,1122,1221,2342,1143,1131,2276,1052,1162,2211,1079,1042,2126,5612,5814,11428,1082,1086,2168,1002,1089,2089,1042,994,2033,1009,934,1941,1041,1057,2092,5175,5155,10329,764,814,1584,718,765,1484,693,688,1383,568,595,1164,557,611,1167,3305,3476,6782,2077,2312,4388,1019,1427,2446,437,732,1169,101,194,292,10,24,35,233,169,401,90270,94268,184540
502,1241,604,673,1278,643,766,1412,658,682,1343,595,733,1326,3083,3511,6597,614,761,1376,631,721,1351,579,706,1288,601,743,1341,585,726,1311,3006,3655,6663,645,760,1406,636,733,1371,631,674,1312,642,732,1373,646,744,1393,3198,3646,6848,657,658,1320,658,734,1388,611,673,1285,667,694,1369,761,780,1541,3357,3536,6895,553,560,1112,512,564,1078,495,536,1035,470,503,967,441,483,922,2471,2641,5113,1738,1881,3619,880,1135,2015,312,484,800,70,142,216,7,20,25,51,59,116,48406,54038,102451
503,2173,1094,1063,2154,1095,1090,2185,1116,1068,2185,1030,967,1996,5396,5300,10699,998,1021,2013,1014,994,2009,887,997,1885,970,962,1936,944,954,1899,4811,4924,9740,1019,916,1937,783,885,1668,796,900,1699,828,871,1699,800,822,1620,4228,4400,8628,823,832,1651,757,789,1542,735,794,1526,701,743,1449,716,794,1506,3734,3950,7679,629,674,1299,556,555,1108,537,593,1134,463,512,982,496,519,1018,2685,2856,5540,1802,2169,3968,1062,1524,2586,499,929,1428,133,318,452,8,57,68,817,551,1368,91116,93409,184521
504,3252,1533,1628,3160,1667,1737,3404,1571,1697,3267,1610,1672,3283,7994,8370,16361,1533,1683,3216,1465,1590,3052,1447,1517,2960,1323,1441,2764,1283,1331,2611,7047,7558,14606,1276,1393,2669,1268,1352,2616,1159,1307,2461,1126,1168,2299,1128,1174,2305,5960,6397,12353,1130,1154,2283,988,1078,2065,931,1077,2006,964,1055,2015,1019,1122,2146,5036,5484,10520,822,892,1716,748,792,1541,703,705,1410,589,666,1253,584,660,1248,3437,3723,7158,2235,2665,4907,1130,1612,2741,441,853,1302,101,237,335,10,36,47,229,280,505,133745,137075,270821
505,6691,3202,3473,6676,3123,3493,6611,3245,3462,6710,3113,3366,6479,15878,17288,33162,3058,3306,6368,2860,3271,6134,2858,3186,6045,2722,3004,5724,2670,3027,5698,14166,15801,29967,2628,2967,5594,2569,2958,5524,2443,2818,5262,2382,2697,5078,2285,2569,4852,12296,14017,26313,2261,2533,4791,2226,2551,4773,2120,2482,4606,2117,2325,4440,2268,2423,4693,10982,12320,23305,1658,1883,3533,1583,1860,3441,1564,1768,3328,1321,1491,2813,1285,1557,2843,7411,8556,15964,4834,6289,11128,2704,3972,6678,1126,2037,3161,274,615,889,26,86,110,468,560,1028,273388,290554,563939
506,5711,2834,2935,5772,2784,2870,5657,2776,3001,5777,2755,2814,5571,13955,14527,28484,2724,2828,5550,2519,2836,5353,2452,2677,5132,2450,2697,5151,2375,2559,4936,12523,13604,26120,2367,2607,4980,2214,2519,4729,2134,2448,4579,2107,2367,4476,2105,2285,4391,10931,12217,23153,2084,2228,4316,1946,2101,4047,1918,2058,3979,1887,1992,3881,1945,2060,4010,9784,10440,20222,1502,1556,3056,1376,1471,2846,1275,1486,2760,1133,1289,2421,1127,1223,2346,6418,7020,13435,4189,5280,9470,2278,3278,5560,1001,1708,2706,215,514,735,19,86,104,689,695,1379,257934,263338,521268
