SA4_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
123,379,8894,634,4,9913,501,8380,563,12,9456,1303,17052,1203,31,19587,2250,17649,1275,32,21204,2207,14879,952,23,18060,1853,12828,673,27,15377,1270,9796,548,49,11669,586,4316,486,11,5403,122,969,208,9,1307,10469,94776,6540,202,111987,519,8294,573,0,9391,618,7865,504,14,9007,2315,17980,1293,27,21616,3607,17230,1251,9,22102,3631,14039,850,23,18541,3187,12817,672,70,16748,1775,10228,653,55,12709,592,4837,658,12,6102,76,1707,581,7,2366,16331,95004,7031,224,118579,900,17198,1203,10,19306,1119,16251,1066,28,18468,3617,35029,2496,60,41208,5856,34876,2525,41,43309,5835,28921,1801,45,36603,5040,25647,1342,93,32118,3046,20023,1202,109,24373,1182,9152,1147,28,11502,199,2674,785,14,3674,26799,189774,13565,430,230569
124,464,9419,675,0,10554,532,9315,715,4,10566,1374,19173,1655,47,22259,2239,18582,1518,32,22370,2609,16820,1230,23,20675,2434,15222,891,28,18574,1675,12355,692,36,14769,754,5758,533,4,7057,183,1430,248,0,1862,12256,108074,8166,191,128684,525,8829,539,10,9896,694,8597,645,10,9942,2301,19663,1613,26,23604,3648,18277,1392,20,23336,4322,16225,1096,21,21663,4149,15133,795,38,20111,2291,13189,741,52,16272,780,6819,726,12,8347,136,2620,639,9,3398,18840,109349,8188,196,136574,992,18245,1210,13,20454,1225,17911,1360,15,20510,3673,38838,3274,75,45865,5886,36858,2910,47,45706,6929,33042,2318,40,42338,6582,30356,1683,62,38681,3966,25547,1434,93,31040,1536,12579,1264,24,15401,316,4045,890,6,5263,31104,217420,16351,384,265255
125,549,11510,977,12,13041,858,16453,1942,45,19303,2341,40405,5100,97,47939,3411,34546,3936,100,41998,3086,22433,2388,88,27990,2768,19408,1741,82,24001,1572,13956,1190,109,16830,874,7311,802,34,9018,279,2409,573,10,3269,15730,168426,18663,566,203390,645,10555,888,16,12104,1031,14300,1308,40,16681,3201,37243,3754,94,44292,4639,30252,2929,62,37878,4728,21113,1799,68,27705,4080,19104,1469,168,24823,2323,14318,1088,146,17871,940,8153,900,48,10045,177,3711,800,12,4696,21765,158748,14937,642,196093,1194,22064,1867,24,25147,1895,30757,3253,84,35982,5535,77647,8858,189,92237,8052,64794,6868,158,79875,7811,43547,4184,156,55703,6848,38506,3215,249,48815,3899,28273,2277,252,34704,1814,15465,1703,80,19062,449,6116,1368,23,7963,37496,327174,33602,1213,399487
126,225,4827,168,8,5229,340,5982,299,8,6630,736,14117,881,27,15767,1260,13627,712,34,15636,1562,9953,452,35,12002,1649,8684,411,62,10806,986,6870,287,70,8210,457,3618,263,18,4354,188,1484,266,0,1941,7413,69159,3732,274,80572,203,4611,146,16,4978,310,5659,276,24,6266,982,14753,814,36,16582,1794,13845,670,36,16337,2265,10175,404,38,12878,2411,9045,369,96,11925,1413,7405,347,93,9261,588,4395,369,26,5368,147,2416,540,0,3108,10117,72298,3943,365,86714,429,9442,317,25,10214,644,11635,578,32,12903,1722,28864,1698,69,32346,3055,27468,1382,72,31973,3828,20120,856,77,24876,4058,17737,778,160,22729,2409,14274,636,164,17474,1043,8013,628,35,9722,334,3901,807,5,5047,17526,141453,7674,636,167292
127,668,14743,1155,5,16577,980,14564,1139,14,16693,2580,28057,2418,58,33109,3355,26064,2371,55,31842,3541,23567,1862,46,29011,2980,22362,1755,39,27139,1688,15004,1137,64,17903,751,7078,847,9,8683,197,2103,549,8,2860,16733,153542,13249,293,183820,822,13687,1004,6,15527,1162,13773,993,16,15953,3641,28635,2444,48,34765,5246,26116,2283,30,33680,5698,23074,1781,40,30599,4900,21074,1561,113,27654,2511,15573,1186,76,19341,830,7858,991,24,9702,152,3259,868,5,4296,24965,153060,13119,374,191513,1488,28436,2164,15,32101,2143,28334,2138,30,32651,6222,56688,4863,106,67878,8601,52173,4661,88,65524,9233,46649,3647,80,59610,7879,43436,3321,157,54791,4200,30582,2325,137,37240,1579,14937,1837,39,18387,352,5371,1420,15,7154,41703,306604,26359,668,375334
128,299,6699,207,4,7207,302,6053,190,3,6552,721,11494,509,15,12744,1240,12734,531,14,14532,2002,12774,488,23,15285,2363,10880,382,20,13654,1366,9036,308,19,10724,678,5238,330,8,6252,255,1875,301,4,2441,9230,76795,3243,116,89380,327,6202,190,0,6720,400,5672,157,8,6233,975,11937,508,14,13431,2079,13198,516,24,15813,3343,12553,447,18,16356,3517,10628,338,30,14507,1896,9511,356,24,11788,759,6220,502,5,7478,190,3025,752,3,3977,13484,78938,3761,126,96315,628,12895,396,7,13927,701,11726,343,13,12779,1696,23431,1019,28,26176,3319,25937,1050,39,30348,5344,25324,931,38,31642,5884,21510,720,47,28160,3262,18548,662,50,22513,1438,11455,825,14,13733,444,4905,1056,7,6415,22709,155731,7007,245,185695
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,16,0,10,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,29,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,15,0,0,18,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,28,0,3,38
201,257,4602,377,8,5238,289,4177,340,0,4815,730,8740,690,11,10178,1145,7972,685,13,9810,1661,8429,742,9,10846,1824,8359,667,11,10855,1342,7824,651,7,9832,624,4112,498,3,5244,140,1206,259,0,1609,8016,55432,4913,69,68425,283,4282,380,3,4955,396,4047,303,3,4743,1256,8584,635,8,10484,1945,8162,606,9,10719,2775,8173,639,8,11592,3094,8052,577,14,11728,1982,7979,600,9,10574,707,4532,553,5,5791,119,2139,428,0,2683,12553,55950,4721,56,73275,540,8889,758,9,10194,685,8226,644,9,9559,1986,17328,1328,22,20661,3093,16133,1292,13,20532,4433,16606,1379,23,22445,4913,16406,1237,23,22584,3328,15811,1253,21,20410,1333,8642,1056,8,11039,252,3347,690,0,4290,20566,111377,9631,125,141705
202,219,4190,378,0,4792,286,3895,329,10,4518,693,7927,865,19,9509,1112,7644,775,7,9540,1514,7974,767,9,10267,1784,8026,712,7,10526,1303,7772,631,11,9722,603,4138,494,0,5239,164,1315,283,0,1758,7676,52890,5232,69,65869,282,4051,333,0,4664,371,3820,247,6,4446,1214,8197,631,9,10047,1907,7822,640,4,10373,2627,7742,628,6,11003,3070,7964,632,7,11677,1952,7711,595,12,10269,763,4443,564,3,5776,116,2095,523,6,2738,12292,53843,4804,54,70988,505,8247,708,0,9462,654,7719,575,15,8964,1908,16126,1495,26,19557,3012,15466,1415,12,19914,4140,15719,1398,10,21267,4850,15993,1342,13,22199,3253,15481,1226,26,19991,1367,8582,1056,9,11016,277,3410,810,9,4499,19972,106734,10032,119,136861
203,389,8506,552,12,9462,508,8816,686,11,10020,1343,18794,1603,21,21765,2046,16833,1339,23,20243,2888,15590,1138,10,19635,3193,14239,918,21,18377,2334,13398,830,15,16582,1086,7134,649,9,8876,290,2327,380,5,3006,14084,105654,8105,125,127964,466,8011,520,16,9017,662,8391,501,5,9560,2177,18623,1067,24,21897,3560,17246,1059,25,21892,5021,15121,911,18,21068,5597,14241,807,26,20665,3414,14129,900,21,18460,1285,8358,887,5,10542,186,3997,700,5,4888,22363,108120,7364,155,138001,855,16521,1075,31,18486,1170,17208,1189,20,19586,3525,37421,2675,45,43666,5599,34082,2401,52,42136,7910,30711,2053,27,40706,8788,28478,1731,46,39041,5744,27526,1730,36,35044,2374,15489,1539,13,19416,475,6327,1086,9,7897,36447,213773,15472,280,265967
204,285,4914,536,3,5738,271,4232,465,10,4983,716,8532,863,44,10154,1142,8101,849,20,10117,1627,9010,881,10,11531,2010,10097,950,8,13069,1526,9789,855,10,12183,732,5104,538,6,6374,178,1512,231,0,1923,8483,61298,6166,121,76069,317,4438,512,6,5273,362,3723,409,12,4506,1165,8323,788,45,10328,2000,8201,782,9,10992,2913,8698,836,15,12469,3320,9612,872,22,13823,2207,9143,744,7,12101,872,5292,659,6,6820,135,2472,416,0,3024,13299,59908,6018,117,79344,599,9351,1050,8,11010,632,7960,875,19,9487,1881,16853,1649,94,20479,3150,16305,1627,30,21107,4540,17710,1719,28,23997,5335,19713,1825,29,26895,3736,18931,1604,17,24290,1602,10395,1190,5,13195,315,3986,650,0,4945,21783,121203,12188,234,155409
205,410,6981,804,8,8207,473,6054,610,18,7154,1200,13304,1571,70,16147,1815,12438,1604,43,15906,2537,13332,1349,26,17255,3372,15975,1403,22,20774,2700,16635,1424,5,20768,1344,8545,993,3,10892,294,2380,522,3,3197,14153,95652,10289,202,120292,539,6588,746,0,7877,599,5665,522,11,6796,2020,13591,1314,39,16968,3083,12413,1341,21,16861,4449,13167,1227,13,18855,5702,15517,1289,13,22528,3672,15966,1401,12,21048,1435,8941,1154,12,11536,200,3780,771,4,4751,21704,95636,9760,125,127222,952,13573,1551,9,16084,1071,11721,1138,28,13954,3221,26900,2886,108,33113,4897,24852,2945,62,32762,6988,26501,2578,43,36111,9075,31495,2690,39,43302,6369,32600,2825,16,41819,2778,17480,2148,13,22420,494,6163,1286,4,7952,35854,191282,20051,326,247515
206,494,10240,711,56,11495,1126,23832,1941,149,27053,3567,70938,5539,338,80382,3850,43524,3522,200,51097,5123,27934,2405,205,35670,5135,20920,1910,163,28126,2526,15139,1311,74,19053,1170,8234,858,22,10289,378,2925,497,16,3810,23375,223687,18695,1223,266975,560,11033,696,57,12343,1511,26859,1996,131,30504,4723,74232,5315,301,84573,5268,41462,2997,148,49879,7899,26571,1977,162,36610,7564,19603,1534,158,28855,3984,15966,1239,94,21275,1602,9732,1003,26,12365,329,4938,804,6,6086,33439,230397,17563,1086,282480,1051,21270,1405,110,23839,2636,50689,3940,285,57555,8293,145168,10857,641,164960,9118,84986,6521,346,100974,13020,54510,4381,366,72280,12698,40522,3442,313,56978,6509,31100,2548,168,40325,2775,17968,1859,44,22652,711,7864,1297,21,9903,56815,454078,36252,2308,549459
207,550,11099,384,22,12051,773,12570,600,45,13989,1424,21573,1278,65,24332,2198,19508,879,80,22669,3915,18721,814,153,23596,4251,16065,588,120,21027,2392,12886,507,91,15877,1445,8713,463,25,10649,566,3795,347,9,4716,17516,124925,5864,601,148912,535,10644,349,18,11548,828,11509,516,35,12889,1780,21354,1123,69,24316,3419,20787,878,67,25148,6338,19567,792,89,26791,6394,16103,630,143,23267,3789,14368,623,108,18892,1817,11054,684,38,13591,414,6351,691,9,7468,25320,131730,6288,576,163908,1089,21741,728,40,23605,1595,24074,1120,80,26875,3203,42920,2399,126,48649,5625,40292,1760,138,47817,10250,38282,1608,245,50389,10643,32168,1215,256,44293,6183,27256,1131,201,34771,3262,19765,1150,64,24240,982,10148,1039,16,12181,42833,256659,12155,1172,312822
208,487,11772,396,9,12669,786,11084,464,34,12367,1538,22582,1300,52,25478,2624,23823,1105,38,27590,4659,23549,979,77,29257,4695,18538,709,51,23992,2646,14681,634,54,18015,1275,8537,642,16,10462,496,3514,391,4,4403,19209,138071,6619,336,164231,577,11274,376,14,12242,869,10582,400,26,11879,2026,23383,1171,66,26637,3959,25153,1121,48,30279,7618,23715,955,53,32342,7442,17869,731,85,26131,4110,15982,889,82,21067,1697,10769,878,33,13384,370,6660,862,11,7895,28673,145387,7392,407,181859,1066,23044,776,26,24915,1658,21666,867,57,24242,3563,45961,2473,114,52113,6582,48979,2226,82,57873,12275,47263,1935,127,61600,12136,36405,1444,140,50121,6757,30670,1525,132,39078,2978,19303,1519,44,23852,860,10168,1250,16,12301,47882,283454,14011,740,346087
209,685,14266,828,18,15794,969,15345,1044,31,17389,2589,34527,2292,64,39479,4145,34328,2029,48,40551,5236,27780,1561,47,34615,5050,22003,1246,47,28344,2960,17002,996,72,21030,1439,9325,771,32,11562,431,3131,508,4,4079,23506,177707,11268,370,212848,770,13156,685,11,14628,1245,13851,763,15,15879,3822,34428,2045,61,40353,6353,33409,1786,45,41595,8696,25862,1390,43,35991,8243,21327,1141,109,30825,4459,18008,1127,101,23696,1652,10942,951,33,13573,319,5309,839,10,6476,35560,176291,10741,424,223016,1461,27423,1517,26,30427,2216,29200,1811,47,33265,6407,68954,4345,124,79836,10499,67741,3815,92,82146,13935,53644,2949,85,70611,13292,43328,2389,156,59168,7419,35011,2125,174,44728,3092,20266,1720,67,25137,752,8440,1350,16,10553,59065,354000,22005,795,435868
210,582,11535,837,8,12957,757,12398,1010,16,14182,2282,28290,2574,79,33220,3379,26273,2092,79,31825,3812,20172,1508,37,25530,3417,17049,1107,48,21630,1960,11766,694,42,14463,1019,6720,559,20,8316,321,2449,279,0,3048,17527,136647,10658,333,165171,717,10580,729,5,12033,1122,10873,773,17,12780,3645,27509,2079,65,33298,5338,24571,1801,34,31750,6359,18916,1351,37,26663,5718,15717,980,87,22494,2931,12735,786,71,16516,1183,8063,704,26,9982,213,3930,505,7,4650,27224,132891,9709,342,170165,1304,22112,1563,14,24994,1877,23272,1787,30,26961,5924,55798,4650,146,66521,8717,50853,3895,105,63572,10170,39088,2863,79,52193,9141,32762,2089,131,44124,4886,24506,1480,113,30980,2202,14786,1262,44,18297,528,6372,781,6,7697,44752,269544,20360,678,335334
211,673,14825,580,11,16092,869,14099,612,11,15589,2093,27743,1402,43,31279,3696,29344,1305,46,34396,5180,27578,1283,44,34092,5437,24441,937,71,30885,3406,19381,764,72,23621,1729,10907,753,28,13416,494,3518,513,11,4533,23586,171838,8145,331,203900,729,13391,532,13,14663,1143,12712,498,12,14361,3311,27510,1264,33,32120,5826,29591,1302,34,36753,8548,26936,1056,38,36586,8886,23401,974,116,33379,5192,20866,947,105,27112,1975,13043,1051,37,16106,311,5902,1056,11,7274,35915,173355,8675,396,218342,1397,28220,1108,23,30750,2009,26808,1105,23,29948,5399,55253,2666,80,63394,9529,58939,2605,78,71149,13726,54521,2336,88,70675,14329,47841,1914,184,64264,8601,40250,1712,173,50733,3708,23949,1809,63,29523,806,9419,1564,15,11810,59507,345198,16821,728,422244
212,1092,23971,1461,23,26558,1608,28115,2140,86,31950,4184,59358,5226,146,68911,6155,54134,3811,124,64219,6786,42331,2667,119,51911,5981,34758,2040,150,42934,3826,25036,1421,198,30473,2080,14465,1209,62,17814,658,5010,623,14,6309,32372,287181,20602,927,341086,1221,22367,1389,35,25014,2017,24983,1624,73,28702,6287,55872,4296,114,66569,9150,51509,3345,78,64092,10641,40154,2479,113,53381,9670,32785,1962,303,44716,5768,26546,1653,257,34228,2401,16766,1430,82,20683,422,8174,1141,19,9759,47586,279158,19323,1072,347138,2319,46347,2854,59,51570,3626,53098,3767,161,60651,10472,115231,9522,258,135479,15309,105645,7157,196,128313,17429,82484,5149,228,105289,15649,67541,4006,455,87652,9590,51577,3077,451,64699,4483,31231,2634,149,38492,1080,13186,1761,37,16059,79960,566339,39925,1996,688222
213,971,21488,1692,30,24184,1413,24146,2603,33,28203,4223,59423,6969,109,70729,7003,60558,5729,103,73396,6634,41342,3378,74,51434,5541,31349,2233,155,39279,3328,22549,1532,199,27604,1487,10328,1015,57,12889,381,3019,405,6,3814,30980,274212,25558,772,331525,1184,20336,1494,14,23030,1814,21431,1778,44,25064,6790,59745,5434,93,72065,10279,56838,4371,62,71544,10563,38687,2780,116,52143,8784,30164,1980,342,41271,4902,23167,1543,298,29903,1581,11913,1101,49,14648,276,5333,826,4,6443,46173,267607,21305,1027,336113,2156,41821,3191,46,47212,3227,45584,4380,81,53273,11010,119170,12404,206,142788,17285,117392,10098,164,144937,17200,80028,6153,187,103575,14329,61517,4211,504,80554,8230,45707,3074,494,57509,3070,22241,2117,104,27530,652,8353,1232,18,10257,77160,541820,46866,1797,667639
214,402,8250,557,9,9221,406,7170,428,9,8016,1138,14351,1067,22,16583,1969,14866,1062,17,17915,2841,15953,1198,20,20002,3197,14670,964,16,18849,2309,13446,854,18,16629,1185,8324,794,11,10306,379,2714,542,5,3636,13829,99740,7466,117,121158,446,7320,576,0,8341,596,6498,423,7,7529,1906,14376,1002,24,17308,3425,15170,1061,11,19671,4946,15618,1075,12,21643,5435,14338,907,19,20705,3510,14496,987,34,19023,1423,9639,1084,16,12170,280,4118,984,7,5386,21960,101589,8097,136,131785,847,15573,1132,13,17564,1004,13675,852,17,15546,3042,28731,2065,50,33893,5395,30037,2128,31,37587,7783,31566,2268,30,41652,8637,29007,1867,36,39559,5817,27942,1838,55,35653,2607,17965,1882,22,22476,650,6836,1527,7,9020,35792,201328,15563,258,252944
215,206,3701,469,3,4377,246,3552,364,12,4174,663,7876,1050,60,9649,884,6672,967,30,8546,1287,7028,933,10,9255,1727,8433,977,8,11142,1216,7504,877,10,9603,545,4098,600,0,5247,167,1430,284,0,1881,6944,50298,6515,132,63884,253,3342,389,0,3984,339,3149,317,22,3821,1094,7627,778,32,9536,1534,6369,745,18,8663,2168,6753,692,14,9622,2762,7441,727,15,10946,1636,6893,716,12,9252,678,4505,686,5,5866,135,2405,470,0,3010,10596,48479,5516,114,64704,459,7043,856,3,8364,579,6696,682,37,7993,1762,15504,1831,88,19189,2414,13037,1712,44,17211,3453,13780,1623,24,18877,4490,15874,1701,26,22084,2852,14400,1590,15,18855,1223,8604,1287,3,11123,299,3838,755,0,4891,17538,98773,12028,248,128584
216,195,3607,413,0,4220,240,3040,322,8,3606,566,6457,827,23,7873,797,5795,714,7,7309,1208,6578,762,5,8553,1391,7012,701,9,9118,1005,6386,618,3,8019,558,3760,499,0,4819,130,1230,222,0,1577,6075,43864,5087,64,55092,230,3204,356,0,3794,283,2921,285,8,3500,974,6526,683,16,8202,1433,5727,638,5,7810,2082,5953,585,13,8636,2256,6475,598,0,9334,1515,6102,548,16,8178,575,3906,567,9,5055,98,1872,393,3,2370,9457,42688,4656,66,56866,426,6807,774,0,8011,525,5963,604,15,7106,1533,12984,1504,43,16072,2229,11518,1348,11,15118,3289,12529,1351,18,17186,3648,13487,1303,12,18446,2522,12487,1167,22,16193,1129,7666,1063,4,9871,226,3102,614,3,3950,15529,86549,9743,138,111958
217,158,3269,376,0,3804,175,2711,227,7,3118,500,5981,528,24,7034,739,5500,496,12,6744,1139,6212,574,9,7937,1523,6973,546,6,9048,1069,6571,515,7,8158,475,3370,374,0,4223,123,1088,189,0,1407,5899,41682,3821,71,51473,223,2974,339,0,3533,253,2471,185,4,2923,831,5796,455,10,7099,1303,5402,485,13,7208,1980,5930,460,9,8376,2494,6521,505,7,9522,1491,6229,526,5,8249,576,3736,451,3,4769,94,1943,355,0,2389,9243,41006,3761,57,54069,383,6244,714,3,7343,433,5186,417,10,6043,1331,11784,979,39,14135,2038,10901,981,26,13954,3117,12140,1034,17,16311,4019,13494,1050,13,18571,2556,12800,1038,15,16407,1048,7108,825,0,8987,214,3035,546,0,3793,15143,82686,7578,129,105544
297,0,0,0,0,0,0,4,9,0,4,4,12,19,0,30,3,39,84,0,131,3,43,121,0,163,3,35,99,0,141,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,16,138,335,0,493,0,0,0,0,0,0,0,0,0,0,0,7,16,0,17,0,5,8,0,14,0,7,13,0,18,0,6,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,0,72,0,0,0,0,0,0,4,9,0,4,4,13,38,0,52,3,43,96,0,140,3,48,129,0,182,3,49,111,0,158,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,16,159,383,0,565
301,322,7235,268,0,7825,332,5921,263,10,6519,711,10850,543,22,12121,1368,12856,537,11,14772,1926,13399,586,12,15922,2193,12026,445,18,14686,1592,10051,452,22,12115,766,5393,402,7,6567,203,1498,331,3,2037,9406,79222,3827,107,92566,335,6540,268,6,7160,367,5213,220,12,5812,1230,11215,510,19,12974,2553,13325,564,18,16458,3516,13554,534,9,17614,3688,11931,463,26,16107,2328,10630,480,39,13480,913,6090,583,15,7604,133,2469,717,3,3318,15056,80973,4345,144,100522,651,13779,538,10,14982,696,11135,484,16,12332,1939,22064,1051,40,25094,3918,26181,1106,33,31227,5441,26953,1118,26,33540,5883,23961,909,41,30795,3920,20676,932,68,25596,1678,11484,986,19,14162,338,3965,1043,12,5352,24468,160199,8173,254,193086
302,272,5769,233,9,6282,303,6232,376,16,6936,862,14926,885,28,16698,1389,14561,718,28,16706,1839,11801,571,29,14236,1804,9220,407,39,11475,1051,7134,401,39,8618,604,3988,337,9,4939,182,1568,262,4,2019,8308,75203,4192,196,87901,283,5434,219,8,5947,421,6336,317,14,7086,1291,15679,831,21,17832,2246,14436,620,25,17328,2971,11617,483,37,15098,2829,9192,386,49,12459,1682,7689,398,39,9810,824,5341,445,13,6630,164,2918,603,4,3696,12713,78638,4307,212,95876,552,11200,457,15,12230,728,12573,697,26,14019,2152,30610,1715,53,34526,3634,28997,1341,54,34029,4811,23411,1050,65,29330,4638,18408,802,91,23936,2732,14822,799,73,18424,1427,9332,787,20,11566,348,4488,869,13,5717,21024,153843,8498,406,183779
303,439,9882,426,9,10757,611,12862,799,33,14301,1554,27566,1734,119,30974,2395,24794,1276,53,28520,2839,18597,927,35,22401,2585,14257,749,65,17663,1610,10551,570,99,12833,817,5739,420,17,6997,234,1948,200,0,2386,13083,126195,7102,444,146828,484,9564,419,17,10486,757,12611,695,46,14110,2184,27610,1512,88,31392,3673,24959,1156,41,29826,4498,18262,795,62,23617,4163,14142,651,138,19093,2367,11387,519,92,14358,955,6818,539,19,8327,175,3572,450,4,4200,19243,128925,6731,515,155414,922,19446,845,25,21240,1361,25470,1490,84,28411,3738,55185,3249,205,62369,6064,49754,2434,99,58350,7340,36859,1720,97,46019,6750,28404,1395,209,36751,3981,21937,1082,189,27191,1772,12554,961,37,15326,407,5522,649,4,6582,32327,255125,13835,958,302242
304,270,6979,185,15,7449,285,6592,303,19,7196,540,9302,402,36,10283,1119,11144,338,24,12630,1661,10629,261,32,12583,1499,7542,191,33,9259,1032,6207,144,36,7414,545,3677,133,11,4367,157,1159,106,0,1417,7112,63219,2066,195,72595,271,6528,172,18,6983,330,5990,186,22,6529,770,9565,351,29,10717,1796,11925,352,28,14094,2695,10764,258,33,13750,2437,7469,178,42,10129,1615,6793,194,49,8647,659,4192,195,8,5058,113,2170,221,4,2503,10677,65400,2107,225,78407,542,13510,353,28,14435,620,12577,490,36,13717,1305,18866,758,70,20999,2915,23066,689,51,26724,4354,21391,520,60,26336,3933,15012,371,71,19388,2649,12996,336,81,16055,1207,7868,332,19,9426,261,3322,323,7,3921,17786,128617,4171,428,151006
