SA4_CODE_2021,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr_over,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr_over,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr_over,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr_over,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr_over,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85ov,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr_over,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr_over,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr_over,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr_over,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr_over,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr_over,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85ov,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr_over,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr_over,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr_over,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr_over,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr_over,P_Yr_9_eq_Tot
501,1102,2510,5027,5728,5170,4189,3884,1541,349,29514,427,573,1292,1540,1612,1270,802,325,65,7907,533,658,2044,2573,3571,4721,3875,1622,291,19904,119,72,237,307,410,701,873,629,186,3530,26,36,88,97,137,216,556,686,367,2211,4,13,51,33,40,57,43,41,28,304,296,243,693,719,841,801,752,534,283,5159,2516,4105,9439,10999,11787,11961,10783,5377,1563,68532,1216,2686,6858,8126,6927,5481,3655,1519,425,36890,256,289,1094,1387,1678,1877,1163,380,103,8227,336,443,1428,1990,3238,4240,4204,1933,568,18384,91,61,167,185,237,491,743,589,291,2856,15,22,56,69,94,178,431,686,484,2034,4,3,34,24,21,27,37,35,36,217,271,210,645,664,701,734,740,639,464,5066,2184,3715,10274,12452,12895,13029,10968,5780,2369,73678,2324,5196,11881,13858,12098,9670,7535,3063,776,66406,688,865,2386,2928,3291,3152,1967,699,166,16133,870,1106,3472,4567,6808,8963,8079,3557,860,38287,209,142,403,488,643,1192,1622,1220,478,6390
502,713,1609,2509,2534,2351,2139,2273,1298,302,15729,193,254,712,752,804,682,533,283,52,4269,289,379,1024,1197,1843,2464,2411,1253,242,11092,88,70,133,177,253,385,584,465,198,2358,20,16,39,63,77,145,364,502,248,1474,6,4,17,16,22,20,33,14,5,138,138,127,259,261,287,256,359,377,219,2291,1442,2460,4687,5003,5636,6089,6557,4210,1272,37350,745,1855,3521,3697,3334,2683,2164,1180,334,19512,139,220,660,770,919,1177,727,318,58,4993,252,335,997,1194,1800,2540,2964,1463,405,11950,76,41,107,133,197,329,590,552,226,2253,25,11,23,46,85,130,322,482,318,1435,0,4,11,13,20,24,19,23,13,119,134,125,281,286,310,288,397,501,426,2742,1369,2583,5593,6147,6657,7171,7184,4514,1781,43002,1454,3459,6030,6230,5681,4826,4445,2472,643,35240,328,479,1370,1525,1719,1860,1257,602,116,9263,541,716,2016,2393,3642,5002,5375,2714,648,23040,166,111,240,308,447,715,1174,1020,425,4609
503,1826,5545,12716,11082,9278,7448,5650,2693,815,57040,86,205,621,520,569,598,331,215,58,3193,101,140,518,530,932,1251,1022,654,242,5390,29,30,83,74,96,114,175,193,101,889,8,9,33,38,42,69,152,228,206,778,0,13,44,25,30,47,32,28,25,245,162,400,1189,961,783,684,595,488,261,5514,2209,6344,15199,13224,11730,10210,7956,4488,1705,73062,2058,6167,13704,11572,9944,7645,5252,2497,1019,59844,71,203,400,352,542,633,545,298,117,3164,78,133,402,435,787,1211,1535,1090,598,6277,24,12,56,52,64,109,184,248,187,927,9,14,22,32,62,86,196,322,371,1116,0,5,37,36,23,53,38,63,94,354,196,392,969,696,517,472,600,504,450,4798,2435,6935,15590,13166,11941,10219,8347,5022,2833,76482,3878,11705,26416,22651,19217,15091,10901,5189,1830,116893,161,411,1022,872,1109,1234,879,510,171,6357,174,274,929,966,1721,2460,2554,1747,842,11667,55,45,136,121,162,226,355,435,290,1814
504,2283,6233,12883,12829,9178,6563,4690,2019,419,57100,403,679,1907,1843,1893,1563,750,338,59,9437,496,924,2958,3101,4077,4949,3447,1431,357,21737,143,100,337,420,498,674,726,573,182,3650,45,40,170,227,270,403,653,775,364,2958,6,25,105,153,186,173,130,87,51,921,289,365,968,922,796,692,586,457,251,5323,3675,8366,19327,19488,16897,15031,10985,5675,1686,101123,2332,6335,15512,14849,10772,7502,4490,1842,549,64185,287,525,1581,1527,1943,2012,921,344,90,9234,343,586,2121,2158,3674,4571,4108,1948,620,20125,104,67,215,315,422,582,776,608,289,3383,29,23,128,248,338,475,780,893,606,3527,5,7,94,160,212,206,186,159,112,1141,293,335,878,786,689,563,622,590,466,5225,3396,7880,20536,20046,18050,15911,11874,6386,2737,106814,4614,12574,28398,27677,19951,14067,9182,3852,970,121286,695,1202,3487,3368,3842,3575,1665,681,153,18672,838,1511,5080,5256,7751,9523,7556,3376,975,41863,248,164,556,729,920,1259,1504,1175,473,7036
505,5053,13706,26557,27907,22862,16278,11633,4966,1222,130180,758,1136,3192,3498,3476,2990,1736,715,174,17670,943,1303,4064,4709,6804,7892,6503,3056,831,36108,256,171,486,629,742,988,1206,1025,454,5955,37,52,238,370,434,575,1021,1332,755,4806,10,30,184,280,334,312,245,195,120,1710,519,643,1559,1551,1289,985,918,946,569,8972,7581,17042,36278,38942,35946,30017,23263,12234,4115,205412,5165,14068,32210,33593,26269,17985,10963,4651,1437,146350,455,809,2505,2721,3674,3994,2391,945,292,17784,618,971,3045,3549,6213,8030,8667,4514,1622,37225,194,134,347,488,591,904,1426,1311,787,6176,52,49,256,398,513,732,1349,1803,1240,6398,13,18,178,345,391,427,359,297,241,2280,459,582,1614,1467,1150,988,1171,1311,1078,9814,6960,16624,40154,42565,38816,33071,26316,14827,6692,226027,10221,27772,58768,61501,49133,34270,22589,9618,2659,276528,1214,1947,5696,6216,7156,6978,4124,1666,466,35460,1556,2275,7107,8259,13019,15924,15173,7570,2450,73336,455,300,832,1116,1336,1900,2633,2334,1239,12128
506,4467,14177,27663,27118,18415,12564,9324,4124,1045,118891,737,1302,3061,3102,3114,2586,1439,601,137,16076,916,1456,4562,5062,6655,7951,6200,2720,709,36225,280,215,566,758,949,1124,1352,890,312,6448,84,98,306,429,493,683,1103,1197,583,4979,18,41,290,340,351,303,234,182,72,1839,657,947,2153,1881,1538,1238,1038,896,655,10995,7160,18234,38595,38687,31513,26441,20700,10599,3513,195441,4770,14105,31104,30235,20106,14062,9086,3874,1191,128532,448,885,2449,2547,3257,3344,1932,778,215,15855,711,1080,3479,3868,5785,7417,7528,3617,1219,34705,185,157,397,582,683,1000,1341,1099,598,6040,72,57,259,442,557,749,1239,1318,932,5617,15,45,253,343,367,398,348,239,173,2179,583,777,1961,1703,1311,1140,1157,1357,1260,11257,6781,17107,39901,39724,32065,28096,22636,12292,5587,204182,9235,28276,58769,57352,38521,26620,18415,8000,2238,247424,1183,2187,5508,5650,6370,5932,3373,1381,352,31932,1626,2541,8034,8929,12438,15368,13731,6335,1931,70930,460,369,962,1340,1632,2117,2697,1991,912,12486
507,3825,10059,18863,20006,15891,11393,8458,3713,1003,93213,641,1011,2781,2864,3051,2443,1220,543,123,14679,866,1233,4116,4214,5988,7094,5214,2447,681,31854,220,149,442,510,633,947,1053,897,321,5170,62,55,116,172,253,461,848,1175,599,3746,8,23,72,93,133,109,140,119,78,770,479,658,1499,1390,1139,983,982,954,643,8726,6091,13198,27885,29248,27083,23425,17931,9844,3445,158150,3995,10792,23206,24335,18840,13325,8263,3517,1153,107422,404,698,2239,2410,3102,3175,1638,738,185,14594,650,940,2977,3456,5592,6798,6568,3275,1315,31572,176,126,306,409,543,889,1274,1023,515,5252,34,40,96,177,281,474,1103,1336,916,4453,5,10,51,104,108,133,160,168,169,918,462,545,1376,1225,1038,932,1111,1201,1113,9008,5732,13162,30252,32111,29502,25729,20110,11257,5368,173218,7822,20852,42068,44340,34726,24711,16727,7228,2156,200628,1045,1715,5017,5277,6151,5618,2858,1277,309,29271,1514,2173,7097,7666,11575,13894,11787,5726,1994,63423,395,278,746,919,1172,1836,2328,1919,835,10426
509,752,1799,3689,3779,3774,3543,3040,1261,274,21915,316,369,787,860,1064,1065,721,287,69,5540,445,517,1543,1758,2627,3952,3199,1305,278,15626,89,58,178,253,356,610,823,530,183,3075,28,25,104,94,144,266,578,684,350,2273,5,11,33,47,51,50,37,32,28,293,332,386,967,952,1106,1152,951,595,202,6637,1964,3174,7294,7751,9124,10634,9351,4694,1377,55363,716,1757,4468,4809,4527,4185,2869,1238,372,24948,163,233,634,781,1138,1457,859,341,73,5674,240,314,983,1228,2194,3199,3169,1362,448,13135,66,51,94,152,213,386,576,509,215,2250,11,16,56,62,88,166,355,518,345,1634,4,12,23,34,41,35,43,22,25,239,282,252,620,695,790,865,817,694,383,5395,1484,2637,6886,7754,8990,10293,8678,4686,1856,53266,1467,3559,8162,8586,8307,7724,5905,2501,646,46864,478,611,1420,1641,2207,2523,1575,630,136,11212,684,832,2524,2984,4822,7153,6365,2669,730,28762,155,104,271,400,567,994,1401,1033,394,5324
510,477,1758,6198,6134,4331,2970,1803,430,23,24123,228,354,1459,1623,1502,1086,488,79,6,6832,266,517,2025,2383,2761,2932,1716,343,27,12974,100,101,276,332,367,459,417,131,10,2196,55,36,107,124,204,252,318,184,37,1317,16,10,39,48,74,56,42,47,9,342,445,911,3888,4170,3814,2851,1017,271,43,17411,1591,3681,13989,14819,13056,10611,5803,1505,161,65199,509,1859,6139,4876,3073,2543,1438,271,18,20727,153,309,844,828,863,945,461,80,4,4485,215,328,1100,1129,1405,1811,1441,281,32,7735,88,59,147,174,230,234,266,82,5,1296,52,27,64,93,120,153,215,136,29,898,9,8,19,19,35,41,50,40,21,241,338,656,2004,1404,1346,1177,709,224,46,7901,1358,3245,10320,8520,7079,6913,4587,1112,150,43283,987,3618,12335,11011,7407,5509,3244,704,43,44858,389,665,2294,2447,2364,2036,947,159,12,11312,479,847,3129,3513,4169,4745,3155,629,58,20709,192,160,427,510,599,699,683,215,17,3496
511,635,2101,5121,4603,3859,3092,2257,738,137,22546,349,518,1259,1219,1327,1159,647,215,25,6716,450,590,1889,2051,2978,3809,2855,952,170,15739,133,84,211,306,425,618,741,444,99,3066,31,31,62,101,163,328,580,569,191,2057,9,7,31,43,41,41,40,38,22,261,419,854,2685,2492,2484,2045,1194,554,138,12865,2015,4186,11248,10822,11277,11088,8313,3512,794,63256,680,2170,5373,4725,3845,3159,2033,696,166,22853,208,293,869,854,1165,1431,788,216,39,5868,302,457,1066,1346,2043,2764,2615,936,238,11766,95,70,134,174,232,378,546,395,135,2161,25,18,48,75,116,207,365,424,222,1494,0,14,25,25,32,36,40,37,29,236,361,548,1247,1187,1084,1119,902,464,210,7125,1672,3573,8762,8378,8524,9094,7297,3167,1036,51503,1317,4276,10495,9331,7702,6251,4286,1430,310,45402,548,811,2134,2074,2491,2589,1438,430,60,12584,751,1045,2955,3399,5024,6575,5470,1884,407,27502,227,158,346,483,661,1002,1290,837,242,5232
597,0,37,164,325,243,122,47,6,0,942,0,3,33,72,81,43,8,0,0,246,6,7,31,96,118,83,22,3,0,366,0,0,5,5,8,10,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,6,28,190,414,378,198,35,4,0,1263,13,81,430,908,839,449,117,15,0,2854,7,19,53,29,29,38,22,7,0,198,0,0,3,0,0,7,3,0,0,22,0,6,0,0,4,7,12,3,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,29,20,23,24,12,5,0,124,8,36,89,49,60,77,61,17,0,392,5,59,216,349,273,156,75,7,0,1134,0,3,43,74,83,53,13,0,0,272,6,9,31,95,129,92,39,10,0,402,0,0,7,3,8,8,0,0,0,38
601,1429,5579,14690,10471,7418,5758,5060,2117,654,53168,453,595,1378,1327,1257,888,513,273,81,6769,603,872,2388,2462,4203,5448,3821,1723,472,21990,74,64,227,216,397,905,1234,979,200,4305,53,39,124,148,177,353,595,715,401,2594,3,13,90,58,75,92,91,46,19,485,276,327,986,745,634,653,685,546,258,5113,2890,7490,19879,15426,14155,14097,11987,6404,2093,94425,1527,5816,15459,11863,8923,6924,4957,2146,721,58338,345,526,1300,1255,1340,1207,778,372,106,7220,356,598,1803,2159,3999,5608,4839,2578,1027,22967,53,60,164,151,356,754,1496,1283,378,4702,28,36,130,109,158,278,517,729,767,2752,10,11,77,78,107,84,72,55,29,522,242,330,918,678,562,588,775,747,453,5295,2564,7364,19854,16292,15441,15445,13430,7910,3498,101792,2955,11391,30149,22332,16340,12679,10014,4268,1378,111505,801,1121,2673,2580,2599,2094,1287,643,190,13991,959,1463,4190,4624,8202,11054,8662,4302,1502,44954,129,122,398,371,751,1660,2729,2263,582,9010
602,741,2616,5682,4294,3304,2854,2768,1228,321,23803,320,491,846,840,762,582,498,235,53,4632,528,832,2298,2175,3798,4690,3111,1345,294,19062,65,54,182,165,395,882,1378,922,169,4216,17,46,113,102,155,306,609,599,350,2290,9,11,59,71,82,66,38,41,24,405,230,283,596,448,505,572,627,511,246,4023,1907,4320,9779,8100,9006,9955,9038,4885,1449,58436,837,2901,6263,5524,4493,3731,2733,1173,371,28029,272,409,917,838,1010,904,660,248,70,5323,325,534,1643,1755,3486,4501,3597,1816,527,18178,50,31,120,121,277,678,1305,1002,283,3874,26,18,92,100,102,220,421,536,559,2073,3,10,58,74,98,57,41,45,24,402,175,242,490,412,452,587,620,683,419,4070,1692,4142,9582,8818,9913,10675,9370,5502,2245,61946,1584,5512,11947,9817,7801,6581,5497,2405,689,51829,591,898,1764,1681,1770,1487,1159,483,120,9955,854,1363,3937,3928,7283,9191,6713,3156,819,37245,115,84,308,284,673,1563,2686,1920,450,8088
603,179,523,1010,1129,1013,1174,1175,472,74,6753,98,101,228,234,262,242,167,58,18,1414,177,232,576,625,1078,1419,1010,350,53,5515,25,12,27,62,167,362,440,272,39,1410,13,6,18,22,44,124,223,190,73,717,4,0,8,9,6,11,11,8,4,55,73,77,175,162,217,277,293,155,69,1501,568,953,2040,2250,2794,3610,3320,1507,329,17365,171,497,1307,1507,1277,1475,1043,332,71,7678,75,101,249,232,279,270,179,71,10,1457,78,116,333,467,887,1288,979,384,98,4621,15,6,22,40,81,233,393,231,41,1058,8,0,4,13,19,68,127,98,88,431,0,0,0,0,6,4,8,7,3,36,67,66,172,166,169,239,227,149,76,1340,414,801,2087,2415,2722,3576,2955,1259,391,16623,347,1020,2315,2636,2290,2645,2225,802,147,14431,172,207,469,464,541,507,350,128,24,2874,255,348,906,1088,1968,2709,1991,728,151,10139,40,21,55,99,251,590,832,497,80,2469
604,484,1662,3165,2509,1970,1752,1737,784,168,14239,292,413,808,784,616,463,357,170,27,3947,510,645,1940,1976,3522,4262,2627,1150,207,16828,49,43,152,171,358,799,1327,866,152,3911,23,18,62,72,134,284,548,576,379,2093,0,11,24,21,29,23,35,14,8,174,174,170,456,416,495,507,550,442,193,3410,1534,2969,6613,5954,7119,8095,7187,4001,1127,44594,593,1871,3898,3434,2778,2331,1763,762,241,17675,239,350,846,840,888,781,462,149,39,4606,274,458,1521,1687,3233,4117,2963,1449,401,16110,37,37,97,96,278,736,1308,937,228,3750,11,23,37,56,74,168,418,512,563,1864,0,6,25,15,16,30,28,14,9,146,163,161,400,362,388,468,587,541,260,3321,1321,2897,6819,6485,7664,8638,7530,4382,1744,47474,1076,3534,7068,5941,4746,4087,3501,1550,408,31912,530,764,1657,1633,1509,1247,824,319,65,8548,784,1101,3460,3664,6752,8384,5591,2600,605,32941,88,76,247,270,641,1536,2637,1807,377,7664
697,0,9,24,30,14,9,8,0,0,100,0,0,3,4,8,7,0,0,0,20,0,3,7,11,23,22,6,0,0,68,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,24,22,20,3,0,0,95,5,9,58,65,70,62,25,4,0,286,0,0,9,9,9,7,3,0,0,34,0,0,0,0,4,3,0,0,0,9,0,0,0,0,3,4,4,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,14,0,6,13,12,18,11,9,0,0,71,6,7,30,40,25,19,14,0,0,131,0,4,0,4,10,8,0,0,0,25,0,0,7,11,28,27,10,0,0,78,0,0,0,0,0,3,4,6,0,6
701,851,3426,8680,7013,4865,3277,2454,787,111,31468,271,478,1167,1068,1352,1417,711,166,14,6640,319,512,1587,1638,1946,2221,1583,448,63,10314,89,58,223,280,335,454,459,191,35,2128,38,23,110,140,230,289,460,342,82,1728,7,22,61,46,70,58,70,46,24,401,326,586,1525,1226,1207,1122,875,311,76,7262,1898,5109,13360,11413,10009,8836,6626,2286,397,59934,908,3279,10458,8375,5664,3753,2185,651,110,35388,165,330,867,896,1147,1350,706,163,24,5653,179,283,1003,1096,1463,1823,1513,483,87,7928,65,50,189,216,242,339,371,161,37,1667,21,13,81,145,200,295,421,315,118,1606,4,12,33,62,72,103,109,60,24,471,351,482,1492,1206,1085,1002,743,283,94,6731,1696,4439,14128,11994,9874,8659,6047,2119,496,59452,1761,6705,19145,15387,10532,7027,4646,1437,219,66856,433,804,2034,1964,2502,2769,1417,328,35,12288,495,790,2593,2733,3411,4040,3098,929,146,18241,156,104,412,499,580,792,831,353,72,3800
702,439,1341,3955,3142,2165,1931,1495,347,13,14830,304,497,1049,838,854,924,527,82,6,5089,538,697,1528,1434,1413,1635,1180,261,34,8714,300,286,569,520,458,438,383,99,9,3057,270,239,491,503,488,415,458,175,31,3074,37,50,91,112,123,138,116,57,15,735,348,545,1500,1217,1257,1192,872,244,26,7206,2234,3657,9175,7762,6760,6672,5025,1270,143,42703,574,1616,4961,3450,2672,2523,1246,233,35,17311,263,466,1017,815,854,946,519,82,8,4965,386,553,1298,1171,1181,1399,1050,191,25,7270,231,240,507,492,458,371,285,76,14,2666,220,211,434,424,449,420,400,164,41,2764,28,39,66,91,117,133,170,84,42,770,326,423,1166,894,904,1010,724,153,40,5637,2027,3548,9450,7333,6635,6806,4393,979,213,41381,1015,2963,8913,6593,4835,4459,2737,580,48,32142,567,957,2070,1657,1706,1865,1047,169,17,10053,930,1247,2828,2604,2591,3039,2228,450,62,15982,524,523,1074,1013,911,807,665,174,24,5719
797,5,4,22,32,43,28,8,4,0,151,0,3,4,9,11,8,0,0,0,35,0,0,10,14,16,25,5,0,0,78,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,15,41,40,33,7,0,0,138,10,17,51,101,111,97,19,4,0,414,0,12,7,0,0,3,11,0,0,33,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,17,0,15,12,3,7,12,21,5,0,64,0,18,25,37,46,31,16,6,0,185,0,3,4,9,13,8,4,0,0,40,0,0,10,18,23,28,7,0,0,86,0,0,0,4,0,8,0,0,0,5
801,4229,14616,32403,28799,21662,14915,10753,5022,1422,133813,329,550,1169,1149,1172,1078,667,301,103,6525,616,855,2407,2172,3171,3826,2645,1405,455,17557,131,92,314,324,406,467,675,507,184,3097,31,40,178,225,241,355,632,692,361,2758,12,27,169,145,133,106,105,90,34,824,585,1017,1972,1405,1020,809,725,562,302,8392,5935,17196,38616,34220,27808,21545,16201,8580,2860,172963,4566,15342,34191,30657,22775,15760,10492,4645,1416,139844,269,366,850,880,997,1129,822,476,187,5978,409,538,1736,1709,2881,4372,4434,2658,1049,19794,92,72,263,253,332,554,1021,765,404,3750,38,35,121,169,240,497,898,998,637,3640,10,26,106,90,133,185,159,191,117,1018,581,889,1693,1152,862,682,822,707,525,7914,5955,17263,38963,34916,28220,23176,18652,10442,4338,181928,8788,29961,66594,59456,44436,30675,21246,9668,2839,273657,600,918,2023,2030,2165,2205,1488,783,287,12504,1025,1393,4146,3882,6054,8197,7081,4069,1499,37355,221,162,576,578,736,1016,1699,1272,588,6847
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,38,81,201,191,132,142,112,36,7,937,0,10,13,16,33,34,15,4,0,135,8,4,32,24,88,143,85,29,16,433,4,3,4,3,15,16,19,16,3,73,0,0,6,5,9,12,45,16,3,85,0,0,0,0,0,8,16,11,6,50,13,44,194,118,105,95,74,34,0,680,65,149,444,364,384,452,362,148,30,2397,31,100,202,221,180,161,105,41,10,1048,4,0,13,13,28,34,12,7,0,113,7,3,6,27,76,114,88,28,9,355,0,0,4,0,8,8,22,7,0,51,0,0,3,5,12,17,21,5,0,56,0,0,0,0,0,14,18,18,7,59,13,24,63,63,73,90,49,29,3,405,47,123,290,332,377,438,303,142,34,2095,67,181,401,408,312,305,217,82,17,1990,8,10,26,34,61,68,26,16,0,248,15,8,39,56,170,252,171,58,26,795,6,5,5,11,16,26,35,20,4,128
