SA4_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
213,208,387,1567,2124,752,6601,712,3559,322,16233,1470,4191,5657,5309,4097,5914,3468,4476,961,35549,9024,26968,13955,11465,13200,6863,10390,8576,2793,103234,15867,30086,12227,10936,14955,5621,9670,7352,2479,109199,11196,14937,8861,8026,11434,4211,8349,7147,1648,75806,5344,7162,5585,4807,7439,2841,6295,5648,909,46020,1105,1569,1074,885,1503,579,1255,1371,233,9572,105,130,57,35,85,42,51,121,39,669,11,4,0,0,0,0,0,5,18,47,44332,85433,48976,43594,53470,32672,40186,38249,9409,396327
214,118,103,1213,1661,233,2870,191,1892,159,8431,536,1059,2792,2439,945,1973,516,1381,217,11859,2799,6376,6066,3409,2741,1910,1095,2156,488,27038,5209,7174,5068,3117,3671,1851,1248,2057,528,29935,5881,6770,4715,3569,4528,2315,1777,2492,584,32636,4017,4941,3482,2762,4053,1956,1750,2335,401,25696,1301,1817,878,604,1342,635,471,683,196,7925,257,253,92,43,156,83,49,104,75,1103,13,24,0,0,4,4,0,8,18,76,20134,28525,24299,17604,17666,13598,7108,13105,2659,144696
215,138,36,597,484,125,1305,131,1024,75,3921,384,523,1174,897,432,708,315,1013,119,5574,1647,2921,2160,1778,1166,885,822,2344,329,14054,2414,2340,1616,1397,1334,757,803,1643,265,12579,2880,2219,1432,1749,1620,880,987,1727,291,13780,3083,1842,1354,1654,1614,876,1255,1890,248,13816,1504,567,366,345,466,239,375,541,114,4512,453,50,34,25,51,28,32,74,87,843,69,3,0,0,3,3,0,4,20,107,12578,10508,8740,8321,6811,5686,4731,10271,1540,69185
216,101,58,611,532,131,1362,71,922,84,3865,299,516,1148,845,384,636,234,829,91,4986,1254,2557,2118,1497,995,730,641,1716,226,11736,1889,2221,1568,1284,1168,665,677,1506,205,11191,2356,1959,1494,1488,1577,881,1053,1722,219,12753,2185,1627,1238,1265,1492,766,1104,1635,207,11518,995,540,296,294,430,210,342,474,90,3668,255,52,29,7,39,25,30,60,50,547,47,0,0,0,0,4,0,0,20,75,9380,9524,8490,7212,6222,5285,4157,8878,1196,60352
217,128,31,558,550,116,1331,103,1079,96,3999,336,381,928,783,316,565,260,928,76,4578,1304,2292,1949,1400,817,726,637,1798,197,11109,1965,2317,1601,1206,1063,626,692,1355,169,11003,2584,2133,1487,1525,1445,795,979,1523,228,12693,2568,1907,1220,1385,1383,749,1162,1606,181,12161,1562,604,312,299,431,233,297,497,113,4346,481,62,28,17,42,31,31,64,57,814,52,3,6,0,5,3,6,10,22,103,10981,9726,8098,7162,5625,5056,4158,8863,1140,60803
297,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,4,4,0,0,3,4,0,16,3,11,9,8,0,0,5,8,0,44,9,10,11,3,4,0,8,6,4,56,0,8,7,3,0,0,12,11,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,36,22,4,0,29,33,5,170
301,128,142,967,1483,354,2604,427,1689,105,7896,392,1222,1875,1745,1168,1401,579,1121,150,9657,2248,4951,3847,2242,2894,1338,1101,1507,353,20475,4513,6764,3708,2393,4040,1344,1371,1619,465,26216,5257,6261,3394,2676,4571,1699,1582,1905,426,27769,3204,3934,2514,2069,3815,1436,1459,1752,258,20433,704,978,570,407,838,446,425,495,79,4945,89,100,37,16,86,55,21,63,32,499,8,3,4,0,0,3,0,0,15,35,16528,24353,16921,13027,17773,10327,6957,10142,1881,117922
302,96,163,501,1169,307,2165,267,1341,53,6064,498,1773,1516,2146,1440,1609,621,1071,185,10849,2985,9183,3830,3264,3746,1821,1289,1732,552,28396,4814,9675,3154,2416,3929,1282,1203,1446,544,28466,4104,6837,2464,2336,4021,1273,1088,1452,371,23941,2128,3672,1724,1581,2936,983,964,1377,247,15613,470,878,392,323,702,266,278,371,50,3745,58,88,36,30,64,44,26,49,28,414,3,9,0,0,0,3,0,5,8,33,15157,32273,13615,13271,17144,9448,5738,8838,2032,117517
303,145,331,698,1799,525,3223,421,1945,134,9235,887,4101,2255,3724,2649,3052,1104,2085,426,20279,4703,17715,5743,5053,5798,3197,2557,3466,947,49176,7700,17365,4795,3726,5999,2282,2083,2517,903,47362,6421,11561,3572,3238,5322,1830,1687,2298,612,36545,3392,6394,2410,1960,3833,1302,1366,1912,325,22894,750,1607,474,407,938,447,406,561,92,5680,132,180,41,27,90,47,30,75,42,656,7,11,0,0,11,3,3,0,11,40,24143,59274,19978,19925,25166,15388,9653,14855,3497,191869
304,91,375,446,1539,448,2042,272,1211,65,6493,420,2184,941,2120,1352,1455,395,861,97,9829,1841,6932,1883,1857,1933,944,459,783,226,16866,4314,10005,1842,1613,2562,804,438,611,324,22512,4990,8807,1598,1639,2980,871,437,671,280,22280,2527,5146,1039,990,1923,673,393,545,157,13398,665,1608,274,228,678,264,142,231,63,4153,119,225,34,22,78,44,18,29,11,577,8,8,3,0,7,0,0,4,0,34,14979,35286,8066,10005,11968,7097,2565,4945,1237,96140
305,129,396,424,1990,588,2199,290,1347,70,7436,1138,5707,1959,4536,3346,2991,689,1644,351,22358,5950,22294,5098,5429,5997,3019,1389,3160,820,53160,7806,15973,2761,2313,4109,1565,762,1356,601,37253,7714,12160,1845,1798,3921,1378,567,870,444,30704,4235,7226,1157,1117,2817,1039,478,687,268,19028,960,1980,283,259,800,344,182,269,79,5159,187,262,36,25,104,91,18,27,35,781,18,11,0,0,4,9,0,3,15,64,28129,66009,13566,17475,21684,12638,4382,9371,2688,175931
306,117,112,991,1165,298,2497,199,1572,169,7121,413,925,1728,1662,739,1087,406,1335,170,8476,2027,4882,4004,3710,2230,1494,1060,2785,416,22611,3263,5325,3585,3447,2903,1402,1318,2376,430,24049,3906,5157,3351,3702,3413,1805,1705,2625,473,26136,3061,3925,2581,2595,3010,1673,1743,2492,397,21479,1268,1286,676,545,832,559,542,720,160,6587,317,138,54,42,102,78,53,95,64,941,33,5,5,5,4,3,3,9,17,77,14394,21755,16977,16877,13541,10608,7021,14013,2295,117479
307,91,40,729,595,140,1026,147,944,90,3813,264,500,1012,603,370,491,312,992,86,4630,1286,1622,1944,988,1043,642,939,1834,202,10498,1965,1634,1661,1073,1315,560,958,1466,196,10840,2622,1591,1451,1276,1507,747,1285,1603,212,12295,2536,1301,1186,1086,1309,581,1341,1565,210,11119,1560,406,326,231,377,181,409,512,100,4103,608,40,41,17,50,32,45,92,62,986,75,4,0,0,3,8,0,9,18,116,11008,7132,8348,5878,6121,4267,5451,9015,1182,58402
308,106,72,1166,1153,314,2421,269,1751,153,7394,338,1051,1940,1539,845,1044,823,1377,146,9094,1703,3992,4585,2584,2289,1320,2340,2351,453,21617,2548,4125,4250,2380,2566,1135,2715,2344,486,22550,2999,3494,3549,2420,2805,1246,2951,2316,465,22234,2497,2604,2643,1808,2335,1081,2752,2094,313,18123,1046,651,562,340,521,261,606,525,106,4617,318,66,36,14,65,27,34,69,48,673,31,0,0,0,6,0,5,5,12,57,11590,16038,18724,12229,11751,8534,12494,12827,2176,106353
309,253,435,1807,3651,798,6478,680,3968,368,18438,1341,3864,4671,5975,3012,4790,1293,3254,623,28831,7229,16427,11221,9057,7318,5348,3176,5534,1472,66775,11170,17058,10145,7484,8561,4566,3022,4752,1425,68176,11186,14120,8727,7584,9713,5164,3431,5115,1269,66313,7073,8790,5901,5250,7589,4234,3045,4517,809,47199,2303,2913,1486,1103,2288,1572,992,1330,292,14283,403,332,122,87,260,252,120,169,108,1859,35,17,6,0,18,10,0,8,38,142,40986,63953,44091,40202,39562,32417,15754,28654,6403,312020
310,177,180,1072,1455,459,3455,486,2474,197,9937,695,1517,2673,2709,1809,2066,1492,2441,354,15752,3100,7330,6195,5475,4934,2695,3487,3787,867,37871,4560,8115,5125,4847,5117,1954,3401,3472,795,37398,4341,5709,4123,4282,4820,1848,3405,3713,605,32847,2656,3407,2801,2825,3528,1281,2757,2903,404,22574,694,764,554,525,711,310,560,570,111,4795,187,76,30,23,50,32,56,58,38,548,23,5,0,0,9,7,6,0,10,46,16434,27103,22573,22134,21436,13641,15645,19428,3381,161768
311,157,133,1239,1255,479,3109,593,2369,198,9532,609,1337,2814,2487,1705,2033,1591,2447,377,15396,2968,5836,6387,4337,4627,2505,3988,4031,896,35563,4172,6373,5544,4080,5145,2045,3642,3612,837,35438,4002,4594,4550,3808,4945,1920,3700,3667,689,31876,2452,2817,3136,2525,3684,1478,3102,2967,403,22563,688,759,728,505,873,406,679,649,130,5412,87,64,49,20,62,32,44,49,33,446,6,0,0,0,0,4,0,0,12,33,15137,21910,24454,19027,21520,13527,17340,19790,3558,156261
312,80,63,1061,883,259,1810,245,1265,108,5779,298,902,1968,1132,684,710,799,1163,148,7811,1438,3381,4482,1950,1861,1082,2301,2168,378,19044,2371,3217,4027,1799,2274,1028,2790,1648,431,19594,2690,2697,3245,1786,2342,1111,3249,1833,407,19376,2140,1912,2403,1268,1855,1052,2771,1815,312,15530,778,551,482,293,461,274,637,479,102,4063,192,52,29,21,50,27,35,48,38,481,25,0,0,0,5,0,3,3,12,50,10016,12779,17706,9137,9791,7093,12835,10433,1941,91729
313,96,83,966,1276,281,2451,335,1883,156,7526,448,750,2003,1801,994,1379,656,1661,215,9902,1863,3120,4059,2901,2531,1545,1496,3112,470,21093,2865,4025,3604,2967,3236,1419,1770,2467,454,22805,3357,3934,3428,3271,3822,1630,2155,2584,445,24630,2269,2787,2349,2564,2932,1479,1899,2218,330,18834,635,825,560,484,716,346,514,537,86,4702,112,69,32,34,55,45,32,56,32,459,12,10,0,0,0,0,6,6,16,49,11662,15604,16999,15291,14578,10284,8856,14511,2206,110000
314,111,118,814,1305,346,2538,338,1571,100,7233,480,1140,1743,2020,1222,1480,586,1102,159,9918,2244,5244,3923,3092,3331,1613,1520,1654,457,23079,3977,7127,3575,2961,3965,1366,1438,1525,454,26384,4144,6095,2968,2694,4183,1437,1380,1589,401,24888,2105,3141,1817,1659,2765,1025,1078,1187,202,14989,420,622,324,311,624,263,260,316,58,3201,51,46,28,17,53,27,30,43,13,306,5,0,0,0,0,0,0,5,3,13,13533,23537,15190,14065,16477,9745,6626,8992,1847,110015
315,31,49,289,255,106,405,89,622,79,1921,140,500,624,501,307,238,297,778,104,3488,789,1800,1567,1030,849,342,951,1093,216,8644,1247,1315,1292,789,811,299,889,757,185,7584,1493,1100,1216,809,901,324,1027,861,203,7929,1454,1101,959,645,852,308,953,907,150,7333,635,303,255,153,224,106,266,296,77,2322,165,28,24,16,25,19,21,35,22,352,7,0,0,4,0,0,0,0,3,21,5969,6194,6232,4195,4079,2040,4495,5347,1047,39596
316,198,221,1645,2769,463,4082,413,2953,192,12940,688,1475,2907,3188,1378,2252,636,2002,277,14801,3245,7836,6241,4708,3419,2457,1409,2941,609,32864,5867,10199,6103,4400,4579,2260,1534,2822,703,38469,6826,10188,5575,5072,5779,3031,1920,3228,716,42343,4829,6890,3988,3880,5029,2708,1868,3038,494,32725,1637,2002,882,728,1361,904,590,930,184,9215,304,229,62,44,144,123,55,96,81,1128,15,11,3,0,9,5,4,6,20,72,23610,39051,27396,24784,22156,17825,8426,18018,3276,184558
317,99,94,754,959,294,1776,149,1231,100,5451,329,919,1448,1560,791,913,323,1084,148,7518,1414,3890,2791,2249,1886,1080,858,2227,263,16661,1959,3889,2079,1919,1893,849,921,1473,258,15240,2105,3393,1762,1821,2233,953,980,1408,200,14863,1552,2375,1306,1368,1824,741,988,1285,157,11603,500,666,335,280,443,248,266,334,62,3133,112,79,37,30,62,32,23,53,36,447,16,6,0,0,0,0,0,0,5,38,8086,15318,10518,10193,9429,6591,4503,9098,1226,74959
318,117,148,1008,1509,322,2652,246,1622,151,7771,480,1489,2073,2943,1095,1521,722,1299,207,11830,1969,5556,4188,3998,2496,1424,1615,2075,459,23774,2981,5109,3278,2893,2912,1160,1678,1711,357,22080,3250,4525,2837,2963,3208,1269,1966,1973,392,22377,2517,3050,2167,2232,2705,1085,1910,2048,315,18021,833,836,536,468,647,342,549,612,119,4945,197,85,45,33,59,30,40,91,39,625,29,0,0,0,6,0,4,7,10,53,12374,20807,16120,17043,13449,9487,8726,11433,2044,111487
319,114,75,1062,1229,318,2702,256,2012,174,7939,395,743,1654,1677,794,1252,508,1805,184,9008,1723,3286,3443,2904,1968,1598,1302,3276,368,19866,2750,4050,2986,3111,2484,1442,1577,2589,418,21410,3441,4242,3186,3689,3196,1759,2158,3128,469,25276,3132,3389,2766,3293,3029,1551,2233,3176,376,22948,1438,960,571,597,752,438,609,801,177,6340,460,94,59,34,99,52,55,97,111,1055,46,5,3,5,9,5,3,9,32,119,13506,16850,15742,16529,12641,10782,8695,16894,2313,113955
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,10,0,19,0,12,0,0,0,0,3,12,0,27,0,9,0,0,0,0,9,12,0,27,0,6,0,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,9,3,3,0,21,37,0,99
401,110,235,601,1986,358,2806,195,1738,108,8137,660,2829,1907,3423,1650,2394,505,1642,221,15224,3270,12406,4057,3960,3592,1961,1037,2134,481,32897,6046,12943,3275,2796,4014,1409,844,1478,497,33304,6904,11220,3006,2582,4695,1737,913,1578,433,33077,4817,8177,2446,2042,3921,1589,924,1421,341,25689,1602,3026,725,521,1230,556,274,485,138,8557,322,399,85,46,142,101,31,63,79,1264,44,25,11,0,3,4,0,12,15,115,23776,51257,16113,17373,19609,12555,4723,10547,2315,158265
402,139,168,1104,1580,425,4071,350,2744,218,10811,853,2288,3426,3821,2183,3106,1296,3077,473,20534,3915,10060,8130,7291,5830,3414,3918,5684,976,49222,5868,9608,6621,6324,6401,2563,3820,4713,917,46838,5251,6551,5495,5258,6254,2405,3600,4466,790,40077,3533,4239,3877,3947,4940,2015,3302,3734,556,30143,741,1013,780,726,1108,467,667,792,140,6446,95,93,62,30,80,49,33,60,60,562,11,3,3,4,0,0,0,10,17,38,20412,34028,29499,28982,27222,18091,17004,25286,4147,204668
403,131,193,995,1954,402,3623,295,2549,125,10264,661,2149,2650,3623,1690,2784,611,1949,231,16360,3482,10217,6047,5580,4266,2574,1487,2908,574,37139,5925,11840,5422,4781,5250,2041,1491,2305,634,39694,6283,9650,4709,4783,5894,2209,1743,2440,655,38366,4179,6802,3654,3796,5190,1992,1662,2402,430,30111,1169,1955,829,768,1311,535,407,646,137,7754,164,222,88,36,149,67,24,83,64,887,15,8,4,4,6,9,0,3,18,76,22012,43034,24398,25324,24165,15832,7724,15286,2873,180637
404,58,118,485,1151,226,2098,142,1253,94,5620,481,1837,1767,2642,1356,1916,565,1396,226,12183,2775,9173,4347,4375,3516,1884,1646,2402,530,30644,3957,7399,3181,3056,3572,1302,1297,1834,466,26059,3957,5174,2844,2508,3920,1524,1439,2092,403,23864,2599,3681,2199,1966,3440,1253,1405,1740,269,18549,620,970,534,361,811,332,285,403,104,4419,98,112,56,21,66,38,27,51,34,505,6,3,7,4,0,9,0,5,13,47,14548,28471,15423,16071,16899,10356,6810,11178,2136,121886
405,45,29,405,503,65,798,82,860,59,2850,218,348,787,594,244,395,240,674,48,3558,1009,1410,1457,963,665,535,599,1126,122,7896,1689,1615,1232,1026,1023,546,675,1071,134,9015,2067,1527,1302,1239,1333,689,902,1307,176,10545,2203,1363,1182,1275,1191,686,1000,1437,192,10530,1202,449,328,244,360,158,267,392,98,3483,301,35,37,8,38,23,27,69,65,602,36,0,0,0,3,0,4,5,14,65,8766,6781,6744,5849,4926,3840,3792,6950,907,48549
406,46,33,300,312,77,670,67,516,60,2087,145,343,599,528,229,292,316,516,59,3027,779,1636,1735,1067,658,540,1008,1027,164,8615,1182,1319,1365,903,803,394,925,765,142,7796,1377,1270,1342,1046,933,502,986,921,173,8554,1409,1019,1072,925,813,429,942,943,161,7707,527,279,223,162,204,101,233,283,59,2077,126,26,17,16,23,13,18,23,33,303,5,0,0,0,0,0,0,4,5,14,5596,5935,6651,4956,3736,2952,4495,5006,850,40178
407,105,45,762,910,150,1476,143,1511,100,5199,363,486,1305,1028,383,814,356,1433,118,6301,1596,2232,2623,1872,1165,1108,940,2580,241,14361,2528,2411,2079,1804,1643,994,1032,2188,290,14971,3500,2365,2107,2190,2083,1278,1370,2560,328,17784,3393,2114,1926,2155,2048,1230,1510,2564,266,17203,1871,757,535,468,615,325,496,720,148,5935,545,72,52,20,95,35,33,110,86,1058,52,0,0,0,4,7,0,9,21,91,13958,10487,11401,10454,8191,7264,5884,13674,1594,82907
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,9,0,22
501,64,52,837,1102,179,1808,204,1468,104,5822,237,416,1455,913,460,656,459,1154,97,5846,1300,2465,3360,1663,1311,963,1145,2233,221,14655,2305,3594,3463,2007,1930,1069,1612,2086,329,18392,2781,3472,3163,2211,2358,1243,1864,2129,290,19511,2295,2637,2283,1727,2020,1096,1829,1906,232,16026,1142,820,535,346,559,330,503,572,102,4905,312,64,27,27,62,32,45,89,46,695,39,0,0,0,0,3,0,0,11,62,10481,13524,15121,9998,8870,7205,7661,11644,1426,85928
502,29,35,384,539,94,983,129,678,51,2919,145,284,753,703,250,573,283,527,57,3581,578,1087,1733,1016,680,538,720,722,137,7214,881,1372,1604,1144,892,501,907,751,130,8166,1146,1467,1578,1217,1088,614,1100,798,146,9151,915,1190,1291,1020,982,562,969,764,131,7817,294,327,258,180,284,174,249,220,43,2040,50,28,20,9,31,27,29,30,17,241,5,3,0,0,0,0,0,0,12,21,4033,5788,7628,5832,4303,3978,4384,4492,724,41151
503,49,204,218,1421,275,1322,160,843,54,4534,377,2183,791,2508,1095,1359,291,783,131,9507,2546,11366,2181,2753,2372,1166,626,1448,315,24777,4235,9831,1594,1379,1901,695,502,813,288,21241,4669,8093,1128,1036,2069,752,386,518,263,18915,3087,5718,895,757,1730,653,285,464,189,13783,1066,2136,289,258,651,272,118,172,87,5059,200,353,25,29,124,68,11,47,41,903,14,26,0,0,13,8,0,9,12,80,16258,39911,7126,10152,10222,6291,2381,5097,1375,98798
504,85,126,822,1310,272,2434,368,1836,117,7387,511,1331,2132,2307,1266,1902,896,1541,250,12137,2739,7302,5637,3906,3822,2055,2362,2344,577,30758,4190,7397,4973,3546,4256,1585,2487,2155,561,31153,4024,5461,4071,3218,4224,1620,2212,2143,464,27438,2659,3608,2976,2419,3479,1366,2019,1952,308,20782,696,1078,724,526,891,377,569,572,97,5525,112,140,49,37,70,37,44,83,26,589,9,3,7,0,3,4,0,10,12,37,15025,26443,21392,17272,18288,11376,10966,12635,2410,135811
505,182,318,1660,3291,698,5751,644,3654,211,16402,1012,3483,4069,5450,2807,4399,1341,3019,420,26004,5865,16849,10797,7792,7228,3894,3429,4590,1188,61647,10107,19112,10034,6793,8675,3201,3417,4198,1108,66632,10162,15131,8376,6527,9236,3477,3324,4248,933,61409,6382,9441,6095,4608,7371,2821,2875,3670,550,43810,1541,2539,1423,1005,2113,880,843,1198,183,11730,172,280,127,55,189,102,72,141,76,1220,11,14,7,0,13,8,0,9,13,83,35440,67174,42588,35533,38332,24530,15950,24721,4682,288942
506,182,328,1398,2376,601,4464,715,3074,229,13373,917,3278,4216,5076,2586,3827,1896,3276,490,25570,4792,15556,10076,7322,6947,3651,4950,5254,1203,59753,7693,16635,9370,6465,7807,2828,4871,4363,1046,61084,6952,11046,7151,5348,7157,2492,4288,4095,805,49342,4796,6890,4790,3647,5962,2101,3815,3251,569,35826,1356,2158,1265,884,1620,710,993,1031,174,10182,193,244,104,62,151,63,58,141,65,1072,13,9,0,0,11,6,4,5,29,82,26900,56139,38384,31178,32846,20140,21588,24494,4607,256274
507,159,275,1382,2437,466,4349,582,2945,195,12800,814,2502,3466,4185,1915,3000,1178,2303,291,19658,4207,12571,8265,5542,5191,2602,2816,3239,794,45224,7108,14105,7572,5140,6103,2230,2898,2985,796,48931,7110,11003,6441,4906,6304,2444,3086,3133,720,45144,4717,7279,4430,3360,5218,1929,2700,2675,475,32783,1167,2205,963,707,1351,639,672,781,148,8627,153,247,54,43,114,64,46,114,49,876,6,11,0,0,10,0,0,9,23,60,25445,50203,32571,26315,26665,17269,13972,18182,3491,214103
509,84,44,540,505,122,872,140,929,94,3326,273,338,931,550,303,417,335,856,67,4071,1336,1636,1939,1001,929,554,828,1610,146,9974,2306,1855,1757,1201,1264,592,942,1371,180,11461,2996,1932,1799,1489,1432,748,1351,1500,213,13459,3131,1808,1584,1329,1525,748,1547,1581,211,13467,1721,590,446,325,482,252,493,556,103,4967,513,58,42,25,59,45,41,116,51,942,74,5,0,0,0,0,8,11,15,112,12421,8259,9039,6422,6120,4229,5670,8530,1079,61780
510,27,44,305,292,132,494,94,491,64,1940,132,521,884,471,334,230,451,708,83,3816,1123,3199,3868,1398,1278,482,1880,1670,276,15170,1794,2645,3919,1247,1404,359,2188,1211,334,15105,1699,1890,2896,982,1178,390,2387,1036,264,12722,1332,1489,1740,728,994,374,1901,819,158,9528,446,426,309,173,233,108,380,205,56,2331,55,26,14,9,17,16,17,23,24,202,4,0,0,0,0,0,0,0,0,5,6609,10233,13932,5298,5575,2449,9298,6170,1262,60812
511,43,41,622,508,135,950,191,751,72,3312,175,550,1228,654,457,476,643,758,91,5021,1018,2547,3018,1305,1244,651,1872,1381,199,13230,1891,2294,2570,1230,1338,615,1832,1165,176,13113,2214,2109,2308,1282,1544,678,2133,1238,263,13765,1964,1677,1827,1081,1370,648,1993,1275,214,12050,800,442,400,226,397,158,504,374,91,3392,205,52,28,19,40,22,24,49,38,478,15,4,0,0,0,0,0,7,14,36,8330,9708,12004,6299,6526,4191,9190,6993,1159,64403
597,0,0,0,0,0,0,0,3,0,10,0,10,21,12,0,0,0,31,0,71,11,60,106,20,4,0,19,80,0,297,19,93,212,16,11,0,58,116,10,516,29,100,183,6,23,0,63,77,10,486,27,57,93,12,9,0,32,32,4,267,8,10,10,0,0,0,4,7,0,40,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,96,324,627,58,45,6,172,344,23,1697
601,99,92,698,1026,278,1899,167,1089,101,5438,447,1331,1801,2143,1108,1701,336,1093,159,10124,2674,7530,4750,4952,3394,2350,1378,2966,563,30552,3902,7239,3159,3113,3155,1279,1021,1855,470,25184,3903,6260,2582,2756,3578,1271,979,1570,397,23295,2658,4491,2136,2104,3021,1080,1166,1543,288,18477,745,1392,551,469,714,316,286,479,97,5046,142,113,45,33,80,46,31,46,37,573,8,11,0,0,0,4,0,0,12,43,14571,28465,15720,16599,15331,9937,5358,10630,2127,118737
602,70,36,524,680,143,1248,157,859,65,3776,287,515,1127,1184,476,864,359,861,117,5783,1444,2958,2458,2133,1303,1119,1098,1745,241,14494,1925,3039,1735,1576,1430,813,926,1301,238,12986,2217,2819,1676,1735,1938,1012,1109,1492,224,14214,1935,2230,1477,1405,1732,895,1132,1452,201,12475,756,670,357,307,439,250,310,400,83,3573,184,68,36,23,47,18,30,34,36,475,21,4,4,0,4,4,0,0,11,54,8838,12346,9393,9048,7499,6217,5131,8136,1226,67824
603,35,4,136,111,23,192,19,171,14,707,85,63,275,188,104,122,65,239,27,1166,353,460,607,432,254,169,191,468,61,2987,523,705,578,396,375,181,214,460,75,3511,700,692,527,448,459,208,270,556,99,3962,712,655,477,466,446,199,349,510,87,3898,290,216,114,81,129,63,90,149,51,1187,87,30,7,6,12,9,7,20,14,196,6,0,0,0,0,0,0,0,4,13,2798,2821,2710,2131,1813,1141,1212,2576,427,17630
604,89,33,504,425,105,1053,96,684,52,3052,239,344,938,753,337,588,272,708,61,4235,942,1718,1819,1436,847,705,772,1541,171,9942,1263,1737,1369,1204,978,625,848,1086,177,9285,1551,1697,1357,1503,1310,780,1025,1331,181,10726,1364,1419,1238,1252,1232,613,1101,1397,155,9771,572,410,309,227,292,144,264,300,73,2589,137,39,14,13,34,23,21,42,48,373,15,3,4,0,0,0,0,4,11,34,6167,7399,7556,6809,5142,4527,4407,7092,928,50010
