SA4_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
123,763,8555,595,4,9913,723,8205,513,12,9456,1296,17117,1141,31,19587,1922,18054,1195,32,21204,1796,15346,897,23,18060,1459,13248,641,27,15377,1307,9794,516,49,11669,549,4378,462,11,5403,60,1027,212,9,1307,9881,95726,6175,202,111987,926,7907,555,0,9391,917,7602,476,14,9007,1697,18654,1227,27,21616,2427,18491,1167,9,22102,2066,15613,836,23,18541,1736,14289,648,70,16748,1497,10535,625,55,12709,552,4917,624,12,6102,85,1702,575,7,2366,11918,99709,6726,224,118579,1691,16458,1149,10,19306,1639,15809,984,28,18468,2997,35771,2371,60,41208,4355,36545,2360,41,43309,3865,30962,1730,45,36603,3197,27537,1288,93,32118,2805,20324,1134,109,24373,1103,9295,1087,28,11502,147,2734,782,14,3674,21802,195437,12895,430,230569
124,1049,8857,646,0,10554,861,9017,687,4,10566,1661,18943,1608,47,22259,2332,18564,1440,32,22370,2363,17107,1185,23,20675,2110,15562,868,28,18574,2224,11848,659,36,14769,984,5558,503,4,7057,116,1500,247,0,1862,13698,106958,7843,191,128684,1242,8125,527,10,9896,1067,8246,615,10,9942,2107,19914,1557,26,23604,3097,18877,1338,20,23336,2890,17689,1066,21,21663,2641,16666,762,38,20111,2644,12884,688,52,16272,1100,6543,693,12,8347,177,2579,631,9,3398,16973,111526,7879,196,136574,2289,16985,1171,13,20454,1924,17265,1303,15,20510,3768,38858,3163,75,45865,5428,37443,2780,47,45706,5250,34792,2250,40,42338,4757,32227,1632,62,38681,4869,24733,1349,93,31040,2080,12095,1198,24,15401,298,4085,879,6,5263,30668,218483,15722,384,265255
125,1170,10934,921,12,13041,1449,15969,1842,45,19303,3013,40005,4824,97,47939,3214,34967,3711,100,41998,2528,23121,2260,88,27990,2066,20201,1647,82,24001,1550,14047,1125,109,16830,723,7497,774,34,9018,110,2589,559,10,3269,15835,169334,17659,566,203390,1433,9816,839,16,12104,2045,13336,1261,40,16681,3416,37256,3528,94,44292,3872,31229,2713,62,37878,3011,22960,1668,68,27705,2312,20936,1406,168,24823,1782,14912,1031,146,17871,798,8344,854,48,10045,151,3750,783,12,4696,18813,162542,14099,642,196093,2609,20754,1760,24,25147,3494,29307,3100,84,35982,6432,77261,8351,189,92237,7087,66203,6425,158,79875,5536,46076,3930,156,55703,4376,41130,3056,249,48815,3333,28959,2162,252,34704,1511,15843,1627,80,19062,259,6342,1339,23,7963,34647,331873,31750,1213,399487
126,868,4204,149,8,5229,926,5401,289,8,6630,1406,13489,840,27,15767,1819,13119,665,34,15636,2013,9513,438,35,12002,1706,8637,400,62,10806,1334,6539,274,70,8210,679,3413,250,18,4354,136,1543,261,0,1941,10879,65854,3570,274,80572,1003,3827,135,16,4978,1129,4845,274,24,6266,1676,14090,782,36,16582,2488,13192,622,36,16337,2545,9911,385,38,12878,1915,9544,362,96,11925,1512,7329,328,93,9261,763,4238,348,26,5368,163,2406,534,0,3108,13212,69383,3766,365,86714,1871,8028,286,25,10214,2057,10248,562,32,12903,3090,27574,1619,69,32346,4308,26306,1286,72,31973,4559,19421,824,77,24876,3621,18187,762,160,22729,2845,13870,602,164,17474,1434,7652,601,35,9722,300,3948,794,5,5047,24092,135236,7333,636,167292
127,1003,14467,1098,5,16577,1052,14560,1074,14,16693,1772,29016,2268,58,33109,1951,27656,2188,55,31842,1802,25440,1727,46,29011,1454,24045,1592,39,27139,1034,15745,1052,64,17903,405,7465,797,9,8683,50,2261,545,8,2860,10524,160661,12342,293,183820,1262,13328,927,6,15527,1528,13473,932,16,15953,2186,30220,2313,48,34765,2576,28964,2106,30,33680,2123,26783,1646,40,30599,1719,24368,1444,113,27654,1224,16953,1094,76,19341,433,8318,935,24,9702,45,3394,851,5,4296,13109,165797,12237,374,191513,2261,27798,2023,15,32101,2578,28035,2009,30,32651,3963,59235,4577,106,67878,4530,56618,4290,88,65524,3927,52225,3376,80,59610,3178,48413,3038,157,54791,2260,32698,2147,137,37240,839,15781,1727,39,18387,95,5651,1393,15,7154,23631,326455,24585,668,375334
128,879,6130,196,4,7207,684,5668,188,3,6552,1122,11128,479,15,12744,1859,12142,511,14,14532,2403,12405,456,23,15285,1886,11396,357,20,13654,1668,8753,285,19,10724,890,5032,322,8,6252,161,1976,293,4,2441,11544,74631,3084,116,89380,1114,5428,174,0,6720,886,5184,159,8,6233,1293,11649,476,14,13431,2517,12789,483,24,15813,2787,13133,420,18,16356,2030,12126,326,30,14507,1803,9622,336,24,11788,945,6058,469,5,7478,211,3019,746,3,3977,13590,79003,3586,126,96315,1993,11555,375,7,13927,1578,10853,343,13,12779,2414,22778,949,28,26176,4374,24929,1004,39,30348,5190,25533,876,38,31642,3914,23523,676,47,28160,3470,18376,624,50,22513,1841,11088,796,14,13733,371,4998,1038,7,6415,25143,153635,6674,245,185695
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,11,0,0,16,0,8,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,29,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,16,0,0,18,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,36,0,3,38
201,679,4189,367,8,5238,485,3990,338,0,4815,1034,8470,661,11,10178,1466,7681,650,13,9810,1891,8201,738,9,10846,1803,8411,632,11,10855,2047,7149,625,7,9832,934,3856,450,3,5244,144,1214,246,0,1609,10482,53161,4713,69,68425,865,3698,383,3,4955,710,3739,293,3,4743,1256,8601,619,8,10484,1977,8155,583,9,10719,2206,8761,619,8,11592,2100,9049,569,14,11728,2341,7655,574,9,10574,1019,4254,516,5,5791,150,2133,401,0,2683,12627,56037,4562,56,73275,1542,7887,752,9,10194,1194,7729,634,9,9559,2289,17072,1281,22,20661,3445,15833,1236,13,20532,4092,16962,1361,23,22445,3902,17460,1198,23,22584,4388,14799,1196,21,20410,1950,8112,969,8,11039,297,3346,648,0,4290,23114,109195,9273,125,141705
202,590,3852,357,0,4792,548,3663,302,10,4518,967,7695,831,19,9509,1447,7345,741,7,9540,1900,7598,753,9,10267,1919,7904,698,7,10526,2242,6872,595,11,9722,1060,3740,440,0,5239,179,1291,292,0,1758,10851,49953,5003,69,65869,724,3619,322,0,4664,643,3552,247,6,4446,1281,8140,612,9,10047,2042,7700,616,4,10373,2339,8042,616,6,11003,2223,8819,633,7,11677,2530,7162,563,12,10269,1073,4151,548,3,5776,161,2022,554,6,2738,13009,53211,4715,54,70988,1316,7464,675,0,9462,1187,7214,546,15,8964,2247,15840,1447,26,19557,3494,15046,1358,12,19914,4237,15649,1370,10,21267,4135,16719,1329,13,22199,4771,14030,1164,26,19991,2129,7889,985,9,11016,338,3309,847,9,4499,23858,103160,9720,119,136861
203,1209,7723,526,12,9462,1125,8209,675,11,10020,1987,18190,1565,21,21765,2667,16276,1274,23,20243,3151,15359,1113,10,19635,2852,14605,896,21,18377,3293,12472,797,15,16582,1679,6577,616,9,8876,234,2402,361,5,3006,18200,101812,7829,125,127964,1419,7087,492,16,9017,1486,7589,480,5,9560,2434,18397,1036,24,21897,3767,17078,1017,25,21892,3741,16425,886,18,21068,3366,16515,763,26,20665,3729,13855,848,21,18460,1773,7942,818,5,10542,275,3938,670,5,4888,21989,108825,7030,155,138001,2624,14807,1018,31,18486,2613,15798,1158,20,19586,4423,36592,2605,45,43666,6435,33358,2292,52,42136,6892,31782,2004,27,40706,6217,31113,1668,46,39041,7026,26330,1647,36,35044,3451,14516,1435,13,19416,517,6341,1036,9,7897,40191,210637,14856,280,265967
204,744,4478,513,3,5738,493,4029,446,10,4983,1107,8185,821,44,10154,1739,7533,830,20,10117,2287,8394,834,10,11531,2725,9407,926,8,13069,2990,8345,838,10,12183,1349,4523,494,6,6374,192,1521,211,0,1923,13629,56412,5914,121,76069,774,3989,508,6,5273,546,3540,407,12,4506,1251,8254,769,45,10328,2374,7842,773,9,10992,2658,8972,822,15,12469,2940,10033,833,22,13823,3187,8185,718,7,12101,1464,4732,625,6,6820,260,2371,386,0,3024,15463,57919,5844,117,79344,1516,8466,1023,8,11010,1041,7571,858,19,9487,2358,16436,1593,94,20479,4108,15371,1600,30,21107,4950,17362,1660,28,23997,5670,19442,1757,29,26895,6175,16538,1559,17,24290,2823,9251,1118,5,13195,453,3897,598,0,4945,29089,114331,11757,234,155409
205,862,6573,766,8,8207,687,5855,602,18,7154,1615,12928,1543,70,16147,2387,11907,1563,43,15906,2942,12943,1338,26,17255,3551,15851,1344,22,20774,4538,14863,1359,5,20768,2157,7782,941,3,10892,322,2384,491,3,3197,19076,91082,9940,202,120292,990,6172,715,0,7877,821,5463,504,11,6796,2003,13659,1263,39,16968,3290,12229,1320,21,16861,3534,14108,1195,13,18855,4371,16859,1277,13,22528,5127,14552,1359,12,21048,2373,8082,1075,12,11536,392,3638,727,4,4751,22889,94770,9440,125,127222,1855,12737,1480,9,16084,1509,11319,1101,28,13954,3616,26589,2806,108,33113,5682,24140,2878,62,32762,6481,27054,2534,43,36111,7925,32714,2618,39,43302,9664,29417,2719,16,41819,4531,15860,2020,13,22420,713,6020,1213,4,7952,41964,185851,19378,326,247515
206,1395,9344,699,56,11495,3837,21163,1904,149,27053,8842,65786,5417,338,80382,6110,41360,3428,200,51097,5711,27390,2360,205,35670,4461,21621,1877,163,28126,3507,14187,1280,74,19053,1470,7960,831,22,10289,241,3081,479,16,3810,35586,211887,18276,1223,266975,2089,9503,695,57,12343,5938,22483,1944,131,30504,11546,67566,5163,301,84573,7989,38824,2910,148,49879,6969,27560,1921,162,36610,5186,21985,1531,158,28855,4269,15737,1180,94,21275,1635,9734,967,26,12365,261,5026,790,6,6086,45876,218413,17106,1086,282480,3483,18846,1397,110,23839,9774,43648,3842,285,57555,20392,133350,10575,641,164960,14101,80187,6342,346,100974,12680,54950,4283,366,72280,9647,43613,3404,313,56978,7776,29923,2459,168,40325,3104,17694,1805,44,22652,503,8102,1273,21,9903,81460,430303,35381,2308,549459
207,1727,9965,347,22,12051,2027,11334,583,45,13989,2352,20724,1191,65,24332,2868,18895,828,80,22669,4317,18360,765,153,23596,3481,16860,572,120,21027,2980,12317,487,91,15877,1967,8226,431,25,10649,397,3988,318,9,4716,22111,120669,5527,601,148912,2101,9101,320,18,11548,2518,9799,527,35,12889,2926,20282,1048,69,24316,4161,20112,811,67,25148,5554,20372,777,89,26791,3909,18603,608,143,23267,3584,14608,592,108,18892,2236,10683,634,38,13591,451,6334,678,9,7468,27451,129889,5996,576,163908,3829,19060,671,40,23605,4543,21136,1111,80,26875,5277,41005,2239,126,48649,7030,39001,1638,138,47817,9870,38736,1539,245,50389,7388,35459,1177,256,44293,6565,26923,1084,201,34771,4201,18903,1068,64,24240,847,10325,995,16,12181,49560,250561,11530,1172,312822
208,1562,10720,371,9,12669,1668,10227,438,34,12367,2333,21844,1248,52,25478,3485,23035,1042,38,27590,5251,23011,926,77,29257,3840,19444,661,51,23992,3246,14111,608,54,18015,1685,8162,597,16,10462,344,3662,392,4,4403,23406,134210,6282,336,164231,2032,9847,351,14,12242,2200,9284,367,26,11879,2913,22568,1096,66,26637,5002,24171,1057,48,30279,6347,25040,904,53,32342,4401,20951,692,85,26131,3883,16279,823,82,21067,2025,10505,826,33,13384,441,6619,828,11,7895,29247,145255,6945,407,181859,3594,20566,726,26,24915,3864,19515,805,57,24242,5249,44408,2342,114,52113,8481,47207,2096,82,57873,11602,48046,1831,127,61600,8235,40389,1354,140,50121,7130,30389,1427,132,39078,3707,18666,1424,44,23852,782,10278,1226,16,12301,52647,279467,13226,740,346087
209,1445,13558,774,18,15794,1571,14806,983,31,17389,2911,34349,2157,64,39479,3962,34679,1859,48,40551,4245,28858,1469,47,34615,2902,24237,1159,47,28344,2626,17414,912,72,21030,1293,9498,731,32,11562,196,3401,478,4,4079,21159,180802,10522,370,212848,1775,12173,671,11,14628,2094,13049,720,15,15879,3714,34631,1950,61,40353,5614,34244,1688,45,41595,4934,29718,1301,43,35991,3394,26228,1088,109,30825,3045,19524,1025,101,23696,1383,11275,879,33,13573,203,5463,799,10,6476,26152,186305,10133,424,223016,3218,25727,1450,26,30427,3670,27851,1701,47,33265,6622,68986,4103,124,79836,9574,68927,3551,92,82146,9176,58573,2779,85,70611,6294,50468,2244,156,59168,5674,36936,1934,174,44728,2677,20778,1618,67,25137,400,8859,1278,16,10553,47309,367110,20654,795,435868
210,913,11254,782,8,12957,979,12242,944,16,14182,2021,28693,2429,79,33220,2714,27092,1944,79,31825,2538,21564,1390,37,25530,1903,18669,1005,48,21630,1581,12192,648,42,14463,772,7015,509,20,8316,128,2657,262,0,3048,13547,141372,9907,333,165171,1168,10173,691,5,12033,1436,10601,727,17,12780,2499,28779,1951,65,33298,3462,26570,1675,34,31750,3088,22265,1281,37,26663,2053,19440,922,87,22494,1700,14005,738,71,16516,840,8480,629,26,9982,121,4045,477,7,4650,16372,144354,9094,342,170165,2080,21423,1475,14,24994,2416,22842,1666,30,26961,4520,57474,4380,146,66521,6180,53663,3623,105,63572,5618,43831,2668,79,52193,3957,38110,1919,131,44124,3286,26192,1389,113,30980,1611,15500,1143,44,18297,248,6697,737,6,7697,29921,285732,19004,678,335334
211,1839,13707,541,11,16092,1861,13144,574,11,15589,3040,26868,1326,43,31279,4651,28461,1241,46,34396,5597,27242,1208,44,34092,4415,25519,879,71,30885,4053,18757,740,72,23621,2238,10440,715,28,13416,338,3702,487,11,4533,28030,167839,7704,331,203900,2231,11930,484,13,14663,2379,11498,467,12,14361,3725,27146,1211,33,32120,6626,28885,1216,34,36753,6571,28965,1010,38,36586,4971,27353,943,116,33379,4839,21304,865,105,27112,2458,12633,975,37,16106,380,5886,1000,11,7274,34183,175600,8170,396,218342,4067,25637,1027,23,30750,4238,24644,1037,23,29948,6769,54017,2533,80,63394,11274,57341,2448,78,71149,12161,56206,2219,88,70675,9387,52869,1825,184,64264,8895,40059,1604,173,50733,4694,23072,1690,63,29523,720,9588,1488,15,11810,62207,343438,15873,728,422244
212,2245,22895,1392,23,26558,3124,26702,2038,86,31950,4698,59226,4841,146,68911,5615,54995,3493,124,64219,5600,43690,2509,119,51911,3972,36920,1890,150,42934,3425,25542,1312,198,30473,1916,14715,1120,62,17814,344,5360,587,14,6309,30936,290045,19178,927,341086,2894,20799,1289,35,25014,3992,23082,1549,73,28702,5318,57128,4013,114,66569,6938,53951,3123,78,64092,6137,44763,2374,113,53381,4654,37931,1826,303,44716,4093,28315,1557,257,34228,2073,17195,1329,82,20683,383,8271,1078,19,9759,36490,291440,18144,1072,347138,5138,43693,2676,59,51570,7122,49788,3585,161,60651,10015,116350,8854,258,135479,12553,108944,6617,196,128313,11739,88447,4876,228,105289,8629,74852,3715,455,87652,7523,53853,2871,451,64699,3986,31908,2454,149,38492,726,13637,1664,37,16059,67424,581481,37322,1996,688222
213,1755,20769,1629,30,24184,2138,23518,2513,33,28203,4451,59556,6610,109,70729,6057,61863,5370,103,73396,4997,43173,3188,74,51434,3407,33611,2109,155,39279,2588,23436,1382,199,27604,1033,10842,961,57,12889,163,3245,400,6,3814,26587,280009,24159,772,331525,2178,19437,1397,14,23030,2942,20416,1670,44,25064,5698,61140,5129,93,72065,7277,60060,4142,62,71544,5663,43721,2647,116,52143,4010,35054,1865,342,41271,3045,25133,1431,298,29903,1077,12502,1021,49,14648,154,5514,765,4,6443,32051,282976,20061,1027,336113,3939,40199,3025,46,47212,5083,43929,4175,81,53273,10149,120697,11742,206,142788,13334,121918,9518,164,144937,10661,86894,5831,187,103575,7417,68660,3971,504,80554,5630,48569,2815,494,57509,2105,23343,1981,104,27530,320,8758,1163,18,10257,58637,562985,44221,1797,667639
214,654,8036,522,9,9221,634,6970,406,9,8016,1218,14325,1005,22,16583,2006,14871,1026,17,17915,2652,16157,1181,20,20002,2339,15539,947,16,18849,2762,13025,819,18,16629,1643,7911,745,11,10306,297,2807,527,5,3636,14211,99649,7183,117,121158,914,6870,560,0,8341,882,6231,415,7,7529,1602,14710,974,24,17308,2940,15706,1010,11,19671,3234,17353,1044,12,21643,2854,16938,897,19,20705,3560,14494,934,34,19023,1949,9205,1000,16,12170,338,4101,941,7,5386,18264,105614,7767,136,131785,1572,14904,1082,13,17564,1514,13196,817,17,15546,2824,29040,1981,50,33893,4942,30576,2038,31,37587,5883,33509,2225,30,41652,5190,32483,1841,36,39559,6324,27521,1748,55,35653,3591,17120,1746,22,22476,634,6911,1466,7,9020,32477,205260,14944,258,252944
215,683,3231,458,3,4377,528,3272,355,12,4174,1172,7393,1027,60,9649,1538,6036,942,30,8546,1909,6429,909,10,9255,2294,7905,930,8,11142,2218,6548,830,10,9603,1189,3513,558,0,5247,226,1393,262,0,1881,11765,45710,6273,132,63884,738,2870,380,0,3984,515,2985,298,22,3821,1319,7422,766,32,9536,1926,6014,712,18,8663,2179,6768,663,14,9622,2410,7841,673,15,10946,2380,6195,671,12,9252,1368,3889,608,5,5866,219,2338,452,0,3010,13050,46313,5228,114,64704,1421,6096,839,3,8364,1042,6254,658,37,7993,2492,14817,1786,88,19189,3465,12042,1657,44,17211,4085,13195,1570,24,18877,4705,15749,1613,26,22084,4596,12738,1497,15,18855,2559,7398,1163,3,11123,446,3728,721,0,4891,24816,92026,11504,248,128584
216,533,3290,393,0,4220,335,2956,310,8,3606,804,6244,797,23,7873,1102,5512,684,7,7309,1392,6408,744,5,8553,1428,7009,673,9,9118,1606,5822,585,3,8019,873,3495,452,0,4819,154,1213,212,0,1577,8220,41948,4858,64,55092,567,2899,329,0,3794,440,2783,270,8,3500,929,6587,664,16,8202,1336,5860,608,5,7810,1556,6507,557,13,8636,1572,7195,570,0,9334,1769,5864,524,16,8178,956,3565,525,9,5055,169,1837,352,3,2370,9306,43095,4401,66,56866,1101,6190,724,0,8011,777,5737,577,15,7106,1732,12829,1461,43,16072,2442,11374,1289,11,15118,2951,12915,1308,18,17186,3002,14203,1238,12,18446,3376,11683,1118,22,16193,1824,7063,976,4,9871,324,3059,562,3,3950,17523,85043,9254,138,111958
217,530,2902,370,0,3804,393,2504,219,7,3118,937,5565,500,24,7034,1373,4862,493,12,6744,1797,5579,551,9,7937,2019,6490,534,6,9048,2139,5509,502,7,8158,980,2897,345,0,4223,151,1080,177,0,1407,10331,37382,3685,71,51473,591,2626,314,0,3533,404,2319,190,4,2923,1029,5602,455,10,7099,1733,4998,460,13,7208,1963,5941,462,9,8376,2133,6902,489,7,9522,2296,5437,511,5,8249,1043,3289,436,3,4769,182,1868,333,0,2389,11379,38983,3646,57,54069,1126,5530,687,3,7343,801,4823,410,10,6043,1968,11168,951,39,14135,3112,9859,955,26,13954,3766,11520,1006,17,16311,4149,13387,1017,13,18571,4434,10945,1016,15,16407,2022,6184,774,0,8987,333,2946,513,0,3793,21714,76369,7330,129,105544
297,0,0,0,0,0,0,4,9,0,4,0,12,19,0,30,9,39,84,0,131,8,42,121,0,163,6,34,96,0,141,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,25,133,335,0,493,0,0,0,0,0,0,0,0,0,0,0,7,16,0,17,0,3,8,0,14,0,7,13,0,18,0,6,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,0,72,0,0,0,0,0,0,4,9,0,4,0,17,38,0,52,3,40,96,0,140,8,44,129,0,182,6,41,106,0,158,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,24,158,385,0,565
301,966,6606,247,0,7825,595,5665,250,10,6519,929,10661,507,22,12121,1710,12561,482,11,14772,2236,13135,542,12,15922,1854,12363,444,18,14686,2022,9643,425,22,12115,1006,5170,381,7,6567,143,1567,318,3,2037,11475,77376,3600,107,92566,1174,5729,248,6,7160,846,4752,199,12,5812,1360,11108,494,19,12974,2836,13076,520,18,16458,3099,14004,504,9,17614,2527,13115,439,26,16107,2554,10443,444,39,13480,1186,5841,564,15,7604,174,2443,696,3,3318,15755,80508,4119,144,100522,2140,12338,501,10,14982,1445,10420,448,16,12332,2290,21767,999,40,25094,4547,25640,1007,33,31227,5335,27139,1045,26,33540,4385,25484,887,41,30795,4577,20087,867,68,25596,2190,11010,942,19,14162,315,4007,1019,12,5352,27232,157887,7711,254,193086
302,931,5114,226,9,6282,755,5803,364,16,6936,1478,14370,811,28,16698,2063,13937,674,28,16706,2132,11537,537,29,14236,1536,9495,400,39,11475,1429,6786,370,39,8618,760,3864,311,9,4939,140,1630,250,4,2019,11230,72532,3948,196,87901,1042,4689,207,8,5947,1099,5666,309,14,7086,1976,15044,786,21,17832,3067,13657,578,25,17328,2821,11769,469,37,15098,1921,10113,376,49,12459,1737,7659,374,39,9810,982,5210,429,13,6630,171,2934,582,4,3696,14810,76739,4117,212,95876,1977,9802,433,15,12230,1850,11470,676,26,14019,3455,29416,1600,53,34526,5128,27596,1255,54,34029,4952,23307,1011,65,29330,3452,19610,778,91,23936,3165,14442,743,73,18424,1741,9074,736,20,11566,310,4563,831,13,5717,26037,149279,8060,406,183779
303,1657,8694,395,9,10757,1842,11660,761,33,14301,3025,26162,1670,119,30974,3558,23724,1180,53,28520,3643,17854,872,35,22401,2546,14357,686,65,17663,2061,10135,542,99,12833,959,5623,395,17,6997,156,2032,196,0,2386,19446,120238,6703,444,146828,1940,8118,406,17,10486,2524,10875,664,46,14110,3962,25921,1423,88,31392,5170,23531,1087,41,29826,4672,18120,757,62,23617,3050,15306,600,138,19093,2451,11339,480,92,14358,1110,6710,484,19,8327,184,3591,422,4,4200,25068,123504,6331,515,155414,3598,16807,803,25,21240,4365,22533,1427,84,28411,6987,52086,3095,205,62369,8731,47250,2269,99,58350,8317,35974,1626,97,46019,5591,29667,1287,209,36751,4507,21466,1023,189,27191,2070,12335,876,37,15326,342,5615,620,4,6582,44515,243740,13027,958,302242
