SA4_CODE_2021,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_vis,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_vis,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_vis,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_vis,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_vis,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_vis,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_vis,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_vis,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_vis,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Tot_OS_vis,M_Total_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_vis,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_vis,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_vis,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_vis,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_vis,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_vis,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_vis,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_vis,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_vis,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Tot_OS_vis,F_Total_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_vis,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_vis,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_vis,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_vis,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_vis,P_45_54_yr_Tot
211,7841,1021,67,36,6553,560,11,16092,6331,2127,244,100,6191,579,11,15589,9389,9227,1837,689,8712,1391,43,31279,8284,12909,3696,1362,6830,1270,46,34396,8837,13009,3414,1194,6325,1263,44,34092,7639,11192,3185,1189,6646,965,71,30885,4316,7443,3232,1621,6151,787,72,23621,2089,3391,1713,1015,4418,768,28,13416,612,736,340,229,2106,500,11,4533,55350,61051,17716,7428,53925,8096,331,203900,7520,1469,103,28,5020,507,13,14663,5787,3372,518,210,3975,486,12,14361,6158,10721,4220,4013,5730,1245,33,32120,3458,11531,8156,7477,4840,1258,34,36753,3718,13487,8550,5364,4386,1034,38,36586,3372,11480,7447,4811,5172,985,116,33379,2023,6694,6246,4900,6230,919,105,27112,1446,3105,2739,2447,5292,1043,37,16106,744,957,513,352,3656,1041,11,7274,34236,62814,38484,29604,44302,8520,396,218342,15370,2487,171,61,11576,1070,23,30750,12124,5495,769,315,10162,1069,23,29948,15548,19952,6052,4696,14441,2637,80,63394,11743,24436,11847,8838,11675,2537,78,71149,12560,26492,11967,6560,10708,2293,88,70675
212,10227,2154,194,74,12456,1426,23,26558,9620,4318,607,257,14977,2083,86,31950,16628,15030,3052,1330,27668,5059,146,68911,13965,18592,5385,2417,20070,3665,124,64219,12158,15783,4274,1770,15183,2627,119,51911,9558,12330,3534,1609,13738,2013,150,42934,5240,7809,3348,1706,10756,1431,198,30473,2818,3646,1764,1022,7297,1199,62,17814,824,864,401,275,3304,623,14,6309,81042,80511,22558,10465,125457,20123,927,341086,10137,2879,356,134,10148,1328,35,25014,8617,6037,1296,705,10381,1595,73,28702,9851,16790,7616,8476,19586,4140,114,66569,5185,16246,11893,12823,14641,3226,78,64092,4767,15672,10515,8269,11600,2448,113,53381,4136,12321,8443,6499,11070,1949,303,44716,2683,7377,6390,5405,10485,1631,257,34228,1964,3729,2928,2608,7959,1413,82,20683,961,1156,612,464,5429,1112,19,9759,48299,82201,50058,45385,101299,18827,1072,347138,20363,5037,554,207,22603,2749,59,51570,18235,10352,1906,963,25359,3678,161,60651,26478,31818,10674,9808,47253,9196,258,135479,19151,34835,17279,15242,34712,6896,196,128313,16928,31452,14787,10040,26787,5074,228,105289
213,8610,1910,159,86,11739,1654,30,24184,7759,3508,531,244,13580,2549,33,28203,16134,15723,3262,1424,27233,6846,109,70729,15080,21752,6390,2902,21562,5599,103,73396,11573,15158,4024,1837,15456,3312,74,51434,8270,10668,3123,1490,13343,2232,155,39279,4633,6326,2669,1517,10777,1480,199,27604,1959,2373,1068,698,5712,1027,57,12889,484,481,214,155,2063,410,6,3814,74496,77902,21433,10351,121469,25100,772,331525,8492,2826,375,131,9749,1433,14,23030,7042,5364,1177,676,9058,1707,44,25064,10040,18573,8394,9446,20214,5298,93,72065,5855,18321,13204,14150,15676,4268,62,71544,4796,15185,9634,8061,11658,2701,116,52143,3761,10758,7340,6221,10877,1964,342,41271,2325,6041,4985,4659,10044,1558,298,29903,1450,2546,1846,1634,6020,1097,49,14648,636,708,353,257,3674,814,4,6443,44392,80329,47314,45233,96980,20844,1027,336113,17106,4741,538,216,21492,3088,46,47212,14799,8873,1712,919,22636,4253,81,53273,26177,34298,11650,10871,47449,12143,206,142788,20937,40075,19593,17054,37244,9870,164,144937,16368,30342,13654,9900,27112,6010,187,103575
214,4019,539,42,27,4036,542,9,9221,3038,1071,119,56,3316,411,9,8016,4977,4819,952,386,4390,1039,22,16583,4786,6435,1790,690,3170,1030,17,17915,5168,7225,1883,720,3778,1218,20,20002,4495,6509,1846,723,4250,1005,16,18849,2989,4976,2328,1102,4371,846,18,16629,1476,2488,1393,764,3387,794,11,10306,445,539,284,225,1597,546,5,3636,31398,34611,10639,4688,32288,7422,117,121158,3887,797,76,29,2987,564,0,8341,2755,1831,305,182,2036,416,7,7529,2928,5801,2412,2410,2746,992,24,17308,1925,6281,4215,4270,1940,1025,11,19671,2296,7988,4681,3040,2576,1048,12,21643,2346,7214,4345,2567,3309,900,19,20705,1460,4644,4306,3121,4460,995,34,19023,921,2216,2159,1810,3952,1092,16,12170,512,628,346,299,2607,984,7,5386,19025,37402,22856,17727,26608,8024,136,131785,7907,1338,128,56,7021,1108,13,17564,5787,2908,420,234,5354,828,17,15546,7898,10620,3362,2797,7135,2025,50,33893,6717,12716,6007,4956,5108,2054,31,37587,7464,15211,6567,3759,6349,2269,30,41652
215,1815,332,28,14,1732,448,3,4377,1333,697,109,53,1607,357,12,4174,2406,2495,596,245,2813,1046,60,9649,2016,2542,716,391,1902,953,30,8546,2246,2781,779,363,2146,933,10,9255,2605,3219,938,504,2895,968,8,11142,1582,2384,1098,724,2940,870,10,9603,699,1027,583,453,1892,594,0,5247,237,263,135,103,868,276,0,1881,14925,15743,4984,2851,18800,6443,132,63884,1723,534,58,23,1261,384,0,3984,963,993,294,190,1058,303,22,3821,1151,2632,1328,1632,2008,748,32,9536,662,2440,1795,1807,1214,724,18,8663,860,3168,2034,1468,1401,671,14,9622,987,3217,2337,1688,1990,708,15,10946,550,1785,1917,1995,2283,704,12,9252,418,906,844,1078,1959,661,5,5866,286,356,216,180,1511,466,0,3010,7604,16023,10829,10070,14685,5373,114,64704,3536,867,85,49,2997,829,3,8364,2295,1691,404,242,2665,656,37,7993,3558,5125,1922,1876,4818,1789,88,19189,2678,4977,2515,2194,3117,1680,44,17211,3103,5946,2815,1832,3547,1608,24,18877
216,1723,306,27,9,1744,408,0,4220,1156,546,96,38,1456,312,8,3606,1976,2063,457,214,2326,808,23,7873,1700,2257,644,305,1703,694,7,7309,2086,2581,672,344,2105,753,5,8553,2204,2648,773,411,2382,686,9,9118,1382,2034,896,542,2536,622,3,8019,666,946,465,388,1846,509,0,4819,193,201,115,86,768,216,0,1577,13093,13582,4147,2341,16854,5011,64,55092,1624,454,55,20,1298,341,0,3794,956,940,225,167,931,272,8,3500,1002,2318,1159,1359,1667,675,16,8202,607,2169,1625,1648,1129,624,5,7810,788,2935,1772,1256,1285,580,13,8636,834,2833,1967,1399,1722,573,0,9334,525,1677,1680,1577,2143,560,16,8178,375,767,701,826,1798,579,9,5055,186,280,143,155,1231,372,3,2370,6906,14366,9330,8409,13210,4580,66,56866,3353,761,87,32,3038,748,0,8011,2113,1484,316,209,2381,583,15,7106,2979,4380,1615,1575,3997,1483,43,16072,2309,4426,2273,1955,2830,1315,11,15118,2879,5513,2446,1598,3392,1337,18,17186
217,1679,302,29,11,1422,363,0,3804,1089,532,77,42,1142,232,7,3118,1996,2052,420,207,1833,508,24,7034,1715,2266,688,322,1237,506,12,6744,2131,2609,776,316,1521,568,9,7937,2220,2818,925,453,2080,534,6,9048,1479,2179,1065,676,2228,530,7,8158,642,932,476,406,1394,364,0,4223,170,194,120,82,660,187,0,1407,13122,13883,4578,2511,13512,3788,71,51473,1653,401,49,15,1094,318,0,3533,854,844,178,116,745,186,4,2923,979,2277,1097,1197,1090,447,10,7099,607,2156,1646,1644,690,453,13,7208,820,2941,1986,1249,917,459,9,8376,874,3025,2185,1540,1409,482,7,9522,499,1797,1878,1794,1732,542,5,8249,304,815,767,887,1542,460,3,4769,237,276,178,139,1211,352,0,2389,6828,14538,9960,8570,10424,3689,57,54069,3332,704,76,31,2515,682,3,7343,1946,1378,252,153,1890,416,10,6043,2981,4329,1517,1407,2917,948,39,14135,2318,4425,2336,1961,1930,959,26,13954,2954,5547,2759,1569,2433,1029,17,16311
297,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,7,0,0,6,19,0,30,8,4,5,0,15,84,0,131,4,10,3,0,27,121,0,163,10,3,0,3,22,100,0,141,0,0,0,0,4,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,14,3,83,339,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,3,8,0,14,0,6,0,0,0,13,0,18,4,3,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,9,49,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,3,0,0,8,38,0,52,5,4,5,4,21,96,0,140,8,10,9,0,26,129,0,182
301,3901,595,30,18,3043,244,0,7825,2639,981,124,52,2463,257,10,6519,3685,3751,806,347,2982,527,22,12121,3806,5803,1639,566,2435,513,11,14772,4285,6161,1645,559,2692,576,12,15922,3690,5281,1580,633,3035,452,18,14686,2189,3659,1756,910,3121,462,22,12115,988,1629,906,542,2090,407,7,6567,251,330,164,107,859,315,3,2037,25419,28185,8645,3734,22716,3758,107,92566,3705,763,74,21,2330,260,6,7160,2194,1455,290,162,1497,208,12,5812,2254,4473,1949,1878,1903,498,19,12974,1779,5721,3814,3013,1575,537,18,16458,2156,7070,3821,2202,1840,521,9,17614,2012,5742,3421,2054,2408,442,26,16107,997,3328,3082,2453,3092,489,39,13480,694,1453,1345,1165,2364,576,15,7604,340,417,216,149,1473,716,3,3318,16129,30428,18005,13094,18478,4242,144,100522,7601,1354,104,37,5374,507,10,14982,4829,2435,411,212,3965,456,16,12332,5938,8222,2753,2229,4883,1029,40,25094,5581,11531,5453,3574,4002,1048,33,31227,6437,13230,5462,2759,4528,1093,26,33540
302,2978,525,55,24,2462,223,9,6282,2551,1220,147,69,2567,364,16,6936,4918,5279,1014,397,4204,859,28,16698,4026,6413,1908,696,2934,695,28,16706,3615,5578,1443,525,2498,554,29,14236,2771,4055,1186,471,2534,414,39,11475,1490,2627,1174,555,2346,396,39,8618,705,1250,608,359,1672,344,9,4939,257,332,134,108,924,257,4,2019,23313,27277,7667,3196,22142,4105,196,87901,3023,694,83,25,1910,203,8,5947,2395,2028,348,160,1830,308,14,7086,3459,6375,2280,1841,3042,805,21,17832,2076,6011,3726,2949,1930,608,25,17328,2053,5887,3127,1738,1802,457,37,15098,1741,4276,2440,1448,2100,404,49,12459,880,2508,2087,1522,2373,398,39,9810,653,1364,1059,895,2175,474,13,6630,422,475,257,184,1765,586,4,3696,16699,29618,15402,10773,18930,4245,212,95876,6006,1221,137,51,4376,421,15,12230,4944,3249,492,231,4398,674,26,14019,8377,11658,3296,2239,7248,1663,53,34526,6103,12419,5629,3643,4867,1308,54,34029,5669,11459,4567,2261,4300,1010,65,29330
303,5046,971,88,31,4206,402,9,10757,4975,2478,319,112,5610,778,33,14301,8830,8299,1494,597,9914,1719,119,30974,6769,9913,2959,1098,6515,1223,53,28520,5575,8455,2231,826,4382,898,35,22401,4154,6120,1771,746,4071,732,65,17663,2352,3738,1753,767,3546,571,99,12833,1055,1692,918,451,2437,419,17,6997,310,366,164,118,1228,207,0,2386,39059,42043,11698,4748,41898,6940,444,146828,5096,1269,161,49,3478,414,17,10486,4769,3738,638,245,3993,678,46,14110,6377,9849,3410,2881,7328,1466,88,31392,3285,9291,5943,5349,4800,1122,41,29826,2685,8341,5131,3257,3381,761,62,23617,2210,6294,3831,2458,3511,644,138,19093,1244,3502,3143,2326,3531,519,92,14358,777,1643,1369,1164,2833,524,19,8327,427,582,284,174,2286,443,4,4200,26871,44501,23906,17915,35147,6560,515,155414,10141,2239,247,85,7684,824,25,21240,9736,6215,953,358,9602,1452,84,28411,15207,18146,4904,3478,17243,3189,205,62369,10048,19201,8900,6447,11310,2345,99,58350,8256,16797,7360,4084,7760,1663,97,46019
304,3891,594,39,30,2721,163,15,7449,3021,1317,115,53,2386,290,19,7196,3137,3421,687,218,2409,373,36,10283,2952,5285,1700,567,1776,320,24,12630,3184,5643,1551,482,1440,252,32,12583,2225,3891,1165,409,1346,196,33,9259,1403,2748,1247,481,1330,162,36,7414,741,1328,648,351,1144,152,11,4367,206,243,131,73,660,98,0,1417,20763,24462,7291,2664,15215,2005,195,72595,3721,773,64,23,2236,159,18,6983,2641,1771,258,92,1561,186,22,6529,2233,3978,1365,1126,1643,337,29,10717,1398,4754,3439,2916,1224,340,28,14094,1473,5521,3482,1939,1070,237,33,13750,1151,3935,2434,1334,1050,184,42,10129,743,2436,2246,1546,1423,202,49,8647,451,1101,1071,866,1366,197,8,5058,291,355,197,132,1313,214,4,2503,14098,24627,14554,9969,12888,2044,225,78407,7617,1369,99,53,4952,319,28,14435,5665,3088,371,145,3941,475,36,13717,5370,7392,2057,1343,4056,713,70,20999,4347,10044,5138,3478,3004,661,51,26724,4655,11158,5031,2425,2511,490,60,26336
305,3836,746,57,31,2887,369,29,7963,5025,2922,335,151,5059,956,91,14545,10109,9550,1394,440,8809,2581,297,33182,6181,8505,2049,725,4278,1716,172,23625,5155,7435,1784,583,3078,1395,144,19578,3726,5213,1339,474,2580,938,120,14384,1821,2947,1041,378,2213,664,71,9128,714,1143,492,212,1415,408,21,4413,177,209,95,50,663,190,5,1391,36747,38674,8590,3040,30986,9214,956,128211,4003,1098,102,45,2496,440,24,8202,5470,4756,707,230,4211,1091,90,16561,8637,11550,2566,1603,6406,2367,222,33360,3596,7755,3992,3228,2701,1395,107,22760,2971,7459,3832,2217,1849,1005,73,19403,2212,5389,2675,1306,1708,834,93,14217,1005,2796,1959,1197,1854,574,51,9440,479,1071,871,593,1440,445,18,4919,278,318,160,100,1121,320,4,2302,28648,42189,16863,10513,23789,8472,682,131160,7845,1840,158,75,5387,811,57,16165,10493,7680,1043,378,9269,2051,185,31103,18747,21100,3966,2041,15219,4954,517,66541,9773,16252,6038,3950,6980,3110,275,46387,8123,14895,5610,2801,4928,2400,219,38980
306,3182,675,57,36,2965,875,13,7804,2063,996,140,71,2506,925,156,6856,3999,3660,819,433,4401,2255,646,16215,3624,4681,1379,736,3190,1768,154,15533,4121,5370,1519,743,3629,1863,60,17315,3902,5404,1812,929,4244,1787,76,18152,2728,4127,1943,1167,4584,1858,68,16467,1022,1534,867,707,2716,982,30,7848,243,289,133,109,914,334,3,2028,24882,26729,8666,4936,29146,12650,1201,108213,3150,850,100,55,2464,789,9,7425,1744,1507,339,230,1837,860,97,6608,2857,4716,1901,2044,3325,2195,350,17388,2008,5382,3104,2836,2388,1663,94,17470,2426,6443,3376,2094,2561,1597,60,18562,2339,5907,3363,2213,3267,1716,68,18880,1394,3587,2858,2583,3569,1510,48,15556,608,1293,1099,1169,2437,928,20,7553,241,305,172,153,1327,466,6,2667,16762,30005,16313,13377,23173,11734,751,112109,6332,1524,162,92,5426,1666,22,15228,3802,2507,478,303,4345,1782,252,13466,6852,8378,2721,2477,7723,4447,1000,33602,5627,10067,4481,3570,5576,3434,251,32998,6550,11823,4891,2839,6190,3462,113,35882
307,1536,379,46,22,1431,430,6,3845,1135,574,103,53,1139,439,6,3450,1853,1857,459,212,2030,1034,88,7540,1789,2073,626,317,1524,904,17,7245,2130,2431,655,379,1939,1017,22,8565,2140,2520,804,448,2452,1018,11,9401,1376,2010,968,724,2545,789,0,8416,616,822,511,414,1561,470,0,4404,149,171,88,72,548,187,0,1220,12728,12833,4263,2648,15171,6290,156,54084,1444,516,66,27,1072,377,0,3506,805,845,269,212,741,326,13,3201,881,1981,1033,1493,1160,780,66,7388,620,2233,1532,1553,729,658,14,7343,827,2856,1666,1246,1088,708,7,8395,868,2647,1843,1443,1500,685,6,8987,503,1551,1568,1698,1768,640,8,7734,369,717,649,844,1379,520,0,4479,168,192,126,103,878,281,0,1742,6475,13546,8752,8615,10305,4970,108,52777,2977,898,105,49,2497,814,5,7352,1941,1415,368,261,1881,764,17,6654,2736,3837,1499,1706,3189,1809,156,14927,2406,4311,2163,1866,2257,1555,30,14586,2959,5279,2319,1623,3030,1727,25,16960
308,3110,596,67,44,2964,685,3,7468,1975,1137,187,74,2414,808,110,6707,3614,3967,932,460,3942,2122,200,15240,3420,4657,1343,658,3078,2217,97,15466,3607,4632,1232,602,3330,2124,31,15564,3332,4460,1451,772,4155,1857,31,16060,1906,3063,1502,1004,3727,1264,30,12490,747,1100,584,517,2057,621,10,5631,193,208,105,98,667,240,5,1515,21908,23810,7403,4232,26319,11943,514,96136,2868,870,131,54,2317,591,3,6822,1515,1740,451,383,1659,549,28,6327,1936,4356,2207,2759,2397,1219,65,14936,1348,4757,3020,2922,1720,1190,16,14969,1671,5281,2709,1940,2100,1127,13,14844,1543,4571,2956,2241,2774,1147,14,15250,858,2293,2208,2186,2802,967,26,11349,510,965,831,955,2008,656,9,5917,214,244,130,130,1081,388,6,2196,12467,25080,14635,13572,18855,7832,177,92610,5976,1463,194,94,5279,1278,8,14295,3491,2878,641,459,4070,1353,137,13030,5555,8321,3140,3224,6338,3341,264,30173,4761,9411,4359,3575,4802,3405,119,30429,5282,9915,3943,2550,5432,3255,35,30408
309,8159,1369,107,59,8134,1163,27,19022,6749,2898,366,166,7859,1427,76,19543,11859,10603,2105,911,12888,3632,208,42212,10585,13908,3820,1624,8595,2864,112,41506,10580,14076,3745,1594,8573,2575,124,41267,8654,11335,3289,1528,8871,2135,142,35960,5678,8582,3730,1770,9195,2030,137,31122,2691,3973,2073,1153,6770,1565,69,18303,667,697,395,259,2494,836,15,5356,65630,67445,19628,9069,73382,18225,911,254293,8292,2013,228,71,6657,1108,33,18408,6597,4988,973,519,5976,1514,68,20633,8286,13880,5325,5239,9346,3554,164,45790,5140,14346,8996,8067,5985,2870,89,45487,5624,15967,8867,5704,6142,2549,107,44958,5070,13036,7599,4694,7364,2217,154,40135,2958,8363,6997,5127,9015,2071,156,34681,1792,3650,2994,2525,6985,1963,59,19962,800,892,450,381,3868,1642,15,8057,44564,77134,42429,32321,61328,19485,848,278104,16454,3383,336,134,14787,2266,67,37426,13346,7891,1341,690,13829,2939,144,40177,20146,24486,7431,6148,22231,7190,368,88001,15721,28255,12810,9689,14580,5734,200,86998,16206,30041,12612,7299,14719,5122,232,86230
310,4756,1215,125,56,5176,941,12,12282,3661,1910,272,130,4846,1307,19,12153,6344,6947,1584,766,7329,3246,55,26277,5215,8005,2455,1156,5643,2637,40,25148,5022,7175,1996,864,5388,1738,23,22207,4129,5697,1879,982,5387,1130,41,19236,2178,3309,1757,1189,4336,811,39,13624,902,1331,786,636,2582,544,7,6782,253,261,140,89,867,247,5,1869,32466,35851,11002,5870,41554,12605,238,139576,4700,1587,243,119,4356,825,8,11822,2981,2936,755,619,3493,844,19,11645,3601,8129,3794,4372,5612,1978,46,27532,2379,7719,5118,4866,4138,1657,24,25900,2552,7859,4304,3158,4115,1234,27,23242,2200,5919,3716,2825,4245,949,70,19923,1069,3078,2741,2748,3931,774,55,14401,741,1316,1142,1101,2803,709,21,7843,306,363,180,149,1432,465,0,2899,20525,38897,22006,19949,34124,9431,274,145209,9449,2797,369,173,9527,1763,21,24101,6639,4850,1031,748,8342,2152,35,23803,9951,15066,5380,5140,12938,5229,103,53814,7592,15722,7571,6022,9780,4297,66,51049,7573,15032,6296,4021,9501,2975,40,45449
311,4610,1169,126,57,5462,1038,12,12475,3667,1844,268,140,4952,971,18,11865,6085,6292,1468,713,8017,2130,40,24740,5292,7329,2158,971,5878,1900,30,23554,5063,6613,1854,869,5568,1493,25,21482,4073,5375,1686,825,5113,1065,33,18176,2272,3545,1711,1056,4734,762,37,14115,950,1393,820,534,2849,507,8,7056,191,193,101,79,942,199,0,1714,32195,33761,10191,5245,43510,10069,205,135171,4418,1566,197,107,4354,911,7,11561,2786,2815,796,604,3591,918,14,11519,3396,7085,3634,4323,5590,2175,30,26226,2265,7321,4668,4797,4044,1780,25,24902,2527,7475,4039,2986,4195,1402,29,22647,2104,5709,3638,2711,4217,974,53,19411,1238,3236,2960,2663,4504,892,37,15524,714,1274,1074,946,3021,672,14,7710,267,263,121,109,1573,409,3,2743,19714,36737,21112,19251,35086,10127,215,142247,9028,2736,323,172,9813,1947,23,24035,6447,4656,1060,749,8540,1889,32,23386,9483,13379,5100,5038,13603,4303,65,50969,7554,14651,6820,5767,9917,3685,58,48452,7591,14089,5891,3853,9763,2892,55,44134
312,2273,464,36,19,2052,563,0,5418,1597,794,114,56,2058,1060,48,5725,3052,3257,676,311,3608,3239,151,14290,3025,3984,997,533,2636,3106,63,14351,3072,3847,951,471,3135,3153,41,14668,2924,3663,1051,565,3546,2696,33,14478,1594,2314,1116,713,3090,1282,34,10140,595,822,465,383,1600,590,11,4460,127,122,68,68,523,170,3,1075,18255,19264,5476,3121,22265,15854,376,84612,2136,601,80,28,1659,501,7,5014,1352,1351,303,224,1391,801,47,5466,1738,3572,1647,2117,2353,1798,127,13356,1172,3964,2360,2216,1428,1382,24,12544,1439,4248,2199,1389,1682,1329,17,12301,1250,3583,2287,1702,2225,1289,27,12362,651,1739,1710,1727,2251,898,30,9007,362,642,578,714,1493,503,9,4304,154,197,97,89,812,231,3,1579,10250,19901,11266,10209,15294,8727,286,75932,4410,1065,124,49,3712,1063,11,10432,2942,2148,416,283,3451,1857,94,11190,4793,6833,2318,2427,5961,5034,275,27648,4194,7950,3361,2747,4066,4490,82,26895,4508,8089,3150,1861,4819,4481,54,26971
