SA4_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
319,1782,52,20,15,4,1885,1143,37,10,4,3,1204,1080,35,18,0,6,1145,2231,43,25,18,9,2330,3195,81,43,18,13,3350,8001,152,66,37,8,8265,6325,54,32,25,14,6454,4333,32,27,19,15,4425,1218,9,6,4,3,1242,839,7,5,4,0,863,609,8,9,3,4,629,2066,25,7,13,4,2113,32831,534,280,167,83,33897
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1808,264,145,5,3,2220,605,99,57,0,0,767,501,105,63,0,0,667,948,173,134,0,3,1260,1242,252,241,0,0,1734,3926,742,602,3,6,5282,4838,872,540,3,5,6248,6569,1044,393,3,3,8016,3595,505,119,5,13,4229,3554,369,84,0,4,4013,3445,235,89,6,6,3775,1602,274,118,3,3,1993,32623,4935,2584,25,54,40222
402,2599,217,32,5,5,2852,1492,165,26,0,0,1683,1469,198,29,0,0,1694,2829,396,66,3,7,3308,4548,554,130,0,0,5234,14942,1254,255,9,25,16481,14933,884,124,0,23,15964,10601,510,46,3,22,11186,3077,137,11,0,8,3230,2063,93,5,0,7,2169,1103,52,4,0,0,1165,3022,189,33,0,5,3256,62671,4638,768,25,103,68212
403,2437,285,73,3,4,2805,1104,143,30,0,0,1278,1067,122,33,4,0,1224,2006,239,84,5,0,2341,2865,361,184,3,3,3415,9430,1017,463,0,22,10937,11039,1024,236,3,17,12326,10633,932,133,4,17,11725,3925,322,43,3,10,4305,3143,209,34,0,0,3398,1947,132,31,3,3,2117,2404,255,71,5,7,2744,52009,5053,1435,32,76,58602
404,1283,274,66,6,5,1634,513,135,51,0,0,700,445,108,61,0,0,615,833,228,135,6,4,1201,1147,352,217,3,3,1717,3348,1133,483,8,8,4986,4623,1296,311,0,17,6254,5952,1136,165,6,21,7274,2546,354,43,0,6,2940,1886,264,35,4,3,2196,1068,184,15,5,0,1272,1292,250,76,0,5,1619,24934,5712,1656,37,75,32417
405,865,21,4,5,0,896,738,29,0,3,0,770,716,25,0,0,0,744,1423,40,4,3,0,1475,1688,31,0,0,0,1721,3381,51,0,8,10,3452,2529,18,0,3,3,2558,1625,13,0,7,0,1637,457,8,0,0,0,466,341,6,0,4,0,341,239,5,0,0,4,246,737,17,0,0,5,758,14737,248,12,48,31,15073
406,401,59,9,5,0,471,290,97,5,0,0,394,322,88,0,0,0,414,641,182,9,5,0,840,902,190,5,6,3,1105,1907,176,16,4,11,2114,1323,55,0,8,4,1395,934,31,0,8,5,975,272,9,9,5,0,286,189,4,0,0,3,199,122,7,0,0,0,133,433,48,8,4,4,494,7723,951,58,65,29,8831
407,1366,42,8,7,0,1426,1037,51,8,0,7,1101,1085,66,7,7,7,1174,2223,79,26,10,0,2342,2931,69,13,9,7,3029,5772,84,16,16,15,5901,3726,37,8,9,8,3786,2388,24,0,11,10,2430,733,11,0,5,5,748,553,3,0,3,0,557,418,6,3,6,0,429,1182,31,7,8,4,1233,23405,495,105,90,64,24161
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1095,40,8,3,4,1144,541,29,8,0,4,582,466,29,7,0,0,500,910,37,8,7,0,970,1366,67,7,6,0,1447,4417,181,16,9,4,4632,5436,121,13,10,4,5586,5626,95,13,3,10,5745,2074,36,3,6,0,2113,1486,34,4,3,0,1532,926,29,4,3,4,953,1372,55,7,4,8,1446,25718,738,86,66,43,26651
502,571,47,13,3,0,636,256,25,5,5,0,297,229,37,6,0,0,267,444,40,7,3,0,496,611,59,14,3,0,684,2272,135,30,0,0,2441,3034,79,18,4,0,3136,3542,59,19,0,0,3625,1278,20,10,0,5,1311,920,16,21,0,0,959,600,8,11,0,0,623,872,31,11,0,0,913,14637,555,169,20,8,15377
503,764,146,219,0,4,1138,172,29,70,0,0,277,126,36,80,0,0,235,183,60,150,0,0,393,253,102,242,0,0,601,660,285,791,0,0,1739,658,377,966,5,0,2007,1468,566,905,5,0,2955,1245,354,389,4,0,1997,2193,428,359,5,0,2990,4377,347,251,3,3,4977,779,160,192,0,0,1135,12893,2891,4627,18,13,20440
504,1721,152,23,0,0,1891,580,64,13,0,0,659,509,48,20,0,0,581,928,118,50,0,0,1101,1390,172,60,0,0,1632,5166,632,233,0,0,6042,8309,723,148,0,4,9178,11966,618,99,5,9,12698,5177,185,26,0,6,5397,3542,146,23,0,0,3710,2034,67,13,0,0,2118,2409,126,32,0,6,2574,43729,3058,750,15,36,47579
505,3482,483,61,8,0,4034,1082,161,24,0,0,1263,949,168,32,0,0,1148,1631,342,66,0,0,2040,2440,472,86,8,0,3003,8517,1937,345,4,3,10803,13006,2495,325,5,3,15837,20720,2515,222,0,8,23471,10446,940,82,0,0,11467,8468,698,63,0,0,9228,5806,368,46,0,0,6223,4680,581,66,0,0,5331,81217,11153,1423,17,26,93840
506,2977,288,85,0,4,3352,997,107,31,0,0,1139,933,96,43,0,0,1069,1700,226,65,8,0,1992,2490,324,105,0,0,2928,9407,1177,428,0,13,11020,13620,1264,463,4,10,15363,18009,1134,389,6,10,19552,7895,412,139,0,5,8454,5766,334,126,4,0,6227,3948,231,88,3,7,4280,3941,276,120,4,4,4344,71681,5860,2080,43,55,79720
507,2502,244,80,0,3,2832,882,74,27,0,0,983,814,81,42,0,0,938,1399,148,60,5,0,1617,2039,217,149,0,0,2401,7826,770,407,6,0,9009,11738,940,385,3,5,13073,16155,984,309,3,19,17471,7181,430,134,4,4,7747,5777,367,112,0,5,6259,4190,250,100,0,7,4548,3517,261,100,3,4,3894,64019,4759,1905,26,52,70757
509,1068,11,0,5,7,1094,525,3,0,3,0,539,526,9,0,0,4,542,942,11,0,5,3,962,1100,13,3,6,8,1123,2848,40,3,10,4,2905,2640,25,6,10,7,2676,2485,26,0,4,9,2521,977,14,0,5,4,1002,688,14,0,0,0,704,441,8,0,0,4,454,903,12,0,6,6,924,15134,188,19,53,56,15450
510,135,11,6,16,3,170,44,7,0,5,4,62,39,15,0,6,3,58,126,25,0,18,0,166,158,24,8,21,0,208,478,64,8,31,0,585,575,53,4,25,0,662,820,62,11,35,4,931,460,23,0,17,4,504,473,12,0,13,5,506,358,8,0,20,14,393,228,11,3,21,5,270,3886,323,46,227,40,4526
511,553,26,0,32,9,615,289,8,0,5,0,307,275,19,4,7,0,309,634,39,6,11,6,692,815,59,3,21,0,901,2380,133,11,28,0,2556,2362,83,5,29,4,2481,2489,83,0,34,3,2615,888,11,0,12,0,913,697,18,0,9,3,732,402,14,0,14,7,446,761,19,4,23,0,802,12555,512,35,226,39,13368
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,1563,55,49,0,3,1666,818,30,25,0,0,879,726,26,36,4,0,787,1411,52,59,3,0,1523,2057,64,91,0,3,2219,6233,208,246,9,4,6695,6395,154,159,8,0,6718,5832,114,91,4,8,6042,2090,49,17,4,6,2165,1551,35,27,3,0,1613,1045,24,17,4,0,1092,1356,34,44,0,4,1441,31083,834,857,44,26,32843
602,966,33,23,3,3,1028,586,19,16,0,0,618,654,25,10,0,0,693,1250,58,48,0,0,1362,1868,61,46,0,0,1979,4725,118,93,4,5,4942,3503,86,34,8,0,3633,2334,70,10,8,3,2428,687,12,8,0,0,709,536,7,5,0,0,549,328,9,3,0,0,344,871,27,15,0,3,911,18296,531,324,23,21,19194
603,322,4,0,0,0,328,250,0,0,6,0,256,233,0,0,5,0,240,414,0,0,5,0,423,562,5,0,0,0,568,1245,8,0,0,4,1252,1051,0,0,0,0,1055,755,0,0,6,0,761,217,0,0,0,0,217,150,0,0,0,0,151,103,0,0,0,0,108,324,0,0,0,0,326,5622,20,4,22,12,5683
604,726,26,0,0,3,764,621,18,0,4,0,638,557,11,0,3,0,573,1207,27,3,3,0,1247,1684,26,0,3,0,1716,4019,48,4,9,4,4078,2535,19,0,3,0,2566,1534,4,0,3,0,1550,454,0,0,0,3,460,324,0,0,0,0,324,219,3,0,5,0,230,716,4,0,4,0,720,14604,185,20,42,17,14859
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,432,25,77,7,0,537,127,10,29,4,0,169,120,15,34,5,0,175,267,43,77,3,0,387,341,52,132,4,0,528,1263,201,383,15,0,1864,1846,223,438,10,0,2516,3648,220,402,10,3,4271,2230,93,164,9,0,2500,1807,51,116,3,0,1991,1099,35,72,0,0,1207,753,55,89,5,0,908,13928,1019,2016,70,9,17048
702,147,16,3,28,4,195,60,12,0,7,0,82,57,6,4,4,0,72,89,28,5,20,3,140,178,50,9,19,3,255,505,157,7,30,9,719,785,162,8,13,7,979,929,90,4,22,9,1057,408,23,0,17,3,444,265,23,0,13,6,303,169,7,0,8,5,189,217,26,4,19,8,269,3795,601,50,200,65,4705
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,2159,359,244,0,0,2757,611,96,71,0,0,781,527,118,96,0,0,734,897,222,228,0,0,1338,1196,314,397,0,0,1906,3761,1237,1954,0,3,6957,5694,2353,2401,0,6,10452,11809,2768,2002,0,0,16581,7991,955,610,0,5,9568,7248,696,510,0,4,8466,4990,407,309,0,4,5711,2120,367,288,0,0,2773,48997,9892,9102,7,31,68028
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,18,0,3,0,0,20,6,0,0,0,0,6,5,0,0,0,0,9,21,3,0,0,0,26,22,0,0,0,0,21,67,8,6,0,0,72,45,0,0,0,0,49,44,4,0,0,0,45,15,0,0,0,0,15,6,0,0,0,0,6,3,0,0,0,0,9,19,0,0,0,0,19,261,13,6,0,4,286
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
