SA4_CODE_2021,F_Mgmt_Cmrce_35_44_yr,F_Mgmt_Cmrce_45_54_yr,F_Mgmt_Cmrce_55_64_yr,F_Mgmt_Cmrce_65_74_yr,F_Mgmt_Cmrce_75_84_yr,F_Mgmt_Cmrce_85_yr_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24_yr,F_FoodHos_PsnlSvcs_25_34_yr,F_FoodHos_PsnlSvcs_35_44_yr,F_FoodHos_PsnlSvcs_45_54_yr,F_FoodHos_PsnlSvcs_55_64_yr,F_FoodHos_PsnlSvcs_65_74_yr,F_FoodHos_PsnlSvcs_75_84_ye,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24_yr,F_Mix_Fld_Prog_25_34_yr,F_Mix_Fld_Prog_35_44_yr,F_Mix_Fld_Prog_45_54_yr,F_Mix_Fld_Prog_55_64_yr,F_Mix_Fld_Prog_65_74_yr,F_Mix_Fld_Prog_75_84_yr,F_Mix_Fld_Prog_85_yr_over,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85_over,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24_yr,P_Nat_Phy_Sci_25_34_yr,P_Nat_Phy_Sci_35_44_yr,P_Nat_Phy_Sci_45_54_yr,P_Nat_Phy_Sci_55_64_yr,P_Nat_Phy_Sci_65_74_yr,P_Nat_Phy_Sci_75_84_yr,P_Nat_Phy_Sci_85_yr_over,P_Nat_Phy_Sci_Tot,P_IT_15_24_yr,P_IT_25_34_yr,P_IT_35_44_yr,P_IT_45_54_yr,P_IT_55_64_yr,P_IT_65_74_yr,P_IT_75_84_yr,P_IT_85_yr_over,P_IT_Tot,P_Egnr_rel_Tech_15_24_yr,P_Egnr_rel_Tech_25_34_yr,P_Egnr_rel_Tech_35_44_yr,P_Egnr_rel_Tech_45_54_yr,P_Egnr_rel_Tech_55_64_yr,P_Egnr_rel_Tech_65_74_yr,P_Egnr_rel_Tech_75_84_yr,P_Egnr_rel_Tech_85_yr_over,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24_yr,P_Arc_Bld_25_34_yr,P_Arc_Bld_35_44_yr,P_Arc_Bld_45_54_yr,P_Arc_Bld_55_64_yr,P_Arc_Bld_65_74_yr,P_Arc_Bld_75_84_yr,P_Arc_Bld_85_yr_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85_over,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24_yr,P_Mgmt_Cmrce_25_34_yr,P_Mgmt_Cmrce_35_44_yr,P_Mgmt_Cmrce_45_54_yr,P_Mgmt_Cmrce_55_64_yr,P_Mgmt_Cmrce_65_74_yr,P_Mgmt_Cmrce_75_84_yr,P_Mgmt_Cmrce_85_yr_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24_yr,P_Mix_Fld_Prog_25_34_yr,P_Mix_Fld_Prog_35_44_yr,P_Mix_Fld_Prog_45_54_yr,P_Mix_Fld_Prog_55_64_yr,P_Mix_Fld_Prog_65_74_yr,P_Mix_Fld_Prog_75_84_yr,P_Mix_Fld_Prog_85_yr_over,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85_over,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
203,3977,3236,2257,1347,447,131,15004,1086,3179,3185,3109,2597,1594,442,72,15260,468,1122,1050,675,463,270,105,40,4194,601,1439,1233,935,638,426,224,47,5537,17,21,11,5,5,11,3,3,81,66,216,304,287,214,142,43,24,1298,1041,1195,1257,1098,1018,1211,1311,962,9096,6119,18457,18408,15440,12874,9674,4587,1869,87417,509,981,964,888,693,562,247,42,4885,289,1022,1082,644,428,242,36,3,3734,1104,3902,3403,3839,3809,3436,1730,544,21760,1062,3734,2708,1996,1526,939,509,159,12629,297,671,831,743,591,366,202,50,3750,1313,5335,4317,3584,3445,2493,1030,342,21845,559,2888,3204,2658,2853,3177,1479,318,17146,1158,5039,6621,5472,4137,2865,990,236,26513,1550,4471,4355,4210,3543,2358,762,128,21375,838,1806,1705,1098,685,490,165,53,6847,816,2234,1961,1430,988,635,304,79,8446,43,47,24,16,14,19,11,3,172,128,454,621,576,454,326,134,49,2734,2293,2685,2561,2425,2171,2340,2254,1464,18183,11949,35267,34359,29567
204,1804,1851,1511,814,267,72,8015,472,1369,1536,1627,1626,951,229,31,7832,130,309,333,242,208,124,49,28,1428,389,832,722,618,451,296,113,28,3440,24,12,11,4,10,11,0,0,74,29,90,102,151,109,68,30,9,591,960,830,878,1002,1030,1018,993,625,7332,3374,8213,8967,8934,8461,6198,2880,1105,48140,87,264,374,383,343,361,105,16,1940,76,233,325,248,202,137,28,0,1258,710,2022,2190,2397,2673,2293,1057,255,13598,486,1283,1040,986,1004,720,305,87,5917,290,681,789,851,752,489,184,57,4089,572,2059,1958,1906,2132,1607,654,215,11110,287,1321,1511,1464,1600,1850,791,133,8963,571,2015,2718,2852,2458,1572,532,128,12847,712,1838,1993,2122,2071,1393,390,64,10583,235,530,526,393,344,228,86,40,2382,562,1254,1135,983,762,465,188,37,5386,42,28,17,7,12,11,3,3,128,64,221,249,341,278,189,96,27,1478,2027,1795,1851,2041,2250,2161,1795,956,14873,6738,15545,16681,16975
205,2578,2406,2093,1326,432,111,11515,721,2349,2310,2591,2661,1711,413,64,12827,186,535,472,325,361,246,99,28,2253,490,1533,1131,911,712,487,209,34,5501,4,14,14,13,13,7,4,0,65,42,130,157,178,172,118,50,11,856,1304,1460,1517,1458,1674,1923,1600,1042,11979,4718,13324,13142,12604,12970,10337,4681,1742,73526,170,430,470,461,470,448,166,26,2636,104,433,510,319,346,237,46,9,2005,1136,3406,3272,3836,4753,4334,2116,518,23365,653,2100,1763,1666,1732,1322,619,168,10032,318,958,1179,1109,978,550,190,46,5322,809,3061,2652,2487,3055,2541,1011,257,15869,443,2046,2202,2174,2492,2908,1302,226,13785,709,3072,3737,3542,3335,2459,866,176,17896,984,3023,2978,3296,3426,2429,679,117,16939,333,875,743,524,553,460,170,48,3713,688,2051,1675,1391,1149,772,337,57,8115,15,28,23,21,25,14,8,0,132,97,288,378,387,424,320,144,46,2080,2719,3024,3168,3102,3534,3817,3012,1693,24067,9188,24796,24735,24313
206,11245,7640,4175,1997,523,174,46437,2949,13461,8444,6163,4489,3013,1057,210,39784,2893,9682,4937,2561,1429,654,258,86,22488,1023,2772,1551,1074,676,367,173,46,7681,107,46,21,16,22,16,10,4,247,587,1512,1111,913,583,346,138,39,5231,2717,5720,3370,2251,1781,1484,1298,1009,19627,20109,76820,45284,30277,21309,13550,5809,2245,215411,3069,6805,3720,2609,1975,1191,521,110,19989,1810,7862,5778,2550,1318,472,67,9,19870,2065,12456,6632,4369,3710,2515,1335,501,33584,1363,7343,4073,2709,1754,875,405,111,18629,418,1500,947,645,463,241,88,24,4325,2505,15034,7982,5016,4248,2826,1333,408,39360,802,6119,3985,3593,4220,3789,1440,319,24264,7027,31586,21685,14370,8548,4360,1392,359,89319,4402,21243,13561,9855,7345,5239,1947,393,63974,4663,16684,8961,4580,2486,1159,435,112,39085,1702,5246,3000,1844,1203,565,257,60,13877,197,104,51,30,37,32,15,9,478,903,2664,2021,1579,1025,576,241,59,9076,5409,11726,7268,4944,3973,3037,2386,1602,40342,36341,146369,89676,58693
207,7586,6929,4145,2110,874,366,29714,957,2995,3102,3687,2874,2001,940,265,16812,885,1739,1379,1020,624,371,176,102,6300,391,800,795,787,502,338,214,87,3917,44,16,18,14,23,30,17,12,170,166,315,424,560,369,251,145,60,2299,835,1237,1056,985,815,847,1001,1008,7780,7513,21896,22779,22323,16981,11661,6692,3129,112977,1167,1845,1594,1846,1845,1262,759,217,10522,818,2725,4071,2662,1597,532,76,10,12492,917,3839,3908,4013,3991,3024,2182,862,22742,633,1857,1526,1598,1244,717,568,182,8320,168,394,354,369,310,206,111,48,1954,1531,5529,4662,4517,4102,2963,1772,806,25879,422,2235,1997,2689,3129,3209,1942,563,16179,3205,11470,13432,12761,8490,4736,2163,780,57040,1596,4725,4649,5623,4542,3396,1676,487,26702,1508,3051,2225,1616,1024,595,284,153,10468,621,1400,1360,1220,838,519,307,112,6382,87,57,47,27,38,52,26,12,344,282,600,726,896,655,428,241,100,3930,1826,2668,2177,2007,1614,1552,1664,1484,14990,14776,42396,42734,41838
208,8310,7919,4406,2320,905,422,31378,998,3770,4438,4662,3281,2176,825,216,20371,852,2100,1843,1409,845,449,223,96,7821,448,1107,1069,1054,775,511,269,109,5338,27,20,11,18,14,26,11,7,123,161,395,584,753,399,245,120,59,2712,718,1282,1322,1151,914,1082,1230,1308,9006,6864,23923,27314,26843,18903,12888,6421,3345,126490,910,1766,1902,2192,1815,1115,473,145,10325,518,2571,3790,2683,1533,582,76,7,11758,867,4009,4325,4671,4674,3561,2206,925,25229,693,2669,2401,2304,1655,1030,485,194,11439,175,518,475,537,392,188,83,34,2399,1220,5545,5043,4835,4058,2813,1481,675,25671,534,2909,3069,3854,4062,3704,1657,501,20286,2586,10787,15200,15009,9000,5065,2095,777,60527,1583,5852,6524,7076,5011,3645,1440,362,31497,1430,3465,3028,2271,1385,780,370,136,12860,672,1742,1759,1631,1168,705,383,129,8200,56,42,29,31,25,35,19,8,240,245,689,988,1214,728,451,236,104,4661,1545,2780,2684,2398,1810,1926,2040,1874,17054,13038,45340,51225,50709
209,8148,5897,3631,1710,486,162,28199,1559,5527,6131,4824,3468,1767,471,85,23831,816,2272,2027,1166,509,264,106,32,7184,886,2383,2208,1603,952,496,179,39,8739,31,29,16,23,18,16,8,3,151,134,555,750,558,333,188,66,22,2605,1458,2267,2128,1637,1451,1448,1300,1012,12704,9859,33860,34800,25289,17302,10378,4257,1862,137608,1011,2442,2541,1970,1385,913,374,65,10709,891,3668,4879,2121,943,355,41,0,12893,1770,6880,7470,6600,5922,4136,2096,589,35457,1430,4374,3575,2875,1879,1052,560,151,15894,275,829,916,733,473,227,103,12,3564,2135,7844,6638,4744,3515,2203,797,287,28163,847,4729,4753,4158,3521,2913,1124,243,22288,2582,12039,14366,10408,6578,3509,1117,284,50875,2330,8029,8564,6866,4906,2718,790,157,34355,1467,4078,3626,2052,933,480,196,51,12898,1330,3708,3692,2413,1410,749,287,82,13679,84,75,52,30,41,31,23,3,337,261,1044,1418,1103,699,413,162,49,5141,3352,4918,4594,3694,3078,2756,2375,1625,26379,19756,64647,67083,49771
210,5949,4016,2483,1051,327,103,20307,1297,4386,4347,3315,2077,948,221,27,16619,445,1284,1077,545,235,103,67,18,3778,662,1892,1639,1068,713,381,114,26,6492,40,28,24,13,21,20,3,5,161,110,437,550,319,201,115,32,14,1773,1463,2293,2099,1586,1205,1082,1037,739,11494,7856,26512,24774,16992,11137,6084,2716,1164,97236,703,1561,1597,1091,662,410,137,21,6183,672,3016,3563,1326,523,211,25,0,9336,1377,5834,5651,5019,4711,2956,1591,485,27627,1272,3533,2563,1819,1130,647,310,95,11366,174,557,558,452,340,155,58,15,2300,1488,5555,3898,2637,1972,1111,443,116,17227,780,3965,3573,2930,2352,1592,592,111,15901,2006,9706,10725,6952,4447,2129,616,170,36765,1970,6216,5966,4502,2935,1432,379,62,23459,844,2276,1862,927,436,205,112,29,6688,987,3066,2923,1661,1087,552,229,55,10566,72,64,56,28,33,37,13,5,298,211,824,1087,665,455,278,99,36,3650,3286,5134,4510,3392,2608,2017,1856,1145,23946,15847,51308,48527,33404
211,8549,6856,4603,2456,902,301,30620,1398,4077,4825,4905,3956,2266,680,128,22231,743,1642,1632,1095,656,343,156,44,6306,977,2005,1765,1603,1032,660,315,74,8420,17,29,20,24,18,22,7,6,151,120,313,480,505,359,198,88,27,2092,1014,1452,1556,1347,1264,1268,1531,1507,10942,8627,27050,31246,26973,20402,13417,6536,2895,137151,688,1684,2015,1979,1418,1031,437,119,9359,584,2405,4768,2615,1349,577,79,5,12393,1436,5861,7050,7357,7407,5455,3130,921,38620,1616,4333,3661,3323,2603,1486,844,249,18116,442,1085,1150,1076,751,339,135,50,5018,2000,6557,5628,5086,4301,2973,1358,446,28348,854,4366,4555,4387,4095,3801,1903,413,24376,2067,9819,14190,11593,8232,5059,2001,549,53509,2145,5964,6726,6642,5359,3432,1159,263,31691,1375,2956,2824,1840,1091,631,295,87,11101,1261,2809,2728,2371,1618,946,455,114,12310,48,72,41,40,29,46,16,6,295,227,613,914,995,732,469,215,74,4246,2222,3147,3230,3079,2585,2354,2670,2255,21539,16967,51657,59476,52383
212,14077,9121,5572,2639,1012,344,47991,2553,7766,7913,6676,4660,2191,613,136,32504,914,2183,1598,876,475,323,148,49,6553,1595,3804,3358,2254,1313,771,295,79,13470,74,62,37,36,30,35,22,10,309,235,770,1036,664,437,260,118,42,3562,2964,4677,3825,2962,2374,2195,2065,1635,22690,17100,53345,50831,35221,23525,14082,6959,3194,204256,1724,3849,3270,2446,1737,1104,520,116,14765,1974,7581,9219,3886,1686,535,75,12,24976,3298,13031,12549,11034,10048,6671,3598,1123,61344,2243,5839,4208,3342,2196,1370,819,244,20259,457,1164,1186,923,625,337,130,35,4862,3378,11682,8856,6036,4119,2754,1279,449,38541,1460,6039,5814,4937,3878,3132,1571,472,27293,5006,22386,24344,15835,9719,5107,2050,632,85069,3779,11049,10934,9011,6403,3328,1042,240,45785,1776,3868,2944,1555,874,561,256,83,11913,2314,6271,5929,3506,2109,1139,474,126,21869,152,155,111,79,54,55,37,18,653,455,1464,1969,1354,946,575,273,97,7136,6590,10340,8255,6272,5002,4206,3813,2509,46987,34604,104707,99588,70200
213,15579,8445,4568,1865,463,108,46408,2230,8720,9223,6557,4210,1763,328,51,33091,989,2952,2317,1114,538,213,65,14,8200,1555,3977,3754,2131,1142,590,185,41,13375,62,60,42,33,33,35,9,3,287,208,1005,1336,689,365,266,59,19,3950,3110,5727,4867,3136,2302,2060,1580,1185,23979,15438,58311,57845,33842,20041,10586,3938,1747,201736,1252,3533,3719,2249,1208,741,202,28,12935,1611,9236,12349,3554,1178,353,45,3,28332,2852,12365,13329,9857,8340,5576,2236,573,55137,2200,5635,4603,3101,1853,1087,461,124,19067,270,1007,1123,716,439,228,68,10,3864,2723,10957,8345,5454,3351,1865,550,177,33424,1417,6642,6448,4979,3608,2269,887,167,26415,4291,22973,27919,14964,8007,3634,875,166,82827,3408,12339,12808,9048,5766,2663,616,95,46738,1798,5137,4099,2047,951,406,134,26,14611,2320,6942,6769,3342,1781,905,306,60,22422,147,140,87,60,66,53,23,8,581,408,1906,2579,1444,850,583,180,39,7999,7057,12371,10458,6851,5028,4117,3032,1800,50708,31759,111186,114643,67664
214,3588,3541,2618,1623,746,241,15378,765,2368,2821,2984,2495,1519,512,85,13554,308,853,840,652,462,297,163,36,3608,546,1371,1237,1023,750,612,275,50,5863,26,11,12,12,7,15,11,5,105,65,161,230,306,186,165,63,13,1196,1009,1108,1241,1332,1108,1334,1497,1209,9838,4672,14089,16083,15677,12855,9925,5346,2251,80892,217,516,639,697,549,516,277,69,3486,197,529,878,731,481,266,55,4,3138,802,2809,3173,3814,3996,3399,2213,686,20895,864,2957,2638,2302,1750,1231,651,188,12598,296,676,751,736,553,223,94,38,3362,845,3375,3275,3175,2930,2288,1120,399,17404,442,2475,2695,2584,2636,2828,1338,291,15290,860,3909,5831,5882,4590,3314,1585,436,26408,1132,3243,3699,3924,3341,2327,888,172,18724,569,1395,1404,1041,730,515,261,65,5992,704,1904,1811,1603,1197,847,389,75,8529,40,33,27,18,17,16,21,10,184,115,328,473,599,383,303,156,48,2411,2024,2357,2541,2895,2375,2477,2603,1891,19153,9111,26517,29851,30002
215,1325,1118,884,384,107,26,5358,414,1142,997,1251,1180,632,123,24,5758,61,199,188,147,106,60,21,11,795,304,696,566,487,321,235,76,22,2710,11,31,9,4,7,5,5,0,68,25,59,71,59,58,39,10,12,328,763,858,836,837,889,990,903,666,6745,2671,7023,6344,6141,5826,4168,2063,997,35235,44,218,207,200,186,131,38,5,1020,51,223,211,101,92,58,10,3,738,581,1763,1419,1355,1629,1295,568,134,8752,295,785,581,528,639,442,181,48,3493,336,820,943,868,857,416,150,46,4438,423,1688,1256,1233,1596,1128,430,155,7905,213,1133,1012,1052,1019,1045,533,117,6122,508,1762,1930,1760,1411,750,203,45,8377,548,1549,1317,1628,1510,845,187,33,7618,112,333,292,217,162,101,45,17,1273,431,1005,839,741,550,356,138,27,4091,22,53,24,8,12,9,5,5,134,44,135,169,172,167,110,40,18,860,1628,1883,1820,1858,2015,2064,1701,1054,14017,5224,13349,12022,11722
216,1153,1032,803,401,125,43,4769,418,1032,1056,1094,1001,544,124,15,5283,66,162,112,84,67,53,10,5,564,274,689,511,396,294,205,72,13,2452,15,19,7,7,3,3,0,0,53,14,66,81,78,51,22,14,3,334,647,754,727,693,744,775,807,644,5798,2457,6229,5839,5484,4994,3404,1799,891,31102,83,193,238,197,143,109,21,10,1005,76,196,177,98,77,41,5,0,674,549,1580,1420,1603,1652,1284,612,151,8843,290,711,528,591,578,389,196,60,3345,209,532,599,579,557,248,121,32,2873,470,1600,1292,1229,1239,817,384,98,7117,243,979,894,881,896,837,412,87,5233,350,1488,1692,1577,1293,771,267,68,7507,544,1373,1314,1374,1242,730,190,31,6807,129,253,195,142,110,81,28,11,950,378,989,766,643,469,321,124,20,3706,19,33,14,17,5,7,0,0,98,30,119,165,171,147,84,39,11,771,1399,1632,1506,1616,1618,1604,1524,985,11891,4765,11669,10808,10731
217,1002,1057,821,421,102,29,4490,266,913,952,1077,1151,655,148,25,5180,64,182,196,174,143,115,33,7,913,333,622,536,430,274,160,79,22,2448,4,6,3,5,4,5,4,0,29,17,48,73,88,62,47,19,18,375,498,514,546,564,656,739,680,518,4720,2108,5511,5700,5659,5560,4101,1875,838,31350,51,201,227,230,180,180,61,18,1145,49,142,145,102,95,66,14,0,605,439,1247,1260,1429,1483,1107,468,116,7552,293,832,724,592,643,408,180,51,3732,327,738,796,832,750,452,153,42,4083,324,1464,1284,1266,1569,1147,469,143,7675,231,862,967,1000,1099,1240,499,108,6012,370,1250,1509,1609,1326,828,224,49,7162,358,1179,1182,1373,1462,951,222,37,6760,121,332,294,259,201,198,59,15,1493,439,903,821,665,463,273,121,30,3713,8,18,13,7,9,8,5,0,61,45,136,159,185,160,109,47,34,873,1102,1149,1208,1285,1397,1436,1244,799,9612,4143,10468,10580,10840
297,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,13,16,0,0,0,49,0,20,14,19,18,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,37,26,0,0,0,96,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,38,98,129,111,13,0,0,389,7,48,136,178
301,3762,3732,2636,1324,439,109,15443,795,1720,2275,2095,1688,1085,292,42,9989,333,572,599,454,263,138,88,32,2478,635,969,1009,831,553,385,134,24,4545,32,15,9,13,13,7,15,19,119,52,83,148,165,120,83,27,9,680,503,618,727,666,606,677,773,776,5348,4670,10186,13292,12713,9883,6402,2839,1324,61313,195,387,588,638,457,377,148,28,2811,208,536,921,833,429,171,29,0,3136,1080,2655,3454,3701,3963,3027,1615,429,19931,687,1653,1787,1525,1241,1067,507,133,8579,164,264,420,429,324,198,80,10,1884,885,2162,2374,2442,2227,1461,596,210,12356,356,1419,2035,2234,1943,1567,671,146,10373,1651,3766,5842,5957,4421,2464,847,197,25131,1256,2426,3075,2899,2253,1546,503,101,14058,650,970,932,702,440,263,132,41,4137,887,1332,1453,1262,835,558,227,38,6589,55,28,16,26,23,18,21,22,210,111,173,338,378,282,203,76,22,1586,1085,1294,1499,1460,1253,1335,1308,1113,10352,9276,19061,24715,24480
302,4299,3277,2012,889,296,104,15612,868,2341,2314,1958,1318,765,260,60,9885,463,1005,779,434,211,109,51,25,3079,557,1039,840,637,358,218,76,27,3748,32,25,12,4,7,14,5,8,102,59,152,232,185,121,69,35,19,872,546,920,774,583,499,512,649,754,5241,5198,14836,14802,11429,7697,4652,2409,1387,62399,239,726,913,658,417,282,112,43,3390,389,1367,1781,870,403,129,24,0,4957,843,3197,3401,2851,2477,1755,945,386,15853,452,1555,1349,1088,823,516,323,101,6208,109,272,368,315,230,106,53,16,1470,1208,3903,3325,2611,1847,1100,602,218,14808,344,1503,1896,1937,1555,1317,674,195,9420,1773,6112,7169,5594,3568,1838,680,209,26929,1385,3538,3371,2881,1958,1197,440,108,14878,778,1646,1278,747,384,194,91,38,5152,835,1634,1441,1016,604,319,115,44,6012,59,46,29,14,7,16,3,8,187,124,319,449,400,273,158,73,38,1825,1214,1927,1638,1313,1033,1003,1100,1111,10346,9750,27744,28399,22290
303,7651,5117,2956,1419,402,109,26753,1499,4018,4125,2946,2020,1118,328,59,16119,969,1833,1399,790,443,197,82,40,5748,876,1357,1151,825,476,250,119,33,5083,72,32,28,17,20,21,6,3,206,115,326,393,289,173,117,48,21,1487,1118,1732,1380,939,813,707,737,708,8147,9929,26941,25850,18155,12095,7169,3183,1408,104716,911,2061,2028,1322,936,634,259,49,8206,793,2871,3454,1852,782,227,37,3,10025,1723,5635,5550,4280,3872,2593,1436,444,25547,671,2273,1960,1516,1103,687,388,115,8713,204,507,544,436,333,182,83,27,2312,2100,7252,5767,3901,2946,1751,818,280,24819,562,2611,2951,3253,2584,2046,920,229,15165,3818,12331,13363,9042,5367,2893,913,226,47949,2446,6202,6023,4562,3107,1909,636,130,25014,1669,3199,2327,1309,726,350,130,57,9776,1400,2432,2027,1384,780,413,192,48,8665,150,80,60,33,33,34,21,3,416,215,640,744,594,347,243,104,50,2936,2412,3688,2963,2120,1771,1468,1353,1034,16810,19066,51799,49766,35603
304,3360,3063,1654,882,320,105,12380,828,1625,2197,2048,1307,997,438,84,9526,446,698,766,584,320,175,86,29,3107,380,430,451,420,256,144,69,21,2173,53,10,4,12,10,4,6,0,98,61,102,149,165,112,86,59,16,751,370,409,427,331,258,287,324,396,2793,4473,9358,12755,11615,7681,5404,2654,1048,54988,594,1073,1388,1283,893,674,367,85,6358,330,753,1567,1225,556,195,39,0,4667,750,2221,3012,2653,2171,1680,977,305,13770,307,834,1026,906,634,466,262,89,4520,119,280,365,347,251,149,93,35,1642,855,2357,2667,2599,2074,1404,806,265,13034,241,1104,1644,2017,1689,1668,800,182,9342,1845,3514,5860,5664,3356,2046,810,229,23326,1405,2574,3262,3182,2077,1720,799,154,15172,790,1235,1242,903,485,289,144,45,5135,590,678,700,636,381,209,111,28,3334,104,19,10,12,9,9,7,0,175,141,199,293,324,209,152,97,39,1457,862,869,869,688,530,493,555,573,5433,8926,17727,23908,22439
