SA4_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
308,95621,92431,188056,42697,24361,67057,9304,22066,31372,4039,3891,7930,3387,2768,6153,59424,53081,112510,25760,32152,57909,5.7,5.2,5.5,62.1,57.4,59.8,58.6,54.4,56.6,1762,2013,3778,918,1935,2852,6194,11568,17761,5073,7760,12831,28629,14366,42993,1406,2007,3407,1302,1633,2942,31334,18010,49344,87667,86525,174192,18170,19223,37395,56915,54679,111596,42692,45218,87911
309,253378,277262,530640,103610,66111,169716,39351,71130,110487,12773,19046,31813,9521,8218,17744,165257,164500,329760,71535,94947,166477,5.8,5,5.4,65.2,59.3,62.1,61.5,56.4,58.8,11454,13009,24464,3411,7248,10657,33136,47687,80825,24039,36212,60252,64255,35285,99542,2589,3728,6316,4344,6877,11219,71186,45896,117086,234079,248363,482439,55454,60917,116368,132517,139837,272356,141683,155152,296835
310,139335,144933,284270,59838,37993,97829,16939,31550,48490,6383,9064,15446,6084,5501,11585,89244,84109,173351,42371,52942,95313,6.8,6.5,6.7,64,58,61,59.7,54.2,56.9,4354,4851,9203,1558,3404,4966,12407,19557,31971,10522,15517,26037,35291,22396,57689,2125,2998,5117,2118,3084,5207,39539,28482,68021,137469,141995,279460,27584,29593,57170,80703,82228,162934,73240,78886,152126
311,134968,142032,276999,59090,34864,93956,17037,31302,48338,5824,8144,13968,6207,5602,11808,88156,79915,168068,37924,52889,90808,7,7,7,65.3,56.3,60.7,60.7,52.3,56.4,3183,3802,6988,1117,2809,3921,10217,16539,26758,9457,15706,25165,36817,22406,59220,1935,2829,4761,2163,3229,5396,40917,28467,69378,135995,140184,276178,26069,27354,53425,81770,83282,165055,69363,73809,143166
312,84233,75646,159874,38673,21307,59986,7064,18158,25216,3446,3086,6531,1947,1677,3626,51125,44234,95352,17846,23145,40988,3.8,3.8,3.8,60.7,58.5,59.6,58.4,56.3,57.4,1289,1479,2772,610,1433,2040,4946,9205,14153,4309,6539,10844,25791,11510,37301,917,1440,2356,983,1438,2421,27685,14392,42075,69869,66583,136455,15080,15785,30867,44861,41572,86434,35310,36432,71737
313,102816,111594,214405,38641,23730,62368,12317,24395,36707,4426,6494,10920,4100,3433,7533,59484,58053,117529,37762,47617,85381,6.9,5.9,6.4,57.9,52,54.8,53.9,48.9,51.3,1833,2283,4120,1013,2405,3419,7063,12546,19609,7695,12819,20518,30297,18514,48809,1412,2094,3508,1823,2702,4521,33527,23310,56833,98132,104645,202772,19707,22005,41713,58507,61417,119927,52868,58992,111863
314,80560,87145,167706,40509,25513,66026,11019,22976,33998,3884,6110,9991,3049,2612,5664,58459,57215,115673,19627,27263,46890,5.2,4.6,4.9,72.6,65.7,69,68.8,62.7,65.6,3515,3744,7260,1442,2870,4309,10693,16070,26763,8235,10982,19222,21712,13033,34744,1068,1549,2615,1334,2079,3415,24112,16663,40774,85353,88692,174040,15456,16628,32087,52239,53431,105667,42299,46154,88454
315,42078,36432,78505,16111,10572,26684,2824,5424,8249,2476,2194,4671,1178,930,2110,22596,19116,41704,12671,12652,25322,5.2,4.9,5.1,53.7,52.5,53.1,50.9,49.9,50.4,666,820,1483,324,812,1132,2262,4359,6629,2058,3020,5071,10930,4899,15830,594,814,1407,508,613,1117,12033,6328,18359,35246,32344,67595,6974,7053,14035,24090,21816,45908,15157,14851,30015
316,157192,176324,333515,58741,35933,94674,23913,45981,69893,8084,11899,19986,4586,4028,8619,95333,97846,193172,53219,68901,122114,4.8,4.1,4.5,60.6,55.5,57.9,57.7,53.2,55.3,6467,7355,13820,2672,5400,8071,20172,31053,51233,14538,22226,36762,43776,23717,67489,1622,2755,4383,2739,4285,7015,48135,30759,78895,147175,159825,307000,33086,37156,70243,86195,92757,178949,85469,95820,181291
317,61232,68341,129572,27382,17795,45170,8145,17156,25306,1901,2583,4481,2099,1885,3981,39529,39415,78941,18291,25543,43834,5.3,4.8,5,64.6,57.7,60.9,61.1,54.9,57.9,2676,2716,5394,924,1964,2886,6707,11147,17849,4471,6853,11321,15705,10013,25719,882,1313,2200,853,1322,2174,17444,12645,30090,59529,64704,124236,13089,14332,27425,35926,38823,74744,32524,36203,68731
318,94969,98348,193324,41776,28064,69836,10577,23592,34169,3446,4030,7480,3317,2660,5982,59118,58343,117461,27688,33006,60688,5.6,4.6,5.1,62.2,59.3,60.8,58.8,56.6,57.7,2712,3316,6031,971,2525,3495,8095,14499,22596,6080,8954,15035,26204,14022,40228,1191,1714,2903,1224,1681,2901,28615,17417,46034,87804,89791,177593,18293,20043,38337,56669,57244,113916,43496,47252,90754
319,127416,134221,261637,38740,24874,63617,13860,27814,41676,4181,4489,8668,4939,3763,8699,61718,60939,122656,56646,64369,121012,8,6.2,7.1,48.4,45.4,46.9,44.6,42.6,43.6,1935,2329,4268,1088,2457,3541,7304,13941,21244,7490,12479,19969,36463,20925,57387,1941,2809,4752,1994,2919,4915,40394,26657,67049,117017,121222,238237,22968,24898,47862,76091,77203,153291,57628,63011,120638
397,302,53,358,70,9,77,8,0,10,15,6,18,3,0,0,88,15,103,21,11,26,3.3,7.1,3.8,30.1,26.9,29.7,29.1,25,28.5,0,0,0,0,0,0,7,4,8,3,0,9,34,11,37,10,0,10,4,0,6,50,10,56,89,14,103,25,10,32,47,11,52,63,11,79
401,126310,136667,262977,55207,35016,90221,21445,38815,60262,3329,4451,7774,4249,3666,7912,84231,81941,166175,36950,49635,86585,5,4.5,4.8,66.7,60,63.2,63.3,57.3,60.2,13557,13644,27204,3552,5928,9483,28914,34967,63880,10846,13551,24395,19718,11306,31024,946,1340,2286,1764,2455,4218,22423,15105,37528,121087,129245,250327,23039,24238,47279,78051,83923,161972,59731,63606,123341
402,178703,184886,363588,76240,43244,119479,26116,47495,73616,5386,6190,11572,8146,6668,14819,115893,103589,219485,55432,73851,129285,7,6.4,6.8,64.9,56,60.4,60.3,52.4,56.3,7042,7386,14426,1827,3842,5667,18306,24927,43232,12997,17043,30035,42091,26850,68940,2532,3513,6052,2444,3642,6081,47069,34007,81071,184167,188160,372328,27280,27375,54654,121578,124203,245784,77331,79679,157015
403,146684,160450,307136,62911,38173,101077,23021,46615,69632,4181,5745,9928,5559,4073,9627,95669,94598,190267,46299,60840,107141,5.8,4.3,5.1,65.2,59,61.9,61.4,56.4,58.8,8021,9110,17132,2800,5421,8225,21938,30698,52642,12763,16925,29686,36115,20627,56743,1806,2485,4287,2443,3645,6086,40362,26756,67118,150530,160413,310943,20705,22523,43225,102706,108736,211443,60172,66250,126427
404,99445,105781,205220,42970,27907,70881,16231,28437,44665,2700,3647,6339,3797,2950,6750,65699,62940,128637,30149,39322,69475,5.8,4.7,5.2,66.1,59.5,62.7,62.2,56.7,59.4,5562,6561,12120,1694,3073,4766,16008,20591,36596,8489,10054,18542,20878,11586,32467,1049,1296,2340,1422,2067,3489,23348,14950,38295,96789,101588,198376,16014,16646,32663,63562,67102,130663,43781,46062,89841
405,47051,48002,95046,18029,8988,27013,5512,12709,18222,1534,1775,3310,1431,1049,2482,26503,24519,51025,17550,20590,38136,5.4,4.3,4.9,56.3,51.1,53.7,53.3,48.9,51.1,705,874,1583,403,1001,1409,2763,5375,8139,2569,4539,7109,12707,7193,19900,634,918,1550,744,919,1664,14091,9030,23116,46655,46729,93386,5815,6296,12113,33880,33334,67208,16195,17352,33543
406,40189,34894,75083,16425,8139,24558,4047,8194,12243,1812,1569,3382,1340,871,2209,23621,18771,42390,11915,13193,25109,5.7,4.6,5.2,58.8,53.8,56.5,55.4,51.3,53.5,647,723,1374,271,671,950,2265,3833,6097,2013,2877,4893,11071,4934,15999,537,751,1287,563,627,1190,12166,6307,18474,35753,32786,68545,5666,5523,11187,25530,23138,48663,13736,13119,26859
407,80322,80950,161266,30383,15511,45895,10111,21405,31515,2604,2894,5493,2238,1707,3942,45333,41517,86849,29873,34634,64509,4.9,4.1,4.5,56.4,51.3,53.9,53.7,49.2,51.4,1198,1587,2785,698,1672,2366,5042,8953,13994,4628,7608,12236,20767,12371,33145,1042,1643,2687,1338,1760,3099,23151,15775,38932,76065,77062,153136,11312,11823,23133,52529,52182,104718,30913,32972,63879
497,34,0,34,19,0,19,0,0,0,0,0,0,0,0,0,22,0,22,6,0,6,4.3,0,4.3,67.6,0,67.6,64.7,0,64.7,0,0,0,0,0,0,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,7,0,7,22,0,22,5,0,5,16,0,16,13,0,13
501,71596,76829,148427,31591,16718,48311,9170,22415,31581,3121,2910,6032,2021,1852,3876,45905,43894,89800,21206,28585,49792,4.4,4.2,4.3,64.1,57.1,60.5,61.3,54.7,57.9,1510,1750,3258,787,2005,2789,6259,10848,17104,5040,7770,12812,21214,12314,33526,1171,1966,3138,1046,1889,2938,23435,16168,39610,70308,73822,144134,12747,13946,26693,47240,48793,96031,31213,34700,65910
502,38908,44587,83493,14434,8202,22630,4496,10941,15431,1669,1416,3087,1670,1499,3169,22267,22055,44321,14728,20314,35037,7.5,6.8,7.2,57.2,49.5,53.1,52.9,46.1,49.3,705,739,1443,333,898,1239,2537,4702,7237,2889,4562,7450,11787,6941,18727,617,1017,1629,567,1163,1731,12970,9117,22084,38442,42786,81229,6975,8015,14990,24643,26842,51489,18311,21458,39770
503,76014,79371,155384,35999,23153,59153,12756,22183,34937,2046,2658,4703,2395,2182,4581,53193,50180,103372,17714,24903,42618,4.5,4.4,4.4,70,63.2,66.5,66.8,60.5,63.6,11221,10007,21230,2344,4027,6365,23146,25302,48449,6141,7680,13820,7479,4168,11645,526,734,1260,647,1343,1996,8653,6241,14895,67538,69946,137487,16411,17452,33865,39055,41129,80185,41276,42887,84160
504,105750,111088,216841,51501,31130,82636,14685,30770,45458,3700,4009,7714,3927,3660,7588,73819,69576,143397,27430,37024,64455,5.3,5.3,5.3,69.8,62.6,66.1,66.1,59.3,62.6,4107,4925,9035,1599,3150,4746,13484,18928,32410,9197,11800,20995,26361,14799,41154,1547,2129,3675,1407,2695,4101,29319,19614,48929,108389,112301,220685,16252,17364,33615,71763,74053,145821,44961,48376,93338
505,215718,235862,451582,107225,63506,170732,32284,70323,102599,7184,8429,15611,8006,7365,15367,154695,149618,304317,53242,77949,131198,5.2,4.9,5.1,71.7,63.4,67.4,68,60.3,64,11631,11567,23194,3933,7866,11793,34868,47414,82284,20746,26875,47617,51027,27086,78111,2585,3987,6574,2940,5788,8728,56550,36863,93417,226032,240029,466067,34207,37118,71324,149984,158585,308568,94963,103856,198822
506,204194,212503,416693,97894,56337,154233,30569,57511,88080,6760,7198,13959,8112,7610,15727,143344,128657,272002,51102,74118,125227,5.7,5.9,5.8,70.2,60.5,65.3,66.2,57,61.5,12981,12947,25931,3197,5929,9131,32464,41691,74162,18229,21921,40152,44053,24819,68864,2841,3822,6661,2537,4351,6885,49420,32989,82416,206817,212738,419554,34640,35450,70093,132060,135993,268058,94779,98190,192974
507,165539,180570,346110,80543,47023,127570,22343,52018,74357,5863,6309,12169,6506,6016,12522,115256,111367,226621,42773,61635,104404,5.6,5.4,5.5,69.6,61.7,65.5,65.7,58.3,61.9,9193,9326,18513,2947,6069,9016,24695,35022,59716,14418,19244,33661,40490,22813,63307,2391,3469,5857,2308,4111,6420,45188,30387,75579,168932,179937,348864,28282,31473,59758,109378,115741,225120,75645,84395,160041
509,57226,55217,112439,24238,12451,36687,6554,14176,20731,2290,2071,4358,1490,1115,2605,34579,29811,64384,17024,20650,37675,4.3,3.7,4,60.4,54,57.3,57.8,52,54.9,938,1145,2088,496,1272,1773,3832,7041,10872,3377,5385,8764,14323,7214,21537,842,1366,2210,765,1196,1966,15934,9777,25712,52494,51496,103993,8633,8806,17440,36947,35467,72407,21138,21942,43083
510,66273,44303,110573,29544,13792,43334,3867,6474,10339,4015,3128,7142,1129,912,2037,38552,24305,62856,10697,12376,23075,2.9,3.7,3.2,58.2,54.9,56.8,56.5,52.8,55,1512,1505,3015,612,1206,1817,4888,6574,11464,4117,3881,7998,18077,5168,23250,779,1021,1798,672,795,1467,19531,6985,26517,46213,35018,81234,11961,10496,22459,27276,19688,46969,27617,22924,50540
511,64811,53030,117842,27807,13983,41800,5240,11237,16479,3446,2684,6132,1486,1074,2561,37982,28988,66966,14519,17424,31940,3.9,3.7,3.8,58.6,54.7,56.8,56.3,52.6,54.7,1272,1208,2487,511,1189,1696,4347,6435,10779,3500,4571,8070,17099,6832,23925,865,1306,2173,696,1033,1733,18662,9172,27829,51699,46285,97989,10529,9628,20160,34738,30410,65144,24262,22467,46733
597,2854,392,3249,1339,139,1478,54,20,77,115,31,147,7,0,7,1525,190,1711,87,81,165,0.6,0.5,0.6,53.3,48.1,52.7,53,47.8,52.4,43,16,55,15,15,31,208,68,277,257,34,292,659,43,703,22,9,28,39,4,41,722,57,776,1324,213,1540,286,55,345,925,147,1067,678,129,801
601,98480,105720,204195,40143,25215,65356,16659,29827,46485,2913,3977,6895,4201,3643,7844,63920,62661,126585,30355,38660,69013,6.6,5.8,6.2,64.9,59.3,62,60.6,55.8,58.1,8390,9557,17943,2039,3846,5886,15714,19846,35561,7179,9469,16644,21095,12325,33415,1085,1804,2890,1221,1994,3215,23393,16121,39519,95012,100814,195823,17553,18200,35752,62617,66722,129338,44323,46985,91303
602,60819,64330,125152,23993,13515,37502,8713,17539,26247,1831,2248,4079,2370,1905,4273,36902,35200,72102,20615,25926,46541,6.4,5.4,5.9,60.7,54.7,57.6,56.8,51.7,54.2,2633,2751,5382,749,1507,2261,6131,9489,15625,4009,5665,9676,15260,8790,24046,765,1461,2232,771,1366,2140,16798,11623,28420,59239,61579,120823,9493,10082,19583,39864,40859,80723,25505,27536,53045
603,17919,17122,35036,6033,3118,9146,2544,4455,6995,755,732,1488,590,407,998,9921,8705,18625,6681,7233,13911,6,4.7,5.4,55.4,50.9,53.2,52.1,48.5,50.3,678,774,1456,201,457,662,1654,2412,4065,1191,1690,2891,4597,2344,6941,216,389,603,230,360,588,5041,3092,8133,17099,16255,33356,2284,2344,4629,11920,11058,22980,6603,6767,13371
604,46309,49284,95593,18103,9793,27892,5747,12827,18573,1769,1769,3543,1636,1281,2918,27260,25668,52926,16213,20917,37129,6,5,5.5,58.9,52.1,55.4,55.3,49.5,52.3,1115,1263,2379,458,930,1389,3258,5501,8751,2708,4303,7017,13135,7776,20917,623,1254,1882,636,1098,1735,14399,10132,24531,44956,46937,91889,7131,7836,14970,30614,31500,62116,18887,20758,39646
697,289,73,362,208,30,237,11,11,19,10,9,19,4,0,3,230,50,282,31,24,58,0.9,2,1.1,79,67.1,76.6,78.4,65.8,75.8,0,3,3,0,3,4,33,10,46,37,7,44,63,15,76,7,0,6,9,4,13,76,25,98,158,48,207,33,11,50,117,28,146,76,32,107
701,62064,61675,123737,29637,22582,52225,7160,12270,19434,3053,3405,6459,1772,1571,3346,41625,39832,81457,13617,15430,29045,4.3,3.9,4.1,67.1,64.6,65.8,64.2,62,63.1,3815,4536,8350,1074,2364,3442,7913,11952,19867,5070,5835,10900,14631,7230,21855,777,1068,1840,823,996,1818,16232,9290,25518,53317,53268,106581,13782,14228,28015,30800,30205,61008,32052,33366,65422
702,43957,42552,86513,13997,11051,25049,3168,4987,8154,2410,2514,4922,1772,1527,3307,21348,20078,41429,15985,17420,33403,8.3,7.6,8,48.6,47.2,47.9,44.5,43.6,44.1,1438,1903,3336,465,1151,1616,3458,5539,8991,2396,2876,5269,8161,3802,11965,600,804,1400,600,704,1304,9363,5307,14663,38770,38099,76871,7888,8449,16337,27231,26945,54184,16015,16574,32590
797,414,64,482,215,21,235,12,3,16,18,4,27,4,0,4,253,35,285,29,15,47,1.6,0,1.4,60.7,48.4,59.1,59.8,48.4,58.2,0,0,0,4,8,11,38,8,42,58,6,63,88,8,96,10,0,10,21,0,23,115,9,131,230,46,276,47,6,52,164,28,193,112,20,129
801,180590,189109,369698,93307,70590,163899,26922,44490,71409,5437,7716,13156,5469,4548,10012,131129,127340,258467,41700,54548,96249,4.2,3.6,3.9,72.6,67.3,69.9,69.6,64.9,67.2,27304,25161,52463,6379,10267,16646,40364,49085,89454,15138,19074,34214,25168,14592,39763,1472,2023,3493,2003,3583,5587,28644,20198,48845,171211,177612,348821,40340,40907,81250,102980,108136,211108,97255,99704,196956
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,2445,2156,4603,998,649,1648,268,500,766,98,97,199,26,33,58,1397,1269,2670,620,511,1136,1.9,2.3,2.1,57,59,57.9,56,57.6,56.8,65,75,144,30,61,95,206,269,480,144,205,344,551,204,759,40,56,95,18,44,61,612,302,914,1783,1731,3510,387,362,746,1255,1221,2480,796,787,1577
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
