SUA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
1024,410,432,800,1046,1428,1265,293,35,0,5707,238,72,213,229,305,1010,2184,1568,523,6342,22,24,45,50,61,79,103,144,131,665,679,538,1047,1328,1790,2351,2583,1742,657,12714,137,362,835,1101,1599,1161,191,24,0,5420,512,370,538,697,870,1067,409,85,0,4546,138,85,149,118,146,190,58,6,0,895,21,16,35,30,18,28,8,3,0,168,816,840,1558,1945,2635,2450,675,114,0,11026,26,34,35,53,73,61,12,0,0,292,50,20,35,32,28,60,17,0,0,247,73,54,71,83,103,119,19,6,0,533,887,893,1625,2032,2732,2570,696,117,0,11556,527,147,352,351,527,1685,4033,2985,897,11498,59,55,86,94,121,165,195,265,196,1234,1476,1098,2066,2473,3384,4410,4927,3367,1094,24292
1025,9307,13303,28135,26400,25275,17841,3602,314,21,124190,4629,2472,5491,5041,5558,11988,21908,14619,6644,78348,595,756,1494,1251,1033,954,1086,1299,1281,9743,14534,16527,35113,32694,31863,30782,26593,16230,7946,212290,3080,11492,34382,32575,31860,20238,2917,173,9,136718,10557,11240,15893,15688,14039,12456,4261,601,35,84770,1596,1643,3693,2463,1913,2131,634,80,16,14164,231,453,873,582,484,348,94,47,16,3131,15462,24828,54846,51303,48288,35172,7910,903,77,238782,706,1059,1581,1101,1168,847,114,0,0,6583,1754,936,867,672,591,622,177,12,0,5630,2467,1999,2444,1775,1763,1467,291,15,4,12219,17926,26826,57287,53077,50050,36638,8202,913,72,250997,10538,4978,9027,8390,9982,20699,40451,26713,10483,141261,1235,1565,3130,2609,2238,2064,2136,2226,1864,19061,29692,33371,69444,64084,62268,59397,50785,29858,12424,411327
1026,658,816,1780,1656,1585,1223,285,28,8,8043,346,190,520,435,537,1024,1858,1220,582,6712,85,83,179,160,145,104,101,97,45,1009,1094,1089,2480,2252,2267,2358,2245,1352,630,15763,263,860,2216,1930,1933,1381,201,18,0,8805,797,603,1081,1005,941,960,349,49,4,5785,72,77,235,130,125,130,45,3,3,823,32,30,71,47,45,34,4,9,4,280,1159,1574,3602,3117,3048,2499,599,86,6,15693,45,85,106,107,71,57,4,0,0,479,105,57,67,56,41,49,19,0,0,402,151,147,169,161,110,110,27,0,0,880,1310,1726,3775,3274,3158,2604,624,85,8,16571,787,434,1094,970,999,1807,3446,2327,970,12835,182,152,355,333,315,228,183,168,79,2003,2276,2302,5227,4580,4479,4639,4258,2580,1060,31406
1027,729,932,2396,2268,2006,1509,398,33,0,10285,517,256,474,401,406,760,1633,1177,535,6147,60,74,176,140,119,109,109,119,99,1008,1311,1265,3048,2805,2531,2376,2140,1329,635,17445,331,1063,3228,2912,2834,1907,362,23,0,12672,878,562,1106,1186,933,908,478,77,4,6138,75,72,270,174,98,112,50,6,0,854,22,38,85,45,38,27,17,0,3,283,1307,1743,4697,4308,3906,2950,906,112,10,19943,45,91,67,65,74,43,0,0,0,387,98,58,60,66,28,44,20,0,0,367,145,146,129,132,100,86,22,0,0,759,1453,1886,4824,4440,4013,3039,922,109,10,20700,1092,442,666,627,699,1284,2839,2092,863,10615,120,164,348,295,259,221,197,202,157,1956,2666,2493,5830,5361,4970,4544,3964,2405,1031,33273
1028,969,1066,2012,2269,2627,2144,516,53,5,11675,453,204,426,432,530,1282,3054,2458,1092,9936,53,58,116,115,122,133,186,198,234,1223,1473,1328,2558,2823,3280,3566,3758,2721,1336,22835,241,859,2296,2642,3151,2055,383,20,5,11646,1239,871,1240,1465,1427,1594,630,106,7,8586,100,105,225,160,148,210,78,13,0,1045,29,54,58,46,50,45,20,12,6,321,1616,1893,3820,4316,4775,3900,1107,146,20,21595,52,68,123,80,100,81,11,3,0,521,180,76,64,59,66,93,31,6,0,574,232,145,179,141,167,173,44,7,0,1091,1850,2039,4004,4453,4941,4077,1158,155,20,22694,983,411,683,699,915,2206,5541,4493,1805,17734,118,129,254,254,253,277,351,358,365,2344,2948,2580,4936,5414,6109,6555,7049,4999,2191,42774
1029,337,407,910,807,825,487,89,5,0,3868,132,59,245,193,236,391,562,352,185,2344,23,23,66,40,42,34,34,17,11,291,486,486,1214,1046,1102,909,686,380,197,6499,321,643,1412,1077,1188,725,120,10,5,5496,395,250,451,482,422,326,100,22,0,2451,51,54,119,81,56,67,17,0,0,439,13,23,50,23,23,9,3,0,0,150,778,965,2029,1657,1693,1128,238,29,0,8524,36,31,35,38,31,22,0,0,0,195,68,14,22,16,29,21,11,0,0,179,111,47,57,53,61,42,11,0,0,379,886,1014,2083,1709,1754,1168,253,29,0,8900,307,99,341,259,347,630,1032,635,294,3949,110,127,171,109,96,94,70,41,11,832,1298,1247,2600,2079,2194,1896,1351,704,309,13678
1030,246,293,724,801,914,760,184,16,0,3947,198,90,185,212,239,696,1499,954,339,4401,30,21,65,62,48,60,69,59,37,452,476,413,973,1076,1196,1511,1753,1026,383,8799,118,325,837,904,1001,656,118,0,0,3965,248,202,417,509,571,643,240,35,3,2859,44,30,104,91,80,108,30,3,0,493,11,21,35,23,28,20,13,0,0,147,413,579,1393,1526,1681,1426,394,37,6,7459,36,48,63,43,41,34,0,0,0,264,40,18,17,17,22,31,12,0,0,158,79,65,80,67,58,66,10,0,0,425,490,643,1473,1591,1741,1493,405,37,6,7882,417,139,276,343,440,1241,2816,1841,583,8086,65,52,118,120,109,119,135,123,62,890,969,835,1869,2051,2290,2844,3363,2006,645,16867
1031,50393,110051,286247,267649,225905,151225,37832,3789,302,1133389,74644,36684,77365,80837,74005,106269,157328,105221,47010,759372,5335,8057,22374,17834,12769,10316,9312,9271,10378,105645,130368,154789,385985,366318,312684,267806,204475,118290,57687,1998411,11565,83069,353976,357261,294723,181467,36263,2704,161,1321187,50857,83028,132664,130505,110447,91765,38675,6573,510,645037,22388,34084,57060,45474,35252,31692,10524,1377,126,237976,1385,4777,12489,8921,5687,3852,1197,351,106,38766,86204,204962,556186,542168,446111,308772,86664,11009,898,2242971,2827,9188,18803,15050,12863,9587,1363,66,9,69746,10774,10291,10050,6810,5550,5726,1798,200,21,51208,13594,19477,28852,21859,18414,15311,3152,261,23,120954,99798,224438,585034,564021,464521,324083,89818,11273,930,2363923,158376,77455,132632,126578,122097,178524,282138,192078,77689,1347568,11349,17792,46540,37178,26825,21920,18141,16658,15576,211982,269525,319680,764205,727781,613446,524536,390096,220005,94196,3923474
1032,799,950,2443,2050,1971,1606,412,50,4,10283,428,289,579,426,414,829,1685,1376,625,6650,110,110,234,222,158,140,143,210,151,1487,1340,1349,3259,2698,2543,2575,2244,1637,779,18420,418,1096,3244,2725,2612,1931,380,24,0,12433,944,563,1157,1034,916,970,482,87,4,6162,61,80,240,139,114,129,46,11,4,819,29,44,87,46,32,24,10,12,11,300,1451,1784,4730,3957,3677,3048,919,134,17,19715,61,102,159,92,106,67,8,0,0,587,140,67,85,63,41,51,16,7,0,475,205,163,244,159,153,115,22,7,0,1062,1652,1954,4970,4110,3828,3169,946,140,17,20775,1040,481,862,708,715,1370,3022,2428,972,11584,233,217,496,413,362,288,276,362,243,2893,2926,2643,6330,5228,4911,4822,4244,2923,1235,35252
1033,407,459,975,930,1081,990,205,20,0,5069,274,155,381,332,385,810,1522,1162,589,5611,46,43,130,103,95,120,126,132,109,909,732,652,1483,1367,1564,1919,1856,1310,703,11586,163,424,1059,1002,1160,993,183,17,0,5002,457,323,629,598,656,732,259,31,3,3687,42,48,85,71,67,73,34,3,0,431,24,22,58,41,36,26,16,4,0,222,686,823,1834,1711,1914,1819,497,57,6,9353,46,75,113,88,82,73,10,0,0,480,82,60,53,43,47,43,13,0,0,331,123,135,169,132,127,112,18,0,0,812,810,961,2001,1835,2043,1929,515,57,6,10160,573,278,589,555,693,1421,2786,2168,925,9982,110,108,244,218,205,255,243,245,170,1802,1494,1348,2830,2608,2943,3608,3542,2472,1100,21943
1034,251,214,590,693,760,736,191,24,4,3459,120,42,129,152,171,604,1334,798,346,3704,34,16,42,45,54,75,64,60,35,415,402,277,766,889,982,1412,1588,879,387,7580,101,210,574,723,803,549,119,7,0,3086,316,169,430,515,554,648,281,32,0,2937,39,28,93,69,47,98,25,4,0,403,17,13,17,25,19,25,11,4,0,137,471,415,1124,1335,1423,1317,435,49,5,6571,9,23,36,32,31,24,3,4,0,165,21,16,24,17,15,33,5,0,0,139,31,40,62,50,45,60,12,0,0,302,505,459,1182,1387,1467,1376,450,49,6,6874,285,97,205,253,310,1063,2457,1576,568,6797,50,35,96,90,107,146,123,109,57,812,836,585,1479,1729,1883,2585,3026,1733,630,14481
1035,1283,1749,3239,2851,2632,2161,540,39,3,14492,658,552,760,560,523,1035,2045,1578,820,8522,89,93,205,171,156,139,135,133,137,1267,2021,2396,4203,3583,3308,3343,2714,1749,960,24278,717,1745,4286,3809,3662,2718,489,33,0,17463,1459,1263,1734,1504,1220,1295,622,93,11,9198,96,153,318,164,143,163,68,10,0,1121,52,101,103,67,50,32,18,7,3,442,2323,3267,6445,5541,5076,4216,1207,143,17,28225,61,114,198,138,95,75,15,0,0,698,215,117,115,62,48,52,25,0,5,632,278,228,310,198,142,131,38,0,5,1333,2601,3490,6753,5740,5220,4350,1242,143,13,29556,1360,856,1095,814,887,1690,3631,2765,1262,14361,177,197,429,363,324,273,259,250,195,2469,4130,4550,8275,6913,6433,6307,5136,3157,1483,46390
1036,4968,7831,15325,15002,14836,10464,2072,152,14,70660,3720,1913,3508,3554,4085,8295,13331,9316,4007,51724,392,445,890,761,648,610,646,760,881,6033,9084,10185,19724,19324,19562,19365,16046,10223,4904,128414,1658,6212,17612,17776,18318,11864,1691,109,6,75258,4942,5828,8675,9098,8316,7346,2330,261,22,46810,1652,2135,3439,2416,2091,1963,574,57,7,14338,124,257,559,353,301,216,68,23,3,1904,8368,14437,30289,29638,29028,21396,4662,455,40,138310,356,721,879,609,618,443,55,8,0,3690,940,629,500,347,305,350,86,7,0,3164,1299,1349,1378,960,926,794,141,9,0,6847,9666,15785,31668,30598,29953,22185,4798,462,41,145157,8023,3952,5674,5516,6779,14218,24650,17096,6584,92489,800,940,1799,1555,1402,1236,1231,1372,1377,11712,18480,20672,39141,37672,38132,37643,30677,18934,8006,249355
2000,9838,10799,25786,29522,36221,34071,10174,1512,160,158079,7369,2382,6070,6483,7950,18494,36191,21882,9018,115836,1307,1084,2463,2804,3058,3390,3150,2509,1523,21289,18511,14258,34323,38807,47229,55957,49515,25904,10706,295203,4433,12246,31560,34959,43908,37139,10256,1765,151,176426,11418,7875,15190,19097,21791,25864,12174,2292,245,115946,1825,1310,3591,2786,2989,4225,1618,267,50,18665,721,672,1283,1174,1409,1206,733,367,91,7639,18397,22098,51632,58015,70093,68429,24782,4689,541,318682,491,769,1213,968,1312,1346,188,10,0,6297,1193,515,646,575,721,1116,321,45,8,5149,1681,1284,1865,1544,2037,2467,508,49,11,11445,20080,23387,53493,59557,72128,70895,25290,4744,551,330124,15785,4540,9715,10593,14055,32548,69563,42715,15022,214523,2727,2365,5050,5684,6463,7160,6682,4748,2473,43352,38589,30290,68256,75839,92640,110606,101538,52200,18047,588003
2001,384,582,1429,1381,1270,811,181,21,0,6068,271,77,319,305,293,524,969,582,269,3607,29,21,69,64,48,52,54,44,18,410,688,687,1825,1752,1610,1389,1201,646,291,10091,143,573,1914,1850,1715,1029,176,6,4,7405,457,430,690,733,646,554,218,32,0,3755,54,63,192,114,71,68,27,3,0,593,17,30,56,73,47,28,10,3,0,258,662,1087,2843,2770,2479,1680,430,46,5,12009,19,42,73,47,46,34,3,0,0,273,65,33,37,50,15,24,6,0,0,236,91,76,115,96,67,60,6,0,0,510,753,1163,2957,2867,2544,1738,440,49,5,12520,570,154,433,435,455,794,1756,1034,402,6039,54,55,137,127,109,92,99,67,30,779,1379,1374,3531,3441,3113,2624,2296,1154,431,19339
2002,223,298,683,617,716,648,178,23,0,3384,148,77,206,175,188,389,838,693,238,2952,23,33,57,58,58,68,77,76,101,539,398,405,947,849,961,1104,1089,783,346,6877,104,320,815,685,777,619,148,18,0,3487,298,212,417,433,468,471,220,36,0,2562,32,14,75,33,41,86,28,5,6,315,14,17,35,16,27,25,11,6,0,146,445,563,1343,1170,1315,1205,405,60,5,6510,22,36,40,27,30,11,0,0,0,160,22,16,19,17,19,24,10,0,0,132,41,52,65,39,56,40,10,0,0,299,494,613,1403,1210,1369,1242,417,60,5,6804,308,144,298,269,309,646,1506,1228,413,5125,51,60,111,125,117,125,129,132,154,1003,856,819,1814,1597,1798,2014,2049,1421,567,12931
2003,1976,2853,6005,5732,5484,4184,905,73,15,27219,1243,607,1378,1292,1351,2347,4957,3238,1516,17932,194,197,404,323,287,246,269,293,292,2516,3410,3659,7789,7343,7126,6773,6133,3605,1822,47666,631,2453,7309,6759,6751,4515,728,35,8,29182,2347,2425,3629,3584,3162,3004,1123,132,9,19406,312,324,743,429,343,467,146,22,5,2795,58,87,189,104,109,83,37,17,11,695,3356,5289,11868,10871,10369,8065,2032,207,27,52078,110,207,371,253,223,178,19,0,0,1364,379,188,217,167,127,132,45,0,0,1260,487,390,591,416,357,311,67,9,0,2622,3838,5684,12460,11290,10721,8380,2098,213,22,54699,2697,1108,2138,1956,2227,3909,8654,5773,2376,30838,362,412,815,644,602,511,529,509,437,4819,6897,7206,15408,13886,13551,12791,11283,6496,2839,90357
2004,1829,2589,5586,5125,4880,3980,874,66,12,24939,1041,619,1301,1160,1206,2241,4582,3094,1505,16741,147,138,387,322,283,274,211,237,209,2221,3019,3344,7275,6606,6369,6494,5671,3396,1723,43902,530,2412,6797,6050,6132,4137,714,37,4,26806,2255,2064,3245,3320,2766,2854,1076,133,9,17730,255,281,693,402,303,468,140,13,3,2555,47,81,174,124,93,73,30,15,3,634,3092,4830,10909,9903,9294,7530,1962,196,17,47732,95,184,264,189,175,139,25,0,0,1070,380,165,169,108,111,126,37,0,0,1092,474,350,427,300,287,262,60,0,3,2162,3571,5176,11339,10197,9579,7795,2022,196,24,49900,2192,1110,1898,1760,1968,3720,8201,5635,2457,28948,280,297,794,666,602,544,437,406,320,4350,6039,6593,14030,12620,12149,12057,10665,6243,2803,83193
2005,133,98,347,525,606,549,178,11,0,2442,98,30,78,107,137,271,717,510,170,2117,9,13,26,33,40,32,56,84,133,432,246,146,446,663,776,849,948,607,308,4989,33,88,335,477,600,456,102,12,0,2100,167,103,275,434,454,471,213,24,5,2140,26,17,35,54,37,55,26,0,0,254,3,4,5,12,20,9,0,5,0,59,235,216,652,967,1105,995,343,37,3,4554,7,4,16,25,16,11,4,0,0,88,19,6,17,11,14,18,7,0,0,95,26,10,34,35,30,36,17,0,0,183,255,226,680,1006,1134,1030,358,37,3,4735,220,95,335,299,289,529,1281,888,279,4220,31,24,44,57,86,61,103,134,194,740,513,347,1065,1361,1514,1621,1740,1055,476,9695
2006,235,281,612,546,591,507,146,4,3,2924,98,41,159,109,138,266,592,484,302,2189,7,7,37,35,29,29,57,38,14,252,346,324,801,690,758,800,796,530,323,5357,109,365,850,699,691,554,104,11,3,3388,290,162,367,345,379,373,175,11,0,2104,35,20,64,58,50,48,29,0,0,302,7,10,27,18,20,14,15,9,0,110,445,552,1306,1119,1140,984,322,28,10,5903,8,9,31,11,17,15,4,0,0,95,19,14,10,15,12,7,0,0,0,82,32,21,37,32,32,19,7,0,0,175,476,578,1344,1147,1173,1004,325,28,10,6083,215,88,223,189,240,465,1040,891,452,3804,17,25,89,67,63,60,93,70,29,521,714,684,1657,1403,1476,1525,1464,995,492,10406
2007,391,421,973,1002,1194,1014,245,29,6,5278,190,87,204,171,199,528,1247,861,340,3830,21,30,83,63,61,66,85,113,124,649,613,537,1265,1241,1447,1609,1578,1001,466,9758,156,455,1211,1142,1447,1045,220,16,10,5700,479,293,524,634,658,798,286,50,3,3722,98,43,132,86,76,124,58,6,0,620,19,14,33,30,32,29,10,0,0,172,752,801,1897,1893,2218,1994,578,69,10,10222,18,28,44,34,32,37,7,0,0,205,40,25,25,13,32,36,15,0,0,182,57,50,68,49,65,74,25,0,0,382,808,854,1967,1941,2285,2066,600,73,10,10608,423,144,294,252,335,853,2272,1648,565,6787,53,65,183,123,153,148,167,195,170,1253,1280,1064,2440,2321,2769,3062,3039,1917,753,18652
2008,4744,7160,16247,15603,14714,10858,2483,202,21,72032,2911,1295,2952,3062,3081,6182,12459,8403,3838,44185,321,413,863,802,682,559,694,671,537,5544,7977,8861,20059,19468,18482,17600,15636,9279,4399,121757,1144,5722,20129,18761,18157,11628,1898,162,15,77608,5927,6546,9307,9854,8709,8106,3242,388,30,52110,827,923,1925,1438,984,1117,417,53,4,7681,109,247,526,397,335,237,102,38,14,1996,8001,13442,31887,30447,28177,21090,5656,637,59,139395,202,492,790,522,578,414,65,6,0,3070,1029,522,505,371,308,326,104,20,0,3185,1233,1016,1294,893,892,734,168,27,0,6262,9234,14458,33181,31341,29066,21829,5827,662,61,145654,6472,2695,5008,4707,5130,10167,22266,15032,6191,77662,667,895,1826,1552,1428,1187,1275,1166,843,10835,16368,18042,40015,37602,35627,33186,29363,16858,7093,234150
2009,420,367,725,1381,1494,966,235,20,0,5596,270,58,127,195,193,422,868,518,146,2791,33,24,21,50,78,42,50,33,44,377,723,452,873,1621,1757,1432,1149,571,188,8768,118,350,947,1673,1914,1209,206,18,0,6445,543,334,356,811,814,688,280,46,3,3867,72,42,95,123,89,103,36,7,0,565,20,29,23,33,37,35,8,8,0,187,744,747,1419,2639,2855,2038,534,79,7,11066,8,15,32,29,33,42,5,0,0,155,83,19,5,18,36,24,10,3,0,200,90,34,42,47,74,63,12,3,0,355,833,788,1462,2683,2927,2101,537,81,7,11424,654,128,180,247,269,673,1581,996,241,4965,67,43,53,94,138,98,87,66,67,707,1559,951,1694,3034,3334,2872,2208,1141,317,17100
2010,262,387,914,786,781,729,177,32,0,4060,142,87,183,174,166,343,726,609,334,2761,36,35,59,44,47,34,48,49,35,381,432,509,1153,1005,995,1109,945,691,363,7207,121,452,1196,946,1011,818,156,13,0,4707,336,222,498,503,462,511,218,56,0,2804,31,30,89,54,47,85,34,8,0,380,3,15,31,25,27,17,10,10,0,131,490,720,1813,1523,1546,1430,415,86,3,8027,14,26,32,24,15,21,0,0,0,136,40,26,24,21,10,13,3,3,0,145,50,53,53,50,32,32,5,3,0,277,546,771,1871,1573,1582,1458,422,85,3,8310,338,145,267,269,259,583,1266,1055,533,4710,68,63,136,89,89,69,86,84,58,740,952,979,2268,1925,1928,2115,1770,1221,593,13763
2011,64369,120492,305103,278641,239793,157762,37182,3493,248,1207078,61332,29101,65486,68947,62483,96464,159265,111858,52865,707807,4980,7287,20355,16049,11955,9212,8631,8109,7254,93835,130687,156879,390945,363640,314231,263439,205075,123464,60361,2008719,12400,90336,397469,380394,320053,196994,36565,2542,138,1436894,76085,114350,161204,154198,131462,107495,43538,6780,445,795553,11139,14652,30509,22835,14325,14056,5298,821,99,113734,1540,5026,12537,8742,5869,3658,1213,394,138,39109,101157,224363,601715,566165,471714,322197,86618,10536,810,2385290,2967,9905,19294,14136,12436,8732,1178,58,18,68728,20077,12695,10791,8074,6538,6120,1750,183,20,66246,23048,22604,30080,22212,18969,14854,2926,246,34,134975,124208,246967,631793,588375,490684,337050,89548,10782,849,2520259,133678,59741,100721,98784,96997,155019,279920,200988,86047,1211893,10423,16003,42792,33350,25159,19094,16267,14492,11081,188663,268311,322716,775308,720510,612843,511161,385731,226259,97981,3920822
2012,839,1094,2639,2379,2602,2139,491,39,4,12223,550,258,732,607,633,1172,2205,1577,756,8498,114,107,320,294,256,225,225,172,119,1840,1505,1464,3684,3273,3493,3538,2926,1795,878,22564,307,1174,3265,2889,3272,2528,554,45,3,14030,964,696,1441,1391,1305,1334,548,60,6,7749,108,104,310,167,166,252,66,14,3,1190,51,59,147,105,132,100,26,19,5,634,1426,2029,5160,4553,4874,4209,1189,134,18,23593,74,122,158,132,118,97,9,0,0,702,133,73,121,73,70,86,22,0,0,589,205,199,282,208,190,184,31,0,5,1294,1634,2230,5438,4758,5065,4395,1216,134,18,24883,1225,539,1137,959,1110,2014,4088,2937,1195,15200,263,235,629,581,536,490,462,314,192,3694,3119,3005,7201,6291,6700,6894,5776,3388,1400,43783
2013,319,428,946,873,964,811,196,17,7,4566,225,111,312,279,343,629,1110,698,330,4039,35,39,94,95,97,86,92,64,26,621,574,583,1356,1247,1404,1534,1398,779,361,9229,156,451,1142,957,1044,849,152,15,0,4766,348,284,534,572,592,637,219,22,4,3211,40,38,126,85,68,99,37,0,0,497,23,21,65,43,35,29,13,4,0,231,570,791,1865,1654,1750,1615,410,39,8,8709,34,63,102,58,81,89,10,0,0,435,48,30,54,38,35,33,16,0,0,253,79,90,155,96,115,127,27,0,0,686,651,881,2022,1753,1866,1741,437,39,11,9398,477,208,479,454,587,1135,2140,1315,537,7329,72,83,190,179,193,186,182,108,46,1253,1209,1175,2689,2381,2652,3063,2754,1461,590,17982
2014,183,181,419,450,563,480,136,15,3,2419,100,50,115,135,150,354,598,364,196,2065,11,17,36,44,33,30,27,30,16,251,295,248,576,630,743,869,757,404,215,4733,79,221,472,529,680,532,111,12,0,2629,235,123,254,303,337,382,164,19,0,1817,23,22,59,38,48,76,7,4,0,266,3,8,23,19,15,14,8,3,0,95,338,379,804,888,1070,998,298,33,5,4807,13,28,38,22,28,18,3,0,0,151,20,5,16,22,12,16,8,0,0,100,33,30,54,39,44,37,11,0,0,248,372,413,855,926,1109,1036,304,33,5,5058,218,94,159,195,282,621,1150,681,308,3714,33,31,78,91,81,86,78,57,28,568,623,535,1096,1211,1478,1744,1535,773,344,9344
2015,253,286,734,674,777,561,132,12,4,3436,159,86,178,197,226,388,736,535,248,2757,31,22,46,60,48,37,45,44,41,377,443,394,959,936,1052,981,912,594,295,6563,88,288,896,827,884,658,114,14,0,3766,292,231,446,441,424,385,154,26,7,2396,41,19,79,36,57,69,20,6,0,326,10,21,31,14,16,20,0,3,0,119,433,559,1454,1329,1378,1122,284,45,3,6609,23,41,42,27,39,23,5,0,0,201,38,15,25,26,24,13,3,0,0,148,61,56,67,52,69,41,13,0,0,357,494,611,1521,1383,1441,1162,298,45,3,6965,349,146,257,277,349,622,1319,946,390,4664,50,54,109,115,89,71,86,74,66,719,894,807,1891,1779,1884,1854,1703,1065,470,12348
