SUA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
3011,378,15,3,4,0,407,136,12,4,0,0,154,113,22,5,0,0,138,251,25,22,0,0,300,464,35,18,0,0,522,1869,97,35,0,3,1999,2413,71,22,0,7,2512,2514,37,27,9,3,2578,993,16,12,0,0,1019,569,5,5,0,0,583,335,3,11,0,0,348,646,23,6,0,0,676,10667,361,157,22,10,11223
3012,156,3,0,4,0,167,120,0,0,0,0,118,106,3,0,0,0,113,277,3,3,0,0,283,400,8,3,0,0,411,806,9,5,4,4,816,471,0,0,4,0,481,290,0,0,0,0,294,73,0,0,0,0,73,49,0,0,0,0,49,24,0,0,0,0,24,165,3,0,0,0,165,2929,23,11,12,3,2979
3013,34,3,0,4,0,45,19,3,0,0,0,27,34,3,0,0,0,37,71,7,4,4,0,83,138,5,0,0,0,144,376,14,0,4,0,402,374,3,0,5,3,389,384,14,0,9,0,406,122,0,0,0,0,126,89,0,0,0,0,91,37,0,0,0,0,40,143,0,0,3,0,151,1835,51,5,24,9,1923
3014,366,5,9,0,0,390,186,11,11,0,0,209,225,6,6,0,0,232,511,11,13,0,0,538,786,15,17,0,0,819,2466,34,30,3,0,2533,2169,33,20,4,0,2225,1663,6,8,0,3,1686,544,3,7,0,0,551,373,3,6,0,0,379,207,3,0,0,0,216,554,7,4,0,0,570,10061,135,134,9,9,10344
3015,1822,185,149,4,7,2168,735,134,58,4,4,934,574,100,74,0,0,743,1068,129,125,4,0,1327,1508,184,199,6,8,1906,4442,622,524,19,0,5613,6923,765,572,10,11,8282,11561,616,483,4,15,12683,5455,212,167,3,10,5846,3810,100,163,3,7,4086,2477,78,95,0,9,2664,2834,179,205,3,6,3223,43205,3298,2824,62,76,49474
3016,636,30,17,0,3,685,273,28,7,0,0,311,272,35,19,0,0,318,603,64,14,0,0,678,937,96,32,0,0,1070,3446,254,61,0,4,3764,3799,133,18,0,0,3955,3319,55,15,6,3,3398,1141,15,7,0,8,1171,748,10,0,0,0,767,463,9,0,0,0,475,790,38,10,0,0,834,16418,778,204,11,18,17430
3017,831,44,37,0,0,908,317,35,16,3,0,371,316,38,22,0,0,372,763,83,37,3,0,891,1344,109,57,4,0,1506,4628,174,119,8,0,4930,5074,91,82,8,8,5259,4299,56,76,0,6,4437,1373,11,26,0,0,1415,973,15,31,0,0,1023,598,12,18,0,0,633,1148,29,31,5,0,1212,21657,708,547,37,15,22967
3018,77,3,0,0,0,83,33,4,0,0,0,41,43,5,0,0,0,43,115,0,0,0,0,115,204,4,0,0,0,213,494,7,0,4,0,505,301,5,0,0,0,310,194,0,0,0,0,198,42,0,0,0,0,42,35,0,0,0,0,35,17,0,0,0,0,15,98,0,0,0,0,99,1657,35,0,8,4,1698
3019,84,4,7,21,0,113,47,3,0,0,0,52,43,0,0,0,0,42,58,3,5,0,0,65,99,6,12,0,0,109,368,11,23,3,0,403,583,15,15,0,0,619,643,11,9,0,6,665,239,3,3,0,0,241,142,3,0,0,0,139,97,0,0,0,0,101,172,0,4,0,0,176,2570,61,77,31,5,2741
4000,2049,41,0,20,8,2111,1544,49,0,4,9,1605,1527,52,0,12,8,1595,3032,57,10,17,8,3127,3630,56,5,15,9,3711,7390,83,3,26,19,7531,5408,39,0,23,15,5486,3872,15,0,17,6,3921,1352,7,0,6,5,1377,1033,6,0,5,4,1044,727,5,3,11,8,742,1682,32,0,15,9,1737,33256,441,33,169,94,33981
4001,7965,1044,315,13,15,9354,3628,542,166,8,0,4348,3411,532,185,4,4,4135,6516,1042,421,12,10,8003,9640,1515,775,10,6,11942,31121,4151,1804,20,64,37159,34870,4070,1214,11,57,40220,33105,3624,743,16,69,37557,12800,1311,217,11,29,14364,10377,941,160,9,16,11505,7409,602,144,8,14,8178,8204,960,303,6,19,9490,169051,20340,6443,115,303,196249
4002,149,12,3,0,0,160,115,15,10,0,0,141,124,11,7,0,0,142,312,27,17,0,0,360,562,31,9,0,0,594,1148,27,10,0,0,1184,689,5,7,0,0,703,392,10,0,0,0,401,92,0,0,3,0,97,63,3,0,0,0,67,43,0,0,0,0,45,158,4,7,0,0,172,3843,149,73,0,0,4069
4003,91,0,0,0,0,91,80,3,0,0,0,80,87,9,0,0,0,94,159,10,0,0,0,172,327,10,0,0,0,336,624,3,0,0,0,631,341,0,0,0,0,345,183,0,0,0,0,184,32,0,0,0,0,37,21,0,0,0,0,21,28,0,0,0,0,28,104,0,0,0,0,112,2073,39,0,0,8,2120
4004,39,4,0,0,0,47,33,7,0,0,0,41,81,11,0,0,0,88,128,12,4,0,0,139,182,13,0,0,0,196,340,4,7,0,0,355,217,5,0,0,0,224,143,0,0,6,0,149,32,3,0,0,0,34,20,0,0,0,0,22,18,0,0,0,0,20,78,10,6,0,0,90,1317,62,14,12,3,1411
4005,78,3,0,0,0,79,52,6,0,0,0,59,52,9,0,0,0,56,131,15,0,0,0,147,215,18,0,0,0,235,492,10,4,0,0,510,411,12,0,0,0,427,264,3,0,0,0,274,88,3,0,0,0,92,53,0,0,0,0,58,37,4,0,0,0,42,95,6,5,0,0,104,1959,93,14,3,0,2073
4006,69,4,0,6,0,76,113,12,0,0,0,121,143,6,0,0,0,153,268,10,0,0,0,280,290,8,0,0,0,297,402,9,0,0,0,410,195,0,0,0,0,198,135,4,0,0,0,137,24,0,0,0,0,24,23,0,0,0,0,23,11,0,0,0,0,8,90,0,0,0,0,94,1761,55,4,0,0,1822
4007,230,13,3,0,3,250,141,11,0,0,0,157,113,18,0,0,4,131,214,5,0,0,0,228,253,12,0,0,0,269,671,12,3,3,0,693,528,10,0,0,0,540,333,7,0,0,4,341,98,3,0,0,0,103,86,0,0,0,0,86,53,0,0,0,0,52,147,5,0,0,3,159,2871,94,15,4,16,3002
4008,75,45,5,0,0,129,61,83,0,0,0,149,67,70,3,0,0,145,152,151,4,0,0,309,224,159,3,0,0,383,538,149,4,0,0,690,355,32,0,6,0,394,258,26,0,0,0,281,76,4,6,0,0,85,52,4,0,0,0,52,27,3,0,0,0,28,106,30,5,0,0,145,1987,762,25,5,4,2784
5000,1686,21,3,43,19,1770,832,10,0,16,7,867,824,11,0,16,8,864,1499,28,3,21,6,1554,1781,37,4,33,9,1862,4636,58,9,58,16,4780,4197,47,8,52,11,4317,4591,36,11,55,19,4711,2047,16,0,30,5,2105,1595,13,4,27,6,1653,1050,13,0,37,22,1128,1631,17,7,36,10,1703,26373,317,54,430,139,27313
5001,184,4,0,0,0,188,126,5,0,0,0,136,71,5,0,0,0,78,157,4,0,0,0,162,249,3,0,0,0,254,883,21,0,0,0,908,979,11,0,0,0,997,870,7,0,0,3,879,272,6,0,0,0,276,170,4,0,0,0,174,106,3,0,0,0,113,229,10,0,0,0,241,4313,72,3,3,8,4406
5002,35,3,0,3,0,41,8,0,0,0,0,10,4,0,0,0,0,3,18,3,0,7,0,32,29,3,3,0,0,44,96,14,4,3,0,113,157,16,0,5,0,178,287,19,0,13,0,315,195,6,0,0,0,205,212,0,0,5,0,215,104,4,0,0,0,105,70,6,0,3,0,80,1219,71,14,47,0,1350
5003,411,28,3,0,0,443,174,15,0,0,0,197,170,11,3,0,0,185,319,16,6,3,0,349,542,37,3,5,0,582,2004,108,9,0,0,2127,2691,61,3,3,3,2769,2513,44,8,0,4,2572,856,21,0,0,0,877,548,17,4,0,0,568,328,8,4,0,0,339,566,29,3,0,5,604,11134,403,54,10,15,11614
5004,231,14,0,0,0,245,103,11,0,0,0,117,72,7,0,0,0,86,151,8,0,0,0,169,211,12,0,0,0,227,670,38,3,4,0,710,1021,37,3,3,0,1068,1303,44,0,0,0,1351,505,11,3,0,0,522,378,13,0,0,0,395,242,6,0,0,0,255,267,16,0,0,0,291,5166,225,11,15,4,5424
5005,69,0,0,0,0,69,17,0,0,0,0,22,24,0,0,0,0,23,55,7,0,0,0,58,82,3,0,0,0,91,266,10,0,0,0,278,257,6,0,0,0,259,289,5,0,0,0,294,119,0,0,0,0,116,75,0,0,0,3,80,41,3,0,0,0,42,77,0,0,0,0,86,1380,36,0,8,9,1425
5006,177,11,0,0,0,195,106,0,0,0,0,109,83,6,0,0,0,88,231,10,6,3,4,253,314,15,0,0,0,338,909,39,3,8,0,954,949,28,3,3,0,991,990,29,0,0,0,1032,324,3,0,0,0,333,272,13,0,0,0,283,161,7,0,0,0,173,257,6,4,0,0,270,4787,187,20,21,9,5012
5007,102,10,0,0,0,114,42,0,0,0,0,48,61,7,0,0,0,71,158,19,0,0,0,177,228,27,0,0,0,257,756,78,0,0,0,838,837,42,0,0,0,879,851,46,0,4,0,893,298,7,0,0,0,306,232,9,0,0,0,241,117,4,0,0,0,122,218,11,0,4,0,221,3898,242,10,14,0,4162
5008,32,7,0,0,0,36,3,4,0,0,0,12,9,4,0,0,0,13,22,4,0,0,0,30,26,6,0,0,0,32,137,28,0,6,0,173,218,19,0,0,0,238,274,25,0,0,0,308,127,12,0,0,5,141,119,7,0,0,0,127,119,0,0,0,0,122,65,5,0,0,0,68,1159,126,9,8,5,1309
5009,11913,1355,481,9,12,13769,3931,461,173,3,0,4569,3529,451,220,0,0,4202,6238,935,400,12,3,7590,9133,1355,663,15,7,11169,33484,4936,2228,19,19,40685,49963,5869,2298,24,33,58180,71204,5877,1952,17,50,79101,32813,2341,785,12,21,35967,26336,1986,706,7,12,29046,20748,1281,503,9,17,22559,16033,1430,530,13,14,18016,285330,28274,10941,138,179,324856
5010,25,3,0,0,0,29,17,4,0,0,0,22,11,8,0,0,0,19,45,9,0,0,0,56,63,15,0,8,0,79,137,15,4,0,0,155,111,8,0,0,0,128,102,12,0,7,0,124,55,4,0,0,0,53,61,0,0,0,0,61,49,4,0,0,0,55,48,0,0,3,0,53,726,81,12,15,0,833
6000,1242,13,10,9,5,1281,940,12,0,10,0,961,942,9,6,10,0,964,1722,17,11,7,5,1753,2179,21,10,3,4,2216,5192,33,20,13,9,5269,3865,15,8,8,3,3903,2635,10,0,10,4,2659,799,0,4,0,0,804,583,0,0,0,4,593,386,5,0,3,0,394,1130,3,9,3,3,1148,21630,131,69,69,29,21930
6001,155,0,0,0,0,163,148,3,0,0,0,152,120,5,0,0,0,126,299,8,0,0,0,305,478,3,0,0,0,484,993,7,0,0,0,1008,565,3,0,0,0,566,322,3,0,0,0,326,92,0,0,0,0,99,51,0,0,0,0,55,41,0,0,0,0,44,171,0,0,0,0,168,3438,38,10,5,3,3492
6002,175,9,0,0,0,187,144,11,0,0,0,150,128,3,0,0,0,131,293,9,0,0,0,305,460,9,0,0,0,468,1226,21,0,0,0,1248,705,11,0,0,0,717,409,0,0,3,0,418,111,0,0,0,0,111,89,0,0,0,0,89,52,0,0,0,0,52,178,3,0,0,0,178,3974,76,0,9,4,4055
6003,1394,55,49,0,3,1502,699,28,25,0,0,758,613,21,36,0,0,675,1197,52,59,3,0,1310,1752,64,91,0,3,1911,5409,205,242,4,0,5865,5763,154,156,3,0,6084,5344,108,88,4,8,5552,1951,49,17,4,6,2028,1459,35,27,3,0,1516,988,24,17,4,0,1031,1206,34,44,0,4,1292,27777,826,854,34,22,29520
6004,517,25,15,0,0,559,275,17,15,0,0,308,290,20,10,0,0,327,645,49,41,0,0,737,1096,48,43,0,0,1191,2861,99,77,0,0,3047,2247,74,31,0,0,2358,1518,67,11,0,5,1598,441,12,10,0,0,468,341,9,0,0,0,356,207,13,3,0,0,221,500,25,10,0,0,536,10939,466,269,6,9,11694
6005,96,7,0,0,0,103,52,0,0,0,0,58,66,0,0,0,0,68,138,5,0,0,0,148,210,8,0,0,0,219,527,12,0,5,0,544,338,0,0,0,0,340,232,0,0,0,0,233,55,0,0,0,0,55,38,0,0,0,0,38,21,0,0,0,0,22,85,0,0,0,0,83,1854,42,0,8,0,1902
7000,126,0,0,24,5,153,44,3,0,3,0,46,55,0,0,3,0,60,87,6,0,14,3,104,134,5,0,16,3,156,450,12,0,33,12,497,491,3,0,15,8,510,723,5,0,14,4,745,458,0,0,15,0,477,379,0,0,14,6,402,222,0,0,3,3,238,211,8,0,20,3,241,3374,37,3,181,47,3645
7001,73,16,0,0,0,90,36,10,0,4,0,42,24,6,4,0,0,33,47,24,5,5,0,80,97,48,9,0,0,155,267,152,7,6,3,434,537,154,7,3,0,703,730,90,4,7,3,837,329,23,0,3,3,359,211,19,0,0,0,235,119,8,0,4,4,137,125,22,4,0,0,152,2594,575,47,34,13,3261
7002,377,25,77,3,0,484,112,10,29,4,0,155,99,15,34,3,0,150,225,42,77,0,0,347,282,52,132,3,0,467,1055,196,383,13,0,1650,1610,223,438,11,0,2275,3122,217,402,4,3,3743,1851,93,164,6,0,2111,1482,51,116,3,0,1656,916,35,70,0,0,1023,626,48,89,6,0,776,11756,1009,2014,60,9,14843
8000,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,9,16,0,0,0,0,16,27,0,0,0,0,27,19,0,0,0,0,19,19,0,0,0,0,19,17,0,0,0,0,17,4,0,0,0,0,4,127,0,0,0,0,132
8001,2305,391,256,0,0,2952,657,113,79,0,0,856,572,138,106,0,0,821,966,242,267,0,0,1478,1293,359,482,0,0,2134,4116,1387,2116,0,3,7629,6158,2697,2482,4,6,11353,12809,3017,2035,0,4,17858,8602,1011,626,0,5,10235,7816,741,521,0,4,9082,5269,427,316,0,7,6013,2316,413,297,0,0,3030,52880,10933,9593,11,34,73450
9000,18,0,3,0,0,20,6,0,0,0,0,6,5,0,0,0,0,9,21,3,0,0,0,26,22,0,0,0,0,21,67,8,6,0,0,72,45,0,0,0,0,49,44,4,0,0,0,45,15,0,0,0,0,15,6,0,0,0,0,6,3,0,0,0,0,9,19,0,0,0,0,19,261,13,6,0,4,286
