SUA_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
2019,4,22,0,26,551,31,0,604,25,14,0,41,403,24,0,465,329,37,4,371,660,70,0,1108,565,25,14,604,392,57,3,1058,345,44,4,387,674,54,0,1112,43,95,0,138,948,56,0,1149,9,126,0,138,854,67,0,1066,3,22,0,20,647,61,0,734,0,0,0,0,240,51,0,295,1322,389,22,1731,5376,480,7,7597,3,49,0,51,485,42,0,579,61,36,0,99,402,31,0,531,445,49,28,521,615,74,0,1207,686,39,36,762,348,54,0,1164,344,101,14,457,767,66,0,1296,25,285,0,316,917,59,0,1296,10,234,0,243,945,47,0,1237,5,37,0,45,808,91,0,948,0,3,0,3,444,74,0,526,1580,826,84,2484,5738,555,6,8783,6,68,0,79,1040,76,0,1188,84,47,0,140,806,55,0,996,773,90,35,894,1275,146,4,2311,1254,64,51,1371,740,117,6,2232,682,141,14,837,1438,123,0,2403
2020,0,51,0,51,1065,65,0,1182,42,38,0,74,937,56,0,1074,903,61,25,989,1524,146,4,2665,1367,37,46,1442,758,152,6,2360,725,59,13,803,1406,149,4,2361,139,199,5,340,1949,104,4,2393,31,236,0,267,1887,113,0,2265,4,49,0,52,1211,78,0,1343,0,3,0,3,358,39,0,400,3208,736,95,4036,11097,893,21,16051,7,112,0,123,1002,79,0,1198,90,75,0,170,878,53,5,1103,1287,123,80,1484,1315,187,7,2998,1590,76,86,1747,657,143,3,2549,743,176,38,955,1549,125,0,2636,63,588,7,657,1988,119,0,2766,19,422,4,444,1893,101,0,2440,3,60,0,66,1310,113,0,1488,0,0,0,5,579,44,0,629,3796,1638,218,5648,11171,961,23,17809,7,164,0,172,2063,140,0,2380,131,108,0,250,1820,109,5,2176,2193,183,102,2473,2839,334,14,5666,2953,108,136,3194,1408,293,16,4910,1472,238,54,1757,2956,274,3,4997
2021,5,33,0,32,952,95,0,1080,35,25,0,59,804,76,0,934,586,63,15,663,1464,140,17,2277,1099,39,31,1175,726,167,7,2073,690,64,18,777,1213,128,9,2122,121,183,0,305,1722,99,7,2129,21,267,0,283,1477,98,0,1863,5,52,0,50,874,85,0,1010,0,4,0,5,336,57,0,393,2557,721,65,3348,9566,942,42,13897,3,63,0,70,924,68,0,1060,50,63,7,116,786,50,5,958,832,106,46,984,1198,128,5,2322,1397,76,69,1546,552,138,13,2244,675,155,26,854,1420,106,0,2380,68,487,6,559,1785,103,3,2459,22,403,0,426,1558,123,0,2105,0,70,0,71,1099,128,0,1303,5,4,0,6,572,150,0,726,3060,1425,154,4639,9895,992,26,15551,8,93,0,101,1877,159,0,2141,86,86,7,180,1589,126,7,1899,1416,172,60,1647,2666,265,25,4596,2502,116,99,2716,1273,305,19,4315,1367,220,46,1635,2636,231,4,4506
3000,140,912,14,1064,17678,2866,17,21619,1093,572,35,1704,14061,3205,315,19284,11667,1012,368,13047,22558,8585,1258,45452,20184,895,626,21709,15852,8121,443,46124,11854,1768,356,13978,31584,8603,134,54301,2437,3583,90,6110,48608,7824,100,62643,509,3294,20,3825,48126,5675,98,57721,92,669,0,764,23110,2753,36,26664,11,34,0,43,5018,809,3,5875,47980,12748,1522,62255,226581,48438,2402,339680,298,1653,31,1980,15264,2500,11,19753,2253,1152,130,3528,11440,2189,165,17325,17488,1621,1098,20210,16588,5038,540,42382,24058,1538,1353,26949,12102,4528,147,43724,10526,3844,522,14897,30708,4901,73,50582,1061,8521,84,9666,44957,5148,85,59852,279,5116,28,5423,41148,4383,80,51035,71,817,13,902,20112,2487,31,23531,12,72,0,75,6257,1065,9,7406,56059,24334,3252,83636,198576,32246,1132,315593,437,2572,42,3043,32934,5363,23,41373,3349,1726,162,5239,25505,5389,474,36609,29153,2635,1468,33257,39152,13623,1802,87834,44244,2430,1981,48655,27952,12647,590,89851,22386,5616,881,28879,62294,13505,202,104881
3001,4,14,0,13,294,41,0,345,13,10,0,24,430,91,19,557,188,26,6,223,1035,305,44,1598,427,16,15,461,533,176,3,1172,254,25,16,299,665,171,9,1140,51,49,0,101,978,230,8,1321,13,46,0,61,859,176,5,1100,3,13,0,14,270,53,8,343,0,0,0,0,25,3,0,29,956,200,37,1189,5086,1246,83,7608,4,18,0,20,327,36,0,385,24,19,0,46,508,102,22,682,328,45,10,385,980,285,59,1706,619,30,32,680,384,180,7,1245,224,53,16,292,641,147,0,1088,18,104,0,119,962,233,4,1317,11,93,0,100,648,158,7,917,0,17,0,17,195,38,3,255,0,0,0,0,28,10,0,38,1227,379,58,1667,4673,1184,104,7625,5,32,0,34,615,78,0,733,37,29,0,69,940,194,38,1242,519,71,19,607,2009,586,99,3310,1050,50,42,1139,923,350,11,2423,479,81,31,589,1308,322,7,2227
3002,290,3137,14,3442,70795,3953,94,78287,2677,2325,92,5092,74771,5461,252,85578,38840,3655,992,43485,121831,12555,790,178665,87090,2857,2049,91997,68072,9920,432,170421,52482,3764,1000,57241,88442,7670,331,153689,8731,8707,160,17598,101651,5379,396,125027,1468,11981,76,13522,77128,4221,369,95247,205,2857,19,3083,44768,3137,104,51085,17,120,0,138,13670,1758,22,15593,191798,39402,4406,235605,661126,54048,2805,953584,513,5452,48,6014,64910,3703,96,74724,5436,4315,309,10055,69954,4716,231,84955,60858,6480,2557,69892,105446,10677,553,186571,107654,4757,4058,116471,54646,8283,306,179709,50615,9129,1678,61417,94884,6416,300,163021,3956,22486,323,26773,102186,4866,532,134359,969,20536,151,21660,79870,4294,411,106243,217,3508,24,3749,51752,4082,128,59711,36,174,3,210,22197,3684,38,26127,230250,76843,9148,316244,645853,50722,2603,1015418,804,8590,62,9454,135702,7659,192,153011,8108,6643,396,15151,144731,10174,485,170534,99697,10136,3547,113379,227278,23231,1345,365238,194742,7613,6106,208465,122718,18202,737,350129,103092,12888,2675,118658,183327,14090,636,316705
3003,12,88,0,103,1923,149,0,2171,136,58,5,201,1558,100,13,1878,1168,95,32,1298,2356,287,42,3975,1784,87,67,1936,1459,220,10,3620,1062,127,39,1230,2589,265,3,4084,184,335,6,529,3760,267,9,4564,51,314,3,363,4336,265,8,4973,12,80,0,85,3008,207,9,3308,0,0,0,0,853,106,0,967,4407,1187,151,5748,21840,1863,89,29539,25,163,0,194,1696,116,0,2007,253,105,8,363,1479,120,20,1984,1799,183,125,2110,1853,279,42,4287,2321,134,151,2609,1304,203,13,4130,1046,400,47,1488,2814,220,8,4529,97,794,12,902,4061,211,10,5176,27,517,4,548,4610,273,9,5434,8,102,0,113,3201,307,3,3623,0,5,0,5,1251,149,0,1401,5578,2400,355,8334,22263,1881,104,32581,44,253,0,298,3625,263,0,4181,387,163,16,565,3039,222,36,3862,2966,278,162,3403,4208,567,85,8268,4105,221,223,4543,2761,425,24,7754,2111,523,86,2723,5394,486,7,8619
3004,18,182,0,199,4147,492,12,4843,144,103,9,262,3500,631,74,4470,1970,207,69,2245,6268,1472,213,10201,4329,234,149,4703,4187,1113,44,10052,3150,274,95,3516,6135,1117,49,10813,757,530,17,1304,7564,946,39,9859,128,636,9,773,6297,902,42,8009,23,170,0,189,3121,484,23,3816,0,5,0,10,789,166,3,966,10511,2333,354,13197,42006,7325,498,63029,39,339,3,381,3851,442,7,4687,335,269,29,631,3213,579,56,4483,3400,446,165,4007,5622,1414,151,11209,5908,338,293,6540,3824,976,30,11372,3174,629,137,3936,6672,923,30,11566,254,1355,20,1630,7604,895,44,10175,51,1134,5,1191,5893,761,37,7870,10,215,0,220,3093,487,15,3817,3,15,0,20,1138,238,4,1402,13178,4733,652,18560,40915,6717,373,66576,58,518,3,578,8000,932,16,9524,477,373,37,889,6713,1214,134,8949,5364,655,234,6260,11893,2889,367,21405,10238,569,440,11250,8010,2090,72,21423,6318,900,236,7454,12808,2037,78,22377
3005,0,32,0,30,450,43,0,528,25,20,0,41,388,67,47,542,331,36,14,385,596,132,78,1190,549,21,18,590,377,147,40,1150,283,31,10,320,543,104,13,972,42,56,0,101,603,119,5,824,0,38,0,45,341,81,0,468,0,10,0,9,107,36,0,154,0,0,0,0,27,13,0,43,1229,238,45,1509,3433,739,186,5871,7,46,4,52,328,38,0,416,64,20,5,91,347,40,6,482,476,38,48,558,465,93,29,1142,692,32,43,760,277,94,11,1134,222,76,11,306,475,75,0,856,20,131,0,153,530,83,0,769,0,69,0,71,267,68,3,405,0,14,0,14,104,19,0,136,0,0,0,0,26,20,0,48,1474,423,105,2004,2814,518,51,5396,4,70,4,86,777,80,0,941,92,43,9,133,727,102,54,1020,805,82,61,940,1067,223,105,2337,1242,51,60,1352,650,237,50,2286,503,103,16,629,1015,179,12,1834
3006,3,76,0,84,1341,92,0,1518,85,41,3,123,1079,77,0,1283,980,73,28,1090,1604,225,5,2923,1510,72,59,1648,1124,251,11,3027,801,118,17,936,1955,223,5,3112,129,224,5,360,2405,214,5,2985,18,182,3,204,1540,161,7,1916,0,23,0,27,667,69,3,766,0,0,0,0,188,25,0,212,3536,806,126,4466,11906,1330,36,17740,18,128,7,146,1229,87,0,1470,229,91,11,335,837,80,0,1253,1499,132,108,1737,1190,205,0,3136,1841,101,101,2040,844,174,3,3063,766,256,38,1061,1884,170,0,3117,55,536,0,596,1976,129,4,2711,8,261,4,264,1372,120,3,1763,0,42,0,40,739,74,3,857,0,0,0,0,257,53,0,317,4416,1554,267,6230,10332,1103,17,17680,22,207,7,235,2574,175,0,2986,316,134,17,462,1913,157,4,2536,2482,204,139,2823,2799,436,5,6065,3352,173,164,3689,1965,426,14,6087,1568,372,58,1998,3841,393,7,6231
3007,62,784,10,855,18160,1229,27,20272,480,562,13,1060,18078,1490,78,20707,9486,894,194,10568,29994,3823,209,44598,22893,795,498,24183,16943,2981,105,44214,14746,1037,313,16092,25001,2675,122,43893,2729,2368,51,5144,31465,2250,147,39002,489,3296,19,3803,28662,2163,147,34769,96,815,3,919,18260,1730,75,20974,7,38,0,47,5454,968,15,6484,50977,10590,1104,62666,192013,19305,930,274918,87,1333,11,1428,17067,1148,32,19681,1064,1019,57,2138,17955,1567,69,21730,15552,1677,611,17830,26826,3653,173,48481,29042,1230,1194,31465,14037,2964,93,48559,14811,2441,434,17684,27545,2648,109,47992,1154,6727,66,7948,33529,2316,150,43941,274,6109,41,6426,30228,2185,165,38999,58,967,8,1038,19952,2119,66,23173,16,54,0,72,7887,1856,15,9824,62062,21556,2419,86036,195025,20461,875,302392,152,2117,16,2282,35229,2377,62,39953,1550,1579,69,3200,36036,3059,149,42439,25039,2566,802,28402,56815,7478,381,93084,51938,2023,1693,55649,30979,5947,200,92773,29546,3481,746,33778,52545,5330,233,91879
3008,9,40,0,45,672,48,0,765,39,23,0,62,498,37,0,592,389,29,22,447,688,113,4,1249,538,26,28,597,433,82,0,1114,315,35,8,359,804,81,0,1253,56,79,3,133,1097,85,0,1320,15,100,0,115,1083,56,0,1251,4,22,0,24,691,42,0,762,4,3,0,3,246,24,0,278,1366,357,62,1782,6219,577,8,8585,11,66,0,78,585,48,0,711,90,53,7,148,403,27,0,583,595,57,48,693,473,73,0,1242,817,41,52,906,366,73,0,1337,339,130,16,490,886,74,0,1449,28,237,3,272,1160,59,7,1493,12,166,0,179,1241,70,3,1492,0,33,0,33,893,55,0,986,0,0,0,0,422,43,0,464,1896,783,126,2799,6418,523,12,9753,22,104,0,128,1255,96,0,1477,128,70,9,207,899,69,3,1178,984,88,72,1139,1159,187,4,2489,1352,66,75,1500,805,152,0,2451,661,164,26,852,1688,158,4,2699
3009,12,72,0,85,1312,120,4,1520,60,40,0,104,950,81,0,1137,714,69,30,813,1345,149,10,2317,1269,55,58,1387,967,170,0,2519,784,86,19,887,1890,194,3,2984,158,209,6,368,3235,209,16,3827,29,226,0,256,4581,307,10,5159,10,50,0,60,2997,307,7,3369,0,0,0,0,719,127,0,842,3035,809,122,3959,17990,1670,50,23670,22,123,6,154,1262,100,0,1511,154,62,10,231,793,61,4,1085,1179,103,81,1362,1126,159,11,2655,1802,78,101,1984,893,171,5,3049,865,217,30,1111,2306,210,7,3642,90,533,4,634,3865,255,10,4764,23,387,3,415,4928,326,12,5683,9,63,0,69,2998,365,6,3439,0,6,0,3,1004,195,3,1199,4141,1579,233,5957,19177,1827,59,27021,34,197,6,236,2573,217,4,3031,219,97,11,330,1743,142,3,2223,1891,172,114,2177,2471,309,19,4969,3076,133,162,3371,1859,338,9,5575,1650,306,46,2005,4198,406,17,6623
3010,0,23,0,22,274,34,0,325,27,12,3,42,262,23,0,330,237,23,13,271,407,53,12,741,268,10,7,280,240,46,4,572,132,13,8,152,338,47,0,540,29,47,4,78,458,32,6,577,7,33,0,40,468,34,0,542,0,4,0,4,302,32,0,341,0,0,0,0,104,10,0,112,701,169,24,891,2849,319,18,4079,6,26,0,29,283,23,0,334,48,30,4,80,259,19,0,360,310,19,21,354,296,50,0,705,335,18,26,372,185,37,0,601,151,53,7,212,361,36,0,606,8,87,0,100,498,41,3,632,6,64,0,76,547,37,0,659,0,9,0,9,328,23,0,359,0,0,0,0,171,30,0,198,863,308,57,1230,2920,297,7,4451,4,42,0,48,554,64,0,659,74,38,3,114,521,44,3,689,547,47,31,624,702,99,15,1448,598,31,27,658,422,90,4,1168,285,67,16,364,702,78,0,1145
3011,3,121,0,120,2303,190,0,2618,121,65,0,188,2119,227,0,2537,1498,148,44,1692,3131,521,3,5353,2585,123,79,2794,2047,472,9,5320,1282,194,43,1518,3242,439,15,5212,219,404,7,632,4068,427,15,5142,32,394,6,421,2982,293,15,3705,3,77,0,76,1551,204,0,1838,0,5,0,5,497,94,3,604,5744,1528,179,7454,21941,2871,60,32318,15,222,0,235,2072,179,7,2487,282,150,20,454,1847,244,4,2543,2513,252,136,2896,2434,499,16,5846,3357,183,215,3755,1621,418,9,5805,1284,459,70,1816,3299,346,4,5464,107,1065,7,1178,3630,317,10,5141,15,654,0,673,2812,262,12,3757,14,116,0,124,1834,225,4,2189,0,9,0,9,802,150,3,968,7583,3106,454,11135,20353,2632,64,34194,13,340,0,355,4371,363,9,5104,401,216,21,639,3966,475,4,5079,4010,397,185,4591,5567,1022,20,11198,5947,307,292,6550,3668,885,21,11124,2564,654,114,3330,6546,783,24,10675
3012,4,30,0,30,732,92,0,850,57,27,4,88,568,152,0,797,364,38,19,420,722,343,0,1482,571,34,27,633,515,320,0,1462,355,56,12,426,1007,182,0,1617,74,132,8,213,1547,139,0,1896,13,140,0,153,1759,101,0,2012,4,27,0,27,1020,80,4,1134,0,0,0,0,286,35,0,320,1440,478,62,1977,8153,1441,6,11579,7,71,0,82,601,50,0,734,111,43,5,162,435,42,0,636,566,50,64,679,461,89,0,1232,780,50,47,882,411,92,0,1379,330,147,18,490,1082,74,3,1650,31,298,7,340,1600,90,0,2027,8,197,0,206,1778,110,0,2099,0,26,0,35,1093,101,0,1220,0,0,0,0,445,57,0,500,1840,887,139,2866,7905,710,7,11491,8,98,0,116,1332,140,0,1589,169,68,3,244,999,190,0,1438,925,88,76,1094,1186,431,8,2715,1355,86,72,1512,921,408,0,2847,683,202,26,911,2091,256,3,3271
3013,5,47,0,48,521,101,0,665,38,29,0,75,512,125,0,716,432,51,14,489,937,257,8,1694,583,32,22,638,533,227,3,1407,265,42,11,316,726,239,0,1288,60,69,5,138,892,230,6,1271,6,48,0,55,536,182,3,779,0,13,0,11,240,69,0,314,0,0,0,0,38,11,0,54,1401,334,47,1783,4935,1438,29,8190,9,43,6,61,430,65,0,555,111,41,11,162,460,104,3,728,629,76,55,757,781,188,5,1726,682,56,34,776,449,144,3,1373,236,113,19,367,666,152,3,1179,24,170,5,204,702,157,7,1070,10,77,0,81,432,103,0,610,0,16,0,16,186,46,0,251,0,0,0,0,40,17,0,61,1692,603,126,2418,4139,977,29,7557,14,91,6,108,944,168,0,1220,151,71,8,232,971,226,3,1441,1056,128,67,1251,1716,444,16,3424,1266,94,59,1415,980,376,6,2777,502,155,28,683,1389,391,3,2467
3014,20,126,0,151,2352,204,3,2712,147,86,5,233,2033,294,4,2564,1535,167,66,1767,3002,712,13,5493,2307,121,90,2510,1860,602,14,4988,1114,163,51,1330,2726,441,6,4506,196,405,8,608,3491,308,0,4406,33,401,0,432,2798,264,9,3502,5,76,0,85,1588,159,0,1825,3,7,0,7,549,100,5,655,5355,1546,217,7123,20400,3086,53,30657,32,238,0,276,2082,179,3,2544,325,180,18,527,1836,189,5,2552,2417,262,187,2864,2304,348,18,5536,2948,189,183,3321,1437,319,4,5084,1116,488,71,1672,2835,274,5,4778,85,1014,11,1106,3368,240,4,4721,29,613,0,641,2679,207,10,3539,5,85,0,88,1992,216,0,2304,3,10,0,12,856,178,0,1044,6950,3077,475,10509,19401,2153,43,32112,52,364,5,425,4437,386,3,5255,467,265,29,758,3866,486,3,5118,3950,432,253,4630,5310,1057,30,11036,5256,308,273,5835,3300,925,15,10070,2231,645,119,2997,5564,719,9,9285
3015,17,423,4,447,10277,605,15,11342,246,244,3,488,8217,604,22,9333,4859,412,115,5391,12766,1353,137,19637,12253,375,262,12891,7550,1314,68,21833,8426,548,192,9169,13626,1255,71,24112,1536,1472,26,3035,19383,1114,55,23584,245,2157,8,2408,19367,1157,73,23007,51,490,0,547,12360,983,54,13946,3,24,0,21,3726,549,12,4308,27635,6140,621,34401,107276,8925,508,151109,34,740,4,779,9713,583,11,11091,563,491,24,1084,7997,590,26,9696,7876,753,312,8942,11251,1332,120,21641,15942,592,649,17187,6438,1323,63,25010,8757,1324,294,10376,15749,1246,53,27428,699,4055,29,4784,21695,1244,64,27794,130,3776,22,3921,20345,1214,79,25562,40,570,7,619,13348,1206,40,15212,5,29,0,34,5164,958,11,6164,34057,12330,1341,47731,111703,9695,471,169602,56,1160,7,1222,19993,1193,26,22431,810,728,32,1572,16216,1192,50,19031,12738,1166,430,14332,24012,2682,256,41279,28196,974,908,30078,13993,2638,134,46837,17180,1879,486,19553,29370,2497,123,51541
3016,28,235,4,265,4397,270,6,4935,224,136,4,364,3847,290,7,4511,2587,227,89,2898,5584,564,17,9055,4285,168,170,4618,3055,427,10,8114,2326,242,71,2641,4797,419,11,7860,386,563,14,965,6036,372,0,7375,58,747,0,811,5258,347,3,6425,10,169,4,186,3470,267,3,3932,0,10,0,11,1163,120,0,1298,9913,2499,356,12766,37595,3081,59,53507,38,411,4,459,4133,228,3,4817,431,292,25,745,3587,279,4,4613,3975,413,263,4652,4605,479,14,9757,5374,287,356,6014,2577,447,8,9044,2361,672,123,3155,5376,365,9,8906,197,1556,20,1773,6282,384,17,8455,49,1296,5,1356,5813,342,13,7516,24,216,0,241,4307,353,5,4914,4,15,0,18,1996,250,0,2264,12459,5157,796,18411,38679,3122,74,60289,69,643,9,724,8525,493,12,9750,652,427,28,1108,7437,572,12,9127,6560,641,350,7549,10187,1042,31,18808,9657,448,522,10636,5635,870,19,17161,4687,916,197,5794,10164,783,23,16768
3017,25,278,6,309,5238,525,10,6087,286,197,8,487,5865,1066,46,7463,3147,342,118,3611,8015,1539,71,13226,5180,250,244,5680,4198,1119,30,11025,2931,387,101,3421,6484,846,19,10770,530,852,19,1400,7686,679,21,9786,77,801,3,883,6088,515,24,7503,12,203,0,214,3130,314,9,3662,3,10,0,8,802,122,0,939,12189,3319,504,16012,47498,6725,232,70465,60,480,5,544,5271,445,4,6256,583,420,32,1035,5255,541,22,6851,4868,562,291,5718,6260,1075,25,13085,6851,457,418,7723,3571,875,15,12194,2904,933,157,3984,6990,725,17,11721,237,2001,28,2261,7610,544,14,10435,45,1387,11,1442,5928,456,16,7839,14,248,0,261,3632,324,3,4220,5,13,0,17,1408,249,0,1679,15563,6488,945,22998,45926,5237,121,74281,87,761,10,854,10505,970,16,12344,873,608,42,1524,11124,1603,62,14321,8016,905,407,9332,14271,2609,100,26311,12030,710,667,13403,7766,1996,47,23211,5831,1317,260,7409,13474,1568,33,22487
3018,4,23,0,24,446,39,0,509,31,18,0,57,359,32,0,447,278,27,9,317,472,76,0,864,306,26,12,341,284,53,0,675,203,42,4,244,494,68,0,807,50,74,3,120,760,78,0,965,11,66,0,75,839,52,0,966,0,17,0,21,539,60,0,620,0,0,0,0,149,21,0,172,888,284,32,1203,4331,482,5,6026,3,44,0,49,370,27,0,441,88,24,6,113,267,41,0,422,406,33,34,474,340,56,0,871,450,21,24,494,229,56,0,784,221,96,17,333,553,63,0,950,29,182,6,211,802,58,0,1068,3,105,0,109,856,72,0,1038,0,28,0,33,627,63,0,727,0,0,0,0,249,41,0,293,1205,531,77,1821,4293,478,3,6593,12,64,0,71,808,64,0,952,122,40,10,172,628,71,0,869,687,60,39,792,814,130,0,1733,754,42,39,835,511,107,0,1457,422,133,20,581,1045,127,0,1758
