SUA_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
1025,11061,1736,1338,215,196,233,298,164,73,369,15696,3136,1859,2040,610,655,646,636,233,60,152,10020,457,131,214,83,120,106,153,52,21,73,1408,17,6,0,3,4,0,0,5,0,3,41,3609,1993,2256,698,776,749,787,284,85,230,11472,23,3,0,0,0,0,0,0,0,373,403,14692,3738,3595,918,974,986,1081,457,156,972,27566,11348,1702,1415,286,221,264,278,141,71,418,16148,3946,2088,2290,576,644,717,748,258,71,203,11549,676,203,272,93,99,115,160,75,18,75,1782,14,0,5,3,0,5,0,0,0,8,32,4639,2297,2562,672,743,836,909,331,94,293,13362,24,0,0,3,0,0,5,0,0,147,174,16007,4000,3982,960,959,1104,1190,474,160,855,29684,22410,3441,2757,500,419,500,572,310,141,787,31840,7085,3947,4330,1191,1294,1366,1381,491,135,362,21573,1136,334,484,176,220,219,316,125,39,153,3193,29,8,6,7,4,3,6,5,0,9,74,8248,4286
1026,1205,113,75,10,10,11,22,5,0,47,1509,227,106,163,51,33,57,71,20,3,14,740,32,17,14,5,3,7,14,9,0,0,105,0,0,0,0,0,0,0,0,0,0,0,257,124,177,58,42,64,85,24,5,19,845,0,0,0,0,0,0,0,0,0,121,121,1468,234,258,69,51,75,109,34,5,181,2480,1244,127,98,20,8,15,21,9,0,46,1598,297,118,191,48,50,52,77,29,9,10,883,33,9,17,10,6,5,27,4,0,6,122,0,0,0,0,0,0,0,0,0,0,3,332,134,213,57,57,61,104,31,9,21,1008,3,0,0,0,0,0,0,0,0,5,6,1577,262,307,77,66,73,125,41,8,73,2608,2452,237,175,34,23,28,42,18,4,96,3109,520,226,355,98,85,108,144,43,7,24,1623,60,26,30,14,14,13,41,13,0,9,227,0,0,0,0,0,0,0,0,0,0,5,588,255
1027,772,114,95,18,16,14,16,20,0,41,1109,227,218,275,59,72,80,59,19,4,18,1027,34,20,10,0,4,6,7,7,0,5,106,0,0,0,0,0,0,0,0,0,0,3,266,239,287,64,85,83,69,31,5,20,1141,0,0,0,0,0,0,0,0,0,0,4,1035,350,387,83,101,103,83,49,9,62,2254,810,101,100,25,20,12,20,13,3,37,1144,238,198,274,73,79,78,75,36,4,11,1061,48,19,18,4,6,8,17,16,0,4,134,0,0,0,0,0,0,0,0,0,0,6,281,216,295,78,86,87,94,54,7,15,1203,3,0,0,0,0,0,0,0,0,3,5,1095,314,397,100,100,97,113,63,11,55,2354,1578,214,202,42,41,32,37,29,0,77,2248,465,413,545,135,149,154,137,62,9,25,2091,81,36,33,9,13,14,26,23,0,9,242,0,0,0,0,0,0,0,0,0,0,6,545,452
1028,1922,231,182,29,39,30,30,10,9,74,2563,287,133,149,31,56,52,52,19,5,18,806,15,9,17,0,5,4,4,0,0,8,59,0,0,0,0,0,0,0,0,0,0,3,310,146,162,39,64,58,52,22,5,18,870,8,0,0,0,0,0,0,0,0,9,15,2232,371,350,64,104,86,79,33,16,102,3446,2032,211,178,32,34,36,45,21,7,113,2714,355,174,188,55,61,59,57,25,11,20,997,32,11,25,0,12,0,9,7,4,4,94,0,0,6,0,0,0,0,0,0,0,6,385,190,218,55,65,59,68,28,13,25,1098,8,0,0,0,0,0,0,0,0,17,20,2422,398,397,89,101,95,105,50,17,152,3828,3957,441,365,66,75,69,66,28,16,181,5272,639,307,337,90,119,111,112,44,10,38,1803,49,23,38,0,12,3,12,7,0,5,152,6,0,6,0,0,0,0,0,0,0,6,688,329
1029,315,94,56,9,7,15,4,4,8,17,523,54,74,45,11,10,19,19,10,13,4,251,7,0,3,7,6,3,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,64,72,44,20,15,19,21,12,16,4,287,0,0,0,0,0,0,0,0,0,0,0,375,170,99,27,19,36,26,15,24,17,811,302,81,49,6,0,3,9,9,3,12,474,66,56,62,16,12,18,20,12,3,4,267,5,7,8,0,0,4,5,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,77,71,72,19,6,21,23,15,3,4,301,0,0,0,0,0,0,0,0,0,0,0,381,150,112,28,6,25,31,18,14,15,781,617,177,103,16,7,15,16,9,13,27,996,124,129,108,25,17,34,37,22,12,5,517,14,11,9,4,9,6,7,3,0,0,72,0,0,0,0,0,0,0,0,0,0,5,137,139
1030,927,59,50,4,8,8,10,4,4,40,1114,204,16,26,10,16,9,5,8,0,12,307,22,4,0,0,0,3,0,0,0,0,34,7,0,0,0,0,0,0,0,0,0,3,235,17,33,10,16,6,10,7,0,17,346,4,0,0,0,0,0,0,0,0,4,4,1160,76,77,20,19,16,23,6,4,61,1470,928,49,43,12,7,9,8,8,4,35,1115,230,41,27,16,8,11,7,5,0,13,358,40,3,5,0,0,0,0,0,0,6,49,3,0,0,0,0,0,0,0,0,0,5,272,42,29,16,8,11,7,4,0,17,409,0,0,0,0,0,0,0,0,0,0,0,1198,92,75,29,19,17,17,15,4,50,1526,1852,108,95,20,15,21,23,10,9,78,2230,439,54,52,30,24,16,13,11,0,25,663,64,12,7,0,0,3,3,0,0,5,91,4,0,0,0,0,0,0,0,0,0,11,508,59
1031,168190,32349,29798,6721,6848,7293,7532,3731,1410,5328,269201,245690,92516,83768,24654,27002,30107,30499,10151,2315,8351,555061,55742,13695,16467,5041,5873,5699,7611,2754,904,3850,117638,609,124,155,52,76,97,153,106,62,264,1686,302050,106338,100397,29748,32947,35898,38262,13014,3282,12466,674392,391,90,121,28,41,85,67,29,14,4970,5835,470630,138773,130315,36496,39844,43274,45863,16763,4703,22770,949430,161767,29566,27997,6541,6444,6969,7561,3562,1351,4976,256732,256787,96413,90393,25997,27083,28947,30380,10818,2707,7903,577428,82855,20583,21697,6544,6229,6112,9844,4111,1148,4805,163930,677,129,132,42,60,81,133,85,43,331,1716,340323,117128,112224,32592,33371,35138,40351,15014,3895,13036,743067,417,111,139,36,42,59,61,26,19,4451,5358,502497,146801,140356,39170,39856,42166,47978,18612,5264,22459,1005162,329955,61916,57795,13263,13299,14258,15089,7298,2765,10298,525930,502481,188933,174166,50654,54079,59051,60877,20974,5025,16256,1132492,138596,34277,38162,11586,12104,11806,17455,6870,2049,8656,281564,1281,253,292,101,127,176,281,186,100,600,3406,642370,223462
1032,509,80,74,22,27,13,17,14,11,23,803,112,167,296,89,125,106,120,56,30,25,1128,10,15,31,23,35,58,64,11,0,6,251,0,0,0,0,0,0,0,0,0,0,8,128,181,329,115,159,165,184,61,34,40,1382,0,0,0,0,0,0,0,0,0,6,11,637,264,405,135,184,180,202,78,43,70,2197,550,67,90,15,31,9,23,15,5,22,833,149,125,257,99,94,118,144,40,15,12,1053,12,9,30,19,44,53,49,14,5,8,247,0,0,0,0,0,0,0,0,0,0,0,161,134,285,114,144,172,194,55,15,22,1300,3,0,0,0,0,0,0,0,0,3,7,716,209,383,130,175,181,217,66,22,45,2140,1062,152,169,29,61,20,46,29,17,46,1634,260,293,557,190,216,228,265,97,47,36,2179,28,25,56,40,82,111,113,21,4,17,497,0,0,0,0,0,0,0,0,0,3,6,291,319
1033,569,43,17,7,14,8,6,3,3,29,691,88,47,49,19,12,22,34,12,6,8,298,5,9,0,0,0,0,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,96,55,54,19,13,24,38,13,5,8,329,0,0,0,0,0,0,0,0,0,3,11,664,94,74,26,22,30,45,13,10,40,1027,601,40,30,3,13,10,5,3,0,33,732,116,65,66,20,12,26,32,24,7,8,378,7,0,7,0,0,6,6,3,0,3,36,0,0,0,0,0,0,0,0,0,0,0,124,63,76,25,14,30,46,25,7,12,416,3,0,0,0,0,0,0,0,0,4,10,722,104,106,32,23,41,52,34,7,49,1158,1166,81,46,6,20,11,10,3,0,62,1424,202,110,119,46,27,49,61,34,14,15,676,17,8,10,0,0,3,18,4,0,3,65,0,0,0,0,0,0,0,0,0,0,0,215,118
1034,680,51,36,4,8,5,16,8,0,34,840,92,23,17,3,3,12,9,6,0,8,180,6,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,99,23,25,3,5,12,11,9,0,15,197,0,0,0,0,0,0,0,0,0,4,4,777,75,57,7,16,18,27,14,0,45,1036,753,67,37,6,10,5,8,12,0,29,916,117,32,31,13,3,7,3,10,0,10,227,15,4,8,3,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,3,135,31,38,13,4,12,6,10,0,10,263,4,0,0,0,0,0,0,0,0,0,4,893,101,76,18,12,22,11,20,0,37,1189,1433,117,70,9,18,14,19,16,0,64,1757,210,60,52,16,7,18,17,13,0,12,408,21,4,10,3,4,0,0,0,0,8,50,0,0,0,0,0,0,0,0,0,0,3,233,57
1035,788,145,108,15,27,18,25,18,10,35,1192,252,323,524,138,149,173,209,83,45,23,1914,19,42,48,38,31,34,94,33,4,4,349,0,0,0,0,0,5,7,0,3,0,21,277,365,572,175,183,210,309,114,56,23,2284,0,4,0,0,0,0,0,0,0,4,6,1063,517,686,190,213,231,332,138,61,63,3480,795,132,126,24,28,24,31,11,0,35,1213,307,289,412,150,163,175,180,51,30,15,1789,29,30,48,32,31,40,143,39,5,8,415,0,0,0,0,0,0,5,0,0,0,3,334,324,460,189,201,219,328,92,29,26,2207,0,0,0,0,0,0,0,0,0,8,3,1131,453,587,210,227,246,356,108,38,67,3424,1583,282,236,37,53,41,53,30,14,69,2406,557,613,939,292,313,347,389,136,80,32,3704,47,72,94,72,69,79,242,75,8,12,768,0,3,0,0,0,5,8,0,3,0,26,613,692
1036,11553,1161,958,158,182,187,193,138,38,353,14913,5874,1114,1492,459,424,553,644,304,23,185,11073,1378,101,200,78,50,69,115,36,22,76,2122,27,0,0,3,0,3,4,0,0,12,43,7276,1223,1691,539,470,619,764,340,40,276,13239,28,5,5,0,0,0,0,0,0,179,216,18858,2380,2655,700,650,812,955,478,77,802,28369,11987,1220,1017,166,155,153,199,110,39,385,15427,6708,1438,1710,444,438,496,527,249,36,229,12279,2163,184,263,105,55,88,158,47,20,132,3209,31,5,3,0,0,0,7,0,0,8,62,8901,1623,1983,547,492,588,696,292,54,364,15543,46,3,5,0,0,5,0,0,0,221,278,20932,2843,3000,709,651,747,892,397,94,975,31240,23536,2378,1980,326,340,343,393,244,73,732,30338,12582,2555,3203,896,863,1044,1177,557,59,413,23349,3535,289,462,184,100,160,273,82,39,209,5333,61,5,8,3,0,6,3,0,0,20,107,16179,2845
2000,20791,2016,1379,253,201,218,266,140,75,1190,26530,3365,1255,1251,321,379,443,632,190,122,296,8258,426,159,188,104,123,119,248,51,28,104,1551,30,0,5,0,0,3,12,3,6,21,83,3824,1412,1441,429,505,568,891,245,155,414,9890,44,8,6,3,0,0,3,0,0,600,665,24662,3435,2826,688,704,788,1160,387,234,2206,37091,21203,2145,1604,283,232,257,309,143,45,1124,27345,3857,1406,1535,453,416,472,657,256,99,275,9429,517,179,218,67,87,135,218,70,29,102,1633,34,3,7,4,0,3,5,0,0,15,68,4410,1589,1763,529,507,606,881,329,128,391,11129,56,3,3,0,3,0,0,0,0,74,152,25674,3736,3368,811,740,866,1192,474,175,1586,38625,42000,4158,2982,536,436,476,574,281,123,2309,53879,7224,2653,2787,779,803,912,1289,447,221,571,17686,945,341,413,174,205,255,466,124,57,200,3185,65,4,9,7,6,3,14,3,6,37,152,8235,2999
2001,772,118,78,9,10,8,5,3,0,27,1034,217,174,157,57,34,36,46,13,5,15,749,27,3,12,4,5,8,7,0,0,0,61,4,0,0,0,0,0,0,0,0,0,6,244,175,174,57,32,43,57,15,5,19,817,0,0,0,0,0,0,0,0,0,0,3,1017,289,252,69,42,47,58,20,5,49,1859,817,122,89,16,11,13,3,3,6,25,1105,232,184,193,60,39,36,45,12,9,9,811,28,3,13,6,7,6,10,10,0,7,86,0,0,0,0,0,0,0,0,0,0,0,257,193,203,61,41,40,57,22,9,14,902,0,0,0,0,0,0,0,0,0,0,5,1080,315,295,73,51,58,59,27,10,45,2012,1583,235,170,26,22,23,10,4,5,55,2140,451,358,349,114,69,75,92,26,8,26,1561,52,10,24,6,9,13,20,10,0,10,151,4,0,0,0,0,0,0,0,0,0,5,506,369
2002,397,40,34,3,9,4,8,4,0,23,527,59,34,65,15,11,12,24,12,3,10,244,7,4,8,4,0,3,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,65,34,74,20,18,19,26,14,3,13,276,0,0,0,0,0,0,0,0,0,3,3,458,78,112,22,27,21,33,13,7,32,811,473,47,33,5,13,10,13,3,0,17,599,78,38,71,20,21,21,13,5,8,8,286,10,8,21,3,0,8,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,86,43,94,22,23,30,18,10,8,17,352,0,0,0,0,0,0,0,0,0,0,0,552,90,126,23,33,34,33,13,8,36,954,862,89,69,10,21,11,19,7,0,44,1124,136,68,136,33,32,33,38,17,13,20,527,14,7,32,10,7,13,14,0,0,3,101,0,0,3,0,0,0,0,0,0,0,3,153,79
2003,2262,348,305,47,36,63,56,38,11,93,3272,532,632,558,157,155,201,256,85,14,35,2626,38,42,35,9,3,9,17,11,0,13,187,6,0,0,0,0,0,0,0,4,0,12,576,676,591,164,161,210,282,98,15,56,2822,3,0,0,0,0,0,0,0,0,12,19,2838,1028,903,210,201,275,331,133,22,164,6108,2491,310,299,40,52,68,56,32,8,115,3487,662,607,610,177,164,203,205,97,19,48,2787,66,48,57,13,18,16,36,18,5,15,290,4,0,0,0,5,0,0,0,0,0,17,732,657,667,195,183,223,241,114,19,62,3090,5,0,0,0,0,0,0,0,0,13,23,3224,966,974,240,234,288,300,150,32,188,6595,4755,657,612,88,96,138,107,74,21,209,6751,1194,1243,1166,333,314,399,463,183,29,86,5412,103,95,88,22,21,24,52,26,4,29,477,10,5,8,0,5,0,0,3,4,0,25,1305,1336
2004,1561,256,171,40,36,29,28,6,13,80,2219,345,607,520,156,139,177,166,60,12,24,2209,38,121,138,38,41,57,35,8,3,12,498,3,0,5,0,0,0,0,0,0,3,11,385,734,662,196,185,243,202,70,13,38,2726,5,0,0,0,0,0,0,0,0,15,24,1954,993,834,233,213,273,233,79,28,134,4965,1703,264,162,46,47,44,48,24,14,71,2425,405,581,589,184,166,198,142,78,15,37,2392,49,151,147,45,50,61,56,19,5,16,592,0,0,0,0,0,0,0,0,0,4,9,456,736,743,229,216,254,196,93,21,56,2995,0,0,0,0,0,0,0,0,0,26,27,2162,997,902,279,268,305,238,117,32,151,5445,3263,516,332,89,77,75,76,31,26,151,4641,752,1190,1108,341,305,377,304,133,23,61,4606,84,272,288,78,94,120,93,25,6,29,1090,5,0,5,3,0,3,0,0,0,5,22,844,1468
2005,401,51,31,5,4,0,0,0,3,22,515,41,17,16,4,0,8,0,5,0,3,95,3,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,42,22,16,3,0,8,0,5,0,3,103,0,0,0,0,0,0,0,0,0,220,220,449,72,43,6,11,4,7,3,3,245,837,407,42,28,6,4,0,3,4,0,14,519,55,27,21,3,11,8,8,0,0,0,138,3,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,60,31,27,3,11,8,8,3,0,0,153,0,0,0,0,0,0,0,0,0,11,11,465,75,54,9,15,11,12,8,0,25,677,805,91,56,6,12,0,6,4,3,37,1032,95,48,32,6,11,18,12,3,0,8,233,4,3,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,104,50
2006,181,25,20,0,5,4,8,3,0,10,261,55,49,43,13,21,24,35,3,29,7,286,8,9,16,10,19,31,21,11,0,0,118,0,0,0,0,0,0,0,0,0,0,6,65,56,59,27,40,57,54,13,29,5,407,0,0,0,0,0,0,0,0,0,0,0,248,83,74,31,41,63,59,14,29,18,664,190,23,12,0,3,4,5,0,0,14,252,51,39,46,11,16,27,35,12,0,0,237,8,12,4,5,23,29,22,7,0,0,105,5,0,0,0,0,0,0,0,0,0,5,61,46,55,16,33,59,56,11,0,7,349,3,0,0,0,0,0,0,0,0,0,5,248,73,70,19,43,64,57,16,0,18,600,369,50,39,5,3,14,6,4,0,22,511,109,85,90,25,34,52,66,12,28,5,521,12,19,19,13,42,63,44,15,0,0,221,5,0,0,0,0,0,0,0,0,0,12,126,103
2007,392,48,39,10,0,5,6,9,4,25,536,48,43,65,15,23,36,24,13,0,12,283,6,0,10,0,0,0,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,53,50,72,15,24,43,26,14,0,11,315,0,0,0,0,0,0,0,0,0,0,0,449,93,108,22,27,45,36,26,0,41,853,469,53,53,6,4,4,4,13,4,35,647,59,52,72,29,22,36,49,8,0,9,335,10,7,8,0,4,0,12,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,67,56,80,32,27,39,56,11,0,14,377,6,0,0,0,0,0,0,0,0,0,5,536,110,130,40,31,47,67,25,4,53,1033,862,101,88,15,8,17,18,18,0,63,1188,103,92,138,46,43,72,74,21,0,22,614,21,4,15,0,6,4,13,10,0,0,70,0,0,0,0,0,0,5,0,0,0,7,124,104
2008,8579,1385,1232,200,180,194,244,121,38,336,12500,2864,1851,2021,533,605,729,884,331,45,151,10009,579,150,236,63,72,73,98,33,22,44,1358,13,4,4,0,0,0,4,0,0,9,33,3456,2002,2267,596,678,801,980,367,63,196,11402,27,0,0,0,0,6,3,0,0,325,356,12052,3381,3496,792,854,999,1231,494,96,857,24261,8968,1379,1148,213,198,185,235,99,40,381,12839,3587,1710,1986,572,540,605,717,258,55,177,10208,902,196,309,84,102,82,147,65,17,79,1986,15,0,0,0,0,3,5,3,0,10,46,4500,1913,2297,656,646,690,874,326,73,263,12237,29,3,6,0,0,3,4,3,0,85,131,13497,3291,3449,873,841,874,1115,422,114,730,25206,17545,2758,2378,411,374,377,485,222,73,708,25343,6449,3558,4011,1107,1146,1335,1599,590,101,324,20218,1481,342,543,147,173,149,247,98,33,123,3343,29,3,3,6,0,7,7,5,4,16,80,7957,3910
2009,796,139,72,16,5,11,3,5,8,26,1082,133,47,41,5,5,3,0,5,3,8,253,11,3,5,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,141,51,39,5,5,3,4,3,3,7,269,5,0,0,0,0,0,0,0,0,7,11,944,187,115,20,12,16,4,10,9,53,1368,842,124,67,12,11,4,9,5,0,34,1121,177,52,36,11,14,11,8,4,0,4,320,16,0,0,0,0,0,3,3,0,3,26,0,0,0,0,0,0,0,0,0,0,0,194,50,41,13,14,8,10,11,0,8,350,0,0,0,0,0,0,0,0,0,10,11,1038,176,111,26,22,20,18,18,5,50,1480,1640,265,144,28,17,22,13,14,10,63,2198,310,100,78,13,14,13,11,6,0,14,573,22,4,4,0,0,3,4,7,0,3,47,0,0,0,0,0,0,0,0,0,0,0,336,104
2010,179,30,26,6,0,10,7,8,0,8,280,52,94,63,17,15,23,16,10,0,3,288,0,8,12,0,3,6,7,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,48,100,77,20,19,25,17,16,0,3,326,0,0,0,0,0,0,0,0,0,0,0,235,129,103,25,19,36,30,22,0,14,602,213,33,27,8,10,9,6,3,0,13,312,57,71,73,12,32,36,17,13,0,7,320,6,11,14,0,0,0,3,5,0,4,50,0,0,0,0,0,0,0,0,0,0,0,69,88,88,12,38,37,21,16,0,3,373,0,0,0,0,0,0,0,0,0,0,0,280,118,115,22,40,45,28,19,0,22,686,393,62,53,11,10,19,13,5,0,27,592,109,162,139,32,50,57,30,23,0,4,605,7,19,22,0,4,3,10,9,0,4,88,0,0,0,0,0,0,0,0,0,0,0,118,185
2011,157750,33424,28418,5690,5990,6303,6859,2725,1236,5429,253829,184886,101230,85563,22420,24315,27857,29491,9538,2269,7174,494739,39954,10467,13186,3662,4151,4778,6740,2664,913,2918,89425,561,164,130,48,48,73,138,68,50,267,1549,225399,111866,98875,26128,28512,32707,36371,12270,3236,10362,585717,336,95,146,36,46,42,69,20,18,2156,2972,383490,145383,127442,31857,34551,39050,43298,15014,4486,17950,842515,160352,30860,27301,5646,5963,5912,6371,2693,1153,5368,251623,194510,97052,93405,24205,25030,26148,28542,10243,2746,6939,508814,61700,15641,18578,5230,5314,5634,9146,3949,1123,4046,130370,599,152,152,38,45,59,136,71,55,329,1639,256813,112846,112132,29469,30383,31849,37826,14257,3923,11314,640821,399,97,147,32,54,47,54,18,11,1540,2393,417562,143805,139578,35146,36403,37804,44246,16969,5088,18224,894836,318104,64281,55718,11342,11954,12213,13230,5419,2390,10797,505449,379391,198288,178968,46625,49345,54010,58032,19777,5018,14113,1003552,101660,26105,31760,8890,9465,10417,15885,6616,2035,6972,219795,1161,319,282,88,92,131,275,133,108,599,3185,482212,224710
