SUA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
1035,5,0,0,0,2102,2109,50,7,4,5,2086,2150,1227,74,55,0,2712,4073,2020,140,168,7,998,3336,1874,169,345,17,714,3123,1848,152,425,56,488,2969,1682,90,343,113,191,2418,987,42,135,172,59,1405,309,6,26,161,20,522,48,0,0,4,31,87,10048,688,1508,536,9413,22191,6,0,0,0,2014,2021,89,15,4,0,2290,2396,1501,117,84,4,2497,4203,2110,212,251,19,985,3583,1850,211,526,76,638,3308,1881,213,677,172,387,3343,1516,110,524,415,151,2714,766,43,179,697,70,1749,186,5,52,675,30,960,12,0,0,7,3,23,9914,928,2313,2077,9078,24305,8,0,0,0,4118,4130,140,21,5,10,4380,4550,2722,194,139,3,5207,8275,4131,346,419,30,1982,6913,3730,381,879,95,1359,6433,3731,366,1104,231,881,6307,3201,199,871,530,337,5136,1756,86,317,868,131,3157,491,16,77,842,55,1483,59,0,3,8,36,112,19961,1620,3819,2615,18488,46499
1036,3,4,0,4,9386,9400,149,7,0,6,10319,10487,5261,231,234,9,13678,19416,10904,700,1045,33,5673,18347,11097,956,2174,132,4202,18564,11371,809,2784,307,3002,18280,10134,555,2068,721,1160,14635,6050,227,873,1157,408,8708,1720,42,157,1090,91,3099,55,9,4,5,50,125,56749,3536,9347,3464,47972,121061,6,3,0,3,9067,9084,295,13,8,4,9861,10185,7139,451,418,24,11689,19724,11698,969,1522,111,5024,19324,11537,1142,3121,291,3467,19562,11481,997,3715,996,2175,19365,9441,538,2979,2272,813,16046,4675,166,1266,3858,255,10223,879,25,274,3642,84,4904,51,0,18,14,59,142,57219,4310,13321,11221,42489,128561,13,6,0,3,18457,18480,442,22,15,8,20180,20672,12408,679,650,37,25366,39141,22603,1665,2573,145,10693,37672,22641,2101,5294,426,7673,38132,22852,1810,6502,1299,5182,37643,19577,1093,5039,2996,1976,30677,10727,391,2141,5014,663,18934,2598,68,430,4732,176,8006,110,8,23,20,101,265,113964,7843,22661,14688,90457,249617
2000,10,3,5,3,20058,20077,269,27,10,6,15717,16025,9106,459,394,29,23938,33934,20291,1469,2092,89,13089,37029,25665,2427,5166,309,11849,45416,32957,2798,8643,1084,9168,54650,33989,2510,8466,2403,4651,52023,17688,877,3144,3163,1436,26299,3898,122,420,2540,357,7344,128,6,27,10,186,356,143999,10694,28375,9636,100446,293155,10,4,3,11,18481,18511,450,35,4,9,13756,14258,11700,755,688,67,21102,34323,22370,1922,2620,229,11671,38807,27493,2604,6634,815,9682,47229,34440,2657,9743,2627,6485,55957,30889,1687,8168,5999,2765,49515,12991,466,2785,8829,837,25904,1949,76,509,7917,247,10706,87,8,28,36,154,306,142386,10216,31177,26546,85184,295512,20,4,10,14,38543,38589,720,65,15,18,29467,30290,20804,1216,1089,99,45045,68256,42668,3390,4707,319,24761,75839,53154,5027,11799,1123,21532,92640,67397,5457,18389,3707,15649,110606,64885,4199,16632,8407,7412,101538,30675,1340,5928,11988,2275,52200,5848,199,934,10456,609,18047,208,11,58,48,339,663,286385,20914,59554,36183,185630,588667
2001,0,0,0,0,694,695,5,0,0,0,674,682,551,33,14,0,1103,1702,1040,72,97,5,471,1680,898,83,191,9,319,1496,794,70,187,26,159,1235,772,44,156,63,59,1096,356,8,57,65,19,507,82,0,5,48,6,146,0,0,6,0,0,10,4503,312,712,217,3505,9252,0,0,0,0,687,688,22,0,0,0,663,687,709,62,26,3,1030,1825,1060,112,127,11,448,1752,944,122,243,17,286,1610,809,85,266,79,153,1389,714,48,218,185,40,1201,260,17,82,260,19,646,43,3,30,212,8,291,4,5,0,0,3,10,4568,450,994,765,3326,10105,0,0,0,0,1376,1379,32,4,0,0,1339,1374,1261,90,40,3,2134,3531,2097,180,229,15,920,3441,1845,206,436,27,605,3113,1604,154,450,110,310,2624,1488,92,369,248,95,2296,612,32,143,329,38,1154,128,4,31,258,15,431,4,5,6,0,3,15,9072,763,1706,981,6833,19355
2002,0,0,0,0,457,460,6,0,0,0,406,413,219,20,15,0,620,869,361,36,49,0,309,751,428,53,108,6,230,833,544,49,172,12,139,918,639,45,139,51,88,961,443,18,56,79,42,637,135,4,8,76,3,226,0,0,0,0,0,5,2767,221,542,228,2301,6060,0,0,0,0,396,398,15,9,0,0,386,405,293,28,20,0,601,947,405,65,78,10,297,849,471,69,152,19,253,961,592,74,216,60,159,1104,606,38,214,171,56,1089,361,11,89,305,17,783,62,3,16,253,4,346,0,0,0,0,0,0,2801,299,787,821,2170,6875,0,0,0,0,850,856,12,9,0,0,788,819,507,44,32,0,1228,1814,756,92,128,13,609,1597,894,130,253,29,481,1798,1132,121,391,73,298,2014,1245,87,353,222,138,2049,806,24,149,382,58,1421,197,8,20,327,16,567,6,0,0,0,0,6,5567,523,1328,1047,4474,12937
2003,0,0,0,0,3474,3483,59,6,0,3,3473,3548,1861,121,100,6,5537,7619,3658,273,340,8,2267,6544,3585,406,771,38,1622,6419,3594,337,943,114,1035,6024,3420,242,785,229,474,5152,1929,82,332,396,152,2892,547,15,53,369,36,1020,22,0,6,3,22,49,18670,1474,3333,1165,18097,42744,4,0,0,0,3407,3410,137,18,6,0,3501,3659,2392,175,144,14,5068,7789,3978,437,592,43,2299,7343,3665,541,1191,123,1606,7126,3581,445,1493,335,912,6773,3272,284,1301,885,387,6133,1514,68,459,1405,159,3605,319,10,87,1343,72,1822,20,4,0,5,10,40,18880,1981,5274,4161,17410,47708,8,3,0,0,6885,6897,193,26,5,5,6978,7206,4255,297,238,24,10600,15408,7628,706,930,56,4562,13886,7252,944,1963,165,3227,13551,7177,782,2437,449,1948,12791,6690,525,2088,1112,863,11283,3443,146,791,1803,309,6496,862,23,137,1712,105,2839,44,3,4,8,30,92,37549,3455,8601,5332,35502,90447
2004,0,0,0,0,3016,3020,58,8,3,0,3177,3245,1790,127,92,10,4738,6756,3349,263,318,12,2073,6015,3254,345,696,46,1436,5778,3273,305,970,111,901,5561,3290,236,770,242,455,4993,1979,89,272,369,138,2846,605,8,54,372,39,1077,7,0,6,4,26,40,17608,1390,3176,1167,15994,39329,0,0,0,0,3017,3019,106,13,0,8,3218,3344,2347,200,147,19,4571,7275,3559,405,523,39,2086,6606,3243,418,1145,127,1440,6369,3480,410,1474,343,792,6494,3063,251,1189,823,341,5671,1597,65,413,1170,149,3396,320,15,98,1224,63,1723,15,3,0,6,8,35,17732,1771,4992,3762,15684,43939,6,0,0,3,6034,6039,163,23,4,10,6392,6593,4137,321,234,26,9304,14030,6904,674,833,45,4158,12620,6495,766,1842,174,2877,12149,6758,712,2448,453,1692,12057,6356,483,1957,1065,796,10665,3577,153,685,1542,285,6243,923,27,149,1598,104,2803,20,3,10,8,34,72,35334,3165,8161,4924,31683,83269
2005,0,0,0,0,267,267,12,0,0,0,185,198,160,3,5,0,445,616,320,28,30,0,323,701,313,56,98,10,264,734,394,47,132,5,188,771,445,45,167,27,117,801,286,14,76,43,34,450,87,0,10,50,20,172,3,0,0,0,4,10,2020,193,512,134,1850,4716,0,0,0,0,246,246,6,0,0,0,137,146,120,0,0,0,323,446,263,30,39,3,328,663,321,51,111,11,287,776,397,37,182,31,200,849,414,42,250,107,131,948,227,9,132,206,33,607,47,3,28,207,18,308,3,0,0,0,0,5,1799,181,752,559,1708,4994,0,0,0,0,513,513,19,0,0,0,326,347,275,8,5,3,768,1065,583,58,71,3,653,1361,631,108,203,14,552,1514,792,85,318,39,389,1621,861,86,419,131,246,1740,517,21,208,248,69,1055,139,6,32,264,42,476,8,0,0,0,4,13,3818,376,1264,698,3555,9709
2006,0,0,0,0,367,370,3,0,0,0,353,359,194,5,10,4,638,857,385,20,44,3,269,720,363,35,97,0,219,721,393,51,125,17,137,726,433,35,97,26,79,669,314,11,44,68,34,468,102,0,0,54,8,168,0,0,0,0,6,7,2190,162,416,174,2108,5055,0,0,0,0,341,346,3,0,0,0,324,324,237,21,19,0,524,801,380,33,57,3,218,690,361,54,148,7,186,758,404,47,200,50,104,800,457,39,124,119,54,796,227,9,49,215,28,530,59,0,13,237,10,323,3,0,0,0,0,9,2144,204,600,635,1787,5371,3,0,0,0,710,714,7,0,0,0,674,684,431,30,26,5,1162,1657,766,50,95,6,480,1403,727,89,240,12,406,1476,797,96,323,71,237,1525,895,73,221,147,134,1464,540,21,94,281,60,995,159,0,18,289,21,492,8,0,0,0,3,13,4337,358,1017,808,3898,10422
2007,0,0,0,0,671,671,10,0,0,0,517,528,309,20,12,0,837,1177,636,43,59,0,336,1080,757,85,161,4,316,1326,937,64,233,26,204,1457,970,54,248,93,95,1457,647,28,96,119,29,911,152,4,15,111,4,282,0,0,0,0,9,15,4424,299,823,347,3019,8908,0,0,0,0,611,613,14,3,0,0,523,537,407,36,24,8,785,1265,692,71,94,10,370,1241,837,107,204,14,287,1447,976,80,290,102,168,1609,936,80,254,247,63,1578,505,14,125,337,29,1001,84,9,21,345,10,466,0,0,0,0,0,6,4458,394,1007,1066,2846,9758,0,0,0,0,1282,1280,19,7,3,0,1038,1064,719,56,34,5,1625,2440,1337,119,155,10,705,2321,1593,189,365,22,594,2769,1910,138,516,128,373,3062,1906,135,502,339,155,3039,1153,41,214,450,55,1917,233,9,35,451,20,753,4,0,0,0,11,19,8881,691,1830,1412,5858,18671
2008,10,7,0,0,8367,8386,135,6,6,4,9027,9181,5387,215,206,8,14133,19956,10798,650,958,47,5677,18134,10321,894,1948,100,3885,17143,9927,810,2322,258,2272,15580,9736,496,1877,594,1019,13726,5522,168,707,903,286,7582,1514,46,124,923,88,2697,47,8,15,6,48,118,53402,3304,8155,2850,44804,112509,4,3,3,0,7961,7977,256,23,3,3,8578,8861,6798,395,321,17,12528,20059,11343,929,1388,134,5673,19468,10499,1192,2834,318,3630,18482,10090,936,3667,874,2036,17600,9216,528,2910,2100,879,15636,4348,153,1187,3288,297,9279,809,31,224,3223,108,4399,57,5,17,10,61,150,53415,4197,12560,9980,41764,121911,16,10,6,5,16331,16368,392,27,16,7,17606,18042,12186,605,528,33,26664,40015,22143,1585,2342,176,11354,37602,20822,2086,4781,417,7518,35627,20013,1749,5989,1129,4308,33186,18954,1020,4785,2699,1900,29363,9870,321,1893,4195,581,16858,2317,81,345,4150,199,7093,100,12,24,18,105,268,106812,7503,20709,12827,86569,234415
2009,0,0,0,0,840,840,3,0,0,0,498,498,255,7,6,0,548,823,1033,40,49,0,276,1411,1141,65,143,3,222,1573,1058,59,165,22,137,1435,797,33,106,43,77,1056,436,13,50,53,15,569,68,0,10,45,3,124,4,0,5,0,4,10,4798,226,534,169,2614,8344,0,0,0,0,723,723,6,0,0,0,441,452,344,19,18,0,488,873,1153,63,91,3,318,1621,1214,84,224,29,211,1757,1004,60,220,43,111,1432,770,30,168,134,49,1149,305,9,46,188,19,571,35,0,14,131,3,188,0,0,0,0,0,4,4828,262,790,531,2359,8774,0,0,0,0,1559,1559,9,5,0,0,940,951,597,27,28,0,1036,1694,2193,103,140,5,597,3034,2349,146,370,27,434,3334,2060,120,382,65,242,2872,1563,64,277,171,129,2208,742,25,93,241,38,1141,106,0,20,181,3,317,3,0,6,0,4,14,9625,492,1324,704,4974,17111
2010,0,0,0,5,518,517,8,0,0,5,460,473,326,24,15,0,752,1118,511,42,61,3,297,921,556,61,114,10,186,932,647,46,144,10,158,1008,561,36,126,37,67,827,392,8,41,62,23,532,133,0,3,82,5,231,0,0,0,0,0,4,3141,215,517,209,2480,6556,0,0,0,0,431,432,10,3,0,0,492,509,398,32,27,0,701,1153,555,58,75,4,317,1005,563,70,161,23,185,995,635,68,231,59,116,1109,545,32,157,149,56,945,339,9,61,264,17,691,65,0,10,266,15,363,0,0,3,3,0,8,3111,267,732,769,2329,7210,0,0,0,5,948,952,18,10,0,4,953,979,727,56,43,0,1446,2268,1063,96,140,5,618,1925,1113,124,278,29,372,1928,1288,115,376,66,271,2115,1108,67,280,189,125,1770,731,12,104,327,44,1221,205,0,19,353,20,593,0,0,6,3,3,7,6255,483,1247,977,4801,13771
2011,136,29,31,28,137400,137630,2996,162,103,67,162518,165833,107465,3954,4974,277,267702,384363,226546,10244,16979,599,102507,356866,192070,13841,29022,1578,62104,298609,163185,11548,33506,3716,35776,247723,127275,7349,23146,7475,15413,180659,73992,2898,9510,11313,5089,102793,22050,589,1889,11657,1422,37614,2765,140,263,152,1665,4992,918477,50752,119419,36849,791592,1917091,207,30,22,25,130402,130687,7327,451,251,56,148796,156879,145739,6691,8076,477,229960,390945,231334,14502,24599,1769,91435,363640,192000,17480,43534,4912,56304,314231,157638,13175,48655,13255,30715,263439,117327,7529,36204,30243,13776,205075,55205,2400,15051,45957,4848,123464,11021,392,3484,43487,1988,60361,2534,122,376,1011,1396,5437,920324,62775,180257,141180,709623,2014159,350,58,54,53,267805,268311,10320,611,350,122,311310,322716,253200,10644,13060,749,497655,775308,457876,24742,41580,2368,193938,720510,384069,31319,72556,6491,118410,612843,320822,24724,82161,16964,66489,511161,244600,14881,59346,37716,29190,385731,129199,5298,24562,57271,9938,226259,33073,981,5374,55142,3408,97981,5302,264,637,1163,3063,10429,1838803,113527,299675,178032,1501209,3931246
2012,0,0,0,0,1611,1611,32,0,0,0,1513,1547,1002,52,50,0,2414,3516,1661,153,162,7,1038,3017,1840,187,361,25,803,3215,2005,209,556,75,508,3357,1903,123,424,127,276,2847,1083,52,188,189,87,1598,307,8,18,168,19,520,30,4,0,0,51,84,9844,780,1763,587,8325,21305,0,0,0,0,1508,1505,76,4,0,0,1376,1464,1252,114,72,7,2244,3684,1797,214,230,28,1008,3273,1938,262,569,68,656,3493,2028,209,705,188,410,3538,1753,109,505,427,133,2926,821,24,179,729,40,1795,154,3,39,665,13,878,13,3,6,7,31,63,9841,940,2303,2123,7421,22626,0,0,0,0,3120,3119,103,3,0,0,2892,3005,2258,163,123,9,4654,7201,3462,369,392,30,2044,6291,3771,452,925,94,1461,6700,4031,415,1265,265,920,6894,3655,232,927,548,410,5776,1898,70,362,915,134,3388,466,10,60,834,35,1400,45,7,5,7,86,148,19686,1717,4068,2710,15748,43933
2013,0,0,0,4,625,633,12,0,0,0,578,593,316,23,18,0,979,1338,528,48,63,0,494,1136,565,85,185,13,398,1251,812,108,287,38,284,1530,759,99,265,93,147,1360,430,34,88,89,39,681,108,8,23,97,7,236,15,0,5,0,15,34,3542,396,937,342,3567,8787,0,0,0,0,574,574,18,0,0,0,560,583,395,42,41,4,871,1356,554,91,104,9,493,1247,675,137,238,31,321,1404,791,89,333,118,197,1534,707,81,276,251,83,1398,319,12,111,332,13,779,58,3,17,282,5,361,4,0,0,0,12,13,3519,454,1118,1031,3124,9246,0,0,0,4,1208,1209,32,0,0,0,1138,1175,710,63,61,6,1852,2689,1079,138,167,11,992,2381,1243,223,424,45,714,2652,1604,196,624,155,482,3063,1468,179,543,344,223,2754,745,42,201,419,52,1461,162,5,33,381,4,590,19,0,5,0,25,47,7063,849,2056,1372,6691,18026
2014,0,0,0,0,333,333,3,0,0,0,284,289,128,5,4,0,377,521,261,23,35,0,259,586,350,54,89,5,241,739,491,31,155,13,178,879,506,37,120,38,72,775,242,8,49,59,15,372,71,0,10,37,3,133,0,0,0,0,0,8,2062,168,458,155,1766,4614,0,0,0,0,293,295,16,0,0,0,234,248,169,13,16,0,377,576,303,34,57,7,236,630,371,51,130,16,173,743,480,60,179,51,101,869,437,20,147,123,39,757,194,9,53,140,6,404,40,4,12,161,0,215,0,0,0,0,0,0,2011,194,579,503,1456,4735,0,0,0,0,626,623,23,0,0,0,514,535,303,22,14,0,756,1096,566,61,90,5,492,1211,722,106,209,19,420,1478,974,95,332,70,283,1744,941,59,269,160,105,1535,441,14,96,196,22,773,108,6,22,200,3,344,0,0,0,0,0,4,4074,364,1033,659,3221,9349
2015,0,3,0,0,445,448,8,0,0,0,406,414,275,19,11,0,631,936,487,34,67,4,247,841,479,44,97,13,204,838,546,36,141,13,141,879,522,40,131,44,56,789,331,10,37,60,25,471,79,6,16,68,3,171,8,0,0,0,15,29,2733,194,504,194,2183,5812,0,0,0,0,441,443,11,0,0,0,381,394,328,32,13,9,577,959,526,56,86,11,259,936,517,92,184,21,235,1052,544,59,202,67,110,981,507,38,164,155,43,912,240,10,52,271,25,594,55,3,20,209,10,295,0,0,0,4,0,11,2735,292,731,735,2077,6572,0,3,0,0,892,894,25,0,0,0,782,807,604,56,23,4,1206,1891,1015,88,149,9,511,1779,996,140,279,29,443,1884,1084,96,347,72,256,1854,1029,78,304,194,96,1703,572,25,94,332,45,1065,133,7,37,278,11,470,10,0,3,5,24,37,5459,488,1236,934,4265,12382
2016,3,0,0,0,1677,1684,45,0,3,3,1580,1634,1095,83,57,0,2297,3534,1938,118,168,9,930,3162,1890,211,384,36,722,3235,1857,200,474,54,448,3038,1652,110,370,116,211,2459,1032,50,161,203,85,1529,317,9,26,175,23,547,16,3,0,0,10,34,9844,781,1642,598,7986,20850,3,0,0,0,1569,1579,105,13,3,5,1455,1577,1448,107,82,11,2184,3829,1941,228,257,25,926,3378,1810,227,559,76,576,3243,1783,226,636,181,373,3204,1541,101,505,437,156,2750,816,21,201,645,52,1735,153,0,57,630,23,865,14,0,5,5,17,36,9614,930,2308,2015,7320,22183,9,0,0,5,3246,3263,149,12,5,6,3033,3210,2542,188,136,15,4485,7365,3878,350,426,32,1855,6545,3697,437,942,104,1297,6474,3642,429,1109,235,824,6244,3199,210,880,557,368,5207,1850,71,357,845,130,3256,471,7,80,806,44,1409,25,3,10,5,29,71,19455,1712,3951,2612,15307,43034
2017,0,0,0,0,313,314,12,0,0,0,323,336,273,11,15,0,486,788,434,20,37,0,166,658,343,24,71,3,134,582,437,38,105,10,94,675,369,17,74,27,32,520,236,5,38,29,18,328,83,0,0,50,7,148,4,0,0,0,0,5,2199,116,337,123,1577,4355,0,0,0,0,267,267,21,3,0,0,321,344,341,23,18,3,474,861,410,44,65,5,180,706,369,46,76,8,99,601,408,39,119,36,74,671,346,20,87,93,36,580,193,8,50,214,11,474,50,5,8,213,5,275,0,0,0,0,0,9,2141,189,412,576,1466,4781,0,0,0,0,579,578,38,6,0,0,638,683,617,34,28,3,966,1649,842,69,96,6,351,1368,715,68,153,15,233,1175,840,76,219,53,161,1344,715,40,160,115,70,1105,431,12,82,246,27,802,137,5,10,260,11,425,3,0,0,0,6,12,4337,307,750,699,3037,9135
2018,0,0,0,0,1251,1255,15,0,0,0,1214,1235,684,59,39,0,2045,2826,1244,140,176,6,955,2526,1254,192,327,20,752,2543,1443,131,512,45,494,2620,1465,119,427,110,223,2350,881,40,161,193,68,1344,260,7,29,185,16,499,17,0,3,0,12,36,7270,697,1675,559,7038,17236,0,0,0,0,1217,1217,38,15,0,0,1215,1266,917,104,69,10,1952,3050,1310,159,234,24,926,2659,1292,202,497,60,583,2631,1520,169,680,191,345,2905,1351,129,484,448,92,2505,681,32,171,663,32,1581,134,4,24,626,27,824,6,0,0,0,5,16,7250,809,2164,2028,6401,18655,3,0,0,0,2465,2467,52,17,0,5,2435,2506,1607,159,109,12,4003,5877,2558,299,415,34,1883,5185,2549,391,822,77,1333,5176,2960,301,1191,233,837,5529,2816,247,914,560,313,4854,1557,77,332,856,104,2928,391,10,55,809,50,1315,24,0,3,4,15,52,14522,1506,3836,2585,13436,35893
2019,0,0,0,0,608,604,8,0,0,0,458,465,316,19,16,0,749,1099,548,41,60,0,399,1056,597,63,134,11,301,1112,655,73,195,32,191,1147,668,49,177,58,104,1062,512,17,64,104,35,734,168,0,18,94,7,295,0,0,0,0,5,7,3487,272,668,296,2870,7597,0,0,0,0,578,579,26,0,0,0,498,531,394,31,28,0,757,1205,605,78,109,8,373,1167,620,103,255,21,290,1292,672,82,292,75,174,1294,667,52,247,194,77,1237,405,24,113,358,49,948,101,0,26,382,14,526,5,0,0,0,4,6,3492,375,1059,1044,2816,8783,3,0,0,0,1182,1187,38,0,0,0,957,996,704,49,39,0,1513,2314,1151,123,167,10,769,2225,1223,170,390,29,598,2408,1328,163,481,109,361,2441,1337,101,426,246,185,2302,917,43,174,470,84,1675,266,3,44,480,26,821,3,0,0,0,9,12,6976,650,1726,1339,5683,16376
2020,0,0,0,0,1182,1182,24,3,0,4,1042,1074,888,52,38,3,1684,2666,1412,95,133,4,712,2350,1405,134,273,18,525,2356,1539,118,362,38,337,2398,1610,89,324,96,154,2267,1012,33,126,127,42,1343,216,3,26,142,7,398,6,0,0,0,9,21,8109,526,1281,432,5694,16051,0,0,0,0,1196,1198,45,4,0,0,1055,1107,1133,81,63,9,1704,2988,1447,125,230,14,719,2545,1550,165,407,50,466,2632,1669,133,541,153,270,2764,1492,91,428,298,133,2442,771,18,164,512,26,1485,98,8,28,472,12,629,4,0,3,6,17,23,8215,618,1869,1514,5590,17809,0,0,0,0,2379,2384,72,8,0,4,2092,2174,2022,133,98,12,3389,5651,2852,222,367,23,1434,4896,2962,303,677,69,985,4992,3208,245,900,190,611,5161,3105,175,752,394,282,4708,1776,49,297,641,63,2833,315,14,57,615,23,1030,10,0,5,6,27,44,16327,1145,3155,1949,11284,33858
2021,0,0,0,0,1080,1080,18,0,0,0,917,939,614,46,25,0,1580,2259,1122,76,115,7,749,2068,1257,108,237,11,509,2118,1370,109,284,43,324,2124,1316,74,243,75,151,1861,713,32,89,130,44,1010,228,3,13,129,16,393,10,0,0,0,22,42,6633,450,1012,403,5401,13897,0,0,0,0,1054,1055,28,4,0,0,920,949,737,66,50,6,1460,2312,1198,111,185,8,729,2234,1335,171,372,33,472,2381,1388,133,485,120,325,2454,1218,74,367,318,122,2108,590,27,151,488,55,1303,131,3,35,532,22,723,6,0,0,0,15,26,6629,591,1643,1511,5179,15551,0,0,0,0,2132,2136,43,3,3,4,1837,1889,1348,112,74,3,3043,4576,2316,191,302,12,1480,4297,2587,276,613,41,979,4498,2757,241,768,163,654,4580,2532,149,611,398,277,3965,1302,60,236,621,100,2315,360,9,50,664,41,1117,20,0,0,6,35,69,13262,1033,2659,1908,10578,29448
