SUA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
2014,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,15,0,4,0,0,0,0,0,0,0,0,5,0,3,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,5,4,5,8,3,0,0,0,0,28,0,43,6,0,4,0,0,0,0,0,0,0,0,0,0,55,0,7,4,26,41,22,23,16,4,3,0,0,0,0,6,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,4,0,4,0,4,0,3,6,0,0,0,0,3,0,0,32,4,24,13,0,0,0,5,0,0,0,0,5,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,5,4,4,5,0,4,0,0,0,57,0,0,0,0,0,0,0,4,3,3,9,0,0,0,0,21,0,63,5,3,0,0,3,0,0,0,0,0,0,0,0,81,0,0,12,25,28,27,36,15,0,0,3,0,0,0,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,3,0,0,0,0,24
2016,18,5,0,5,3,0,3,115,0,0,0,0,0,148,161,83,19,28,15,21,0,3,9,492,0,0,8,8,3,8,6,11,3,0,7,0,0,0,6,52,30,284,173,33,3,10,0,0,4,0,0,0,0,0,28,576,0,0,0,0,0,4,5,0,0,4,0,6,0,0,0,14,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,12,0,0,4,5,10,4,56,107,96,131,89,74,11,0,26,633,0,0,0,0,0,4,27,13,11,11,28,10,8,0,0,109,0,87,6,0,15,3,3,0,0,0,0,0,0,0,6,124,0,3,24,58,46,90,132,84,12,23,18,7,4,5,20,517,4,16,26,9,7,4,0,4,0,4,0,0,0,0,0,72,0,0,0,0,0,5,39,130,22,22,21,10,14,3,10,277
2017,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,9,3,55,31,6,0,0,0,0,0,0,0,0,0,0,7,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47,11,20,44,21,5,0,11,178,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,21,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,8,11,14,11,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,4,0,0,0,0,0,0,36
2018,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,10,17,11,16,4,6,9,0,0,0,0,0,0,4,83,16,153,201,32,8,6,4,6,0,0,0,0,0,0,31,447,0,0,0,0,0,0,3,0,0,0,0,3,7,3,3,24,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,11,4,7,23,37,7,3,10,6,0,0,0,110,0,0,0,0,0,0,6,4,6,8,9,4,5,0,0,37,12,200,21,15,15,5,4,0,0,0,0,3,0,0,16,301,0,3,13,71,96,56,86,55,15,4,11,13,0,4,22,450,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,11,20,3,13,10,6,0,0,0,54
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,3,0,0,18,9,109,68,5,3,0,3,0,0,0,0,0,0,0,17,215,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,9,7,4,6,6,6,0,0,4,60,0,0,0,0,0,0,10,16,17,8,12,5,0,0,4,74,3,49,4,4,0,0,0,0,0,0,0,0,0,0,0,66,4,0,10,30,13,15,28,8,5,0,4,5,0,0,7,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,6,0,0,0,23
2020,5,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,4,23,3,14,5,5,12,0,0,0,0,0,0,0,66,8,55,30,7,3,0,3,0,4,0,0,0,0,0,5,116,0,0,5,0,0,5,6,6,0,3,0,0,0,0,0,26,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,12,0,6,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,20,182,35,8,27,6,3,9,0,0,0,0,0,0,0,299,7,0,34,69,106,94,128,38,11,8,7,0,0,4,24,511,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,10,0,7,0,4,0,0,0,30
2021,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,10,13,5,22,10,0,0,4,4,0,0,5,88,0,9,7,0,0,3,3,7,0,0,0,0,3,0,3,30,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,18,0,0,0,0,0,3,12,3,3,0,0,7,3,0,5,39,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,6,0,7,14,6,0,0,0,3,0,4,55,0,0,0,0,0,0,6,7,5,4,6,0,0,0,0,36,7,63,10,0,10,10,4,0,0,4,0,0,0,0,3,114,0,5,14,55,60,74,89,38,5,6,7,11,3,6,18,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,0,9,0,0,13
3000,6,6,5,3,4,3,8,129,0,0,6,0,3,9,4,11,0,0,0,0,0,7,3,40,21,46,116,134,128,82,222,159,13,10,22,36,29,3,39,1065,225,897,463,76,33,31,58,85,11,21,39,68,41,6,194,2243,0,12,6,12,22,93,142,82,16,15,45,82,36,7,18,587,0,0,0,3,18,35,131,89,22,24,65,124,41,3,11,568,0,4,14,16,10,3,5,0,0,0,0,0,0,0,0,43,0,37,140,127,81,44,69,47,38,40,36,35,14,0,32,737,0,0,0,0,3,3,43,60,38,35,60,65,13,0,9,339,109,998,302,200,219,108,173,65,12,9,23,31,11,4,92,2343,42,132,1112,3285,4124,2772,2902,1231,141,135,157,147,77,84,959,17297,0,3,10,20,8,3,3,0,0,0,0,0,0,0,3,41,0,0,5,7,0,8,24,51,5,12,17,15,10,0,3,157
3001,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,10,9,0,0,6,3,9,0,0,53,0,6,6,0,0,4,0,10,7,0,6,3,3,0,4,48,0,0,0,0,0,3,7,6,5,0,0,0,0,0,0,22,0,0,0,0,0,4,7,4,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,3,7,3,0,0,7,0,0,5,31,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,0,17,4,6,9,6,0,3,0,0,0,4,5,0,0,61,0,3,23,90,108,84,178,99,11,13,8,22,14,10,24,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
3002,298,280,286,306,118,77,111,6253,0,5,10,13,33,332,705,520,437,133,84,251,67,16,52,2664,54,202,461,621,1055,603,2109,1513,119,136,135,166,86,36,163,7462,271,1749,1437,424,198,208,498,762,150,144,122,177,61,9,261,6468,4,56,34,89,345,966,1838,821,177,223,251,358,220,74,140,5590,0,0,3,75,566,1274,5449,2683,510,517,620,808,294,63,300,13166,9,33,134,230,175,117,202,98,30,26,15,29,15,7,35,1147,16,108,672,1053,1927,1190,2873,1662,392,373,476,408,265,69,265,11754,0,0,0,0,19,114,1434,1231,366,678,1128,1113,248,14,97,6453,222,2220,694,482,642,372,625,291,66,44,62,78,39,27,165,6039,136,340,2392,9255,17582,19154,29665,15997,2186,1970,2364,2375,996,931,3229,108573,4,5,94,158,129,150,76,38,9,12,0,5,6,0,8,702,3,3,25,44,132,310,1238,1614,356,284,313,318,159,57,66,4921
3003,0,4,0,4,0,0,0,22,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,12,0,9,13,21,10,0,14,8,5,0,0,3,0,0,0,89,13,81,51,16,0,0,0,9,3,0,0,5,0,0,8,187,0,0,0,0,0,7,7,4,0,3,8,24,3,0,0,64,0,0,0,0,0,6,46,31,9,15,19,41,13,7,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,16,9,7,10,12,24,26,38,43,29,16,0,15,252,0,0,0,0,0,0,45,22,7,17,11,23,8,0,0,134,20,133,24,33,15,10,7,6,0,5,0,0,3,0,13,269,0,15,88,300,354,244,234,97,6,15,19,29,7,11,48,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,5,6,0,0,0,12,0,0,0,37
3004,0,0,0,0,0,0,0,64,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,17,5,9,35,48,75,45,103,60,6,7,9,6,7,0,5,419,17,172,105,29,18,27,66,108,6,11,7,35,18,3,44,669,0,3,8,12,95,442,657,219,25,22,31,27,24,0,44,1615,0,0,0,5,13,60,292,202,17,36,20,23,4,0,17,699,0,0,8,4,7,6,7,4,0,0,0,0,0,0,4,33,0,6,32,49,57,30,60,29,13,8,8,13,10,0,5,331,0,0,0,0,0,3,118,211,41,58,51,44,9,8,9,550,6,136,55,56,58,43,81,36,5,11,7,9,0,0,10,520,7,29,235,644,980,775,924,441,66,41,75,75,27,34,124,4489,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,14,16,3,10,4,10,3,0,4,74
3005,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,0,8,4,0,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,5,8,7,0,0,10,41,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,15,0,6,0,0,7,3,0,3,0,0,0,0,0,0,0,15,0,0,9,60,70,85,181,103,15,3,15,6,9,6,16,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,0,3,0,0,0,0,0,24,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,14,0,0,8,3,6,5,10,22,0,0,0,5,0,0,0,64,4,13,11,4,0,4,9,12,6,0,0,0,0,0,6,52,0,0,0,0,5,3,5,6,0,0,0,0,0,0,0,12,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,7,6,11,0,4,0,4,0,0,6,64,0,0,0,0,0,0,4,3,3,0,6,3,0,0,0,27,3,34,15,8,3,4,11,3,0,0,0,0,0,0,0,79,0,9,50,160,281,235,388,237,16,22,27,19,12,8,39,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,17,4,0,0,0,0,48
3007,27,41,44,52,28,6,21,1077,0,0,14,11,8,53,122,51,13,3,10,9,0,3,5,309,12,61,179,182,221,134,427,319,19,22,39,24,11,3,49,1708,86,646,430,121,70,82,173,230,40,65,46,55,24,3,97,2171,6,17,24,73,517,1028,1470,647,137,153,129,169,98,21,114,4588,0,0,5,46,211,516,1265,619,136,162,153,207,97,9,81,3514,4,23,79,66,52,36,32,17,0,5,4,3,6,0,16,351,3,21,156,205,342,248,440,227,78,50,40,57,42,0,46,1968,0,0,0,0,4,11,199,264,104,115,167,151,43,4,19,1081,126,792,242,145,187,119,189,70,23,32,22,19,18,0,50,2021,61,204,1288,4150,7726,8036,13058,5992,853,772,840,833,417,422,1354,46006,0,6,65,57,49,40,43,21,7,15,0,13,0,0,11,327,0,3,3,11,26,52,167,156,42,51,41,47,30,7,15,649
3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,3,0,0,0,0,0,0,5,20,0,6,10,0,0,0,0,8,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,38,5,5,0,0,9,0,0,0,0,0,0,0,0,65,3,3,44,112,133,77,63,38,0,0,9,7,0,0,16,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
3009,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,25,13,14,14,18,14,3,0,0,0,3,4,3,112,5,40,29,14,0,6,14,5,0,0,0,0,3,0,4,122,0,0,0,0,5,10,7,6,0,0,0,9,0,3,5,39,0,0,0,0,5,0,19,0,0,3,0,0,0,0,0,34,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,12,0,3,22,15,15,13,17,9,7,0,0,0,3,0,6,97,0,0,0,0,0,0,25,15,11,10,8,0,0,0,0,68,27,179,43,20,24,17,4,0,0,0,0,0,0,0,9,324,5,20,110,367,460,363,395,139,31,13,20,24,16,14,74,2057,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,17,0,3,0,0,3,3,0,34
3010,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,18,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,14,3,17,3,0,0,0,0,3,0,0,0,0,0,0,0,29,5,0,10,28,39,21,44,19,0,0,0,6,0,0,6,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3011,0,3,5,0,0,0,0,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,7,3,11,8,27,48,3,7,5,6,0,0,0,126,10,50,30,6,0,0,8,16,0,4,0,4,0,0,5,135,0,0,0,0,4,12,9,7,4,0,0,11,6,0,0,43,0,0,0,0,4,3,28,16,0,5,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,13,11,3,19,18,11,3,4,4,14,3,0,115,0,0,0,0,0,0,32,17,11,7,21,8,3,0,3,99,3,50,20,19,24,4,16,11,0,0,0,0,0,0,5,157,5,13,87,295,340,286,540,329,28,32,33,46,18,11,56,2122,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,16,6,5,0,0,4,0,0,51
3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,6,0,0,0,0,0,0,0,0,24,0,12,5,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,4,32,12,7,0,9,5,0,0,0,0,0,0,0,3,69,7,7,40,109,149,79,56,27,10,4,7,6,4,0,22,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,4,8,0,3,0,0,0,0,0,28,0,11,7,7,5,0,0,0,0,0,0,5,0,0,4,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,3,3,8,7,0,0,0,0,16,0,11,6,0,0,3,3,0,0,0,0,0,0,0,0,31,0,5,12,37,64,118,203,221,19,14,22,19,3,19,32,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,5,0,5,0,17
3014,3,0,0,0,0,0,0,32,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,11,5,6,3,9,0,6,6,21,0,0,0,0,0,4,0,68,0,10,4,7,3,0,0,3,0,0,0,0,0,0,3,32,0,0,3,0,0,4,8,4,3,0,0,0,0,0,0,37,0,0,0,0,0,3,29,6,8,5,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,10,10,0,3,13,16,6,4,4,8,0,0,4,85,0,0,0,0,0,3,63,45,20,38,31,22,12,0,0,228,8,50,11,7,4,0,9,0,0,0,0,3,0,0,7,96,5,4,43,174,201,159,260,142,15,15,12,23,24,13,53,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,13,21,0,3,9,3,0,0,0,55
3015,3,10,12,20,6,0,0,162,0,0,5,3,4,4,7,0,0,0,0,0,0,0,0,27,7,36,87,114,143,93,252,185,20,25,21,23,4,0,18,1032,38,207,126,45,25,38,99,147,21,21,20,19,6,0,33,854,0,6,3,6,38,66,174,93,13,22,19,31,17,7,20,516,0,0,0,3,20,17,160,194,68,55,45,44,10,0,13,641,0,3,9,15,3,0,5,4,0,0,4,0,0,0,0,49,3,26,93,101,88,43,71,51,22,21,18,19,10,3,19,581,0,0,0,0,0,3,103,185,112,144,176,93,26,0,27,864,78,570,213,113,144,76,162,85,12,25,10,20,4,0,49,1558,41,117,707,2152,3288,2650,3896,1697,228,254,216,253,139,104,489,16224,0,8,10,5,3,6,0,0,0,3,0,0,0,0,0,43,0,0,3,4,8,5,24,40,4,17,7,8,0,0,4,124
3016,7,25,6,14,0,3,4,145,0,0,0,0,0,8,106,164,8,127,552,969,165,11,82,2197,4,11,13,22,42,22,32,28,0,0,0,3,9,0,6,188,8,32,32,7,0,5,0,9,0,0,0,4,0,0,5,117,0,0,0,0,0,20,37,28,6,7,4,8,0,0,3,106,0,0,0,0,7,12,87,65,22,15,17,10,0,0,10,246,3,4,3,0,0,3,4,0,0,0,0,0,0,0,0,18,3,0,20,28,31,26,86,51,7,13,3,10,0,0,9,285,0,0,0,0,3,5,104,144,47,108,119,124,35,0,10,707,16,139,42,25,18,13,30,11,0,0,0,0,0,0,8,309,8,19,106,355,449,360,363,216,21,26,33,25,13,10,68,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,33,60,18,13,10,18,5,3,0,168
3017,0,0,12,10,5,0,0,66,0,0,0,0,0,0,15,12,0,0,0,0,3,0,0,41,9,19,26,23,40,20,91,59,5,4,3,13,0,3,8,325,28,118,98,30,14,15,35,26,4,7,7,7,5,0,30,422,0,0,0,0,9,18,49,32,4,4,7,7,0,0,5,142,0,0,0,0,10,24,119,98,26,25,24,34,15,0,12,384,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,11,0,12,66,50,50,18,74,36,8,7,11,6,5,6,13,380,0,0,0,0,0,4,47,57,12,14,26,17,12,0,0,199,10,126,42,30,18,23,51,7,0,3,0,4,3,0,3,328,7,17,159,513,803,645,856,437,53,44,53,66,27,30,130,3835,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,27,25,0,9,4,22,4,0,0,107
3018,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,6,3,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,7,0,0,9,15,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,6,5,5,0,0,0,0,0,0,0,0,0,0,36,0,4,15,52,50,41,30,18,6,0,3,0,0,0,13,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
3019,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,3,17,4,0,0,3,0,0,7,48,0,7,11,0,0,0,5,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,13,23,5,4,5,3,0,0,0,0,0,0,0,0,0,55,0,6,25,112,111,87,106,79,0,9,8,25,3,0,10,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,3,5,0,4,0,0,3,56,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,4,19,52,46,32,27,42,35,5,3,0,4,3,0,10,285,24,222,152,30,15,12,16,24,0,0,4,4,3,0,26,522,0,6,0,6,3,17,28,7,4,0,3,11,5,0,5,85,0,0,0,0,6,8,42,21,3,3,0,4,4,0,5,92,5,0,8,3,5,5,0,4,0,0,0,0,0,0,0,26,4,4,25,21,15,18,50,34,61,87,88,58,11,0,12,484,0,0,0,0,0,0,19,17,13,11,12,30,14,0,8,116,33,588,180,53,37,26,51,18,0,4,4,17,0,0,29,1051,8,21,154,399,521,346,406,216,43,31,29,37,27,10,130,2388,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,44,12,10,6,24,9,0,0,130
