SUA_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
1036,..,498,359,93,106,90,45,19,5,1216,..,1865,1288,236,313,407,296,113,32,4557,..,426,1134,910,1452,2897,3739,3450,1900,15914,358,551,421,242,192,227,190,115,67,2375,3,11,16,19,9,23,16,4,0,104,25421,18145,18797,18511,18905,18772,15427,9431,3581,146982,..,401,11502,21520,21757,21949,18758,9955,2134,107978,..,2909,9668,5007,4024,2791,1275,403,71,26145,..,318,1648,3187,4022,2430,1028,885,636,14157,51771,..,..,..,..,..,..,..,..,51771,..,14005,..,..,..,..,..,..,..,14005,..,11436,5874,1995,1498,880,174,3,0,21869,..,1285,866,386,495,969,999,756,441,6201,..,948,928,316,261,220,105,34,13,2827,..,3725,3380,640,707,892,617,255,56,10271,..,811,2520,2385,3432,5733,6100,4980,2585,28544,745,992,858,578,476,475,338,182,106,4744,21,23,28,26,23,36,37,11,0,208,52530,36857,37271,36043,36709,36378,29423,17466,6038,288713
2000,..,749,649,218,210,181,123,40,17,2195,..,775,1108,456,802,1316,1037,394,59,5958,..,710,1863,1824,3698,8278,10427,8314,4172,39286,811,1487,934,527,633,852,642,285,141,6308,18,21,48,17,25,29,20,7,0,189,52854,29372,31202,35474,43423,51449,45678,23400,7345,320204,..,647,18605,38097,47842,60282,58625,27523,4636,256251,..,4904,17736,12515,12742,10592,5875,1540,170,66071,..,554,3123,5469,7081,4231,2226,1595,1122,25394,107400,..,..,..,..,..,..,..,..,107400,..,25713,..,..,..,..,..,..,..,25713,..,20358,9271,3533,2752,1564,301,5,0,37787,..,1953,1192,577,963,1898,2045,1344,793,10778,..,1511,1545,654,600,536,328,112,36,5325,..,1790,2749,1248,1730,2660,2245,876,131,13433,..,1600,4683,4929,9111,17526,20200,13566,6048,77661,1639,2570,1876,1196,1305,1496,1203,518,196,12007,42,34,85,33,48,46,39,15,0,352,109076,61644,60871,68251,84184,100831,93087,47106,13138,638186
2001,..,37,35,8,0,9,5,0,0,89,..,32,34,17,23,23,18,5,0,146,..,24,103,68,126,201,267,258,107,1148,27,51,31,16,14,26,13,8,0,184,0,0,0,0,5,0,0,0,0,4,2377,1325,1767,1699,1567,1344,1147,583,178,11980,..,24,1179,2010,1771,1543,1421,566,97,8614,..,227,1027,548,417,227,83,24,9,2556,..,13,150,319,329,180,70,36,26,1138,4932,..,..,..,..,..,..,..,..,4932,..,1146,..,..,..,..,..,..,..,1146,..,864,497,129,65,39,3,0,0,1595,..,106,100,26,49,73,116,53,20,536,..,77,76,18,11,26,17,0,0,235,..,68,97,41,46,41,47,15,5,358,..,50,230,191,281,369,418,349,131,2022,47,80,54,41,31,41,23,11,3,325,0,0,0,0,4,0,0,0,0,10,4974,2654,3414,3328,3010,2544,2193,1045,284,23458
2002,..,31,13,6,7,3,0,0,0,63,..,38,65,16,23,19,28,11,5,205,..,27,69,62,108,225,297,299,159,1244,13,24,18,12,18,23,6,10,3,124,0,0,0,0,0,0,0,0,0,0,1240,738,893,778,904,1010,1021,718,241,7550,..,21,475,690,830,1002,1153,738,149,5056,..,184,506,246,217,172,104,28,5,1463,..,37,110,183,218,96,55,44,24,765,2494,..,..,..,..,..,..,..,..,2494,..,514,..,..,..,..,..,..,..,514,..,479,224,96,77,39,4,0,0,919,..,54,26,16,33,52,43,27,8,269,..,66,36,21,10,14,4,0,0,154,..,80,136,48,42,46,49,26,5,429,..,48,152,133,211,379,484,415,219,2028,30,54,35,20,34,42,21,14,9,262,0,0,0,0,0,0,0,0,0,8,2527,1537,1693,1447,1676,1848,1919,1295,414,14355
2003,..,200,107,41,17,24,12,5,7,404,..,702,545,110,133,171,106,44,10,1822,..,250,775,595,802,1479,1828,1427,775,7933,130,255,158,75,94,85,63,31,20,916,4,0,6,5,3,8,6,0,0,41,9772,6392,7347,6974,6790,6484,5800,3247,1232,54046,..,170,3959,7206,6880,6790,6292,3172,650,35117,..,1403,4060,1971,1518,1020,444,165,12,10587,..,172,898,1394,1657,804,369,224,166,5682,19739,..,..,..,..,..,..,..,..,19739,..,4702,..,..,..,..,..,..,..,4702,..,3269,1502,538,394,195,38,0,0,5936,..,444,366,122,153,281,287,152,78,1888,..,410,350,114,68,51,30,5,7,1025,..,1343,1348,317,328,348,233,97,27,4046,..,459,1668,1284,1642,2511,2789,1996,1007,13358,266,447,366,186,194,159,102,52,30,1804,12,8,3,8,9,13,18,0,0,66,20016,12819,14517,13134,12841,12178,10611,5873,1968,103952
2004,..,176,132,49,28,17,11,9,3,422,..,566,425,88,113,147,102,34,4,1487,..,235,650,463,725,1418,1614,1190,645,6938,130,202,141,78,76,88,72,31,17,835,3,0,4,4,0,0,8,0,0,28,8998,5829,6843,6243,6051,6157,5397,3037,1118,49675,..,155,3801,6469,6097,6286,6016,3235,722,32770,..,1222,3730,1756,1354,878,431,132,21,9514,..,132,854,1306,1459,774,365,221,163,5274,18254,..,..,..,..,..,..,..,..,18254,..,4344,..,..,..,..,..,..,..,4344,..,3181,1416,559,339,214,45,0,0,5752,..,497,352,126,150,279,288,170,90,1943,..,323,330,121,90,58,31,9,0,962,..,1018,1009,267,265,305,215,83,19,3178,..,414,1329,1071,1525,2431,2552,1714,875,11906,233,413,296,192,167,164,127,44,26,1661,10,7,8,10,3,7,9,0,0,57,18497,11698,13119,11864,11451,11385,10071,5610,1914,95612
2005,..,19,12,12,3,4,3,4,0,53,..,14,30,25,22,25,24,15,6,154,..,9,26,37,75,226,318,257,112,1051,13,23,21,14,21,12,13,7,0,117,0,0,0,0,0,0,0,0,0,0,715,367,420,627,734,806,890,530,175,5262,..,9,183,485,570,707,796,463,90,3295,..,36,271,326,273,195,157,45,8,1316,..,7,39,122,199,90,45,28,24,556,1495,..,..,..,..,..,..,..,..,1495,..,360,..,..,..,..,..,..,..,360,..,219,117,49,46,25,6,0,0,453,..,26,14,3,17,31,41,18,11,160,..,27,28,22,13,9,15,3,0,106,..,28,69,42,46,46,48,25,7,310,..,17,52,87,158,375,501,347,153,1698,21,36,30,24,17,28,15,6,5,186,0,0,0,0,7,0,0,0,0,7,1521,770,801,1158,1345,1502,1615,932,294,9938
2006,..,15,20,7,0,5,0,0,0,46,..,37,61,16,24,22,11,3,0,189,..,28,42,47,92,197,214,225,155,999,18,17,25,10,5,11,8,6,3,103,0,0,0,4,0,0,0,0,0,0,985,649,763,656,733,760,740,484,214,5986,..,3,387,709,685,744,827,481,112,3955,..,162,417,188,198,133,64,11,4,1174,..,19,94,125,155,78,31,33,20,542,2029,..,..,..,..,..,..,..,..,2029,..,478,..,..,..,..,..,..,..,478,..,416,177,59,49,20,4,0,0,728,..,53,43,18,13,42,29,27,8,241,..,35,75,22,18,9,0,0,0,156,..,91,188,58,58,55,37,12,3,504,..,61,141,126,209,353,354,325,178,1758,24,39,41,22,17,21,14,7,3,190,0,0,5,4,0,0,0,0,0,10,2053,1346,1576,1337,1409,1445,1362,892,336,11764
2007,..,39,14,0,0,0,4,3,0,75,..,52,49,17,24,39,26,12,7,232,..,38,96,78,111,271,365,322,181,1461,21,48,31,16,21,25,22,8,3,196,0,0,0,0,0,0,0,0,0,0,1781,1094,1135,1167,1374,1499,1465,892,300,10709,..,18,652,1247,1486,1701,1731,1032,185,8054,..,218,638,343,345,314,200,54,10,2116,..,28,143,221,274,119,56,49,33,928,3556,..,..,..,..,..,..,..,..,3556,..,876,..,..,..,..,..,..,..,876,..,652,269,86,85,45,11,0,0,1150,..,79,42,10,40,51,82,44,18,358,..,72,48,16,20,9,11,4,0,179,..,91,121,42,42,76,66,32,8,473,..,83,196,163,249,476,596,474,250,2500,50,96,67,44,52,38,38,16,6,414,0,0,0,0,0,0,0,0,0,6,3607,2215,2183,2168,2590,2830,2792,1706,509,20606
2008,..,427,420,85,63,41,23,3,4,1071,..,1647,1588,317,257,371,223,70,18,4502,..,416,1597,1352,1650,3246,4122,3374,1787,17551,252,517,378,197,182,227,178,83,52,2070,3,18,17,11,10,24,18,3,0,103,24399,15309,19055,18594,17686,16870,14830,8392,2956,138100,..,322,11100,20858,19752,18748,17787,8982,1821,99378,..,2383,10241,5586,3991,2542,1206,390,33,26366,..,223,1394,2891,3812,2119,835,556,378,12199,49590,..,..,..,..,..,..,..,..,49590,..,13038,..,..,..,..,..,..,..,13038,..,8327,4589,1445,952,507,101,4,0,15927,..,1059,962,327,399,705,655,413,260,4777,..,858,1115,234,192,103,73,16,6,2593,..,3350,4075,854,627,750,505,152,36,10345,..,809,3126,2859,3655,5697,6273,4636,2428,29486,520,946,818,449,401,385,294,142,76,4032,15,28,25,27,20,36,30,9,0,176,50127,31340,37436,35523,33794,31582,27755,15297,5035,267905
2009,..,16,12,6,9,7,0,0,0,61,..,5,20,9,13,17,22,3,0,90,..,6,36,37,75,142,218,169,65,740,19,41,23,12,13,11,11,10,7,156,0,0,0,0,0,0,0,0,0,0,2216,1110,850,1567,1689,1387,1105,540,121,10582,..,5,574,2115,2239,1971,1495,685,72,9161,..,65,437,425,403,261,101,24,0,1728,..,9,50,145,250,140,49,35,8,678,4553,..,..,..,..,..,..,..,..,4553,..,1437,..,..,..,..,..,..,..,1437,..,696,345,71,55,20,5,0,0,1198,..,38,44,14,18,43,60,38,19,275,..,28,29,8,15,19,5,3,0,116,..,21,41,11,21,40,36,14,5,188,..,15,76,100,165,260,344,252,88,1295,34,79,44,34,38,19,22,18,8,299,0,0,0,4,0,0,4,0,0,10,4586,2399,1644,2930,3205,2770,2122,1070,211,20929
2010,..,25,15,0,0,5,3,0,0,44,..,69,68,12,7,26,18,3,0,205,..,50,124,71,122,240,273,288,182,1363,13,41,18,10,12,17,8,3,5,129,0,0,0,0,0,0,0,0,0,0,1470,867,1086,945,949,1056,900,644,278,8190,..,21,675,1005,1053,1187,1040,684,173,5835,..,232,535,298,178,125,61,18,4,1451,..,34,146,188,195,97,51,29,29,765,2978,..,..,..,..,..,..,..,..,2978,..,601,..,..,..,..,..,..,..,601,..,460,188,60,56,35,10,0,0,804,..,73,48,13,19,40,27,22,14,255,..,45,38,15,17,5,6,0,0,120,..,146,159,30,26,44,29,4,0,444,..,99,268,168,239,439,437,381,242,2276,30,73,34,28,30,23,15,9,3,249,0,0,0,0,0,0,0,0,0,0,3009,1791,2091,1807,1804,2001,1676,1146,466,15793
2011,..,6829,8860,2274,1402,1054,532,178,76,21200,..,22134,33866,7166,4493,5180,3739,1417,380,78382,..,9116,34427,27632,26175,38438,47484,40870,22486,246629,3612,5903,6124,3072,2528,2924,2270,1384,766,28585,200,273,464,275,434,1180,996,272,49,4156,407169,271251,371117,348165,302559,254822,196917,113221,42825,2308053,..,7766,226044,428071,362066,301878,230616,118650,26231,1701326,..,29328,164758,86445,56607,33960,14737,4223,611,390668,..,2431,16760,40584,59258,37290,16386,11242,7427,191360,829388,..,..,..,..,..,..,..,..,829388,..,267740,..,..,..,..,..,..,..,267740,..,132883,108909,29778,20313,9923,1839,69,0,303714,..,25023,26723,9005,8971,16156,16609,10724,6186,119390,..,14702,22665,6746,4214,3050,1412,447,140,53381,..,47792,83984,19867,11807,11523,7962,3054,710,186700,..,17498,69344,58715,57107,70393,73727,56963,30424,434167,7280,10797,12661,7117,5890,5694,3981,2207,1035,56657,387,571,936,690,904,1782,1681,487,97,7530,837051,556528,732783,687011,587128,491647,368947,208061,72863,4542016
2012,..,87,97,28,21,12,6,0,5,255,..,148,220,84,71,79,52,13,3,682,..,89,288,178,302,587,694,618,377,3138,61,107,87,28,59,61,34,15,7,459,0,4,3,8,5,5,4,0,0,24,4525,2723,3340,2982,3217,3255,2663,1582,586,24873,..,93,1943,3048,3280,3552,3227,1660,349,17152,..,559,1607,838,723,573,276,74,13,4668,..,78,443,633,705,375,139,138,66,2564,9146,..,..,..,..,..,..,..,..,9146,..,1959,..,..,..,..,..,..,..,1959,..,1745,778,244,204,116,16,0,0,3095,..,304,193,63,114,158,149,108,42,1129,..,177,232,96,59,45,16,3,4,639,..,312,538,222,182,175,128,38,4,1599,..,181,588,441,711,1148,1178,934,505,5685,127,204,182,80,135,115,66,32,11,951,0,12,11,11,6,8,4,0,0,54,9272,5607,6508,5687,6118,6256,5203,2988,991,48631
2013,..,27,19,8,6,4,6,0,0,64,..,34,34,21,37,49,26,17,3,228,..,56,115,97,174,321,428,301,147,1634,32,32,29,15,18,32,13,8,3,182,0,0,4,0,0,0,0,0,0,7,1684,1087,1266,1164,1320,1449,1317,697,221,10203,..,25,651,993,1180,1519,1395,690,127,6582,..,253,735,403,364,247,133,22,4,2160,..,52,216,281,291,177,91,45,27,1167,3367,..,..,..,..,..,..,..,..,3367,..,754,..,..,..,..,..,..,..,754,..,796,378,146,82,31,12,0,0,1446,..,61,55,15,39,68,71,42,15,361,..,55,45,27,16,13,8,3,0,166,..,77,111,60,74,91,66,19,10,502,..,104,266,249,393,692,791,475,215,3185,70,66,64,49,39,47,22,14,3,373,0,0,4,0,3,0,0,0,0,14,3436,2241,2515,2218,2479,2886,2589,1312,399,20084
2014,..,14,4,4,4,3,0,0,0,28,..,17,23,5,17,22,12,3,0,109,..,25,46,50,68,171,193,141,71,766,7,24,16,13,12,16,5,4,5,101,0,0,0,0,0,0,0,0,0,0,806,509,530,583,705,814,718,362,129,5161,..,17,269,504,667,884,865,404,80,3685,..,140,298,213,200,166,91,17,8,1134,..,18,79,132,162,83,32,24,12,549,1621,..,..,..,..,..,..,..,..,1621,..,360,..,..,..,..,..,..,..,360,..,340,118,71,40,32,4,0,0,607,..,44,30,13,19,17,35,17,11,185,..,37,20,8,12,9,11,0,0,90,..,53,60,19,37,39,36,10,0,251,..,43,100,110,210,350,345,219,106,1479,19,37,31,24,30,28,9,6,7,189,0,0,0,0,0,0,0,0,0,3,1649,1093,1006,1092,1374,1610,1428,695,221,10164
2015,..,19,21,5,7,3,0,3,0,54,..,46,50,17,16,26,8,12,0,174,..,45,86,68,142,198,281,243,116,1200,13,36,33,8,16,14,8,6,5,129,0,0,0,0,0,0,0,0,0,4,1290,775,901,875,993,933,865,535,178,7349,..,20,552,932,898,1010,957,499,94,4964,..,187,471,229,187,133,72,21,0,1293,..,20,118,178,236,101,45,41,23,764,2639,..,..,..,..,..,..,..,..,2639,..,567,..,..,..,..,..,..,..,567,..,454,162,63,41,35,8,0,0,758,..,67,38,8,30,42,38,29,7,259,..,42,43,19,15,8,3,0,0,126,..,94,112,33,35,39,24,11,0,360,..,79,209,165,278,359,430,338,163,2023,37,54,60,17,33,19,23,16,9,260,0,0,0,0,0,3,0,0,0,3,2669,1580,1759,1640,1750,1752,1601,950,299,14006
2016,..,80,89,37,22,7,3,5,0,232,..,143,250,80,66,83,49,17,7,697,..,95,255,202,299,584,718,629,343,3118,53,126,83,39,38,36,28,11,5,424,0,4,9,5,0,0,4,5,0,22,4781,2888,3519,3135,3051,2992,2596,1548,552,25056,..,129,2260,3483,3336,3351,2968,1666,341,17536,..,505,1522,686,567,417,200,70,15,3986,..,82,460,621,705,371,162,93,77,2566,9820,..,..,..,..,..,..,..,..,9820,..,2227,..,..,..,..,..,..,..,2227,..,1844,795,281,179,102,27,0,0,3233,..,274,203,80,106,165,169,81,34,1118,..,154,223,83,68,28,13,8,0,578,..,292,528,232,193,173,140,34,11,1604,..,179,566,484,739,1106,1138,923,462,5601,127,226,177,90,105,82,42,27,11,893,3,4,14,3,4,4,4,4,3,44,9952,5928,6753,6038,6009,5789,4869,2906,959,49196
2017,..,19,18,14,3,3,0,0,0,62,..,44,46,22,7,10,7,14,0,138,..,35,74,42,50,105,133,205,150,798,8,23,11,8,7,6,3,6,4,78,0,0,4,0,0,0,0,0,0,5,1010,572,787,654,548,614,522,425,203,5342,..,18,540,736,616,740,633,381,104,3765,..,165,367,134,88,78,34,6,6,882,..,10,108,127,119,76,31,17,12,502,1982,..,..,..,..,..,..,..,..,1982,..,370,..,..,..,..,..,..,..,370,..,300,132,43,36,15,0,0,0,531,..,44,45,14,10,32,33,15,10,202,..,39,49,28,12,3,5,4,0,140,..,91,92,49,34,30,17,15,0,335,..,77,145,103,123,213,225,264,191,1334,23,46,36,24,16,16,11,6,4,175,0,0,4,0,0,0,0,0,0,11,2004,1166,1509,1256,1056,1210,987,713,319,10235
2018,..,59,44,15,12,6,4,0,0,142,..,163,130,33,53,63,51,16,0,505,..,102,276,194,319,631,709,575,286,3087,54,101,59,32,33,40,19,13,9,358,0,0,0,0,0,0,3,0,0,10,3499,2277,2781,2399,2453,2701,2279,1330,447,20179,..,49,1438,2346,2347,2682,2561,1332,248,13007,..,512,1540,759,573,414,190,60,5,4054,..,86,445,545,599,340,155,105,68,2335,7122,..,..,..,..,..,..,..,..,7122,..,1581,..,..,..,..,..,..,..,1581,..,1411,602,241,186,87,20,0,0,2547,..,176,142,57,81,111,91,65,27,754,..,117,107,42,32,33,21,3,3,349,..,274,298,96,122,157,113,38,6,1108,..,180,620,506,719,1167,1195,840,402,5616,113,187,128,81,81,84,49,20,16,754,0,0,3,8,3,7,3,0,0,15,7230,4576,5327,4676,4739,5072,4391,2468,766,39241
2019,..,31,23,7,3,6,8,0,0,86,..,50,58,14,13,36,25,13,7,214,..,44,128,77,162,291,369,365,236,1683,24,42,20,9,23,12,8,0,6,151,0,0,0,0,0,0,0,0,0,0,1604,1034,1113,1110,1213,1227,1175,822,341,9641,..,33,651,1083,1144,1244,1263,810,178,6401,..,236,585,324,281,192,82,23,3,1735,..,31,146,258,291,136,68,70,40,1027,3210,..,..,..,..,..,..,..,..,3210,..,778,..,..,..,..,..,..,..,778,..,575,217,111,107,50,6,0,0,1063,..,68,41,22,19,47,59,30,22,311,..,66,58,20,14,3,5,3,3,175,..,88,132,37,41,62,50,32,5,448,..,94,233,206,327,543,590,513,299,2808,50,85,65,33,41,24,21,8,6,327,3,0,0,5,0,0,0,0,0,8,3265,2064,2121,2097,2267,2291,2159,1486,546,18287
2020,..,56,50,11,15,9,5,0,0,146,..,68,101,33,18,49,39,16,5,332,..,51,191,140,203,479,577,481,224,2353,43,82,65,29,29,24,29,14,3,323,0,0,5,4,4,0,0,0,0,19,3872,2202,2820,2415,2510,2655,2321,1343,400,20541,..,69,1906,2698,2788,3048,2937,1609,255,15306,..,434,1523,732,588,394,238,66,8,3978,..,42,284,447,513,284,105,84,63,1815,7769,..,..,..,..,..,..,..,..,7769,..,1818,..,..,..,..,..,..,..,1818,..,1371,646,215,158,69,18,0,0,2478,..,156,116,42,61,126,115,77,42,720,..,110,122,38,34,28,10,7,0,344,..,126,250,75,58,105,87,35,7,741,..,93,373,320,471,822,924,692,334,4027,96,148,126,69,61,52,44,24,11,631,0,3,9,9,5,0,0,0,0,29,7869,4364,5343,4631,4734,4931,4474,2593,719,39659
2021,..,47,47,16,9,0,7,0,0,123,..,132,176,32,36,54,43,11,5,489,..,55,200,158,249,497,562,532,333,2586,41,55,49,31,25,25,16,8,8,262,0,0,0,0,0,0,0,0,0,11,2818,1861,2168,2089,2258,2303,1969,1180,494,17147,..,31,1195,2094,2404,2543,2338,1195,272,12068,..,295,1140,661,477,354,173,40,11,3153,..,35,237,427,458,257,118,68,55,1658,5783,..,..,..,..,..,..,..,..,5783,..,1418,..,..,..,..,..,..,..,1418,..,1199,533,154,152,63,9,0,0,2106,..,146,97,40,60,91,81,37,32,582,..,95,152,45,28,8,3,3,0,332,..,262,410,101,88,97,84,17,6,1077,..,125,405,381,512,816,854,738,420,4245,89,112,102,61,58,54,31,19,6,534,0,0,3,4,0,0,0,0,0,18,5879,3721,4265,3982,4227,4277,3700,2123,803,32968
3000,..,1172,841,318,342,318,209,80,27,3306,..,1316,1469,525,1059,1695,1279,422,77,7852,..,1125,1929,1678,3450,6885,7951,6063,2510,31587,1178,1673,1176,681,923,1462,1446,664,204,9397,15,41,102,19,24,34,28,11,0,280,59174,31753,35225,37910,43754,49545,40714,19898,5314,323288,..,1155,21540,38543,46857,56526,51294,23340,3501,242751,..,7542,17921,12706,12421,10296,5339,1483,146,67854,..,1144,4859,6974,6943,3924,2289,1775,1033,28942,120355,..,..,..,..,..,..,..,..,120355,..,21741,..,..,..,..,..,..,..,21741,..,20264,8182,3717,2995,1655,287,12,0,37104,..,3440,1765,922,1537,2697,2739,1871,942,15905,..,2295,2021,941,975,876,620,216,51,8000,..,2595,3409,1438,2328,3502,2931,1010,158,17375,..,2368,4823,4769,8994,15833,16938,10774,3864,68356,2358,3133,2574,1656,1966,2773,2973,1262,300,18989,33,77,219,61,47,69,58,17,5,594,122745,65754,67320,71726,85052,98138,85470,41762,10006,647976
3001,..,32,45,5,9,11,0,3,0,110,..,75,115,31,25,19,16,5,0,286,..,42,71,50,82,120,97,46,10,525,17,31,42,27,18,41,27,15,4,232,0,3,8,0,0,5,3,0,0,16,962,588,862,895,765,702,462,151,30,5426,..,6,304,763,698,718,564,170,15,3241,..,182,556,384,283,156,69,21,4,1661,..,13,70,161,132,59,22,11,10,482,1984,..,..,..,..,..,..,..,..,1984,..,330,..,..,..,..,..,..,..,330,..,241,84,38,13,17,0,0,0,394,..,33,33,18,20,35,28,13,6,181,..,57,95,25,20,20,3,7,0,221,..,124,248,85,81,64,33,13,0,651,..,72,175,155,215,281,214,91,9,1215,48,53,73,46,40,83,68,34,5,449,0,3,10,0,3,5,3,0,0,28,2031,1120,1663,1671,1509,1424,1016,355,53,10838
