SUA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
2006,0,5,4,4,3,7,0,0,0,0,0,0,19,4,27,2256,1768,4025,160,216,376,20,0,20,10,0,10,34,11,41,14,10,22,125,138,264,2645,2157,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,36,24,15,40,0,0,0,0,0,0,3,0,3,3,4,9,130,252,382,220,420,646,20,20,37,3044,2860,5903
2007,0,0,0,4,4,5,0,0,0,0,0,0,9,11,17,3703,3234,6934,252,267,518,58,0,58,25,5,30,76,27,101,24,10,34,147,174,326,4295,3732,8029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,7,5,4,9,38,25,57,45,29,69,0,0,0,0,0,0,4,0,4,4,0,4,331,560,888,400,748,1149,47,41,86,5123,5100,10222
2008,449,268,723,379,647,1028,28,5,36,8,7,14,153,143,298,44453,36345,80798,2532,2928,5462,556,10,565,238,31,269,653,230,887,261,155,416,1200,1444,2640,50920,42223,93144,33,48,82,0,4,4,25,26,49,157,79,234,10,17,26,40,9,50,264,178,440,0,0,0,0,0,0,24,29,52,34,63,101,25,27,52,89,114,208,426,246,673,777,546,1320,72,63,137,23,23,45,16,7,23,111,95,200,12271,15451,27725,5788,10592,16379,335,292,627,70192,69205,139395
2009,70,42,108,3,5,4,3,0,3,0,0,0,4,0,6,3299,2507,5800,178,206,378,91,0,91,8,4,6,11,3,13,13,21,32,62,77,134,3726,2859,6585,3,4,6,0,0,0,4,3,6,14,11,27,0,0,0,0,0,3,27,16,37,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,7,3,26,7,32,53,31,78,3,8,10,0,0,0,0,0,0,3,8,10,1309,1666,2975,513,841,1354,28,28,58,5643,5422,11066
2010,0,0,0,9,9,14,0,0,0,0,0,0,4,8,13,2989,2535,5529,203,194,398,34,0,34,14,3,22,77,11,92,16,12,28,138,162,299,3495,2942,6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,9,0,9,51,11,65,59,13,69,0,0,0,0,0,0,0,0,3,0,4,3,251,416,667,257,549,810,24,15,37,4088,3941,8027
2011,25893,24095,49994,6238,8599,14843,299,117,418,9009,11451,20462,2815,2580,5398,653673,454094,1107762,31794,44456,76250,10810,232,11045,5102,582,5687,12503,5465,17967,6217,3824,10043,21943,24986,46928,786312,580485,1366800,4827,5961,10792,7,3,9,2642,3280,5923,4600,2915,7511,646,1338,1977,1174,673,1846,13892,14169,28067,12,0,12,640,818,1463,512,424,941,525,1060,1588,254,325,580,1942,2635,4577,7439,4879,12318,23274,21693,44963,4098,5047,9149,289,384,681,421,241,662,4816,5678,10485,323301,366715,690017,98594,164750,263347,5525,4145,9668,1241824,1143464,2385290
2012,5,4,9,32,42,76,4,0,4,0,0,0,17,20,38,8614,7559,16172,753,946,1697,166,0,166,63,18,80,74,39,109,43,29,71,375,351,729,10143,9013,19155,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,10,3,0,3,4,12,17,87,43,128,90,55,148,0,0,0,0,5,6,8,0,8,10,5,13,834,1236,2077,718,1256,1971,128,104,236,11921,11673,23593
2013,14,8,27,19,13,35,0,0,0,0,0,0,4,5,11,3241,2688,5930,224,231,455,57,0,57,19,3,22,8,3,14,4,10,22,64,66,132,3664,3027,6698,3,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,3,5,10,5,12,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,3,7,24,9,30,35,19,50,4,3,5,0,0,0,0,0,0,8,3,6,271,560,829,392,653,1049,42,37,74,4414,4298,8709
2014,0,0,0,0,4,8,0,0,0,0,0,0,3,0,8,1840,1532,3375,123,128,254,29,0,29,11,0,8,20,4,25,11,8,16,70,80,152,2102,1762,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,27,19,13,28,0,0,0,0,0,0,0,0,0,5,0,5,103,200,305,254,320,571,21,10,31,2497,2310,4807
2015,0,0,0,9,8,14,0,0,0,0,0,0,7,5,16,2332,2036,4363,160,177,336,31,0,31,8,0,9,62,27,92,24,15,41,139,151,284,2770,2426,5192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,33,21,17,38,0,0,0,0,0,0,0,0,0,0,3,3,253,364,622,276,449,722,19,10,31,3343,3269,6609
2016,6,0,12,26,37,56,5,0,6,5,0,5,20,32,52,8944,7363,16308,645,849,1497,100,0,98,40,0,39,119,52,172,51,33,78,315,336,651,10270,8709,18977,0,0,4,0,0,0,0,3,3,3,6,7,0,0,0,0,0,0,4,9,12,0,0,0,0,0,0,3,0,6,4,3,7,4,0,0,13,7,21,77,59,139,97,76,170,0,0,0,0,0,0,0,3,13,9,8,16,722,1132,1851,706,1399,2108,75,64,138,11877,11387,23262
2017,0,0,0,0,6,6,0,0,0,0,0,0,7,4,20,2084,1650,3729,150,203,355,16,0,22,5,0,9,45,16,61,13,4,23,119,140,255,2445,2026,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,5,9,18,16,32,26,16,37,0,0,0,0,0,0,0,0,0,3,0,3,113,225,337,132,297,427,22,14,38,2740,2581,5319
2018,19,8,30,34,69,108,3,0,3,3,0,0,9,14,22,6582,5620,12203,487,486,971,77,0,81,27,0,30,49,9,60,32,26,61,168,169,334,7492,6403,13899,4,4,8,0,0,0,0,0,0,6,0,9,8,0,12,6,4,8,25,8,36,0,0,0,0,0,0,9,3,7,0,15,12,0,4,4,11,18,27,68,35,103,102,60,161,0,4,11,3,4,4,3,0,3,8,8,14,742,1247,1987,780,1326,2102,54,49,101,9176,9101,18281
2019,0,0,0,3,13,21,0,5,0,0,0,3,15,13,29,3101,2823,5927,251,295,550,43,0,48,18,0,23,106,46,149,27,14,39,145,208,351,3714,3416,7132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,34,22,53,32,31,62,0,0,0,0,0,0,4,0,4,4,0,4,262,466,731,359,622,983,28,22,54,4405,4559,8963
2020,75,30,107,20,14,33,3,0,3,0,0,0,14,11,24,6747,5656,12401,393,448,844,134,4,140,38,6,40,25,12,36,32,17,52,191,163,360,7685,6366,14047,13,10,27,0,0,0,0,0,0,14,10,24,7,3,11,9,0,8,36,30,66,0,0,0,0,0,0,3,3,11,5,4,8,0,0,0,5,7,17,79,26,104,126,60,185,5,5,19,0,0,0,3,0,3,14,8,25,1229,1699,2930,761,1466,2223,62,52,116,9876,9652,19529
2021,3,9,9,35,29,59,0,0,0,0,0,3,19,22,42,6190,5521,11706,451,553,1004,65,0,70,22,5,34,109,37,145,43,17,57,326,302,630,7272,6492,13764,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,5,13,61,32,89,69,39,110,0,0,0,0,0,0,0,0,3,6,4,4,691,997,1687,658,1226,1886,42,39,77,8735,8791,17530
3000,74,55,133,3224,1175,4393,170,86,259,10,0,10,100,119,216,103896,90154,194049,8682,8698,17378,4252,167,4421,1316,218,1532,959,438,1403,2659,1043,3703,9070,8387,17458,134410,110543,244951,12,16,22,0,0,0,0,0,0,67,96,166,6,4,19,17,4,21,105,119,226,207,72,278,0,0,0,250,82,333,73,53,133,117,33,145,648,234,882,1864,995,2864,2621,1352,3972,33,30,65,220,77,294,187,67,253,439,168,607,16947,19576,36523,16809,19700,36502,1927,1518,3441,173143,152852,325991
3001,3,0,3,105,113,216,57,39,95,0,0,0,21,19,39,2117,1845,3956,174,229,404,36,9,42,41,13,57,46,21,68,198,153,352,483,587,1072,3283,3028,6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,3,7,13,0,4,3,9,11,21,98,46,145,111,58,167,0,0,3,3,5,8,12,0,11,14,7,23,266,440,703,783,799,1581,25,27,50,4478,4356,8843
3002,12297,12893,25192,12744,17585,30327,745,696,1437,36,24,61,1918,2004,3926,362891,301825,664718,19712,29290,48999,7995,205,8203,7909,913,8819,6769,2141,8909,3882,1904,5786,12510,13351,25860,449406,382831,832232,1924,2324,4249,8,5,20,25,24,50,2628,2693,5327,467,717,1182,652,284,933,5710,6050,11760,119,173,288,4,3,8,924,1230,2149,407,1036,1443,377,391,767,1831,2829,4651,4408,2570,6980,11946,11446,23397,1009,1215,2224,268,329,602,189,92,282,1468,1637,3105,98500,114358,212862,49691,80191,129880,2521,2149,4671,613533,592609,1206143
3003,5,0,3,66,59,126,3,3,5,3,0,3,21,38,64,10703,10636,21335,891,1117,2003,203,12,217,187,16,200,123,42,168,93,40,130,271,297,569,12564,12258,24829,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,15,3,18,0,3,7,3,4,9,19,11,28,111,52,163,132,69,199,0,0,0,6,3,4,0,4,5,5,5,7,585,890,1472,1183,1719,2903,84,67,151,14555,15007,29560
3004,11,3,11,282,377,661,22,19,36,3,0,3,103,112,216,21798,20557,42353,1511,2158,3664,371,7,376,406,66,471,615,272,883,481,196,674,819,854,1677,26414,24618,51028,0,0,0,0,0,0,0,0,0,13,6,12,0,0,0,0,0,5,14,4,16,0,3,5,0,0,0,12,9,17,24,70,99,25,17,42,60,98,156,305,212,524,382,311,694,4,5,7,19,26,51,24,9,30,47,38,85,3674,5177,8853,5411,7153,12564,182,159,337,36117,37456,73573
3005,0,0,0,284,30,315,0,0,0,0,0,0,13,13,31,2655,2421,5076,268,252,522,52,3,54,21,3,29,36,20,51,35,8,44,110,120,224,3480,2865,6343,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,36,0,38,0,0,0,4,0,4,40,0,40,42,21,59,74,29,105,0,0,0,0,0,0,0,0,0,0,0,4,91,207,295,414,411,821,14,14,30,4078,3529,7609
3006,0,4,5,55,14,68,42,9,52,0,0,0,20,28,51,7943,6836,14774,512,586,1102,81,3,85,188,6,198,99,21,125,74,23,100,208,215,427,9229,7749,16976,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,3,0,3,3,8,12,22,3,24,0,0,0,9,6,15,3,8,10,0,4,4,39,17,49,298,93,381,336,111,449,0,0,0,132,19,153,7,0,7,140,16,161,269,613,881,1216,1171,2383,46,32,74,11235,9694,20924
3007,891,771,1664,764,1204,1970,43,20,69,637,1016,1649,293,342,631,110111,98551,208656,5465,7536,12998,2096,44,2133,1622,222,1849,1564,702,2263,1077,539,1612,3041,3583,6623,127603,114520,242119,184,203,390,0,0,0,48,58,107,325,239,567,48,59,105,59,22,84,673,582,1256,0,0,4,176,303,476,61,52,112,52,129,180,43,49,92,332,528,859,1288,993,2280,2289,2104,4394,206,240,439,83,118,197,58,31,94,343,387,729,20288,26590,46877,14168,22847,37017,794,804,1592,165486,167245,332730
3008,0,0,0,21,17,37,0,0,6,0,0,0,12,18,28,3172,2976,6152,244,279,524,94,4,98,38,0,37,20,4,18,29,8,41,91,93,184,3729,3396,7126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,7,30,17,43,28,23,50,3,0,4,0,0,0,0,0,4,8,0,5,163,322,485,385,535,919,26,21,50,4340,4293,8636
3009,6,0,5,31,20,53,6,5,9,0,0,0,20,23,41,6513,7078,13593,471,671,1142,139,6,145,116,8,127,118,59,172,72,26,104,178,217,396,7669,8119,15793,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,3,0,4,7,6,12,0,0,0,9,7,18,93,63,155,107,76,182,0,0,0,0,3,4,6,3,9,11,8,13,567,823,1388,963,1384,2351,67,79,142,9386,10483,19868
3010,5,0,5,46,7,56,0,0,0,0,0,0,5,7,13,1600,1525,3128,145,184,326,38,0,38,30,6,30,32,11,43,17,7,24,95,73,161,2010,1821,3829,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,3,3,9,6,4,8,24,12,30,27,15,43,0,0,0,0,0,0,0,0,0,0,0,0,77,106,182,164,249,415,8,15,26,2289,2201,4492
3011,5,0,3,293,128,420,16,0,19,0,0,0,71,67,135,15304,14357,29662,1053,1207,2264,222,4,234,197,14,215,209,63,267,104,64,173,324,389,712,17791,16305,34091,0,0,3,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,41,4,41,8,13,24,0,4,9,51,21,72,148,87,242,207,115,318,4,5,5,8,6,13,7,5,15,20,12,37,612,1173,1785,2200,2334,4535,93,83,179,20926,20022,40949
3012,3,0,4,17,17,27,0,0,0,0,0,0,9,15,20,3246,3168,6411,247,305,553,94,3,92,80,5,85,84,19,108,17,12,30,144,146,293,3937,3690,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,4,6,43,22,66,45,27,73,0,0,0,0,0,0,0,0,0,0,0,0,170,295,466,430,594,1024,33,28,62,4615,4633,9244
3013,0,0,0,30,3,31,0,0,0,0,0,0,28,42,68,3535,3097,6631,334,391,724,55,5,52,105,0,109,62,14,78,35,19,51,210,213,423,4391,3781,8171,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,9,0,7,54,40,89,64,46,105,0,0,3,0,0,0,7,3,7,6,4,11,52,148,200,514,468,981,50,22,69,5072,4459,9535
3014,3,0,8,185,89,275,7,0,7,0,0,0,57,92,152,12790,12518,25303,1092,1263,2356,295,3,299,175,16,192,144,33,174,92,54,145,412,419,827,15257,14480,29740,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,47,5,55,8,8,18,4,4,4,58,21,77,151,98,246,209,124,327,0,0,0,3,3,7,11,0,11,18,3,22,577,966,1544,1917,2342,4257,80,59,140,18055,17973,36033
3015,169,119,286,586,655,1240,24,4,29,4,0,7,87,106,195,56660,53548,110209,2929,3898,6828,1306,33,1332,800,99,893,920,450,1372,686,282,968,1563,1859,3421,65743,61044,126787,24,24,51,0,0,0,0,0,0,111,64,172,15,3,15,9,8,16,152,98,250,0,0,0,0,0,0,28,29,64,42,80,120,27,23,51,99,133,236,594,302,901,843,541,1381,18,18,46,38,19,56,31,13,45,89,51,145,11768,15443,27212,8617,13085,21702,457,427,884,87515,90597,178113
3016,6,4,11,66,95,169,3,3,6,0,0,4,146,186,331,23902,22436,46344,1603,2199,3803,458,9,470,326,26,355,281,83,367,175,95,272,854,691,1547,27836,25832,53666,3,0,5,0,0,0,0,0,0,9,4,13,0,0,0,0,0,0,13,10,21,0,0,0,0,0,0,21,8,28,7,18,21,13,15,26,36,43,81,266,169,430,314,218,535,0,0,3,9,9,20,18,4,20,23,18,42,1979,2812,4795,2436,4046,6479,117,126,242,32704,33052,65757
3017,10,4,8,310,281,588,25,11,25,0,0,0,116,129,249,31136,31093,62225,1937,2762,4703,483,20,499,767,84,857,671,228,894,402,161,557,921,790,1710,36766,35560,72326,0,0,0,0,0,0,0,0,0,9,7,10,5,0,5,0,0,0,10,9,19,0,0,0,0,0,0,20,13,35,10,36,53,19,20,44,57,72,131,434,267,700,499,349,852,0,4,0,20,16,35,32,17,49,56,31,88,1711,2602,4310,3951,5365,9315,172,129,306,43151,44038,87187
3018,0,0,0,5,7,8,0,0,0,0,0,0,19,17,35,2309,2125,4430,208,229,437,86,0,91,32,0,31,31,7,40,21,10,32,117,103,220,2820,2497,5326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,37,32,10,38,0,0,0,0,0,0,3,0,0,3,0,0,117,222,344,274,374,644,25,25,47,3274,3135,6405
3019,0,0,0,64,51,113,4,5,10,0,0,0,7,14,12,2908,3113,6026,225,252,476,46,0,43,24,6,30,27,4,34,33,9,45,82,76,160,3421,3535,6953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,16,0,0,0,0,0,0,13,3,16,33,26,49,45,27,70,0,0,0,3,0,3,4,0,3,0,0,5,230,411,641,717,718,1435,25,28,54,4433,4725,9158
4000,17,15,32,1182,312,1492,17,7,24,0,4,3,24,29,50,42835,35784,78618,2539,2538,5079,1127,48,1171,307,38,346,298,78,378,1243,337,1575,3557,2915,6470,53146,42096,95244,3,0,4,0,0,0,0,0,0,21,20,45,3,0,4,0,0,0,27,30,54,0,0,0,0,0,0,78,86,167,25,22,50,32,13,41,132,125,255,554,260,817,709,417,1127,5,8,18,34,3,36,52,16,67,90,28,116,6699,6960,13662,4967,7658,12624,719,542,1254,66332,57699,124033
4001,2599,2715,5315,10251,14379,24629,62,32,89,968,1320,2289,944,988,1936,227723,189004,416723,10592,17126,27716,2525,67,2590,2485,285,2768,4861,1735,6599,2302,736,3034,5961,6176,12139,271265,234567,505832,491,479,973,0,0,0,59,94,150,504,538,1045,65,125,185,86,45,132,1204,1289,2484,3,3,5,182,258,440,961,1233,2192,363,882,1246,260,295,556,1772,2675,4442,2511,2109,4623,5484,6063,11550,297,428,723,226,333,562,93,57,143,619,816,1432,30124,34113,64236,25799,44227,70024,1339,1172,2517,334627,320957,655585
4002,0,0,3,22,10,30,5,0,5,0,5,5,18,11,27,5334,5011,10353,420,355,773,78,0,75,34,10,43,53,9,63,38,10,49,157,127,285,6162,5540,11703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,66,28,90,74,27,98,0,0,0,0,0,0,4,3,5,4,3,5,228,383,611,487,840,1330,36,35,69,6995,6827,13819
4003,0,0,0,7,3,9,0,0,3,0,0,0,9,6,17,2633,2390,5023,221,303,523,44,0,47,28,6,26,9,7,17,19,9,23,97,93,191,3060,2820,5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,0,4,0,0,0,9,3,12,40,25,62,45,27,74,0,0,0,0,0,0,0,0,0,0,0,0,136,185,323,257,426,684,29,16,41,3528,3474,7004
4004,0,0,0,34,30,58,0,0,0,0,0,0,12,14,28,1968,1952,3918,184,191,376,26,0,26,19,6,17,23,3,21,27,5,32,98,84,189,2387,2289,4676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,23,11,33,30,11,42,0,0,0,0,0,0,0,0,0,0,0,3,34,79,110,360,347,707,23,22,48,2828,2748,5578
4005,3,0,6,11,5,16,3,0,3,0,0,0,10,14,27,2677,2634,5311,231,176,400,28,0,28,23,0,21,22,3,32,24,14,36,112,86,198,3149,2928,6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,22,10,38,26,11,38,0,0,0,0,0,0,0,0,3,3,0,5,120,214,339,360,453,816,28,21,52,3689,3637,7323
4006,0,0,0,4,7,13,0,0,0,0,0,0,9,3,12,2014,1981,3990,126,166,296,14,0,14,40,9,44,39,16,59,18,5,24,90,75,165,2355,2258,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,16,15,24,15,14,30,0,0,0,0,0,0,0,0,0,0,0,0,58,85,146,300,365,669,23,12,39,2757,2730,5491
4007,5,0,11,6,14,21,0,0,0,0,0,0,3,5,11,2990,2825,5813,162,246,404,49,3,54,23,7,31,33,13,51,38,13,42,138,147,289,3451,3274,6725,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,0,0,3,11,17,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,27,19,41,26,35,60,0,0,6,0,0,0,3,0,3,4,0,8,447,577,1025,542,731,1267,37,49,89,4510,4659,9176
4008,0,0,0,163,25,191,0,0,0,0,0,0,37,41,78,3289,2944,6241,297,248,550,29,6,32,63,5,70,88,10,93,23,9,39,109,141,254,4108,3433,7540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,12,88,0,3,3,7,0,7,87,18,105,49,29,73,139,47,177,0,0,0,0,0,0,7,0,7,11,0,8,71,111,185,588,557,1149,29,18,49,4947,4170,9116
5000,58,45,105,7624,1507,9126,22,10,32,5,0,6,133,39,174,41088,32642,73732,5204,3261,8462,1645,90,1734,292,72,362,510,340,850,5704,1374,7077,5519,4925,10441,67801,44301,112104,22,10,33,0,0,0,0,0,0,58,77,134,3,9,14,0,0,0,85,91,181,0,0,0,0,0,0,160,60,220,61,27,92,360,75,438,586,163,751,1286,431,1721,1961,691,2648,46,27,76,329,59,387,114,27,141,492,112,601,6001,6643,12643,8977,8979,17952,980,629,1609,86215,61352,147559
5001,4,0,3,30,17,46,0,0,0,0,0,0,16,15,37,5746,5488,11238,391,483,878,106,0,106,34,0,34,68,21,88,72,25,97,145,151,292,6616,6205,12817,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,7,11,3,0,5,0,0,3,7,9,16,63,34,97,67,49,116,0,0,0,0,0,0,0,3,4,9,0,7,306,502,810,761,1017,1780,40,27,67,7798,7806,15601
5002,4,3,7,25,17,40,0,0,0,0,0,0,8,7,8,2364,2563,4931,198,296,489,30,0,34,90,36,119,123,95,216,78,30,110,196,258,452,3106,3304,6415,5,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,4,5,34,20,48,39,27,67,0,0,0,0,0,0,0,0,0,0,0,0,218,316,527,873,1061,1935,55,44,101,4292,4756,9046
5003,11,9,20,404,94,497,0,0,3,0,0,0,35,41,73,12370,11984,24356,1026,1050,2074,154,4,160,66,10,73,156,46,205,214,59,277,236,255,485,14673,13553,28229,0,0,0,0,0,0,0,0,0,10,5,14,0,3,5,0,0,0,7,4,15,0,0,0,0,0,0,192,44,237,16,17,34,19,5,24,228,63,293,190,80,271,428,151,584,0,0,5,17,3,21,10,3,13,31,10,38,494,920,1415,2040,2416,4459,92,38,130,17760,17087,34843
5004,4,3,7,85,23,112,0,0,0,0,0,0,17,10,31,5824,6018,11843,418,471,895,90,0,91,18,0,18,148,55,200,165,44,208,204,202,405,6975,6829,13800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,12,10,17,4,3,8,8,0,10,25,11,32,83,22,105,103,38,147,0,0,0,10,0,10,3,0,10,12,3,20,707,1055,1762,1345,1495,2840,51,65,114,9199,9481,18679
5005,0,0,4,19,8,25,0,0,0,0,0,0,8,3,9,2113,1771,3887,138,138,278,58,0,56,24,6,33,37,28,68,21,12,37,72,90,159,2492,2061,4551,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,4,7,0,0,3,0,0,0,6,6,13,27,22,46,39,25,56,0,0,0,0,0,0,0,0,0,4,0,4,108,216,326,263,287,551,25,21,43,2924,2606,5530
