SUA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
6002,0,33,3,13,4,0,48,0,48,12,4,4,0,67,12,276,31,53,9,0,390,65,218,58,103,26,3,467,91,138,59,121,20,4,437,401,176,48,310,55,10,999,622,49,13,346,47,9,1081,202,6,7,99,22,3,337,16,0,4,15,0,0,37,6,0,0,9,0,0,12,0,3,0,0,3,0,5,0,0,0,0,4,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,4,23,64,12,33,23,15,173,1433,1016,247,1111,214,46,4063
6003,10,121,15,37,7,0,193,10,204,28,25,3,3,270,64,1484,153,182,39,17,1943,176,894,402,406,75,18,1962,204,432,140,384,41,7,1210,641,495,185,740,84,20,2168,2123,322,134,1471,159,21,4233,4719,156,54,1956,220,26,7131,2774,17,20,929,113,8,3869,1140,0,3,343,23,5,1525,364,3,6,143,11,0,534,139,4,0,52,5,0,205,55,0,0,24,5,0,90,48,0,0,80,11,0,135,176,217,51,272,96,69,869,12654,4361,1196,7047,887,194,26344
6004,3,33,15,17,5,0,79,7,75,38,21,8,0,144,56,463,99,142,22,15,801,320,315,202,300,50,8,1194,366,149,103,350,17,0,992,1008,168,194,557,55,11,1984,1929,70,38,729,68,10,2850,1739,21,10,484,49,7,2307,486,6,0,121,10,4,626,105,0,0,23,4,0,132,26,0,0,11,0,0,41,8,0,0,5,0,0,19,5,0,0,0,0,0,9,5,0,0,14,0,0,19,86,68,29,103,29,29,348,6152,1368,739,2877,337,83,11555
6005,0,9,7,3,3,0,27,0,12,3,3,6,0,25,4,93,6,23,11,3,140,28,60,14,55,3,5,164,42,34,32,72,10,0,185,101,65,13,123,20,4,329,152,13,0,160,12,3,346,71,0,5,56,4,0,137,12,0,0,5,0,0,18,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,6,20,6,9,66,422,321,87,530,73,22,1441
7000,5,1374,855,25,467,42,2776,0,764,301,10,226,18,1314,10,702,279,42,298,4,1339,25,474,136,56,214,7,907,18,157,65,57,172,0,465,42,157,36,88,288,4,611,137,52,22,126,169,0,511,280,37,8,175,122,0,626,210,14,0,101,71,0,404,103,6,0,32,24,0,171,33,0,0,29,17,0,88,20,0,0,11,13,0,47,5,0,0,4,18,0,32,11,0,0,39,71,0,123,49,309,154,204,907,36,1659,959,4045,1861,1001,3077,120,11060
7001,4,71,9,3,13,0,100,0,141,7,0,10,0,157,7,220,33,19,33,3,321,8,106,23,31,32,0,199,14,49,14,37,28,0,138,72,56,19,48,34,0,233,314,31,20,101,53,0,522,533,21,4,197,40,8,807,428,10,0,200,34,0,681,218,3,0,99,25,0,347,101,0,0,32,13,0,142,39,0,0,18,13,0,72,16,0,0,8,0,0,30,17,0,0,20,18,0,51,55,88,6,49,147,3,349,1821,798,140,868,497,21,4147
7002,6,144,17,5,20,0,195,9,361,7,11,0,6,391,29,692,52,67,37,3,880,107,394,32,137,35,6,708,163,152,42,175,47,3,582,659,218,46,264,730,14,1929,1886,161,36,677,356,8,3123,3341,93,15,1052,250,16,4765,2704,64,9,672,119,9,3575,1643,8,0,305,56,3,2020,717,3,0,122,19,3,864,279,0,0,66,16,0,363,132,5,0,26,11,0,173,134,4,0,127,80,0,348,222,335,33,222,231,44,1097,12032,2634,283,3923,2009,126,21003
8000,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5,0,5,0,0,0,0,5,0,7,0,0,0,0,0,0,3,0,4,0,0,0,0,8,3,0,0,3,0,0,18,4,0,0,11,6,0,16,4,0,0,0,0,0,8,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,13,17,0,25,27,0,82
8001,13,433,20,46,21,0,529,0,501,45,24,9,10,593,52,3389,123,190,49,9,3811,147,1285,228,354,71,11,2101,218,642,97,357,58,5,1387,713,700,132,554,585,5,2701,1690,654,202,1035,668,14,4256,7435,701,198,2828,746,19,11927,10304,277,44,2844,385,12,13869,6230,48,16,1597,228,9,8129,2694,16,8,665,91,8,3474,1019,11,3,324,41,0,1394,436,10,0,117,14,3,579,602,8,3,223,25,6,862,444,531,69,506,238,128,1919,32004,9198,1197,11662,3229,242,57536
9000,0,16,24,5,35,0,84,0,19,6,7,7,0,31,0,28,3,23,9,0,63,15,29,0,25,13,0,78,8,0,0,36,0,0,55,21,14,3,37,10,0,80,38,8,0,28,4,0,83,21,0,0,20,4,0,50,7,0,3,4,4,0,22,4,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,7,10,0,20,20,0,62,115,139,42,218,118,0,632
