SUA_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
2016,125,50,45,0,222,42,8,10,0,68,18,11,32,0,64,21,5,75,0,108,132,38,140,11,322,110,54,217,4,393,669,133,258,13,1079,442,166,333,30,971,457,258,315,25,1057,538,404,248,30,1212,239,433,171,7,851,375,425,149,22,966,672,895,184,32,1773,440,708,74,7,1231,249,544,33,6,827,146,308,14,0,467,288,678,37,8,1000,187,396,179,5,771,126,71,68,4,267,5273,5609,2564,207,13653
2017,19,5,7,0,31,8,0,0,0,11,0,0,4,0,9,3,0,19,0,24,33,0,25,0,63,23,11,37,0,71,146,8,51,6,212,101,30,69,7,212,102,40,62,3,210,120,93,54,0,266,79,82,37,9,204,91,89,26,0,207,188,218,35,3,444,103,167,17,6,293,65,91,12,0,162,33,59,3,0,100,59,132,11,0,198,48,73,27,0,145,25,7,6,0,38,1252,1099,499,50,2904
2018,88,27,25,3,146,24,3,15,0,44,28,8,29,0,70,21,4,71,0,94,145,16,118,5,285,80,30,226,6,338,623,68,226,12,929,423,112,312,31,884,381,168,272,22,839,416,262,223,18,921,225,242,164,10,638,291,271,116,12,687,497,642,165,13,1314,339,556,72,7,986,272,429,40,5,747,131,240,10,7,385,276,658,35,7,965,201,348,154,10,715,100,45,57,0,201,4552,4127,2338,174,11185
2019,34,4,18,0,56,10,0,0,0,14,12,6,6,3,23,6,0,28,0,36,68,4,36,0,108,44,8,86,5,145,307,19,117,4,440,203,29,133,11,378,211,71,143,8,437,221,130,106,7,476,116,146,57,4,324,155,137,63,5,356,283,351,93,5,734,172,273,24,8,474,119,194,11,0,320,52,106,4,0,161,92,228,19,0,336,89,136,78,0,299,55,16,11,0,85,2251,1871,1028,64,5206
2020,105,11,17,5,141,45,4,11,4,61,27,8,24,0,60,16,4,37,5,63,125,12,89,4,236,95,29,152,0,270,633,48,153,6,836,425,105,225,19,772,442,173,231,20,858,460,273,192,11,935,247,325,128,21,718,311,403,94,10,823,644,852,163,5,1674,407,653,56,7,1129,274,541,32,9,849,126,276,12,3,419,294,683,36,9,1020,179,372,140,5,689,102,51,23,3,184,4959,4807,1813,133,11719
2021,61,4,21,0,86,18,0,9,0,29,11,5,13,3,34,11,4,33,0,53,97,7,78,4,191,66,5,134,3,217,439,30,167,7,637,345,48,210,27,627,365,132,196,29,729,432,247,195,17,887,223,229,138,13,600,245,254,102,13,607,558,677,117,17,1363,358,533,59,7,959,213,418,35,4,676,107,276,7,0,397,226,543,21,4,795,140,260,93,0,498,78,27,18,3,131,4004,3702,1655,163,9525
3000,1998,300,432,48,2784,989,99,160,37,1279,614,187,549,51,1398,586,130,891,30,1631,3175,462,1612,113,5361,2126,559,2641,95,5422,13050,1384,3010,188,17637,7505,1969,3689,428,13586,7465,3286,3410,323,14483,8106,4676,2590,276,15649,4202,4404,1760,158,10530,5320,4612,1291,148,11369,9488,10289,1889,244,21905,5926,8132,733,125,14915,4232,6393,456,57,11136,2191,3891,187,29,6301,4898,8258,473,71,13699,5771,10098,2379,145,18390,2409,1005,787,122,4326,90048,70128,28942,2684,191803
3001,27,5,4,0,37,4,0,0,0,6,11,0,11,0,19,9,0,7,0,18,22,0,15,0,37,27,4,43,0,75,103,16,52,0,166,60,22,63,0,150,96,37,56,10,194,138,58,52,3,247,90,68,31,4,198,105,76,33,0,212,226,187,31,3,445,141,141,11,0,295,84,111,11,0,212,47,57,5,0,113,100,167,14,0,288,134,192,25,0,347,25,10,9,0,47,1434,1146,481,36,3095
3002,4304,972,2016,191,7484,1647,270,569,86,2570,1239,418,1263,134,3047,1041,332,2156,85,3618,4925,936,4100,239,10202,3874,1513,7457,343,13189,21350,3309,8838,619,34114,15698,5201,11217,1197,33306,17667,9424,12273,1224,40584,20398,14544,11115,1366,47416,12812,14680,8546,916,36951,14743,16122,6996,901,38762,32781,39541,11777,1666,85764,23695,34349,4752,1026,63820,17433,31519,3177,582,52711,11087,22771,1229,285,35376,26068,70429,3598,450,100543,9620,20536,6816,408,37377,2620,1861,1452,164,6091,242988,288716,109346,11877,652927
3003,150,21,35,4,215,103,10,19,0,126,55,13,38,0,114,64,10,92,0,172,313,26,204,7,555,228,42,354,8,631,1660,111,388,18,2181,992,192,504,44,1729,893,330,550,51,1827,964,497,377,48,1883,471,473,269,25,1236,532,499,193,30,1255,971,1067,254,28,2316,567,792,98,12,1471,354,632,40,3,1037,137,420,14,0,580,361,716,47,4,1129,411,655,228,8,1301,212,47,70,9,337,9439,6558,3792,307,20096
3004,235,65,148,7,443,102,12,28,4,144,70,28,108,12,225,68,17,164,9,258,299,56,306,22,681,249,104,603,25,979,1244,231,698,29,2205,970,336,856,67,2228,1102,594,942,71,2710,1362,921,854,83,3222,866,910,636,49,2460,1065,994,486,47,2598,2251,2287,719,76,5339,1487,1917,230,55,3691,1082,1554,162,23,2824,588,1080,50,5,1726,1247,2161,148,15,3567,860,1663,588,36,3145,178,111,127,19,430,15333,15038,7847,651,38870
3005,17,6,10,0,31,7,0,0,0,9,6,5,13,0,20,7,0,10,0,13,16,4,17,3,31,9,5,40,3,52,49,6,55,0,109,40,15,52,4,110,48,38,63,8,151,78,44,47,3,177,72,59,29,0,158,80,79,22,4,182,188,226,49,3,474,134,227,24,4,391,119,186,14,6,328,66,174,5,0,248,178,389,9,0,581,118,270,24,0,415,13,14,12,6,39,1234,1749,497,45,3525
3006,78,17,29,3,122,34,0,12,0,51,26,9,26,0,62,15,7,52,0,72,113,15,130,6,261,80,20,248,12,363,424,51,265,5,748,232,79,263,18,593,299,163,225,14,701,331,239,212,19,806,212,252,130,10,599,201,317,107,12,637,605,721,184,21,1538,440,638,55,10,1145,393,574,38,6,1013,220,361,23,5,602,437,934,40,9,1419,320,586,130,5,1039,52,55,34,0,147,4512,5049,2212,153,11924
3007,1522,316,629,58,2517,574,92,176,22,862,423,129,364,12,929,372,134,562,18,1088,1798,273,1094,62,3225,1394,443,2203,78,4113,7873,894,2677,156,11600,5579,1386,3568,299,10835,6220,2692,4089,353,13347,7177,4501,3495,360,15534,4204,4355,2557,219,11332,4957,4740,2052,218,11975,10192,11506,3051,356,25113,6469,9712,1305,180,17668,4346,8270,777,97,13480,2402,5384,273,45,8108,6115,13826,762,80,20782,3132,6115,2060,119,11427,1158,678,467,55,2356,75893,75445,32171,2780,186286
3008,35,6,22,0,59,19,0,4,5,29,15,6,22,0,39,6,0,40,0,50,84,4,77,0,169,56,9,125,3,192,485,53,157,11,701,269,59,207,15,557,235,137,207,14,593,272,190,132,10,608,138,184,94,7,416,135,177,77,7,394,254,341,93,11,700,135,225,20,7,377,92,160,18,0,275,42,105,0,0,147,62,127,9,0,196,100,194,77,4,386,56,21,27,3,108,2489,2003,1413,94,5997
3009,202,17,24,3,252,106,0,8,0,117,54,14,41,0,106,56,15,84,0,151,291,24,136,4,451,228,27,277,6,541,1712,98,337,14,2165,1016,149,425,37,1634,941,267,418,34,1663,873,413,290,25,1605,377,324,222,12,935,416,343,141,14,915,647,717,174,19,1553,407,565,64,10,1045,256,403,34,6,696,122,232,4,5,369,266,460,29,0,764,367,524,172,10,1080,181,43,70,11,302,8518,4641,2958,218,16342
3010,19,0,8,4,27,11,0,0,0,15,0,0,8,0,14,7,0,11,4,24,36,10,25,5,83,26,0,54,0,86,176,11,73,8,264,100,25,87,6,226,98,43,63,7,209,114,75,50,9,251,59,90,41,3,191,73,48,14,4,143,145,137,39,3,322,74,123,14,0,210,46,100,5,0,154,19,48,3,0,71,46,117,10,0,172,46,97,27,0,175,28,6,9,0,43,1141,946,538,53,2678
3011,154,19,64,3,244,65,8,23,0,95,42,5,45,0,93,34,3,89,0,124,198,13,156,11,375,120,27,307,8,461,690,61,337,11,1104,470,102,403,39,1010,548,184,419,29,1179,631,338,359,38,1369,406,349,263,32,1060,464,477,230,27,1198,1118,1222,358,54,2745,825,1198,126,31,2184,700,1062,93,5,1868,425,736,33,6,1203,869,1767,111,13,2764,777,1573,289,23,2661,142,64,62,4,271,8682,9209,3763,347,22006
3012,57,3,11,0,76,30,0,8,0,38,24,4,25,4,55,21,0,48,0,71,145,15,89,9,256,90,13,150,3,259,672,61,185,7,921,415,93,225,22,754,312,177,225,24,732,360,205,136,7,709,143,157,97,5,400,181,171,57,7,414,290,372,81,9,752,162,254,34,4,461,87,185,9,0,288,38,123,8,0,172,105,175,17,0,295,140,223,99,4,467,89,18,28,0,138,3374,2250,1523,111,7259
3013,23,0,20,6,50,4,0,4,0,10,0,0,25,0,22,0,5,25,0,35,30,9,44,6,84,11,4,81,0,101,63,19,58,9,150,39,11,72,0,129,53,32,83,3,165,73,45,78,3,199,45,64,58,6,175,64,71,50,7,188,205,232,90,5,534,176,248,37,8,464,195,302,33,3,531,132,191,6,0,328,266,487,26,12,796,114,216,67,7,404,27,22,23,0,71,1517,1956,882,86,4430
3014,123,15,54,10,204,52,5,13,0,81,33,5,48,5,92,30,8,87,7,122,177,28,203,10,417,140,28,343,10,518,847,95,385,27,1348,529,143,515,52,1232,545,258,493,44,1341,670,406,418,48,1543,407,418,294,20,1150,455,438,213,23,1138,1003,1261,380,39,2681,615,1061,172,16,1863,439,954,95,15,1499,282,594,30,4,910,544,1251,54,9,1866,555,1191,275,23,2051,120,64,78,9,272,7564,8227,4164,379,20332
3015,802,124,221,15,1163,411,43,86,5,543,269,59,169,5,507,226,27,265,3,519,1198,90,563,19,1870,970,168,1098,35,2271,5288,384,1418,66,7149,3954,697,1862,112,6624,4422,1289,2123,142,7979,4928,2363,1790,155,9241,2663,2354,1295,123,6425,3099,2749,1049,92,6989,5984,6329,1512,142,13960,3744,5401,579,66,9784,2539,4410,342,31,7315,1418,2789,119,23,4354,3647,7255,342,26,11270,2148,4259,1179,51,7641,623,351,207,16,1197,48330,41130,16212,1127,106804
3016,234,50,75,8,364,114,7,34,0,155,65,14,81,7,169,56,11,123,11,202,326,77,299,9,709,241,79,485,18,830,1786,213,575,35,2616,1219,305,777,75,2378,1338,513,825,65,2745,1501,872,692,66,3130,929,884,498,43,2356,1023,1001,402,46,2481,2086,2373,601,90,5149,1328,2004,213,45,3593,938,1549,103,17,2608,500,1009,46,11,1568,1040,2267,129,19,3447,782,1484,372,22,2656,231,80,96,10,419,15727,14817,6433,602,37577
3017,236,46,119,11,410,99,14,50,13,178,80,21,86,14,200,81,8,210,7,308,327,33,356,22,735,249,59,634,25,965,1440,165,799,39,2436,1002,272,992,67,2335,1236,490,1052,89,2872,1506,848,929,118,3402,986,911,741,70,2707,1173,1097,593,72,2943,2615,2665,822,121,6223,1922,2576,330,69,4898,1360,2134,182,24,3703,746,1481,72,7,2309,1319,3225,181,20,4742,1290,2268,553,45,4150,213,116,124,14,469,17886,18441,8817,843,45989
3018,35,4,17,0,52,22,5,5,0,29,11,6,8,0,26,3,4,20,0,27,54,7,47,0,113,39,9,93,0,144,351,32,84,5,471,191,47,131,12,380,179,80,90,10,359,190,122,77,10,399,105,139,53,0,298,116,110,41,0,277,201,241,46,10,499,112,135,16,3,265,55,98,14,0,171,35,61,0,0,92,40,101,11,0,150,80,159,53,3,290,42,10,22,0,72,1863,1368,835,60,4120
3019,48,0,8,0,66,25,5,4,0,30,13,3,13,0,25,11,0,13,0,26,69,4,33,0,105,56,8,54,4,118,273,19,86,10,386,167,29,88,10,288,215,55,95,7,372,213,62,70,3,350,107,60,55,4,235,129,105,58,7,302,263,278,73,7,624,189,250,36,3,482,170,235,29,0,433,98,183,14,3,295,221,385,23,4,635,229,400,75,9,703,44,13,7,0,66,2541,2103,829,64,5537
4000,634,92,98,15,833,306,45,51,8,407,210,49,172,13,440,180,45,255,12,488,1211,157,518,21,1905,843,192,881,23,1941,5261,516,938,74,6794,3496,709,1180,133,5510,3287,1282,1054,79,5703,3806,2044,843,85,6784,1835,1873,574,46,4324,2317,1929,436,55,4736,3856,4080,608,85,8634,2362,3167,257,28,5816,1616,2321,135,16,4089,756,1364,44,8,2177,1732,2870,111,14,4723,1905,3373,827,44,6154,743,261,221,43,1261,36353,26369,9200,800,72722
4001,2302,512,1051,116,3982,942,156,339,57,1498,707,257,793,63,1818,531,252,1402,61,2249,3202,707,2560,188,6652,2540,1024,4468,239,8271,15367,2192,5332,417,23313,11455,3570,7090,715,22832,12469,6290,7456,733,26947,13907,9312,6521,859,30602,7992,9028,4823,467,22312,8781,9844,3932,511,23074,18540,23605,6231,797,49175,12653,20260,2628,448,35996,8664,16816,1508,243,27231,4950,11352,621,108,17034,10588,29320,1507,150,41562,5402,11728,4415,202,21750,1590,859,711,90,3243,142591,157089,63388,6465,369538
4002,46,0,12,0,56,23,0,9,0,36,17,3,24,0,43,14,0,46,0,60,102,23,66,3,198,62,11,138,6,222,467,50,169,10,694,308,65,184,22,585,249,127,191,18,581,340,196,128,11,673,191,212,97,7,509,239,233,67,11,543,507,551,102,15,1174,233,400,40,4,683,184,312,23,0,520,82,142,8,0,233,136,303,10,0,452,129,250,96,0,479,53,14,19,4,85,3390,2900,1431,108,7834
4003,31,7,18,0,59,4,0,3,0,19,12,0,13,0,27,6,4,30,0,40,58,8,67,0,139,53,11,89,0,158,375,46,99,13,534,232,59,155,14,458,229,112,123,9,478,246,163,103,11,519,113,135,53,4,314,120,126,39,3,290,226,285,55,9,577,113,162,18,0,292,57,111,0,0,173,18,73,0,0,89,40,113,8,0,169,79,168,47,5,307,49,14,15,0,84,2071,1603,960,75,4708
4004,15,5,17,0,34,4,0,9,0,11,9,0,16,0,21,0,0,24,0,24,33,12,54,4,97,10,8,69,3,95,162,28,81,6,276,114,27,72,3,219,122,51,76,12,260,116,66,70,3,262,79,66,44,10,203,84,68,34,0,191,149,158,38,9,349,108,150,22,5,286,81,114,15,0,211,43,64,5,0,110,70,113,12,0,193,119,186,51,3,359,30,16,17,9,72,1343,1122,722,71,3262
4005,23,4,13,0,40,10,0,3,0,9,13,0,11,0,28,10,0,27,0,38,53,8,41,0,103,40,6,62,0,108,226,10,88,3,328,133,24,82,10,252,162,64,105,7,339,193,109,70,4,376,82,105,55,5,245,121,113,37,3,275,244,285,45,4,577,150,217,8,0,382,78,149,5,0,237,33,98,3,0,136,96,155,11,4,264,152,215,61,5,432,30,6,12,3,57,1861,1562,747,60,4230
4006,14,5,3,0,25,10,3,4,0,22,3,3,26,0,28,5,0,22,0,27,56,13,64,4,130,34,12,92,0,138,285,28,84,8,409,143,27,123,18,309,135,58,94,6,295,156,85,83,8,328,57,89,52,5,209,77,89,25,0,188,167,196,40,4,409,106,161,23,0,287,66,106,13,0,182,43,88,0,0,133,53,102,10,0,165,73,145,56,0,278,34,14,22,0,80,1519,1219,837,67,3636
4007,74,3,7,0,88,43,4,6,0,47,25,4,10,0,40,30,3,27,0,63,152,9,42,5,209,144,14,101,5,263,961,42,126,3,1139,732,63,160,15,976,728,141,162,24,1056,657,194,111,15,972,223,153,67,9,459,237,178,66,3,491,361,295,50,3,711,191,195,25,0,412,120,138,6,0,263,49,78,9,0,131,151,196,9,5,354,205,226,93,4,529,82,5,7,4,107,5178,1942,1090,96,8311
4008,38,8,30,0,73,9,7,4,0,23,8,3,27,3,39,7,0,39,3,51,67,14,95,3,180,51,9,109,13,184,331,37,125,8,506,202,52,151,12,414,189,73,130,9,403,206,110,114,8,434,95,86,76,5,274,144,99,51,0,302,240,296,70,3,614,189,253,36,6,480,150,228,21,5,405,84,149,4,0,240,110,270,13,4,393,124,220,75,0,426,61,18,33,0,113,2309,1942,1201,85,5539
5000,558,93,114,20,788,284,44,71,9,409,203,62,274,14,554,180,46,363,17,605,1037,251,581,52,1923,626,258,806,36,1731,3530,525,850,90,4983,2209,648,985,121,3961,2251,995,929,101,4284,2552,1344,763,77,4730,1277,1312,521,37,3148,1707,1461,397,46,3617,3408,3285,612,76,7374,2385,2741,283,27,5441,1874,2319,172,27,4386,1054,1455,78,14,2605,2482,3438,168,32,6121,2564,4692,921,53,8226,690,305,275,47,1316,30882,25266,9156,886,66192
5001,56,13,17,0,90,38,5,7,4,50,21,3,11,0,37,22,0,38,0,61,108,12,88,4,214,82,11,139,5,236,550,39,162,5,762,379,60,159,10,603,384,122,197,20,728,428,228,145,18,822,224,228,114,5,576,265,234,80,6,589,518,551,104,13,1183,340,457,34,3,845,216,358,29,7,607,111,190,4,0,309,218,389,17,0,619,248,444,108,8,806,69,20,21,5,115,4293,3352,1478,118,9245
5002,16,0,6,0,24,5,3,0,0,6,0,0,16,0,21,0,0,35,0,35,17,5,30,0,47,9,7,39,0,54,44,15,44,0,95,27,12,44,9,87,47,27,51,7,129,42,32,44,3,129,31,35,48,0,111,36,57,34,3,130,155,167,74,4,394,164,175,21,3,359,143,196,16,0,354,92,130,4,3,227,156,321,22,3,504,164,227,78,9,481,31,23,37,0,84,1163,1435,633,56,3283
5003,129,12,43,0,188,52,4,14,0,69,56,7,38,0,105,37,9,95,0,144,211,21,161,8,406,157,36,322,4,521,978,79,356,13,1419,620,118,410,23,1166,644,235,430,16,1326,680,391,327,31,1430,383,424,228,30,1063,495,502,199,20,1209,1019,1242,311,27,2599,733,1103,122,16,1973,584,995,76,8,1657,275,592,32,3,898,626,1329,58,3,2015,602,1300,293,16,2206,87,61,39,0,191,8363,8444,3556,240,20598
5004,71,20,19,0,106,49,3,9,0,53,33,0,17,0,58,27,0,30,5,62,137,7,65,0,220,101,17,108,4,231,570,46,178,4,794,383,60,195,11,644,515,127,209,11,858,506,218,141,6,872,264,241,93,7,602,304,239,72,7,620,576,586,119,9,1286,375,553,47,0,972,251,455,25,3,731,147,263,7,0,417,365,664,24,5,1059,400,788,135,3,1321,76,37,17,0,128,5155,4310,1496,82,11044
5005,16,6,13,0,30,13,0,5,0,18,0,4,10,0,19,0,0,16,0,18,24,4,38,0,64,20,10,27,5,54,141,7,35,3,185,87,13,53,3,156,104,32,38,6,174,107,64,37,10,217,66,62,18,4,151,84,75,16,0,180,180,180,44,4,414,116,136,16,7,267,92,128,9,0,230,32,67,5,0,102,120,145,11,0,278,128,211,51,0,390,22,12,9,0,47,1348,1149,452,49,3001
5006,79,8,32,5,117,28,5,13,0,47,25,7,39,4,69,9,4,60,4,73,92,9,97,4,198,80,17,142,6,248,451,35,165,15,664,267,63,200,21,552,268,83,204,10,572,318,178,140,12,650,218,187,126,9,533,216,200,105,10,538,479,559,143,15,1198,371,514,74,7,966,304,411,43,9,767,144,289,19,3,456,338,594,28,0,964,378,667,153,15,1207,67,19,29,3,123,4133,3845,1809,164,9955
5007,28,7,16,6,53,13,4,10,0,27,10,0,15,0,40,6,0,25,0,33,28,3,38,0,73,28,8,79,0,114,111,13,72,3,206,67,33,80,3,186,87,43,82,10,223,127,60,84,9,274,68,90,74,7,239,102,124,61,5,293,325,398,130,7,857,319,376,56,19,770,303,445,42,16,805,203,294,18,3,520,488,958,52,13,1508,206,430,73,6,710,39,33,41,5,122,2551,3312,1054,114,7026
5008,8,0,6,0,19,0,0,4,0,5,0,0,3,0,7,0,4,8,0,10,6,6,11,0,25,3,0,15,3,23,8,0,17,0,30,3,3,20,0,31,11,15,22,0,55,22,31,26,0,69,12,40,37,0,89,38,69,34,0,140,147,204,49,3,405,119,204,15,5,339,175,243,34,5,456,130,179,8,0,313,441,896,32,0,1368,144,259,28,4,427,12,13,8,0,25,1269,2162,371,33,3839
5009,4303,820,1552,165,6838,1579,213,508,86,2385,1252,362,1107,135,2857,903,354,1994,85,3342,4583,846,3410,248,9084,3575,1276,5923,293,11062,18609,2684,6540,444,28286,13241,4077,8205,853,26376,14684,7441,9059,844,32024,16442,11056,7977,978,36464,10037,11845,6256,687,28824,11510,13136,5300,665,30618,25222,33004,8981,1250,68453,19118,29137,3961,756,52966,15292,27493,2791,472,46052,9472,18836,1115,260,29682,24924,63481,3266,439,92109,14869,31022,6493,347,52727,2541,1615,1083,130,5366,212152,258688,85539,9135,565513
5010,14,0,14,0,32,0,5,4,0,9,0,0,11,0,13,0,0,21,0,16,9,10,22,4,39,7,5,23,0,34,20,10,22,4,53,14,17,26,0,56,19,18,30,4,75,15,20,39,7,81,18,25,40,0,87,43,44,39,0,126,104,156,62,15,330,116,171,17,3,312,165,209,26,4,406,129,162,14,0,299,350,626,31,4,1005,137,205,38,3,381,23,27,22,3,74,1173,1704,494,62,3436
6000,321,51,66,0,435,202,26,39,12,276,156,24,92,5,272,172,22,183,11,387,801,103,359,12,1272,614,111,640,17,1387,3619,349,691,43,4706,2189,548,851,77,3664,2115,934,803,62,3910,2249,1323,618,55,4243,1280,1246,377,35,2935,1381,1264,269,32,2950,2493,2510,400,38,5444,1454,1938,155,23,3571,941,1271,76,13,2299,484,741,35,4,1258,869,1388,65,12,2328,1132,1877,605,22,3635,398,108,119,11,633,22877,15814,6446,465,45606
6001,27,8,19,0,51,13,0,8,0,20,20,0,17,0,44,11,3,49,0,62,106,8,104,0,221,53,20,163,3,245,579,41,170,11,799,310,71,194,14,590,281,125,176,13,597,358,214,148,19,736,164,191,95,6,452,201,179,75,9,471,394,449,98,12,949,226,323,29,11,576,146,249,19,0,412,69,146,7,0,224,135,229,20,3,390,178,303,100,4,582,56,16,24,3,100,3331,2572,1520,107,7526
6002,55,9,21,0,83,25,0,4,0,35,19,0,32,0,51,28,4,56,5,83,112,10,106,7,230,77,12,189,4,288,657,63,217,11,948,406,105,239,15,773,342,139,214,21,720,388,253,169,13,824,221,245,119,7,587,235,249,78,14,572,439,506,114,16,1077,259,378,42,3,680,151,252,24,4,434,72,152,8,0,232,122,255,16,3,402,154,281,111,10,564,61,27,42,0,135,3824,2961,1795,135,8712
6003,337,75,129,17,561,117,23,46,4,194,114,38,131,13,295,95,19,235,10,356,494,96,508,29,1132,421,146,901,40,1510,2293,322,970,54,3642,1845,531,1208,118,3708,2260,857,1323,114,4553,2713,1456,1101,111,5376,1604,1356,795,67,3822,1750,1421,672,88,3932,3378,3502,1032,130,8046,2195,3092,378,57,5717,1415,2573,232,27,4246,910,1766,82,15,2774,1881,4266,261,25,6428,927,1889,797,33,3651,259,99,139,18,511,25014,23536,10928,985,60459
6004,116,14,54,4,189,63,15,22,4,98,41,13,52,3,112,44,7,119,3,182,243,46,220,5,513,163,76,405,11,651,1250,162,471,24,1906,810,244,606,62,1726,877,450,574,46,1953,1109,670,470,50,2306,566,639,326,27,1563,608,629,241,33,1512,1392,1469,336,46,3244,784,1156,137,14,2098,558,937,75,14,1578,276,579,16,0,871,581,1235,60,4,1876,380,734,321,19,1457,120,46,58,15,237,9974,9124,4572,382,24061
6005,14,3,0,0,28,9,4,0,0,19,16,3,5,0,21,10,5,18,0,29,59,6,34,0,105,45,5,63,4,120,382,28,103,6,507,193,29,98,9,330,186,73,96,6,363,193,116,84,7,400,129,87,46,3,264,115,97,35,0,250,203,246,38,3,489,123,197,20,3,336,74,144,11,0,226,31,94,0,0,129,65,143,8,0,215,103,158,59,0,318,40,7,11,3,59,1993,1437,729,54,4207
7000,70,23,20,4,118,146,145,152,17,468,70,188,526,23,810,28,70,245,4,350,479,613,375,44,1508,124,312,242,18,690,446,543,322,62,1373,278,473,279,65,1098,225,478,264,37,1003,284,393,232,29,939,167,271,115,15,574,203,255,131,19,603,514,530,169,20,1229,445,501,75,5,1024,390,489,44,5,929,246,363,26,4,642,456,769,42,11,1278,402,960,306,32,1699,172,182,150,26,525,5149,7564,3717,441,16866
7001,31,6,22,4,61,12,0,11,4,22,5,0,30,5,42,3,4,43,0,55,50,20,57,3,126,16,19,67,5,101,86,33,62,7,188,61,45,82,10,204,80,77,121,14,293,116,91,99,12,317,94,88,90,11,281,98,105,70,6,275,340,361,115,18,833,306,360,50,15,734,260,333,47,4,633,136,236,22,0,399,355,560,43,4,975,179,321,97,11,598,18,17,28,0,69,2256,2681,1155,125,6213
7002,149,32,73,10,270,30,9,24,0,70,43,11,71,9,134,41,15,142,3,202,138,43,202,10,393,108,50,300,17,464,439,114,333,17,901,365,179,354,34,935,481,370,470,39,1362,706,529,463,53,1745,530,539,438,35,1543,634,681,370,48,1728,1800,1846,679,96,4427,1397,1662,282,66,3414,1109,1587,200,27,2933,727,1259,87,18,2099,1620,3355,237,36,5249,1101,1750,408,18,3284,116,86,77,8,284,11548,14127,5200,548,31431
8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,4,4,0,10,4,0,3,0,9,0,0,3,0,10,9,0,0,0,5,8,0,0,0,9,14,11,5,0,28,25,14,4,0,39,10,17,0,0,22,3,21,0,0,25,22,59,3,0,81,0,10,4,0,14,5,0,0,0,5,112,137,32,4,283
8001,607,99,225,19,948,170,29,89,20,304,127,33,188,9,359,99,45,293,8,445,445,101,542,36,1121,413,202,791,39,1443,1908,352,842,61,3166,1694,524,1112,117,3443,2423,930,1415,136,4906,3701,1530,1444,196,6873,2808,1640,1523,120,6088,2988,2030,1411,140,6563,7125,5756,2930,329,16146,5916,5953,1228,251,13346,4951,6716,1023,141,12839,3590,6056,457,98,10204,9552,23184,1314,131,34177,1710,3293,1297,69,6372,303,227,159,18,709,50528,58702,18278,1935,129449
9000,3,0,0,0,7,8,0,0,0,8,0,4,0,0,4,4,0,5,0,13,15,0,6,0,21,15,0,4,0,21,45,9,9,0,62,36,8,15,0,56,34,16,23,0,80,49,26,8,4,83,37,21,9,0,64,35,28,4,4,74,57,62,11,0,129,35,57,5,0,92,24,40,7,0,75,22,30,5,0,55,37,52,0,0,84,27,54,15,0,95,10,8,4,3,31,496,413,135,22,1064
