SUA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
2000,..,231,7863,17775,22829,29224,30556,15895,3178,127546,..,1928,8517,6153,6228,5466,3312,937,107,32651,..,73,309,1000,1811,1285,727,394,260,5851,55375,..,..,..,..,..,..,..,..,55375,..,12338,..,..,..,..,..,..,..,12338,..,12814,5878,2433,1875,964,164,5,0,24127,..,1126,773,399,572,850,879,430,229,5248,..,763,895,432,392,353,207,79,20,3132,..,1010,1642,794,926,1339,1206,477,74,7476,..,888,2824,3109,5416,9242,9770,5250,1879,38381,832,1088,944,671,672,643,559,235,57,5695,26,19,37,23,24,15,19,7,0,160,56221,32272,29670,32779,40756,49381,47410,23707,5789,317983,..,415,10738,20318,25009,31057,28063,11629,1461,128706,..,2978,9220,6364,6505,5125,2559,600,64,33423,..,485,2817,4465,5262,2944,1499,1206,863,19547,52023,..,..,..,..,..,..,..,..,52023,..,13370,..,..,..,..,..,..,..,13370,..,7545,3396,1102,877,606,133,0,0,13660,..,826,421,182,398,1051,1174,917,566,5529
2001,..,12,515,993,864,763,736,331,69,4281,..,81,501,283,223,111,49,13,5,1258,..,0,9,50,71,56,24,3,3,216,2583,..,..,..,..,..,..,..,..,2583,..,534,..,..,..,..,..,..,..,534,..,520,297,91,47,21,0,0,0,983,..,58,67,23,30,27,33,15,0,253,..,40,46,18,10,16,11,3,0,144,..,38,63,28,28,22,30,7,5,205,..,29,127,124,158,167,154,91,21,869,22,25,27,21,15,18,8,0,0,142,0,0,0,0,0,0,0,0,0,4,2601,1333,1649,1631,1441,1202,1044,469,107,11476,..,17,658,1017,912,783,682,239,31,4332,..,145,530,268,196,118,28,10,0,1297,..,9,142,268,261,132,51,35,21,920,2349,..,..,..,..,..,..,..,..,2349,..,615,..,..,..,..,..,..,..,615,..,342,196,40,15,15,0,0,0,612,..,50,30,3,17,46,85,34,15,282
2002,..,3,200,321,398,474,588,413,103,2500,..,77,246,128,108,83,63,14,3,719,..,3,12,23,52,24,19,7,9,133,1264,..,..,..,..,..,..,..,..,1264,..,263,..,..,..,..,..,..,..,263,..,288,128,64,51,30,3,0,0,560,..,37,21,14,18,22,14,4,0,121,..,33,17,12,3,7,4,0,0,87,..,46,74,29,22,22,19,14,0,227,..,18,82,72,106,152,184,116,62,785,12,33,21,10,16,22,13,5,3,136,3,0,0,0,0,0,0,0,0,4,1284,796,803,674,770,833,900,573,177,6808,..,12,275,365,431,527,565,328,48,2555,..,110,255,116,113,90,43,10,0,744,..,34,95,162,167,75,39,42,21,631,1224,..,..,..,..,..,..,..,..,1224,..,254,..,..,..,..,..,..,..,254,..,192,90,34,30,15,0,0,0,358,..,21,9,6,16,37,31,27,5,145
2003,..,54,1716,3427,3412,3403,3213,1790,427,17438,..,597,2014,1006,778,543,255,106,8,5302,..,15,119,209,325,193,84,45,26,1022,10104,..,..,..,..,..,..,..,..,10104,..,2270,..,..,..,..,..,..,..,2270,..,1989,961,366,263,117,16,0,0,3703,..,259,214,77,88,120,88,35,20,893,..,205,247,67,45,33,17,3,0,615,..,643,801,210,189,178,130,53,16,2224,..,207,888,689,840,1037,956,569,229,5417,136,192,204,110,98,71,44,22,7,889,3,0,0,0,8,6,11,4,0,28,10244,6424,7172,6160,6046,5692,4806,2623,737,49904,..,114,2239,3780,3476,3387,3078,1383,224,17684,..,812,2044,970,731,476,187,59,5,5284,..,154,783,1188,1332,614,281,176,141,4660,9643,..,..,..,..,..,..,..,..,9643,..,2430,..,..,..,..,..,..,..,2430,..,1280,538,171,131,78,30,0,0,2234,..,186,151,49,74,163,202,122,57,1000
2004,..,57,1622,3104,3030,3045,3118,1809,471,16258,..,490,1819,888,674,478,243,86,10,4698,..,12,89,201,286,172,80,44,42,928,9384,..,..,..,..,..,..,..,..,9384,..,2095,..,..,..,..,..,..,..,2095,..,1969,908,388,228,122,22,0,0,3632,..,253,212,78,84,110,95,42,20,886,..,147,199,68,59,41,15,3,0,536,..,446,586,177,151,159,111,53,10,1693,..,183,675,607,801,1012,936,521,231,4968,106,209,153,113,93,77,54,18,9,828,11,4,8,0,0,3,3,0,0,30,9500,5869,6269,5617,5396,5229,4682,2576,799,45941,..,99,2171,3367,3068,3240,2894,1428,248,16507,..,731,1903,867,677,398,187,47,8,4812,..,118,763,1103,1178,601,285,175,123,4348,8863,..,..,..,..,..,..,..,..,8863,..,2251,..,..,..,..,..,..,..,2251,..,1212,504,179,113,88,22,0,0,2125,..,248,139,44,72,169,194,126,69,1057
2005,..,6,74,241,264,338,404,259,66,1648,..,17,115,142,145,104,80,28,10,641,..,4,7,23,49,28,17,5,3,135,791,..,..,..,..,..,..,..,..,791,..,169,..,..,..,..,..,..,..,169,..,139,71,29,24,13,4,0,0,283,..,19,12,7,9,15,14,4,3,72,..,12,14,8,10,3,10,0,0,50,..,18,42,19,25,23,23,9,0,156,..,14,31,48,80,153,184,94,44,646,12,11,12,14,4,14,9,3,0,66,0,0,0,0,7,0,0,0,0,7,804,403,380,533,614,697,729,400,115,4674,..,4,105,245,304,362,392,204,32,1647,..,21,155,186,131,89,79,16,4,674,..,9,37,94,156,59,30,22,21,416,700,..,..,..,..,..,..,..,..,700,..,189,..,..,..,..,..,..,..,189,..,83,41,20,21,12,7,0,0,174,..,9,4,4,6,20,26,14,7,86
2006,..,4,163,338,340,360,402,275,79,1968,..,67,208,98,95,73,32,10,0,584,..,0,5,27,26,23,8,4,3,91,1059,..,..,..,..,..,..,..,..,1059,..,224,..,..,..,..,..,..,..,224,..,249,117,48,35,10,5,0,0,466,..,34,16,10,5,18,12,6,7,106,..,21,52,15,19,6,0,0,0,113,..,47,126,37,35,33,19,4,0,313,..,35,100,86,117,154,133,101,26,759,10,21,18,15,8,3,6,5,0,88,0,0,5,0,0,0,0,0,0,7,1069,702,808,682,680,687,621,414,117,5778,..,3,222,366,348,375,420,213,36,1983,..,91,214,89,105,60,33,0,0,595,..,19,92,96,131,54,24,22,12,448,969,..,..,..,..,..,..,..,..,969,..,255,..,..,..,..,..,..,..,255,..,166,60,14,17,8,0,0,0,262,..,19,26,10,11,24,22,16,7,131
2007,..,13,275,593,708,819,879,577,120,3978,..,84,316,155,184,159,107,35,5,1048,..,0,12,34,47,32,11,7,8,161,1794,..,..,..,..,..,..,..,..,1794,..,413,..,..,..,..,..,..,..,413,..,399,180,64,52,28,5,0,0,731,..,46,30,6,18,23,29,20,7,166,..,33,31,12,13,9,6,4,0,112,..,40,69,22,19,36,40,13,4,235,..,41,99,87,143,206,232,149,70,1029,28,55,32,29,30,16,16,13,0,218,0,0,0,0,0,0,0,0,0,6,1826,1124,1048,1003,1216,1328,1325,816,213,9895,..,11,379,656,784,878,852,452,63,4076,..,132,318,183,154,151,93,17,8,1065,..,27,129,190,227,87,44,44,25,764,1761,..,..,..,..,..,..,..,..,1761,..,462,..,..,..,..,..,..,..,462,..,248,96,26,31,18,5,0,0,422,..,31,13,5,17,30,50,27,11,189
2008,..,111,4748,10052,9745,9286,9176,5059,1222,49405,..,974,4982,2808,2019,1306,680,238,24,13021,..,21,143,451,762,524,196,109,76,2287,25448,..,..,..,..,..,..,..,..,25448,..,6374,..,..,..,..,..,..,..,6374,..,5047,2817,977,652,274,57,0,0,9822,..,548,539,193,211,264,220,84,69,2131,..,430,693,141,120,61,50,11,0,1518,..,1696,2482,536,368,379,283,82,19,5845,..,389,1526,1508,1999,2458,2150,1257,644,11931,272,426,443,250,216,153,114,58,25,1956,12,8,11,10,5,13,10,0,0,73,25727,16032,18379,16933,16108,14711,12929,6906,2079,129810,..,212,6350,10804,10005,9468,8617,3921,601,49978,..,1407,5261,2782,1973,1236,526,154,8,13342,..,201,1252,2439,3049,1596,634,444,298,9917,24145,..,..,..,..,..,..,..,..,24145,..,6659,..,..,..,..,..,..,..,6659,..,3281,1775,472,305,230,44,0,0,6105,..,517,419,132,187,436,441,323,182,2649
2009,..,4,247,999,1086,1004,766,405,54,4561,..,32,213,193,205,144,62,18,0,864,..,0,4,13,47,46,13,6,4,139,2359,..,..,..,..,..,..,..,..,2359,..,739,..,..,..,..,..,..,..,739,..,430,205,49,39,12,0,0,0,724,..,27,26,8,5,21,19,4,5,119,..,11,13,3,9,10,3,3,0,58,..,17,19,6,11,21,13,9,5,101,..,9,42,58,84,116,130,81,26,552,16,40,22,20,22,13,14,6,0,140,0,0,0,4,0,0,0,0,0,7,2372,1289,793,1361,1517,1381,1021,533,91,10346,..,7,331,1114,1147,965,734,279,25,4601,..,35,223,230,197,121,47,10,0,864,..,9,48,128,197,91,37,25,9,540,2196,..,..,..,..,..,..,..,..,2196,..,699,..,..,..,..,..,..,..,699,..,271,146,24,22,7,7,0,0,472,..,11,12,3,8,26,38,31,22,158
2010,..,6,299,478,515,591,527,370,114,2908,..,100,261,155,95,67,31,9,4,718,..,0,19,37,40,20,15,6,3,138,1529,..,..,..,..,..,..,..,..,1529,..,309,..,..,..,..,..,..,..,309,..,299,123,43,37,22,6,0,0,527,..,36,23,5,6,11,8,13,0,118,..,27,24,14,9,4,0,0,0,78,..,79,92,16,18,20,19,3,0,241,..,42,138,94,120,201,160,95,60,912,18,33,19,14,10,10,7,6,0,124,0,0,0,0,0,0,0,0,0,0,1544,921,1005,861,858,946,775,499,190,7598,..,10,381,525,532,596,512,311,57,2924,..,137,273,143,88,59,27,6,0,734,..,36,124,152,148,74,33,23,26,626,1457,..,..,..,..,..,..,..,..,1457,..,289,..,..,..,..,..,..,..,289,..,163,64,20,19,10,0,0,0,280,..,39,23,9,6,30,17,7,9,137
2011,..,2155,93306,210233,181248,154464,120584,68408,18113,848512,..,11943,80355,44931,29334,18519,8323,2673,406,196486,..,320,1708,5969,11308,8921,3946,2202,1513,35880,426026,..,..,..,..,..,..,..,..,426026,..,131639,..,..,..,..,..,..,..,131639,..,78709,64502,19466,13091,5674,880,19,0,182348,..,13395,15942,5539,4706,5590,4550,2504,1361,53589,..,7871,13804,4471,2808,2002,881,271,64,32180,..,25662,50115,12697,7315,6343,4221,1639,329,108320,..,8384,34917,31082,30924,31948,26246,16090,7940,187533,3666,4895,6537,4046,3360,2765,1713,819,270,28072,186,303,474,410,466,598,681,208,44,3376,429881,285273,361661,338846,284567,236827,172027,94836,30038,2233961,..,5611,132739,217839,180816,147418,110033,50245,8120,852809,..,17385,84405,41510,27266,15444,6418,1551,201,194186,..,2109,15051,34609,47952,28370,12434,9041,5918,155482,403358,..,..,..,..,..,..,..,..,403358,..,136095,..,..,..,..,..,..,..,136095,..,54173,44403,10314,7221,4246,957,50,0,121363,..,11623,10774,3462,4271,10567,12057,8219,4827,65809
2012,..,26,845,1430,1561,1754,1676,956,239,8483,..,223,798,420,344,292,162,51,5,2295,..,6,36,100,155,98,42,25,14,468,4679,..,..,..,..,..,..,..,..,4679,..,942,..,..,..,..,..,..,..,942,..,1067,519,180,148,68,8,0,0,1994,..,170,121,41,48,64,44,29,12,533,..,94,134,66,40,26,10,3,0,383,..,157,315,131,107,94,75,26,0,913,..,87,297,270,408,556,487,316,127,2547,65,98,90,60,74,56,32,13,3,498,0,8,9,10,4,3,0,0,0,33,4748,2882,3174,2701,2902,3009,2535,1406,403,23759,..,65,1093,1615,1717,1800,1551,702,115,8662,..,333,814,418,375,287,111,33,5,2374,..,72,403,531,554,280,101,109,51,2098,4462,..,..,..,..,..,..,..,..,4462,..,1015,..,..,..,..,..,..,..,1015,..,676,257,59,55,44,7,0,0,1110,..,132,70,24,67,96,109,83,28,598
2013,..,13,281,478,545,762,715,394,92,3273,..,106,370,187,188,132,77,21,4,1070,..,7,21,49,64,52,28,7,7,233,1725,..,..,..,..,..,..,..,..,1725,..,355,..,..,..,..,..,..,..,355,..,496,252,93,55,21,6,0,0,932,..,32,35,5,20,24,28,10,6,170,..,30,22,20,16,4,3,3,0,99,..,40,75,31,41,43,40,6,0,278,..,45,154,155,216,372,368,171,72,1549,32,33,40,27,19,16,9,9,6,194,0,0,4,0,0,0,0,0,0,5,1756,1155,1250,1054,1162,1436,1273,622,175,9879,..,15,369,516,643,759,681,296,40,3313,..,147,365,210,177,113,60,11,0,1085,..,44,194,225,229,122,64,33,24,937,1647,..,..,..,..,..,..,..,..,1647,..,397,..,..,..,..,..,..,..,397,..,306,122,57,21,5,7,0,0,514,..,25,16,5,16,46,41,30,8,192
2014,..,0,113,222,317,437,461,218,54,1834,..,56,141,116,101,91,44,12,4,562,..,0,12,22,28,22,10,7,0,100,822,..,..,..,..,..,..,..,..,822,..,188,..,..,..,..,..,..,..,188,..,223,75,48,27,18,0,0,0,389,..,21,19,12,14,11,18,5,3,101,..,22,13,7,6,3,3,0,0,57,..,37,38,14,20,18,18,9,0,145,..,19,50,60,139,178,151,75,35,714,14,13,18,8,14,15,3,5,0,91,0,0,0,0,0,0,0,0,0,6,835,580,477,508,666,792,709,332,97,5006,..,9,155,277,349,449,405,181,21,1851,..,86,158,99,101,77,47,7,0,577,..,18,68,113,132,57,25,22,12,452,804,..,..,..,..,..,..,..,..,804,..,177,..,..,..,..,..,..,..,177,..,121,44,25,19,13,0,0,0,218,..,17,9,0,3,6,22,11,8,80
2015,..,8,249,444,417,498,483,293,60,2464,..,76,237,116,90,73,45,6,0,640,..,0,14,30,34,24,16,8,3,127,1358,..,..,..,..,..,..,..,..,1358,..,274,..,..,..,..,..,..,..,274,..,280,103,44,28,16,3,0,0,476,..,42,19,7,10,13,10,9,3,122,..,25,21,12,8,0,5,0,0,72,..,51,64,18,25,16,11,7,0,184,..,34,122,92,135,160,147,90,42,823,20,26,26,10,16,9,12,5,4,126,0,0,0,0,0,0,0,0,0,0,1374,808,853,769,760,815,736,418,116,6659,..,12,302,496,482,514,471,204,28,2505,..,105,237,109,100,59,28,10,0,649,..,22,105,142,202,80,32,32,21,631,1279,..,..,..,..,..,..,..,..,1279,..,297,..,..,..,..,..,..,..,297,..,176,58,16,14,13,3,0,0,284,..,26,15,8,17,29,25,22,6,139
2016,..,37,962,1687,1664,1695,1527,943,241,8744,..,203,748,348,283,214,109,44,8,1960,..,5,48,68,159,96,42,26,13,456,5099,..,..,..,..,..,..,..,..,5099,..,1086,..,..,..,..,..,..,..,1086,..,1132,509,209,127,56,8,0,0,2032,..,151,149,51,54,64,50,19,13,541,..,77,128,54,50,22,13,3,0,342,..,150,276,158,128,88,94,18,4,905,..,88,311,280,438,523,425,295,124,2485,71,103,99,50,63,41,14,17,10,470,0,5,6,4,0,4,0,0,0,19,5172,3033,3230,2904,2953,2796,2272,1362,406,24138,..,94,1301,1796,1676,1654,1444,731,100,8797,..,298,781,339,286,204,96,25,8,2023,..,73,414,547,542,279,120,68,59,2104,4722,..,..,..,..,..,..,..,..,4722,..,1141,..,..,..,..,..,..,..,1141,..,717,291,71,58,47,18,0,0,1195,..,120,62,23,56,105,122,64,29,574
2017,..,6,240,360,286,376,323,210,71,1876,..,65,192,54,57,41,19,0,6,435,..,0,7,21,19,13,10,8,4,85,977,..,..,..,..,..,..,..,..,977,..,178,..,..,..,..,..,..,..,178,..,192,85,27,25,7,0,0,0,338,..,24,30,9,10,10,6,3,0,93,..,14,29,21,6,3,0,0,0,78,..,48,48,28,33,24,11,3,0,193,..,40,69,57,73,108,91,53,35,534,14,25,18,17,9,11,4,0,0,97,0,0,0,0,0,0,0,0,0,6,997,596,724,596,510,601,466,291,120,4892,..,16,304,375,326,367,308,172,28,1894,..,102,179,73,35,36,14,7,0,445,..,3,97,105,98,60,22,13,10,418,1000,..,..,..,..,..,..,..,..,1000,..,197,..,..,..,..,..,..,..,197,..,113,45,11,8,11,0,0,0,195,..,23,16,4,6,20,27,12,7,109
2018,..,16,608,1130,1139,1283,1338,764,171,6438,..,191,763,391,299,222,98,33,7,2004,..,7,41,100,147,87,42,17,11,437,3666,..,..,..,..,..,..,..,..,3666,..,802,..,..,..,..,..,..,..,802,..,840,398,159,135,44,12,0,0,1590,..,102,83,46,44,43,33,18,7,375,..,62,64,27,20,25,12,3,0,209,..,116,176,64,75,94,60,25,5,606,..,79,342,308,395,535,486,268,114,2531,57,87,69,51,49,46,27,7,7,400,0,0,4,4,0,0,0,0,0,12,3726,2297,2546,2280,2284,2369,2113,1129,315,19064,..,29,834,1218,1212,1403,1229,570,76,6566,..,321,772,374,280,193,92,28,0,2051,..,82,403,445,453,252,110,92,56,1900,3449,..,..,..,..,..,..,..,..,3449,..,775,..,..,..,..,..,..,..,775,..,575,201,85,49,44,9,0,0,958,..,74,62,11,39,71,53,44,23,377
2019,..,12,289,521,563,601,629,455,116,3175,..,89,293,164,135,99,54,16,0,845,..,3,15,33,58,37,15,14,6,186,1634,..,..,..,..,..,..,..,..,1634,..,386,..,..,..,..,..,..,..,386,..,345,135,67,62,24,4,0,0,640,..,40,27,20,14,21,21,13,11,160,..,32,32,11,11,3,0,4,0,88,..,36,78,27,24,31,21,11,7,231,..,48,104,129,168,250,215,141,63,1125,23,42,42,22,20,13,10,5,0,172,3,0,0,0,0,0,0,0,0,10,1658,1026,1011,986,1051,1067,984,666,203,8650,..,30,363,565,582,639,632,352,64,3222,..,152,286,165,147,93,31,11,0,884,..,29,128,218,232,101,55,58,27,843,1581,..,..,..,..,..,..,..,..,1581,..,390,..,..,..,..,..,..,..,390,..,237,87,37,39,25,0,0,0,421,..,28,16,10,9,32,35,21,10,156
2020,..,18,830,1321,1330,1472,1521,928,180,7604,..,180,742,364,300,206,133,39,3,1968,..,5,30,64,113,66,20,18,10,334,3942,..,..,..,..,..,..,..,..,3942,..,816,..,..,..,..,..,..,..,816,..,839,386,139,106,36,11,0,0,1517,..,83,80,27,33,53,45,25,10,345,..,52,73,23,19,17,7,4,0,197,..,65,143,42,35,59,48,15,4,408,..,47,179,182,274,341,342,208,108,1679,57,66,59,45,26,23,15,7,7,302,0,0,0,5,0,0,0,0,0,14,3994,2167,2524,2216,2227,2279,2148,1249,320,19117,..,47,1077,1373,1464,1573,1411,686,78,7702,..,250,782,364,288,193,105,30,3,2011,..,39,253,378,401,214,82,63,51,1485,3829,..,..,..,..,..,..,..,..,3829,..,999,..,..,..,..,..,..,..,999,..,530,261,72,61,34,4,0,0,961,..,73,38,16,29,73,72,50,36,378
2021,..,8,525,996,1158,1265,1215,663,182,6010,..,121,561,330,240,172,101,26,8,1568,..,0,22,67,84,67,26,16,6,292,3012,..,..,..,..,..,..,..,..,3012,..,654,..,..,..,..,..,..,..,654,..,701,340,101,91,40,9,0,0,1279,..,79,58,31,37,36,23,4,15,275,..,47,103,26,15,4,3,3,0,210,..,130,232,71,50,41,47,13,3,583,..,68,204,224,261,320,296,201,88,1667,51,52,50,40,35,27,6,13,4,278,0,0,0,3,0,0,0,0,0,7,3064,1856,2101,1890,1969,1973,1731,941,307,15827,..,22,664,1102,1251,1274,1124,531,92,6059,..,171,582,327,239,180,68,13,6,1587,..,31,215,363,377,193,88,53,42,1361,2776,..,..,..,..,..,..,..,..,2776,..,760,..,..,..,..,..,..,..,760,..,499,187,47,58,28,0,0,0,828,..,73,33,9,23,51,58,27,20,307
3000,..,382,8901,17588,21957,27145,27122,13790,2458,119355,..,3052,8500,6043,6077,5305,3017,925,112,33028,..,120,541,1269,1766,1282,725,447,265,6425,62364,..,..,..,..,..,..,..,..,62364,..,10699,..,..,..,..,..,..,..,10699,..,12637,5423,2645,2109,999,141,6,0,23968,..,1963,1194,618,880,1210,1141,654,295,7950,..,1119,1178,624,633,558,412,140,27,4699,..,1277,1939,914,1268,1809,1650,586,85,9519,..,1241,2894,3093,5540,8943,8989,4713,1348,36765,1183,1464,1402,978,1041,1310,1528,603,98,9598,18,39,119,37,28,34,28,10,0,314,63565,34000,32093,33815,41298,48593,44753,21866,4693,324682,..,766,12641,20951,24896,29379,24168,9558,1044,123405,..,4485,9420,6658,6345,4993,2322,556,41,34823,..,1022,4322,5703,5173,2637,1564,1325,765,22514,57985,..,..,..,..,..,..,..,..,57985,..,11049,..,..,..,..,..,..,..,11049,..,7627,2763,1072,878,656,136,3,0,13139,..,1479,571,303,658,1488,1603,1215,645,7951
3001,..,0,120,325,323,366,302,107,13,1560,..,71,260,191,147,77,51,17,0,804,..,0,6,28,34,15,5,5,3,101,1038,..,..,..,..,..,..,..,..,1038,..,152,..,..,..,..,..,..,..,152,..,162,65,25,10,7,0,0,0,262,..,17,17,14,11,10,11,0,0,89,..,20,48,15,11,6,4,5,0,113,..,53,131,57,51,38,22,7,0,361,..,28,105,100,136,165,114,42,5,696,26,23,30,22,22,36,44,17,3,225,0,0,6,0,3,0,0,0,0,8,1071,535,793,777,747,718,553,205,23,5410,..,4,186,442,374,355,258,61,3,1681,..,113,302,192,138,83,23,6,4,854,..,9,66,133,96,45,17,9,9,379,945,..,..,..,..,..,..,..,..,945,..,179,..,..,..,..,..,..,..,179,..,81,20,12,3,12,0,0,0,130,..,12,17,6,6,16,15,9,6,98
