CED_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
CED320,244,5126,420,0,5789,286,4715,552,41,5585,769,9318,1324,183,11600,1053,8493,983,55,10582,1404,8783,740,13,10937,1432,8325,469,20,10250,1248,8279,462,13,10003,686,4598,400,3,5680,139,1145,147,4,1435,7260,58778,5495,340,71873,313,4948,363,0,5623,369,4601,347,17,5333,1498,9884,775,97,12251,2243,8679,661,30,11609,2584,8665,567,9,11822,2531,8490,449,10,11491,1902,8587,512,21,11016,736,4819,413,12,5991,91,1620,288,4,1996,12270,60295,4374,199,77136,561,10075,778,4,11414,658,9312,900,52,10922,2267,19199,2102,279,23851,3297,17169,1645,81,22195,3992,17444,1308,24,22766,3965,16816,919,29,21737,3152,16870,969,33,21020,1420,9421,815,14,11671,226,2761,436,9,3437,19533,119073,9869,535,149012
CED321,213,3595,546,0,4354,214,3233,496,12,3953,506,7172,1221,103,8994,817,6529,1054,21,8420,1208,7568,1227,20,10029,1454,8832,1282,18,11576,1185,8819,1081,3,11088,513,4438,619,3,5574,135,1086,219,0,1439,6246,51266,7746,183,65439,223,3302,466,0,3995,250,3205,401,16,3865,836,6992,946,78,8847,1430,6366,815,10,8615,1966,7062,908,6,9946,2262,8170,966,8,11407,1465,7813,923,9,10212,580,4234,635,3,5451,99,1604,342,0,2050,9105,48748,6405,133,64389,434,6898,1013,0,8354,458,6436,895,27,7821,1343,14161,2168,176,17846,2249,12889,1866,32,17038,3170,14638,2135,30,19973,3715,16998,2253,24,22988,2653,16630,2002,12,21294,1088,8672,1255,5,11026,235,2687,566,0,3491,15352,100016,14147,308,129828
CED322,157,4489,243,4,4899,163,3940,273,14,4392,468,8471,717,42,9697,800,9052,582,30,10465,1180,8824,576,21,10609,1170,7259,432,22,8891,907,6671,475,31,8087,532,3781,423,16,4756,143,1177,323,6,1646,5528,53678,4052,194,63443,189,4229,227,10,4656,263,4459,292,12,5026,734,9568,727,27,11056,1510,9934,674,28,12139,2088,8921,538,25,11576,2215,7718,463,29,10419,1448,7299,495,30,9277,607,4289,558,11,5463,114,1911,659,4,2686,9173,58323,4630,175,72300,348,8718,470,18,9555,428,8395,571,24,9415,1198,18042,1435,68,20754,2311,18984,1258,56,22601,3275,17743,1112,52,22190,3386,14976,892,45,19307,2360,13967,976,63,17363,1137,8080,979,26,10222,256,3091,985,8,4338,14700,111998,8685,363,135746
CED323,187,4220,381,10,4801,220,5460,599,36,6320,594,12286,1595,114,14594,887,9817,1123,58,11879,1239,9418,963,61,11680,1339,8598,981,80,10999,942,8078,864,48,9934,608,4802,644,23,6073,173,1404,311,8,1897,6188,64079,7466,444,78180,230,4137,321,12,4700,288,5904,623,34,6854,912,12642,1474,99,15126,1422,9783,1034,47,12282,2056,9327,934,50,12379,2170,8782,958,71,11983,1539,8261,844,65,10713,684,5222,786,19,6718,106,1983,542,6,2641,9411,66048,7516,410,83393,412,8355,705,30,9500,513,11370,1220,73,13175,1502,24924,3075,215,29720,2307,19603,2151,99,24160,3295,18745,1899,111,24055,3512,17382,1936,156,22983,2485,16340,1710,115,20651,1289,10019,1430,43,12787,285,3390,857,10,4543,15608,130126,14981,850,161570
CED324,200,4282,197,3,4680,292,6076,422,16,6807,734,12745,907,60,14448,1068,10905,609,28,12607,1305,8260,452,29,10045,1222,6645,334,25,8226,786,5062,248,46,6135,397,2806,155,8,3370,113,934,79,0,1128,6114,57715,3398,217,67446,236,4229,180,12,4658,368,5566,324,19,6272,985,12159,736,49,13928,1653,10814,529,25,13019,1990,8132,359,39,10519,1904,6410,294,57,8673,1177,5405,228,41,6861,492,3228,238,9,3966,86,1767,169,4,2021,8882,57704,3074,258,69920,436,8506,379,19,9338,659,11642,750,31,13079,1716,24905,1647,116,28382,2718,21715,1138,52,25624,3299,16388,816,65,20569,3122,13056,628,91,16897,1963,10459,479,88,12998,885,6037,392,20,7339,196,2697,250,4,3147,14994,115421,6477,474,137370
CED325,271,5666,446,5,6389,337,5266,693,6,6306,798,11042,1934,24,13801,1234,11115,1599,16,13962,1301,9339,959,16,11614,1180,7506,564,38,9275,724,5066,313,28,6129,351,2424,144,5,2927,80,666,52,3,805,6275,58089,6707,140,71208,333,5279,359,4,5970,365,5014,379,9,5771,1336,11652,939,21,13941,1999,11320,838,13,14164,2142,9303,512,25,11981,1766,7368,377,47,9560,1039,5361,269,42,6710,364,2930,200,19,3509,51,1208,95,3,1368,9395,59430,3969,183,72982,603,10943,803,7,12364,705,10279,1074,23,12079,2133,22693,2870,44,27744,3230,22434,2439,31,28130,3439,18639,1474,41,23591,2940,14874,941,86,18839,1765,10427,579,71,12839,713,5359,345,21,6441,137,1873,156,4,2170,15668,117515,10674,327,144187
CED326,264,5119,229,0,5612,253,4535,267,0,5061,687,9436,624,12,10754,1177,10634,619,13,12445,1406,9397,496,18,11317,1328,7635,364,35,9361,1039,6820,343,23,8224,602,3921,316,16,4856,147,1299,181,0,1630,6903,58793,3440,129,69266,304,4727,252,0,5291,365,4388,247,3,5001,1176,10172,652,14,12022,2177,10893,596,11,13681,2415,9557,484,25,12478,2309,8144,357,46,10850,1625,7753,375,41,9792,720,4863,426,9,6023,137,2178,405,0,2721,11221,62683,3791,153,77849,570,9849,484,0,10904,619,8926,513,9,10065,1862,19609,1272,30,22776,3357,21527,1207,25,26123,3815,18957,981,42,23795,3637,15770,721,86,20212,2659,14576,718,61,18014,1323,8789,742,26,10882,277,3479,592,4,4350,18126,121477,7233,284,147118
CED327,309,5791,579,4,6679,335,5393,498,13,6239,889,10929,1089,24,12928,1332,11113,1020,20,13484,1290,8903,703,12,10913,1034,7459,482,40,9016,735,5720,328,31,6826,353,2629,201,6,3184,51,617,85,0,753,6328,58555,4979,149,70022,331,5396,462,11,6199,428,4877,440,8,5754,1386,10980,1084,21,13472,2268,11088,971,17,14342,2167,8695,665,18,11537,1873,7476,422,57,9828,1095,6033,360,33,7521,337,2755,242,13,3345,37,1070,169,0,1272,9925,58360,4825,167,73269,641,11185,1041,13,12883,768,10268,938,16,11988,2279,21903,2176,44,26399,3604,22200,1986,37,27826,3459,17601,1367,29,22454,2908,14934,901,94,18839,1828,11750,698,68,14343,686,5380,447,15,6529,92,1685,250,0,2023,16257,116916,9804,317,143295
CED328,230,6193,168,15,6601,244,6807,340,25,7421,478,9025,421,50,9977,928,9633,301,29,10889,1418,9113,249,28,10799,1214,6110,165,33,7527,820,4960,139,38,5954,457,3013,145,11,3633,132,935,107,0,1179,5933,55784,2039,220,63981,222,5866,177,16,6285,286,6359,204,19,6869,640,9098,396,36,10175,1480,10218,292,20,12013,2200,9081,246,27,11556,2009,6031,167,39,8246,1305,5427,188,45,6965,565,3397,197,6,4156,91,1685,204,7,1982,8797,57162,2078,213,68249,458,12054,344,32,12882,533,13168,551,47,14292,1122,18128,826,83,20154,2405,19846,597,48,22897,3615,18189,489,58,22352,3225,12144,331,71,15773,2123,10393,326,82,12924,1019,6413,342,13,7794,220,2619,313,8,3157,14727,112949,4124,435,132230
CED329,243,3838,421,4,4508,198,2742,357,10,3311,471,5289,847,29,6637,759,5841,829,17,7447,1284,7620,817,23,9741,1668,9138,776,27,11608,1413,10236,772,36,12453,772,5323,514,20,6631,150,1278,205,5,1644,6960,51309,5531,172,63970,227,3536,315,8,4083,249,2489,209,7,2960,825,5250,558,32,6659,1538,6263,620,17,8433,2210,7720,675,31,10630,2758,9463,728,27,12974,2076,9530,707,31,12348,787,5094,590,11,6492,98,1880,342,5,2323,10769,51221,4745,168,66898,468,7370,737,9,8586,449,5230,571,19,6268,1290,10543,1402,60,13299,2293,12099,1444,34,15877,3498,15341,1486,48,20373,4427,18598,1505,54,24583,3489,19765,1478,72,24802,1563,10414,1111,35,13121,252,3160,544,6,3965,17723,102529,10274,340,130868
CED330,252,5417,465,0,6137,242,4223,354,14,4832,651,8417,742,47,9851,1146,9240,800,23,11210,1510,9902,766,13,12187,1557,8991,614,12,11179,1011,7312,442,13,8778,501,3447,324,5,4281,100,726,140,0,967,6971,57674,4647,124,69420,329,5217,431,3,5980,331,4067,365,12,4776,1157,8969,859,27,11015,2076,9431,847,17,12364,2518,9616,740,13,12892,2535,8426,540,19,11519,1533,6743,476,21,8772,482,3250,367,12,4111,57,1083,271,0,1407,11030,56792,4897,126,72839,591,10628,897,6,12119,579,8286,720,25,9602,1804,17389,1598,72,20863,3222,18676,1645,37,23578,4031,19520,1509,26,25084,4095,17415,1157,29,22700,2545,14057,916,35,17548,985,6701,688,13,8392,155,1805,407,3,2372,18000,114468,9546,254,142259
CED397,0,0,0,0,8,0,6,5,0,8,0,24,40,6,69,3,29,74,6,107,0,32,45,0,77,0,7,16,0,26,0,8,6,4,23,0,0,0,0,0,0,0,0,0,0,9,102,187,17,317,0,3,4,0,6,0,3,4,5,9,0,9,12,7,35,0,3,3,0,7,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,10,65,0,8,10,0,11,0,5,8,5,18,0,30,57,15,102,3,28,77,6,114,0,31,45,0,79,4,14,16,0,34,0,8,6,4,23,0,0,0,0,0,0,0,0,0,0,10,121,220,24,380
CED401,226,4521,257,13,5013,413,7965,528,31,8935,936,16946,1283,114,19282,1277,12449,938,75,14742,1683,9518,791,40,12032,1809,8150,598,37,10595,1046,6635,432,35,8150,488,3376,274,8,4154,168,1462,138,4,1773,8035,71031,5250,358,84675,252,4741,280,17,5283,473,7822,467,24,8777,1319,16006,974,89,18386,1854,11543,684,52,14131,2498,8612,533,51,11686,2794,7690,492,54,11031,1669,6856,430,54,9002,678,4224,322,9,5230,137,2859,289,4,3294,11649,70340,4476,357,86825,471,9259,536,33,10295,879,15786,994,60,17719,2257,32952,2263,200,37672,3127,23994,1626,125,28870,4176,18131,1321,87,23720,4601,15842,1086,90,21623,2706,13487,865,94,17158,1165,7602,599,18,9380,305,4328,433,10,5069,19688,141371,9725,716,171500
CED402,237,4369,445,7,5054,248,3788,392,86,4516,627,7872,1038,384,9921,912,7520,1073,166,9669,1417,8669,985,42,11119,1750,9699,900,14,12364,1335,9180,816,13,11348,630,4686,508,0,5818,196,1446,194,11,1839,7361,57229,6350,715,71654,276,3832,355,5,4467,297,3280,234,8,3822,995,7524,544,48,9116,1611,7366,573,24,9579,2256,8120,654,16,11039,2812,8779,668,27,12288,1835,8254,704,11,10806,714,5044,570,10,6332,123,2349,349,0,2820,10917,54547,4653,152,70268,516,8206,798,9,9522,543,7063,628,100,8328,1621,15395,1585,432,19037,2531,14886,1648,185,19248,3673,16788,1640,54,22157,4567,18479,1572,38,24657,3176,17438,1521,24,22155,1345,9730,1075,14,12152,317,3791,543,8,4658,18275,111778,10998,864,141922
CED403,199,4497,162,8,4865,290,4981,189,7,5469,676,10069,399,24,11165,1054,9419,333,14,10818,1477,8702,354,24,10557,1940,7785,310,14,10050,1386,7376,292,15,9067,680,4391,257,9,5346,233,1838,143,3,2218,7932,59055,2436,130,69557,231,4430,128,8,4802,359,5106,194,8,5671,940,10326,386,21,11677,1597,9870,335,15,11822,2472,8418,303,12,11210,3133,7879,312,36,11352,2035,8150,334,41,10559,862,5419,343,9,6634,183,3566,261,0,4007,11808,63167,2594,158,77729,428,8926,292,20,9668,642,10088,385,24,11136,1615,20388,789,48,22839,2651,19287,671,32,22637,3952,17124,652,36,21766,5075,15662,619,44,21402,3420,15525,627,59,19630,1546,9807,599,22,11978,413,5405,403,7,6227,19743,122219,5031,280,147280
CED404,230,3962,513,4,4708,241,3757,545,4,4551,643,8831,1515,33,11029,968,7990,1406,23,10381,1439,9074,1484,19,12012,1934,11061,1395,14,14408,1397,9820,971,14,12200,633,4978,664,3,6287,158,1354,252,0,1757,7652,60827,8747,111,77340,228,3540,456,0,4225,290,3451,319,11,4067,1076,7969,871,14,9935,1606,7062,755,11,9427,2323,7962,873,3,11168,2875,9209,950,13,13046,1828,8683,879,9,11397,679,5077,638,7,6402,84,2116,324,0,2524,10985,55072,6069,72,72195,455,7503,969,4,8935,536,7209,863,14,8624,1720,16804,2387,51,20957,2573,15043,2159,30,19808,3762,17041,2361,19,23180,4809,20272,2345,28,27452,3226,18504,1845,23,23602,1317,10056,1299,8,12688,247,3462,578,0,4290,18634,115903,14812,184,149533
CED405,188,4097,202,3,4490,279,4811,245,4,5342,725,10403,527,22,11681,1135,9248,413,16,10813,1606,8768,432,17,10827,1976,8669,386,30,11056,1194,6929,292,27,8437,555,4043,231,8,4836,221,1752,147,4,2119,7877,58722,2877,128,69605,223,3851,148,4,4224,386,4495,209,4,5090,1081,10412,450,22,11967,1717,9230,434,19,11399,2515,8521,358,22,11412,3105,8209,336,26,11672,1766,7507,319,33,9626,707,5170,343,13,6221,170,2990,202,6,3363,11663,60374,2793,145,74981,409,7947,346,9,8717,666,9308,451,13,10434,1806,20823,979,46,23649,2856,18479,849,31,22216,4120,17287,791,39,22236,5075,16868,731,55,22735,2957,14432,611,56,18063,1257,9209,573,15,11056,389,4740,343,9,5485,19537,119096,5670,271,144580
CED406,216,4538,201,4,4959,274,4309,173,5,4766,691,9034,413,7,10146,1128,8888,395,4,10423,1419,8452,360,7,10233,1592,7841,289,12,9741,1242,7111,259,14,8620,558,3556,201,3,4313,128,1167,122,0,1421,7253,54899,2412,55,64621,243,4166,204,5,4610,344,4123,154,4,4629,1120,9054,368,10,10556,2012,8778,396,12,11193,2372,8059,328,9,10766,2652,7951,319,12,10935,1774,7636,303,26,9741,604,4137,291,11,5050,71,1870,233,5,2171,11189,55770,2605,87,69647,458,8709,403,8,9569,618,8432,333,9,9389,1818,18089,781,16,20705,3141,17668,791,14,21609,3789,16507,685,19,21004,4248,15789,608,24,20672,3015,14746,564,38,18366,1157,7693,494,18,9368,198,3030,353,0,3590,18441,110671,5011,143,134265
CED407,226,4799,215,4,5244,309,5375,268,6,5956,762,10263,661,18,11702,1191,10032,600,4,11830,1487,8826,404,12,10732,1558,7753,265,19,9598,1081,6562,246,26,7917,601,3877,223,7,4708,145,1245,142,4,1540,7356,58745,3031,109,69238,250,4432,178,3,4864,351,4645,162,3,5162,1194,9740,478,16,11424,1967,9456,478,4,11917,2325,8278,306,9,10921,2463,7739,246,40,10479,1570,7290,295,34,9184,662,4707,354,10,5730,87,1924,256,6,2275,10877,58212,2751,121,71963,475,9232,393,7,10112,659,10019,431,13,11117,1960,20006,1140,30,23128,3161,19493,1077,14,23748,3813,17104,710,23,21654,4024,15484,513,57,20079,2645,13858,539,57,17103,1261,8583,583,17,10439,234,3174,396,8,3812,18232,116960,5780,226,141197
CED408,220,4478,277,5,4979,211,3686,209,5,4110,564,6581,357,13,7521,967,7653,401,9,9027,1540,8973,446,14,10980,1935,9139,497,13,11578,1569,9372,484,10,11438,812,5244,352,8,6412,192,1414,171,5,1781,8006,56552,3189,84,67830,272,4349,274,4,4901,286,3367,148,3,3802,828,6917,359,7,8109,1668,8243,396,9,10318,2653,8790,434,3,11883,3300,8751,461,9,12518,2359,9584,497,17,12456,831,5354,406,7,6594,143,2086,266,7,2503,12337,57449,3235,60,73082,492,8828,540,13,9875,495,7058,353,9,7913,1391,13498,722,27,15638,2632,15893,801,17,19348,4193,17774,882,19,22855,5239,17889,949,20,24100,3926,18962,978,29,23893,1639,10596,759,15,13009,332,3499,430,9,4275,20340,113996,6424,148,140908
CED409,288,5371,401,0,6063,408,5647,358,5,6416,1062,11595,846,28,13527,1407,9861,796,25,12081,1498,8757,614,15,10888,1579,8476,511,11,10573,931,5876,441,22,7275,448,2980,295,3,3734,122,1044,178,0,1346,7747,59601,4443,112,71910,314,4925,377,0,5618,520,5356,383,4,6261,1948,11411,859,23,14245,2484,9029,657,15,12191,2398,8175,575,23,11170,2509,8023,464,26,11013,1261,6079,426,26,7798,445,3818,423,5,4689,77,1697,316,0,2091,11952,58504,4486,126,75066,605,10292,777,0,11679,928,10999,739,11,12683,3015,23008,1708,52,27775,3895,18886,1456,38,24275,3896,16933,1186,40,22057,4080,16500,972,34,21586,2190,11953,872,50,15066,898,6797,720,9,8424,196,2739,500,0,3436,19700,118107,8929,237,146976
CED410,216,5325,170,15,5729,287,5460,201,13,5956,630,10866,478,21,11998,1153,10498,446,23,12117,1733,9334,353,35,11454,1979,7903,282,29,10199,1264,7083,221,33,8601,769,4799,214,13,5795,242,1998,158,0,2404,8273,63268,2527,183,74251,231,4638,154,3,5029,360,5083,193,0,5639,945,10835,453,15,12246,1695,10819,375,18,12908,2805,9082,331,17,12234,3214,7902,235,61,11406,1919,8174,266,36,10390,975,6119,358,18,7472,193,3535,279,4,4007,12330,66176,2643,171,81332,450,9961,325,18,10756,645,10537,388,16,11593,1567,21706,934,33,24243,2855,21315,816,35,25028,4540,18417,682,49,23692,5191,15808,519,87,21605,3178,15259,490,68,18994,1742,10916,573,32,13266,431,5529,444,9,6418,20605,129450,5170,349,155578
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,19,0,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,11,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,19,0,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,11,7,40
CED501,234,5264,361,0,5861,247,4726,552,16,5544,623,10158,1293,22,12094,973,9855,1066,16,11917,1095,9013,660,15,10778,1127,7503,418,22,9071,720,5115,302,25,6166,420,2786,244,11,3459,94,771,156,4,1023,5532,55194,5051,137,65912,259,4889,311,0,5462,314,4622,294,4,5231,1207,11066,713,12,12998,1791,10673,607,12,13080,2054,9104,472,12,11648,1961,7328,329,34,9644,1138,5472,309,29,6954,425,3122,336,9,3895,65,1121,263,5,1453,9211,57403,3630,118,70360,497,10155,673,4,11321,558,9346,850,17,10770,1828,21229,2002,38,25091,2772,20532,1663,30,24993,3148,18117,1133,31,22428,3089,14826,749,52,18717,1861,10588,614,51,13116,851,5907,583,18,7352,157,1900,417,8,2474,14745,112593,8682,249,136274
CED502,233,4815,337,0,5388,244,5053,375,13,5686,778,10911,873,25,12587,1273,12152,796,22,14242,1113,8834,614,21,10576,911,7011,421,25,8370,741,5432,303,47,6520,345,2648,217,15,3221,81,714,153,0,952,5719,57564,4095,163,67539,258,4651,323,5,5244,358,4802,338,3,5501,1311,11708,826,18,13853,1978,11773,756,14,14524,1871,8151,513,19,10552,1736,6892,365,66,9069,1148,5692,335,68,7239,391,2993,295,19,3695,69,1106,268,6,1454,9115,57769,4024,216,71125,492,9470,662,6,10629,597,9851,715,19,11185,2097,22613,1696,39,26444,3253,23926,1554,36,28768,2985,16986,1120,38,21128,2650,13904,791,92,17435,1882,11123,636,115,13758,737,5637,511,32,6918,147,1818,427,4,2401,14834,115334,8117,379,138659
CED503,198,4102,265,0,4568,177,3389,210,0,3782,430,6764,474,8,7674,736,7035,562,14,8346,940,7418,536,11,8910,1207,7493,415,12,9128,1010,7356,439,19,8822,584,4374,351,0,5317,168,1176,185,0,1530,5455,49120,3434,70,58077,213,4070,262,0,4545,265,3416,196,3,3879,904,7740,458,19,9118,1440,7781,478,11,9699,1916,7720,438,13,10083,2234,7641,361,15,10258,1552,7508,381,24,9468,629,4477,442,8,5552,130,1609,351,4,2101,9289,51945,3365,99,64699,409,8172,530,4,9111,446,6806,401,7,7664,1335,14505,929,25,16788,2169,14812,1040,28,18049,2859,15140,970,27,18995,3441,15136,774,31,19380,2566,14869,823,36,18291,1211,8851,795,9,10862,297,2782,544,4,3632,14737,101057,6808,167,122770
CED504,220,4604,261,4,5092,271,5221,387,5,5887,713,11459,781,15,12962,1009,10497,725,9,12241,1340,8731,545,10,10632,1394,8208,399,22,10029,892,6725,324,20,7961,483,3610,249,7,4352,147,1013,120,0,1284,6480,60066,3793,97,70441,265,4324,281,3,4872,366,4914,290,11,5583,1098,11394,751,33,13276,1625,10247,686,15,12583,2117,8585,466,23,11194,2280,8106,386,66,10834,1470,7159,388,37,9051,572,4096,331,5,5003,107,1596,190,0,1893,9898,60417,3772,193,74282,490,8926,543,5,9961,639,10130,679,14,11467,1808,22848,1532,50,26238,2642,20746,1414,28,24825,3457,17319,1013,35,21823,3679,16316,786,89,20858,2357,13887,713,59,17019,1052,7704,578,13,9354,251,2613,313,4,3175,16375,120491,7564,289,144725
CED505,215,5336,174,16,5735,253,4686,189,18,5148,468,9523,564,54,10607,749,9700,482,25,10958,1276,9065,353,55,10749,1570,7144,298,43,9054,1003,6111,325,36,7473,504,3927,351,17,4804,202,1428,233,4,1871,6237,56916,2971,269,66394,229,5086,209,18,5540,335,4901,237,18,5482,754,10587,562,54,11955,1347,10425,495,32,12296,2357,9121,361,32,11872,2681,6838,295,42,9853,1660,6396,392,42,8486,782,4581,433,11,5815,193,2585,436,10,3222,10341,60517,3419,250,74526,441,10419,381,30,11279,586,9589,422,41,10636,1223,20107,1124,106,22561,2096,20130,977,57,23257,3629,18184,710,85,22619,4249,13975,598,86,18912,2662,12503,715,77,15957,1293,8504,785,33,10616,388,4016,667,14,5087,16575,117429,6392,518,140914
CED506,285,4606,915,0,5801,270,4932,1464,144,6813,819,14889,5454,282,21445,1297,15241,5651,156,22341,1454,14801,5222,91,21562,1500,14739,4090,67,20403,1067,11899,1943,36,14948,452,4419,767,10,5652,92,817,183,3,1092,7232,86334,25701,791,120057,254,4188,781,0,5235,343,4626,1063,101,6129,1155,13038,2845,236,17283,1697,11663,2284,48,15693,1987,10885,2172,27,15080,2257,11987,2032,34,16315,1446,10005,1463,38,12945,425,3682,689,4,4795,64,1018,239,0,1323,9635,71091,13573,494,94799,541,8793,1701,3,11038,612,9554,2528,244,12940,1975,27927,8302,512,38721,2994,26900,7936,198,38037,3447,25683,7397,116,36641,3756,26730,6129,103,36723,2517,21901,3407,78,27896,879,8092,1453,16,10444,152,1837,418,6,2415,16868,157423,39275,1284,214855
CED507,180,4242,321,4,4747,139,3062,242,12,3454,403,6886,769,66,8125,762,7847,757,35,9398,1053,8067,706,22,9837,1309,7634,605,11,9565,948,7071,505,8,8532,476,3493,310,6,4295,116,985,172,0,1273,5391,49286,4385,166,59234,236,3977,284,8,4503,172,2805,195,6,3183,742,7515,576,44,8874,1495,8663,551,22,10723,1985,8320,548,12,10862,2338,7703,524,25,10589,1481,6973,498,11,8956,572,3770,386,6,4728,105,1615,285,0,2009,9124,51351,3839,130,64441,420,8220,599,10,9256,312,5871,434,23,6637,1145,14402,1352,105,17000,2255,16505,1309,56,20127,3032,16386,1247,29,20703,3650,15342,1125,34,20154,2426,14041,1001,23,17490,1047,7267,690,14,9021,222,2597,460,0,3286,14516,100635,8222,298,123674
