CED_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
CED320,148,5076,322,8,5558,1368,10763,794,12,12932,425,5014,347,0,5789,276,4768,501,41,5585,441,9735,1235,183,11600,387,9218,931,55,10582,533,9719,681,13,10937,850,8951,433,20,10250,1342,8244,405,13,10003,1288,4104,286,3,5680,672,663,90,4,1435,7733,76254,6016,357,90363,95,5009,288,6,5399,670,10772,732,5,12187,272,5060,293,0,5623,156,4862,295,17,5333,371,11082,700,97,12251,478,10498,609,30,11609,679,10621,514,9,11822,951,10102,424,10,11491,1263,9307,424,21,11016,1462,4239,272,12,5991,1144,676,171,4,1996,7547,82230,4730,206,94721,246,10087,614,13,10956,2042,21535,1523,18,25111,695,10067,644,4,11414,438,9634,798,52,10922,813,20820,1933,279,23851,865,19719,1530,81,22195,1208,20338,1190,24,22766,1807,19053,854,29,21737,2605,17556,831,33,21020,2749,8343,560,14,11671,1822,1338,265,9,3437,15285,158481,10750,562,185080
CED321,56,3980,373,4,4410,650,8631,981,12,10276,238,3703,420,0,4354,157,3314,468,12,3953,251,7472,1176,103,8994,255,7117,1023,21,8420,466,8335,1206,20,10029,782,9546,1236,18,11576,1086,9034,963,3,11088,915,4160,497,3,5574,548,725,169,0,1439,5398,66022,8515,191,80120,40,3715,344,5,4103,338,8503,962,0,9802,161,3475,354,0,3995,107,3360,380,16,3865,181,7698,897,78,8847,261,7556,785,10,8615,487,8601,852,6,9946,792,9678,928,8,11407,971,8443,791,9,10212,1052,3914,481,3,5451,961,810,278,0,2050,5347,65767,7053,136,78297,94,7698,715,5,8515,988,17136,1941,13,20074,395,7179,776,0,8354,263,6678,853,27,7821,426,15172,2070,176,17846,515,14680,1806,32,17038,947,16930,2060,30,19973,1581,19229,2164,24,22988,2061,17476,1747,12,21294,1960,8077,978,5,11026,1506,1534,448,0,3491,10749,131783,15561,328,158421
CED322,53,4184,202,16,4449,532,9281,483,15,10310,171,4500,224,4,4899,101,4030,244,14,4392,183,8846,625,42,9697,181,9740,515,30,10465,265,9765,554,21,10609,370,8076,429,22,8891,606,7007,441,31,8087,867,3555,316,16,4756,621,835,194,6,1646,3949,69815,4220,214,78203,34,3780,226,9,4051,233,9371,508,14,10123,114,4345,195,10,4656,68,4677,270,12,5026,132,10236,661,27,11056,177,11313,627,28,12139,292,10734,525,25,11576,449,9477,463,29,10419,689,8126,436,30,9277,1163,3927,370,11,5463,1386,977,319,4,2686,4736,76955,4588,198,86472,89,7964,422,27,8501,765,18652,989,25,20431,280,8847,414,18,9555,174,8706,510,24,9415,313,19086,1282,68,20754,359,21052,1136,56,22601,557,20497,1084,52,22190,821,17548,891,45,19307,1296,15129,874,63,17363,2028,7482,681,26,10222,2009,1808,514,8,4338,8690,146771,8806,411,164676
CED323,66,3804,269,8,4150,455,7968,673,14,9112,155,4306,323,10,4801,147,5617,519,36,6320,223,12831,1419,114,14594,255,10546,1021,58,11879,366,10336,911,61,11680,514,9444,960,80,10999,797,8257,831,48,9934,1006,4493,548,23,6073,694,930,268,8,1897,4685,78540,7751,465,91438,35,3547,271,10,3855,249,7655,550,23,8477,108,4256,317,12,4700,100,6147,568,34,6854,215,13448,1361,99,15126,227,11051,959,47,12282,399,11047,878,50,12379,553,10414,935,71,11983,812,9013,818,65,10713,1266,4784,636,19,6718,1234,990,419,6,2641,5207,82362,7707,449,95725,93,7348,545,16,8008,708,15623,1219,39,17590,264,8566,638,30,9500,247,11767,1092,73,13175,441,26287,2778,215,29720,486,21597,1977,99,24160,770,21385,1789,111,24055,1070,19856,1896,156,22983,1609,17277,1646,115,20651,2273,9279,1187,43,12787,1926,1921,686,10,4543,9896,160906,15455,911,187162
CED324,105,4651,245,6,5007,452,9527,393,9,10378,141,4339,188,3,4680,130,6319,342,16,6807,210,13466,718,60,14448,233,11831,505,28,12607,314,9324,378,29,10045,405,7495,297,25,8226,571,5309,211,46,6135,690,2556,114,8,3370,560,510,58,0,1128,3807,75334,3457,231,82827,40,4450,221,5,4715,220,9357,397,13,9979,95,4401,155,12,4658,120,5864,273,19,6272,235,13039,601,49,13928,260,12260,470,25,13019,366,9800,326,39,10519,467,7885,249,57,8673,719,5885,209,41,6861,1039,2735,188,9,3966,1201,682,131,4,2021,4762,76353,3221,273,84617,137,9110,461,14,9723,671,18879,794,14,20358,237,8740,346,19,9338,250,12189,616,31,13079,440,26507,1318,116,28382,500,24096,978,52,25624,682,19120,703,65,20569,873,15387,550,91,16897,1289,11197,419,88,12998,1725,5293,299,20,7339,1761,1193,190,4,3147,8569,151694,6681,507,167451
CED325,146,6478,419,3,7050,908,12633,858,3,14403,315,5706,367,5,6389,187,5473,639,6,6306,310,11676,1788,24,13801,299,12164,1479,16,13962,379,10317,902,16,11614,594,8133,514,38,9275,705,5120,280,28,6129,654,2164,107,5,2927,382,370,49,3,805,4878,80230,7406,147,92666,71,5949,397,4,6420,421,12287,781,3,13503,173,5509,283,4,5970,128,5325,314,9,5771,277,12816,832,21,13941,349,13064,741,13,14164,531,10975,457,25,11981,730,8440,348,47,9560,893,5564,205,42,6710,1022,2336,128,19,3509,800,501,67,3,1368,5387,82764,4551,195,92899,208,12427,819,11,13465,1335,24922,1645,11,27905,487,11217,651,7,12364,314,10798,951,23,12079,584,24489,2621,44,27744,651,25223,2220,31,28130,905,21287,1360,41,23591,1321,16574,861,86,18839,1600,10683,490,71,12839,1675,4502,243,21,6441,1182,866,116,4,2170,10266,162995,11955,347,185565
CED326,126,5561,266,0,5954,1005,11268,597,5,12876,327,5103,192,0,5612,229,4596,242,0,5061,332,9898,518,12,10754,332,11566,532,13,12445,454,10378,464,18,11317,619,8365,342,35,9361,923,6971,304,23,8224,1062,3568,214,16,4856,689,780,156,0,1630,6083,78061,3817,134,88094,74,5215,253,0,5544,517,11147,560,3,12233,208,4867,208,0,5291,159,4621,220,3,5001,278,11174,545,14,12022,376,12731,558,11,13681,559,11457,439,25,12478,751,9718,335,46,10850,988,8446,310,41,9792,1447,4284,280,9,6023,1453,971,291,0,2721,6812,84639,4015,158,95622,201,10770,523,0,11494,1516,22421,1154,8,25105,534,9968,397,0,10904,381,9216,460,9,10065,612,21071,1063,30,22776,707,24296,1091,25,26123,1016,21833,906,42,23795,1366,18083,677,86,20212,1916,15426,617,61,18014,2505,7853,491,26,10882,2144,1758,450,4,4350,12898,162701,7825,295,183714
CED327,126,6136,529,3,6803,921,12952,1145,9,15027,332,5880,470,4,6679,224,5574,429,13,6239,355,11617,930,24,12928,349,12249,867,20,13484,455,9822,615,12,10913,627,7924,425,40,9016,875,5602,309,31,6826,800,2212,164,6,3184,388,288,76,0,753,5456,80261,5971,165,91849,85,5960,500,0,6543,484,12698,1035,18,14242,194,5600,402,11,6199,157,5208,382,8,5754,303,12191,961,21,13472,389,13054,881,17,14342,608,10336,580,18,11537,776,8620,379,57,9828,1040,6146,299,33,7521,1014,2127,197,13,3345,808,313,148,0,1272,5855,82247,5758,186,94053,209,12096,1033,8,13344,1410,25648,2186,28,29271,525,11475,872,13,12883,382,10778,808,16,11988,658,23810,1894,44,26399,735,25306,1751,37,27826,1063,20161,1199,29,22454,1401,16545,799,94,18839,1917,11750,608,68,14343,1815,4343,361,15,6529,1194,604,225,0,2023,11311,162511,11733,352,185905
CED328,66,3934,96,8,4107,533,10735,221,12,11501,179,6240,164,15,6601,104,6974,313,25,7421,153,9419,353,50,9977,171,10422,273,29,10889,172,10349,255,28,10799,216,7091,185,33,7527,332,5429,152,38,5954,597,2877,147,11,3633,484,592,93,0,1179,3025,74067,2257,238,79585,25,3736,83,4,3845,272,10256,246,15,10786,124,5994,155,16,6285,109,6552,195,19,6869,173,9591,376,36,10175,168,11545,281,20,12013,213,11078,234,27,11556,265,7773,168,39,8246,440,6286,192,45,6965,759,3228,168,6,4156,1097,720,156,7,1982,3642,76762,2248,229,82878,94,7664,185,4,7951,808,20991,463,22,22285,301,12232,322,32,12882,215,13529,510,47,14292,330,19012,728,83,20154,333,21966,550,48,22897,387,21424,485,58,22352,482,14866,353,71,15773,773,11719,345,82,12924,1350,6106,316,13,7794,1584,1316,254,8,3157,6664,150833,4508,463,162468
CED329,73,2954,254,3,3284,715,7814,666,7,9207,285,3876,338,4,4508,178,2794,325,10,3311,293,5524,792,29,6637,330,6307,790,17,7447,534,8409,777,23,9741,950,9880,749,27,11608,1312,10419,681,36,12453,1176,5023,414,20,6631,660,825,154,5,1644,6514,63825,5944,189,76466,38,2828,231,6,3101,436,7529,572,8,8544,219,3598,261,8,4083,105,2655,188,7,2960,222,5894,514,32,6659,302,7514,601,17,8433,585,9362,650,31,10630,965,11304,674,27,12974,1151,10546,618,31,12348,1302,4750,425,11,6492,1157,888,271,5,2323,6485,66871,5010,187,78540,107,5780,488,11,6385,1152,15347,1237,20,17749,508,7476,596,9,8586,284,5450,515,19,6268,511,11419,1303,60,13299,633,13811,1392,34,15877,1121,17777,1426,48,20373,1918,21190,1422,54,24583,2467,20967,1303,72,24802,2474,9770,837,35,13121,1819,1709,427,6,3965,12995,130695,10948,370,155007
CED330,120,5401,314,0,5835,1023,12179,820,0,14023,349,5415,365,0,6137,226,4299,295,14,4832,269,8884,654,47,9851,308,10151,729,23,11210,467,11010,705,13,12187,693,9884,588,12,11179,998,7371,393,13,8778,825,3218,234,5,4281,396,482,82,0,967,5679,78287,5181,130,89281,83,5004,320,0,5402,520,11717,755,3,13002,220,5391,366,3,5980,137,4299,328,12,4776,263,9933,794,27,11015,331,11222,798,17,12364,511,11676,683,13,12892,730,10247,529,19,11519,926,7425,402,21,8772,957,2938,212,12,4111,804,488,117,0,1407,5480,80332,5301,130,91242,203,10400,633,3,11237,1543,23899,1574,3,27020,574,10808,731,6,12119,366,8592,620,25,9602,528,18814,1444,72,20863,639,21373,1530,37,23578,979,22681,1394,26,25084,1420,20130,1116,29,22700,1929,14792,800,35,17548,1777,6152,442,13,8392,1196,973,200,3,2372,11163,158621,10478,256,180521
CED397,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,3,5,0,8,0,26,42,6,69,0,27,73,6,107,0,30,42,0,77,0,9,16,0,26,0,8,6,4,23,0,0,0,0,0,0,0,0,0,0,0,108,191,17,317,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,3,4,5,9,0,9,12,7,35,0,5,3,0,7,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,10,65,0,0,0,0,0,0,0,0,0,6,0,8,10,0,11,0,3,8,5,18,0,35,60,15,102,5,30,74,6,114,0,33,47,0,79,0,12,16,0,34,0,8,6,4,23,0,0,0,0,0,0,0,0,0,0,5,133,222,24,385
CED401,106,4800,223,14,5142,559,9106,448,24,10134,177,4608,211,13,5013,152,8278,466,31,8935,275,17774,1118,114,19282,286,13499,883,75,14742,476,10772,746,40,12032,683,9293,588,37,10595,815,6908,379,35,8150,895,3019,234,8,4154,889,783,104,4,1773,5309,88840,5399,393,99952,64,4518,203,13,4800,270,8843,408,20,9535,110,4903,252,17,5283,109,8230,424,24,8777,252,17195,856,89,18386,317,13122,636,52,14131,455,10644,539,51,11686,725,9769,481,54,11031,948,7606,397,54,9002,1452,3504,262,9,5230,2052,1003,230,4,3294,6749,89328,4692,391,101162,166,9317,427,20,9935,828,17948,854,41,19675,291,9507,465,33,10295,262,16502,894,60,17719,520,34971,1979,200,37672,606,26620,1518,125,28870,928,21409,1286,87,23720,1406,19059,1066,90,21623,1769,14519,774,94,17158,2350,6522,497,18,9380,2941,1785,331,10,5069,12064,178172,10098,782,201113
CED402,106,3974,239,0,4318,775,9158,646,3,10586,238,4486,326,7,5054,169,3903,350,86,4516,263,8295,980,384,9921,281,8172,1048,166,9669,444,9670,967,42,11119,701,10807,847,14,12364,1017,9601,719,13,11348,973,4468,379,0,5818,683,986,165,11,1839,5659,73517,6656,722,86561,41,3923,268,5,4232,357,9046,626,0,10026,144,4057,263,5,4467,115,3482,208,8,3822,226,8320,520,48,9116,273,8726,555,24,9579,491,9911,623,16,11039,759,10869,638,27,12288,869,9327,595,11,10806,1188,4726,406,10,6332,1411,1122,275,0,2820,5874,73516,4985,153,84525,143,7902,506,5,8549,1135,18208,1270,3,20615,385,8536,594,9,9522,292,7385,565,100,8328,486,16618,1502,432,19037,554,16900,1603,185,19248,938,19583,1587,54,22157,1462,21671,1482,38,24657,1887,18930,1319,24,22155,2164,9195,786,14,12152,2098,2110,441,8,4658,11530,147035,11645,874,171086
CED403,64,4140,113,0,4318,479,8821,282,3,9590,180,4538,137,8,4865,127,5157,174,7,5469,224,10555,352,24,11165,258,10249,301,14,10818,377,9835,323,24,10557,530,9192,308,14,10050,743,8038,269,15,9067,892,4212,225,9,5346,968,1140,99,3,2218,4852,75884,2587,132,83456,42,4005,108,3,4158,267,8566,231,9,9070,129,4540,118,8,4802,121,5355,183,8,5671,227,11090,340,21,11677,268,11213,317,15,11822,411,10485,291,12,11210,623,10382,314,36,11352,838,9396,288,41,10559,1321,5064,237,9,6634,2244,1597,173,0,4007,6500,81694,2601,165,90959,111,8143,223,3,8481,747,17388,515,14,18660,310,9078,261,20,9668,247,10513,358,24,11136,453,21648,692,48,22839,532,21465,618,32,22637,789,20326,614,36,21766,1157,19574,627,44,21402,1581,17436,557,59,19630,2218,9276,463,22,11978,3217,2733,274,7,6227,11350,157579,5188,304,174420
CED404,93,4237,353,0,4679,641,9204,859,3,10705,259,4061,388,4,4708,155,3870,521,4,4551,289,9249,1460,33,11029,261,8764,1340,23,10381,482,10094,1420,19,12012,857,12214,1320,14,14408,1115,10195,874,14,12200,1035,4738,510,3,6287,667,920,168,0,1757,5852,77549,9212,110,92726,50,4140,326,0,4519,338,8955,813,3,10105,150,3743,340,0,4225,110,3633,309,11,4067,212,8865,834,14,9935,248,8420,754,11,9427,459,9883,811,3,11168,842,11307,883,13,13046,1045,9599,749,9,11397,1246,4676,471,7,6402,1300,1014,215,0,2524,6004,74232,6505,73,86817,144,8376,673,0,9193,977,18158,1675,9,20811,402,7806,724,4,8935,263,7507,840,14,8624,505,18117,2289,51,20957,507,17184,2094,30,19808,946,19980,2232,19,23180,1701,23517,2206,28,27452,2160,19795,1618,23,23602,2281,9418,976,8,12688,1971,1935,389,0,4290,11862,151777,15716,186,179543
CED405,84,4319,147,3,4554,587,8054,338,4,8989,191,4134,163,3,4490,142,4990,203,4,5342,218,10997,442,22,11681,266,10159,373,16,10813,400,10027,381,17,10827,636,10010,380,30,11056,787,7380,245,27,8437,962,3697,172,8,4836,1005,1014,87,4,2119,5293,74774,2933,138,83144,59,4097,180,0,4335,273,8005,296,8,8583,108,3988,120,4,4224,100,4801,186,4,5090,209,11307,432,22,11967,260,10737,390,19,11399,447,10596,349,22,11412,701,10612,335,26,11672,988,8337,264,33,9626,1598,4383,234,13,6221,2030,1189,140,6,3363,6766,78049,2929,152,87893,140,8417,327,10,8886,861,16059,634,8,17570,299,8121,284,9,8717,246,9785,397,13,10434,424,22310,875,46,23649,526,20892,757,31,22216,842,20622,732,39,22236,1335,20625,714,55,22735,1781,15719,506,56,18063,2561,8073,408,15,11056,3041,2207,231,9,5485,12061,152823,5862,289,171036
CED406,128,4355,150,0,4640,982,9062,421,4,10469,345,4437,174,4,4959,220,4375,168,5,4766,278,9482,376,7,10146,295,9745,379,4,10423,369,9513,342,7,10233,545,8875,315,12,9741,858,7504,245,14,8620,786,3363,161,3,4313,577,738,96,0,1421,5386,71458,2825,59,79731,71,4169,160,0,4401,483,8892,379,0,9753,219,4229,162,5,4610,135,4332,152,4,4629,284,9926,338,10,10556,326,10466,392,12,11193,499,9939,322,9,10766,710,9892,316,12,10935,873,8580,264,26,9741,1114,3709,218,11,5050,1152,836,184,5,2171,5865,74956,2893,90,83805,204,8521,313,4,9041,1462,17958,798,0,20225,569,8665,327,8,9569,350,8702,322,9,9389,562,19407,718,16,20705,621,20205,763,14,21609,869,19449,667,19,21004,1249,18767,627,24,20672,1730,16089,512,38,18366,1895,7073,383,18,9368,1727,1572,282,0,3590,11253,146413,5718,149,163529
CED407,143,4744,154,0,5043,954,9723,396,4,11073,249,4795,195,4,5244,189,5535,222,6,5956,277,10844,566,18,11702,299,10992,538,4,11830,366,9969,386,12,10732,503,8803,274,19,9598,785,6910,200,26,7917,870,3653,173,7,4708,648,780,108,4,1540,5281,76752,3217,113,85362,78,4379,151,0,4614,423,9587,350,3,10366,181,4528,150,3,4864,114,4906,140,3,5162,236,10750,425,16,11424,292,11161,458,4,11917,495,10111,310,9,10921,671,9510,260,40,10479,941,7979,236,34,9184,1301,4189,234,10,5730,1199,879,195,6,2275,5936,77972,2903,129,86945,216,9126,305,10,9661,1373,19309,747,12,21441,434,9324,349,7,10112,302,10440,361,13,11117,514,21592,997,30,23128,588,22146,997,14,23748,861,20075,688,23,21654,1173,18311,539,57,20079,1721,14886,439,57,17103,2168,7845,409,17,10439,1853,1660,298,8,3812,11211,154725,6116,246,172301
CED408,80,4118,185,0,4390,758,9596,447,3,10809,251,4526,194,5,4979,164,3737,208,5,4110,197,6994,319,13,7521,209,8411,401,9,9027,300,10227,439,14,10980,515,10530,525,13,11578,767,10247,414,10,11438,861,5279,268,8,6412,659,1006,109,5,1781,4762,74668,3505,91,83022,44,3893,165,3,4105,393,9567,417,5,10380,163,4532,202,4,4901,115,3556,128,3,3802,208,7566,337,7,8109,240,9686,388,9,10318,350,11067,459,3,11883,573,11463,473,9,12518,803,11194,448,17,12456,1120,5208,263,7,6594,1288,1058,145,7,2503,5281,78777,3433,72,87567,126,8008,354,3,8496,1152,19168,861,8,21193,411,9058,396,13,9875,276,7291,338,9,7913,403,14552,656,27,15638,444,18098,788,17,19348,648,21292,895,19,22855,1091,21988,999,20,24100,1566,21440,860,29,23893,1981,10483,531,15,13009,1950,2064,256,9,4275,10047,153451,6935,161,170594
CED409,218,5996,380,0,6594,1636,11478,787,0,13903,467,5265,324,0,6063,324,5773,313,5,6416,497,12246,764,28,13527,503,10846,713,25,12081,644,9663,562,15,10888,962,9115,489,11,10573,1088,5825,335,22,7275,883,2642,206,3,3734,589,637,121,0,1346,7813,79490,4995,114,92409,132,5856,388,0,6370,756,11847,712,0,13321,258,5052,301,0,5618,182,5733,337,4,6261,424,13009,786,23,14245,534,11040,603,15,12191,845,9776,531,23,11170,1140,9449,398,26,11013,1202,6227,346,26,7798,1317,3083,286,5,4689,1148,735,208,0,2091,7942,81797,4889,129,94756,355,11849,763,0,12969,2396,23326,1497,7,27223,729,10316,630,0,11679,503,11514,652,11,12683,918,25250,1554,52,27775,1041,21881,1313,38,24275,1487,19439,1093,40,22057,2105,18561,886,34,21586,2291,12048,680,50,15066,2199,5723,485,9,8424,1738,1367,327,0,3436,15757,161286,9883,242,187167
CED410,76,4449,150,9,4685,529,10076,328,14,10939,183,5377,153,15,5729,135,5641,165,13,5956,193,11383,401,21,11998,210,11498,391,23,12117,316,10754,348,35,11454,436,9461,279,29,10199,659,7694,214,33,8601,989,4630,167,13,5795,1069,1216,119,0,2404,4789,82172,2714,201,89875,59,4162,143,5,4370,249,9930,292,3,10477,113,4781,124,3,5029,96,5372,169,0,5639,172,11666,392,15,12246,218,12336,338,18,12908,317,11563,334,17,12234,475,10637,233,61,11406,800,9317,237,36,10390,1664,5531,255,18,7472,2303,1510,192,4,4007,6469,86817,2713,176,96176,134,8610,297,9,9049,777,20007,617,12,21422,301,10158,277,18,10756,223,11018,334,16,11593,363,23049,793,33,24243,426,23832,729,35,25028,637,22321,683,49,23692,908,20098,512,87,21605,1465,17009,456,68,18994,2649,10161,418,32,13266,3372,2726,310,9,6418,11257,168988,5426,377,186052
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,19,0,8,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,19,0,8,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,7,40
CED501,125,6284,319,0,6726,888,12167,692,9,13752,264,5285,311,0,5861,159,4858,508,16,5544,254,10636,1181,22,12094,217,10698,984,16,11917,334,9824,607,15,10778,518,8121,410,22,9071,685,5185,270,25,6166,677,2583,190,11,3459,386,514,121,4,1023,4512,76151,5589,138,86391,63,5809,314,3,6185,421,11963,687,13,13076,177,5018,265,0,5462,114,4846,261,4,5231,230,12113,640,12,12998,292,12218,562,12,13080,433,10769,433,12,11648,581,8729,301,34,9644,711,5952,266,29,6954,843,2804,240,9,3895,661,591,196,5,1453,4516,80814,4163,134,89624,182,12089,633,3,12914,1303,24125,1381,21,26831,439,10308,572,4,11321,280,9705,767,17,10770,489,22746,1821,38,25091,507,22917,1542,30,24993,764,20592,1043,31,22428,1100,16848,707,52,18717,1392,11134,536,51,13116,1519,5382,430,18,7352,1052,1098,320,8,2474,9023,156967,9754,271,176018
CED502,110,6587,367,3,7065,783,12404,741,7,13940,240,4865,284,0,5388,191,5179,303,13,5686,235,11624,707,25,12587,268,13281,671,22,14242,340,9686,534,21,10576,469,7499,373,25,8370,673,5532,269,47,6520,638,2400,166,15,3221,332,477,143,0,952,4269,79534,4572,179,88549,81,6317,377,7,6774,354,11979,771,11,13113,143,4802,295,5,5244,125,5076,287,3,5501,267,12866,707,18,13853,328,13515,666,14,14524,424,9642,464,19,10552,628,8021,352,66,9069,759,6126,292,68,7239,859,2594,224,19,3695,647,582,217,6,1454,4618,81519,4644,231,91012,187,12899,741,7,13844,1133,24387,1510,24,27053,392,9659,577,6,10629,316,10256,596,19,11185,498,24488,1412,39,26444,593,26796,1341,36,28768,764,19330,997,38,21128,1095,15522,727,92,17435,1424,11655,559,115,13758,1493,5000,392,32,6918,975,1059,356,4,2401,8884,161048,9213,411,179558
