CED_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
CED135,100,6492,647,11,7244,439,11237,1020,13,12708,160,4285,324,4,4773,125,7192,655,11,7984,212,19247,1690,43,21189,276,17516,1332,43,19163,391,9705,759,41,10897,615,8100,675,37,9425,808,5155,438,58,6462,809,2187,307,13,3314,545,468,230,9,1251,4481,91596,8078,273,104420,67,6195,547,7,6813,202,10874,921,14,12004,87,3937,323,6,4357,83,6224,478,17,6808,215,18445,1449,45,20153,252,15357,1151,25,16783,444,9859,651,22,10977,735,8292,553,93,9676,1014,5420,426,78,6945,1298,2196,332,17,3846,932,481,240,9,1651,5331,87287,7070,335,100020,166,12685,1194,16,14061,639,22109,1943,28,24712,248,8226,644,10,9131,211,13419,1140,29,14787,423,37698,3136,84,41346,528,32877,2481,61,35947,840,19562,1404,65,21873,1347,16396,1229,134,19106,1821,10578,868,139,13407,2112,4384,638,33,7165,1479,946,467,12,2903,9807,178885,15143,607,204438
CED136,121,5112,231,0,5468,1195,10211,623,0,12032,377,4701,239,3,5319,257,4511,232,5,5001,343,10004,531,6,10888,330,9297,444,9,10087,467,9232,420,10,10131,709,8950,418,10,10086,1063,7920,367,11,9360,954,4082,297,3,5337,509,704,129,0,1343,6323,74721,3935,66,85055,83,5005,236,0,5321,599,10276,529,0,11411,205,4493,209,3,4912,152,4510,205,4,4877,299,10824,497,13,11636,384,9942,452,0,10776,542,9873,387,7,10808,825,9851,388,14,11070,1049,8751,394,9,10200,1198,4413,324,7,5948,1123,855,247,0,2227,6464,78797,3860,69,89187,199,10118,469,0,10787,1788,20489,1153,7,23437,582,9194,449,6,10228,415,9025,432,10,9877,646,20827,1032,18,22524,712,19238,896,19,20870,1013,19105,807,18,20943,1527,18801,805,25,21158,2120,16668,766,18,19564,2152,8500,624,12,11283,1636,1560,375,8,3575,12791,153520,7794,130,174240
CED137,61,5182,283,13,5537,274,8530,439,13,9251,95,3835,174,10,4110,61,8169,661,19,8905,142,20935,1767,67,22918,154,14822,1112,46,16133,187,10144,623,26,10976,298,8920,455,51,9717,528,6155,389,43,7112,770,2827,297,20,3911,786,628,212,9,1632,3342,90150,6407,309,100208,21,4832,270,13,5128,142,8699,424,18,9283,57,3962,175,11,4213,59,7475,433,24,7987,123,20631,1250,52,22060,157,14378,759,43,15331,213,11327,480,36,12065,422,9968,396,94,10878,785,6772,332,53,7939,1296,2980,295,21,4591,1353,709,399,0,2462,4624,91741,5215,360,101938,83,10011,553,22,10664,414,17229,860,27,18533,150,7795,351,20,8321,120,15642,1094,40,16901,266,41572,3020,128,44983,307,29196,1869,88,31463,401,21474,1101,65,23042,722,18891,847,135,20596,1309,12928,714,97,15047,2061,5809,596,34,8497,2135,1343,608,6,4091,7962,181893,11623,666,202145
CED138,73,3729,315,3,4109,536,8711,821,8,10072,210,3806,321,0,4333,139,3046,300,23,3504,226,7091,748,45,8113,250,8545,827,9,9642,347,9077,792,21,10239,603,9916,774,13,11310,955,9675,698,23,11357,1011,4835,400,15,6263,876,1118,240,0,2233,5223,69554,6235,172,81176,28,3586,315,8,3934,273,8368,759,0,9402,111,3786,294,5,4192,99,3143,292,19,3558,174,8206,749,45,9180,238,9656,818,16,10731,382,10250,808,18,11453,614,11405,768,17,12801,878,10492,643,28,12039,1318,5211,464,14,7006,1695,1410,410,0,3515,5831,75518,6305,167,87823,99,7315,627,7,8048,809,17080,1579,10,19479,320,7584,611,5,8526,235,6190,591,40,7059,402,15298,1500,91,17295,491,18209,1647,29,20370,729,19333,1597,41,21694,1220,21317,1542,29,24108,1835,20167,1341,50,23398,2328,10047,866,24,13269,2576,2528,643,7,5752,11053,145075,12537,334,169000
CED139,90,4669,308,5,5072,701,9479,734,6,10915,188,4850,410,0,5457,181,4423,498,20,5116,264,8652,937,66,9922,244,7845,898,54,9040,377,8097,841,3,9315,622,8827,756,4,10211,847,7603,574,6,9025,838,3925,363,3,5140,680,868,128,0,1677,5028,69239,6450,167,80892,52,4519,290,0,4862,332,9415,756,0,10497,161,4534,343,0,5043,136,4598,325,13,5076,224,8964,617,13,9819,262,8321,584,5,9177,461,8556,544,6,9567,601,9181,603,13,10397,844,7798,479,6,9128,1122,4193,364,4,5685,1404,1124,219,0,2744,5594,71211,5121,68,81996,144,9189,599,6,9937,1027,18891,1486,10,21410,349,9385,758,3,10495,317,9016,823,27,10194,493,17622,1551,75,19739,502,16170,1484,63,18213,832,16654,1379,13,18878,1223,18018,1360,19,20614,1687,15396,1059,12,18157,1964,8118,727,6,10823,2081,1991,349,0,4424,10622,140446,11581,238,162889
CED140,82,3864,185,0,4133,640,8350,452,17,9459,234,3987,183,0,4402,165,3575,186,11,3935,212,7040,437,12,7699,214,8186,389,14,8806,268,8953,468,15,9709,466,8772,445,13,9691,638,7487,391,6,8520,839,4307,299,10,5455,660,909,227,0,1798,4421,65434,3645,100,73597,42,3617,200,4,3854,297,8047,420,5,8771,120,3858,168,3,4149,98,3533,181,0,3812,178,7326,404,8,7912,227,8958,462,11,9656,342,9501,400,19,10266,589,9840,441,17,10887,740,8754,460,14,9969,1164,4677,425,6,6274,1376,1291,435,4,3102,5178,69402,3985,93,78659,121,7484,379,6,7986,942,16395,871,18,18226,352,7840,350,3,8555,257,7111,364,10,7747,394,14369,835,17,15611,444,17151,850,26,18461,614,18459,863,37,19971,1056,18615,885,31,20583,1380,16238,846,28,18494,2005,8985,725,12,11724,2031,2197,661,9,4900,9594,134839,7632,194,152260
CED141,89,4023,116,0,4226,691,8690,406,3,9788,269,4105,194,0,4564,172,3822,169,3,4174,258,7381,391,8,8032,236,8007,355,9,8607,362,8645,348,5,9370,589,8388,317,8,9305,808,7123,308,4,8250,955,4060,253,3,5275,655,863,114,3,1630,5078,65109,2978,53,73224,45,3745,152,5,3947,308,8390,443,0,9144,136,3888,139,0,4173,99,3595,157,0,3852,208,7889,343,12,8446,236,8765,332,6,9341,386,9137,319,6,9852,608,9290,329,5,10233,882,8236,360,13,9491,1267,4618,314,0,6204,1312,1121,173,3,2606,5494,68674,3064,47,77279,132,7766,270,5,8171,1002,17079,849,4,18935,406,7998,336,3,8739,275,7419,331,5,8027,467,15265,729,15,16481,474,16769,687,16,17945,749,17782,668,15,19217,1190,17673,650,19,19533,1689,15367,667,12,17740,2220,8683,572,3,11474,1959,1985,288,7,4240,10568,133786,6044,101,150500
CED142,41,3544,254,35,3872,170,3861,387,46,4464,53,2210,247,40,2548,61,9453,1344,105,10957,142,31459,3234,343,35182,214,19481,1976,174,21847,275,11376,1340,111,13108,386,8279,981,110,9763,477,4992,612,63,6148,523,1949,339,17,2833,326,331,145,0,804,2668,96937,10859,1060,111520,12,3306,236,35,3589,75,3791,343,40,4250,31,2421,246,29,2720,63,9960,940,92,11050,166,29747,2419,245,32574,197,15787,1273,136,17388,231,8671,707,87,9694,411,6841,570,123,7946,521,4612,419,64,5621,655,1798,299,19,2773,491,374,186,3,1051,2854,87310,7634,863,98661,57,6848,488,64,7463,241,7657,734,89,8720,83,4635,491,65,5272,123,19411,2279,196,22008,318,61197,5651,588,67753,408,35274,3247,310,39241,504,20049,2045,204,22800,790,15123,1549,241,17708,1000,9604,1028,125,11767,1176,3751,639,36,5602,810,707,326,7,1856,5522,184244,18494,1921,210178
CED143,36,3848,115,11,4007,207,9078,255,7,9551,57,4148,136,7,4349,58,3498,129,13,3691,72,8849,345,42,9309,90,9870,378,31,10367,109,10347,315,20,10793,162,8121,257,31,8570,222,5350,185,18,5776,423,3107,146,9,3685,540,781,83,0,1404,1969,67007,2346,184,71503,20,3801,107,5,3930,107,8684,267,9,9067,61,3896,108,10,4070,54,3564,98,9,3732,65,9943,370,44,10418,103,10971,344,27,11446,101,11279,341,25,11750,189,8539,246,28,9002,294,6248,192,25,6758,700,3687,193,9,4591,1078,909,164,3,2154,2771,71525,2424,202,76924,54,7648,217,12,7935,313,17759,526,14,18619,119,8038,238,20,8416,111,7067,225,25,7423,141,18797,711,84,19731,187,20842,723,63,21812,212,21625,655,52,22543,352,16656,495,63,17573,515,11603,379,38,12538,1123,6794,344,14,8279,1616,1688,251,3,3562,4739,138524,4776,384,148423
CED144,93,5447,456,7,5999,524,10537,954,3,12017,148,4913,349,6,5413,121,6172,516,16,6826,223,14115,1249,45,15632,261,11891,1013,31,13201,354,9928,718,33,11029,713,8668,612,21,10017,1075,5311,375,20,6790,1243,2467,273,7,3985,883,545,158,4,1587,5633,79989,6675,201,92496,41,5082,433,7,5552,204,10091,776,4,11073,87,4720,299,9,5120,76,5556,407,15,6054,169,12682,1036,31,13914,248,11365,860,25,12498,459,10298,691,19,11463,880,8733,555,40,10214,1352,5565,380,22,7320,1735,2369,314,10,4433,1511,603,290,6,2404,6765,77053,6040,190,90040,134,10521,890,12,11549,725,20625,1728,10,23091,232,9632,647,17,10535,199,11723,926,28,12875,393,26797,2283,77,29550,508,23257,1875,54,25694,814,20220,1403,51,22493,1597,17401,1162,65,20227,2427,10878,755,51,14111,2976,4836,583,16,8420,2394,1148,450,9,3997,12396,157040,12715,384,182533
CED145,32,3417,145,6,3600,146,6727,287,10,7177,47,2912,173,6,3141,45,2981,176,18,3225,54,12404,846,67,13369,66,10342,599,63,11063,96,8647,396,49,9187,120,6679,321,38,7158,229,5075,245,33,5584,454,2775,237,12,3472,448,706,264,3,1421,1724,62653,3696,315,68394,25,3329,166,11,3528,98,6590,305,9,6998,47,2806,126,8,2985,32,3626,178,27,3866,66,14471,879,74,15491,86,10774,547,40,11437,127,9038,405,47,9614,169,6918,292,45,7418,276,5743,285,23,6324,664,3274,400,12,4353,931,803,630,12,2368,2511,67360,4212,302,74397,54,6745,307,17,7131,252,13316,594,17,14181,95,5721,297,14,6127,70,6608,353,53,7087,126,26870,1726,143,28869,145,21111,1148,98,22506,222,17679,809,101,18804,285,13598,614,86,14572,502,10817,527,57,11905,1117,6047,637,24,7822,1376,1507,900,12,3791,4243,130015,7911,621,142794
CED146,127,6655,522,11,7306,708,14065,1086,10,15878,271,6849,421,0,7544,203,6602,353,8,7171,293,11831,740,10,12872,401,12671,769,15,13858,504,11130,617,13,12263,1008,9398,557,23,10989,1217,5103,312,27,6658,971,1809,240,3,3023,402,305,207,0,918,6101,86414,5836,120,98466,79,6223,491,3,6797,327,13672,1012,9,15013,132,6511,381,5,7026,102,6257,345,12,6711,246,13058,797,19,14129,415,13548,878,12,14855,704,11600,653,12,12970,1267,9318,489,43,11122,1488,5213,320,36,7056,1336,1737,292,13,3380,799,313,262,0,1371,6886,87446,5924,162,100427,201,12873,1008,14,14103,1035,27737,2102,14,30883,397,13357,809,5,14570,305,12860,696,13,13882,539,24893,1539,27,26996,815,26223,1648,22,28707,1211,22724,1274,26,25233,2277,18717,1049,67,22106,2698,10315,631,70,13712,2305,3548,530,19,6399,1199,619,473,0,2296,12986,173863,11763,280,198893
CED147,113,4625,254,10,4994,789,9810,566,6,11165,265,4742,236,7,5248,219,4317,221,6,4757,313,8767,416,8,9503,309,8920,439,4,9674,408,9299,430,10,10147,608,9098,384,6,10102,883,7582,348,13,8832,981,4226,332,8,5539,676,872,305,0,1852,5564,72257,3926,78,81816,57,4497,214,0,4764,380,9509,543,0,10440,183,4615,222,0,5021,130,4284,190,6,4609,243,9390,463,13,10111,302,9555,445,9,10311,527,9995,393,7,10920,718,9930,381,24,11051,996,8703,360,11,10071,1419,4717,388,3,6523,1312,935,360,3,2613,6255,76131,3957,82,86425,165,9118,464,14,9762,1165,19320,1112,8,21608,448,9356,458,7,10272,347,8602,415,6,9366,559,18156,878,19,19612,611,18475,889,17,19985,933,19301,816,16,21068,1324,19024,760,32,21148,1876,16288,712,25,18901,2397,8937,719,10,12065,1987,1813,664,3,4464,11820,148387,7883,154,168245
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,16,0,0,16,0,10,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,18,0,0,18,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0,3,38
CED201,65,4086,155,0,4307,550,8890,319,12,9769,208,4485,150,0,4843,146,4704,169,4,5019,231,9364,396,8,10008,225,10248,377,20,10866,269,9742,304,17,10326,386,9115,247,27,9774,581,6541,221,17,7366,780,3026,203,14,4020,601,644,115,4,1364,4040,70841,2659,121,77662,36,3966,150,3,4160,288,8300,330,0,8917,123,4199,144,4,4465,107,4365,145,0,4624,227,9579,364,11,10192,255,10792,375,8,11431,331,10560,280,15,11184,478,9828,286,42,10640,746,7331,252,40,8373,1214,3368,221,20,4814,1307,722,192,0,2225,5119,73013,2739,153,81018,105,8056,302,4,8467,840,17189,652,8,18688,335,8676,294,5,9318,256,9071,313,10,9641,463,18946,764,23,20194,476,21040,748,32,22296,598,20301,578,30,21510,868,18945,532,68,20415,1324,13867,475,63,15733,1991,6391,422,31,8836,1905,1364,309,8,3585,9159,143848,5396,279,158680
CED202,101,3970,210,0,4281,738,8779,631,8,10156,278,4167,258,6,4714,200,3871,271,0,4343,316,8508,508,11,9348,292,8065,450,13,8814,408,8447,548,12,9410,593,8090,466,11,9154,797,6795,429,13,8029,807,3038,259,5,4105,555,604,130,0,1294,5080,64337,4156,67,73644,53,3906,236,5,4201,385,8568,463,3,9418,179,4040,274,0,4489,161,3959,244,3,4366,281,8711,527,8,9528,328,8921,506,9,9758,509,9146,496,8,10156,666,8913,428,14,10015,848,7521,405,11,8781,956,3464,290,3,4717,1158,864,213,0,2226,5511,68011,4078,59,77665,150,7872,450,3,8480,1123,17351,1089,14,19568,458,8205,534,5,9202,363,7826,514,9,8711,594,17228,1033,22,18878,616,16987,959,13,18578,913,17595,1043,18,19565,1254,17002,894,24,19166,1645,14314,829,19,16805,1766,6508,549,7,8825,1708,1469,342,0,3521,10591,132349,8231,131,151302
CED203,103,3955,255,4,4321,804,8430,600,5,9840,281,3837,254,0,4363,201,3765,286,10,4257,304,7880,783,13,8983,277,7804,662,7,8747,392,8147,657,7,9208,528,8233,591,7,9362,722,7386,469,11,8584,794,3539,339,0,4674,626,740,216,0,1577,5037,63706,5104,75,73923,56,3834,254,3,4146,394,8208,548,3,9156,181,3803,248,0,4232,119,3857,214,6,4206,238,8641,585,9,9477,307,8667,554,4,9534,423,8918,517,0,9854,632,9311,548,7,10500,823,7930,421,12,9186,1019,3825,379,3,5231,1171,894,391,6,2465,5369,67894,4671,55,77991,159,7785,508,6,8468,1197,16647,1152,7,18995,463,7637,502,0,8602,322,7625,500,19,8462,541,16519,1373,23,18461,588,16469,1210,12,18280,813,17065,1171,7,19061,1160,17547,1143,11,19857,1546,15317,893,25,17774,1816,7366,715,9,9905,1796,1635,603,9,4043,10405,131603,9773,135,151910
CED204,89,5177,416,8,5693,576,10383,708,7,11682,219,5196,339,0,5764,156,5877,428,7,6470,278,12513,1047,20,13860,332,11503,852,19,12708,507,10270,640,17,11438,720,9216,533,29,10494,983,6002,335,42,7355,1028,2559,234,12,3838,654,466,97,4,1223,5550,79174,5645,160,90527,61,4844,360,0,5263,272,10013,681,4,10974,134,4915,286,7,5343,130,5310,304,9,5759,259,11580,839,12,12689,339,11335,694,17,12386,607,10320,592,25,11543,940,9373,477,54,10834,1210,6201,375,47,7830,1475,2491,252,8,4224,1272,599,155,6,2031,6708,76978,5014,181,88884,151,10022,772,14,10957,850,20401,1391,11,22655,353,10114,630,10,11101,289,11184,733,18,12227,535,24092,1887,33,26546,672,22837,1550,37,25093,1118,20589,1235,36,22987,1659,18585,1004,82,21329,2188,12206,712,82,15188,2506,5048,487,23,8065,1933,1067,250,13,3258,12256,156148,10654,345,179405
CED205,126,7421,540,6,8092,831,13190,997,8,15022,237,5548,374,0,6163,178,6298,437,7,6916,299,14558,1080,27,15970,421,13666,938,29,15056,682,9160,642,9,10489,1135,7355,480,27,8998,1091,3766,247,17,5119,848,1350,129,10,2341,327,208,44,0,575,6175,82521,5902,136,94741,82,6873,531,3,7489,386,12751,943,15,14095,150,5406,329,0,5888,122,5918,358,6,6403,233,15093,958,24,16301,437,13300,879,10,14621,931,9412,580,19,10943,1279,7168,441,48,8933,1471,3783,263,42,5559,1167,1253,168,11,2603,603,219,76,0,898,6860,81174,5532,169,93731,211,14293,1071,15,15584,1216,25940,1942,20,29117,382,10955,706,3,12047,305,12214,796,10,13321,534,29652,2039,47,32271,859,26969,1810,35,29681,1608,18574,1226,24,21435,2413,14523,923,67,17927,2565,7548,509,57,10675,2017,2603,294,20,4934,931,432,117,0,1474,13037,163697,11433,301,188472
CED206,81,4628,166,0,4877,672,9199,401,0,10277,254,4482,213,0,4951,178,4128,194,7,4503,246,8827,368,16,9454,186,9308,358,12,9868,314,9706,437,14,10464,410,8963,370,14,9755,529,6735,243,10,7515,642,3196,185,0,4028,460,563,50,0,1077,3977,69738,2981,68,76765,46,4256,145,0,4441,354,8812,343,10,9519,160,4211,181,3,4568,124,3946,139,5,4208,221,9116,353,6,9696,272,9889,367,8,10534,365,10254,410,11,11038,478,9477,337,6,10306,635,7418,262,11,8326,890,3321,161,14,4387,879,617,71,3,1576,4421,71317,2783,65,78588,127,8877,306,4,9311,1031,18015,748,8,19796,421,8696,398,5,9520,301,8077,334,8,8713,469,17941,720,22,19152,453,19197,731,22,20401,678,19963,844,21,21501,889,18439,708,22,20061,1167,14155,504,21,15843,1533,6519,349,12,8412,1341,1182,123,0,2650,8395,141060,5766,141,155355
CED207,53,3595,149,8,3807,378,9818,373,15,10581,173,5401,196,13,5783,123,7678,511,60,8370,188,12781,815,53,13832,162,11098,496,49,11803,228,10501,386,68,11184,330,8843,279,47,9499,547,6529,254,60,7389,1070,4144,220,14,5448,1121,1264,149,5,2545,4363,81655,3817,392,90231,28,3515,138,9,3684,166,9532,344,15,10060,75,5282,181,25,5567,100,6666,363,45,7177,159,11492,650,41,12352,177,11875,431,38,12517,306,11575,398,38,12309,459,9544,295,62,10368,840,7602,282,74,8800,1752,4923,261,23,6949,2002,1493,264,4,3774,6071,83505,3610,373,93561,85,7107,290,16,7491,538,19355,719,31,20643,252,10687,379,37,11351,219,14351,875,104,15544,350,24274,1471,95,26183,335,22979,922,86,24317,537,22075,775,110,23494,789,18386,574,114,19870,1392,14132,536,133,16191,2822,9067,476,32,12394,3130,2758,416,11,6314,10436,165159,7430,764,183796
CED208,51,4003,173,3,4236,357,7170,305,11,7839,121,3309,161,4,3594,113,4554,298,9,4970,190,13496,707,22,14412,211,11469,584,14,12282,355,9618,457,4,10440,460,6909,358,16,7744,623,4227,234,18,5105,959,2151,175,8,3290,864,581,122,0,1564,4310,67485,3579,111,75480,34,3848,151,4,4036,188,6845,307,3,7349,86,3287,167,5,3551,97,4502,212,15,4826,242,14257,631,18,15150,272,11955,491,14,12737,381,10119,408,16,10922,591,7423,321,23,8360,770,4843,237,14,5865,1598,2475,207,8,4287,1558,667,211,3,2442,5822,70229,3351,125,79529,85,7849,326,7,8269,554,14009,618,11,15188,210,6604,327,8,7144,210,9054,514,27,9801,432,27747,1340,40,29561,485,23429,1074,25,25016,735,19733,867,17,21358,1051,14336,678,33,16099,1395,9071,473,38,10977,2552,4628,386,16,7583,2422,1251,329,3,4009,10136,137713,6928,235,155005
CED209,75,4471,154,0,4709,664,9112,414,3,10201,217,3878,150,4,4247,142,4029,213,4,4384,203,8316,387,5,8918,163,8820,349,11,9343,224,8202,346,3,8781,314,7443,316,9,8081,600,7254,331,5,8192,712,3450,254,4,4419,577,721,152,0,1453,3896,65698,3073,53,72718,47,4287,154,0,4486,319,8754,451,4,9535,142,3881,170,7,4200,100,3881,185,0,4169,174,8842,324,9,9347,181,9862,391,18,10447,271,9007,340,8,9633,426,8753,343,19,9535,632,8069,352,4,9068,946,3776,304,7,5028,1268,829,268,0,2363,4501,69946,3292,71,77811,119,8760,308,11,9200,988,17872,871,6,19738,364,7755,323,8,8443,239,7907,397,5,8547,375,17161,708,16,18262,342,18686,740,27,19796,494,17210,686,13,18409,737,16197,659,24,17618,1235,15325,687,13,17256,1660,7224,563,5,9451,1843,1544,429,0,3815,8394,135648,6363,127,150533
CED210,92,4252,242,0,4582,750,8229,529,9,9513,299,4205,246,11,4760,211,4668,395,5,5280,297,10624,1065,7,11991,269,8875,860,20,10026,403,8725,687,7,9821,559,7951,514,8,9031,701,6133,336,8,7177,804,2926,237,3,3966,593,740,97,0,1435,4977,67318,5208,84,77582,40,4070,220,0,4325,379,8248,491,3,9123,154,4028,218,16,4421,130,4704,250,7,5087,268,10831,593,18,11711,331,9557,550,10,10449,500,9379,478,11,10363,681,8687,349,9,9734,874,7024,355,18,8268,1237,3507,288,6,5036,1280,876,164,0,2322,5872,70919,3955,90,80833,134,8316,457,4,8907,1129,16480,1015,8,18632,453,8232,466,25,9181,340,9374,647,12,10369,561,21453,1661,30,23703,596,18437,1411,28,20471,903,18101,1166,19,20185,1236,16638,861,21,18765,1576,13157,690,22,15445,2041,6431,525,11,9008,1874,1616,264,0,3756,10848,138237,9160,179,158416
CED211,77,4603,130,0,4812,641,9492,323,0,10448,221,4672,143,5,5037,134,4615,155,0,4912,246,9504,369,20,10137,239,10910,373,13,11536,277,10093,349,21,10742,414,8529,253,18,9213,586,6308,212,36,7144,739,3501,217,11,4467,752,839,181,4,1770,4335,73057,2700,125,80220,50,4341,134,5,4534,355,9302,293,4,9955,120,4302,106,0,4532,118,4207,120,4,4448,233,9887,325,15,10465,254,11758,402,12,12434,418,10896,283,17,11609,544,9293,266,54,10156,804,7594,240,45,8686,1254,4208,305,10,5779,1518,1116,439,3,3077,5674,76915,2914,166,85671,130,8944,264,5,9342,993,18799,612,9,20403,343,8965,248,9,9569,259,8816,279,13,9364,477,19395,695,34,20603,498,22668,776,26,23973,695,20993,630,33,22351,952,17825,516,72,19361,1391,13903,453,82,15826,1995,7707,523,20,10246,2271,1955,618,4,4849,10008,149975,5616,294,165891
