CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
CED134,10,10,30,48,80,154,239,205,146,919,17,8,18,50,199,491,622,401,159,1955,273,1208,1561,1263,1269,1289,704,309,187,8066,4,0,8,29,90,143,180,188,88,725,440,377,669,686,917,1104,823,496,310,5811,11062,4955,6260,4947,4476,4232,2586,1148,332,40003,2445,1307,1442,1329,1341,1348,1027,741,417,11389,15283,8397,10705,9069,9395,10569,8419,5315,2310,79471,37,110,288,646,1669,3842,4857,3466,1445,16373,2813,1773,2170,1882,1832,2238,1929,948,302,15890,34,34,88,195,443,1015,1498,1088,337,4739,0,0,13,3,17,66,190,474,501,1264,55,110,266,511,1188,2231,2608,1705,442,9109,52,51,99,190,565,1534,2311,1903,901,7606,23,31,56,91,164,332,506,419,251,1868,42,26,58,96,328,905,1276,815,313,3846,665,1835,2343,2062,2145,2200,1303,547,272,13374,11,8,17,50,176,315,467,447,191,1680,1118,694,1059,1177,1610,2100,1618,891,476,10745,22104,10606,12914,10047,9375,8670,5249,2230,586,81783
CED135,11,4,32,46,71,101,108,117,83,583,12,6,16,30,94,193,285,222,86,943,140,906,1204,958,979,854,500,267,171,5979,0,5,12,9,44,76,119,153,71,495,399,464,816,983,1036,1238,1071,659,343,7012,15983,8374,15738,12407,6842,4869,2568,889,229,67902,1674,965,1652,1401,845,749,530,368,249,8434,18798,11136,20114,16761,10956,9584,6860,3824,1642,99686,13,61,265,525,1143,2104,2561,2030,925,9622,1634,1477,1692,1562,1213,1091,844,496,162,10163,28,38,98,212,390,715,912,691,253,3329,0,4,4,5,19,58,127,359,384,963,37,82,370,1070,1425,2328,2455,1426,431,9640,46,49,87,219,436,1075,1575,1304,641,5440,38,16,78,123,154,246,271,273,170,1364,25,13,36,62,167,379,565,439,201,1883,314,1344,1994,1684,1707,1486,862,432,234,10059,4,5,15,46,95,208,303,314,154,1146,1023,862,1400,1884,1919,2320,1930,1061,531,12930,32280,18446,32790,27012,13754,9681,4942,1770,447,141114
CED136,7,22,38,67,109,150,263,311,165,1132,39,24,33,69,229,495,756,554,171,2370,632,2189,2738,2241,2141,1884,1189,552,233,13802,13,12,20,37,93,155,249,254,143,973,744,694,1128,1171,1286,1615,1340,701,339,9028,12747,5669,6414,5731,5273,4441,3001,1260,292,44833,1437,736,779,748,698,655,608,431,280,6361,16725,9779,11617,10773,10804,11057,10192,5942,2224,89122,39,129,508,1063,2245,4616,6433,4377,1494,20899,3344,2179,2716,2513,2283,2121,2121,1053,315,18661,42,36,117,229,576,1196,1962,1423,424,6006,0,0,6,19,25,91,224,530,462,1351,76,149,339,606,1350,2326,3153,2064,508,10577,71,74,125,232,622,1586,2836,2386,991,8924,42,41,70,107,201,321,573,598,260,2210,63,44,64,134,389,879,1466,1081,313,4446,1356,3426,4222,3644,3494,3155,2118,925,309,22643,16,19,28,61,163,332,582,585,246,2033,1965,1261,1733,1903,2205,2788,2461,1250,492,16064,25337,12631,13447,11951,10804,8697,5751,2456,505,91586
CED137,5,8,32,46,48,83,95,115,91,518,6,4,16,26,54,132,194,191,107,733,99,924,1346,872,781,684,481,319,236,5739,4,4,8,17,33,51,101,140,119,472,332,456,965,883,944,1246,1063,775,505,7169,12619,9618,17520,11673,8350,6230,3433,1249,365,71058,865,779,1457,980,713,685,499,377,405,6758,14380,12163,22008,15290,12027,10791,7887,4571,2457,101576,23,59,229,392,945,1884,2680,2287,1316,9818,1180,1264,2010,1669,1184,1006,822,485,214,9837,29,30,118,240,446,880,1111,854,357,4067,0,5,0,5,13,19,103,401,628,1169,37,75,239,534,859,1639,2021,1480,613,7485,35,49,80,166,340,864,1491,1442,964,5422,18,22,58,103,113,168,265,251,204,1218,18,18,31,58,94,246,402,385,214,1465,220,1384,2154,1521,1355,1164,763,485,326,9374,6,9,12,34,73,160,272,314,230,1115,862,799,1588,1595,1685,2159,1875,1283,754,12600,25122,20125,35961,23943,15907,11825,6392,2398,680,142346
CED138,4,5,25,46,67,114,239,267,239,1008,12,8,15,36,138,447,756,622,280,2312,340,1135,1171,1383,1491,1620,1171,505,343,9152,0,5,12,23,47,116,223,321,237,989,408,379,548,870,1079,1567,1464,864,624,7806,10635,5030,6021,6668,6631,6280,4536,1787,532,48137,1417,811,936,1071,1074,1077,903,614,412,8314,13332,7724,9133,10714,11439,12782,12013,6992,3516,87656,23,54,206,641,1473,3723,5729,4180,1992,18029,1574,1128,1295,1731,1764,1872,1999,1156,403,12936,28,35,59,208,530,1215,2140,1537,657,6407,5,0,4,3,21,64,234,663,795,1797,50,76,119,220,575,1134,2021,1635,583,6409,36,37,55,129,360,1183,2603,2585,1443,8442,16,26,37,72,121,209,486,542,394,1904,32,20,41,79,263,837,1484,1202,521,4467,740,1789,1855,2281,2549,2806,2047,928,500,15497,7,9,29,37,107,289,545,694,400,2118,1012,715,869,1379,1808,2679,2719,1550,977,13701,21480,10543,11650,12965,12685,11803,8731,3398,930,94192
CED139,14,19,30,42,94,152,245,243,160,997,15,15,33,68,208,492,691,504,203,2229,383,1695,1756,1520,1495,1371,860,399,272,9740,0,8,15,33,58,139,195,211,171,833,542,554,756,813,996,1125,994,576,385,6732,11920,6255,5880,5268,4906,4456,2947,1370,415,43416,1534,978,830,792,841,868,684,514,267,7309,15355,10100,9804,9170,9563,10389,9120,5680,2746,81934,33,123,345,743,1837,4025,5375,3849,1778,18092,2662,2211,2213,2096,1991,2384,2213,1233,420,17421,43,40,74,201,459,1071,1785,1321,522,5514,0,0,0,8,11,59,215,527,667,1492,69,144,249,449,1024,1926,2732,1721,540,8852,53,62,95,160,425,1260,2262,2004,1020,7330,36,41,56,89,169,298,518,467,263,1950,36,38,54,122,339,862,1383,1058,366,4261,883,2553,2680,2406,2503,2425,1619,702,377,16138,9,11,32,60,113,310,523,495,302,1848,1390,961,1191,1341,1729,2106,1885,1062,583,12237,23768,13420,12385,10745,10051,8934,5742,2577,741,88375
CED140,6,5,25,35,63,101,201,254,181,872,3,14,22,41,131,414,647,544,230,2046,328,1367,1503,1477,1541,1420,943,474,322,9378,0,0,13,24,56,125,192,257,200,871,417,504,646,880,1059,1424,1339,790,557,7618,10249,5147,4790,5920,5782,5004,3441,1475,458,42272,975,559,567,651,660,710,647,483,322,5579,12613,7958,7901,9648,10248,10873,9953,6267,3094,78564,25,71,245,621,1532,3298,4850,3990,1788,16430,1839,1495,1626,1846,1871,1872,1680,1106,360,13692,18,38,64,202,496,1156,1837,1539,568,5921,3,4,5,4,12,64,228,618,881,1820,52,107,151,340,781,1618,2296,1768,572,7671,40,45,49,117,408,1169,2235,2291,1164,7508,29,23,36,76,125,226,432,531,302,1783,18,21,41,76,234,711,1132,1048,407,3688,677,2165,2361,2378,2535,2347,1578,823,444,15312,11,8,22,44,117,294,484,568,349,1901,1102,950,1025,1397,1807,2481,2300,1379,771,13208,20810,11062,10038,11819,11730,9696,6406,2782,777,85128
CED141,9,8,22,45,82,137,228,306,195,1035,17,15,16,65,146,422,676,590,194,2126,409,1703,1754,1754,1707,1544,1090,538,308,10805,7,4,8,29,73,117,216,251,172,884,493,569,732,901,1095,1402,1280,805,515,7781,10232,4878,4928,5357,5222,4411,2870,1284,351,39530,1054,557,567,556,589,607,562,400,222,5111,13081,8021,8440,9337,9841,10229,9483,6201,2606,77231,23,75,289,678,1787,3675,5537,4535,1902,18495,2504,1753,1861,2013,1888,1867,1835,1146,358,15233,31,30,79,207,532,1072,1777,1531,499,5755,0,0,0,3,10,55,200,618,618,1509,50,116,171,390,885,1705,2638,2030,618,8593,55,44,67,150,512,1302,2401,2507,1197,8232,27,24,52,82,145,276,486,585,335,2014,42,34,33,86,286,738,1244,1135,396,3992,883,2663,2749,2814,2850,2650,1844,921,386,17764,3,13,16,50,130,290,492,586,295,1884,1270,1034,1165,1417,1855,2437,2261,1399,746,13576,20706,10868,10322,10899,10650,8643,5370,2374,580,80409
CED142,6,8,38,42,59,70,80,81,54,438,6,15,41,34,69,173,234,150,65,782,101,1777,3494,1693,1040,857,464,179,76,9686,0,6,16,20,39,43,75,86,55,338,161,654,1829,1239,881,960,814,432,219,7191,6606,9505,23218,12011,5973,4024,2212,775,177,64501,647,1342,2739,1530,889,722,507,302,188,8859,7766,13653,32333,17260,9605,7818,5555,2756,1048,97797,16,79,452,586,1020,1731,2083,1407,525,7904,652,1687,4295,2620,1533,1206,785,364,123,13265,6,33,204,316,531,834,987,635,169,3717,0,3,3,8,25,41,103,208,212,606,13,76,277,404,648,1015,1206,749,211,4608,15,46,141,170,364,787,1194,883,408,4020,18,26,82,90,147,186,220,200,111,1079,14,27,71,92,183,425,511,318,111,1747,219,2508,5724,3265,2284,1811,954,319,114,17201,6,11,28,56,91,150,229,207,106,879,436,1022,3030,2483,2156,2171,1625,802,328,14057,13383,19357,49113,27181,13724,8821,4485,1515,331,137907
CED143,11,8,14,23,41,53,56,93,65,348,5,9,7,18,46,96,213,290,128,817,123,1133,1104,931,916,638,399,267,205,5716,3,0,5,18,26,45,84,128,136,447,296,446,616,675,842,890,804,568,336,5477,11486,5461,7603,8451,8131,5399,3132,1497,390,51563,612,410,551,576,647,500,324,269,209,4092,12984,7783,10377,11416,11719,8968,6739,4584,2153,76723,11,41,168,381,885,1642,2308,2265,1093,8791,1273,1166,1373,1564,1460,1205,917,583,227,9780,21,38,88,213,526,837,1140,1096,470,4432,0,0,4,0,7,30,98,353,527,1028,40,63,90,173,361,665,987,841,303,3517,34,35,38,90,303,743,1238,1416,905,4790,22,21,34,48,82,117,153,217,157,850,19,14,18,44,93,179,366,483,235,1450,285,1613,1632,1485,1507,1130,656,422,291,9016,16,3,11,36,76,107,200,291,249,987,777,738,923,1057,1398,1572,1403,970,523,9354,22980,11710,14931,16374,15951,10521,5662,2650,699,101483
CED144,3,13,26,38,72,124,176,169,131,761,3,5,15,32,69,151,222,203,145,844,125,757,962,808,900,853,542,434,303,5680,3,5,6,19,33,91,112,182,121,578,331,432,716,792,1060,1338,1189,885,637,7387,14081,8502,10514,8890,7230,5167,2656,1058,337,58429,1495,950,1206,1066,973,797,509,339,240,7573,16614,11151,13884,12471,11438,10170,7300,4421,2404,89850,20,47,215,476,1141,2299,2729,2350,1371,10654,1697,1495,1341,1298,1149,1003,793,545,241,9560,16,33,70,178,387,708,929,747,313,3380,0,0,3,3,19,58,196,528,758,1561,35,86,223,764,1368,2595,2751,1862,719,10394,44,41,87,188,442,1030,1584,1465,860,5745,19,19,49,91,158,258,408,368,233,1604,22,15,29,62,130,320,526,467,279,1854,294,1154,1526,1337,1472,1444,926,639,438,9230,5,5,13,35,81,219,338,393,237,1321,961,822,1206,1388,1842,2431,2116,1505,995,13269,28573,18043,22978,18681,14581,10464,5249,2145,646,121357
CED145,9,10,17,13,33,42,69,109,62,366,3,5,15,16,38,79,199,237,104,698,133,821,1469,934,674,494,367,256,148,5298,0,0,3,6,20,39,81,120,84,363,236,344,746,696,685,711,785,590,427,5219,9125,4919,11292,8286,6694,4429,2905,1393,413,49462,656,453,1147,777,598,470,398,420,474,5398,10518,6809,15419,11405,9568,7376,6300,4339,2363,74093,23,58,206,360,700,1379,2079,1938,1049,7780,926,820,1991,1473,1182,966,804,504,178,8836,24,26,100,218,441,737,1095,872,356,3871,0,3,0,0,6,24,105,398,557,1096,35,58,108,135,290,561,932,807,329,3252,17,28,45,85,244,601,1171,1247,776,4211,24,15,25,48,91,95,199,239,132,869,13,17,23,37,73,173,360,392,192,1291,242,1182,2172,1575,1195,916,641,410,225,8543,0,6,14,22,53,105,213,256,169,832,538,569,1130,1102,1203,1337,1374,1013,614,8883,18285,9782,21574,16614,13147,8682,5361,2459,716,96616
CED146,22,14,35,74,94,157,170,178,81,826,12,9,18,37,130,259,256,209,91,1013,193,862,937,930,1060,1038,505,290,188,6006,0,0,15,30,78,140,153,156,106,681,537,534,733,1065,1283,1627,1136,622,328,7870,18156,10522,10460,10476,7832,5149,2246,675,178,65691,1983,1060,1092,1190,1004,729,476,262,165,7961,21795,13725,14104,14847,12957,11079,7020,3362,1371,100264,30,93,279,697,1689,3141,3319,2153,868,12276,2520,2048,1878,1672,1472,1445,1011,486,188,12719,35,41,98,188,425,762,880,583,192,3206,0,3,6,11,34,57,156,382,362,1010,59,168,310,919,1880,3382,3095,1591,412,11817,77,59,72,231,615,1443,1705,1276,520,6002,51,34,56,129,203,365,406,325,150,1718,37,14,36,84,219,510,515,417,182,2018,473,1384,1519,1530,1704,1710,860,475,257,9922,3,8,24,60,151,337,440,385,190,1606,1433,1107,1230,1823,2325,2950,2068,1080,477,14496,36663,21903,20403,20791,15788,10559,4625,1395,319,132457
CED147,24,13,41,43,96,147,247,283,147,1036,18,28,21,61,187,470,649,562,170,2157,375,1668,1938,1753,1719,1538,998,539,231,10778,0,3,18,34,77,159,220,269,145,929,552,605,822,1000,1226,1507,1394,805,439,8343,12125,6103,6074,6017,5786,4734,3232,1464,322,45848,1236,722,688,688,756,683,587,509,385,6245,15196,9617,10097,10308,10915,11024,10058,6519,2610,86345,38,119,387,855,2064,4020,5687,4522,1674,19363,2555,1875,2071,2090,1885,1805,1677,1059,301,15314,35,52,106,219,515,1117,1751,1501,515,5805,6,6,3,3,17,62,182,518,556,1355,64,134,247,474,1138,2122,2823,2058,581,9643,62,35,83,153,498,1259,2298,2238,972,7588,40,39,66,81,174,289,509,571,269,2033,36,36,50,112,302,839,1229,1082,358,4042,811,2624,2951,2843,2830,2564,1647,844,332,17439,11,11,28,57,139,299,507,593,282,1924,1443,1178,1294,1637,2113,2563,2406,1393,677,14712,24275,13139,12729,12323,11766,9542,6183,2783,619,93363
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,0,0,0,28
CED201,7,11,25,29,65,97,124,140,126,629,16,9,19,46,85,219,330,319,150,1190,278,1343,1628,1361,1369,1119,746,421,311,8574,0,9,11,38,66,99,135,196,164,715,444,570,817,972,1284,1357,1239,797,526,8000,10967,6223,6651,7588,6652,5236,2986,1068,306,47687,788,523,534,572,545,543,415,285,175,4382,13071,9085,10178,11420,11171,10594,8330,4798,2217,80868,18,72,250,574,1431,2755,3695,3008,1316,13116,1811,1683,2068,2134,1924,1730,1527,868,315,14063,32,37,76,186,492,961,1457,1011,390,4650,0,0,3,4,11,25,135,443,587,1215,40,107,224,496,1145,1966,2416,1549,551,8490,48,32,75,153,460,1114,1798,1723,918,6319,17,27,46,62,127,228,318,305,217,1355,26,21,43,90,153,429,641,658,276,2335,589,2063,2529,2224,2228,1805,1184,705,439,13759,10,9,12,59,121,227,376,444,276,1524,1190,1079,1296,1636,2080,2374,2161,1320,775,13913,22208,13597,13884,15320,13146,10279,5720,2064,529,96744
CED202,7,17,20,42,57,121,170,147,103,686,13,18,26,77,215,383,607,450,181,1969,427,1746,2240,2014,1896,1559,1019,409,226,11528,7,5,7,26,88,125,200,192,142,784,575,685,1043,1038,1296,1407,1197,621,394,8253,10482,5197,5126,5259,5048,4307,2793,1053,304,39565,1209,795,721,694,761,647,572,358,218,5983,13612,8855,9526,9757,10148,10002,8772,4716,2229,77606,32,121,436,847,1853,3378,4743,3164,1340,15912,2541,2066,2411,2376,2145,2015,1811,935,326,16629,23,39,100,233,518,1093,1658,1148,426,5241,5,10,3,9,13,51,163,383,472,1102,58,125,243,487,967,1660,2231,1396,465,7631,58,57,104,172,514,1232,2207,1823,897,7066,28,27,53,80,122,229,359,303,183,1383,24,33,62,133,382,704,1186,890,334,3730,958,2717,3499,3196,3125,2660,1753,702,319,18926,14,18,23,59,162,290,484,443,251,1745,1403,1216,1571,1697,2150,2467,2088,1123,587,14290,21055,11237,11159,10663,10203,8470,5448,1969,511,80711
CED203,18,21,16,37,86,127,190,210,132,847,21,17,27,63,142,356,504,412,154,1697,395,1736,2194,1896,1848,1712,1048,498,288,11615,3,5,19,31,65,124,205,206,138,794,535,623,893,1031,1238,1361,1279,686,482,8133,10390,5003,5210,5183,4927,4351,2858,1080,325,39318,1241,718,747,751,763,790,588,488,369,6464,13298,8435,9465,9527,9852,10494,9178,5229,2456,77928,38,109,350,839,1852,3921,5281,3747,1542,17683,2156,1791,2209,2084,1911,2085,1882,1035,344,15500,33,40,74,208,500,1079,1715,1403,487,5536,6,0,7,8,23,55,178,388,544,1204,54,101,234,434,871,1547,2227,1413,486,7360,53,47,89,162,418,1164,2191,1968,1059,7157,43,40,47,70,145,248,406,445,249,1691,39,29,52,116,251,669,997,811,303,3267,842,2661,3339,3044,3065,2808,1787,811,410,18768,16,19,27,53,118,275,480,473,267,1733,1337,1090,1424,1648,2062,2403,2263,1168,708,14108,20919,10794,10828,10449,10023,8508,5639,2118,559,79835
CED204,12,11,28,63,99,125,174,160,133,799,16,21,13,57,119,232,324,246,114,1142,248,1184,1359,1199,1448,1300,727,448,287,8201,5,7,14,31,64,130,188,207,155,806,426,571,796,959,1264,1436,1136,709,494,7791,13505,7958,8859,8329,6388,4902,2614,980,265,53813,1374,872,1061,951,897,735,557,293,199,6937,16237,11083,12679,12368,11522,10782,7785,4220,2030,88700,18,88,253,631,1561,3010,3442,2515,1215,12735,2007,1802,1890,1827,1790,1696,1356,705,272,13344,35,46,83,178,477,855,1117,802,332,3920,3,4,4,0,19,54,159,492,552,1291,49,107,304,778,1615,2712,2877,1686,599,10719,53,51,79,176,523,1332,1886,1548,771,6418,40,34,54,125,191,259,415,358,215,1683,32,30,34,103,227,440,611,532,211,2230,531,1818,2197,2057,2357,2158,1236,729,432,13511,11,13,23,56,141,311,437,441,269,1702,1135,1065,1290,1638,2228,2597,2035,1271,769,14037,27288,17160,19299,17326,13399,10082,5212,1917,480,112170
CED205,18,26,43,59,109,139,172,140,71,774,23,11,30,38,123,185,263,179,58,900,222,948,1197,1105,1291,1108,541,277,134,6828,0,4,13,29,59,76,142,108,53,488,575,506,784,1064,1366,1430,931,503,189,7356,18168,9180,12139,10157,5934,3661,1589,463,108,61401,1831,973,1231,1163,850,680,397,198,87,7412,21563,12284,16281,14613,10925,8888,5513,2589,897,93561,24,117,351,804,1746,2888,2742,1589,565,10819,2273,1890,2053,1803,1563,1391,984,459,140,12552,29,40,90,179,378,710,771,488,129,2816,6,3,6,14,25,73,158,282,232,793,63,125,358,956,1781,2792,2492,1276,301,10154,88,50,89,219,582,1309,1384,974,365,5069,47,42,75,121,211,324,393,275,126,1604,42,23,55,81,191,428,517,356,118,1807,481,1425,1919,1868,2035,1866,903,435,200,11120,16,8,22,46,124,250,365,282,117,1234,1453,1029,1360,1846,2396,2678,1665,873,289,13594,36757,19221,24480,21215,12243,7693,3252,987,210,126061
CED206,10,9,24,37,64,103,139,144,79,600,13,6,24,43,121,275,403,332,113,1325,432,1562,1839,1847,1654,1330,773,368,189,10002,0,4,25,23,56,99,156,181,103,642,528,590,936,1078,1266,1342,1250,646,285,7924,11319,5595,5791,6140,5983,4690,2834,1046,248,43654,978,628,594,634,693,642,447,260,108,4981,13952,8767,9686,10522,11024,10295,8322,4374,1575,78522,41,84,298,716,1728,3345,4329,2964,1016,14527,2032,1710,2141,2358,2160,1806,1591,840,210,14851,29,35,102,189,537,1007,1535,1096,324,4855,8,7,3,3,11,38,128,338,331,866,47,117,198,377,836,1518,1933,1282,345,6651,67,52,90,143,394,1078,1895,1635,703,6053,27,31,52,66,124,212,324,312,146,1292,30,23,40,80,211,519,798,661,231,2593,845,2420,2804,2881,2678,2211,1335,582,249,16008,13,15,37,42,121,224,386,439,191,1462,1271,1144,1466,1696,2084,2408,2143,1134,439,13779,23170,12211,12302,12632,12386,9537,5499,2031,446,90214
CED207,3,13,17,33,62,76,118,200,178,709,10,5,6,14,68,121,239,349,198,1008,174,1482,1115,836,1042,813,629,565,495,7155,4,6,9,9,31,60,130,245,264,755,363,664,660,749,1155,1268,1279,1142,863,8144,11982,9322,9324,9641,8221,5839,3607,1862,590,60385,662,762,786,569,629,541,446,363,295,5041,13721,12673,12313,12481,12276,10306,8733,6929,3765,93191,7,77,156,326,1004,1887,2963,3639,2233,12295,1487,1887,1585,1489,1447,1258,1166,1048,529,11903,17,56,60,160,465,802,1290,1388,734,4969,0,4,3,5,12,39,171,620,897,1752,39,92,171,451,975,1657,2285,1992,898,8568,48,35,51,129,378,920,1645,2230,1582,7028,20,24,44,71,130,174,294,428,341,1525,13,16,24,34,119,236,458,664,380,1940,358,2261,1895,1444,1697,1394,1005,852,708,11612,4,18,18,26,71,153,327,508,462,1582,915,1227,1180,1376,1989,2287,2185,1912,1316,14387,24065,20318,20151,18594,15887,11224,6667,3359,1093,121359
CED208,8,9,29,43,60,85,113,156,115,608,6,13,19,43,91,203,223,220,113,920,196,1502,3158,2021,1426,1129,607,486,281,10802,7,0,12,24,39,87,131,161,152,611,355,567,1343,1190,1133,1202,910,724,511,7946,9608,5448,9234,7981,6479,4056,1990,931,331,46055,732,596,889,729,750,487,376,286,249,5097,11377,8359,15128,12719,10909,8333,5850,4279,2441,79403,21,73,307,556,1208,2181,2695,2625,1520,11183,1344,1534,2974,2473,1794,1251,898,616,286,13180,21,25,139,248,471,763,862,726,351,3597,0,0,0,8,10,41,111,444,585,1196,29,55,216,404,755,1328,1659,1455,647,6555,46,35,78,116,406,766,1175,1339,866,4826,25,10,52,81,123,193,227,297,225,1234,11,21,40,70,175,345,455,424,226,1777,408,2165,4772,3348,2483,1881,1044,694,410,17209,6,6,23,46,110,185,278,353,267,1270,882,945,2067,1886,2010,2125,1603,1146,778,13438,19427,11718,19352,16410,13032,7985,3889,1782,593,94182
