CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
CED407,16,16,26,35,60,116,159,188,137,767,16,13,19,43,137,321,465,415,152,1570,315,1488,1746,1636,1581,1363,932,527,322,9916,9,9,14,25,43,111,170,234,161,778,615,643,856,1152,1354,1490,1339,817,471,8741,12422,6804,7570,7475,5827,4658,2997,1258,276,49289,884,599,630,709,605,518,384,322,196,4851,14973,10016,11414,11907,10914,10442,9155,5725,2270,86813,22,103,355,781,1920,3478,4789,3907,1556,16917,2066,1856,2241,2299,2069,1810,1691,1038,318,15391,12,36,75,222,485,992,1559,1247,462,5096,0,8,6,11,10,54,193,593,639,1500,61,117,295,768,1434,2318,3013,1991,638,10647,52,49,94,181,571,1324,2192,2130,1015,7606,43,35,55,83,138,238,349,380,239,1564,50,31,44,91,264,559,896,856,304,3095,637,2255,2804,2760,2681,2197,1571,838,456,16198,9,14,20,47,98,250,420,486,298,1643,1615,1180,1385,1906,2315,2599,2346,1398,750,15494,25192,15211,16008,15505,12145,9181,5575,2304,522,101643
CED408,13,11,21,42,59,86,150,164,110,655,12,14,14,44,122,327,591,470,187,1783,313,1409,1591,1719,1796,1639,1158,543,268,10436,3,4,9,17,58,117,216,250,156,832,542,596,774,1044,1396,1649,1657,854,431,8930,11925,5720,4789,6158,6614,5948,4479,1699,375,47724,986,556,507,600,686,703,668,379,183,5261,14479,8698,8107,10307,11876,12509,12436,6591,2499,87497,27,100,290,778,1889,3940,6155,4418,1681,19282,2010,1629,1758,2084,2189,2186,2250,1169,356,15622,33,43,81,236,572,1315,2217,1599,492,6591,0,0,0,0,11,49,216,577,667,1529,55,104,162,374,911,1793,2757,1894,574,8620,54,54,83,132,445,1393,2815,2599,1205,8786,25,23,38,75,111,210,371,353,197,1410,40,33,41,71,216,618,1129,952,377,3484,621,2226,2457,2643,2989,2759,2103,976,386,17155,7,11,13,33,129,274,544,581,295,1899,1362,1058,1207,1672,2312,2947,2975,1545,667,15743,23887,12282,9924,12166,13315,11676,8673,3387,676,95995
CED409,12,27,63,57,102,135,203,193,130,927,23,17,37,92,301,607,682,490,197,2444,571,2099,2947,2304,2252,1984,1026,506,292,13983,11,0,20,33,104,159,195,200,129,855,861,696,1301,1393,1565,1787,1133,709,440,9874,15419,7433,8193,6614,5022,3876,2042,809,231,49636,1731,988,1047,846,796,679,502,351,230,7182,19686,11868,14224,12170,11144,10989,7768,4684,2084,94626,44,160,625,1286,2650,4789,4815,3459,1459,19301,3228,2608,3320,2970,2561,2721,1975,1084,357,20811,27,41,112,239,567,1123,1389,970,382,4851,0,9,8,12,34,88,270,560,609,1590,68,198,468,1035,1919,3234,3245,1913,645,12730,82,84,164,257,773,1623,2172,1770,913,7839,46,56,97,112,186,315,411,393,215,1824,64,51,78,170,514,1134,1306,947,331,4590,1133,3307,4616,3815,3697,3378,1823,816,399,22981,13,10,30,85,198,397,484,427,235,1876,2220,1425,2114,2321,2693,3206,2062,1143,645,17830,30660,16103,17141,13990,10826,8097,4024,1516,468,102838
CED410,20,17,29,33,45,70,134,173,143,661,24,10,14,44,89,209,413,421,249,1462,240,1368,1594,1330,1387,1222,891,645,503,9175,5,3,9,11,48,85,184,249,225,809,491,658,886,1017,1252,1391,1496,1089,677,8950,12876,7684,8834,9168,7635,6041,4023,1867,601,58728,689,549,518,562,620,497,434,441,346,4654,14842,10658,12231,12886,12220,11348,10354,7450,4004,95995,22,85,265,504,1350,2698,4403,4295,2447,16065,1532,1671,1751,1779,1740,1510,1591,1112,498,13174,30,46,71,219,522,1025,1713,1523,707,5869,0,0,3,5,18,53,222,692,1089,2089,37,105,205,545,1063,1713,2388,2080,842,8981,42,53,64,131,458,1170,2133,2468,1649,8161,38,33,58,65,106,180,305,394,267,1440,39,28,32,71,155,413,759,804,445,2745,430,2119,2562,2257,2451,2110,1495,1012,681,15112,10,3,16,25,95,220,425,544,411,1749,1148,1176,1395,1711,2227,2483,2543,1818,1018,15515,26001,16772,18071,18140,15001,11566,7373,3471,1060,117444
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,18
CED501,12,11,29,58,71,125,166,156,80,698,25,22,28,58,187,384,494,406,120,1720,501,1800,2461,2139,1811,1339,685,289,147,11166,0,4,9,25,77,126,157,163,82,641,704,697,1034,1223,1343,1338,936,548,238,8062,15426,6877,7866,7869,6254,4197,2183,812,202,51691,1583,875,919,877,783,563,410,327,226,6558,19251,10686,12988,13068,11637,9610,6927,3887,1447,89491,35,142,454,1020,2090,3363,3688,2677,930,14395,2874,1875,2389,2335,1976,1596,1177,640,173,15027,42,40,123,267,603,1018,1264,921,298,4575,0,0,0,9,15,61,136,344,268,833,62,126,304,633,1340,2052,2140,1300,369,8329,55,41,88,187,535,1218,1707,1564,587,5986,31,24,60,97,148,247,321,334,174,1435,54,32,65,112,320,714,948,818,259,3328,1093,2748,3726,3330,2879,2205,1161,517,190,17859,4,7,25,47,131,281,383,385,157,1429,1836,1253,1642,1893,2237,2323,1651,958,388,14182,31147,14969,15828,15615,12539,8406,4183,1555,366,104606
CED502,14,24,34,56,72,121,171,139,75,710,27,6,35,66,181,382,517,323,107,1653,359,1554,2020,1685,1423,1231,679,262,102,9311,9,4,8,52,71,97,186,149,73,646,693,616,949,1212,1163,1237,929,514,205,7524,16338,7239,9359,9520,5713,3807,2324,744,202,55243,1641,884,969,969,728,561,427,310,222,6703,19875,10730,13839,14509,10533,9005,7169,3678,1446,90779,34,104,390,850,1715,2833,3552,2355,848,12676,2353,1746,2164,2221,1785,1548,1286,598,161,13867,33,48,113,238,443,805,1183,773,228,3862,4,6,7,8,10,44,128,319,275,800,67,126,329,977,1667,2379,2608,1311,395,9857,48,40,98,255,564,1242,1844,1377,571,6035,52,33,62,111,140,226,365,320,144,1452,51,24,55,128,318,671,981,659,218,3110,804,2385,3099,2765,2354,1956,1112,437,148,15051,12,6,22,75,135,217,407,364,140,1377,1736,1143,1499,2041,2115,2172,1653,871,335,13563,33062,15438,18487,19675,12066,7748,4460,1524,349,112807
CED503,12,13,18,38,57,82,202,224,98,748,29,11,21,55,135,354,579,512,187,1871,310,1321,1728,1554,1448,1340,888,397,182,9169,3,7,10,19,67,124,198,236,133,801,542,495,706,908,1076,1259,1192,694,329,7192,12153,5583,5633,5891,5542,4724,3258,1288,279,44350,1234,669,591,649,718,651,536,444,326,5811,14983,8418,9097,9688,10069,10234,9447,5539,2094,79586,29,114,292,707,1635,3300,5064,3885,1389,16410,1990,1373,1602,1708,1611,1640,1583,931,256,12688,32,30,85,234,494,1097,1794,1456,434,5656,0,0,3,5,8,45,186,412,378,1050,57,124,184,436,954,1743,2528,1720,497,8241,41,39,72,133,438,1173,2363,2154,905,7318,26,21,26,62,106,185,409,489,228,1554,46,20,38,92,224,636,1176,1058,359,3661,714,2019,2554,2424,2335,2182,1576,732,265,14804,7,11,20,58,132,255,493,558,262,1787,1390,932,1071,1425,1792,2181,2161,1266,511,12728,24062,11575,10900,11365,10801,9226,6193,2540,541,87208
CED504,16,21,29,43,86,112,161,180,105,743,14,6,25,50,130,349,462,373,133,1534,303,1319,1666,1466,1327,1260,767,364,187,8652,3,0,14,19,66,117,169,205,133,736,513,543,785,994,1129,1419,1199,708,386,7675,13124,7401,9359,8451,6552,5090,3173,1211,290,54649,1291,762,887,861,733,654,503,318,109,6127,15800,10445,13242,12566,11171,10765,9011,4994,1892,89887,21,88,311,638,1441,2988,4072,2967,1210,13745,1688,1582,1875,1890,1722,1669,1444,786,237,12891,37,34,103,210,437,934,1392,1009,325,4473,0,3,8,7,22,58,173,526,523,1324,36,88,243,620,1286,2324,3099,1828,504,10020,42,39,66,158,508,1254,2091,1770,742,6676,43,28,47,93,157,249,395,375,192,1585,35,17,62,101,247,630,929,759,257,3026,598,2044,2636,2434,2220,2047,1274,603,273,14126,9,9,20,43,138,289,427,457,239,1621,1231,1031,1310,1676,1948,2517,2150,1237,604,13702,26761,15728,19149,17096,13222,10144,6013,2391,528,111038
CED505,13,8,16,29,51,58,109,99,111,491,19,7,14,24,79,166,320,358,230,1220,247,1591,1624,1260,1094,940,628,379,275,8032,11,4,12,9,36,54,113,177,182,596,461,636,764,818,956,1085,1049,810,601,7178,12526,7625,8249,8753,7934,5446,3576,1702,547,56360,802,706,752,697,620,535,541,446,363,5450,14572,10993,11898,12268,11843,9810,8441,5801,3210,88847,35,93,260,429,1056,2023,3123,2957,1651,11624,1372,1674,1712,1617,1610,1253,1122,738,334,11429,50,50,106,235,604,1050,1542,1390,657,5687,5,5,0,5,8,44,174,541,837,1613,41,100,129,260,447,819,1267,1131,491,4679,32,36,63,113,322,847,1635,1840,1216,6099,27,26,33,60,99,122,208,264,212,1049,42,28,30,47,127,290,571,640,391,2160,491,2389,2475,2107,1911,1539,1074,635,373,12988,12,13,19,28,79,129,280,435,319,1315,1065,1116,1163,1331,1652,1908,1904,1385,897,12426,25585,15839,16187,16823,15301,10751,6708,3049,869,111119
CED506,13,8,30,63,122,159,243,194,75,909,27,12,21,50,172,420,620,310,81,1709,284,1109,1811,1658,1554,1393,834,275,106,9031,4,3,13,35,94,138,214,161,87,750,559,436,812,987,1226,1469,1188,450,183,7317,15980,7201,10502,9250,7855,7493,4722,1239,213,64457,3245,1953,3007,2517,2452,2393,1703,700,214,18180,20869,11262,17040,15646,15054,16276,12908,4788,1327,115171,41,107,385,843,2085,4450,5961,2873,759,17500,2067,1524,2444,2502,2324,2420,2039,710,170,16198,29,38,102,291,638,1519,2202,1169,258,6243,0,3,11,11,32,75,183,356,325,998,67,158,361,813,1728,2933,3187,1456,323,11039,94,87,137,282,790,1961,2921,1796,548,8612,35,28,74,121,247,364,540,418,151,1984,61,26,49,85,343,864,1356,746,173,3716,623,1719,2804,2730,2709,2538,1645,534,167,15470,12,7,20,68,182,317,551,419,144,1714,1355,820,1343,1730,2188,2722,2387,910,295,13738,32446,15453,23242,22010,19228,16641,10170,2775,432,142407
CED507,7,3,11,38,56,89,137,132,103,584,18,13,13,42,107,303,475,340,135,1457,347,1254,1551,1613,1536,1329,796,340,209,8970,0,4,13,29,53,93,183,183,131,687,499,451,625,851,1015,1278,1021,592,339,6665,11917,4950,5471,6685,6107,4963,3246,1228,291,44861,1286,679,735,761,835,795,643,392,224,6349,14773,7677,8834,10705,10856,10571,8948,4723,2009,79085,40,109,305,821,1802,3384,4461,2921,1236,15086,2142,1311,1500,1834,1688,1576,1486,705,251,12495,27,19,84,221,504,1037,1597,1071,349,4915,0,3,0,8,9,60,185,443,495,1206,49,98,189,380,887,1517,2159,1263,457,7003,38,38,50,127,395,1003,1875,1601,830,5964,25,13,33,70,122,199,293,310,186,1255,43,28,38,73,198,580,948,732,240,2879,742,1924,2355,2520,2497,2223,1449,615,287,14606,0,8,28,33,107,232,423,396,223,1453,1240,878,953,1356,1672,2188,1875,1045,503,11717,24076,10760,10924,12883,12053,9703,6360,2395,531,89690
CED508,14,15,32,42,43,91,100,132,114,569,9,19,17,39,93,230,402,291,120,1219,277,1548,1961,1608,1426,1099,665,327,227,9133,5,7,5,24,39,88,134,145,100,545,519,643,918,1051,1125,1202,965,565,420,7419,12465,6296,8308,8334,6762,4918,2884,988,242,51197,937,678,776,776,724,600,472,299,273,5529,14784,9522,12510,12636,11279,9805,7546,4032,1927,84044,31,112,341,704,1410,2558,3319,2378,1068,11914,1625,1496,1989,1991,1618,1345,1067,562,223,11914,22,31,126,268,491,962,1327,830,298,4344,0,6,0,4,12,47,130,382,475,1056,36,115,193,401,813,1395,1816,1193,449,6411,41,36,65,121,412,1016,1586,1361,752,5395,21,26,49,89,111,196,254,285,195,1227,27,32,31,81,180,429,742,562,220,2305,550,2322,2955,2634,2401,1820,1175,527,324,14700,11,8,16,46,104,198,313,329,178,1200,1246,1131,1456,1678,1957,2041,1711,986,626,12824,25149,13071,16502,16734,13438,9684,5498,1929,469,102477
CED509,18,18,28,48,69,91,115,141,92,619,19,6,20,32,137,264,401,328,114,1327,358,1495,1880,1750,1535,1092,611,309,170,9200,5,0,7,34,59,93,133,164,102,608,589,645,837,1106,1148,1201,964,580,351,7413,14597,6616,7921,7975,6540,4712,2649,1003,249,52273,1136,723,841,845,775,564,441,284,182,5783,17466,9874,12088,12564,11560,9757,7370,4125,1647,86448,40,109,342,793,1657,2732,3373,2517,952,12502,2236,1745,1968,2083,1901,1559,1186,681,200,13564,25,29,95,256,581,937,1251,985,318,4491,0,0,4,6,17,29,130,382,441,1005,58,98,253,602,1203,1701,1976,1282,379,7544,47,50,62,145,475,1043,1694,1546,662,5727,35,28,45,91,139,191,253,298,161,1234,51,22,39,66,234,517,805,677,229,2639,747,2303,2864,2775,2489,1823,1083,519,243,14847,7,7,13,56,123,220,325,391,186,1333,1556,1195,1356,1752,1984,2084,1747,1003,508,13194,29518,14325,15435,15951,12969,9326,5114,1980,461,105068
CED510,14,5,12,26,27,73,100,106,67,436,14,10,6,31,66,214,382,294,147,1167,311,1334,1103,1371,1212,1004,599,287,199,7420,0,6,4,34,36,75,142,143,135,577,522,568,592,874,1059,1324,1277,603,357,7171,12680,6444,5483,7444,7397,6096,3664,1098,271,50580,775,515,467,573,663,551,385,262,179,4365,14914,9267,8015,11146,11801,11333,9151,4247,1905,81781,36,103,203,562,1408,2871,4149,2528,1086,12950,1731,1509,1261,1792,1766,1549,1367,615,204,11793,25,40,63,254,588,1053,1708,1053,346,5127,0,0,0,4,3,49,151,384,511,1112,56,103,97,257,632,1334,1931,1138,371,5928,45,38,48,115,410,1100,2080,1521,695,6046,25,22,23,64,73,163,247,251,139,1007,33,23,26,62,120,360,746,572,230,2168,659,2063,1776,2164,2008,1653,1081,466,281,12149,5,8,12,51,74,173,363,358,228,1281,1280,1054,946,1355,1761,2256,2252,1031,532,12475,25693,14226,11112,14709,14706,11688,7105,2137,477,101853
CED511,13,7,29,37,84,120,162,155,82,699,17,21,12,50,156,401,547,362,144,1710,280,1280,1594,1535,1603,1485,822,384,204,9187,0,5,15,33,67,104,198,212,137,762,466,414,649,823,1080,1338,1033,617,369,6788,12284,5363,6222,6251,6096,5633,3296,1264,332,46737,1931,1172,1435,1412,1427,1399,1002,549,231,10551,15636,8599,10499,10844,11677,12485,9607,5179,2049,86567,34,113,340,802,1991,4091,4954,3223,1247,16789,1928,1581,1909,1975,2028,2081,1640,817,218,14189,25,29,94,205,548,1190,1650,1201,381,5327,0,3,4,12,20,55,169,484,529,1277,47,106,274,525,1266,2231,2629,1611,437,9129,37,38,74,145,571,1479,2322,1806,809,7278,32,15,64,75,171,270,378,334,160,1508,46,32,30,91,265,794,1192,793,273,3514,578,1995,2442,2486,2666,2628,1570,663,297,15318,4,9,20,51,116,254,504,481,240,1676,1164,859,1059,1359,1906,2503,1995,1137,570,12560,24746,12113,14166,13797,13622,12304,7119,2503,647,101022
CED512,12,17,25,39,56,75,112,129,70,546,13,15,16,40,111,255,345,299,94,1195,399,1641,2039,1848,1486,1003,503,249,182,9354,7,4,9,30,59,85,120,141,110,566,659,626,965,1191,1304,1089,790,512,343,7478,16217,7698,8491,8923,7295,4268,2217,777,168,56047,1271,728,757,792,714,503,330,201,84,5381,19441,11139,12866,13716,12359,8878,6066,3369,1260,89095,40,118,377,788,1744,2565,2827,2077,763,11300,2467,1762,2153,2181,1865,1289,913,505,146,13282,41,45,88,226,556,830,1058,780,277,3904,0,6,6,9,9,39,118,369,382,937,79,121,255,590,1165,1593,1684,1063,281,6831,52,45,52,156,515,1064,1440,1245,546,5111,40,29,54,77,110,168,266,261,133,1146,44,29,46,88,225,468,668,544,176,2292,897,2483,3002,2760,2335,1612,828,427,252,14591,15,9,19,53,120,174,266,296,177,1134,1717,1201,1495,1792,2074,1883,1446,845,489,12940,32505,16391,16553,17569,14484,8477,4204,1467,300,111940
CED513,3,14,19,36,58,80,115,143,135,615,16,17,31,35,89,232,351,325,203,1294,185,1776,2758,1846,1421,1116,690,383,278,10450,3,5,12,21,32,91,127,155,180,623,357,670,1273,1186,1128,1228,1039,663,503,8043,10721,6509,12576,9634,6686,4876,2930,1093,405,55434,781,806,1363,962,847,659,527,339,228,6513,12451,9998,18595,14459,11214,9709,7660,4557,2725,91380,7,95,369,620,1280,2361,3140,2454,1514,11849,1064,1474,2784,2351,1718,1445,1117,625,290,12867,25,42,131,299,526,928,1251,968,446,4621,3,3,3,9,23,57,173,488,729,1481,39,90,232,459,827,1360,1753,1305,589,6650,33,43,67,149,435,1018,1563,1532,995,5841,16,26,41,78,120,198,247,333,254,1330,35,30,53,85,200,447,678,622,351,2493,398,2533,4379,3215,2492,1991,1200,626,381,17217,10,7,16,49,84,203,320,386,305,1377,898,1095,1983,1961,2033,2216,1856,1103,778,13927,21652,13415,25639,20186,13812,10062,5586,2089,680,113122
CED514,17,6,23,40,58,90,119,161,119,630,17,7,31,39,118,267,449,389,169,1478,209,1794,2214,1540,1294,1049,627,378,258,9359,6,8,10,28,60,103,145,213,162,725,425,657,1036,1033,1048,1232,1050,623,366,7476,12694,8104,12109,9415,6404,4944,3014,1087,328,58103,1110,921,1290,1005,822,684,499,439,450,7216,14938,11884,17255,13893,10866,9933,8057,4637,2562,94023,30,132,343,708,1299,2580,3419,2555,1345,12412,1304,1785,2285,1954,1615,1495,1256,684,263,12648,25,46,106,284,511,901,1393,950,408,4624,0,0,4,7,12,56,179,486,586,1332,53,117,267,591,1110,1781,2218,1372,509,8023,30,51,80,167,479,1093,1760,1543,965,6167,33,26,56,86,119,196,282,314,207,1310,35,23,64,80,213,508,816,680,284,2697,451,2603,3577,2639,2195,1778,1118,620,378,15361,10,11,17,79,121,264,373,413,264,1544,1022,1154,1692,1762,1821,2188,1926,1067,558,13190,25873,17688,25481,19617,13294,9809,5700,2045,583,120098
CED515,3,15,21,33,52,81,126,131,144,596,14,12,14,21,74,172,350,325,183,1169,280,1453,1136,1160,1066,957,579,347,291,7276,3,0,11,17,44,62,149,193,166,644,503,671,657,911,1119,1294,1305,795,531,7783,14398,8417,6835,9653,8292,6354,4210,1504,495,60162,795,652,617,660,677,590,479,401,295,5159,16489,11611,9617,13276,12700,11449,9766,5548,2959,93418,40,96,175,528,1277,2379,3586,2902,1613,12605,1474,1555,1275,1602,1511,1349,1236,676,274,10961,31,48,81,236,548,1015,1585,1220,538,5303,9,5,0,4,5,29,186,555,797,1588,49,114,136,476,1012,1652,2276,1539,588,7841,36,38,53,142,402,1090,2026,1870,1083,6741,15,28,28,69,106,192,294,339,255,1328,41,25,25,48,134,348,624,654,330,2227,573,2168,1822,1886,1808,1556,989,572,405,11776,11,10,25,29,82,154,353,413,298,1377,1270,1252,1054,1478,1938,2205,2332,1368,824,13731,28802,17874,13890,18254,16098,12055,7869,2840,851,118544
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,3,20,43,24,30,46,21,5,0,190,0,12,29,20,23,26,13,5,0,127,4,39,89,49,60,77,61,17,0,395,0,0,6,13,26,28,28,3,0,114,0,3,18,34,23,17,15,0,0,115,0,0,0,0,5,8,11,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,7,4,4,0,37,0,0,0,0,5,13,13,6,0,38,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,15,0,0,21,24,19,6,0,4,0,70,0,0,0,0,0,0,0,0,0,5,0,0,0,9,21,11,7,0,0,59,3,79,249,445,397,225,56,7,0,1457
CED601,6,13,24,36,64,99,160,162,107,684,8,8,27,54,176,356,469,398,126,1620,294,1176,1447,1252,1288,1062,692,296,177,7689,0,0,3,30,78,100,163,175,128,687,349,403,557,669,911,959,876,540,345,5613,7049,3895,4550,3641,3559,3237,2081,819,232,29066,764,546,503,472,471,486,424,288,176,4140,8971,6298,7381,6606,7134,7411,6458,3882,1701,55845,35,90,292,644,1585,2937,3777,2803,1148,13311,1552,1300,1509,1461,1433,1349,1286,742,215,10849,17,30,68,139,362,771,1105,839,296,3624,4,0,0,8,18,44,119,326,377,910,27,76,200,340,704,1283,1668,1093,316,5719,41,38,56,100,329,871,1511,1377,653,4964,22,30,41,60,128,193,300,327,171,1269,13,14,46,104,317,667,917,734,221,3041,634,1866,2347,1985,2112,1813,1183,528,253,12731,0,4,13,41,135,233,400,395,222,1453,876,741,954,1058,1511,1760,1547,928,493,9860,14112,8366,9875,7540,7213,6277,4060,1587,403,59433
CED602,11,17,22,33,55,129,195,227,123,808,11,3,18,60,195,413,592,392,132,1814,251,1075,1326,1197,1267,1173,728,321,195,7542,3,5,8,23,75,121,166,175,118,692,315,377,535,641,879,1047,869,473,260,5388,6997,3453,3812,3311,3538,3343,2231,963,280,27932,847,460,477,456,543,527,521,352,156,4334,9026,5698,6476,6113,7159,8053,7122,4177,1683,55511,28,80,264,615,1631,3258,4264,2929,1098,14177,1677,1313,1424,1477,1503,1518,1462,733,200,11306,9,14,45,131,389,800,1221,911,309,3834,3,0,0,3,19,51,105,323,312,822,39,86,171,323,821,1424,1899,1257,362,6375,46,44,50,116,399,942,1675,1508,653,5439,23,24,43,55,125,230,416,444,214,1573,27,12,39,104,349,739,1102,776,239,3393,525,1667,2003,1907,2141,1962,1278,569,262,12315,7,5,19,40,150,245,427,411,200,1493,850,713,842,1025,1479,1891,1610,830,384,9632,13919,7411,8120,6745,7170,6778,4429,1856,471,56895
