CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED204,14317,9534,10755,9420,7582,5734,2958,1105,278,61686,1508,1440,1501,1800,2245,2686,2218,1130,331,14853,80,135,223,314,491,851,1011,723,256,4078,0,10,43,88,166,430,628,559,243,2169,1587,1581,1767,2198,2905,3965,3855,2414,829,21097,1455,1107,1319,1074,935,758,506,309,115,7574,17359,12219,13840,12692,11426,10465,7321,3824,1223,90363,13815,8287,9305,8888,7007,5533,3041,1156,359,57394,993,1641,1874,1984,2536,2888,2357,1308,574,16153,47,258,374,420,768,1071,1120,836,453,5355,0,24,64,130,306,560,713,620,445,2857,1041,1924,2313,2537,3612,4519,4189,2769,1470,24369,1374,872,1061,951,897,735,557,293,199,6937,16237,11083,12679,12368,11522,10782,7785,4220,2030,88700,28135,17819,20060,18309,14594,11265,6001,2260,634,119080,2494,3074,3372,3783,4782,5574,4579,2444,906,31009,129,394,605,733,1262,1920,2128,1560,704,9433,3,35,100,212,475,987,1335,1183,685,5026,2631,3506,4084,4731,6515,8483,8042,5181,2299,45470,2824,1977,2378,2025,1835,1492,1061,604,312,14511
CED205,19275,10416,12763,11573,6909,4598,1903,623,115,68179,1729,1351,1551,1865,1993,2368,1533,730,167,13291,81,110,196,288,480,844,806,423,121,3354,4,5,33,66,168,461,531,366,115,1763,1815,1475,1775,2222,2641,3680,2864,1519,407,18401,2012,1176,1405,1235,933,693,335,180,51,8030,23103,13067,15946,15026,10482,8973,5106,2329,575,94604,18636,9489,12638,10784,6613,4262,1899,579,139,65037,1044,1557,1929,2082,2315,2348,1709,838,256,14073,51,255,414,474,773,1033,872,531,212,4619,7,18,69,113,374,565,640,437,204,2423,1098,1827,2412,2668,3457,3949,3220,1804,674,21113,1831,973,1231,1163,850,680,397,198,87,7412,21563,12284,16281,14613,10925,8888,5513,2589,897,93561,37914,19908,25401,22352,13524,8864,3799,1202,252,133210,2770,2912,3478,3937,4307,4718,3235,1570,431,27358,135,368,605,762,1251,1882,1682,958,329,7970,12,28,105,178,542,1028,1169,799,320,4185,2916,3303,4182,4886,6100,7628,6090,3325,1085,39513,3838,2149,2640,2403,1786,1373,729,379,135,15443
CED206,12389,6965,6842,6852,6881,5382,3024,1134,237,49698,1543,1511,1665,1998,2199,2517,2346,1299,322,15405,92,182,257,329,457,778,1101,784,230,4202,8,17,21,56,151,371,630,579,210,2035,1642,1707,1945,2376,2809,3671,4074,2664,760,21648,1117,781,653,624,771,690,407,232,73,5345,15145,9453,9444,9853,10457,9742,7505,4028,1075,76695,11716,5912,6284,6730,6597,5278,3277,1234,310,47341,1161,1935,2223,2439,2610,2850,2647,1461,524,17858,94,279,509,578,859,1018,1268,818,352,5775,4,16,78,142,259,509,679,604,280,2569,1261,2235,2811,3161,3733,4376,4594,2882,1151,26200,978,628,594,634,693,642,447,260,108,4981,13952,8767,9686,10522,11024,10295,8322,4374,1575,78522,24100,12872,13124,13587,13479,10658,6305,2368,549,97036,2703,3450,3889,4437,4815,5368,4996,2757,848,33266,186,456,771,903,1322,1799,2361,1603,575,9975,13,35,102,195,408,879,1309,1181,490,4609,2901,3940,4758,5533,6545,8045,8676,5543,1914,47852,2101,1407,1250,1257,1461,1331,850,492,179,10330
CED207,12533,11402,11158,9389,8226,6004,3529,1781,632,64653,1095,1608,1413,1448,1862,2172,2137,1825,790,14352,32,147,201,203,351,596,899,942,486,3859,3,7,16,47,79,197,402,604,472,1828,1127,1761,1629,1698,2291,2965,3446,3374,1743,20042,705,920,998,668,593,478,351,278,165,5147,14367,14081,13779,11751,11114,9449,7326,5433,2538,89845,12265,9705,9701,10126,8954,6534,4186,2228,750,64448,754,1904,1548,1474,2107,2316,2657,2330,1200,16286,35,284,255,282,447,658,959,1213,820,4962,0,20,23,37,139,248,485,799,713,2459,793,2209,1827,1787,2693,3225,4097,4343,2726,23699,662,762,786,569,629,541,446,363,295,5041,13721,12673,12313,12481,12276,10306,8733,6929,3765,93191,24798,21106,20852,19518,17185,12543,7715,4005,1377,129098,1852,3510,2955,2927,3966,4492,4798,4159,1985,30634,67,432,459,481,801,1258,1867,2155,1301,8820,0,30,45,77,216,440,886,1401,1180,4286,1922,3967,3452,3486,4986,6190,7550,7712,4470,43738,1366,1682,1780,1232,1220,1020,793,642,456,10187
CED208,10226,6528,10545,8849,7063,4441,2173,1005,343,51163,1001,1204,2465,2210,2042,1920,1539,1049,510,13942,48,142,369,384,436,591,626,563,264,3426,0,8,38,50,150,238,413,443,284,1621,1050,1358,2873,2648,2625,2751,2574,2048,1060,18994,787,669,973,774,742,532,337,226,165,5211,12065,8557,14391,12266,10432,7724,5084,3283,1564,75369,9881,5710,9836,8626,7081,4573,2317,1124,466,49611,714,1713,3614,2655,2310,2083,1857,1452,801,17199,38,319,742,612,570,804,812,820,499,5222,0,17,61,98,199,386,493,594,424,2269,757,2051,4413,3364,3074,3273,3160,2877,1726,24697,732,596,889,729,750,487,376,286,249,5097,11377,8359,15128,12719,10909,8333,5850,4279,2441,79403,20104,12237,20381,17471,14139,9012,4489,2126,806,100777,1719,2920,6077,4866,4350,4007,3394,2503,1316,31145,85,466,1106,1000,1008,1401,1436,1383,762,8646,6,20,97,142,345,629,906,1040,711,3896,1805,3406,7287,6014,5703,6028,5737,4923,2790,43687,1526,1267,1860,1501,1496,1026,710,519,414,10311
CED209,12181,6473,6601,6589,5791,4477,3466,1253,327,47169,1655,1369,1464,1807,1856,2103,2452,1438,417,14564,96,149,236,295,420,688,1122,815,285,4108,3,5,17,60,115,290,662,603,280,2036,1758,1526,1722,2161,2394,3081,4238,2852,979,20710,963,632,585,581,585,512,476,311,146,4789,14902,8621,8906,9335,8770,8072,8184,4419,1451,72668,11788,5467,6228,6911,6040,5045,3830,1432,429,47162,1111,1915,2082,2262,2150,2585,2725,1606,682,17125,83,330,465,508,615,890,1269,957,502,5614,5,25,51,117,221,434,690,637,517,2687,1192,2265,2594,2896,2985,3903,4685,3203,1702,25426,1036,626,520,634,601,570,542,388,236,5152,14016,8357,9338,10433,9621,9523,9057,5018,2360,77739,23970,11932,12834,13505,11831,9524,7296,2682,759,94330,2768,3284,3544,4069,4007,4688,5180,3046,1102,31689,177,481,698,807,1036,1577,2393,1774,784,9724,8,25,67,177,337,723,1354,1236,791,4728,2945,3791,4316,5054,5377,6986,8929,6055,2675,46135,2002,1256,1103,1206,1181,1084,1019,704,379,9940
CED210,11152,7133,8426,6598,6067,4665,2792,1193,324,48345,1609,1660,1917,1868,2042,2317,2178,1213,423,15232,109,231,325,344,522,826,1050,741,285,4430,5,18,35,81,224,450,687,554,284,2330,1726,1906,2273,2293,2782,3593,3915,2507,996,21992,1210,985,1281,1120,960,764,468,260,116,7165,14088,10027,11981,10007,9816,9018,7167,3964,1436,77499,10976,6173,7487,6550,6050,4933,3171,1372,423,47135,1254,2088,2656,2371,2381,2512,2475,1595,704,18038,74,413,678,652,836,1030,1213,938,456,6297,3,30,81,139,365,650,858,772,538,3441,1336,2537,3416,3160,3587,4192,4547,3300,1701,27776,1129,779,794,731,716,595,531,362,194,5828,13440,9489,11695,10441,10356,9721,8250,5032,2322,80744,22130,13305,15914,13145,12113,9601,5960,2563,751,95480,2865,3751,4576,4242,4422,4833,4648,2809,1134,33271,187,646,998,994,1359,1856,2265,1676,743,10726,11,43,116,224,588,1104,1542,1322,822,5773,3063,4443,5690,5451,6372,7787,8464,5809,2697,49769,2336,1759,2073,1847,1684,1359,999,622,309,12999
CED211,12929,7727,7718,8655,7425,5430,3139,1319,379,54708,1471,1475,1604,1908,2141,2303,2209,1447,511,15067,79,154,220,301,437,689,921,835,341,3982,10,8,28,52,129,289,505,599,346,1956,1553,1640,1848,2258,2708,3285,3638,2882,1196,21001,780,580,556,615,593,479,333,258,195,4379,15259,9944,10120,11526,10725,9190,7108,4457,1765,80092,12553,6328,7372,8876,7575,5781,3722,1625,534,54369,1072,1825,2056,2264,2571,2520,2667,1909,885,17775,79,313,457,561,655,905,1185,1109,658,5917,5,19,53,112,248,400,649,758,568,2809,1158,2158,2565,2940,3475,3826,4502,3771,2105,26501,770,480,510,605,547,494,417,371,433,4629,14479,8969,10451,12421,11593,10101,8643,5768,3073,85500,25477,14054,15093,17527,14998,11207,6856,2947,914,109081,2541,3299,3660,4174,4709,4825,4884,3355,1398,32839,158,466,678,856,1092,1601,2108,1943,998,9896,11,33,80,165,380,687,1155,1353,908,4765,2711,3796,4412,5195,6182,7111,8140,6647,3301,47502,1548,1063,1065,1218,1141,972,749,628,628,9015
CED212,12100,6694,6883,7095,6748,4847,2694,1079,266,48406,1695,1475,1736,2078,2239,2442,2062,1214,325,15275,115,193,291,397,559,830,1026,668,307,4386,9,13,37,65,226,430,682,653,299,2406,1816,1681,2072,2547,3019,3698,3768,2534,934,22068,1199,759,818,831,924,696,428,251,140,6052,15119,9137,9767,10469,10690,9244,6887,3872,1343,76527,11847,5679,6384,7087,6564,4915,3044,1223,344,47095,1307,1815,2392,2510,2605,2639,2375,1520,611,17773,99,365,620,695,842,1152,1209,900,508,6393,4,22,74,177,364,612,800,707,568,3332,1408,2195,3084,3384,3810,4400,4383,3134,1685,27498,1185,695,759,784,785,585,448,345,199,5773,14440,8575,10228,11262,11159,9901,7879,4696,2230,80366,23956,12374,13271,14181,13310,9767,5735,2308,612,95499,3003,3286,4135,4588,4847,5081,4437,2735,938,33047,218,557,911,1097,1393,1980,2231,1574,819,10778,10,31,113,248,586,1040,1481,1362,863,5739,3232,3877,5156,5930,6826,8103,8150,5669,2621,49567,2380,1455,1575,1617,1706,1276,875,596,337,11820
CED213,9912,6070,4782,5035,5994,5242,3983,1835,481,43332,1278,1236,1242,1442,1890,2417,2911,1958,595,14958,103,128,177,292,460,818,1362,1243,473,5058,6,8,22,41,152,361,839,924,479,2820,1388,1379,1439,1773,2499,3591,5105,4127,1543,22839,1067,647,575,636,820,758,652,472,271,5893,12363,8091,6795,7438,9309,9596,9739,6435,2295,72064,9592,4929,4503,5349,6330,5775,4551,2050,556,43639,911,1464,1630,1833,2272,2747,3313,2482,866,17520,58,246,344,446,771,1033,1602,1335,640,6472,4,18,45,119,268,506,861,975,707,3496,971,1730,2023,2398,3307,4286,5775,4785,2220,27490,1047,636,540,668,846,740,796,618,373,6272,11608,7297,7066,8410,10482,10799,11125,7457,3151,77393,19504,11000,9278,10382,12325,11016,8531,3886,1041,86969,2185,2700,2872,3275,4155,5163,6224,4438,1461,32478,162,383,521,740,1229,1855,2957,2574,1112,11533,6,29,65,159,423,862,1697,1900,1183,6317,2354,3109,3458,4170,5804,7875,10880,8918,3760,50329,2117,1279,1121,1295,1660,1497,1452,1097,643,12159
CED214,11876,8191,13919,10163,7175,5182,2744,971,300,60525,1310,1275,2241,2108,1987,2201,1851,1050,368,14379,66,112,313,333,441,641,848,610,240,3606,5,10,31,52,142,345,539,463,205,1786,1385,1392,2579,2492,2570,3188,3239,2124,810,19769,1322,1038,1710,1270,1017,799,547,385,159,8244,14587,10617,18214,13927,10759,9166,6527,3476,1267,88535,11449,7454,12109,9617,7165,4855,2818,1070,358,56891,778,1504,2727,2244,2107,2225,2152,1296,611,15630,47,240,579,462,603,792,949,753,474,4892,5,8,75,96,202,410,584,576,382,2337,824,1751,3382,2794,2906,3432,3690,2626,1461,22863,1249,854,1424,1073,880,739,517,348,315,7390,13522,10060,16909,13487,10958,9021,7022,4038,2131,87142,23325,15646,26030,19777,14340,10036,5563,2040,654,117408,2090,2773,4960,4343,4094,4425,3998,2341,977,30010,116,347,893,790,1040,1437,1802,1363,712,8501,8,21,102,150,344,755,1121,1038,579,4124,2210,3141,5959,5288,5479,6614,6927,4747,2274,42634,2571,1890,3135,2340,1893,1530,1060,731,471,15635
CED215,19158,7884,10830,14146,8345,4850,2379,802,215,68612,1679,1237,1528,2397,2243,2012,1662,833,278,13871,72,105,183,314,406,579,738,492,191,3073,3,4,21,57,126,265,395,369,186,1432,1754,1348,1736,2763,2774,2854,2793,1689,654,18374,1550,990,1463,1418,888,581,349,183,80,7501,22462,10228,14024,18331,12015,8289,5520,2679,949,94488,18514,6722,11048,13616,8109,4851,2549,938,312,66669,1115,1463,2079,2594,2392,2198,1883,1067,502,15296,54,213,408,446,582,760,856,625,348,4303,0,14,34,107,225,345,477,484,273,1964,1174,1691,2517,3149,3202,3304,3216,2179,1126,21560,1430,660,1014,1106,738,512,341,217,133,6158,21122,9077,14572,17868,12051,8672,6113,3339,1574,94387,37674,14614,21877,27761,16455,9708,4933,1742,525,135278,2796,2702,3605,4987,4637,4209,3542,1898,782,29168,133,316,593,758,988,1338,1603,1113,537,7376,3,24,57,167,356,609,867,858,461,3394,2931,3045,4253,5915,5981,6160,6008,3873,1783,39937,2980,1652,2472,2527,1624,1097,686,400,210,13660
CED216,10340,5686,5612,5178,5138,5375,3963,1457,304,43057,1456,1328,1484,1542,1845,2733,3193,1658,450,15687,125,198,285,313,533,1002,1573,1056,305,5400,3,9,38,84,257,611,1129,839,267,3247,1585,1544,1805,1947,2640,4347,5902,3555,1023,24333,1486,929,1222,1166,998,1004,923,537,283,8552,13410,8157,8640,8288,8772,10727,10785,5546,1615,75944,9999,4846,5215,5057,5229,5471,3699,1463,395,41374,1138,1583,2029,1915,2191,2968,3234,1898,710,17670,88,364,599,575,863,1314,1640,1118,458,7013,0,29,88,188,438,857,1124,844,351,3924,1228,1981,2720,2684,3494,5130,5999,3853,1520,28600,1430,876,865,895,895,914,878,592,466,7819,12656,7699,8799,8636,9618,11518,10575,5918,2377,77801,20339,10531,10824,10231,10366,10853,7660,2926,702,84432,2596,2914,3515,3460,4038,5693,6424,3554,1162,33354,216,565,882,897,1400,2315,3215,2171,756,12410,0,41,127,275,697,1462,2262,1684,617,7168,2812,3519,4525,4628,6132,9475,11898,7407,2543,52933,2917,1808,2088,2062,1892,1922,1799,1128,755,16376
CED217,11794,7673,5520,7005,8235,6074,3284,1375,430,51399,1085,1286,1090,1383,1952,2243,2186,1363,506,13092,45,117,143,183,292,523,897,694,329,3210,3,3,17,27,62,168,369,443,281,1368,1130,1401,1243,1594,2309,2923,3449,2506,1117,17671,761,539,452,490,645,497,353,215,107,4061,13683,9618,7213,9097,11186,9498,7088,4096,1655,73133,11683,6442,5562,7754,9145,6370,3841,1729,623,53152,778,1583,1409,1655,2243,2400,2577,1721,996,15364,41,203,231,279,467,707,952,957,697,4536,3,11,16,45,116,248,418,536,562,1950,819,1800,1652,1977,2823,3360,3951,3213,2251,21848,716,486,396,545,685,528,445,306,211,4314,13216,8730,7617,10282,12657,10260,8227,5244,3088,79319,23476,14119,11085,14768,17380,12442,7124,3107,1054,104553,1858,2869,2495,3038,4201,4640,4763,3083,1503,28452,82,321,372,467,760,1227,1846,1653,1018,7741,5,18,33,68,176,419,784,980,840,3316,1944,3204,2900,3569,5139,6289,7400,5713,3364,39517,1474,1025,847,1038,1330,1026,798,522,322,8378
CED218,16100,9346,9836,10493,7908,5055,2620,864,157,62387,1651,1393,1434,1794,2066,2260,1941,861,202,13594,80,100,166,266,438,718,857,527,137,3298,0,11,16,60,118,283,543,467,162,1666,1731,1506,1620,2116,2625,3263,3346,1852,498,18557,1404,1132,1678,1457,1047,684,390,195,65,8068,19239,11982,13134,14076,11579,9002,6354,2919,724,89009,15752,8449,9795,10625,8050,5200,2668,779,207,61532,1043,1535,1709,1950,2310,2403,2107,1015,353,14433,58,206,304,419,654,873,942,569,228,4246,0,9,38,78,210,425,648,462,266,2138,1096,1752,2051,2451,3174,3706,3694,2043,849,20816,1334,805,1101,1035,820,608,382,179,84,6342,18179,11007,12954,14110,12047,9518,6744,2999,1140,88688,31850,17796,19634,21122,15956,10255,5295,1641,368,123917,2693,2922,3141,3743,4371,4666,4046,1878,555,28025,133,309,470,686,1091,1589,1801,1088,366,7544,8,20,54,144,328,713,1185,934,427,3810,2830,3258,3666,4571,5796,6970,7037,3901,1345,39370,2736,1936,2782,2492,1868,1290,777,375,151,14408
CED219,14875,7425,8625,8337,6272,4139,2178,677,135,52657,2059,1536,2006,2206,2155,2182,1946,820,191,15100,151,209,313,427,586,782,988,559,143,4158,7,23,51,98,180,411,768,536,172,2247,2215,1771,2372,2728,2926,3376,3711,1913,507,21507,1743,907,1012,954,833,634,396,182,49,6706,18834,10095,12005,12012,10031,8148,6280,2768,694,80867,14777,6446,8486,7883,5902,4161,2326,698,175,50857,1517,1929,2614,2561,2465,2361,2163,981,347,16936,135,393,719,761,880,1115,1166,653,295,6126,9,22,107,228,425,627,836,544,289,3081,1655,2343,3441,3546,3767,4103,4168,2180,931,26143,1694,814,984,929,794,604,426,212,87,6549,18127,9601,12915,12361,10455,8868,6925,3090,1200,83539,29650,13873,17111,16221,12173,8303,4502,1376,308,103514,3568,3462,4618,4766,4623,4539,4114,1805,541,32037,285,605,1035,1182,1469,1894,2159,1214,437,10284,12,41,156,322,603,1039,1611,1077,464,5327,3871,4112,5814,6273,6691,7475,7880,4096,1440,47650,3439,1722,1998,1885,1622,1237,824,390,143,13254
CED220,8958,7117,11674,8281,6611,4890,2784,1317,354,51986,757,1227,2206,1782,1614,1738,1765,1160,425,12676,26,98,313,239,304,466,637,607,269,2957,5,4,14,45,70,180,329,388,238,1271,790,1325,2535,2066,1986,2384,2728,2155,932,16904,576,498,980,654,603,452,330,270,154,4511,10322,8942,15192,10998,9196,7728,5839,3738,1440,73396,8695,7002,11595,8180,7179,5293,3357,1606,541,53444,521,1868,2934,1913,1818,1889,2091,1554,758,15361,20,291,553,339,392,528,782,723,457,4072,0,7,36,55,89,183,353,452,350,1513,545,2167,3527,2306,2296,2604,3221,2725,1562,20952,545,579,1009,647,583,497,429,392,334,5011,9781,9752,16123,11130,10054,8402,7010,4725,2437,79403,17650,14119,23269,16463,13786,10185,6140,2922,892,105423,1281,3093,5145,3699,3435,3634,3852,2717,1187,28042,42,391,864,578,687,996,1416,1325,724,7030,5,6,56,98,161,363,679,832,590,2789,1332,3496,6064,4373,4285,4991,5948,4878,2499,37853,1118,1079,1982,1300,1181,947,761,660,482,9523
CED221,19656,9574,11485,12063,7157,4217,1823,584,136,66686,1935,1436,1787,2250,2297,2222,1490,682,162,14256,109,173,237,393,531,781,774,438,118,3553,8,25,26,67,189,377,502,383,121,1692,2050,1636,2045,2713,3015,3370,2767,1502,397,19500,1844,946,1078,1069,779,580,288,134,45,6774,23549,12159,14613,15842,10952,8171,4883,2223,577,92963,19059,8858,11760,11180,6625,4019,1912,666,161,64236,1276,1780,2417,2512,2423,2230,1636,784,326,15383,64,356,564,584,802,886,873,482,235,4846,4,15,73,136,352,539,611,470,225,2419,1346,2153,3055,3228,3574,3655,3129,1727,780,22651,1690,850,1148,1007,764,530,305,161,67,6528,22095,11860,15964,15410,10966,8210,5338,2556,1011,93410,38716,18435,23236,23238,13776,8239,3731,1252,298,130924,3208,3212,4205,4757,4722,4454,3130,1463,487,29643,173,536,797,975,1331,1663,1654,918,350,8395,11,41,103,202,536,914,1112,850,339,4108,3398,3786,5103,5936,6589,7030,5895,3234,1176,42149,3533,1799,2230,2076,1547,1114,591,297,117,13300
CED222,13939,10969,15084,11083,8407,5943,3398,1515,457,70800,1316,1422,1719,1741,1923,2377,2255,1536,573,14865,37,116,205,252,449,708,894,760,402,3826,0,0,26,51,120,313,549,629,387,2079,1358,1544,1945,2044,2497,3402,3699,2931,1357,20770,1068,933,1374,846,793,665,437,341,158,6613,16371,13445,18401,13975,11693,10010,7528,4782,1976,98188,13375,9320,12765,10776,8495,5990,3815,1714,599,66853,847,1655,1815,1855,2163,2531,2608,1825,839,16130,27,285,327,356,526,817,1071,1010,643,5075,3,24,38,66,189,397,607,770,627,2717,880,1964,2181,2276,2886,3745,4281,3597,2111,23923,1005,812,1029,877,758,613,487,357,226,6167,15259,12096,15977,13929,12138,10357,8591,5673,2932,96945,27318,20292,27850,21859,16900,11941,7220,3225,1056,137652,2166,3081,3528,3594,4090,4912,4862,3357,1407,31000,72,405,531,610,974,1531,1962,1772,1046,8897,11,22,65,121,310,708,1150,1398,1011,4799,2238,3506,4127,4325,5378,7147,7978,6524,3464,44697,2069,1747,2400,1725,1546,1278,926,697,387,12779
CED223,10872,6244,5846,5467,5954,5767,4110,1519,366,46142,1544,1298,1444,1725,2087,2815,3026,1619,468,16026,115,208,219,345,570,961,1529,948,329,5214,5,12,24,96,191,539,946,892,335,3038,1664,1515,1695,2167,2849,4314,5500,3454,1130,24278,1433,984,846,910,973,1029,843,454,157,7626,13963,8738,8381,8543,9773,11110,10449,5426,1651,78041,10894,5289,5308,5624,5988,5920,3970,1538,527,45066,1227,1711,1972,2158,2436,3007,3156,1845,734,18244,91,341,512,611,810,1257,1511,1081,525,6732,9,29,77,169,357,766,958,802,499,3661,1326,2084,2556,2943,3603,5025,5620,3725,1759,28642,1286,888,775,825,972,954,760,543,270,7270,13509,8267,8638,9395,10561,11899,10350,5809,2562,80976,21767,11533,11151,11092,11940,11687,8082,3054,895,91202,2769,3015,3415,3886,4518,5823,6182,3464,1200,34267,207,546,732,954,1380,2212,3034,2023,849,11949,12,38,102,269,552,1302,1903,1689,833,6698,2992,3600,4251,5108,6448,9337,11121,7179,2889,52918,2709,1872,1620,1729,1944,1984,1598,1002,426,14892
CED224,12781,7184,7499,8682,7957,5428,2848,1177,369,53921,1217,1157,1348,1799,2081,2252,1991,1232,439,13519,38,107,171,231,408,635,888,680,307,3458,3,7,21,39,124,275,459,498,261,1689,1267,1262,1540,2066,2611,3161,3340,2405,1012,18666,892,528,651,670,639,522,368,269,123,4657,14940,8975,9689,11415,11208,9115,6558,3847,1502,77244,12619,6335,7165,9021,8178,5557,3266,1419,508,54068,847,1516,1861,2141,2509,2445,2302,1609,830,16057,24,242,308,401,582,839,1128,894,556,4979,0,8,34,76,166,328,538,580,506,2233,876,1762,2201,2624,3251,3612,3970,3091,1891,23270,840,491,593,677,643,527,423,339,198,4730,14332,8587,9961,12323,12070,9690,7656,4849,2599,82071,25403,13515,14663,17703,16138,10981,6114,2593,882,107993,2064,2666,3209,3945,4586,4695,4295,2843,1270,29579,64,347,482,631,991,1472,2015,1576,860,8435,3,16,49,119,287,601,999,1074,770,3925,2143,3025,3741,4693,5864,6771,7309,5497,2900,41936,1728,1022,1245,1350,1279,1055,792,608,321,9387
