CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED131,11192,8344,9326,7321,6263,4626,2616,924,266,50883,1662,1902,2343,2044,2124,2491,2196,1163,411,16331,97,246,391,440,542,908,1055,772,303,4761,5,14,47,82,204,426,714,654,316,2463,1759,2170,2780,2569,2871,3826,3965,2591,1028,23554,1030,1142,1026,826,789,734,509,341,187,6579,13980,11648,13133,10706,9922,9194,7094,3861,1479,81014,10972,7375,8204,6969,6240,4676,2698,1160,426,48718,1159,2731,3137,2414,2446,2653,2380,1435,768,19121,62,527,725,651,758,1042,1215,902,563,6432,4,34,84,152,299,609,826,739,575,3320,1220,3294,3942,3214,3502,4304,4415,3080,1907,28877,941,1075,883,732,728,632,501,419,450,6368,13133,11741,13023,10912,10483,9612,7620,4657,2779,83964,22165,15714,17529,14285,12510,9307,5317,2084,694,99602,2820,4636,5475,4453,4566,5142,4571,2603,1176,35451,158,773,1113,1085,1303,1954,2271,1668,860,11195,8,41,128,240,508,1033,1536,1397,892,5785,2986,5460,6722,5783,6376,8130,8380,5669,2930,52426,1972,2217,1908,1550,1517,1370,1014,766,633,12947
CED132,12270,6545,9871,10712,7964,5546,3271,1365,342,57886,1004,1113,1660,1819,1819,1810,1946,1283,399,12853,18,105,183,215,295,478,734,586,249,2881,0,0,21,27,69,144,317,368,199,1147,1028,1227,1865,2063,2185,2441,2990,2239,845,16880,675,446,741,761,621,498,401,292,209,4650,13975,8214,12474,13541,10765,8479,6665,3900,1403,79415,11980,5835,10659,11533,8733,6153,4080,1664,514,61166,670,1429,2118,2008,1928,1945,2187,1488,749,14520,19,191,324,317,361,506,772,706,492,3693,0,8,20,50,85,183,320,378,346,1402,689,1622,2466,2374,2376,2631,3279,2574,1586,19608,666,426,787,860,634,545,481,426,508,5334,13336,7890,13912,14771,11743,9332,7846,4668,2608,86108,24254,12382,20522,22246,16696,11706,7351,3030,854,119046,1674,2541,3776,3828,3741,3758,4131,2778,1149,27372,39,300,508,536,659,986,1501,1291,744,6573,0,9,44,79,160,331,638,748,543,2543,1717,2847,4331,4445,4557,5074,6271,4816,2433,36491,1341,868,1533,1623,1253,1035,885,723,717,9986
CED133,11346,6175,5503,5442,6095,6104,4599,1646,370,47287,1701,1433,1299,1719,2230,3296,3704,1883,508,17781,129,191,270,335,584,1296,1853,1148,388,6193,3,12,32,86,247,703,1173,942,416,3620,1836,1642,1601,2142,3061,5296,6734,3982,1312,27597,1708,1115,1249,1204,1151,1225,944,491,203,9281,14891,8930,8354,8787,10304,12619,12273,6113,1883,84160,11095,5315,5357,5666,6200,6334,4719,1726,492,46897,1260,1646,1930,2041,2469,3361,3634,2073,836,19255,90,323,469,603,913,1379,1757,1263,653,7455,5,40,67,191,441,836,1094,975,640,4289,1350,2009,2460,2837,3824,5572,6494,4313,2130,30991,1595,928,953,1002,1024,1102,964,544,324,8438,14041,8259,8766,9502,11051,13008,12170,6584,2944,86328,22446,11490,10856,11107,12297,12435,9319,3372,860,94181,2959,3082,3227,3760,4703,6662,7336,3959,1340,37029,221,512,742,938,1497,2672,3614,2414,1042,13648,9,51,97,275,691,1536,2272,1924,1059,7909,3190,3649,4065,4975,6887,10867,13222,8295,3439,58585,3301,2044,2199,2208,2173,2321,1903,1037,529,17715
CED134,11520,5828,6896,5372,5261,4871,2933,1198,280,44158,1937,1253,1459,1498,1843,2704,2558,1395,414,15057,120,184,214,309,538,970,1318,875,265,4790,5,11,49,88,221,609,956,695,274,2905,2059,1452,1722,1897,2600,4280,4833,2959,951,22752,2539,1504,1535,1384,1450,1588,1155,634,232,12032,16115,8784,10150,8653,9315,10746,8925,4794,1459,78939,11390,5164,6590,5295,4886,4615,2831,1263,401,42415,1359,1569,2096,1771,2061,2565,2361,1633,665,16070,88,330,509,525,723,1262,1235,933,437,6039,4,31,74,154,388,789,981,744,401,3558,1449,1925,2676,2447,3172,4611,4572,3317,1497,25668,2445,1307,1442,1329,1341,1348,1027,741,417,11389,15283,8397,10705,9069,9395,10569,8419,5315,2310,79471,22909,10991,13485,10663,10143,9484,5759,2461,679,86571,3291,2824,3553,3269,3905,5268,4915,3027,1072,31128,205,507,725,836,1260,2227,2549,1810,701,10826,5,42,117,238,610,1405,1931,1442,669,6467,3507,3378,4394,4345,5774,8896,9403,6276,2450,48422,4983,2817,2976,2715,2797,2932,2180,1375,647,23418
CED135,16806,10360,17472,15242,7464,5399,2752,1015,266,76775,1219,1124,1563,2001,1910,2130,1856,989,350,13152,25,86,203,253,383,684,794,528,198,3155,0,13,30,57,113,322,451,418,197,1590,1248,1229,1795,2310,2406,3127,3106,1934,740,17900,1876,1161,1880,1569,982,864,548,349,239,9478,19930,12748,21146,19123,10853,9389,6408,3305,1248,104147,16296,8655,16265,13078,7441,5482,3027,1092,304,71643,803,1298,1849,1869,1960,2194,1953,1210,500,13644,25,207,310,326,484,756,827,689,309,3936,3,7,34,95,222,397,525,468,283,2032,834,1515,2195,2286,2669,3352,3309,2368,1087,19610,1674,965,1652,1401,845,749,530,368,249,8434,18798,11136,20114,16761,10956,9584,6860,3824,1642,99686,33103,19011,33738,28318,14902,10884,5774,2110,573,148419,2027,2425,3417,3870,3868,4321,3813,2204,854,26792,50,296,512,579,871,1436,1627,1214,504,7094,4,22,63,147,337,719,975,883,471,3620,2079,2743,3993,4598,5078,6478,6415,4300,1832,37510,3549,2131,3530,2971,1829,1616,1076,723,486,17911
CED136,13400,7297,7384,6611,5975,4739,3131,1321,246,50106,2316,1880,2142,2102,2408,2782,2940,1659,405,18638,221,266,411,483,714,1234,1594,1031,274,6224,9,20,54,111,246,637,1169,924,276,3447,2545,2163,2606,2701,3369,4659,5704,3611,959,28312,1544,850,893,768,780,678,519,390,136,6571,17491,10314,10884,10081,10121,10072,9356,5327,1341,84985,13238,6027,6900,6254,5799,5005,3402,1406,331,48359,1870,2447,2975,2698,2696,3050,3179,1893,670,21474,183,537,840,819,1078,1439,1728,1210,450,8285,8,30,128,250,534,906,1277,1003,492,4640,2060,3016,3942,3775,4310,5393,6188,4106,1613,34398,1437,736,779,748,698,655,608,431,280,6361,16725,9779,11617,10773,10804,11057,10192,5942,2224,89122,26636,13327,14280,12865,11771,9745,6537,2727,575,98467,4185,4326,5115,4806,5104,5837,6118,3552,1077,40114,396,803,1248,1307,1787,2669,3324,2239,729,14508,18,53,185,363,782,1545,2449,1930,768,8089,4602,5177,6544,6474,7678,10057,11887,7721,2570,62709,2982,1587,1678,1514,1474,1333,1124,822,422,12933
CED137,12969,10751,18904,12806,8067,6187,3360,1343,376,74756,868,1120,1779,1732,1685,2176,2076,1187,444,13064,31,80,174,218,276,477,747,619,299,2930,0,4,14,35,63,184,354,407,275,1341,900,1201,1971,1995,2028,2833,3180,2209,1020,17340,895,1043,1973,1287,857,649,531,341,229,7805,14764,12992,22847,16085,10949,9672,7068,3894,1623,99898,12907,9919,18176,12282,8972,6983,3918,1512,474,75131,603,1319,2036,1718,1871,2246,2261,1466,714,14232,11,149,319,262,375,647,845,768,461,3836,0,0,26,46,86,229,362,447,410,1619,617,1467,2379,2034,2344,3125,3465,2677,1580,19690,865,779,1457,980,713,685,499,377,405,6758,14380,12163,22008,15290,12027,10791,7887,4571,2457,101576,25870,20667,37080,25084,17036,13170,7276,2855,849,149888,1476,2433,3814,3452,3561,4426,4342,2648,1156,27303,47,227,491,489,660,1123,1592,1382,759,6760,0,10,46,83,155,409,719,856,681,2964,1522,2666,4349,4022,4374,5955,6646,4887,2599,37024,1754,1818,3424,2264,1566,1330,1036,719,641,14564
CED138,11264,5725,5826,6615,6482,6053,4733,1808,485,48995,1253,1067,1117,1630,2034,2819,3301,1986,619,15822,95,125,158,240,445,899,1508,1103,440,4999,6,8,21,52,136,439,872,848,429,2819,1358,1204,1295,1925,2614,4157,5682,3930,1482,23638,1554,888,943,1092,1127,1084,925,510,257,8373,14177,7816,8064,9628,10214,11293,11339,6244,2229,81008,10944,5270,6342,7168,7161,6981,5089,2038,707,51700,904,1445,1556,1957,2336,3076,3536,2221,1095,18137,64,190,270,431,640,1092,1536,1217,665,6100,3,8,33,95,227,565,942,906,633,3409,969,1641,1856,2479,3202,4725,6020,4342,2394,27636,1417,811,936,1071,1074,1077,903,614,412,8314,13332,7724,9133,10714,11439,12782,12013,6992,3516,87656,22207,10995,12170,13784,13643,13032,9825,3847,1195,100692,2160,2517,2672,3586,4365,5892,6844,4204,1714,33955,155,307,421,670,1088,1987,3042,2320,1105,11097,11,16,53,151,358,1005,1814,1749,1061,6220,2325,2843,3155,4403,5813,8884,11696,8272,3875,51277,2976,1699,1882,2160,2202,2162,1823,1122,670,16694
CED139,12418,7409,6772,5768,5512,4924,3094,1332,367,47595,1861,1603,1557,1635,1893,2597,2675,1550,495,15872,138,212,274,343,540,1097,1442,948,339,5333,8,13,35,86,234,555,1072,829,311,3148,2013,1831,1873,2060,2667,4255,5191,3329,1140,24359,1550,1311,1216,1158,1129,1028,741,475,168,8764,15977,10551,9859,8986,9313,10206,9019,5134,1677,80714,12311,6529,6233,5658,5349,4860,3254,1508,507,46212,1402,2096,2048,1946,2173,2650,2688,1759,886,17647,110,465,603,590,827,1201,1466,1025,535,6812,6,33,98,181,376,810,1027,865,549,3945,1510,2597,2748,2717,3375,4663,5182,3650,1968,28411,1534,978,830,792,841,868,684,514,267,7309,15355,10100,9804,9170,9563,10389,9120,5680,2746,81934,24730,13934,13008,11422,10859,9787,6347,2847,878,93814,3269,3710,3604,3579,4061,5246,5363,3316,1378,33522,243,671,881,929,1370,2297,2904,1970,867,12145,10,54,133,264,613,1365,2100,1692,859,7097,3525,4432,4615,4775,6044,8913,10373,6977,3105,52765,3077,2287,2044,1948,1972,1895,1422,989,436,16072
CED140,11069,6198,5478,6208,6355,5202,3354,1483,369,45714,1377,1304,1340,1633,1985,2513,2642,1725,514,15034,78,146,216,264,473,850,1270,1061,394,4744,4,12,26,65,155,427,709,826,331,2552,1458,1461,1582,1962,2611,3782,4617,3618,1234,22330,1047,665,630,619,725,691,537,345,192,5461,13567,8327,7691,8792,9692,9681,8513,5447,1795,73497,10555,5406,5111,6385,6286,5648,3925,1692,550,45558,1016,1671,1750,2039,2303,2838,3031,2012,956,17630,66,303,406,450,719,1068,1460,1202,699,6369,3,17,58,121,282,609,897,873,576,3431,1088,1991,2221,2611,3301,4518,5387,4090,2230,27432,975,559,567,651,660,710,647,483,322,5579,12613,7958,7901,9648,10248,10873,9953,6267,3094,78564,21625,11603,10590,12588,12642,10846,7276,3178,920,91277,2399,2975,3095,3675,4286,5351,5673,3742,1471,32662,141,450,621,717,1188,1911,2729,2265,1089,11110,9,31,81,184,436,1034,1605,1701,902,5982,2546,3456,3797,4579,5914,8298,10007,7701,3464,49752,2020,1222,1202,1275,1381,1406,1186,834,512,11035
CED141,11024,6257,5639,5838,5851,4708,2856,1239,271,43690,1763,1578,1496,1705,2056,2567,2700,1686,510,16065,136,183,248,342,559,963,1347,1089,344,5203,10,15,33,59,189,481,910,966,354,3009,1905,1778,1771,2101,2807,4006,4956,3740,1217,24282,1084,699,614,659,708,575,432,293,140,5200,14014,8733,8026,8600,9359,9291,8242,5269,1628,73166,10575,5144,5282,5825,5719,4958,3310,1469,422,42702,1343,1921,2002,2208,2383,2811,3040,2041,799,18536,111,379,527,589,791,1199,1515,1265,580,6948,3,19,62,158,364,657,1062,1031,586,3933,1453,2316,2586,2956,3538,4663,5604,4329,1962,29411,1054,557,567,556,589,607,562,400,222,5111,13081,8021,8440,9337,9841,10229,9483,6201,2606,77231,21600,11402,10917,11664,11569,9672,6161,2713,693,86394,3110,3497,3496,3911,4437,5380,5730,3725,1315,34603,243,565,773,932,1349,2155,2861,2352,921,12150,11,36,86,218,552,1130,1967,1992,942,6944,3364,4097,4360,5058,6341,8672,10565,8069,3181,53690,2137,1258,1182,1209,1298,1176,998,689,361,10314
CED142,7010,10090,26700,16022,8513,5435,2644,876,188,77467,482,1394,3963,2908,2224,2076,1651,816,224,15738,26,145,484,431,502,673,713,457,125,3559,0,8,40,72,168,282,381,275,108,1337,513,1543,4492,3408,2890,3038,2739,1549,461,20633,739,1734,3646,2245,1590,1177,699,383,153,12369,8262,13363,34834,21672,12997,9646,6086,2809,800,110462,6728,9860,24253,12749,6494,4513,2576,930,230,68325,377,2141,4540,2439,1661,1756,1545,853,289,15592,18,300,745,464,403,569,634,417,191,3736,0,15,55,74,153,261,305,258,155,1289,393,2456,5342,2977,2218,2587,2484,1523,633,20612,647,1342,2739,1530,889,722,507,302,188,8859,7766,13653,32333,17260,9605,7818,5555,2756,1048,97797,13738,19950,50950,28773,15003,9947,5217,1802,412,145793,860,3528,8501,5347,3880,3834,3192,1667,517,31332,42,444,1229,898,908,1240,1341,877,314,7286,0,21,105,145,327,547,684,533,265,2623,904,3992,9835,6386,5115,5623,5224,3076,1093,41241,1388,3072,6384,3771,2484,1894,1205,692,343,21221
CED143,11868,6471,7556,8208,8197,5551,2837,1305,353,52353,966,995,1099,1390,1637,1950,1722,1220,426,11403,28,81,91,155,264,430,633,621,307,2624,3,3,14,21,61,137,256,346,222,1063,1003,1077,1208,1567,1954,2527,2605,2193,950,15091,677,467,504,568,613,460,316,182,98,3882,13545,8018,9272,10335,10774,8541,5757,3680,1404,71317,11727,5748,7986,8898,8677,5903,3538,1703,482,54668,622,1454,1589,1655,1955,1954,1903,1474,714,13322,21,172,233,249,365,450,714,751,441,3393,0,7,13,33,71,159,266,388,304,1250,644,1634,1840,1941,2394,2567,2874,2612,1460,17968,612,410,551,576,647,500,324,269,209,4092,12984,7783,10377,11416,11719,8968,6739,4584,2153,76723,23599,12219,15543,17109,16877,11453,6379,3010,837,107019,1588,2447,2692,3047,3593,3910,3622,2699,1144,24730,49,258,325,407,632,891,1344,1372,750,6019,10,10,34,57,131,296,519,728,523,2306,1642,2711,3051,3502,4352,5092,5481,4806,2413,33057,1280,872,1057,1137,1256,962,632,447,312,7967
CED144,14998,9831,12823,10213,7863,5897,2995,1296,386,66295,1278,1151,1137,1481,1757,2314,1957,1182,481,12731,44,70,134,198,322,659,811,703,276,3224,0,4,30,34,112,288,508,479,286,1751,1321,1228,1298,1719,2190,3267,3276,2360,1047,17705,1682,1159,1464,1239,950,837,494,319,155,8298,18007,12213,15590,13167,10995,9992,6762,3975,1587,92299,14366,8781,10938,9403,7852,5832,3148,1318,463,62095,732,1245,1474,1660,1921,2360,2225,1382,754,13747,27,163,250,281,514,785,905,797,500,4214,0,4,25,64,181,402,518,593,450,2226,754,1417,1743,2005,2618,3540,3638,2765,1703,20191,1495,950,1206,1066,973,797,509,339,240,7573,16614,11151,13884,12471,11438,10170,7300,4421,2404,89850,29363,18617,23759,19616,15714,11722,6141,2615,849,128391,2011,2399,2611,3142,3672,4672,4176,2565,1232,26477,69,230,386,480,832,1449,1715,1498,780,7435,6,11,58,103,291,687,1021,1069,738,3978,2078,2643,3043,3724,4802,6809,6918,5129,2752,37890,3178,2112,2668,2304,1918,1629,1002,661,392,15870
CED145,9420,5047,10550,8623,6811,4641,2723,1221,349,49391,712,730,1560,1424,1438,1441,1574,1145,436,10455,14,52,143,152,240,436,642,526,243,2449,0,6,6,21,45,133,265,300,179,954,727,787,1710,1599,1722,2010,2479,1976,852,13858,616,509,1043,774,599,460,349,268,214,4831,10758,6333,13302,11005,9134,7112,5550,3466,1414,68078,9319,5144,11767,8775,7153,4831,3252,1613,519,52372,525,1084,2200,1600,1510,1540,1779,1357,708,12294,21,125,287,218,256,392,623,601,400,2915,0,10,11,36,56,139,246,356,261,1110,539,1214,2502,1855,1818,2072,2649,2307,1369,16322,656,453,1147,777,598,470,398,420,474,5398,10518,6809,15419,11405,9568,7376,6300,4339,2363,74093,18736,10183,22320,17401,13969,9474,5972,2829,874,101767,1238,1813,3753,3023,2947,2988,3350,2496,1139,22749,32,171,431,372,492,829,1263,1129,642,5367,0,13,21,58,97,272,511,654,441,2066,1269,1996,4208,3454,3545,4085,5128,4276,2222,30184,1269,963,2193,1555,1199,931,744,686,684,10225
CED146,19202,11801,10305,10851,8589,6089,2757,837,170,70596,1819,1599,1380,1606,2115,2759,1949,891,221,14339,81,104,156,239,444,881,930,560,131,3532,6,11,32,71,171,440,570,468,193,1972,1903,1717,1565,1918,2730,4079,3459,1919,548,19848,2061,1190,992,1070,929,790,408,260,197,7909,23163,14707,12857,13840,12252,10967,6626,3017,917,98348,18591,10878,10925,11132,8530,5877,2646,832,231,69651,1167,1580,1757,2003,2433,2769,2229,1062,383,15394,56,192,282,395,681,1113,1003,644,288,4664,0,17,45,115,302,589,658,558,307,2598,1221,1791,2091,2519,3420,4472,3894,2266,985,22655,1983,1060,1092,1190,1004,729,476,262,165,7961,21795,13725,14104,14847,12957,11079,7020,3362,1371,100264,37791,22680,21225,21989,17119,11964,5400,1673,403,140245,2984,3179,3135,3614,4549,5527,4186,1951,608,29732,139,298,434,631,1130,1994,1939,1209,421,8197,6,23,81,189,470,1034,1231,1028,501,4572,3130,3502,3653,4439,6154,8550,7350,4187,1534,42502,4040,2246,2087,2257,1935,1521,891,523,359,15868
CED147,12801,7396,6931,6678,6458,5299,3341,1510,355,50769,1840,1533,1589,1866,2177,2682,2650,1689,496,16525,115,215,261,326,558,959,1392,1064,350,5240,7,16,33,77,181,472,883,850,312,2835,1971,1764,1887,2266,2914,4109,4923,3600,1167,24600,1381,840,678,721,761,683,549,425,332,6373,16150,9996,9494,9667,10140,10088,8816,5535,1854,81741,12526,6453,6460,6526,6329,5310,3668,1654,443,49367,1352,2046,2254,2284,2531,3043,3258,2079,785,19630,85,361,606,634,920,1244,1602,1284,517,7247,7,39,88,177,376,741,949,993,482,3848,1438,2444,2950,3099,3823,5026,5807,4356,1783,30734,1236,722,688,688,756,683,587,509,385,6245,15196,9617,10097,10308,10915,11024,10058,6519,2610,86345,25331,13847,13394,13205,12789,10607,7010,3159,802,100139,3194,3580,3849,4147,4707,5726,5908,3767,1282,36156,200,573,870,961,1474,2200,2990,2344,871,12493,14,60,121,252,555,1214,1837,1842,793,6685,3405,4209,4839,5360,6738,9139,10738,7950,2950,55334,2610,1564,1368,1407,1524,1366,1131,941,717,12616
CED197,0,0,0,4,17,5,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,10,4,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,14,5,0,0,0,26,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0
CED201,11795,7720,7532,8143,6988,5615,3140,1175,289,52391,1386,1414,1556,1777,2105,2557,2293,1264,386,14739,78,142,235,309,454,718,998,741,309,3984,4,8,29,55,136,320,595,594,253,1992,1466,1561,1821,2141,2702,3590,3889,2606,947,20714,807,583,640,563,631,545,316,233,122,4432,14067,9863,9998,10848,10313,9750,7341,4010,1358,77538,11300,6557,7058,8145,7332,5909,3486,1290,424,51502,927,1693,2041,2132,2331,2762,2625,1590,642,16739,51,296,481,475,680,963,1183,998,489,5621,3,17,63,100,273,417,620,630,489,2617,986,2002,2587,2709,3291,4146,4431,3221,1626,24981,788,523,534,572,545,543,415,285,175,4382,13071,9085,10178,11420,11171,10594,8330,4798,2217,80868,23095,14270,14593,16283,14321,11521,6625,2465,714,103894,2313,3107,3599,3907,4438,5322,4914,2851,1027,31478,130,440,718,789,1134,1677,2187,1740,801,9606,7,20,87,153,413,739,1213,1227,743,4612,2446,3565,4403,4849,5987,7739,8317,5820,2570,45701,1597,1109,1168,1138,1173,1086,730,523,291,8814
CED202,11147,6360,6339,5754,5596,4658,2971,1063,250,44132,1810,1634,1864,1871,2162,2383,2460,1223,366,15782,145,212,342,414,567,884,1196,831,281,4868,3,26,54,108,216,505,820,667,253,2652,1960,1868,2265,2391,2949,3767,4476,2725,905,23304,1314,824,731,657,854,724,571,318,140,6137,14427,9053,9337,8805,9399,9143,8016,4107,1294,73568,10891,5521,5545,5719,5605,4851,3160,1215,387,42899,1394,2052,2445,2417,2447,2653,2684,1501,706,18298,113,448,705,722,893,1160,1452,944,494,6935,3,41,103,199,437,688,906,693,416,3480,1511,2535,3252,3341,3784,4496,5037,3138,1622,28719,1209,795,721,694,761,647,572,358,218,5983,13612,8855,9526,9757,10148,10002,8772,4716,2229,77606,22037,11878,11882,11473,11203,9508,6131,2273,634,87026,3204,3685,4313,4289,4610,5034,5147,2727,1075,34083,253,662,1055,1139,1459,2040,2648,1772,778,11806,4,65,157,310,658,1190,1723,1361,671,6132,3469,4406,5519,5739,6733,8265,9513,5861,2522,52023,2526,1621,1457,1356,1617,1371,1141,683,363,12125
CED203,11093,6069,5922,5603,5541,4636,3173,1188,285,43504,1636,1495,1721,1820,1966,2467,2714,1460,410,15693,117,190,280,367,565,930,1261,863,350,4922,9,15,47,80,213,478,813,766,328,2754,1766,1705,2051,2267,2740,3874,4780,3086,1087,23362,1294,837,1001,868,915,841,622,394,208,6980,14149,8609,8968,8738,9198,9357,8579,4670,1584,73846,10784,5302,5598,5661,5470,4848,3275,1252,414,42619,1184,1967,2369,2272,2392,2870,2896,1686,693,18329,78,416,662,660,851,1265,1485,980,515,6920,4,31,86,178,378,721,925,822,458,3605,1275,2415,3121,3115,3617,4855,5309,3485,1671,28849,1241,718,747,751,763,790,588,488,369,6464,13298,8435,9465,9527,9852,10494,9178,5229,2456,77928,21880,11369,11514,11261,11012,9483,6452,2443,696,86119,2817,3460,4091,4095,4353,5338,5606,3141,1105,34024,202,602,947,1026,1408,2197,2742,1845,866,11844,16,48,134,265,595,1195,1738,1586,786,6356,3035,4122,5172,5384,6359,8732,10085,6567,2761,52222,2532,1555,1745,1612,1680,1636,1214,890,580,13442
