CED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
CED511,0,3,0,27,113,121,718,682,132,118,150,198,70,19,64,2403,13,8,14,11,43,10,12,4,3,3,3,0,0,0,6,126,3,5,23,35,25,20,43,14,3,3,4,3,0,0,11,194,4,17,33,57,119,177,950,327,34,53,76,102,72,21,37,2076,3,11,4,5,13,20,36,29,10,8,8,15,5,0,0,166,0,0,0,0,0,0,14,24,4,0,17,25,0,0,8,96,0,0,3,6,20,55,181,139,58,36,27,29,12,4,20,585,263,708,3144,1997,1263,714,1136,501,50,51,69,114,38,16,420,10483,4,9,44,81,65,55,101,62,13,6,7,17,7,0,6,473,0,0,3,3,17,17,27,47,15,11,12,17,6,3,24,195,49,96,330,277,353,287,1065,588,141,136,173,243,130,149,151,4161,557,1544,4307,3402,3582,2795,6923,4284,722,668,871,1185,515,321,1274,32950
CED512,0,0,3,22,167,147,747,698,112,85,67,88,33,8,31,2216,3,0,7,31,212,73,55,64,5,0,8,5,4,0,13,480,0,4,16,61,90,113,253,75,16,10,8,6,13,3,12,666,0,0,14,96,198,503,3101,1621,204,175,165,189,96,50,62,6466,0,0,5,14,25,24,50,56,0,5,7,23,5,0,4,217,0,0,0,0,8,19,30,42,5,10,5,18,0,0,0,140,0,0,3,7,47,51,179,122,37,25,28,36,11,7,8,565,112,370,2409,2459,3568,2897,10178,4909,482,303,272,266,140,47,495,28905,0,5,25,42,51,62,167,88,8,12,10,11,6,4,3,487,0,0,5,76,494,335,253,170,41,37,18,36,14,9,46,1536,35,67,351,466,933,1214,3873,1512,223,183,198,176,113,20,144,9512,280,927,3557,4238,7933,7752,25062,13583,1609,1220,1196,1378,727,259,1137,70846
CED513,0,0,3,38,193,156,369,513,92,78,94,146,56,13,29,1778,43,17,38,56,291,100,69,72,11,11,21,11,3,0,17,767,7,14,51,139,203,214,329,135,44,33,40,52,43,0,31,1339,0,7,42,159,434,519,836,239,20,33,33,62,42,23,38,2487,6,6,34,61,78,56,110,120,20,29,34,135,46,3,12,751,0,0,0,4,19,29,89,236,24,27,35,62,8,0,8,538,0,3,0,23,75,79,264,187,50,39,45,43,41,11,18,873,160,439,2158,1788,1996,1390,2320,1221,147,145,162,220,129,68,282,12621,3,7,42,55,98,115,215,165,33,42,65,87,36,21,28,1005,0,0,4,424,891,399,327,304,70,81,83,96,53,16,103,2856,118,178,630,772,1024,1595,2425,1933,564,659,836,1201,487,87,238,12756,743,2291,4986,5183,8086,7210,13143,10558,2281,2449,3087,4093,1833,511,1452,67916
CED514,0,0,5,49,219,189,1075,1122,205,153,161,281,60,19,70,3601,25,20,21,29,173,61,44,37,0,7,8,10,3,0,18,454,7,13,47,202,289,294,465,194,46,50,58,78,41,6,28,1824,5,4,33,101,239,255,724,264,50,46,28,59,36,8,26,1873,6,7,15,46,80,74,314,211,57,35,73,155,73,4,16,1161,0,0,0,0,17,51,123,240,39,33,51,59,4,0,15,640,0,0,10,21,92,123,297,187,47,47,38,49,28,8,25,966,176,528,2623,1897,1692,986,1726,909,105,97,98,132,68,25,294,11362,8,5,31,60,72,90,154,112,30,31,34,45,23,11,24,728,0,0,0,127,206,126,221,210,77,65,65,65,49,10,50,1281,78,140,583,629,954,1305,2914,2014,578,535,653,964,401,110,236,12084,574,1687,4618,4699,6932,6593,17117,13028,3043,2849,3580,4473,1893,410,1607,73110
CED515,0,0,3,41,153,98,334,373,61,56,50,50,34,17,28,1293,21,6,0,30,148,49,39,20,3,0,0,4,5,0,9,339,11,20,56,283,622,593,1273,510,96,86,98,114,67,10,48,3896,0,10,46,205,430,466,1158,376,54,40,57,53,52,24,35,3012,5,8,14,39,227,326,614,452,55,57,48,99,41,0,10,2001,0,0,0,0,62,108,108,140,20,16,30,34,17,5,10,550,0,4,3,24,84,67,193,97,22,33,22,28,14,0,16,603,217,575,2610,2159,2421,1218,2302,1148,129,100,127,114,70,20,263,13484,3,6,34,86,97,103,179,115,27,29,19,25,22,13,22,780,0,0,0,131,201,99,98,99,32,46,36,32,10,6,45,830,104,109,618,723,1109,1025,1999,1310,242,261,233,326,157,34,161,8410,618,1712,4776,5601,10986,8880,20313,12292,2056,1918,1952,2309,1224,305,1422,76353
CED597,0,0,0,0,0,7,14,10,0,7,3,0,0,0,14,60,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,9,0,0,0,0,0,5,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,24,33,37,32,66,36,5,4,7,5,0,0,3,255,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,11,8,16,15,27,12,4,0,0,0,3,0,0,94,0,4,37,59,82,108,208,115,17,6,18,14,10,3,28,717
CED601,0,0,0,16,61,76,107,85,40,14,46,32,6,0,25,504,7,0,13,6,37,13,12,6,0,0,0,0,0,0,0,102,4,3,9,5,7,15,19,26,6,9,9,8,0,0,0,125,0,3,18,34,44,48,121,32,9,4,18,12,11,9,4,359,0,0,0,3,10,0,26,48,43,27,35,23,16,7,0,245,0,0,0,0,0,7,10,43,3,17,7,6,0,0,3,94,0,0,0,0,10,16,44,33,3,9,10,9,3,0,8,149,135,567,1320,854,471,229,393,133,19,21,19,27,20,4,153,4359,0,4,14,50,45,39,89,38,8,15,11,12,8,0,5,337,0,0,0,4,7,3,24,79,31,11,18,26,13,0,7,239,26,92,172,157,162,113,476,459,158,135,152,177,96,19,60,2454,249,1167,1902,1522,1348,933,2305,2649,982,951,905,908,356,67,430,16687
CED602,0,0,0,13,81,55,93,84,23,17,27,21,0,3,23,453,3,6,7,9,24,0,5,0,0,0,3,0,0,0,0,62,0,6,12,6,3,6,0,16,0,0,0,0,0,0,0,46,0,6,10,22,48,49,114,22,9,0,10,18,4,0,7,327,0,0,0,3,10,4,29,42,23,37,27,15,11,7,9,218,0,0,0,0,0,0,12,37,3,21,25,30,3,0,4,140,0,0,0,0,10,13,39,26,18,5,4,6,5,0,3,130,134,543,1300,810,403,176,251,85,19,21,12,26,11,6,142,3939,0,10,24,38,23,33,71,38,6,6,3,7,6,0,4,266,0,0,0,4,3,0,14,26,4,3,3,10,0,0,5,86,31,85,162,111,107,87,178,118,20,49,36,91,39,30,51,1193,258,1039,1874,1354,1166,822,1353,1061,334,419,411,458,167,79,373,11178
CED603,0,0,8,12,79,52,153,149,46,39,63,57,32,3,18,713,13,26,27,22,76,29,20,17,0,0,0,0,0,0,7,245,3,4,3,16,14,12,43,41,10,18,26,9,5,0,8,214,3,15,26,63,78,61,123,38,8,16,8,20,0,11,4,476,0,0,8,9,25,17,65,189,84,57,49,32,10,0,8,561,0,0,0,0,7,7,29,140,21,24,24,12,4,0,5,275,0,0,5,3,17,20,114,68,19,15,12,10,4,0,5,297,146,484,1095,717,455,318,495,245,38,20,42,53,26,18,143,4298,0,6,33,64,59,92,132,81,15,16,25,29,16,3,7,581,0,0,0,16,11,19,76,259,66,73,55,80,35,0,24,723,54,114,175,235,248,291,750,704,252,241,240,212,96,17,64,3704,367,1157,1926,1649,1725,1547,4043,6255,2219,2144,1987,1736,603,120,626,28086
CED604,0,0,0,15,60,31,69,75,33,23,27,8,16,0,11,375,4,3,9,4,30,15,8,10,0,0,0,3,0,0,0,91,4,7,6,9,17,14,28,17,5,7,4,10,5,0,0,130,0,6,27,44,61,100,197,68,20,16,32,32,26,12,4,655,0,0,4,7,9,6,20,103,29,18,17,14,5,0,0,234,0,0,0,0,4,7,14,51,6,13,7,7,0,0,3,111,0,0,0,5,8,17,65,25,15,8,6,5,5,0,8,179,164,589,1420,1026,636,340,661,258,53,42,36,38,21,16,197,5482,0,9,29,66,57,66,144,71,19,17,13,13,15,7,11,538,0,0,0,7,7,4,30,104,23,17,20,24,16,4,20,273,50,99,179,202,233,187,362,300,109,99,97,88,36,0,58,2099,332,1203,2159,1860,1686,1219,2853,2804,893,815,758,704,292,62,500,18134
CED605,0,0,3,14,49,49,75,92,23,28,24,18,16,3,23,397,3,10,7,8,28,12,10,0,0,3,0,0,0,0,0,81,0,6,7,3,3,14,20,9,3,4,0,11,0,0,0,73,0,5,14,28,28,41,86,24,11,3,26,4,0,3,3,279,0,0,0,0,3,4,13,42,6,8,6,8,4,0,0,115,0,0,0,0,0,0,10,16,0,0,7,3,3,0,6,54,0,0,0,5,4,13,23,20,4,0,3,5,3,0,6,99,121,530,1410,819,484,227,365,123,24,22,24,20,3,0,202,4373,3,0,32,49,45,36,68,54,8,4,9,10,4,0,12,335,0,0,0,0,0,0,14,20,9,3,0,8,7,0,4,80,31,89,177,159,142,107,175,118,51,44,51,62,10,3,35,1263,251,990,1977,1536,1296,813,1318,1085,299,304,316,278,98,23,448,11027
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,9,6,5,5,3,0,0,0,0,0,0,8,42
CED701,0,0,0,23,153,151,507,531,109,73,99,141,43,13,80,1938,0,0,7,4,20,8,10,6,8,0,0,0,0,0,0,71,0,6,15,30,26,12,16,3,0,0,3,6,0,0,4,123,0,0,11,21,50,52,225,107,10,19,12,11,18,4,19,552,0,3,6,7,17,9,40,79,25,26,20,18,4,3,13,279,0,0,0,0,0,8,24,51,8,8,3,11,0,0,0,125,0,0,5,16,41,34,104,67,26,14,26,24,17,0,14,381,35,241,827,564,380,274,508,294,50,47,66,90,37,41,162,3612,0,5,30,43,36,58,74,120,37,45,72,137,115,108,18,898,0,0,0,33,57,38,65,75,9,21,16,42,11,0,38,405,10,79,201,258,279,300,956,525,187,124,129,181,146,61,242,3678,107,626,1480,1678,1878,1655,4270,3401,885,742,915,1203,570,371,984,20738
CED702,0,6,5,102,452,281,1236,1192,272,271,228,250,73,18,73,4465,9,0,4,8,34,6,17,9,3,11,0,0,0,0,0,102,0,7,27,44,38,29,32,23,5,22,15,15,11,0,4,265,0,6,9,28,25,46,180,77,43,22,35,69,16,3,3,559,0,0,12,32,63,48,129,224,130,118,123,103,31,3,19,1035,0,0,0,6,9,12,84,167,38,32,22,14,0,0,9,390,0,0,6,34,76,88,237,140,42,29,29,40,14,5,23,757,52,234,817,591,419,311,643,506,77,59,82,129,65,22,83,4088,3,0,15,42,31,44,71,81,6,15,32,6,17,3,6,379,0,0,0,42,128,79,128,211,87,76,68,79,45,7,26,975,19,69,264,714,693,509,1015,846,265,209,213,375,127,16,135,5466,141,652,1863,2587,3117,2472,6744,7145,2086,2092,1977,2208,819,145,766,34815
CED797,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,9,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,16,0,0,8,5,9,13,35,6,0,0,0,8,0,0,0,83
CED801,0,0,9,72,231,163,401,508,133,95,104,101,47,30,41,1946,11,22,31,27,173,48,38,9,0,0,7,5,0,0,9,367,4,16,21,51,64,41,48,44,13,4,6,0,0,3,11,327,0,6,21,62,69,106,174,131,12,20,10,24,7,0,6,666,0,5,27,56,228,169,234,162,14,14,9,18,10,11,9,969,0,0,5,9,13,17,18,24,4,6,8,3,0,0,0,112,0,0,10,25,76,95,134,90,18,16,15,13,16,4,19,519,160,592,1623,978,705,388,621,374,42,43,37,27,15,15,109,5732,7,11,42,110,99,138,174,121,25,40,34,54,39,12,3,912,0,0,8,199,219,93,126,83,26,10,13,19,8,0,24,826,113,274,797,877,875,759,1169,821,181,242,189,220,109,46,132,6796,533,1719,3830,3628,4472,3745,7050,5851,1312,1396,1307,1089,528,237,821,37520
CED802,0,0,5,43,113,115,200,231,53,58,86,83,42,11,9,1049,23,17,25,38,117,32,43,22,0,9,11,0,0,0,3,337,3,6,28,41,42,46,120,65,22,32,19,16,11,11,7,474,0,20,26,86,97,130,225,66,15,19,20,37,5,14,9,758,4,3,11,40,110,151,192,137,27,45,40,41,10,3,15,825,0,0,0,0,25,36,72,84,21,17,20,17,9,0,3,331,0,0,6,26,49,51,131,89,16,38,29,36,5,0,13,497,187,555,1269,898,663,512,968,439,67,61,67,75,62,30,135,5994,8,12,78,152,172,184,353,239,41,67,72,95,88,40,28,1638,0,0,14,153,210,159,200,175,60,66,48,54,26,0,39,1205,124,240,522,654,634,779,1107,1090,280,384,563,625,319,60,155,7533,564,1704,3111,3214,3831,4250,7611,6385,1778,2342,2412,2314,1232,318,819,41879
CED803,0,0,16,42,274,291,515,478,93,99,103,122,32,10,34,2100,12,0,10,20,125,40,32,28,3,0,3,0,5,0,4,285,0,7,18,47,53,42,106,51,13,14,7,4,10,5,5,382,0,6,8,32,52,103,292,263,26,45,34,40,17,0,7,935,0,7,14,25,162,250,503,336,50,44,42,27,14,4,7,1491,0,0,0,6,15,33,67,70,15,9,10,8,3,0,7,254,0,0,5,27,45,75,211,128,22,25,20,23,4,0,15,599,99,421,894,664,456,310,632,411,73,55,65,52,26,8,65,4221,4,0,35,64,84,101,196,155,32,35,31,37,25,13,7,809,0,0,5,201,415,340,418,292,74,76,67,59,28,3,59,2046,61,178,510,610,852,1029,2194,1232,341,322,342,354,120,34,139,8310,339,1148,2453,2636,4124,5188,13699,9950,2386,2772,2610,2307,863,201,903,51586
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
