CED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
CED125,0,0,10,169,1178,1083,1206,724,165,133,124,195,71,12,70,5139,11,12,15,28,237,67,47,13,0,0,0,0,5,0,3,436,0,0,8,20,23,9,29,26,16,10,13,3,0,0,4,168,0,0,12,130,305,188,248,75,7,31,24,45,26,0,7,1113,0,9,11,28,124,98,177,134,19,29,29,41,31,20,12,760,0,0,0,0,24,34,33,26,6,5,10,3,0,0,0,143,0,0,0,21,170,167,258,115,16,20,17,23,5,4,21,855,71,440,1555,1061,721,280,391,283,34,38,16,23,20,12,134,5082,0,0,20,40,41,68,96,64,21,11,13,24,5,0,10,415,0,0,5,110,296,185,232,172,39,31,23,30,11,4,50,1186,84,273,822,1834,2730,2479,2314,1342,308,338,231,265,117,39,326,13501,296,1333,3879,5019,9160,10295,16825,9465,1716,1690,1468,1714,717,204,1435,65217
CED126,0,0,13,65,208,214,243,180,35,45,47,71,10,6,24,1180,8,4,7,26,111,38,58,30,5,11,6,4,4,0,8,322,5,11,14,30,32,43,85,30,13,13,5,12,3,0,10,308,5,11,51,134,249,431,697,279,68,58,74,91,51,3,17,2228,5,4,17,18,24,16,9,5,0,0,0,0,0,0,0,95,0,0,0,3,29,15,11,7,4,0,0,3,0,0,0,83,0,0,0,30,44,76,153,73,5,12,12,12,5,0,21,456,226,610,1671,1400,1495,1646,3128,1500,205,155,142,171,100,36,267,12744,12,15,80,119,176,198,304,150,43,50,35,61,47,19,27,1342,0,0,3,50,78,40,47,31,7,5,14,12,5,0,7,302,111,226,655,717,839,1213,1702,1065,353,342,309,316,123,16,129,8111,659,1857,4194,3993,5481,6131,9438,4969,1135,1067,1156,1317,557,142,887,42984
CED127,0,0,9,44,153,117,118,98,26,24,41,32,8,0,13,690,8,12,14,24,101,45,25,12,0,0,0,0,4,0,8,248,0,0,12,21,22,11,31,15,0,0,0,4,0,6,0,130,0,7,32,105,121,103,200,52,12,13,6,0,0,0,10,651,0,3,19,17,26,23,13,16,9,0,9,11,0,4,8,147,0,0,0,3,9,7,12,10,3,3,0,0,0,0,0,50,0,0,4,8,36,37,72,47,11,15,10,20,4,0,4,267,185,680,2175,1430,1086,629,776,314,51,47,32,35,6,9,207,7664,4,12,80,118,67,104,142,89,18,20,18,12,8,6,16,718,0,0,4,27,21,19,44,40,15,14,15,28,9,0,4,246,152,366,702,653,548,422,400,233,55,39,62,42,13,3,85,3771,577,1824,4084,3462,3384,2576,2929,1647,392,363,375,341,108,40,578,22689
CED128,0,0,17,206,952,814,662,370,66,58,76,126,48,8,57,3454,17,7,16,48,121,37,18,6,0,0,3,0,0,0,5,286,0,3,0,19,19,21,38,7,6,4,3,4,0,0,3,117,0,0,6,54,106,49,71,21,0,9,4,4,0,0,4,326,0,0,18,28,178,199,216,98,6,12,10,14,0,0,10,789,0,0,0,6,35,30,22,29,6,13,6,8,4,0,6,164,0,0,0,25,120,101,152,101,28,13,20,15,3,0,14,576,58,186,724,312,246,96,91,54,5,4,9,11,3,0,50,1851,0,0,3,14,24,31,56,30,14,7,9,13,0,4,0,211,0,5,7,846,2178,1420,886,592,122,117,101,111,59,26,306,6764,207,617,1356,2373,2758,2752,2362,1784,1802,1051,686,531,127,30,395,18833,472,1885,4912,6544,10630,12144,14762,10154,4575,3420,2572,3609,1070,219,1815,78792
CED129,0,0,40,322,1100,642,671,380,67,118,82,114,53,7,47,3645,10,12,17,59,231,72,52,31,3,3,3,7,0,8,5,507,0,3,16,61,108,85,227,101,41,30,26,17,18,7,8,756,0,9,17,111,227,463,786,408,155,160,152,186,89,27,46,2826,0,5,46,96,613,801,904,351,57,64,41,64,21,10,13,3096,0,0,4,10,127,166,142,50,16,7,9,11,0,0,17,561,0,0,3,19,43,68,138,116,31,17,25,14,3,4,7,481,127,322,962,720,679,524,1033,568,91,101,74,60,50,25,90,5441,0,0,32,46,68,97,211,153,39,45,60,101,52,12,9,930,0,0,5,205,244,80,99,72,32,17,21,23,17,0,16,819,141,299,624,1025,1173,1230,1568,852,239,283,243,240,120,58,136,8235,505,1463,3302,4509,10087,12706,21422,11125,2544,2595,2257,2436,1152,404,1103,77621
CED130,0,0,0,15,74,56,193,324,63,63,66,88,14,20,43,1014,3,0,3,3,12,5,6,7,0,0,0,0,0,0,0,39,0,6,3,10,3,6,10,8,0,0,0,5,0,0,0,58,0,4,6,25,33,79,96,47,7,20,12,19,19,0,7,374,0,3,4,0,20,9,33,49,14,9,17,21,0,0,0,180,0,0,0,0,3,6,19,23,19,19,30,84,9,0,14,228,0,0,0,6,10,11,55,26,14,6,14,17,7,0,7,176,116,372,906,485,261,190,290,134,31,44,37,34,12,5,128,3043,5,9,43,58,51,49,147,59,14,25,3,17,15,0,11,488,0,0,0,6,16,9,46,57,40,102,98,50,15,0,27,473,32,85,156,150,129,122,331,250,93,93,112,239,94,59,80,2017,253,810,1448,1231,1093,986,2133,1803,540,741,1010,1451,445,181,532,14664
CED131,0,0,6,32,189,135,200,182,50,47,66,62,28,13,27,1039,32,14,37,26,80,18,12,9,0,4,3,3,0,0,12,253,0,4,9,21,14,8,25,20,6,23,14,11,4,0,0,165,5,3,7,61,69,110,182,80,11,33,16,29,20,0,14,631,0,0,4,13,36,36,90,36,8,5,3,12,5,5,7,259,0,0,0,0,4,15,21,16,8,6,4,4,6,0,8,90,0,0,0,12,20,32,100,98,17,19,23,26,4,5,5,354,111,333,838,544,527,367,764,439,75,71,61,98,51,33,141,4461,0,4,24,56,54,90,178,119,16,24,34,49,38,23,15,729,0,0,6,45,54,23,83,147,40,39,17,32,26,0,39,541,88,111,333,338,257,421,743,557,303,232,335,422,159,32,148,4477,473,1161,2251,1966,2216,2140,4504,3652,1049,1205,1273,1439,604,209,727,24862
CED132,0,0,23,108,322,232,385,328,105,140,118,176,52,27,33,2038,15,21,25,43,140,40,121,92,14,23,29,22,5,0,7,602,4,12,34,97,170,127,202,112,28,35,48,37,35,12,20,969,3,6,53,194,348,384,523,181,70,95,102,106,62,27,62,2233,0,10,14,73,136,109,95,57,14,11,19,14,11,3,16,571,0,0,9,20,201,311,202,132,39,30,22,41,23,11,25,1062,0,0,3,36,77,115,356,260,53,66,44,53,23,9,28,1129,168,335,954,955,1044,1161,1925,1254,254,253,209,204,106,42,183,9043,12,15,64,125,174,248,405,308,59,83,87,122,80,33,42,1857,0,6,16,218,159,72,87,107,26,17,31,29,8,6,10,792,168,262,521,838,890,1060,1739,1499,507,502,497,555,196,70,223,9520,643,1492,3356,4956,8857,9524,14007,9731,2573,2795,2834,3195,1500,618,1311,67397
CED133,0,0,6,14,100,88,154,149,30,44,27,50,9,6,34,711,5,6,6,0,25,0,6,0,0,0,4,0,0,0,0,65,3,4,9,22,9,9,7,9,0,0,0,0,0,0,3,68,0,14,25,55,74,78,170,77,14,10,20,23,5,14,10,585,0,4,6,3,13,12,12,17,4,6,3,0,3,3,0,95,0,0,0,0,7,3,9,13,7,9,27,39,8,0,8,127,0,0,0,9,23,18,66,53,12,14,13,12,8,0,17,251,185,618,1524,788,538,357,497,232,26,35,49,29,15,10,229,5136,4,11,47,95,75,62,116,77,12,15,8,11,9,9,13,553,0,0,0,3,5,5,21,21,11,3,15,6,7,0,15,134,41,163,281,316,257,186,383,226,44,60,71,172,62,30,160,2438,403,1402,2506,2124,2073,1441,2583,1554,378,386,483,672,258,102,813,17174
CED134,0,0,3,16,83,70,155,238,41,61,100,118,52,26,25,963,4,0,5,4,12,0,0,5,0,0,0,0,0,0,0,37,0,4,0,3,4,3,9,0,0,0,6,6,0,0,0,35,0,0,13,12,28,51,130,60,7,10,33,23,13,6,0,378,0,0,0,4,12,14,60,61,12,15,23,19,12,0,3,245,0,0,0,0,0,0,9,18,0,3,17,24,5,0,9,77,0,0,0,3,8,8,42,26,7,6,6,3,0,0,13,141,77,228,483,261,164,87,150,119,25,25,21,37,22,14,94,1800,0,4,25,34,18,32,37,26,9,8,13,6,3,5,0,222,0,0,0,10,11,17,17,25,9,0,4,3,6,6,5,103,32,85,159,139,97,84,242,185,51,40,55,71,32,29,46,1353,175,590,966,792,844,736,1855,1726,501,563,607,642,283,159,356,10788
CED135,0,0,14,177,756,666,833,704,203,178,263,382,97,19,84,4376,11,10,3,21,168,38,43,12,0,3,8,6,0,0,12,346,0,4,7,35,78,58,120,57,18,20,17,22,9,5,9,465,0,0,5,35,80,84,130,36,13,36,6,27,9,4,3,476,0,8,14,41,483,845,969,600,96,105,101,142,55,26,65,3555,0,0,4,4,78,131,107,121,30,38,35,46,17,0,10,624,0,4,3,23,65,115,200,152,38,34,30,20,10,5,11,705,63,191,453,311,247,169,227,155,30,35,38,35,8,4,74,2045,0,4,8,33,25,58,96,89,25,24,38,34,26,11,12,482,0,0,0,395,565,231,192,178,47,51,43,41,31,0,52,1833,112,211,652,1101,1329,1754,1935,1314,580,611,578,594,199,90,210,11278,316,1101,3062,4740,10083,13781,24038,18380,6019,7199,8829,9210,3318,925,2048,113052
CED136,0,0,9,22,192,131,197,246,30,26,51,53,21,4,18,1009,28,8,14,11,33,10,18,3,0,0,0,0,0,0,4,125,0,0,5,17,7,12,11,8,0,7,0,0,5,0,0,72,0,6,20,52,64,67,247,120,9,13,33,33,6,12,11,693,0,0,0,3,17,6,27,29,3,7,0,0,0,0,4,102,0,0,0,0,0,4,15,24,0,3,13,16,0,0,0,91,0,0,0,3,19,33,100,84,18,29,24,16,8,3,9,355,192,650,1424,834,641,360,711,348,33,40,39,51,65,31,152,5564,0,7,10,37,44,51,93,56,11,6,30,12,16,6,13,401,0,0,0,10,16,12,49,53,7,5,11,14,8,4,6,204,75,147,314,316,265,182,432,244,56,44,47,62,22,7,57,2270,550,1423,2409,1981,2053,1478,3121,2129,391,383,480,492,222,86,484,17688
CED137,0,0,10,144,505,427,488,453,140,145,215,301,85,11,78,3013,14,14,24,32,117,38,59,39,14,15,11,7,3,0,7,381,0,5,11,63,108,93,156,79,33,23,32,27,21,10,9,666,0,6,18,80,115,166,209,89,32,31,29,26,9,15,17,824,0,0,16,113,612,532,335,213,35,27,48,54,14,6,67,2070,0,0,4,10,152,171,208,333,99,117,128,131,38,0,25,1421,0,0,4,22,103,148,359,322,110,57,57,55,14,5,45,1289,56,179,477,410,403,437,742,486,90,85,89,85,25,19,88,3675,0,0,19,54,55,105,138,106,38,39,39,55,41,8,19,732,0,0,11,1053,1001,334,291,329,127,131,143,179,65,4,130,3805,127,258,726,1274,1167,1229,1488,1292,539,607,660,703,198,48,244,10560,466,2606,4981,6244,10891,12295,20486,15358,4956,5861,7432,7346,2307,540,2577,104340
CED138,0,0,11,36,126,86,158,164,39,31,51,49,12,8,36,810,7,11,6,7,49,11,19,11,5,0,0,0,4,0,3,137,3,3,13,20,16,13,13,10,5,10,0,3,3,5,3,122,0,11,49,129,163,137,204,73,21,12,8,19,37,5,16,886,0,0,10,13,17,17,21,0,0,0,0,4,0,0,6,91,0,0,0,5,4,5,17,14,4,3,6,0,0,0,0,52,0,0,0,14,29,55,141,81,19,15,25,20,14,7,18,430,246,860,2057,1267,911,767,1327,601,117,77,92,131,80,24,406,8953,3,13,77,111,135,158,239,138,25,24,46,39,62,8,30,1111,0,0,0,15,13,5,27,39,8,0,10,6,5,0,12,148,94,218,402,458,439,383,861,771,237,218,251,347,147,21,155,4986,560,1809,3420,3183,3358,2842,4835,3010,722,623,747,913,512,111,1069,27728
CED139,0,0,5,10,61,56,165,283,70,56,79,81,26,15,26,922,13,0,0,4,5,0,0,5,0,0,6,0,0,0,3,37,0,0,4,12,6,4,15,6,0,0,3,0,0,0,0,60,0,4,13,24,32,49,162,45,9,12,25,17,4,5,7,407,0,4,0,4,13,16,43,75,16,3,17,17,0,0,4,212,0,0,0,0,0,9,6,22,0,14,10,16,5,0,0,85,0,0,0,6,9,19,50,40,3,12,9,7,8,0,5,164,112,365,746,360,217,154,260,121,23,16,17,21,9,3,134,2558,3,5,15,35,24,38,71,33,13,14,0,13,11,3,9,290,0,0,0,11,22,19,22,34,9,10,4,17,13,0,8,155,45,102,143,135,140,161,448,338,71,77,97,153,59,50,69,2096,285,839,1240,961,965,961,2319,2142,625,689,749,1048,369,198,480,13874
CED140,0,0,16,75,211,185,194,183,46,57,46,59,44,11,25,1141,8,6,15,11,93,28,45,26,7,0,3,3,0,0,6,248,0,10,8,21,15,14,35,27,3,4,4,0,0,0,0,149,0,8,35,114,159,183,425,135,61,21,33,27,37,17,14,1266,0,0,26,17,29,13,25,23,0,11,0,6,0,4,6,172,0,0,0,0,13,11,17,13,3,0,4,4,0,0,4,75,0,0,0,10,24,65,147,99,34,13,18,14,10,0,19,447,211,682,1944,1303,1196,931,1921,911,128,84,69,104,57,27,295,9861,4,5,44,87,86,99,151,117,30,24,13,18,9,8,15,711,0,0,3,25,38,14,39,42,13,7,9,5,5,0,3,203,106,241,510,612,547,468,818,516,99,84,87,96,50,18,109,4351,549,1684,3462,3343,3786,3326,5986,3377,712,639,581,636,319,98,778,29290
CED141,0,0,6,23,139,85,102,106,19,26,18,51,6,3,21,595,11,4,17,13,36,7,9,10,0,0,3,0,0,0,3,123,4,3,3,13,7,10,21,3,0,4,0,0,4,0,0,74,0,8,20,46,86,103,157,53,20,15,20,29,12,6,7,582,0,0,5,10,10,14,23,9,0,0,0,4,0,0,7,83,0,0,0,0,3,11,10,3,0,0,4,0,0,0,5,35,0,0,0,0,4,21,70,90,13,5,8,3,4,3,11,246,181,551,1400,743,515,356,728,334,49,24,36,42,17,6,115,5102,5,12,25,39,51,77,90,75,11,11,16,19,11,3,6,433,0,0,0,22,15,12,28,36,13,3,5,5,0,0,10,145,123,209,309,315,269,228,339,213,59,70,38,48,7,11,66,2307,593,1465,2509,1994,1900,1532,2603,1507,341,313,296,313,112,60,402,15959
CED142,0,0,12,101,435,386,361,323,127,123,136,225,79,51,54,2414,5,16,16,36,130,53,99,103,23,30,42,65,22,4,17,661,3,7,23,76,120,173,273,142,44,44,68,57,49,23,24,1127,0,3,30,113,190,309,360,166,61,50,56,70,46,33,11,1506,0,0,17,34,92,90,104,42,13,16,24,27,14,11,7,484,0,0,3,18,132,167,217,232,74,71,107,122,45,10,36,1240,0,0,7,19,158,313,1590,1739,679,467,397,547,143,29,201,6287,70,255,756,718,937,1210,2194,2029,601,595,713,859,303,145,176,11543,5,14,46,121,179,281,511,493,151,148,194,259,170,97,48,2713,0,3,3,309,497,256,282,318,119,157,140,140,61,22,60,2369,92,191,531,1016,1204,1971,2487,2905,1122,1345,1651,2391,924,245,298,18369,283,963,2685,4283,8006,10781,17968,17831,6046,6640,7534,9963,4106,1404,2098,100584
CED143,0,0,14,75,187,148,178,130,31,41,56,54,17,4,21,944,7,11,19,25,125,32,58,81,14,36,24,16,6,3,4,468,3,11,19,55,43,66,110,89,23,20,25,29,30,5,12,536,0,8,39,195,296,483,702,328,88,72,102,105,71,10,25,2529,0,0,12,33,58,23,34,14,0,0,4,0,0,0,3,199,0,0,0,9,64,62,51,15,4,11,8,5,4,0,0,242,0,0,6,13,37,94,186,91,28,20,16,23,4,6,12,532,179,420,1240,1195,1427,1854,4070,2347,477,469,447,443,234,84,217,15097,0,9,63,120,199,268,494,393,115,117,141,167,141,56,43,2332,0,0,4,64,69,51,44,40,15,7,18,36,10,0,9,362,111,189,462,648,787,1077,2017,1799,597,669,622,714,312,72,134,10206,525,1394,3219,3863,5774,6714,11666,7575,1884,2001,2036,2292,1164,349,788,51254
CED144,0,3,11,134,603,503,541,348,89,106,155,198,40,3,70,2812,7,14,16,38,74,24,16,12,12,4,3,0,0,0,10,226,0,0,5,34,62,39,77,30,12,4,3,5,7,0,9,289,0,0,8,36,60,58,86,19,14,3,8,9,3,0,5,317,0,3,14,42,188,149,98,42,11,9,10,11,9,0,9,587,0,0,0,0,52,65,45,62,14,25,16,19,0,0,7,310,0,0,0,16,96,137,269,188,56,36,28,20,10,3,36,890,31,86,319,231,164,135,224,133,23,18,17,22,18,0,57,1473,0,3,11,16,30,52,75,56,16,11,21,13,10,0,9,324,0,0,8,735,1656,1079,744,669,186,149,140,158,62,18,219,5828,77,219,918,1631,1796,1877,2062,1991,478,490,491,506,162,37,329,13059,295,1894,6421,8293,12412,12418,17362,11086,2814,3800,3964,4010,1169,315,2747,88996
CED145,0,0,15,49,138,109,182,147,55,48,67,83,24,7,24,949,69,75,47,28,127,28,60,58,25,17,10,18,4,0,37,596,0,19,41,69,76,56,104,76,26,22,20,27,26,8,11,590,5,12,62,469,1289,1670,1225,387,91,68,85,90,73,21,100,5660,3,3,13,28,42,24,28,10,0,0,4,0,0,0,3,160,0,0,3,4,57,37,25,21,13,14,11,3,0,0,5,188,0,0,9,14,38,71,131,92,18,16,19,22,7,3,13,467,188,275,745,825,909,1170,2214,2045,609,627,736,805,358,74,279,11854,11,10,68,121,166,242,545,400,132,125,149,224,138,41,59,2424,3,0,4,71,70,32,32,42,15,11,11,24,14,10,8,339,386,751,697,1447,1317,1356,1907,1864,657,790,935,1161,464,83,354,14170,988,1908,2902,4399,6289,6938,9388,7438,2166,2315,2755,3277,1520,391,1367,54033
CED146,0,0,7,214,1293,1009,770,420,60,74,70,104,42,0,60,4125,9,10,19,36,328,69,28,12,6,0,4,0,0,0,13,532,0,0,3,19,24,24,42,22,11,9,6,6,0,0,3,183,0,3,12,54,97,84,104,29,4,6,3,6,4,0,10,418,0,0,9,20,95,125,147,60,14,8,0,0,0,0,0,488,0,0,0,4,13,23,17,13,3,3,3,9,0,0,5,96,0,0,3,30,281,150,161,69,18,16,6,18,5,3,32,799,37,180,547,275,223,103,139,123,18,21,21,14,10,0,81,1794,0,6,3,15,29,43,68,39,17,14,15,26,19,0,7,297,0,0,7,872,2748,1983,1293,784,181,130,123,166,92,28,272,8682,57,277,1100,3214,4429,4501,3119,1706,613,432,387,336,135,43,471,20827,254,1330,3824,7217,14938,17766,20696,10385,2857,2115,1720,2005,747,223,2001,88075
CED147,0,0,4,57,241,134,186,184,44,51,55,45,18,3,22,1050,13,24,25,37,109,31,17,3,0,0,0,0,0,0,6,261,0,6,6,15,10,13,25,14,7,0,4,0,9,0,3,115,0,11,21,70,61,83,199,88,16,3,21,25,17,7,6,630,0,3,13,8,22,17,29,21,3,3,0,4,0,0,5,137,0,0,0,0,8,18,20,13,8,0,5,11,0,0,0,80,0,0,6,8,23,45,129,93,14,21,19,23,6,4,10,398,275,1106,3478,1721,861,420,751,296,33,38,42,41,27,5,326,9418,3,8,38,78,47,70,96,61,14,6,11,10,12,3,12,468,0,0,3,72,81,26,45,40,14,8,14,20,6,0,13,338,98,537,1188,1347,579,494,552,374,82,50,59,59,34,13,143,5607,631,2972,6642,5015,3131,2288,3573,2309,443,430,476,472,220,58,856,29513
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED201,0,0,10,90,333,179,361,229,77,63,73,86,34,7,14,1535,12,14,41,48,215,80,41,11,4,0,6,0,0,0,12,487,6,4,9,57,150,103,454,167,43,29,19,15,8,0,6,1068,3,7,29,126,267,146,287,94,14,13,19,21,4,5,7,1054,3,12,141,186,562,617,1331,487,68,89,89,122,40,12,41,3788,0,0,0,7,53,95,88,55,11,10,8,0,3,0,4,330,0,0,0,16,59,43,127,75,23,17,21,28,9,4,10,432,143,596,1805,996,910,344,649,227,37,31,26,47,10,3,161,5991,0,3,16,40,36,84,110,55,10,20,23,10,14,0,4,426,0,0,3,283,468,191,193,84,21,24,21,32,12,3,29,1364,152,331,599,943,1154,795,907,463,98,80,109,116,51,15,142,5957,516,2316,4295,4160,7393,6155,13878,7000,1310,1286,1190,1455,481,147,886,52474
CED202,0,0,0,22,55,66,134,195,47,27,40,77,20,0,15,720,8,3,4,10,36,8,8,6,0,0,0,0,0,0,0,91,0,4,5,9,19,9,22,12,12,4,7,8,0,0,6,110,0,3,9,41,28,54,112,49,5,7,7,12,13,7,9,364,0,0,3,10,16,24,78,73,19,16,16,9,8,0,3,288,0,0,0,0,0,10,13,17,6,10,0,3,3,0,0,56,0,0,0,3,6,22,71,43,22,7,8,12,3,0,10,207,143,565,1271,734,493,276,555,292,28,47,60,40,30,9,174,4720,4,4,16,62,51,57,112,74,5,10,13,14,9,0,15,446,0,0,0,6,23,6,28,47,7,14,17,12,6,0,11,187,51,181,275,259,247,154,437,227,78,56,72,54,29,11,68,2191,363,1660,2101,1712,1592,1266,3206,2171,502,478,620,696,302,63,540,17274
CED203,0,0,3,19,63,66,146,179,52,52,65,75,17,9,22,775,4,10,8,4,17,6,0,7,0,0,0,3,0,0,3,55,0,3,7,9,5,4,8,15,0,0,4,0,0,0,0,70,0,6,8,25,47,80,125,57,4,8,15,5,14,0,8,399,0,6,18,19,19,31,70,65,15,27,15,27,8,5,6,314,0,0,0,0,6,0,17,34,4,9,14,31,5,0,5,135,0,0,0,3,9,7,268,236,74,65,81,39,6,3,9,808,118,524,1053,655,427,269,489,191,47,33,26,37,19,9,171,4067,3,0,24,61,41,42,91,41,0,4,11,10,6,3,15,352,0,0,0,11,11,18,34,45,11,11,5,3,0,3,55,213,55,134,177,188,155,121,682,369,121,122,135,99,29,16,128,2526,314,1169,1759,1483,1298,1119,3257,2112,587,560,646,577,231,74,713,15878
CED204,0,0,0,91,452,375,464,403,104,107,142,160,49,7,43,2409,16,12,78,119,559,204,67,28,6,4,0,0,0,0,24,1116,0,0,4,25,99,53,151,98,21,17,29,9,22,4,3,523,0,9,20,152,283,140,223,68,12,25,11,6,11,6,10,973,3,13,138,299,1035,1251,2305,1490,267,301,424,469,136,14,138,8277,0,0,0,0,29,30,51,43,17,13,23,22,7,0,5,230,0,0,0,4,85,58,126,89,25,19,13,22,11,0,18,461,74,495,1235,870,635,230,459,176,33,24,14,18,8,4,130,4398,0,8,13,22,15,47,68,61,14,14,21,10,4,3,9,312,0,0,0,215,715,433,480,295,51,49,43,28,21,16,77,2417,59,291,1305,2042,3315,3540,3062,1135,312,341,284,286,88,39,387,16497,319,2125,5340,5779,10484,11290,19165,12938,2491,2808,2702,3097,1133,447,1729,81855
CED205,0,0,0,65,487,446,836,499,105,104,117,133,50,6,25,2874,10,3,17,13,122,40,17,8,0,0,0,0,0,0,3,240,0,0,0,5,33,25,179,71,18,7,12,10,4,0,0,376,0,0,0,16,31,29,62,30,0,7,13,3,0,0,10,206,0,4,36,59,235,610,1195,651,140,133,162,165,49,9,49,3493,0,0,0,0,0,12,23,17,0,3,8,3,0,0,0,71,0,0,0,3,50,61,128,75,33,25,28,17,6,0,23,446,21,174,484,214,188,66,213,146,18,13,15,18,8,0,61,1629,0,0,3,6,23,25,66,58,9,12,12,15,6,0,0,248,0,0,8,105,472,254,218,140,33,15,29,30,10,0,88,1391,52,344,1566,2630,2772,2874,3325,2472,1616,935,629,573,139,66,603,20585,192,1562,4424,4767,6474,9452,21992,15026,5185,4315,3598,4566,1419,317,1884,85167
