CED_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED207,2517,5169,9646,9769,9319,6079,1531,200,9,44241,2870,1609,2012,2306,2584,3927,6928,6412,3379,32034,151,358,648,406,372,296,269,313,374,3192,5546,7131,12313,12481,12276,10306,8733,6929,3765,79468,249,3149,12583,13082,12226,7711,1422,145,6,50563,3086,5812,5869,5249,5236,4160,1817,351,24,31598,456,646,867,655,461,440,213,30,10,3767,48,193,411,263,180,112,36,21,12,1273,3833,9800,19731,19249,18095,12417,3489,549,45,87202,67,374,732,480,427,315,48,0,0,2442,898,771,465,289,302,260,77,7,0,3073,961,1148,1198,767,729,576,129,3,0,5511,4796,10944,20927,20020,18825,12995,3613,552,45,92719,6200,3668,3663,3325,3820,6210,11935,11256,5711,55770,321,831,1505,893,747,551,511,550,552,6460,11311,15441,26092,24236,23388,19755,16060,12358,6300,154944
CED208,1728,3808,12687,10365,8610,5091,1034,76,9,43418,1663,792,1823,1887,1919,2940,4522,3879,2087,21519,152,210,617,462,379,303,299,328,346,3096,3546,4816,15128,12719,10909,8333,5850,4279,2441,68030,205,2349,15385,13219,10906,5852,918,43,0,48877,1960,3780,6965,5882,4962,3439,1150,120,7,28267,339,553,1211,911,489,465,160,21,0,4156,30,142,408,256,180,116,34,13,0,1178,2536,6823,23971,20268,16530,9873,2263,199,16,82472,72,293,647,474,480,297,24,0,3,2292,579,430,457,314,232,210,51,5,0,2287,645,725,1106,788,712,514,75,5,3,4581,3182,7549,25076,21059,17244,10382,2342,202,17,87051,3664,1733,3109,2922,3265,5016,8026,6776,3441,37956,290,501,1335,1011,833,662,571,582,548,6328,7132,9778,29524,24989,21337,16060,10942,7566,4005,131334
CED209,2623,3458,7837,8708,8000,5960,1406,128,17,38131,1427,528,1200,1383,1323,3258,7258,4517,1989,22890,145,174,309,349,297,306,389,374,357,2707,4196,4163,9338,10433,9621,9523,9057,5018,2360,63725,637,2768,9476,10231,9791,6062,1028,108,10,40111,3281,3211,4506,5598,4799,4630,1984,237,21,28269,473,495,1061,843,550,644,258,26,0,4352,69,128,237,212,181,126,65,16,6,1045,4458,6595,15273,16886,15324,11466,3338,391,33,73771,81,206,279,179,239,181,36,5,0,1215,534,248,188,167,146,163,57,13,0,1518,621,457,468,352,384,345,93,14,3,2732,5077,7047,15743,17237,15706,11812,3431,407,39,76504,3089,1107,1831,1868,2073,5180,13114,8363,3233,39865,277,382,677,658,617,598,705,668,542,5125,8437,8543,18251,19769,18393,17591,17247,9440,3814,121490
CED210,2469,4031,9198,8059,7930,5848,1330,103,9,38980,1728,808,1905,1854,1992,3547,6516,4555,2066,24975,207,245,585,523,430,330,400,373,249,3347,4403,5085,11695,10441,10356,9721,8250,5032,2322,67301,620,3292,11641,9809,9885,6580,1091,76,4,43004,3051,3624,5258,5007,4612,4240,1619,199,17,27625,417,472,1005,696,535,601,209,30,4,3979,51,133,315,215,192,133,54,27,8,1132,4143,7523,18218,15732,15229,11550,2978,331,31,75733,134,315,536,357,388,260,36,0,0,2018,551,289,333,218,193,198,58,6,0,1845,683,605,860,583,580,454,90,7,0,3863,4827,8131,19077,16310,15805,12006,3065,340,29,79596,3895,1682,3379,3110,3441,6011,11611,8004,3326,44455,430,547,1220,1025,925,733,735,655,403,6665,9155,10355,23674,20446,20170,18746,15420,8992,3754,130715
CED211,2583,3711,8579,9978,9396,6571,1606,154,8,42597,1866,628,1532,2079,1943,3288,6759,5209,2456,25755,77,105,332,366,258,243,278,405,612,2667,4530,4441,10451,12421,11593,10101,8643,5768,3073,71023,491,3167,11351,13030,12220,7885,1364,78,5,49596,3257,3506,4276,5724,5332,4511,1909,301,20,28838,453,399,964,746,483,573,222,46,6,3890,43,103,284,233,178,108,29,10,8,992,4240,7175,16880,19723,18215,13078,3521,443,40,83321,85,239,376,380,333,258,51,0,0,1717,761,300,247,225,218,213,63,6,0,2020,844,536,625,599,549,476,114,8,0,3744,5086,7712,17505,20327,18762,13550,3637,445,40,87061,4282,1394,2364,2904,2968,5279,11615,9119,3923,43855,193,245,704,716,586,463,497,658,877,4939,9562,9356,20573,23945,22319,19292,15747,10225,4843,135857
CED212,2423,3348,8136,8859,8729,6346,1478,126,4,39441,1721,657,1553,1882,1974,3219,6060,4177,1846,23081,220,209,537,516,456,337,345,398,380,3401,4364,4210,10228,11262,11159,9901,7879,4696,2230,65923,662,3006,10451,11045,11546,7515,1356,96,0,45666,3030,2783,4044,5217,4841,4354,1663,241,16,26208,405,414,1075,836,571,641,222,35,4,4195,47,119,292,274,180,127,40,14,3,1103,4148,6330,15859,17375,17138,12632,3280,386,26,77177,134,306,435,321,351,280,38,0,0,1864,660,207,246,203,191,212,49,4,0,1767,787,512,678,522,542,494,90,9,0,3633,4932,6837,16540,17898,17685,13128,3365,390,26,80812,3817,1282,2360,2766,3135,5241,10756,7504,2961,39828,435,410,1096,1063,1031,772,638,677,578,6692,9176,8531,19995,21726,21847,19147,14762,8569,3569,127326
CED213,2323,2698,5612,6514,8191,6622,2038,206,9,34221,1454,432,1103,1446,1747,3696,8512,6644,2568,27598,204,180,348,457,546,476,576,608,575,3972,3981,3314,7066,8410,10482,10799,11125,7457,3151,65785,888,2718,6977,7522,9462,6961,1541,147,4,36225,2748,2253,3190,4180,5016,5134,2698,455,33,25707,523,413,795,684,763,796,335,69,7,4387,130,145,214,182,267,182,77,38,4,1246,4284,5535,11184,12571,15506,13072,4657,712,44,67577,88,163,211,170,260,230,39,0,0,1170,408,119,112,129,143,193,59,3,0,1169,501,281,328,301,406,424,102,8,4,2342,4783,5817,11511,12871,15911,13495,4762,722,49,69918,3194,841,1619,2108,2790,5963,15023,12115,4494,48159,404,344,725,872,1089,939,1076,1056,906,7405,8381,7001,13857,15851,19797,20392,20867,13895,5443,125484
CED214,1661,4370,12801,9762,7544,4448,819,45,0,41449,2231,1164,2935,2920,2824,4079,5796,3643,1776,27353,232,408,1173,806,590,488,416,354,353,4822,4119,5938,16909,13487,10958,9021,7022,4038,2131,73623,219,2833,16082,13380,9759,5582,961,44,0,48854,1842,4446,7947,5440,4152,3104,856,74,5,27859,254,518,1243,860,525,454,148,17,0,4011,69,247,706,345,268,156,46,6,0,1840,2375,8047,25971,20022,14700,9290,2011,135,3,82569,120,436,1065,727,706,529,66,3,0,3655,595,516,610,399,368,401,58,4,0,2955,711,951,1673,1126,1072,928,124,9,0,6609,3092,8998,27648,21149,15773,10218,2141,143,10,89171,4742,2422,4820,4468,4643,6911,10555,6656,2863,48073,516,910,2656,1793,1298,1054,862,714,527,10320,8348,12327,35124,27408,21715,18184,13548,7518,3397,147573
CED215,2199,3432,10965,13883,9423,5167,897,59,10,46035,2188,830,2771,3199,2172,3200,4975,3086,1412,23825,209,225,832,785,451,308,235,195,152,3395,4592,4485,14572,17868,12051,8672,6113,3339,1574,73263,383,2686,14041,20372,13427,6774,961,27,5,58687,2670,3406,5582,6831,4622,3258,1013,116,6,27496,403,395,1135,1134,596,481,137,16,0,4298,50,188,576,459,234,109,30,9,3,1662,3505,6674,21328,28801,18878,10621,2140,173,11,92138,117,347,825,793,589,379,41,3,0,3098,688,389,397,424,251,213,55,5,3,2426,807,743,1222,1220,844,590,92,8,3,5523,4312,7415,22550,30024,19723,11208,2236,179,18,97663,4787,1806,4310,4517,3405,5102,8928,5492,2270,40629,425,558,1748,1659,931,648,469,343,233,7006,9528,9774,28604,36196,24062,16963,11631,6014,2518,145295
CED216,2269,2716,6430,6340,7042,6466,1717,217,23,33210,1451,648,1673,1594,1931,4384,8163,5104,1922,26866,301,309,690,706,652,674,698,604,438,5069,4025,3680,8799,8636,9618,11518,10575,5918,2377,65147,939,2818,7791,7373,8157,6730,1562,218,27,35621,2621,1918,3723,4114,4185,4769,1998,336,24,23698,360,258,790,540,533,824,304,33,11,3662,118,160,261,233,236,201,115,46,9,1390,4044,5158,12572,12260,13113,12531,3980,642,75,64368,176,331,445,310,379,355,59,0,0,2063,343,151,243,178,198,252,79,10,0,1460,522,482,684,489,581,605,134,17,0,3518,4567,5639,13256,12750,13697,13131,4114,652,78,67889,3170,1254,2841,2786,3402,7738,15800,9719,3196,49907,599,624,1339,1383,1291,1383,1446,1086,722,9875,8337,7521,17441,16920,18394,22248,21361,11462,3990,127675
CED217,2512,3264,6478,8323,10343,6891,2041,251,17,40133,2246,518,865,1630,1957,3137,5917,4712,2721,23708,111,77,275,321,345,231,272,279,344,2261,4874,3858,7617,10282,12657,10260,8227,5244,3088,66102,217,2054,8725,11096,13893,8532,1820,176,12,46518,3211,3690,2807,4210,5268,4789,2614,520,38,27145,543,492,662,660,462,512,234,45,7,3627,34,81,203,184,165,117,46,17,9,852,4009,6317,12398,16148,19782,13946,4718,761,63,78144,29,167,308,275,384,321,49,5,0,1540,667,270,157,159,216,192,79,19,0,1764,699,442,468,433,603,519,127,16,4,3302,4709,6756,12862,16579,20389,14459,4842,779,65,81447,5192,1263,1394,2157,2789,4871,10027,8101,4196,39995,222,209,577,636,670,416,458,460,483,4121,10125,8227,14831,19375,23844,19751,15327,9337,4738,125553
CED218,2705,4130,9343,10175,8854,5093,825,54,3,41179,2735,988,2880,3288,2716,4075,5639,2773,1041,26128,225,222,721,651,471,350,281,175,98,3196,5664,5342,12954,14110,12047,9518,6744,2999,1140,70508,504,3407,12232,13849,11840,6825,1082,33,0,49768,3131,3602,4972,5623,4791,3383,940,112,3,26554,426,449,1025,822,553,503,152,11,0,3952,97,258,534,467,314,180,54,0,0,1904,4158,7715,18769,20763,17492,10886,2230,158,9,82174,142,454,730,677,573,362,37,0,0,2978,881,482,370,328,283,289,57,4,0,2690,1023,942,1102,1006,853,650,92,3,0,5668,5182,8654,19864,21767,18347,11535,2320,160,9,87846,5849,2279,4756,5104,4302,6276,10235,5424,1691,45922,473,547,1466,1320,973,701,545,336,162,6512,11501,11483,26086,28182,23619,18516,13101,5922,1863,140279
CED219,2507,3619,9204,8914,7705,5051,1070,79,3,38159,2103,867,2960,2764,2252,3460,5530,2786,1094,23824,246,252,746,682,502,362,330,223,97,3431,4860,4745,12915,12361,10455,8868,6925,3090,1200,65414,780,3522,12073,12232,10510,6408,1118,56,6,46704,2805,2803,4698,4977,4107,3328,1159,137,0,24024,385,437,1152,768,554,529,160,12,0,4010,78,187,463,385,212,144,35,11,3,1514,4047,6952,18388,18365,15390,10402,2484,222,16,76262,200,385,665,518,441,290,33,0,0,2530,704,316,368,324,196,186,44,3,0,2143,903,702,1031,841,635,479,82,3,0,4674,4947,7647,19419,19209,16029,10881,2557,228,19,80933,4468,1582,4021,3794,3440,5412,10028,5237,1715,39702,505,556,1478,1376,1018,722,614,396,157,6810,9921,9781,24922,24377,20489,17015,13203,5857,1893,127451
CED220,1750,4942,14066,9175,7957,5500,1930,272,22,45605,1803,918,1330,1531,1757,2636,4776,4153,2068,20963,88,247,727,429,339,266,306,301,347,3049,3648,6106,16123,11130,10054,8402,7010,4725,2437,69622,142,3138,19787,13511,10985,6897,1758,218,19,56452,2048,4573,5531,4122,3927,3635,2258,502,61,26656,379,667,1046,727,383,365,149,61,6,3783,25,127,334,198,151,93,41,24,3,994,2594,8509,26691,18562,15447,10985,4212,799,86,87888,28,232,625,391,346,273,45,10,0,1945,537,454,287,150,183,182,70,10,0,1885,563,690,913,545,529,456,119,20,0,3827,3158,9196,27604,19099,15975,11443,4328,814,86,91714,3848,1857,2260,2160,2577,4144,7982,7108,3294,35234,187,445,1448,871,694,533,543,533,492,5750,7194,11495,31318,22138,19247,16124,12848,8457,3878,132696
CED221,2657,4548,11224,11187,7926,4566,757,41,8,42914,2829,1301,3847,3538,2557,3304,4324,2377,930,25016,233,289,889,688,482,336,251,144,74,3386,5718,6144,15964,15410,10966,8210,5338,2556,1011,71317,706,4101,14498,16080,11421,6471,934,23,3,54240,2874,3770,6308,6748,4427,2979,879,87,8,28074,283,395,1205,816,517,436,112,15,0,3780,84,263,609,459,255,158,35,6,5,1875,3942,8530,22615,24112,16619,10042,1959,138,11,87972,182,505,760,584,416,264,35,0,0,2747,966,471,387,348,219,185,51,6,0,2640,1145,985,1151,933,633,449,86,6,0,5386,5092,9505,23767,25037,17252,10495,2048,142,14,93358,5965,2347,5053,4780,3708,5201,7700,4381,1454,40596,477,635,1750,1427,955,694,473,256,120,6777,11530,12487,30571,31253,21916,16385,10219,4778,1593,140732
CED222,2234,5114,12112,10294,8892,5686,1242,83,12,45673,2573,1619,3004,3008,2804,4296,6993,5236,2621,32159,212,339,867,617,445,369,354,352,303,3853,5024,7076,15977,13929,12138,10357,8591,5673,2932,81686,300,3506,15983,14064,11809,7261,1355,59,4,54345,2698,5586,7925,5934,4906,3863,1380,169,11,32476,313,536,1091,772,518,468,175,30,3,3902,57,262,745,391,274,198,55,16,7,2001,3361,9885,25751,21162,17511,11786,2967,276,24,92720,96,410,961,649,530,433,46,0,0,3125,752,702,516,370,305,276,67,7,0,2983,840,1115,1474,1013,832,704,111,8,0,6113,4204,11005,27227,22175,18347,12489,3077,286,29,98836,5607,3495,5064,4483,4547,7105,12355,9505,4412,56586,401,831,2088,1243,935,776,684,658,464,8086,10213,15330,34376,27903,23827,20368,16119,10453,4907,163501
CED223,2595,2911,6703,7332,8286,7564,2209,299,37,37939,1565,535,1315,1455,1587,3661,7560,4973,2197,24845,328,333,616,601,691,673,578,535,328,4685,4490,3774,8638,9395,10561,11899,10350,5809,2562,67465,1216,3131,8144,8720,10133,8075,2102,363,22,41910,2963,2164,4069,4516,4716,5508,2653,448,60,27090,507,322,873,650,669,957,371,64,9,4424,154,168,297,244,277,219,125,75,18,1572,4842,5783,13382,14128,15794,14755,5252,950,109,74992,115,175,275,216,257,251,53,3,0,1341,305,113,146,119,135,220,64,8,3,1122,416,291,425,336,392,466,121,9,5,2462,5259,6070,13810,14465,16188,15227,5371,960,112,77457,3374,960,2001,2245,2793,6397,14154,9347,3589,44858,645,698,1213,1228,1356,1389,1271,932,511,9235,9279,7725,17018,17939,20340,23007,20794,11232,4208,131544
CED224,2426,3375,8146,10029,9904,6244,1544,133,6,41810,1939,632,1410,1899,1877,3205,5822,4404,2378,23568,100,111,400,397,292,241,289,310,217,2361,4473,4121,9961,12323,12070,9690,7656,4849,2599,67735,441,2658,11276,13356,13262,7899,1451,82,5,50428,2993,3264,3653,5363,5235,4204,1737,246,12,26716,372,366,866,809,527,503,236,38,3,3725,38,101,268,253,180,113,42,18,12,1030,3850,6385,16066,19784,19202,12712,3467,385,33,81888,81,220,430,354,402,294,59,3,0,1845,723,256,187,180,196,198,73,11,3,1829,802,476,615,534,597,487,132,12,3,3668,4654,6865,16680,20319,19807,13203,3603,395,31,85557,4231,1344,2136,2646,2860,5105,10074,7769,3723,39878,216,249,829,776,610,499,540,533,349,4599,9099,8463,19649,23743,23274,18806,14216,8696,4100,130046
CED225,2326,3546,8130,9455,9304,6710,1768,159,9,41410,1897,568,1179,1694,1698,3216,6498,4570,2215,23535,94,134,335,332,280,227,290,255,216,2159,4313,4240,9640,11484,11285,10154,8553,4988,2438,67105,454,2682,10767,12195,12243,7793,1626,110,7,47892,2810,3533,3797,5378,5313,4716,2072,311,15,27947,449,487,971,834,471,627,287,44,3,4170,24,120,185,178,149,94,52,13,9,820,3740,6826,15725,18586,18172,13228,4044,482,39,80830,73,209,389,326,336,244,31,0,0,1609,713,284,210,219,205,177,77,6,5,1889,787,494,593,540,536,423,111,5,3,3504,4528,7317,16326,19126,18711,13650,4147,484,46,84332,4394,1234,1984,2393,2641,5187,11370,8254,3524,40990,216,301,690,687,578,484,521,445,366,4289,9135,8852,18995,22215,21930,19330,16039,9186,3934,129616
CED226,2505,4759,9001,8514,9554,6711,2069,291,26,43418,2954,922,1088,1764,2361,3348,5957,4736,2857,25989,125,152,331,306,317,207,206,236,260,2151,5578,5835,10420,10583,12237,10270,8238,5261,3144,71559,125,2855,12293,11129,12731,8466,1946,189,8,49745,3147,5191,4127,4286,4853,4518,2577,562,50,29307,562,667,738,616,404,420,233,48,14,3706,45,114,231,189,157,109,42,16,4,902,3868,8820,17387,16221,18147,13516,4799,814,75,83665,32,220,403,335,361,274,43,7,0,1684,730,489,258,189,199,186,79,12,0,2149,766,715,661,531,566,461,118,18,0,3827,4636,9535,18050,16754,18712,13980,4923,830,83,87493,6513,2019,1922,2387,3336,5262,10000,8166,4483,44080,243,300,699,597,617,444,384,389,376,4046,11389,11853,20670,19731,22662,19685,15310,9385,4930,135614
CED227,2781,3987,10377,10334,8390,4899,1004,101,9,41889,2055,741,2610,2564,1756,2726,4717,2984,1087,21242,213,213,665,557,437,342,296,261,160,3140,5053,4937,13649,13455,10586,7967,6019,3345,1263,66269,802,3817,13453,14330,11569,6364,1049,78,12,51470,3264,3126,5375,6066,4611,3272,1193,190,18,27119,431,412,1251,772,512,480,158,23,0,4047,84,186,437,346,235,144,45,19,6,1494,4572,7541,20522,21517,16928,10255,2440,309,37,84125,148,288,490,372,317,219,40,0,0,1868,783,322,287,263,149,150,46,12,0,2003,926,608,781,636,463,367,82,12,0,3873,5494,8154,21304,22153,17391,10623,2524,320,38,88001,4633,1407,3395,3351,2523,4169,8091,5486,1791,34839,446,468,1302,1122,888,616,531,441,243,6061,10572,10030,25998,26630,20801,15402,11146,6243,2074,128898
CED228,2376,4429,12884,12689,7549,4581,757,42,3,45315,2742,1264,4613,3972,2507,3708,4602,2293,881,26574,294,389,1253,969,524,342,294,200,154,4423,5413,6081,18741,17635,10581,8629,5650,2537,1033,76309,526,3580,15809,19066,10745,6140,922,41,0,56835,2774,4358,7486,6923,4114,2963,839,74,6,29535,335,453,1204,1020,519,450,138,10,0,4139,68,289,797,570,253,148,43,8,0,2186,3703,8681,25299,27578,15633,9712,1946,132,11,92694,205,584,1277,920,560,307,44,0,0,3904,864,557,729,507,265,180,55,4,0,3156,1071,1144,2011,1425,820,486,99,5,0,7062,4775,9820,27305,29002,16450,10201,2040,140,14,99753,5870,2419,6116,5351,3743,5741,8322,4282,1347,43185,631,870,2527,2054,1099,701,539,356,239,9016,11274,13114,35948,36406,21287,16646,10900,4781,1596,151960
CED229,1307,4574,17721,11546,8503,5563,1842,209,21,51295,1514,993,1806,1727,1691,2604,4446,3029,1398,19213,126,381,1249,890,568,448,377,332,365,4738,2951,5946,20777,14159,10764,8614,6666,3575,1783,75238,167,3081,23242,16774,11986,7057,1740,180,12,64256,1484,4124,8367,5074,3889,3608,2223,448,31,29254,291,634,1468,972,489,395,189,35,3,4473,29,145,495,261,138,94,53,15,6,1229,1972,7982,33575,23082,16502,11155,4205,679,60,99209,37,275,819,641,510,345,59,5,4,2693,397,458,460,228,200,211,106,12,0,2075,439,733,1283,870,709,556,164,15,4,4766,2411,8718,34858,23952,17212,11708,4373,688,63,103981,3187,2001,3036,2582,2754,4339,7824,5458,2273,33452,275,777,2595,1806,1287,999,808,632,549,9732,5871,11487,40480,28339,21256,17054,13002,6786,2884,147161
CED230,2249,2863,7185,6595,7635,7312,2001,299,31,36171,1717,775,1984,1754,2059,3992,7696,5564,2777,28326,328,298,744,753,730,777,782,691,514,5606,4294,3938,9915,9098,10427,12082,10474,6548,3320,70100,1015,3467,9124,8169,9507,8666,2258,348,40,42587,2710,1849,4054,4138,4346,5101,2241,439,56,24927,275,287,847,498,516,798,300,44,16,3585,132,160,403,286,335,281,121,96,12,1820,4131,5759,14428,13087,14696,14845,4921,929,119,72910,144,275,400,307,336,327,40,0,0,1823,297,165,261,166,175,248,68,7,0,1393,448,441,659,473,510,579,103,7,3,3222,4576,6202,15083,13563,15212,15424,5025,934,121,76134,3704,1439,2973,2766,3603,7093,14626,10348,4488,51046,693,633,1552,1541,1543,1700,1661,1283,802,11406,8973,8267,19618,17863,20357,24213,21313,12562,5418,138587
