CED_CODE_2021,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_vis,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_vis,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_vis,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_vis,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_vis,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_vis,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_vis,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_vis,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_vis,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Tot_OS_vis,M_Total_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_vis,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_vis,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_vis,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_vis,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_vis,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_vis,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_vis,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_vis,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_vis,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Tot_OS_vis,F_Total_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_vis,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_vis,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_vis,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_vis,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_vis,P_45_54_yr_Tot
CED303,2565,408,19,10,2087,174,4,5261,1731,647,82,34,1661,170,0,4329,2352,2378,516,221,1933,337,17,7746,2440,3517,989,359,1581,323,9,9217,2711,3879,1032,366,1758,379,6,10133,2500,3637,1081,451,2120,320,8,10109,1554,2667,1316,694,2235,355,14,8832,721,1153,708,418,1537,311,7,4854,170,246,118,83,621,238,0,1478,16739,18529,5856,2626,15523,2607,68,61960,2451,526,50,11,1609,186,5,4836,1422,923,196,119,982,147,9,3791,1401,2777,1299,1282,1209,341,8,8308,1080,3559,2333,1892,979,359,12,10213,1389,4577,2444,1428,1212,345,11,11399,1381,3957,2459,1458,1669,323,14,11260,703,2394,2248,1816,2265,363,20,9799,498,1025,981,854,1713,426,10,5502,232,264,146,99,1022,576,4,2348,10545,19993,12162,8948,12653,3063,89,67458,5017,930,74,18,3691,357,5,10096,3145,1573,282,151,2645,311,10,8119,3746,5151,1812,1502,3144,677,25,16052,3520,7073,3326,2246,2559,687,19,19433,4100,8455,3472,1788,2968,722,21,21531
CED304,2225,445,28,16,1660,199,19,4588,3023,1778,206,97,3152,611,50,8909,6702,6212,934,275,5858,1747,186,21915,3948,5329,1275,459,2894,1166,117,15197,3305,4584,1051,362,2067,940,89,12391,2385,3278,812,292,1737,675,78,9255,1127,1792,641,260,1455,400,42,5716,447,704,312,135,921,226,7,2761,109,124,51,28,413,94,4,834,23284,24244,5306,1918,20156,6072,593,81570,2392,657,61,21,1472,213,15,4833,3371,2951,414,157,2621,685,67,10267,5591,7553,1697,1023,4311,1530,147,21861,2301,4711,2428,1934,1736,941,78,14128,1893,4652,2321,1330,1190,651,34,12071,1457,3292,1661,784,1149,574,62,8983,641,1659,1211,756,1219,333,24,5842,318,681,547,379,962,244,17,3148,188,218,110,55,743,161,7,1468,18156,26369,10443,6436,15411,5332,452,82606,4614,1099,86,36,3137,414,27,9415,6393,4730,619,253,5770,1291,120,19178,12295,13760,2634,1301,10173,3283,333,43773,6253,10036,3704,2390,4633,2109,202,29327,5197,9234,3369,1691,3256,1592,121,24466
CED305,2127,415,38,34,2018,548,0,5190,1390,768,121,55,1710,1024,10,5076,2649,2868,659,303,2898,3082,58,12520,2442,3392,953,452,2302,2986,27,12551,2509,3263,860,430,2557,2901,20,12541,2352,3091,1007,506,2921,2303,13,12181,1314,2098,1060,652,2570,1024,22,8738,522,783,425,375,1513,438,3,4063,159,155,71,80,522,180,5,1164,15464,16829,5177,2886,19010,14500,164,74028,1990,559,87,41,1573,440,3,4693,1127,1267,271,211,1155,631,11,4683,1407,3086,1557,1826,1739,1290,31,10942,935,3396,2042,1877,1213,1044,13,10508,1149,3624,1854,1307,1421,1080,13,10440,1056,3136,2037,1525,1913,955,16,10633,555,1571,1574,1593,1924,665,10,7885,388,684,587,710,1507,456,8,4346,178,189,110,100,855,249,0,1687,8780,17514,10121,9181,13299,6810,100,65812,4116,967,124,73,3593,992,9,9883,2522,2040,393,263,2867,1660,24,9758,4052,5953,2218,2127,4640,4372,87,23456,3367,6786,2993,2325,3512,4031,42,23054,3661,6881,2709,1733,3973,3985,31,22978
CED306,2118,417,26,19,1943,425,3,4954,1537,714,96,48,1942,586,57,4981,2578,2639,533,245,3084,1532,204,10804,2437,3146,811,389,2054,1231,76,10143,2630,3265,825,375,2464,1105,32,10692,2529,3253,941,487,2988,1102,24,11330,1484,2275,1096,649,2935,891,32,9355,619,875,499,378,1614,518,14,4519,131,135,70,67,569,183,0,1152,16052,16718,4902,2664,19575,7569,449,67931,2037,545,66,27,1595,381,7,4654,1312,1236,274,172,1318,529,58,4898,1617,3111,1339,1600,2107,1177,137,11093,1063,3416,2126,1841,1261,946,22,10675,1294,3968,2034,1227,1530,832,18,10909,1192,3463,2128,1490,2072,876,27,11256,656,1784,1704,1690,2257,761,28,8874,369,705,638,754,1577,510,4,4560,161,223,112,93,955,283,3,1830,9698,18459,10428,8899,14667,6292,303,68746,4159,969,96,46,3537,801,6,9613,2848,1951,372,221,3254,1115,114,9880,4187,5749,1870,1846,5188,2711,348,21898,3492,6564,2933,2235,3312,2176,102,20817,3923,7235,2859,1604,3991,1938,47,21596
CED307,2846,441,26,13,2075,209,4,5612,1905,706,88,55,1817,175,8,4756,2779,2864,654,254,2240,401,12,9200,2569,4187,1262,493,1547,348,11,10422,2837,4582,1240,447,1736,325,6,11173,2081,3405,1101,450,1626,215,6,8889,1108,2089,1077,587,1587,173,13,6647,511,807,503,317,1032,141,0,3316,116,110,53,41,353,78,0,753,16757,19193,6006,2658,14013,2066,73,60760,2709,623,58,16,1658,170,4,5239,1649,1110,242,128,1118,157,6,4405,1663,3289,1490,1385,1379,359,6,9566,1137,4076,2696,2274,997,363,5,11553,1495,4768,2578,1633,1139,312,11,11942,1110,3436,2063,1363,1313,222,21,9529,582,1753,1707,1505,1602,203,19,7364,345,714,643,579,1200,198,4,3675,166,179,85,47,659,164,0,1294,10864,19945,11555,8923,11065,2149,72,64568,5554,1060,88,26,3727,381,11,10852,3559,1819,326,180,2934,335,11,9165,4446,6150,2142,1637,3623,759,18,18767,3705,8266,3961,2765,2546,708,16,21972,4336,9350,3817,2082,2877,640,17,23121
CED308,2433,433,35,17,2548,349,4,5816,2063,887,119,53,2477,413,22,6033,3439,3213,701,292,3716,996,38,12400,2950,4011,1088,530,2724,786,19,12101,3094,4075,1040,477,2627,697,23,12029,2615,3309,943,458,2794,441,32,10599,1625,2600,1104,526,2706,473,44,9083,826,1209,647,343,2150,366,21,5561,171,176,106,61,756,129,3,1403,19218,19915,5773,2756,22498,4645,210,75022,2405,641,76,25,2129,389,8,5670,1843,1468,334,202,1749,418,16,6030,2062,4101,1753,1881,2624,980,24,13424,1365,4178,2602,2422,1936,760,17,13289,1733,4793,2563,1652,2052,742,21,13554,1443,3872,2230,1444,2303,542,38,11874,869,2506,2178,1566,2848,523,46,10541,504,1062,905,793,2236,442,19,5965,216,203,117,105,1223,295,5,2163,12436,22827,12753,10093,19099,5099,190,82499,4833,1071,112,42,4679,733,17,11486,3906,2354,455,256,4221,826,39,12062,5499,7319,2449,2179,6341,1982,64,25823,4316,8190,3693,2952,4661,1547,34,25390,4824,8868,3605,2132,4676,1432,45,25579
CED309,2360,335,20,8,1922,246,3,4884,1468,665,82,44,1436,297,8,3995,2513,2557,543,234,2182,586,32,8649,2353,3735,1125,446,1708,651,19,10040,2639,4086,1195,453,1744,585,22,10733,2410,3627,1216,547,2084,509,26,10417,1707,3095,1512,794,2326,533,23,9989,810,1446,753,462,1829,458,24,5777,231,272,149,127,788,235,0,1804,16490,19823,6599,3107,16011,4096,157,66287,2267,468,45,15,1635,244,6,4679,1402,1091,243,119,1063,263,9,4206,1681,3059,1358,1374,1520,592,29,9613,1168,3686,2541,2293,1028,604,20,11344,1476,4748,2616,1478,1248,554,12,12132,1574,4261,2504,1499,1793,585,14,12229,842,2861,2552,1891,2277,546,33,10998,526,1280,1075,970,2038,525,17,6419,219,326,164,163,1376,444,0,2693,11165,21781,13085,9800,13976,4358,143,74307,4629,803,62,21,3552,489,9,9559,2861,1762,327,168,2500,557,22,8197,4192,5622,1899,1611,3700,1184,61,18262,3524,7425,3667,2737,2735,1255,39,21380,4122,8834,3811,1928,2990,1138,36,22866
CED310,2440,402,32,15,2030,277,6,5203,1661,755,91,35,1657,282,13,4491,2791,2562,547,219,2468,622,92,9305,2396,3535,1044,431,1628,558,41,9630,2618,3805,1115,460,1863,547,29,10443,2317,3534,1146,541,2104,509,10,10166,1705,3041,1435,732,2294,510,26,9734,894,1522,876,487,1934,416,19,6156,256,301,154,125,933,232,5,2005,17080,19459,6437,3045,16916,3951,246,67137,2614,563,57,25,1649,308,0,5212,1601,1239,262,145,1199,297,15,4758,1815,3287,1436,1480,1617,620,62,10321,1153,3663,2386,2209,1079,569,30,11097,1467,4483,2547,1542,1308,569,22,11940,1408,4087,2505,1528,1848,534,30,11947,867,2868,2549,1963,2330,558,33,11166,572,1274,1261,1065,2129,517,10,6827,298,320,201,172,1354,365,4,2714,11795,21784,13206,10124,14508,4332,211,75965,5055,964,88,40,3676,581,8,10415,3265,1995,354,177,2859,576,28,9249,4604,5851,1979,1700,4088,1245,158,19627,3547,7202,3429,2633,2708,1130,72,20727,4090,8286,3666,2003,3168,1115,53,22378
CED311,2027,435,58,24,1900,504,0,4951,1278,747,136,56,1583,572,154,4528,2406,2622,621,334,2606,1486,348,10429,2425,3190,913,506,2132,1693,171,11036,2659,3401,936,483,2487,1789,51,11807,2505,3326,1092,655,3209,1618,23,12440,1441,2241,1121,866,2912,1079,14,9681,557,745,433,436,1525,521,7,4223,118,123,66,68,401,131,0,902,15418,16823,5380,3436,18762,9391,778,69995,1879,626,87,37,1413,460,0,4501,905,1085,322,307,1026,386,22,4067,1183,2778,1464,2003,1576,968,73,10038,892,3107,2072,2165,1110,924,20,10282,1141,3675,1947,1521,1439,916,8,10633,1070,3118,2235,1830,1876,940,10,11079,605,1607,1559,1761,1976,786,17,8311,279,592,540,690,1216,454,3,3770,105,133,69,87,534,222,6,1155,8046,16714,10290,10398,12177,6053,161,63836,3905,1056,151,56,3320,963,0,9455,2183,1837,459,365,2605,960,178,8591,3590,5396,2079,2336,4187,2452,422,20469,3317,6297,2984,2673,3244,2614,188,21319,3793,7075,2880,2010,3926,2701,60,22441
CED312,2549,569,46,20,2731,469,8,6396,2163,1006,132,56,2566,505,4,6436,3587,3598,816,394,4230,1111,27,13759,3007,4295,1194,512,2816,911,14,12754,2814,3716,1007,464,2708,733,14,11457,2180,2894,892,426,2429,507,12,9349,1167,1835,883,545,2458,391,21,7308,511,772,457,290,1557,295,6,3886,111,123,52,46,551,135,3,1025,18099,18812,5484,2760,22052,5049,110,72370,2526,778,95,36,2145,417,4,6011,1696,1620,446,307,1933,523,11,6539,1936,4256,2017,2424,2878,1154,19,14688,1284,4201,2647,2596,1954,907,12,13595,1417,4236,2317,1609,1998,684,20,12283,1137,3160,1946,1359,2089,528,34,10250,680,1704,1613,1377,2416,459,21,8269,400,777,612,515,1704,427,8,4441,144,158,71,65,869,285,3,1593,11213,20892,11767,10287,17984,5393,125,77653,5075,1353,141,54,4875,889,17,12403,3860,2627,574,368,4501,1024,16,12967,5525,7848,2836,2822,7102,2262,48,28448,4289,8497,3846,3108,4769,1815,26,26351,4228,7953,3324,2072,4711,1421,31,23741
CED313,2432,426,46,16,1806,238,19,4982,2710,1620,213,71,2769,453,57,7896,5606,5500,800,276,4687,1176,119,18160,3643,5335,1364,473,2360,797,55,14027,3044,4630,1110,378,1697,640,56,11564,2158,3033,826,279,1537,486,31,8358,1062,1621,625,224,1338,436,29,5339,403,618,312,141,861,293,12,2640,129,151,55,43,503,138,0,1016,21183,22938,5348,1903,17560,4677,383,73992,2493,606,59,22,1411,281,7,4882,3044,2693,420,140,2256,566,44,9162,4718,6798,1676,1106,3444,1134,82,18963,2143,5090,2690,2213,1593,714,32,14468,1736,4711,2493,1378,1164,513,41,12036,1256,3411,1579,812,1152,425,41,8661,572,1631,1196,713,1227,357,20,5715,292,669,522,358,1018,326,3,3185,174,236,93,73,861,286,0,1721,16418,25839,10716,6813,14121,4603,269,78794,4922,1029,106,39,3213,524,31,9858,5759,4316,630,214,5026,1022,97,17064,10318,12300,2474,1382,8130,2313,205,37125,5786,10424,4048,2687,3949,1508,87,28495,4784,9342,3604,1754,2861,1156,97,23600
CED314,2346,473,42,28,2327,323,9,5551,1719,943,127,52,1874,342,7,5057,2762,2923,630,273,2714,670,28,9987,2231,3099,899,383,1932,524,15,9083,2307,3184,742,318,1918,519,12,8998,2074,2892,787,366,2045,491,3,8669,1259,2127,988,588,2110,453,5,7511,656,1033,607,399,1497,322,3,4523,184,209,115,84,737,153,0,1484,15539,16887,4928,2484,17154,3792,85,60863,2413,683,82,31,1864,285,3,5368,1392,1370,348,232,1394,324,4,5059,1576,3359,1548,1808,1812,572,16,10698,999,3261,2127,1885,1282,511,10,10066,1203,3875,1965,1273,1354,474,9,10155,1098,3284,1934,1286,1639,462,23,9723,605,1959,1819,1695,1961,451,12,8504,461,933,876,932,1881,408,6,5495,245,296,185,165,1347,276,0,2514,9989,19012,10885,9310,14534,3765,88,67584,4757,1167,121,60,4199,606,10,10919,3112,2308,468,281,3260,670,12,10117,4337,6285,2180,2083,4520,1242,45,20685,3229,6358,3022,2267,3213,1030,21,19147,3511,7057,2707,1596,3274,988,23,19153
CED315,2145,470,37,20,2286,518,10,5496,1892,1091,124,62,2573,931,44,6722,3119,3312,684,308,3262,1171,79,11940,2236,3358,917,451,2130,851,33,9983,2323,3193,818,385,2262,742,20,9738,1998,2809,871,466,2370,656,21,9190,1121,1886,900,513,2187,547,22,7171,482,704,401,271,1237,328,11,3435,113,102,69,45,423,109,0,861,15441,16924,4825,2521,18733,5860,242,64545,2342,637,92,37,2140,431,4,5686,1737,1693,377,212,1727,495,19,6254,2058,3891,1513,1504,2184,983,35,12168,1308,3790,2110,1719,1412,817,18,11172,1407,3825,1871,1150,1730,723,14,10724,1217,3213,1705,1128,1924,590,16,9800,635,1710,1372,1233,1990,503,22,7464,382,632,587,569,1397,310,4,3882,174,188,121,53,738,225,0,1499,11266,19572,9750,7613,15238,5073,139,68660,4491,1106,132,60,4425,954,17,11184,3628,2782,498,278,4295,1427,65,12977,5174,7197,2198,1815,5448,2159,115,24109,3547,7144,3027,2171,3542,1669,51,21157,3731,7013,2688,1531,3990,1461,34,20464
CED316,1832,352,39,12,1768,305,4,4307,1157,605,89,61,1339,237,21,3506,1839,1884,469,238,2186,538,73,7221,1676,2375,679,379,1561,468,20,7156,2004,2723,826,425,1996,600,9,8582,2221,3109,1152,647,2824,643,22,10624,1857,3380,1782,1157,3864,781,17,12849,1016,1571,994,742,2932,639,13,7915,241,237,153,125,982,255,5,1994,13833,16239,6192,3781,19465,4464,178,64155,1784,485,57,29,1466,275,0,4097,892,882,229,174,1066,240,28,3510,1062,2277,1122,1265,1571,531,74,7895,809,2736,1707,1508,1081,479,26,8346,1172,3531,1796,1244,1517,538,21,9812,1382,3701,2418,1914,2378,659,23,12466,923,2863,2854,2614,3505,792,23,13580,603,1259,1188,1265,2905,780,13,8016,282,311,173,164,1505,384,0,2816,8904,18041,11547,10187,16989,4675,201,70543,3611,842,95,43,3235,580,3,8405,2041,1485,317,234,2405,472,50,7016,2898,4158,1589,1498,3758,1068,144,15120,2486,5112,2389,1884,2645,942,42,15503,3171,6249,2623,1666,3508,1148,28,18391
CED317,2202,504,44,42,2062,800,7,5664,1460,706,120,79,1778,842,87,5066,2778,2682,599,307,2994,2063,462,11887,2297,2951,869,504,2131,1799,148,10693,2678,3242,913,547,2651,1827,22,11876,2835,3618,1298,757,3451,1635,37,13630,2091,3014,1467,1044,3854,1536,28,13040,720,1080,705,617,2057,753,3,5934,166,191,104,93,654,247,0,1455,17226,17979,6115,3995,21630,11501,797,79235,1988,630,94,47,1562,635,3,4952,1101,1065,302,221,1151,569,52,4462,1624,3014,1411,1649,1920,1286,176,11070,1133,3228,1878,1924,1309,1175,71,10724,1387,3779,2119,1464,1688,1206,24,11671,1503,3863,2476,1890,2381,1287,36,13429,935,2449,2069,2255,2688,1165,22,11583,417,859,823,948,1671,630,12,5365,157,197,142,116,880,335,0,1824,10241,19091,11305,10515,15250,8294,383,75084,4187,1135,140,93,3618,1434,9,10609,2558,1770,420,297,2926,1412,139,9536,4403,5696,2008,1952,4911,3345,633,22957,3434,6185,2745,2424,3438,2972,214,21415,4063,7018,3034,2012,4339,3035,44,23543
CED318,2091,461,67,44,2091,605,7,5368,1484,776,115,76,1874,794,119,5236,2936,2690,587,339,3443,1963,363,12328,2704,3480,1031,546,2489,1478,97,11824,3000,3884,1123,537,2740,1591,59,12936,2717,3651,1129,561,3040,1483,52,12636,1784,2606,1168,607,2896,1386,47,10490,631,898,444,310,1677,652,29,4637,141,152,58,54,504,169,3,1082,17487,18597,5719,3080,20760,10127,770,76537,2154,614,85,52,1791,548,10,5262,1387,1198,229,197,1445,713,74,5241,2371,3576,1300,1357,2657,1797,263,13317,1634,3948,2180,1932,1921,1237,51,12904,1903,4560,2254,1372,1947,1204,44,13278,1808,4053,2042,1199,2302,1350,55,12813,977,2300,1663,1311,2356,1091,32,9739,383,784,549,568,1465,598,11,4359,138,181,85,70,775,230,4,1477,12765,21212,10380,8049,16666,8776,547,78385,4253,1070,156,100,3887,1153,17,10632,2872,1971,340,263,3318,1513,193,10473,5308,6271,1891,1703,6104,3760,626,25652,4335,7423,3212,2481,4407,2718,144,24724,4904,8442,3374,1909,4692,2799,99,26212
CED319,2111,352,39,22,1722,186,3,4439,1836,923,103,56,1862,290,16,5088,3714,3975,763,285,3078,679,21,12513,2899,4654,1403,478,2052,563,18,12069,2568,4085,1077,363,1793,448,21,10357,1972,2872,856,327,1833,333,30,8221,1029,1887,778,371,1717,308,22,6113,524,881,429,246,1209,255,3,3556,192,243,103,82,667,200,7,1497,16838,19888,5550,2229,15940,3267,141,63848,2111,489,53,15,1370,145,8,4196,1745,1514,260,120,1341,263,11,5246,2623,4756,1632,1332,2206,634,14,13197,1513,4367,2643,2058,1295,484,21,12383,1513,4275,2234,1215,1290,364,26,10909,1253,3093,1706,983,1474,315,34,8848,636,1818,1437,1028,1706,301,21,6942,474,979,770,643,1582,360,10,4823,316,360,190,144,1306,461,8,2780,12181,21649,10925,7535,13566,3317,153,69319,4219,844,94,36,3090,326,17,8636,3578,2439,361,174,3205,554,21,10332,6333,8733,2395,1614,5282,1313,39,25708,4407,9023,4045,2534,3348,1042,40,24452,4080,8363,3309,1581,3088,807,49,21272
CED320,2512,478,41,15,2329,403,0,5789,1798,870,125,54,2157,543,41,5585,2982,2955,755,336,3066,1319,183,11600,2600,3349,1022,477,2113,964,55,10582,2673,3628,1069,475,2354,730,13,10937,2210,3296,1068,590,2605,460,20,10250,1519,2747,1439,880,2926,480,13,10003,746,1269,737,512,2011,403,3,5680,170,204,103,94,721,138,4,1435,17214,18799,6372,3433,20276,5437,340,71873,2537,722,87,43,1883,347,0,5623,1457,1322,374,276,1543,342,17,5333,1672,3572,1789,2150,2204,773,97,12251,1080,3732,2380,2345,1398,653,30,11609,1377,4307,2336,1565,1663,565,9,11822,1232,3663,2273,1704,2135,467,10,11491,746,2380,2387,2161,2813,519,21,11016,519,1059,897,978,2110,412,12,5991,209,230,99,97,1075,285,4,1996,10831,20986,12619,11317,16822,4370,199,77136,5056,1204,132,58,4212,755,4,11414,3260,2196,500,328,3699,879,52,10922,4654,6532,2543,2485,5267,2093,279,23851,3678,7081,3402,2820,3507,1619,81,22195,4043,7940,3409,2040,4013,1295,24,22766
CED321,1716,422,50,21,1623,527,0,4354,1250,674,123,66,1322,499,12,3953,2253,2203,547,265,2409,1224,103,8994,2066,2449,676,374,1774,1055,21,8420,2461,2774,759,443,2336,1232,20,10029,2556,3055,987,609,3089,1268,18,11576,1769,2594,1258,908,3451,1108,3,11088,752,1048,591,537,1997,646,3,5574,177,195,104,86,659,219,0,1439,15006,15420,5090,3305,18658,7780,183,65439,1584,584,76,26,1257,466,0,3995,962,1033,317,230,912,394,16,3865,1126,2404,1212,1679,1416,937,78,8847,754,2716,1716,1747,871,791,10,8615,1061,3336,1890,1412,1350,893,6,9946,1151,3295,2201,1794,2011,962,8,11407,734,1991,1989,2083,2489,915,9,10212,451,868,748,988,1751,635,3,5451,202,249,138,132,995,336,0,2050,8011,16484,10274,10095,13054,6340,133,64389,3297,1004,127,51,2876,992,0,8354,2218,1716,440,299,2236,895,27,7821,3379,4610,1755,1939,3820,2160,176,17846,2824,5174,2389,2125,2647,1849,32,17038,3517,6107,2646,1854,3682,2126,30,19973
CED322,2294,304,15,12,2031,245,4,4899,1600,630,62,42,1769,269,14,4392,2922,2583,467,188,2784,712,42,9697,2792,3750,1067,356,1897,580,30,10465,2765,3843,1014,410,1982,574,21,10609,2192,2916,841,357,2120,443,22,8891,1514,2364,1018,452,2227,469,31,8087,663,1054,574,305,1712,422,16,4756,202,216,115,80,707,325,6,1646,16941,17658,5175,2203,17232,4041,194,63443,2229,453,42,13,1695,208,10,4656,1791,1225,198,87,1420,301,12,5026,2382,3584,1235,1107,1987,730,27,11056,1439,3933,2589,2163,1337,658,28,12139,1422,4343,2391,1474,1372,551,25,11576,1330,3573,2091,1173,1757,467,29,10419,801,2288,1933,1361,2356,511,30,9277,495,984,807,685,1911,575,11,5463,261,315,148,112,1182,667,4,2686,12156,20691,11433,8169,15020,4667,175,72300,4518,750,60,24,3731,455,18,9555,3389,1857,262,127,3185,568,24,9415,5308,6173,1698,1294,4770,1441,68,20754,4233,7682,3655,2517,3232,1236,56,22601,4184,8187,3402,1888,3353,1125,52,22190
