CED_CODE_2021,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_vis,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_vis,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_vis,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_vis,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_vis,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_vis,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_vis,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_vis,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_vis,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Tot_OS_vis,M_Total_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_vis,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_vis,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_vis,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_vis,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_vis,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_vis,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_vis,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_vis,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_vis,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Tot_OS_vis,F_Total_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_vis,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_vis,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_vis,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_vis,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_vis,P_45_54_yr_Tot
CED131,2163,316,30,18,1968,299,0,4788,2367,1314,153,66,2461,494,12,6871,3955,4118,726,259,3310,760,31,13163,2588,4035,1171,422,1927,564,14,10724,2468,3660,1007,338,1930,519,17,9936,2223,3081,907,368,2162,457,15,9210,1270,2066,980,415,1915,441,10,7106,580,817,430,261,1417,357,5,3864,162,191,99,52,717,249,0,1479,17773,19596,5505,2199,17808,4144,108,67136,2219,576,51,35,1538,309,0,4729,2455,2014,307,140,1664,433,12,7029,2787,4839,1574,1241,1951,634,24,13048,1207,3756,2428,1896,1142,475,15,10924,1331,3972,2235,1201,1306,432,13,10490,1202,3384,1971,1032,1627,400,21,9635,649,1957,1626,1155,1830,397,29,7647,425,874,677,608,1590,489,6,4667,297,320,153,100,1303,608,0,2779,12577,21682,11030,7406,13950,4182,120,70944,4385,894,78,47,3505,608,0,9513,4827,3326,458,209,4129,932,25,13901,6743,8954,2303,1501,5257,1398,52,26213,3796,7785,3608,2318,3071,1043,32,21653,3797,7630,3245,1537,3238,948,24,20425
CED132,2098,305,15,13,1499,110,5,4041,1685,868,73,36,1356,162,15,4194,3757,4162,624,207,3106,617,43,12517,3352,5194,1462,516,2391,617,46,13584,2720,4373,1262,406,1578,418,53,10822,2073,3396,945,318,1419,343,27,8510,1476,2354,829,336,1353,321,48,6710,771,1181,469,172,1040,266,16,3919,214,248,112,62,558,212,5,1406,18140,22083,5788,2060,14300,3068,259,65700,1985,426,26,10,1197,136,11,3792,1664,1128,173,43,955,145,16,4119,3306,5143,1334,860,2602,667,44,13959,1950,4875,2837,2451,2020,648,51,14825,1518,4249,2724,1648,1205,401,28,11776,1182,3367,2087,1119,1239,342,50,9378,829,2385,1809,1023,1425,367,54,7901,538,1105,902,554,1188,383,21,4691,284,381,178,141,1101,509,3,2607,13258,23066,12076,7846,12929,3591,279,73053,4076,737,37,21,2694,245,16,7830,3350,1997,250,79,2309,309,27,8318,7068,9310,1964,1070,5703,1279,84,26473,5303,10068,4299,2965,4411,1264,95,28409,4237,8622,3989,2058,2789,816,85,22599
CED133,2067,374,45,16,1900,478,6,4886,1347,652,124,56,1386,476,38,4084,2083,2282,601,267,2051,1068,85,8434,1887,2877,975,479,1538,1022,46,8835,2313,3414,1177,521,1963,921,24,10329,2622,3947,1438,808,2840,966,16,12634,1891,3461,1765,1105,3211,846,9,12284,813,1395,809,584,2029,491,6,6119,231,285,152,118,844,257,0,1883,15246,18690,7090,3953,17765,6525,223,69490,1980,554,72,28,1375,449,0,4461,1057,1017,277,194,902,339,31,3827,1186,2574,1332,1474,1423,781,57,8829,827,2998,2038,1846,986,805,34,9533,1263,3987,2253,1502,1307,736,20,11069,1403,4289,2750,1844,1930,784,17,13029,881,2837,2670,2357,2635,784,4,12175,510,1094,1066,1142,2158,618,5,6587,314,373,202,184,1393,477,0,2947,9430,19724,12664,10573,14116,5777,167,72453,4050,938,114,44,3275,930,7,9351,2404,1674,404,248,2294,816,69,7911,3270,4852,1931,1742,3471,1849,141,17262,2716,5880,3016,2331,2527,1827,75,18369,3573,7398,3427,2026,3270,1656,43,21403
CED134,1594,384,33,12,1762,699,0,4487,1222,656,96,63,1630,630,13,4316,2518,2553,609,276,2811,1378,55,10201,1909,2576,705,364,1895,1199,18,8668,2147,2570,721,360,2311,1210,14,9324,2365,2811,763,456,3007,1351,11,10752,1525,1964,866,575,2909,1083,13,8936,650,873,462,355,1780,678,3,4794,182,175,80,77,700,244,3,1461,14103,14567,4340,2543,18810,8471,128,62951,1543,537,86,40,1419,609,6,4236,979,1070,282,214,1082,532,9,4177,1255,2992,1499,1759,1919,1288,37,10738,671,2588,1788,1656,1196,1164,7,9077,841,3054,1756,1137,1464,1145,0,9402,995,3024,1884,1470,2059,1146,10,10581,600,1679,1543,1489,2169,939,6,8427,433,763,682,810,1815,811,6,5322,220,226,134,135,1176,430,0,2310,7534,15934,9648,8711,14307,8060,88,64275,3131,923,123,53,3180,1307,7,8725,2192,1726,380,284,2718,1162,25,8486,3775,5547,2106,2035,4730,2665,92,20941,2578,5171,2490,2020,3095,2367,23,17748,2987,5626,2477,1494,3775,2353,16,18730
CED135,1683,457,45,21,2230,337,4,4773,1818,1146,201,103,3929,774,11,7984,3880,4426,1135,534,9151,2026,43,21189,3163,5325,1751,836,6519,1534,43,19163,2077,3064,1040,485,3347,840,41,10897,1723,2514,876,407,3149,725,37,9425,1000,1527,666,387,2359,460,58,6462,516,640,302,177,1348,326,13,3314,155,173,73,49,547,245,9,1251,16017,19274,6092,2996,32577,7268,251,84470,1545,606,82,36,1738,350,6,4357,1571,1361,376,218,2725,538,17,6808,2417,4499,2370,2416,6766,1645,45,20153,1236,3731,3033,3319,4166,1279,25,16783,965,2728,2033,1855,2659,714,22,10977,798,2248,1735,1540,2681,592,93,9676,530,1372,1269,1069,2159,460,78,6945,393,765,525,427,1365,363,17,3846,173,198,122,84,807,264,9,1651,9625,17503,11538,10963,25067,6187,318,81202,3229,1059,126,53,3969,687,10,9131,3386,2507,576,319,6652,1314,29,14787,6290,8926,3505,2955,15912,3670,84,41346,4394,9055,4784,4153,10690,2806,61,35947,3042,5793,3073,2339,6007,1558,65,21873
CED136,2226,429,29,18,2322,288,3,5319,1671,788,131,58,2099,251,5,5001,2954,3322,730,288,3004,579,6,10888,2448,3587,1037,458,2063,486,9,10087,2370,3485,990,430,2392,457,10,10131,2234,3305,1053,484,2561,440,10,10086,1519,2567,1251,777,2809,427,11,9360,744,1193,631,464,1905,396,3,5337,180,205,104,75,597,173,0,1343,16340,18879,5954,3056,19760,3507,63,67560,2147,562,63,33,1861,247,3,4912,1354,1284,361,248,1397,231,4,4877,1542,3671,1923,2024,1927,532,13,11636,974,3445,2284,2290,1306,467,0,10776,1082,3873,2233,1518,1709,391,7,10808,1148,3404,2332,1628,2140,405,14,11070,676,2200,2162,1889,2795,471,9,10200,480,1032,917,877,2159,478,7,5948,255,281,149,123,1068,342,0,2227,9658,19763,12424,10632,16356,3564,62,72456,4373,995,95,45,4186,531,6,10228,3024,2072,496,309,3497,478,10,9877,4492,6993,2655,2310,4929,1118,18,22524,3417,7032,3319,2751,3366,956,19,20870,3448,7364,3221,1950,4095,849,18,20943
CED137,1736,340,32,12,1804,187,10,4110,2137,1235,225,115,4410,768,19,8905,4797,5207,994,458,9394,1996,67,22918,3329,4736,1388,660,4724,1254,46,16133,2614,3606,1008,414,2633,674,26,10976,2178,3021,949,386,2667,464,51,9717,1346,1962,829,354,2158,415,43,7112,698,910,410,178,1383,313,20,3911,242,230,109,51,765,238,9,1632,19085,21241,5951,2633,29931,6295,292,85420,1860,469,46,21,1610,194,11,4213,2075,1642,319,188,3242,505,24,7987,3758,5806,2023,1622,7421,1385,52,22060,1674,4066,2665,2617,3419,855,43,15331,1177,3731,2552,1855,2214,494,36,12065,1043,3117,2207,1607,2393,420,94,10878,681,1944,1624,1239,2025,371,53,7939,470,945,741,600,1434,376,21,4591,242,346,161,99,1167,448,0,2462,12974,22078,12334,9853,24917,5039,329,87525,3597,808,82,29,3416,378,20,8321,4213,2875,544,301,7651,1266,40,16901,8557,11013,3019,2084,16806,3376,128,44983,4997,8806,4050,3280,8137,2102,88,31463,3794,7336,3562,2268,4847,1173,65,23042
CED138,1918,289,26,8,1710,384,0,4333,1262,566,90,30,1228,315,23,3504,2340,2199,496,185,2026,819,45,8113,2343,3401,970,393,1635,883,9,9642,2431,3654,1077,461,1782,814,21,10239,2539,3778,1286,560,2339,794,13,11310,1913,3376,1555,814,2907,767,23,11357,953,1465,757,504,2049,521,15,6263,256,299,144,121,1115,303,0,2233,15950,19022,6394,3080,16788,5595,154,66986,2039,442,41,16,1325,315,5,4192,1205,870,167,122,854,327,19,3558,1750,2757,1146,1170,1510,803,45,9180,1174,3410,2278,2013,1000,841,16,10731,1374,4211,2440,1412,1179,815,18,11453,1639,4403,2584,1482,1882,793,17,12801,1088,3114,2645,1877,2587,709,28,12039,614,1291,1149,993,2309,633,14,7006,350,400,193,183,1799,582,0,3515,11238,20903,12640,9271,14452,5811,162,74482,3958,731,66,25,3033,701,5,8526,2467,1429,254,148,2085,640,40,7059,4092,4959,1641,1353,3537,1622,91,17295,3513,6809,3256,2407,2636,1724,29,20370,3811,7871,3516,1878,2957,1635,41,21694
CED139,2081,463,54,25,2308,521,0,5457,1515,821,120,64,2037,542,20,5116,2618,2713,609,264,2655,1002,66,9922,2176,2804,830,391,1851,933,54,9040,2362,2913,826,323,1994,885,3,9315,2450,2997,877,468,2627,788,4,10211,1669,2252,965,660,2811,663,6,9025,801,1012,542,380,1915,487,3,5140,219,219,113,93,838,197,0,1677,15891,16192,4925,2666,19037,6021,163,64906,2130,665,79,41,1694,433,0,5043,1362,1464,340,258,1282,358,13,5076,1305,2975,1569,1753,1567,643,13,9819,736,2851,2063,1882,1031,602,5,9177,926,3389,2084,1337,1247,577,6,9567,986,3279,2147,1524,1806,660,13,10397,649,1936,1853,1797,2267,623,6,9128,436,942,853,813,2120,516,4,5685,283,332,182,172,1450,333,0,2744,8803,17823,11175,9564,14454,4751,60,66641,4214,1120,129,63,4007,959,3,10495,2880,2284,457,325,3319,908,27,10194,3922,5683,2173,2013,4223,1650,75,19739,2912,5657,2892,2272,2884,1533,63,18213,3291,6304,2910,1657,3238,1465,13,18878
CED140,2076,342,31,8,1735,213,0,4402,1502,630,109,49,1436,198,11,3935,2198,2233,583,225,1969,473,12,7699,1984,3324,1111,495,1466,412,14,8806,2248,3693,1122,470,1682,477,15,9709,2102,3500,1120,508,2003,448,13,9691,1413,2562,1259,689,2128,458,6,8520,803,1354,729,412,1765,387,10,5455,239,275,134,110,725,317,0,1798,14563,17910,6192,2961,14922,3381,80,60006,2048,463,55,17,1385,172,3,4149,1393,977,222,131,899,188,0,3812,1292,2591,1147,1230,1220,425,8,7912,839,2840,2254,2294,938,484,11,9656,1082,3713,2328,1554,1163,395,19,10266,1221,3824,2270,1486,1637,427,17,10887,749,2430,2210,1630,2411,525,14,9969,583,1148,964,875,2104,599,6,6274,328,398,198,158,1347,671,4,3102,9531,18388,11656,9374,13108,3892,89,66038,4122,808,88,26,3119,382,3,8555,2898,1608,333,178,2335,383,10,7747,3491,4822,1733,1456,3191,903,17,15611,2828,6163,3363,2791,2403,893,26,18461,3338,7408,3455,2025,2845,871,37,19971
CED141,2014,319,26,11,1979,217,0,4564,1592,584,81,35,1691,181,3,4174,2280,2466,550,258,2060,410,8,8032,2031,3256,1034,399,1502,380,9,8607,2319,3422,1023,373,1853,370,5,9370,2072,3163,1044,471,2211,332,8,9305,1258,2391,1251,651,2368,331,4,8250,763,1262,672,444,1779,351,3,5275,220,266,148,93,713,193,3,1630,14547,17122,5832,2731,16157,2763,52,59202,1979,427,42,23,1539,164,0,4173,1396,941,198,117,1035,164,0,3852,1340,2785,1315,1344,1293,357,12,8446,813,3106,2264,1870,936,348,6,9341,1049,3637,2260,1336,1227,320,6,9852,1102,3371,2181,1447,1792,329,5,10233,628,2199,2078,1637,2502,435,13,9491,577,1109,1035,907,2108,469,0,6204,299,371,179,138,1272,342,3,2606,9189,17935,11558,8829,13709,2929,44,64194,3991,739,70,36,3515,377,3,8739,2988,1524,284,158,2732,342,5,8027,3619,5248,1866,1600,3361,775,15,16481,2845,6360,3298,2273,2436,718,16,17945,3368,7064,3277,1711,3079,697,15,19217
CED142,888,258,33,10,1058,263,40,2548,2556,1925,291,128,4565,1382,105,10957,9017,9493,1364,487,11028,3444,343,35182,5561,6881,1436,544,5199,2055,174,21847,3191,4120,1033,369,2892,1386,111,13108,2187,3020,757,266,2399,1025,110,9763,1105,1645,569,206,1899,658,63,6148,458,629,203,83,1051,385,17,2833,118,101,33,12,365,175,0,804,25083,28061,5718,2115,30453,10779,978,103180,1034,371,35,23,982,258,29,2720,2731,2675,439,160,3970,983,92,11050,7208,10451,2190,1060,8808,2616,245,32574,3070,5539,2197,1531,3603,1322,136,17388,1667,3271,1498,794,1635,739,87,9694,1230,2615,1172,604,1590,599,123,7946,681,1539,973,494,1412,459,64,5621,327,589,375,238,890,341,19,2773,143,142,63,36,439,222,3,1051,18093,27185,8937,4941,23335,7537,791,90820,1927,627,65,36,2035,520,65,5272,5294,4606,726,287,8533,2362,196,22008,16226,19945,3552,1551,19840,6058,588,67753,8629,12415,3636,2074,8801,3373,310,39241,4858,7386,2529,1168,4526,2128,204,22800
CED143,2265,258,9,10,1658,137,7,4349,1622,560,51,23,1300,126,13,3691,3135,2887,433,135,2291,387,42,9309,2764,4141,1092,359,1571,403,31,10367,2883,4598,1184,410,1389,306,20,10793,2300,3459,950,318,1269,242,31,8570,1283,2137,723,282,1158,182,18,5776,763,1057,457,182,1069,147,9,3685,244,288,120,63,582,109,0,1404,17268,19380,5021,1779,12284,2035,165,57943,2263,371,25,6,1297,98,10,4070,1573,985,129,37,899,97,9,3732,2644,3960,972,662,1734,406,44,10418,1526,3821,2322,2150,1226,358,27,11446,1381,4411,2919,1764,936,312,25,11750,1214,3494,2064,1018,960,221,28,9002,697,2105,1582,935,1199,217,25,6758,504,1173,875,627,1187,225,9,4591,264,381,183,124,921,289,3,2154,12068,20701,11067,7317,10356,2229,186,63926,4533,625,37,18,2958,228,20,8416,3198,1546,179,59,2191,227,25,7423,5788,6849,1398,795,4024,797,84,19731,4295,7959,3417,2509,2797,763,63,21812,4263,9013,4099,2170,2326,613,52,22543
CED144,1658,448,52,20,2832,397,6,5413,1650,846,142,81,3478,611,16,6826,3021,2807,725,420,7106,1506,45,15632,2376,3171,1061,604,4807,1145,31,13201,2105,2688,898,468,4033,806,33,11029,1781,2380,828,450,3890,669,21,10017,1098,1419,609,341,2883,417,20,6790,606,693,311,173,1882,319,7,3985,199,188,85,46,881,179,4,1587,14507,14640,4708,2615,31777,6047,187,74479,1656,724,93,38,2248,352,9,5120,1491,1268,340,200,2277,463,15,6054,1865,3097,1366,1953,4487,1126,31,13914,952,2491,1970,2763,3337,952,25,12498,885,2652,1951,2115,3077,759,19,11463,801,2235,1664,1735,3119,613,40,10214,615,1381,1266,1134,2453,455,22,7320,451,771,545,452,1827,375,10,4433,261,263,159,74,1319,322,6,2404,8979,14872,9359,10471,24143,5424,173,73410,3315,1169,145,56,5072,750,17,10535,3144,2117,483,284,5759,1073,28,12875,4885,5904,2092,2375,11584,2633,77,29550,3331,5656,3031,3369,8144,2103,54,25694,2994,5339,2852,2590,7108,1567,51,22493
CED145,1544,186,14,5,1209,178,6,3141,1293,542,62,37,1071,188,18,3225,4443,3703,450,138,3657,913,67,13369,3147,4014,949,324,1922,640,63,11063,2525,3583,904,332,1379,414,49,9187,2081,2640,650,208,1219,320,38,7158,1436,1848,496,159,1347,259,33,5584,754,854,272,122,1171,287,12,3472,217,236,89,29,545,305,3,1421,17441,17607,3883,1353,13521,3508,298,57620,1523,294,18,8,999,131,8,2985,1507,1053,121,36,912,197,27,3866,4505,5244,1136,562,3037,929,74,15491,1894,3829,2010,1798,1309,563,40,11437,1279,3462,2190,1349,873,406,47,9614,1056,2811,1543,774,889,305,45,7418,839,2077,1213,649,1213,313,23,6324,527,1057,650,446,1171,487,12,4353,293,342,130,77,795,728,12,2368,13422,20175,9005,5705,11199,4067,285,63866,3067,482,37,13,2205,307,14,6127,2803,1594,183,72,1982,392,53,7087,8948,8954,1580,702,6694,1840,143,28869,5038,7852,2959,2125,3232,1204,98,22506,3806,7043,3100,1686,2250,821,101,18804
CED146,2222,688,87,46,3991,509,0,7544,1882,925,178,91,3681,398,8,7171,2729,2563,673,409,5614,864,10,12872,2505,3408,1159,784,5069,909,15,13858,2216,3074,1031,620,4639,671,13,12263,2057,2473,877,538,4402,615,23,10989,1087,1314,570,385,2913,360,27,6658,488,463,240,158,1379,299,3,3023,94,78,35,29,453,234,0,918,15287,14985,4841,3063,32137,4864,103,75287,2158,948,185,78,3224,437,5,7026,1666,1434,392,269,2574,372,12,6711,1760,2999,1561,2262,4607,915,19,14129,940,2967,2343,3314,4299,973,12,14855,876,2861,2297,2542,3673,705,12,12970,836,2336,1810,1949,3610,530,43,11122,600,1242,1069,1046,2659,406,36,7056,353,491,325,307,1515,367,13,3380,140,104,62,43,670,352,0,1371,9321,15397,10049,11806,26832,5069,150,78615,4377,1638,272,120,7213,950,5,14570,3548,2360,569,363,6247,777,13,13882,4494,5564,2237,2673,10225,1780,27,26996,3444,6376,3506,4105,9369,1883,22,28707,3094,5935,3327,3156,8315,1376,26,25233
CED147,2262,394,36,18,2263,266,7,5248,1633,698,107,35,2067,221,6,4757,2597,2717,694,339,2686,461,8,9503,2238,3398,1061,469,2037,462,4,9674,2391,3514,1036,463,2269,466,10,10147,2251,3166,1124,553,2617,377,6,10102,1349,2500,1273,748,2539,398,13,8832,781,1273,701,496,1862,415,8,5539,214,297,145,87,765,342,0,1852,15726,17958,6180,3204,19105,3420,59,65652,2213,664,63,23,1819,240,0,5021,1467,1113,297,173,1345,207,6,4609,1336,3109,1639,1771,1739,501,13,10111,828,3171,2266,2285,1311,448,9,10311,1028,3644,2461,1770,1573,444,7,10920,1027,3312,2376,1865,2038,404,24,11051,702,2330,2100,1940,2547,445,11,10071,551,1228,1079,988,2176,497,3,6523,254,352,205,131,1243,431,3,2613,9397,18922,12474,10952,15780,3615,73,71225,4476,1060,98,42,4080,506,7,10272,3101,1810,399,207,3410,434,6,9366,3929,5829,2337,2116,4429,961,19,19612,3070,6573,3325,2752,3344,905,17,19985,3417,7151,3498,2235,3838,912,16,21068
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,7,0,0,16,4,5,0,0,3,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,14,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,7,0,0,18
CED201,2257,290,33,10,2083,167,0,4843,1975,672,87,38,2068,180,4,5019,3037,2649,512,204,3141,445,8,10008,2602,3904,1039,421,2480,403,20,10866,2755,3738,896,366,2226,335,17,10326,2445,3456,897,362,2317,268,27,9774,1401,2219,896,435,2155,237,17,7366,640,927,472,261,1474,243,14,4020,188,196,91,50,667,156,4,1364,17305,18065,4918,2149,18608,2423,112,63588,2132,455,34,6,1670,166,4,4465,1820,1075,136,70,1350,173,0,4624,2141,3198,1237,1135,2074,389,11,10192,1152,3439,2415,2250,1771,396,8,11431,1118,4007,2442,1682,1645,282,15,11184,1049,3417,2316,1580,1922,307,42,10640,622,2017,1810,1443,2156,283,40,8373,443,864,736,640,1791,320,20,4814,232,263,137,81,1208,299,0,2225,10717,18737,11253,8875,15591,2620,149,67944,4394,744,65,22,3758,329,5,9318,3794,1750,222,104,3417,350,10,9641,5178,5849,1750,1341,5210,837,23,20194,3753,7347,3454,2670,4248,794,32,22296,3873,7744,3334,2042,3869,614,30,21510
CED202,2057,370,32,17,1937,300,6,4714,1557,733,98,30,1642,285,0,4343,2698,2851,564,290,2372,555,11,9348,2136,3281,996,418,1503,475,13,8814,2368,3382,953,394,1740,560,12,9410,2153,3105,951,423,2043,472,11,9154,1351,2338,1113,631,2100,483,13,8029,579,925,474,330,1428,363,5,4105,151,168,93,64,611,212,0,1294,15036,17152,5286,2594,15372,3711,59,59209,2122,495,46,21,1493,318,0,4489,1424,1155,272,139,1093,278,3,4366,1387,3263,1379,1517,1420,554,8,9528,833,3202,2138,2131,946,504,9,9758,1030,3706,2346,1419,1145,500,8,10156,1047,3303,2222,1404,1558,464,14,10015,604,2016,1952,1750,1971,478,11,8781,395,791,751,809,1524,443,3,4717,226,296,162,125,1055,366,0,2226,9070,18212,11271,9316,12219,3904,54,64044,4173,864,80,40,3429,609,5,9202,2979,1888,368,175,2739,564,9,8711,4084,6119,1947,1810,3790,1111,22,18878,2966,6477,3131,2548,2454,983,13,18578,3399,7085,3301,1812,2891,1058,18,19565
