SOSR_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
SOSR579,0,0,0,0,0,7,14,10,0,7,3,0,0,0,14,60,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,9,0,0,0,0,0,5,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,24,33,37,32,66,36,5,4,7,5,0,0,3,255,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,11,8,16,15,27,12,4,0,0,0,3,0,0,94,0,4,37,59,82,108,208,115,17,6,18,14,10,3,28,717
SOSR603,0,0,8,22,134,84,213,214,77,67,86,62,49,3,29,1054,23,32,32,29,90,38,27,21,0,0,0,5,0,0,9,314,7,5,15,17,23,23,65,57,18,26,26,19,12,0,5,307,3,14,41,95,98,124,264,91,29,22,32,49,23,22,6,901,0,0,6,9,30,18,92,302,113,76,66,49,21,0,11,792,0,0,0,0,8,16,40,182,25,28,32,21,3,0,6,363,0,0,0,8,21,35,161,99,30,23,11,16,12,4,6,427,272,892,1964,1296,738,452,810,412,71,50,66,72,35,22,255,7392,0,9,48,99,84,126,209,130,24,23,32,42,23,5,21,876,0,0,3,23,18,24,104,348,86,90,77,107,46,4,37,985,97,194,274,342,368,406,988,955,340,331,334,284,116,21,103,5169,619,2042,3240,2686,2600,2240,6019,8767,3035,2876,2669,2366,842,172,952,41122
SOSR611,0,0,0,8,57,68,98,76,35,16,43,28,8,0,15,445,7,0,12,0,27,13,8,6,0,0,0,0,0,0,5,82,4,0,6,0,7,3,21,22,8,5,9,8,6,0,0,110,0,0,15,25,33,35,74,19,0,0,6,10,5,9,4,241,0,0,0,0,10,0,26,45,42,27,36,27,10,7,3,244,0,0,0,0,0,7,11,40,3,18,9,6,0,0,0,87,0,0,0,0,4,15,34,25,5,9,11,3,0,0,3,117,93,381,797,504,300,114,250,96,16,17,12,20,13,4,82,2695,0,0,8,32,28,27,63,27,3,11,15,11,0,0,0,227,0,0,0,3,12,0,24,80,33,11,20,26,12,0,4,230,21,54,114,106,112,80,445,430,154,140,151,156,96,19,51,2138,170,800,1185,920,906,650,1910,2461,921,927,875,835,348,66,296,13278
SOSR612,0,0,0,6,31,27,43,47,14,4,20,16,0,3,15,222,0,3,3,0,13,3,0,0,0,0,0,0,0,0,0,29,0,4,3,3,4,4,0,7,0,0,0,0,0,0,0,20,0,5,3,10,18,17,31,9,0,0,7,5,0,0,7,111,0,0,0,0,3,4,20,30,11,22,17,15,4,7,6,133,0,0,0,0,0,0,12,22,3,10,17,19,3,0,4,99,0,0,0,0,0,7,20,5,11,5,5,4,0,0,3,59,51,203,500,290,137,48,79,34,7,5,4,11,9,3,64,1433,0,0,11,14,10,18,29,13,0,0,5,0,3,0,0,110,0,0,0,3,3,0,10,20,0,3,7,11,0,0,5,63,11,37,66,43,51,53,71,41,12,18,25,49,14,15,32,540,97,381,708,492,414,312,575,529,183,238,261,271,82,41,173,4756
SOSR613,0,0,0,0,8,10,3,8,3,3,0,4,0,0,5,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,4,0,8,3,0,0,0,0,0,0,0,15,22,62,176,100,39,21,25,7,0,3,0,0,0,0,10,463,0,0,0,10,0,4,0,9,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,10,12,6,5,3,14,13,3,12,0,9,0,0,3,105,44,171,233,154,99,73,94,89,31,36,19,29,4,0,32,1107
SOSR614,0,0,5,0,3,7,14,8,3,0,0,0,0,0,0,48,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,9,13,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,13,0,4,0,4,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,4,0,3,0,0,0,0,3,0,19,19,74,206,136,55,31,42,15,3,0,3,0,0,0,25,617,0,0,0,4,5,7,10,10,0,0,0,4,0,0,0,44,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,10,10,15,18,18,15,21,17,5,4,3,3,0,0,4,135,34,138,285,220,162,128,159,106,44,26,27,23,9,4,48,1421
SOSR615,0,0,0,0,40,30,28,56,10,20,20,11,8,0,14,238,0,0,4,8,10,3,6,0,0,3,0,0,0,0,0,34,0,0,0,4,3,0,4,3,0,0,0,4,0,0,0,29,0,3,10,14,24,23,83,9,7,15,21,9,0,0,4,222,0,0,0,5,5,0,6,19,9,3,0,4,3,0,0,52,0,0,0,0,0,0,8,13,0,0,7,5,0,0,0,35,0,0,0,3,12,3,20,19,3,3,6,5,0,0,8,74,93,425,975,589,329,146,208,78,12,10,16,17,11,0,115,3031,0,0,17,22,7,16,27,32,5,4,3,7,3,0,3,158,0,0,0,0,3,3,0,8,3,0,0,5,0,0,0,20,22,64,112,82,77,60,118,92,19,24,21,46,20,9,22,788,173,769,1330,1008,815,456,830,678,178,230,217,212,77,24,274,7285
SOSR621,0,0,0,3,16,3,18,18,6,7,3,9,0,0,3,83,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,9,0,4,0,0,7,0,0,0,0,26,0,0,0,14,15,14,30,18,7,0,4,5,0,0,3,116,0,0,0,0,0,0,3,8,0,9,6,0,0,0,0,23,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,18,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,21,40,143,311,215,124,61,103,37,3,4,4,3,0,3,52,1097,0,0,7,5,11,8,30,10,8,3,0,0,6,0,3,98,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,8,12,50,35,38,33,46,34,10,8,3,15,4,0,7,314,73,244,472,395,321,214,344,226,90,72,57,54,21,6,102,2693
SOSR622,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,5,9,0,3,0,0,0,0,8,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,18,15,61,170,95,70,27,45,18,4,0,3,7,0,0,23,531,0,6,0,7,5,8,6,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,17,25,13,10,19,6,0,0,3,13,0,0,3,116,19,114,222,171,161,90,130,61,13,6,13,26,4,0,61,1102
SOSR631,0,0,3,13,32,30,63,60,19,9,15,14,5,0,17,272,0,3,4,4,35,13,4,9,0,0,0,3,0,0,0,84,0,3,11,9,7,16,17,9,0,0,5,3,0,0,0,82,0,5,16,35,57,78,136,43,10,7,15,4,8,0,3,424,0,0,3,4,10,9,5,15,6,3,6,0,0,3,0,73,0,0,0,0,0,4,10,18,0,4,10,4,0,0,5,59,0,0,0,6,0,10,31,16,8,6,6,7,10,0,10,107,100,478,1452,1010,669,381,597,162,32,28,26,33,11,10,215,5197,0,3,40,77,74,57,111,52,9,10,10,13,12,0,10,493,0,0,0,3,0,0,11,22,8,0,0,7,0,0,9,68,20,84,207,204,196,129,213,104,32,23,45,63,26,8,36,1395,222,902,2140,1873,1737,1184,1800,932,229,227,237,275,126,31,437,12345
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,9,6,5,5,3,0,0,0,0,0,0,8,42
SOSR703,0,6,5,109,478,300,1479,1416,307,280,248,280,78,21,92,5109,9,0,4,8,34,8,15,9,7,11,0,0,0,0,0,106,0,5,23,52,36,31,40,20,5,22,15,19,11,0,10,287,0,6,9,26,31,52,217,103,44,25,35,69,16,3,9,645,0,0,12,36,68,49,138,234,130,116,126,108,31,3,19,1072,0,0,0,6,9,12,81,178,41,32,22,20,0,0,9,410,0,0,6,40,81,98,260,151,42,28,27,41,14,5,28,816,47,261,897,639,459,352,747,570,90,71,86,148,72,53,110,4609,3,0,15,47,31,51,74,83,9,18,30,15,15,3,10,416,0,0,0,43,132,86,145,219,84,76,68,80,49,7,33,1020,19,80,283,745,730,556,1210,982,314,222,237,393,130,29,169,6105,146,713,2005,2728,3300,2715,7769,7954,2235,2209,2110,2351,856,272,948,38316
SOSR712,0,0,0,3,55,52,135,119,40,29,33,56,27,8,19,575,0,0,4,0,6,0,9,3,0,0,0,0,0,0,0,26,0,0,0,0,4,5,3,0,0,0,3,0,0,0,0,22,0,0,0,4,18,13,72,47,4,0,11,0,0,0,5,176,0,0,0,4,7,4,19,42,19,9,13,5,0,3,0,122,0,0,0,0,0,10,17,27,3,0,5,3,0,0,0,65,0,0,0,0,5,3,24,13,0,0,6,6,5,0,0,71,4,55,190,147,82,73,109,81,10,12,18,8,7,7,19,823,0,0,4,18,16,36,36,84,31,46,64,118,109,102,14,676,0,0,0,9,7,11,10,18,4,12,6,14,0,4,0,89,7,21,51,57,67,102,458,194,73,56,42,44,26,23,25,1248,15,154,323,388,433,491,1586,1285,391,361,431,521,253,184,162,6992
SOSR714,0,0,0,0,16,18,46,69,8,8,15,18,0,0,9,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,12,0,0,0,0,6,4,0,39,0,0,0,0,0,0,0,13,6,9,5,0,0,0,0,42,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,5,0,8,0,3,0,0,0,0,0,0,18,0,8,33,28,13,18,26,9,0,0,0,5,0,0,11,155,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,5,0,0,0,0,5,0,4,22,0,0,4,6,11,20,37,33,18,14,5,8,10,0,3,171,3,18,61,72,104,113,205,295,91,67,70,66,41,7,61,1278
SOSR715,0,0,0,4,13,14,26,28,11,8,11,6,4,0,6,129,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,21,3,0,7,0,4,0,0,0,45,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,15,4,0,0,0,0,3,0,0,32,3,7,37,25,28,10,20,21,3,3,9,8,0,0,3,179,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,0,5,10,17,35,13,60,43,6,7,14,15,7,3,13,236,9,19,68,83,130,114,278,213,49,46,75,93,29,8,52,1264
SOSR721,0,0,0,0,3,3,8,20,4,0,4,13,3,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,12,6,0,0,3,0,0,0,0,36,0,0,0,0,0,0,0,7,3,0,5,4,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,29,3,18,48,34,28,15,25,15,3,4,5,17,4,0,8,230,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,10,0,4,15,25,23,19,44,13,9,10,13,14,9,0,17,215,6,46,85,92,104,103,181,144,54,42,53,79,40,10,40,1080
SOSR722,0,0,0,0,5,0,4,6,0,0,0,4,4,0,0,39,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,10,0,18,60,35,25,17,23,12,0,0,0,4,4,0,13,218,0,0,3,0,3,0,5,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,11,7,12,13,15,27,18,13,0,7,7,9,0,3,133,10,49,98,102,88,71,105,86,30,20,22,37,28,7,31,783
SOSR731,0,0,0,15,40,42,41,43,12,13,13,16,4,0,12,237,0,0,3,3,9,0,6,0,0,0,0,0,0,0,0,17,0,0,6,3,6,0,5,0,0,0,0,0,0,0,0,19,0,0,3,11,22,13,64,9,5,0,0,5,8,0,3,143,0,0,4,3,0,0,7,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,16,0,0,0,12,20,12,22,29,10,5,12,13,6,0,9,145,21,98,363,233,151,96,193,92,13,10,20,39,10,0,69,1401,0,0,18,13,14,11,15,26,0,0,3,9,7,4,0,122,0,0,0,22,42,24,31,25,3,6,4,19,5,0,22,204,5,36,89,107,94,70,118,75,18,17,29,71,79,16,48,884,52,260,679,674,664,449,745,489,94,85,122,255,142,26,226,4957
SOSR779,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,9,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,16,0,0,8,5,9,13,35,6,0,0,0,8,0,0,0,83
SOSR802,0,3,32,161,613,562,1109,1203,275,253,289,303,122,48,83,5057,42,39,69,78,417,118,105,62,10,11,15,8,5,0,18,995,8,24,61,142,160,124,277,158,49,46,30,23,17,19,20,1173,0,32,52,182,215,340,685,453,58,84,65,100,28,17,27,2337,0,17,60,114,505,566,929,633,91,107,93,88,33,14,24,3277,0,0,6,15,57,85,161,183,47,36,41,26,13,0,9,687,0,4,14,83,165,221,475,309,53,75,65,74,25,12,47,1614,436,1545,3765,2516,1811,1207,2205,1217,183,152,164,150,103,50,304,15816,13,29,164,325,345,421,717,501,90,140,139,176,153,63,46,3333,0,5,24,552,841,597,746,558,157,151,129,124,64,4,123,4073,290,688,1820,2127,2350,2561,4442,3127,802,941,1092,1200,536,129,424,22539,1426,4538,9310,9386,12336,13108,28237,22101,5457,6493,6317,5682,2602,732,2472,130189
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,5,7,3,10,6,5,4,0,0,0,0,0,0,0,0,58
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,5,6,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,0,0,0,0,0,6,0,25,0,4,12,7,9,13,21,7,0,0,5,12,0,10,0,93
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,14,0,6,0,0,0,0,0,0,0,4,37,0,0,0,0,6,0,3,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,15,0,5,13,0,8,7,11,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,6,6,3,0,0,0,0,0,0,0,28,0,6,25,94,112,51,96,42,12,7,11,3,3,0,18,484
SOSR921,0,0,0,0,5,0,9,13,6,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,7,8,0,0,4,3,0,0,0,0,3,4,54,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,6,3,9,6,0,0,0,4,0,0,4,53,9,13,48,57,56,44,61,64,23,11,3,12,11,7,59,483
SOSR922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,5,9,5,0,0,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,0,0,3,20,0,10,8,6,18,12,39,14,0,0,6,0,0,0,10,126
SOSR931,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,4,0,5,7,0,0,0,0,0,0,6,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,4,8,4,0,0,0,0,0,0,98,119,0,5,15,49,72,10,32,25,6,0,3,3,10,0,226,439
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
