SOSR_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
SOSR614,413,39,25,9,6,7,4,0,0,21,521,42,11,30,8,6,9,6,0,0,0,115,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,39,9,27,8,6,9,6,0,0,0,112,0,0,0,0,0,0,0,0,0,0,3,456,50,56,16,12,14,11,0,0,22,637,503,41,22,12,5,9,8,0,0,25,616,61,15,26,19,12,7,3,0,3,3,151,4,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,65,21,25,19,12,7,4,0,8,5,164,0,0,0,0,0,0,0,0,0,0,0,569,65,52,30,13,10,9,0,4,24,779,917,77,50,17,6,10,10,9,0,41,1139,98,28,59,27,18,19,12,0,3,4,264,3,5,3,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,104,32
SOSR615,2052,178,119,21,22,23,34,9,0,110,2577,197,120,222,62,91,69,68,23,11,21,880,9,6,4,3,0,4,11,5,4,0,43,0,0,0,0,0,0,0,0,0,0,5,210,125,221,65,90,75,75,31,13,28,926,4,0,0,0,0,0,0,0,0,0,8,2266,301,340,84,113,100,104,49,14,134,3514,2238,188,127,31,33,25,35,17,3,97,2801,252,122,195,62,77,84,50,14,5,29,891,17,4,8,0,5,12,11,9,3,3,70,4,0,0,0,0,0,0,0,0,5,3,267,127,199,61,81,96,69,16,12,35,963,0,0,0,0,0,0,0,0,0,4,8,2507,325,333,90,111,118,106,37,12,137,3771,4289,364,255,51,56,48,68,24,4,209,5378,446,245,411,125,160,155,114,38,17,57,1772,22,9,10,6,4,13,18,10,6,0,112,6,0,0,0,0,0,0,0,0,5,11,469,252
SOSR621,798,88,47,13,4,7,6,3,0,33,1001,66,32,59,30,26,15,18,6,0,8,265,5,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,4,0,0,3,71,32,63,33,25,15,18,7,0,8,278,0,0,0,0,0,0,0,0,0,0,0,874,113,114,47,32,26,24,12,6,41,1281,837,85,48,18,15,5,11,11,6,50,1082,104,38,63,28,23,26,15,0,0,7,312,0,3,0,0,0,4,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,3,107,42,65,28,23,24,18,5,0,13,330,0,0,0,0,0,0,0,0,0,0,4,956,122,116,52,35,33,26,9,4,57,1413,1637,168,96,30,20,14,15,10,6,86,2083,169,68,128,60,48,42,36,9,4,12,570,5,3,6,4,0,4,0,7,0,3,28,4,0,0,0,0,0,0,4,0,0,6,180,71
SOSR622,394,22,15,3,0,0,10,0,0,23,467,29,17,10,6,3,0,4,4,0,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,17,11,6,3,0,4,4,0,8,90,0,0,0,0,0,0,0,0,0,0,0,427,36,31,9,3,4,17,4,0,33,557,370,24,19,6,0,5,7,0,0,24,450,38,16,17,0,3,6,6,0,0,0,94,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,44,21,16,0,3,4,11,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,407,43,32,10,3,12,15,0,0,31,549,762,45,31,4,0,3,14,0,0,49,918,67,35,25,9,7,8,13,4,0,9,170,6,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,75,33
SOSR631,3972,455,232,41,33,40,56,35,3,195,5064,367,129,220,69,73,59,61,29,5,14,1032,14,3,9,5,4,4,9,0,0,5,54,6,4,0,0,0,0,0,0,0,3,9,391,136,232,77,73,58,67,28,5,24,1094,8,0,0,0,0,0,0,0,0,3,15,4367,588,457,110,107,100,131,65,13,225,6171,3773,433,261,53,45,51,60,29,13,170,4893,452,192,191,62,67,82,80,32,8,27,1183,24,19,18,0,9,4,11,0,0,4,82,4,0,0,0,0,0,0,0,0,0,4,478,212,212,61,72,87,85,32,8,29,1271,4,0,0,0,0,0,0,0,0,5,9,4250,645,476,116,117,135,143,58,19,209,6176,7743,891,493,91,78,95,114,58,18,366,9960,820,325,413,130,132,137,145,59,15,44,2217,34,20,24,10,11,9,12,3,0,13,135,8,0,0,0,0,0,0,0,0,7,12,864,346
SOSR679,20,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,6,25,0,0,0,0,0,0,0,0,8,34,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,22,5,0,0,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
SOSR703,3784,920,880,183,156,159,216,87,55,184,6622,2075,2164,2739,860,853,763,724,228,51,193,10661,331,131,118,33,33,39,81,44,10,37,848,7,9,0,0,0,3,0,5,0,4,33,2413,2302,2855,894,886,809,804,276,67,242,11543,14,5,8,5,5,0,4,0,0,80,123,6206,3220,3753,1075,1043,967,1023,367,124,500,18285,3709,928,1029,194,169,188,244,100,54,162,6778,2508,2081,2967,923,947,886,940,303,77,179,11807,516,198,200,45,45,67,142,80,15,50,1361,9,3,5,0,0,0,3,5,0,3,29,3023,2287,3167,969,993,950,1089,384,91,233,13193,4,0,0,0,0,0,0,0,0,45,62,6737,3217,4200,1165,1165,1137,1328,493,150,438,20032,7490,1849,1910,375,321,347,457,189,110,343,13399,4577,4250,5701,1779,1803,1648,1661,531,129,375,22460,844,334,320,74,72,106,223,130,29,90,2212,15,10,3,0,6,3,7,9,0,10,61,5438,4590
SOSR712,748,175,249,60,48,79,96,74,66,39,1635,291,427,387,142,114,112,111,53,29,42,1704,10,9,12,4,6,5,16,6,5,0,74,0,0,0,0,0,0,4,0,0,0,8,303,441,397,147,112,122,131,59,31,47,1790,0,0,3,0,0,0,0,0,0,6,6,1048,620,649,207,160,200,232,133,98,89,3439,787,188,251,40,51,75,84,66,52,39,1632,308,402,352,137,140,149,173,53,28,23,1778,13,13,30,8,10,7,32,9,5,9,133,0,0,0,0,0,0,4,0,0,0,3,329,418,387,143,147,157,208,58,34,31,1917,0,0,0,0,0,0,0,0,0,3,5,1119,610,638,187,198,227,291,126,86,76,3556,1536,366,496,99,97,154,180,143,113,72,3267,598,837,745,284,250,261,286,105,60,63,3485,28,23,44,6,11,10,46,10,9,8,209,0,0,0,0,0,0,4,0,0,0,17,627,866
SOSR714,157,21,34,11,0,7,11,6,0,10,250,47,71,113,42,33,22,15,15,0,10,363,0,0,5,0,3,3,0,4,0,0,13,0,0,3,0,0,0,0,0,0,0,6,51,74,115,37,34,26,15,12,0,10,374,0,0,0,0,0,0,0,0,0,0,0,202,95,146,45,34,37,25,22,0,21,630,150,29,33,8,4,7,4,7,0,15,261,51,48,111,39,32,28,36,12,4,17,370,5,0,3,6,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,51,49,115,41,30,30,39,15,5,16,391,0,0,0,0,0,0,0,0,0,0,0,203,84,146,49,34,35,44,21,5,35,653,303,53,60,13,4,12,17,10,4,31,513,93,122,222,80,62,52,52,22,5,27,736,3,0,8,5,3,6,0,0,0,0,26,0,0,3,0,0,0,0,0,0,0,6,99,122
SOSR715,196,46,40,6,11,12,11,8,4,8,330,67,50,53,15,8,21,30,7,3,10,273,5,6,0,0,4,5,0,0,0,0,13,0,0,0,0,0,0,5,0,0,4,4,71,53,58,15,10,27,35,7,3,13,290,0,0,0,0,0,0,0,0,0,0,0,270,96,97,20,23,32,40,9,3,24,624,158,44,49,10,11,10,16,5,0,14,320,60,58,68,19,16,31,29,10,0,8,301,0,3,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,62,61,72,19,16,30,34,10,0,10,314,0,0,0,0,0,0,0,0,0,0,0,224,108,119,26,21,45,51,16,3,27,636,354,93,88,15,22,20,24,6,3,19,653,129,103,121,32,22,49,59,15,3,20,570,0,14,0,0,4,3,3,0,0,0,33,0,0,0,0,0,0,5,0,0,4,4,133,112
SOSR721,188,31,23,8,6,6,19,4,3,13,295,41,28,46,23,17,18,13,13,0,4,205,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,28,51,22,17,18,14,11,0,4,215,0,0,0,0,0,0,4,0,0,4,7,231,65,70,27,26,23,33,16,5,21,516,201,42,30,9,9,10,13,6,4,6,346,53,26,40,16,8,6,23,16,4,6,196,0,0,4,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,3,52,26,46,21,8,10,29,14,0,11,215,0,0,0,0,0,0,0,0,0,0,0,257,70,76,29,21,29,38,22,5,19,561,388,70,50,17,14,23,32,10,8,23,640,92,57,88,33,30,28,35,25,4,10,403,0,0,8,7,0,0,6,0,0,0,24,0,0,0,0,0,0,0,0,0,3,3,94,57
SOSR722,199,19,14,5,5,0,5,6,0,16,276,34,10,21,7,4,0,8,10,0,0,96,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,39,10,21,7,4,5,6,7,0,3,105,0,0,0,0,0,0,0,0,0,0,0,233,37,42,14,6,6,15,17,0,19,377,175,20,28,6,8,4,12,8,4,13,274,26,24,24,10,3,15,11,7,0,4,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,24,10,3,15,16,7,0,4,122,0,0,0,0,0,0,0,0,0,0,0,198,47,50,16,16,19,21,15,6,12,396,371,45,46,9,10,6,20,16,4,24,549,65,39,46,15,9,16,19,12,0,7,216,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,65,39
SOSR731,1305,165,117,18,15,24,39,28,12,80,1798,195,72,71,21,18,25,58,35,7,25,539,46,8,11,3,3,0,10,7,0,10,104,0,0,0,0,0,0,0,0,0,0,9,240,83,92,26,18,24,73,45,10,31,647,4,0,0,0,0,0,3,0,0,14,28,1547,248,210,41,30,49,117,77,20,125,2475,1158,168,152,23,23,26,45,18,5,69,1689,218,98,120,30,23,38,76,35,0,23,652,63,18,11,4,3,6,8,8,0,4,127,0,4,0,0,0,0,0,5,0,0,8,282,119,129,34,24,42,84,46,0,22,787,0,0,0,0,0,0,0,0,0,3,9,1444,287,282,54,49,66,136,65,0,101,2482,2465,332,272,37,36,49,88,44,14,147,3485,410,173,190,51,35,63,140,75,9,43,1198,105,29,24,4,9,6,22,19,0,14,231,0,4,0,0,0,0,0,5,0,0,14,518,203
SOSR779,33,8,0,0,0,0,0,0,0,0,53,5,11,0,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,41,14,3,0,0,0,3,0,0,0,73,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,11,40,11,0,0,0,0,0,0,0,0,59,3,10,0,0,0,0,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,9
SOSR802,15279,2354,2176,396,375,423,422,284,136,483,22328,11620,6825,7793,2102,2563,2407,1836,769,171,560,36651,1072,471,606,145,265,260,393,144,36,168,3565,16,11,19,3,3,7,5,0,4,12,82,12706,7309,8421,2251,2830,2674,2234,909,212,742,40298,24,10,9,4,7,0,0,3,0,121,181,28016,9667,10607,2650,3217,3096,2660,1198,349,1344,62805,15863,2369,2211,405,391,389,392,260,129,431,22842,12685,7311,8446,2195,2637,2558,2126,902,200,467,39520,1668,693,821,195,234,266,491,232,48,138,4787,25,11,11,3,9,3,7,6,0,14,90,14375,8019,9277,2396,2877,2825,2622,1140,254,619,44403,33,7,7,3,5,7,10,4,0,75,145,30265,10390,11490,2806,3270,3220,3018,1406,387,1121,67384,31147,4722,4384,799,770,808,822,541,271,909,45170,24305,14137,16244,4301,5202,4964,3960,1665,368,1031,76180,2741,1165,1426,341,502,525,884,381,89,303,8350,36,19,27,7,8,13,12,9,5,29,173,27083,15326
SOSR822,14,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,27,23,0,5,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,29,37,6,0,0,0,0,0,0,0,0,49,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
SOSR831,22,9,5,0,0,0,3,0,0,0,35,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,21,17,5,0,0,0,4,0,7,0,49,18,3,0,0,0,5,3,0,4,0,29,3,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5,7,0,3,0,38,37,11,8,0,0,5,5,0,4,0,67,5,6,0,0,0,0,7,0,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,51,10,0,0,0,0,0,0,0,0,72,70,20,15,4,0,0,0,0,0,4,116,53,0,6,0,0,3,0,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,116,20,18,4,3,8,0,0,0,7,180,0,0,0,0,0,0,0,0,0,0,0,167,32,25,8,3,8,0,0,0,9,252,43,13,0,0,0,0,0,0,0,0,66,64,16,16,9,4,0,0,3,0,5,117,38,6,5,0,3,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,102,23,20,7,3,3,0,3,0,10,172,0,0,0,0,0,0,0,0,0,0,0,148,37,25,7,3,3,0,3,0,12,231,99,24,8,0,0,0,0,0,0,0,137,134,36,34,8,3,0,0,3,0,14,238,82,6,5,0,3,5,0,0,0,4,114,0,0,0,0,0,0,0,0,0,0,0,217,43
SOSR921,78,14,9,5,4,3,5,3,0,12,125,29,10,16,4,0,0,0,0,0,15,80,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,10,13,4,0,0,0,0,0,20,82,3,0,0,0,0,0,0,0,0,0,6,105,24,23,6,5,3,9,3,0,29,215,101,5,23,7,7,0,6,5,0,14,166,46,9,20,8,6,0,0,5,0,10,98,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,46,9,19,8,6,0,3,5,0,12,102,0,0,0,0,0,0,0,0,0,0,0,145,15,42,11,9,0,3,7,3,34,273,179,18,28,7,5,9,6,7,7,27,289,73,21,32,9,3,0,4,0,0,27,178,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,72,21
SOSR922,37,8,6,0,0,0,0,0,0,3,51,8,6,0,0,0,0,0,0,0,3,30,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,46,20,5,0,0,0,0,0,0,7,83,7,3,0,0,0,0,0,0,0,0,17,10,3,0,0,0,3,0,0,0,3,19,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,3,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,27,5,7,0,0,3,0,0,0,4,47,45,8,10,0,0,5,0,0,0,3,68,19,9,8,0,0,3,0,0,0,10,44,3,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,24,16
SOSR931,30,5,5,0,0,0,0,3,0,4,52,26,0,9,0,0,0,0,0,0,5,39,19,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,46,4,9,0,0,0,0,0,0,5,63,0,0,0,0,0,0,0,0,0,209,209,79,9,9,3,0,0,3,3,0,215,325,47,4,8,0,0,0,0,3,0,0,61,14,6,3,0,0,0,0,0,0,6,36,15,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,38,5,3,0,0,0,0,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,80,11,10,0,0,0,0,3,0,7,116,73,10,15,3,0,0,0,4,0,9,114,45,4,13,0,0,0,0,0,0,6,72,39,4,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,80,6
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
