SOSR_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
SOSR603,16,233,3,248,4854,280,0,5386,184,190,4,380,5590,342,53,6359,3033,437,88,3559,12545,1061,139,17311,6014,245,225,6489,5169,724,42,12417,3579,335,133,4047,6482,535,21,11078,684,842,18,1546,8585,460,19,10611,124,1492,3,1618,7128,433,22,9198,20,413,0,432,4396,329,7,5165,0,19,0,21,1603,158,4,1787,13662,4202,482,18342,56346,4322,300,79311,34,444,9,483,4383,247,6,5120,373,415,26,816,5099,295,9,6227,4545,730,250,5534,10593,826,28,16985,7211,462,517,8193,4310,564,10,13073,3626,792,176,4600,7003,422,20,12046,322,2278,18,2621,8912,396,38,11972,78,2561,12,2648,7588,456,22,10716,21,497,0,519,5617,453,13,6599,0,20,0,24,2742,300,4,3070,16219,8211,1007,25436,56249,3968,154,85810,45,677,6,732,9239,528,6,10503,556,606,37,1196,10684,632,69,12586,7585,1165,340,9090,23140,1887,169,34293,13226,708,743,14677,9481,1284,51,25494,7209,1130,311,8646,13487,954,34,23122
SOSR611,4,107,0,111,2135,158,3,2404,116,100,5,225,2372,217,44,2852,1336,157,41,1535,4393,431,10,6366,2346,111,88,2554,1935,241,10,4740,1320,123,37,1478,2980,223,3,4684,264,322,6,597,3634,204,8,4441,31,496,3,531,2999,184,5,3711,3,105,0,114,2033,149,0,2304,0,6,0,8,699,83,0,782,5429,1531,193,7145,23181,1883,85,32293,18,203,0,228,2031,121,5,2379,222,155,16,393,2095,179,4,2670,2036,277,133,2444,3329,296,39,6107,2831,157,174,3165,1695,192,11,5054,1376,374,70,1822,3225,190,13,5249,111,858,6,972,3785,190,8,4950,28,831,3,863,3349,208,5,4427,14,138,3,149,2554,208,0,2914,0,12,0,8,1247,137,3,1399,6635,3001,413,10048,23312,1722,74,35156,28,309,0,336,4168,273,8,4786,343,252,17,618,4465,394,47,5521,3371,434,181,3984,7720,727,46,12473,5174,269,265,5712,3636,431,20,9793,2696,493,109,3303,6208,414,10,9935
SOSR612,11,60,0,72,1162,78,0,1310,84,35,0,121,1097,68,6,1295,828,87,42,957,1737,187,13,2889,1120,60,41,1219,948,126,12,2301,572,90,26,684,1771,151,4,2615,119,224,3,351,2165,142,0,2659,17,212,4,232,2008,122,9,2366,9,55,0,60,1330,122,0,1518,0,0,0,0,420,51,0,472,2758,821,117,3699,12641,1046,32,17422,15,117,0,134,1077,72,0,1285,193,99,15,305,952,62,0,1325,1211,136,101,1445,1368,150,13,2978,1448,114,107,1672,829,128,3,2631,576,266,33,877,1875,118,0,2865,54,579,11,638,2308,129,3,3080,13,354,0,358,2251,143,3,2759,0,55,0,55,1500,155,0,1715,0,4,0,4,688,91,0,785,3507,1722,266,5496,12850,1041,33,19424,28,175,0,202,2241,151,0,2602,276,140,14,431,2049,126,9,2619,2045,223,148,2406,3104,336,23,5863,2570,173,151,2887,1780,256,16,4938,1150,353,52,1562,3651,267,4,5482
SOSR613,3,16,0,25,306,31,0,353,11,15,0,34,261,19,0,306,197,17,9,223,343,26,0,593,298,13,17,332,209,40,0,584,168,29,9,201,454,33,0,690,36,73,3,117,684,31,0,833,9,79,0,85,675,46,0,809,0,7,0,13,472,44,0,526,0,0,0,0,161,20,0,184,724,254,40,1017,3564,288,4,4875,3,28,0,32,303,18,0,358,35,29,0,72,230,18,0,322,294,32,19,347,285,26,6,654,371,36,28,431,198,31,0,654,160,102,9,270,513,24,0,806,8,198,0,213,749,34,0,990,6,116,0,119,771,43,0,935,0,23,0,25,582,50,0,654,0,0,0,0,254,22,0,278,879,562,56,1500,3879,270,3,5659,12,45,0,50,610,48,0,714,52,48,0,98,487,39,0,625,493,52,32,567,624,51,6,1244,665,50,48,762,406,69,0,1238,329,129,11,469,970,60,0,1500
SOSR614,4,20,0,26,378,38,0,436,20,13,0,35,366,27,0,427,323,21,15,352,516,57,4,924,469,17,27,516,333,63,0,917,199,33,9,238,609,56,0,908,46,85,0,136,1001,67,0,1208,6,102,0,107,825,58,0,993,4,20,0,19,468,29,0,517,0,0,0,0,126,15,0,142,1073,310,46,1428,4622,412,7,6471,4,34,0,41,363,43,0,449,45,29,3,74,314,28,0,410,472,57,30,566,385,56,0,1006,553,32,46,626,298,60,0,985,195,109,14,321,669,59,0,1045,15,228,3,248,891,50,0,1190,4,151,0,161,863,67,0,1087,0,27,0,27,598,43,0,666,0,0,0,5,192,25,0,215,1293,667,100,2065,4564,420,7,7055,8,55,0,63,736,82,0,881,66,41,3,110,671,52,0,833,798,76,40,920,902,107,5,1933,1023,52,69,1142,635,121,3,1899,396,142,23,565,1276,115,0,1958
SOSR615,0,80,0,83,1529,116,0,1733,92,75,3,172,1309,89,11,1578,1203,109,48,1353,2117,191,27,3695,1762,69,61,1894,1166,187,15,3266,957,124,26,1107,2258,173,0,3537,186,322,4,514,3422,194,9,4138,34,337,0,372,3611,250,0,4239,7,67,0,78,2094,191,3,2369,0,0,0,0,639,110,0,754,4247,1189,139,5574,18157,1509,70,25307,21,159,0,177,1216,110,0,1504,198,123,4,326,1189,70,5,1588,1756,178,142,2077,1638,199,13,3939,2167,122,167,2454,958,176,3,3595,847,358,51,1258,2529,187,0,3978,77,924,8,1010,3355,202,0,4571,27,588,5,616,3741,233,3,4596,6,97,0,97,2522,267,4,2889,0,3,0,3,997,168,6,1169,5097,2545,383,8024,18152,1613,43,27830,22,234,0,260,2745,227,0,3233,289,196,7,494,2498,163,7,3167,2957,283,188,3435,3757,394,44,7630,3926,191,230,4345,2130,366,19,6856,1806,483,74,2367,4787,357,7,7521
SOSR621,0,20,0,20,445,64,0,535,29,15,0,43,408,40,3,494,370,43,8,419,656,72,17,1163,595,24,27,650,478,70,10,1219,365,40,16,427,893,91,0,1406,91,121,6,220,1389,98,0,1712,15,151,0,166,1344,104,0,1618,0,28,0,24,778,73,0,875,0,4,0,4,178,23,0,202,1466,448,59,1975,6560,637,36,9210,0,40,0,45,392,34,0,469,53,27,0,78,322,15,0,420,518,49,32,600,501,76,9,1188,694,36,55,789,364,70,3,1217,340,114,26,475,878,73,0,1422,35,299,3,338,1384,92,4,1818,5,231,0,235,1270,81,4,1594,0,26,0,26,715,82,0,826,0,0,0,0,235,22,0,265,1653,815,115,2586,6058,553,18,9216,0,65,0,65,839,94,0,1002,79,42,0,125,732,59,8,916,889,87,45,1017,1156,153,21,2351,1293,65,81,1441,841,139,11,2432,706,151,38,899,1769,161,3,2829
SOSR622,0,9,0,9,172,19,0,198,13,6,0,20,155,20,0,188,135,6,0,148,239,30,0,410,212,10,15,236,168,18,3,422,130,30,4,161,390,36,0,590,43,65,0,104,662,46,0,815,4,61,0,60,710,62,0,831,0,9,0,9,324,47,0,378,0,0,0,0,68,29,0,99,528,189,23,742,2892,305,6,3941,0,16,0,15,169,17,0,204,18,14,0,30,120,16,0,165,188,21,3,216,178,25,0,415,261,24,22,306,130,26,0,461,126,46,3,172,400,35,0,606,17,146,0,158,619,42,0,820,3,82,0,83,601,53,0,738,0,9,0,10,301,42,0,352,0,0,0,0,96,36,0,138,614,353,33,1000,2605,296,0,3901,0,27,0,23,341,35,0,403,31,18,0,48,270,36,0,356,322,31,3,360,413,50,0,820,470,31,38,541,297,48,3,884,248,69,12,335,788,70,0,1194
SOSR631,10,99,0,111,2734,271,0,3123,113,66,0,177,2056,149,9,2381,1536,141,43,1722,3076,382,34,5210,3230,128,110,3476,2116,389,13,5993,2096,259,54,2408,4754,461,13,7630,474,684,13,1167,7667,561,7,9405,89,702,0,793,6516,511,3,7827,17,135,0,153,2761,249,5,3167,0,3,0,3,518,74,5,591,7563,2226,224,10011,32187,3036,89,45324,14,204,0,219,2296,219,0,2746,194,157,11,359,1613,145,3,2118,2195,214,146,2552,2288,364,16,5219,3768,203,231,4201,1818,361,7,6385,1784,635,89,2506,4867,389,3,7761,178,1591,15,1781,6767,456,4,9014,33,1009,5,1052,5040,399,0,6485,4,136,0,141,2115,213,0,2469,0,4,0,7,496,62,0,565,8177,4151,493,12817,27299,2618,41,42774,25,304,6,334,5036,490,0,5864,304,225,12,536,3663,293,12,4502,3730,356,186,4270,5363,746,47,10426,7002,332,342,7673,3932,750,23,12382,3882,893,139,4917,9619,844,20,15396
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,4,3,0,5,22,25,3,58,10,0,0,10,28,24,3,67,12,0,0,9,33,22,0,71,0,4,0,0,33,27,0,63,0,0,0,0,24,0,0,25,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,29,4,0,36,157,102,8,296,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,3,0,5,8,0,0,13,0,0,0,0,7,3,0,16,3,0,0,3,12,4,0,18,0,0,0,0,9,3,0,11,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,48,13,0,75,0,0,0,0,6,0,0,5,0,0,0,0,9,0,0,15,3,3,0,9,34,25,3,69,12,0,0,9,33,30,4,78,13,0,0,18,42,31,0,90
SOSR703,7,186,0,193,2843,373,89,3492,124,152,7,281,3659,735,1096,5770,2178,262,68,2503,8050,1831,505,12888,4190,194,137,4524,4326,1405,153,10412,2225,241,57,2522,4785,1211,68,8585,459,448,14,919,5464,1008,72,7457,120,537,3,655,4152,694,32,5539,13,111,3,130,1565,229,7,1928,0,11,0,10,298,48,0,364,9315,2133,285,11732,35155,7530,2027,56444,30,320,9,357,2625,345,12,3331,311,235,13,563,3049,480,114,4207,3578,480,203,4267,7379,1501,167,13310,5078,340,324,5745,3821,1137,46,10752,1973,522,112,2605,4854,961,24,8441,199,1079,6,1286,5201,847,73,7408,45,946,5,1003,3556,563,44,5167,5,168,0,173,1447,226,8,1858,5,9,0,11,358,73,8,448,11227,4103,679,16010,32288,6127,491,54913,34,498,9,547,5471,714,99,6828,431,388,23,837,6707,1217,1217,9975,5761,743,271,6768,15430,3325,675,26196,9275,536,465,10277,8144,2549,199,21165,4195,767,163,5127,9640,2166,84,17025
SOSR712,4,40,0,45,632,70,0,743,37,28,0,63,497,68,5,641,492,61,10,565,1491,245,20,2318,818,58,32,898,955,192,10,2056,384,56,13,454,995,163,0,1617,80,82,3,164,1298,199,9,1669,21,84,0,110,889,165,5,1165,0,18,0,23,274,39,0,339,0,0,0,0,51,7,0,55,1839,417,68,2323,7082,1144,50,10603,14,72,0,92,559,82,0,729,78,62,3,140,504,72,0,715,755,129,55,932,1544,236,19,2737,949,88,67,1110,824,202,5,2137,370,145,22,527,1096,181,3,1810,39,227,6,272,1335,215,7,1835,11,151,5,166,842,152,3,1165,0,22,0,23,302,44,4,375,0,0,0,0,98,19,0,120,2222,889,163,3275,7104,1211,43,11630,27,108,0,132,1192,146,0,1474,110,84,5,203,997,141,13,1350,1244,185,66,1500,3041,480,35,5054,1768,144,100,2008,1781,393,10,4199,746,200,37,986,2090,345,6,3426
SOSR714,0,12,0,17,117,37,0,167,6,14,0,21,174,43,6,244,88,12,3,106,403,109,5,629,164,3,3,176,213,98,0,492,66,18,0,86,224,84,0,397,13,22,0,38,317,87,4,449,5,25,0,29,246,52,0,323,0,8,0,8,85,17,0,110,0,0,0,0,12,5,0,16,344,119,19,481,1794,534,20,2823,4,17,0,20,86,36,4,155,23,21,0,50,152,42,0,241,161,31,16,206,389,104,0,701,192,15,12,218,174,80,0,476,61,27,8,88,283,99,0,472,10,47,0,59,337,82,8,485,0,40,0,42,190,32,0,267,0,0,0,0,54,9,0,72,0,0,0,0,19,0,0,20,460,196,39,692,1688,492,11,2889,8,26,5,40,201,72,4,319,31,39,3,76,323,80,6,489,253,40,17,313,801,216,8,1329,357,18,16,390,389,178,0,970,122,47,9,175,506,183,0,869
SOSR715,30,241,10,280,459,95,0,833,75,199,42,315,324,76,3,717,360,236,138,728,620,232,7,1587,433,186,106,724,502,174,0,1402,203,175,62,439,516,148,0,1103,48,129,16,196,505,133,3,830,11,66,4,77,253,53,0,384,3,11,0,14,56,16,0,87,0,5,0,6,3,0,0,10,1163,1235,377,2773,3239,918,14,6945,45,221,23,291,366,70,0,726,145,189,82,414,252,50,5,720,521,265,210,991,549,177,10,1730,505,230,155,897,359,136,3,1392,185,283,67,536,471,93,0,1108,29,186,34,254,448,76,8,793,10,65,3,82,190,35,3,309,0,11,4,11,58,8,0,82,0,3,0,8,14,0,0,18,1458,1445,585,3484,2712,657,26,6879,79,457,28,569,823,168,0,1560,220,385,124,732,569,128,0,1432,880,494,346,1724,1165,409,18,3317,943,417,263,1618,861,309,8,2796,390,454,130,973,996,240,3,2207
SOSR721,11,150,8,168,314,35,0,511,73,121,26,210,286,39,5,543,247,168,89,498,557,114,16,1182,305,111,68,488,372,93,3,954,153,140,26,317,449,97,0,865,47,91,9,146,493,95,6,732,11,56,7,77,293,57,6,437,0,6,0,8,85,11,0,109,0,0,0,0,8,0,0,12,847,844,233,1922,2852,544,28,5346,31,168,18,215,259,39,0,511,102,135,44,277,249,47,0,577,382,185,133,701,476,102,20,1297,374,142,103,619,297,65,6,975,129,197,56,385,406,74,3,865,19,185,30,237,501,98,4,835,8,94,8,109,245,51,0,417,0,16,6,17,49,9,0,76,0,8,0,7,10,0,0,17,1036,1132,391,2566,2495,479,33,5577,39,317,23,383,573,70,0,1023,175,253,65,495,540,84,3,1118,623,346,226,1195,1031,215,35,2483,679,252,170,1106,666,152,4,1932,280,338,84,707,851,171,5,1726
SOSR722,14,116,15,141,287,51,0,481,72,90,27,187,259,42,0,487,287,135,54,481,439,99,0,1016,277,92,48,417,343,72,0,829,115,109,20,250,409,74,0,739,31,85,8,125,521,115,0,761,10,45,0,59,517,107,0,680,5,10,0,14,122,23,0,160,0,3,0,0,15,4,0,21,811,680,181,1670,2902,592,9,5171,26,132,10,167,211,71,0,448,115,121,32,275,176,41,0,494,433,165,104,699,314,98,3,1111,323,135,74,540,251,70,0,868,118,200,29,348,419,96,3,864,19,187,12,216,539,113,0,876,7,78,8,87,434,92,0,618,0,10,0,10,92,8,0,116,0,3,0,3,8,0,0,12,1047,1028,276,2349,2455,600,8,5410,40,248,23,314,500,125,0,929,189,209,64,461,434,84,0,981,716,301,163,1176,756,195,11,2130,604,224,127,957,598,142,0,1699,234,304,52,598,828,176,3,1603
SOSR731,10,170,5,185,836,233,6,1266,76,149,20,249,863,394,68,1579,584,187,50,823,1698,969,91,3583,1085,128,74,1290,1048,877,39,3241,669,171,37,879,1818,859,18,3576,124,214,17,357,2639,718,18,3721,32,198,5,234,2412,532,11,3187,4,34,0,38,651,146,0,841,0,4,0,4,58,11,0,67,2584,1256,209,4054,12027,4733,248,21060,28,178,9,219,722,186,0,1123,127,168,27,315,671,194,22,1205,840,226,103,1163,1268,500,57,2986,1262,206,120,1589,796,406,7,2800,511,321,54,889,1661,443,4,2994,47,444,16,510,2354,484,8,3365,19,316,3,340,1831,394,8,2573,3,40,0,49,403,91,0,541,0,5,0,3,59,8,0,75,2847,1894,341,5079,9767,2704,98,17650,39,349,13,403,1555,418,8,2392,205,318,46,571,1539,593,86,2781,1424,414,156,1988,2965,1469,141,6564,2347,336,191,2878,1845,1280,44,6046,1183,492,93,1764,3475,1301,15,6569
SOSR779,0,0,0,0,10,0,0,10,0,0,0,0,14,5,0,17,5,0,0,5,28,16,0,54,12,0,0,14,51,41,0,106,12,0,0,9,62,43,0,117,4,0,0,4,58,33,0,96,0,0,0,0,13,7,0,22,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,26,7,0,27,245,138,12,429,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,15,0,0,0,0,6,5,7,16,0,0,0,0,6,0,0,3,0,0,0,0,7,0,0,7,0,0,0,0,11,0,0,12,0,0,0,0,12,5,0,21,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,43,17,7,67,0,0,0,0,10,0,0,11,0,0,0,3,24,3,0,27,5,0,0,5,34,18,9,65,12,0,0,14,53,43,0,112,12,4,0,9,69,43,0,124
SOSR802,36,613,4,651,12070,660,19,13398,192,401,10,602,15448,1113,50,17207,6340,791,138,7268,29062,2212,88,38635,17351,555,538,18438,14152,1561,100,34260,10200,582,295,11070,15594,1079,72,27816,1828,1640,53,3514,17189,792,60,21554,240,3118,16,3378,12167,596,64,16208,42,913,0,964,7148,457,22,8592,3,57,0,65,2523,270,5,2859,36230,8670,1053,45946,125356,8744,494,180542,43,931,7,980,11377,639,20,13019,489,787,24,1304,14938,992,43,17276,10052,1311,415,11781,25310,1800,84,38983,20312,901,1049,22265,11385,1206,75,34928,9257,1300,401,10964,16314,869,63,28214,812,4103,54,4967,17502,642,122,23233,177,5106,30,5321,12624,671,87,18701,45,1115,12,1173,8693,566,21,10452,9,45,0,54,3803,480,3,4340,41203,15593,2003,58795,121941,7877,523,189138,77,1540,7,1633,23446,1300,45,26420,688,1186,29,1906,30390,2100,92,34485,16395,2103,551,19047,54374,4011,179,77611,37661,1455,1590,40706,25540,2767,177,69193,19456,1877,697,22030,31907,1949,139,56022
SOSR822,0,0,0,0,25,3,0,28,0,0,0,0,13,0,0,13,8,0,0,6,20,0,0,30,26,0,0,26,16,0,0,47,20,3,0,23,23,0,0,47,0,0,0,4,26,3,0,25,0,7,0,7,21,8,0,28,0,3,0,3,7,4,0,15,0,0,0,0,0,0,0,0,59,10,0,71,156,12,0,239,0,0,0,0,18,0,0,23,0,0,0,0,15,0,0,17,8,7,0,16,10,0,0,23,34,0,0,34,9,3,0,46,20,5,0,26,21,0,0,52,0,7,0,12,30,0,0,41,0,8,0,4,19,0,0,25,0,3,0,3,12,0,0,16,0,0,0,0,3,0,0,3,66,23,0,88,140,10,0,239,0,4,0,4,46,3,0,47,0,0,0,0,24,0,0,24,16,0,0,21,32,0,0,54,63,0,0,63,28,3,0,94,43,7,0,53,48,0,0,99
SOSR831,0,0,0,0,25,8,0,33,0,0,0,0,43,8,0,55,13,0,0,10,46,13,0,70,15,0,0,17,12,0,0,30,9,0,0,9,23,8,0,38,5,4,0,8,22,4,0,30,0,0,0,0,24,9,0,33,0,0,0,0,4,0,0,6,0,0,0,0,3,0,0,3,40,9,0,47,203,54,0,303,0,0,0,0,13,3,0,19,0,0,0,4,22,9,0,36,19,0,0,19,34,5,0,60,22,0,0,22,9,0,0,30,5,3,0,11,19,8,0,32,3,10,0,14,30,9,0,45,0,6,0,6,16,7,0,21,0,0,0,0,5,0,0,3,0,0,0,0,5,0,0,5,47,20,0,68,147,35,0,255,0,0,0,0,39,7,0,51,0,4,0,0,62,15,0,87,28,4,0,27,81,17,0,134,37,0,0,33,21,3,0,61,17,3,0,17,38,16,0,71
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,15,7,0,27,0,0,0,0,20,19,0,36,22,0,0,24,77,55,0,163,30,0,0,39,39,37,0,110,31,0,0,31,59,38,0,125,8,8,0,17,86,26,0,125,0,9,0,5,84,28,0,113,0,3,0,3,18,5,0,24,0,0,0,0,4,0,0,4,95,21,3,116,402,204,5,728,0,0,0,0,29,3,0,34,3,0,0,5,16,8,0,28,28,4,0,29,34,33,0,106,57,3,4,62,39,28,0,131,26,6,0,26,69,29,0,127,4,8,0,17,66,23,0,111,0,11,0,11,45,12,0,57,0,0,0,0,11,4,0,11,0,0,0,0,0,0,0,0,113,28,4,146,308,150,0,604,0,0,0,0,46,11,0,59,3,0,0,7,35,28,0,67,47,4,0,56,115,88,0,264,90,5,3,96,79,66,0,240,56,5,0,62,125,71,0,258
SOSR921,0,0,0,0,35,6,0,40,0,0,0,0,23,3,0,29,16,0,0,14,37,7,0,59,43,6,0,47,33,10,0,97,29,5,4,36,62,14,0,114,8,8,0,19,136,26,0,190,0,13,0,12,100,11,0,124,0,4,0,4,49,14,0,64,0,0,0,0,13,0,0,13,99,40,6,142,484,103,5,733,0,5,0,5,24,4,0,40,3,3,0,8,30,6,0,42,19,3,0,25,36,9,0,74,51,4,7,69,34,13,0,112,30,11,5,44,80,12,0,133,6,23,0,27,148,16,0,195,0,16,0,16,127,16,0,158,0,4,0,4,58,11,0,72,0,0,0,0,21,0,0,20,115,78,12,199,545,95,3,841,0,5,0,5,58,14,0,83,3,10,0,14,49,11,0,71,37,3,4,47,70,19,0,133,95,10,9,114,66,26,0,205,65,13,4,77,138,25,0,249
