SOSR_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
SOSR301,967,2101,5016,4579,3464,2183,601,158,39,19110,34268,58470,132557,128627,114838,73191,15704,1343,85,559088,230,550,1670,1175,1122,860,318,120,7,6051,39,427,2499,3797,2959,1475,258,15,4,11478,2307,5455,14096,16204,16214,11464,2154,209,13,68115,140,542,2317,3934,3619,2089,350,23,0,13016,3781,9664,24679,22551,18258,11212,2731,240,16,93142,751,2144,6033,7354,7242,4924,1141,105,5,29703,15208,18661,23656,16872,14817,10445,2656,286,18,102619,25417,14234,15408,8697,5965,3681,890,95,5,74393,943,4207,13334,14605,13656,10887,2825,263,8,60733,419,1463,3441,3452,2759,1483,310,33,7,13357,250,2616,9718,11725,8993,4248,914,140,17,38617,392,1672,4712,4927,4261,2959,1223,258,31,20421,1076,8736,27064,27858,20619,11093,3532,440,10,100428,1085,4121,10146,8909,7713,5168,1384,137,0,38670,507,4448,16504,20141,19978,11996,2215,154,8,75958,2777,7602,20791,24951,25641,17268,3859,332,12,103232,3273,16509,44770,41663,37294,27013,6134,460,18,177131,1796,2809,4351,3433,2722,1634,498,87,4,17334
SOSR302,485,871,2030,1931,1719,1097,368,87,25,8604,14317,20138,45081,46820,47142,33463,8657,796,53,216467,70,212,461,350,403,335,211,66,4,2121,9,101,699,1006,862,530,114,26,0,3336,1060,1806,3858,4599,4804,3606,961,115,6,20818,53,143,547,809,843,607,118,10,0,3127,1885,4388,11449,11688,10211,6803,1756,183,6,48363,197,542,1444,1971,2363,1663,506,64,7,8762,6306,6693,8666,7291,7476,5834,1812,192,9,44280,11033,5878,7982,5423,4544,3057,957,141,10,39024,230,768,2498,2892,3478,3217,1211,151,4,14443,194,570,1191,1183,1175,741,205,35,0,5288,114,794,2599,3122,3069,1874,556,100,12,12253,172,568,1816,2264,2555,2084,1016,238,20,10727,332,1984,6461,7353,6452,4044,1822,237,12,28696,419,1224,3255,3570,3941,3004,957,93,4,16462,93,635,2873,4349,5186,3530,711,49,3,17424,742,2056,6315,9006,9796,6534,1599,127,9,36192,1027,5050,15565,15349,15500,12576,3054,233,8,68352,1094,1610,2536,2192,1926,1346,434,64,8,11216
SOSR303,224,308,697,599,559,353,128,33,8,2914,7451,10357,22459,22205,22129,15899,3910,370,29,104809,112,222,508,473,489,393,192,63,11,2462,26,186,783,906,827,514,96,6,0,3345,463,903,1994,2117,1976,1548,351,35,0,9395,50,126,450,637,636,445,74,9,0,2422,824,1799,3988,3519,3398,2490,652,74,8,16745,125,316,774,905,997,832,216,20,0,4194,3549,3036,3921,3176,3091,2440,703,77,4,20000,5259,2726,3375,2387,1917,1264,401,26,0,17360,160,448,1601,1956,2336,2298,634,71,5,9506,69,176,390,337,260,191,57,8,0,1492,41,294,804,855,818,521,137,10,0,3481,82,268,564,618,664,565,222,53,0,3029,219,908,2345,2324,2037,1425,521,83,3,9850,180,494,1241,1322,1456,1176,327,36,0,6237,241,2054,4973,4131,4313,2774,508,37,0,19039,480,1257,3638,4635,5258,3804,977,80,4,20124,607,3502,9590,8802,8462,6601,1561,107,3,39229,401,390,594,490,469,360,119,21,0,2842
SOSR311,149,189,369,312,305,216,81,29,5,1657,4042,5092,11296,11420,11621,8860,2025,182,10,54553,107,234,649,371,372,364,161,52,5,2316,77,374,1300,1427,1243,808,119,3,0,5351,342,556,1276,1359,1323,1035,238,16,0,6141,34,111,369,437,415,330,40,3,0,1735,501,968,2006,1803,1694,1422,350,21,0,8772,114,248,637,695,640,523,108,8,0,2972,2277,1442,2164,1857,1814,1509,400,32,0,11503,2616,1187,1346,992,884,741,208,26,0,7999,83,233,835,930,1146,1195,305,38,0,4773,27,82,144,101,87,69,20,5,0,543,13,118,308,349,341,235,53,3,0,1432,42,157,270,286,337,322,124,16,4,1552,110,402,999,1018,797,611,223,25,0,4181,115,287,677,654,784,601,147,8,0,3281,50,303,1142,1330,1499,1181,230,17,0,5756,188,516,1657,2354,2582,1798,443,28,3,9574,376,1821,4597,4461,4456,3881,841,50,0,20498,152,111,165,175,150,128,60,9,0,948
SOSR312,47,74,148,100,131,93,27,16,3,638,1343,1564,3540,3835,4200,3450,740,67,4,18740,22,47,72,73,77,75,22,15,0,406,3,48,174,170,189,112,10,0,0,706,142,302,805,840,858,626,103,12,0,3683,25,53,138,158,190,174,23,3,0,766,161,365,940,940,811,549,145,10,0,3915,31,52,121,136,163,164,33,11,0,709,702,543,805,670,662,565,131,12,0,4085,937,424,474,364,359,253,53,12,0,2867,49,121,349,439,553,626,186,15,0,2340,8,21,63,70,72,52,15,0,0,303,7,26,86,117,120,84,22,3,0,471,11,45,95,106,127,129,55,12,0,588,31,104,314,295,306,273,111,8,0,1442,34,105,280,306,319,283,76,6,0,1400,19,71,328,418,560,448,91,8,0,1942,60,137,528,774,874,697,166,9,0,3240,95,423,1112,1197,1443,1397,311,16,0,5990,60,43,65,78,55,50,19,6,0,363
SOSR313,93,109,250,253,236,133,60,15,3,1161,2682,3429,7962,7902,7343,5611,1251,118,11,36311,99,176,433,408,374,292,153,54,7,2006,103,454,1608,1660,1365,851,105,3,0,6148,255,442,1160,926,901,624,141,13,0,4474,23,77,203,276,244,201,34,0,0,1051,361,669,1536,1280,1076,888,231,26,0,6070,87,165,381,392,338,280,77,6,3,1739,1384,932,1529,1317,1274,992,256,25,9,7721,1906,784,1153,808,642,511,147,23,0,5978,77,215,661,621,730,706,247,36,0,3291,21,34,99,73,52,43,23,9,0,343,16,74,229,231,211,151,38,7,0,959,29,78,207,215,196,183,75,28,0,1009,68,229,532,613,501,402,158,22,0,2525,65,202,516,436,453,389,110,9,0,2181,43,263,919,1087,1103,874,160,11,0,4459,101,418,1257,1658,1711,1274,302,31,0,6755,238,899,2471,2265,2194,1953,400,21,0,10445,89,68,127,114,100,74,29,7,0,607
SOSR314,99,104,313,309,286,191,51,20,7,1387,2640,3018,7774,7793,7942,5762,1336,139,16,36417,163,467,1679,800,677,605,259,69,9,4732,75,300,1108,1240,1069,613,84,4,0,4494,241,447,1055,1136,1096,924,185,14,0,5095,26,92,314,306,322,302,41,4,0,1404,355,707,1726,1669,1483,1080,256,30,0,7305,93,148,349,399,463,299,77,8,0,1841,1217,754,1235,1147,1239,955,265,34,4,6854,1781,652,759,626,610,489,146,23,0,5077,63,143,544,808,901,804,239,32,0,3529,19,40,101,92,81,59,11,4,0,406,13,66,246,258,235,132,32,0,0,983,23,65,169,205,200,169,63,27,0,926,84,183,581,644,598,428,159,22,3,2699,78,218,576,562,604,423,119,11,0,2592,41,197,754,1057,1124,827,156,9,0,4179,129,403,1255,1551,1738,1185,302,22,3,6591,224,674,1900,1989,2251,1887,432,32,0,9380,79,61,137,119,129,114,32,5,0,680
SOSR315,125,172,362,374,378,324,111,44,13,1894,3389,4147,10454,10859,11297,9512,2289,223,25,52188,180,344,1008,740,792,770,377,85,11,4301,123,431,1731,1978,1800,1200,192,7,0,7455,379,623,1467,1511,1501,1166,273,18,5,6947,30,84,269,358,358,317,63,7,0,1483,498,927,2220,2208,1971,1697,432,33,0,9990,80,165,432,472,526,491,111,19,0,2298,1752,1043,1681,1565,1759,1502,439,60,9,9807,2036,1057,1863,1194,1115,1057,299,31,5,8650,97,230,740,958,1296,1256,491,42,4,5118,26,47,85,107,122,107,29,7,0,531,24,77,334,309,343,223,56,12,0,1396,41,80,246,273,314,267,165,31,0,1417,85,270,803,894,852,707,313,44,0,3969,120,311,806,747,878,734,197,15,0,3807,65,316,1147,1438,1683,1456,271,13,0,6381,150,531,1685,2248,2221,1864,438,44,0,9175,273,969,2684,2920,3467,3342,769,36,4,14459,103,95,227,204,198,184,59,6,0,1071
SOSR321,49,50,146,166,167,162,51,12,0,790,1192,1302,3229,3952,4515,3949,923,93,6,19162,84,157,360,326,355,339,147,37,3,1810,17,101,313,441,391,300,57,3,0,1620,117,192,407,471,502,485,103,11,0,2289,14,29,94,134,145,144,23,0,0,581,227,292,779,803,852,752,173,15,0,3891,35,46,116,152,192,162,46,3,0,761,624,356,514,539,717,672,213,30,3,3668,686,263,377,323,396,353,112,22,0,2528,26,75,274,339,506,555,178,17,0,1967,5,18,38,47,42,51,20,3,0,224,4,31,92,136,136,90,21,8,0,515,12,29,63,87,108,104,58,11,0,468,25,84,288,350,354,273,112,19,0,1510,44,77,198,252,370,293,89,13,0,1335,42,143,504,697,840,670,132,8,0,3028,63,207,547,848,928,773,181,11,0,3562,110,324,870,1055,1405,1414,323,14,0,5522,50,45,72,92,103,81,36,3,0,486
SOSR322,24,19,46,60,58,74,36,7,3,323,405,575,1365,1568,1998,2020,499,57,6,8495,42,96,187,198,215,266,122,38,0,1166,11,48,165,208,228,188,40,9,0,887,58,89,167,174,252,291,66,11,0,1110,4,12,31,44,74,73,7,0,0,235,55,140,323,350,360,386,78,10,0,1705,13,25,51,61,76,87,20,0,0,329,178,109,244,220,279,311,97,10,0,1454,213,141,209,185,234,254,85,14,0,1341,13,26,108,123,241,313,119,11,0,966,0,7,5,18,27,22,7,0,0,82,0,5,27,28,48,28,12,0,0,152,6,12,29,37,51,50,32,0,0,211,17,31,87,118,116,124,62,13,0,564,13,31,76,80,121,132,35,6,0,507,15,74,309,346,445,423,88,0,0,1701,25,107,267,334,398,391,96,9,0,1626,36,128,327,392,528,637,138,7,0,2197,10,23,31,21,65,23,14,0,0,181
SOSR331,334,260,602,762,977,792,336,139,29,4225,6680,6451,14395,19193,24806,20573,6033,1097,92,99322,1314,2012,4671,5281,6957,7775,5310,1982,247,35546,111,459,1930,2650,2680,1770,267,17,0,9887,782,1040,1800,2278,3093,2756,652,104,5,12517,50,138,441,669,860,698,124,6,0,2981,1215,1701,3794,4686,5242,4276,1028,80,0,22018,247,287,648,846,1176,992,287,68,0,4552,2888,1468,1927,2116,3055,2557,689,88,8,14798,3399,1170,1428,1235,1562,1446,472,64,6,10778,220,316,1012,1578,2473,2537,867,83,4,9085,49,84,139,205,268,199,66,8,0,1015,45,136,450,613,713,522,135,20,0,2631,64,143,362,485,690,631,295,67,4,2749,247,545,1411,2005,2308,1830,630,97,3,9075,214,395,799,1080,1446,1312,368,35,4,5652,149,491,1493,2111,3009,2528,462,30,0,10266,348,670,1902,3761,4854,3965,955,75,3,16524,510,1396,3388,4332,6057,5698,1384,111,6,22872,240,219,386,390,505,422,168,30,4,2366
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,13,0,0,11,16,9,6,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,341,840,1755,1579,1350,982,342,115,37,7333,16097,29112,66378,63978,59021,45137,10431,899,81,291145,136,359,1074,1178,1241,913,376,86,14,5374,29,211,1155,1224,1004,623,128,10,0,4379,1161,2716,7905,9107,9606,7405,1633,180,9,39724,95,335,1731,2077,1943,1335,222,9,0,7755,1752,5158,12873,10712,9237,6808,1728,181,5,48451,327,930,2677,3158,3643,2709,705,87,0,14242,9234,10364,12435,9103,8458,6743,1769,218,22,58339,10804,8188,8662,5187,3704,2646,631,92,5,39917,333,1718,5477,5673,5440,5008,1247,111,4,25010,172,612,1812,2030,1443,846,205,37,0,7151,122,1221,4727,5460,4515,2740,597,89,4,19471,108,541,1625,1660,1608,1417,557,159,19,7695,343,3215,11205,11620,8412,5533,2131,288,22,42775,482,2255,5668,4806,4799,3983,1073,96,6,23163,252,2293,8745,11314,10645,7763,1315,61,0,42384,1138,3913,11302,12851,12121,9595,2517,179,8,53622,1203,8280,26040,23962,21375,18135,4291,321,10,103612,1098,1431,2244,1623,1310,915,336,57,6,9024
SOSR412,28,55,111,96,91,73,27,14,0,494,1574,2103,4568,4549,4942,3699,736,60,9,22235,51,121,260,247,274,213,72,12,9,1260,7,45,249,246,244,151,25,0,0,974,179,364,882,891,1083,901,129,6,0,4433,11,22,128,115,135,114,17,0,0,539,203,443,1066,847,789,572,153,13,0,4088,38,92,185,219,253,211,54,4,0,1049,912,713,1003,777,811,685,170,11,0,5085,1076,471,525,339,314,242,48,8,0,3014,40,86,286,320,429,443,137,14,0,1759,16,32,89,75,71,56,15,0,0,347,11,69,167,243,224,110,16,5,0,839,9,38,108,110,108,102,30,9,0,505,19,139,408,429,420,263,92,7,0,1769,30,135,314,315,382,332,92,12,0,1619,10,166,591,742,802,507,96,4,0,2929,85,290,907,991,1035,686,165,16,0,4185,129,608,1544,1483,1657,1460,294,11,0,7190,45,63,119,93,81,57,11,4,0,465
SOSR413,27,44,77,88,82,70,35,18,5,439,1252,1549,3448,3545,4164,3536,873,100,7,18489,63,127,340,309,287,250,122,36,5,1538,3,29,141,152,133,95,23,0,0,577,130,223,498,498,626,507,98,12,0,2593,6,26,116,95,119,101,28,0,0,494,146,284,659,575,614,543,145,26,0,2994,21,27,101,154,167,133,51,11,0,655,727,500,766,645,697,625,158,14,0,4126,877,450,469,345,343,287,77,4,0,2853,13,69,182,218,303,372,125,20,0,1299,12,26,57,69,60,41,25,0,0,287,10,36,107,154,164,146,44,13,0,681,7,32,79,67,87,94,44,3,0,417,17,85,278,426,464,292,148,26,0,1739,35,105,274,255,316,328,99,4,0,1419,12,114,411,520,694,511,108,3,0,2374,48,191,623,714,867,674,214,25,0,3362,97,458,1271,1215,1492,1530,339,20,0,6432,52,60,88,103,92,92,33,3,0,531
SOSR414,16,9,28,35,36,39,9,9,0,179,418,526,1231,1330,1453,1238,308,46,6,6547,24,57,146,134,145,127,83,24,0,735,0,9,49,31,48,33,5,0,0,172,64,130,348,364,338,246,62,11,0,1566,0,9,35,41,36,39,13,0,0,171,33,131,285,231,206,166,59,5,0,1118,15,16,61,47,83,74,18,6,0,312,232,177,255,237,278,208,72,6,0,1458,281,123,165,163,125,81,23,6,0,975,15,16,63,70,123,119,27,4,0,435,10,8,12,31,16,20,4,0,0,93,0,14,55,57,56,32,5,4,0,220,0,9,32,29,37,32,17,3,0,153,7,43,98,113,119,100,41,6,0,525,14,37,120,90,129,128,37,5,0,563,0,12,107,152,179,138,27,0,0,629,13,62,216,253,207,206,53,3,0,1008,28,116,310,388,465,502,118,7,0,1939,16,13,26,25,19,24,10,0,0,135
SOSR415,54,45,122,120,134,127,49,28,0,686,1506,1887,4668,4948,5527,4648,1212,146,8,24554,90,249,613,521,570,614,428,155,18,3263,14,104,453,458,332,224,33,4,0,1624,216,429,919,1096,1152,933,199,24,0,4969,9,42,160,155,181,141,29,3,0,716,203,472,1072,981,916,776,203,21,0,4642,45,95,201,246,315,289,70,9,0,1273,867,579,901,818,863,810,216,16,0,5074,878,430,605,487,513,478,131,20,0,3544,26,100,313,343,447,528,189,24,0,1974,9,19,76,58,62,62,13,0,0,312,9,31,138,185,219,122,27,7,0,737,13,41,76,108,127,115,41,9,0,526,31,93,323,376,390,321,146,22,0,1713,32,140,316,364,454,456,127,12,3,1903,39,101,486,603,737,603,107,7,0,2682,78,256,882,979,997,787,227,10,0,4224,115,484,1336,1333,1673,1720,403,22,0,7090,60,38,89,83,93,78,20,0,0,466
SOSR421,16,14,42,33,42,44,16,10,0,223,416,465,1163,1257,1480,1501,398,41,9,6723,51,98,279,231,239,285,190,59,6,1438,9,15,42,53,55,46,3,0,0,220,47,82,175,186,243,210,49,4,0,1010,4,9,37,38,44,45,3,0,0,182,58,131,290,280,285,253,61,4,0,1360,14,28,69,84,92,117,28,0,0,428,223,131,178,189,253,260,78,3,0,1305,205,121,120,106,138,136,38,9,0,876,8,22,82,108,148,203,75,4,3,653,3,3,13,21,13,10,5,0,0,70,3,10,35,40,46,33,4,5,0,169,3,7,17,21,23,16,15,7,0,101,12,28,80,80,96,94,40,6,0,435,11,19,84,90,131,136,42,6,0,528,4,23,116,207,225,200,44,3,0,836,28,84,247,297,276,243,88,4,0,1258,27,85,297,309,428,533,124,4,0,1812,16,13,20,26,21,21,14,0,0,140
SOSR422,9,5,15,20,31,24,5,6,0,107,169,228,593,628,804,915,227,31,3,3602,25,49,145,146,147,172,98,29,3,813,6,4,20,30,36,42,14,0,0,152,26,42,83,90,134,154,38,4,0,573,0,7,19,15,36,32,6,0,0,120,40,59,147,110,165,164,40,3,0,724,5,9,22,31,34,49,10,0,0,154,80,59,97,98,117,128,54,0,0,630,108,52,90,64,95,118,30,9,0,570,4,15,37,53,78,105,48,10,0,345,0,3,6,7,4,5,5,0,0,30,0,3,11,25,23,33,8,0,0,112,0,0,4,19,14,15,4,0,0,66,0,14,44,46,39,54,18,9,0,224,11,20,31,45,85,79,30,10,0,312,3,13,63,78,90,118,17,4,0,397,10,46,135,137,157,166,49,0,0,698,15,47,166,150,224,304,67,4,0,978,3,12,16,19,24,17,10,4,0,108
SOSR431,77,64,120,179,221,222,130,47,4,1064,2055,2207,4627,6303,8135,7443,2385,416,41,33609,535,852,2021,2745,3472,3908,2600,791,87,17019,32,164,803,686,608,428,56,6,0,2792,315,368,734,1001,1387,1217,360,46,3,5426,13,35,131,188,247,206,44,5,0,865,314,543,1056,1248,1385,1373,332,20,0,6267,77,108,219,302,417,354,109,18,0,1600,962,541,647,711,1001,895,246,26,0,5045,1032,423,457,392,513,558,149,23,0,3539,48,114,275,444,764,833,261,28,3,2764,14,25,42,84,69,64,31,7,0,325,9,37,124,232,271,159,37,8,0,881,11,25,81,103,152,151,61,18,0,600,49,149,441,642,658,602,223,33,0,2807,60,128,311,342,534,528,153,19,0,2066,41,141,445,706,979,797,133,6,0,3252,107,280,736,1192,1456,1204,383,34,0,5396,141,497,1100,1356,1994,2173,482,27,0,7768,75,78,109,135,161,180,72,18,0,817
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,887,1705,4237,4159,3399,2200,673,186,39,17483,28647,46913,110078,110875,100554,71099,17523,1516,99,487315,219,428,1189,1227,1290,1036,551,160,14,6117,384,2877,14339,17178,13345,7461,1341,92,5,57016,2062,3873,10386,12528,12467,9313,2217,245,10,53099,152,508,2330,3122,2688,1863,372,21,0,11056,3055,7499,21670,21742,17339,12383,2918,230,12,86856,685,1796,5246,6255,6021,4311,1090,135,11,25542,14327,16477,18559,14487,13285,10433,3077,326,24,90989,19661,12746,13296,8753,5861,4036,1090,104,9,65550,857,3013,9603,10613,9973,8671,2621,229,9,45590,421,890,2129,2152,1679,1098,311,54,0,8729,169,1289,5758,7236,6079,3575,968,158,12,25245,217,962,3013,3376,3302,2536,1209,257,26,14893,663,5645,19808,22820,16785,10101,3581,497,30,79931,899,2964,7541,7188,6264,4940,1517,170,10,31493,505,3197,12487,15102,14768,11377,2609,227,10,60286,2299,5666,16838,20498,22477,17270,4687,380,15,90131,2109,11857,34698,33723,30745,24309,6588,505,15,144548,2297,2787,4150,3382,2560,1843,701,118,8,17845
SOSR511,30,50,96,113,78,62,24,4,4,454,1290,1351,3211,3750,3844,2691,588,42,3,16784,22,50,107,75,92,88,51,16,0,503,25,133,492,619,567,361,54,0,0,2245,147,291,681,835,726,464,88,3,0,3240,12,41,132,153,168,162,21,5,0,688,151,372,843,867,765,638,160,11,0,3809,29,46,111,141,165,105,25,3,0,620,592,404,696,660,614,489,94,9,0,3553,913,265,367,319,243,135,39,0,0,2283,25,82,192,251,327,364,107,12,0,1357,33,28,60,39,33,16,13,0,0,213,4,20,89,103,128,68,17,3,0,440,16,25,87,88,96,77,28,0,3,423,21,65,255,306,258,173,90,7,0,1179,22,62,144,196,205,176,57,3,0,872,22,93,289,377,449,347,79,6,0,1660,51,92,424,677,878,642,151,5,0,2928,129,398,1047,1222,1211,966,231,10,0,5207,59,39,77,56,47,36,11,0,0,328
