SOSR_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SOSR301,0,0,0,7,85,297,1071,1633,239,228,152,208,138,118,95,4274,0,0,5,25,43,206,918,516,117,123,146,96,49,33,27,2304,11,44,248,525,637,683,1389,958,173,194,265,233,144,79,88,5671,63,278,267,305,1910,3004,13372,8427,2453,2738,2698,3805,1307,218,765,41600,11,128,596,221,128,507,143,51,10,9,10,6,7,4,42,1860,32,116,128,62,98,113,400,250,62,61,57,92,64,21,37,1596,16,43,192,519,2347,2347,2710,1108,191,190,209,227,110,54,198,10454,985,1144,797,623,1055,731,1485,602,133,122,138,205,106,52,219,8384,107,578,683,226,125,80,76,109,14,15,13,14,3,7,130,2183,17,68,163,476,1650,2128,1669,1206,353,300,373,513,398,145,200,9670,89,95,485,593,1039,2031,18293,11633,2634,2894,3869,4586,1606,365,819,51059,55,177,157,227,465,834,1348,650,167,186,210,258,180,23,89,5024,4,16,9,60,342,365,1519,2428
SOSR302,0,0,0,0,12,32,56,37,3,0,6,3,0,0,0,156,0,0,5,3,10,37,152,71,5,20,26,45,10,0,4,392,3,24,145,291,343,403,801,588,115,157,170,193,125,37,45,3457,26,58,64,67,492,727,2782,2073,623,619,670,775,293,27,181,9474,14,140,398,128,65,192,59,18,6,0,3,5,4,0,36,1070,45,128,148,72,80,63,104,70,11,11,22,18,4,9,38,825,9,31,64,125,291,243,349,135,19,31,25,24,22,10,44,1426,423,960,508,355,647,411,655,277,68,66,70,90,38,21,121,4709,17,173,256,85,35,31,25,43,0,7,4,3,0,5,32,712,16,19,47,134,282,344,314,291,86,80,94,110,97,48,47,2002,66,44,154,150,171,333,2668,2068,585,590,794,882,314,69,184,9070,20,67,50,92,143,244,352,236,68,65,61,69,36,10,42,1544,0,0,14,39,134,101,300,341
SOSR303,0,0,0,3,0,9,22,86,16,19,3,8,0,12,9,188,0,0,0,4,7,10,73,61,7,11,19,18,13,0,0,232,0,14,66,118,110,131,253,180,34,33,46,62,35,9,20,1105,11,20,17,25,117,118,607,386,97,123,120,156,57,5,22,1873,0,22,89,14,8,17,7,6,3,0,0,0,0,0,8,183,6,8,18,14,5,10,62,42,5,8,13,35,0,0,4,231,4,12,38,39,102,111,196,96,15,18,20,21,8,0,21,704,150,293,220,153,257,175,367,128,17,32,35,57,14,3,44,1954,6,44,67,26,13,9,6,13,4,0,0,6,0,0,5,209,11,9,26,38,84,62,84,86,19,7,28,27,26,0,4,503,11,14,59,52,80,136,1641,1265,327,335,410,577,283,56,112,5369,6,26,28,36,35,76,166,119,39,31,37,56,25,4,12,692,0,0,6,18,38,19,51,63
SOSR311,0,0,0,0,0,0,18,11,3,0,7,0,4,0,0,44,0,0,0,0,0,13,94,36,5,10,17,11,3,4,0,201,5,11,32,46,42,42,92,57,14,26,5,22,16,8,3,429,5,9,4,9,27,49,233,165,41,85,110,131,35,3,24,929,0,16,31,9,14,6,5,3,0,0,0,0,0,0,5,87,0,4,11,0,6,4,13,0,0,3,7,32,7,5,4,102,0,5,11,24,52,50,119,66,9,15,14,23,10,0,12,415,89,207,153,89,104,50,91,28,10,11,10,16,6,0,29,886,0,9,18,8,0,0,0,4,0,0,0,0,0,0,6,47,0,3,7,7,13,17,21,23,4,5,3,10,4,0,3,130,10,3,24,15,13,42,565,461,116,130,123,187,67,46,40,1829,5,18,6,7,16,26,37,36,11,3,11,15,16,0,7,223,0,0,0,0,4,6,15,34
SOSR312,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,13,0,0,0,0,0,3,10,10,5,6,6,4,0,0,0,42,0,10,7,21,22,14,49,25,3,7,5,9,3,0,5,184,3,10,4,4,12,13,50,34,4,10,10,13,9,0,4,176,0,3,22,12,5,3,0,3,0,0,3,0,0,0,0,48,0,3,8,0,0,0,0,12,0,3,0,3,0,3,0,40,0,0,4,15,15,21,32,27,3,4,0,5,0,0,7,134,56,102,60,55,54,20,30,18,3,8,0,0,5,0,16,414,0,13,12,3,0,0,0,9,0,0,0,0,0,0,0,43,5,0,6,4,9,3,5,14,0,0,0,0,0,0,0,55,4,0,14,5,10,20,198,147,33,30,37,35,20,10,8,586,3,11,13,7,6,10,26,16,10,0,7,3,0,0,5,107,0,0,3,0,5,3,4,12
SOSR313,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,17,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,23,3,0,13,38,27,26,41,60,12,19,17,6,13,7,6,287,0,3,0,4,17,21,75,56,15,17,26,58,6,6,0,303,0,5,23,9,5,0,0,4,0,0,0,0,0,0,4,50,0,0,4,3,0,0,3,4,4,0,0,4,7,0,5,42,0,0,5,10,32,53,88,56,9,5,17,27,15,0,7,325,45,117,75,42,56,35,52,24,7,3,18,12,12,3,9,502,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,6,11,9,21,15,0,3,0,6,0,0,3,73,6,3,15,3,8,14,279,221,49,55,55,45,22,18,11,806,0,9,4,4,8,17,25,24,7,6,12,16,15,0,7,147,0,0,0,0,5,0,6,10
SOSR314,0,0,0,0,0,3,10,10,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,19,0,7,0,6,3,0,0,59,0,4,25,37,42,31,41,52,7,4,11,7,7,0,3,267,6,8,6,0,8,13,90,75,16,50,71,150,31,13,16,556,0,16,29,6,0,9,4,0,0,0,0,0,0,0,0,66,0,3,9,4,0,0,10,12,0,9,4,0,0,3,0,45,0,0,5,18,35,25,38,23,5,10,16,11,5,0,5,210,61,122,69,70,99,34,73,32,4,9,9,17,5,0,19,614,4,19,25,8,4,0,3,0,0,0,0,0,0,0,4,69,0,0,5,6,14,13,10,22,3,3,12,12,9,0,4,118,5,0,18,22,19,31,388,295,101,83,123,202,79,19,33,1426,3,15,9,7,12,20,39,25,9,25,31,34,6,0,10,247,0,0,6,0,4,3,12,10
SOSR315,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,24,0,7,23,66,63,56,94,47,6,8,6,16,0,8,16,422,0,9,7,0,17,22,74,55,16,19,25,55,6,5,19,342,4,14,32,20,4,9,0,0,0,0,0,0,0,0,3,90,4,5,14,4,6,4,5,0,0,0,0,0,0,0,5,44,3,6,9,27,54,46,55,33,3,13,0,8,4,0,15,283,95,237,148,95,157,73,129,76,9,9,6,14,7,3,29,1101,4,14,12,3,3,4,0,0,0,0,0,0,0,0,5,42,0,4,15,14,7,11,18,14,0,5,3,4,5,0,3,108,7,14,37,17,23,18,197,157,44,37,39,58,16,9,33,712,6,20,18,10,12,22,35,31,9,0,18,45,17,4,6,257,0,0,0,4,6,5,5,24
SOSR321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,18,31,22,22,32,23,5,0,5,3,0,0,3,171,0,5,4,0,3,4,25,13,0,8,0,5,4,0,8,88,3,5,11,11,0,3,0,0,0,4,0,0,0,0,0,33,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,7,3,10,14,21,33,9,0,5,0,4,7,0,3,115,32,96,69,44,76,38,61,18,8,0,7,5,4,0,14,463,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,8,5,5,7,3,0,0,0,0,0,0,0,24,0,4,18,10,11,12,47,36,8,14,32,11,6,0,4,211,4,10,12,3,4,8,24,8,0,0,3,0,5,0,0,87,0,0,0,0,0,0,3,0
SOSR322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,18,11,10,8,14,0,3,0,4,0,0,4,72,0,0,0,0,3,0,14,11,3,0,4,0,3,0,0,37,0,5,7,3,3,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,3,12,0,8,7,0,0,0,0,0,3,0,40,27,52,30,22,28,7,20,21,0,0,0,5,0,0,8,211,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,10,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,10,0,4,9,3,3,0,17,13,4,0,7,6,0,0,4,72,0,5,0,0,0,3,4,4,0,0,0,3,6,0,5,34,0,0,0,0,0,0,0,0
SOSR331,0,0,0,3,0,4,3,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,18,0,26,85,134,92,136,195,118,14,8,21,26,17,9,19,892,5,11,23,4,33,33,111,83,28,25,33,32,18,0,16,461,5,26,81,26,5,15,9,3,0,0,0,0,0,0,5,167,6,13,10,7,3,0,5,0,3,0,0,0,0,0,0,56,4,15,25,43,73,69,66,31,13,3,8,15,4,0,19,387,145,324,267,182,381,187,257,122,13,25,14,43,22,0,52,2047,3,21,22,6,7,4,0,0,0,0,0,0,0,0,6,74,0,0,25,17,20,25,28,12,3,5,8,6,6,6,10,175,11,15,48,35,56,58,253,115,20,20,24,41,14,3,22,739,9,41,29,23,27,33,50,39,9,13,23,34,20,0,19,379,0,0,3,4,14,6,10,14
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,0,0,0,0,32,357,2451,2859,407,393,379,556,150,156,111,7853,0,0,4,3,13,58,677,685,101,152,196,135,96,12,22,2152,3,21,122,218,276,248,447,252,52,63,67,95,63,29,27,2000,23,125,117,240,838,1155,7467,5836,1717,1904,1691,2335,685,78,364,24579,33,339,770,275,131,576,209,26,7,9,3,4,3,0,56,2445,33,205,122,48,97,98,321,236,52,84,59,110,55,6,33,1563,7,19,38,78,233,197,284,94,20,28,34,26,13,3,21,1095,1160,2056,942,456,502,320,559,269,24,52,44,70,43,7,192,6703,90,2484,3143,649,227,114,117,220,28,19,3,26,10,3,241,7369,13,15,64,155,504,531,687,579,228,242,239,318,307,66,84,4039,72,73,380,353,371,829,13079,8420,2624,2942,4630,5639,2281,226,523,42439,9,70,44,86,145,237,447,367,106,95,130,129,75,6,39,1988,0,3,10,27,388,509,1048,1766
SOSR412,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,18,0,0,14,15,12,21,33,19,3,0,0,3,5,0,6,128,0,4,8,0,3,17,67,36,12,14,23,23,3,0,3,207,0,13,48,6,0,0,0,0,0,0,0,0,0,0,5,78,3,0,0,0,3,0,13,5,0,0,4,11,0,0,0,41,0,0,0,0,4,9,12,10,0,0,0,3,0,0,0,35,60,166,82,37,33,17,31,7,0,0,0,5,5,0,22,459,0,31,32,3,4,7,3,0,0,0,0,0,0,0,10,86,0,0,0,5,3,5,0,7,3,3,8,0,0,0,0,41,5,0,8,11,9,10,175,134,27,37,77,48,19,12,10,579,0,6,0,3,3,9,12,14,0,5,3,0,0,0,3,67,0,0,0,0,0,10,14,17
SOSR413,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,14,0,0,0,0,0,0,11,8,0,3,7,0,3,0,0,30,0,4,6,18,19,12,23,7,0,5,6,4,4,0,8,109,0,4,4,3,5,9,100,104,27,18,25,18,0,3,10,327,0,27,28,22,4,3,0,3,0,0,0,0,0,0,3,90,0,3,6,0,0,0,3,0,0,8,0,5,0,0,0,26,0,0,0,0,0,4,11,12,0,3,0,0,0,0,0,40,79,170,74,41,51,21,34,11,3,0,4,8,7,0,9,515,3,19,9,4,3,0,4,4,0,0,0,0,0,0,0,53,0,0,0,3,8,5,11,8,0,0,0,0,0,0,7,33,6,7,19,9,16,17,135,92,18,46,61,47,23,4,12,516,0,4,3,3,0,8,9,8,0,0,0,7,0,0,0,56,0,0,0,0,3,3,0,3
SOSR414,0,0,0,0,0,11,43,74,10,15,0,10,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,10,0,4,7,0,3,0,0,0,43,0,4,0,0,0,0,9,20,15,32,16,12,0,0,4,115,0,5,4,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,11,26,82,29,9,17,11,21,5,0,0,0,0,0,0,5,206,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,6,0,0,4,0,0,15,3,0,3,4,3,4,22,7,0,3,5,7,0,0,4,67,0,0,0,0,3,0,4,8,0,0,8,3,0,0,0,33,0,0,0,0,0,0,0,0
SOSR415,0,0,0,0,0,3,29,68,10,5,0,9,4,0,0,128,0,0,0,0,0,0,0,10,0,3,5,0,0,0,0,17,0,6,3,19,15,15,27,6,0,7,0,0,0,0,0,100,0,0,0,4,9,6,60,43,17,14,20,24,3,3,4,206,5,21,50,9,0,5,0,0,0,0,0,0,0,0,4,93,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,3,9,4,10,6,0,4,0,5,0,0,0,48,95,190,87,48,48,34,38,12,6,0,5,5,0,0,23,590,5,78,136,22,10,5,0,0,0,0,0,5,0,0,17,282,0,0,4,0,5,6,3,13,5,0,0,5,3,0,0,52,3,0,9,8,20,30,227,155,34,42,59,98,33,6,18,750,0,10,3,6,0,0,19,11,5,0,3,21,19,0,3,110,0,0,0,0,0,3,3,0
SOSR421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,3,3,0,3,3,0,4,0,0,4,0,0,0,4,27,0,0,0,0,0,3,4,6,0,6,3,10,0,0,0,38,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,20,52,29,11,9,4,7,6,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,6,7,3,3,8,16,3,6,3,12,0,0,0,78,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,7
SOSR422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,17,0,3,8,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,37,18,10,11,3,0,6,0,3,0,0,0,0,8,103,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,12,15,4,4,4,3,3,0,0,50,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0
SOSR431,0,0,0,0,0,3,10,19,0,3,0,0,0,0,6,43,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,10,27,29,25,39,16,0,8,7,9,4,0,7,189,0,8,8,5,10,12,45,22,14,9,5,25,0,0,6,172,0,20,33,9,0,8,0,0,0,0,0,0,0,0,0,82,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,21,0,4,6,3,14,8,9,9,0,0,0,6,0,0,0,68,67,202,94,63,97,32,51,36,0,3,0,5,6,0,17,674,3,98,130,30,21,5,5,3,0,0,0,0,0,0,31,315,0,0,3,3,10,4,0,14,0,0,0,8,0,0,0,46,4,11,21,30,31,47,111,47,12,19,22,36,7,0,11,426,0,11,0,5,4,11,18,12,5,0,3,15,4,0,10,101,0,0,0,0,5,3,15,9
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,0,0,0,17,157,632,1837,1533,190,201,160,283,142,115,109,5377,0,6,17,88,72,151,1022,725,96,102,120,126,85,6,29,2647,6,43,280,551,587,704,1266,787,137,145,143,179,109,42,63,5035,32,35,74,221,1372,2201,10098,6205,1284,1289,1144,1790,628,76,505,26953,80,506,1255,432,282,880,412,117,12,17,5,10,7,0,138,4152,82,150,243,137,175,208,485,497,77,74,60,53,32,8,59,2341,7,23,40,90,207,125,208,173,15,19,34,30,5,10,27,1011,929,908,730,644,1298,755,1610,816,108,117,136,172,86,30,155,8487,108,523,648,230,100,47,70,140,9,18,5,18,4,6,55,1982,15,28,149,469,1020,997,1287,953,217,195,232,267,198,55,112,6184,352,264,2201,1939,1875,2658,18780,13955,2911,2382,3499,4199,1446,287,921,57670,43,129,100,280,1110,2814,3784,1841,404,431,453,555,557,62,258,12815,5,4,11,61,677,681,1486,2119
SOSR511,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,7,21,0,6,9,0,0,0,0,44,0,0,7,13,10,26,23,18,3,0,8,0,0,0,3,116,0,0,0,0,0,7,71,55,10,15,19,20,0,0,0,202,0,9,10,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,27,0,0,0,5,5,3,7,4,0,0,0,0,0,0,0,21,49,33,29,18,39,9,40,7,0,4,4,4,0,0,9,246,0,5,3,3,0,0,0,6,0,5,0,0,0,0,0,24,0,0,3,0,3,5,5,12,3,3,3,3,10,0,0,50,13,0,18,11,11,18,184,197,29,29,33,39,14,4,12,621,3,0,0,0,5,16,45,31,11,5,8,3,0,0,3,134,0,0,0,0,3,0,4,26
SOSR512,0,0,0,0,0,0,14,39,4,0,0,9,0,0,3,81,0,0,0,0,0,0,13,3,0,0,4,0,0,0,0,30,0,0,16,25,23,31,62,26,14,9,5,10,7,0,8,234,0,0,3,0,12,13,92,84,10,18,11,28,13,8,16,318,4,6,14,5,10,4,5,0,0,0,0,0,0,0,5,54,0,4,0,4,4,6,4,5,0,0,3,0,0,9,0,41,0,0,0,7,18,10,40,29,3,7,12,7,0,11,3,145,79,64,41,27,44,36,82,39,11,7,6,9,0,0,11,454,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,5,3,6,5,19,0,0,0,0,0,0,7,59,10,9,45,24,15,28,256,247,29,33,49,52,23,9,17,843,4,3,4,3,19,23,71,54,19,15,18,12,13,0,4,255,0,0,0,0,11,0,4,23
SOSR513,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,9,5,9,0,0,5,0,0,34,0,0,6,14,11,11,53,16,6,7,0,6,3,0,0,144,0,3,0,3,4,6,52,26,12,13,26,74,20,5,10,252,0,8,15,4,5,6,5,0,0,0,0,0,0,0,0,45,0,0,0,0,0,5,0,5,6,0,0,0,3,0,3,33,0,0,0,5,5,11,21,9,0,6,0,5,0,7,0,69,26,37,15,23,31,30,73,32,3,4,7,17,9,3,4,309,0,0,5,5,0,6,7,10,0,0,0,0,0,0,0,26,0,0,8,6,0,12,19,4,0,0,0,4,0,0,0,62,4,3,19,18,10,20,232,139,46,51,34,55,17,8,6,653,5,6,0,0,10,15,63,48,12,11,9,26,15,5,4,220,0,0,0,0,8,0,4,8
SOSR514,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,10,5,12,18,16,4,0,0,0,0,0,4,83,0,0,0,0,6,0,13,12,0,0,0,0,4,0,4,43,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,45,30,14,12,27,15,32,19,3,0,3,5,0,0,7,218,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,8,0,0,17,4,9,3,30,38,6,4,4,5,0,0,3,124,0,6,0,0,0,4,9,11,8,8,0,0,11,0,4,62,0,0,0,0,0,0,0,4
SOSR515,0,0,0,0,0,6,35,48,9,8,3,26,4,5,8,146,0,0,0,0,0,3,6,8,0,0,0,0,0,0,3,24,0,0,7,20,23,14,43,23,7,0,5,8,0,0,3,171,3,0,0,3,5,13,41,23,8,10,18,66,10,3,6,197,0,6,19,3,4,4,0,4,0,0,0,0,0,0,0,48,0,4,0,0,0,0,0,3,0,0,3,3,0,0,0,14,0,0,0,4,10,5,5,8,0,0,0,4,12,13,0,77,63,55,39,40,65,20,65,43,11,6,3,10,10,0,17,439,0,9,9,9,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,6,6,3,9,9,0,0,0,3,0,0,0,38,13,3,31,17,10,17,101,68,18,10,26,24,19,0,13,369,3,5,0,0,11,20,46,42,8,14,6,5,12,5,6,191,0,0,0,0,3,0,5,8
SOSR521,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,10,6,0,4,3,0,0,0,0,55,0,0,0,0,0,0,14,7,0,0,3,7,0,0,9,43,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,4,0,0,0,3,0,34,24,33,16,10,28,13,27,8,5,0,0,3,0,0,4,176,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4,18,4,0,18,6,8,0,23,35,9,3,8,9,8,0,4,136,0,8,6,0,6,9,10,10,9,0,3,3,0,0,0,60,0,0,0,0,0,0,0,4
