UCL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
UCL115055,9,45,0,54,253,9,0,312,6,35,0,38,259,5,0,305,0,6,0,12,228,20,0,256,0,0,0,0,88,0,0,92,289,131,18,436,1294,76,0,1807
UCL115056,17,56,0,71,393,43,0,512,3,51,0,59,462,45,0,573,0,12,0,12,276,39,0,327,0,0,0,0,102,35,0,129,342,186,18,552,1897,290,7,2747
UCL115057,9,61,5,71,400,31,0,505,6,39,0,45,540,35,0,624,0,6,0,6,281,25,0,309,0,0,0,0,110,23,0,133,322,165,20,508,1954,237,3,2702
UCL115058,4,26,0,33,231,22,0,285,0,35,0,36,308,30,0,370,0,12,0,16,235,31,0,278,0,0,0,0,77,32,0,109,137,89,7,231,1122,122,4,1480
UCL115059,6,31,0,34,221,31,0,285,0,27,0,25,250,32,0,302,0,0,0,0,189,29,0,215,0,0,0,0,92,8,0,102,203,81,10,296,1089,198,6,1590
UCL115060,6,25,0,32,138,9,0,180,3,20,0,22,85,14,0,121,0,3,0,3,50,0,0,53,0,0,0,0,13,0,0,13,473,99,20,590,1501,339,0,2430
UCL115061,9,20,0,29,102,10,0,135,3,9,0,17,149,9,0,171,0,4,0,4,107,28,0,139,0,0,0,0,78,44,0,126,146,53,14,214,708,97,0,1019
UCL115062,7,20,0,24,145,3,0,169,0,17,0,22,105,3,0,125,0,0,0,0,60,0,0,62,0,0,0,0,10,0,0,10,236,64,4,311,700,35,3,1040
UCL115063,12,12,0,23,128,3,0,152,0,13,0,13,98,0,0,113,0,0,0,0,54,3,0,56,0,0,0,0,13,0,0,13,261,39,8,309,600,18,0,922
UCL115064,29,113,0,147,469,11,4,631,0,108,0,112,444,16,0,570,0,11,0,13,329,26,0,364,0,0,0,0,166,9,0,180,726,293,37,1059,2519,142,0,3711
UCL115065,10,49,0,61,241,37,0,337,6,34,0,33,234,42,0,317,0,13,0,13,190,36,0,244,0,0,0,0,86,12,0,96,281,155,14,450,1278,289,3,2022
UCL115066,12,39,0,53,266,10,0,332,0,21,0,21,157,6,0,185,0,5,0,5,54,0,0,59,0,0,0,0,10,0,0,10,533,110,16,661,1206,75,0,1942
UCL115067,9,38,4,48,323,8,0,381,0,29,0,31,370,17,0,422,4,7,0,8,251,22,0,286,0,0,0,0,134,16,0,145,259,106,15,380,1609,130,0,2126
UCL115068,6,20,0,25,171,5,0,201,0,18,0,18,235,14,0,266,3,0,0,3,141,23,0,169,0,0,0,0,30,9,0,33,128,65,3,199,826,61,0,1085
UCL115069,15,30,0,46,233,17,0,291,0,48,0,50,282,30,0,362,0,11,0,11,219,21,0,248,0,0,0,0,111,9,0,116,206,117,15,348,1271,119,0,1732
UCL115070,16,43,0,61,227,5,0,292,5,15,0,19,202,15,0,235,0,0,0,0,97,15,0,113,0,0,0,0,16,3,0,18,685,134,26,850,1498,87,5,2432
UCL115071,10,33,0,44,212,34,0,282,0,34,0,35,203,25,0,262,0,7,0,7,118,17,0,145,0,0,0,0,57,0,0,61,318,130,11,462,1058,178,0,1704
UCL115072,6,27,0,38,255,3,0,298,3,28,0,30,329,3,0,364,0,3,0,3,124,0,0,131,0,0,0,0,15,0,0,12,256,98,10,370,1095,33,0,1498
UCL115073,6,43,0,49,208,32,0,291,3,39,0,40,215,27,0,277,0,8,0,8,137,18,0,163,0,0,0,0,63,8,0,69,247,127,11,387,1099,207,8,1699
UCL115074,13,29,0,42,217,35,0,294,5,20,0,20,190,35,0,247,0,0,0,0,135,36,0,170,0,0,0,0,46,23,0,70,232,81,9,331,1047,301,4,1678
UCL115075,8,25,0,30,133,8,0,168,0,28,0,29,247,0,0,274,0,5,0,5,203,6,0,215,0,0,0,0,42,6,0,41,98,62,3,165,796,19,0,981
UCL115076,5,31,0,39,204,19,0,256,4,29,0,27,250,30,0,312,0,4,0,4,173,26,0,200,0,0,0,0,51,3,0,57,220,93,9,322,1049,124,0,1501
UCL115077,10,37,0,44,539,22,0,608,5,33,3,39,873,24,0,936,0,0,0,0,431,23,0,459,0,0,0,0,106,12,0,117,231,110,24,362,2425,128,0,2919
UCL115078,3,32,0,39,260,15,0,317,7,37,0,41,250,15,0,299,0,3,0,3,184,19,0,208,0,0,0,0,81,6,0,84,134,91,0,228,1013,100,3,1345
UCL115079,13,45,0,64,273,41,0,379,0,33,0,33,218,28,0,279,0,6,0,5,171,32,0,209,0,0,0,0,65,13,0,77,234,125,4,366,1261,241,0,1869
UCL115080,9,25,0,39,196,8,0,238,0,14,0,21,144,3,0,168,0,4,0,3,77,5,0,90,0,0,0,0,10,0,0,8,469,101,25,584,1067,39,0,1699
UCL115081,7,13,0,20,126,24,0,166,4,8,0,10,89,15,0,110,0,3,0,3,49,4,0,59,0,5,0,5,35,0,0,43,163,42,3,211,724,141,18,1101
UCL115082,8,12,0,22,151,17,0,191,5,16,0,19,186,27,0,229,0,0,0,0,115,20,0,135,0,0,0,0,47,0,0,52,119,42,6,165,777,114,0,1052
UCL115083,11,52,0,63,277,19,0,358,0,44,0,44,378,12,0,440,0,5,0,5,206,13,0,226,0,0,0,0,83,7,0,91,359,135,16,521,1535,118,12,2184
UCL115084,7,33,0,36,325,28,0,387,3,23,0,27,495,17,0,538,0,8,0,11,288,21,0,310,0,0,0,0,58,11,0,71,148,80,4,234,1422,109,0,1763
UCL115085,5,31,0,38,139,3,0,179,0,41,0,36,122,17,0,181,0,4,0,4,85,7,0,100,0,0,0,0,21,6,0,31,208,87,9,302,636,51,0,996
UCL115086,24,25,0,45,316,13,0,371,0,29,0,29,166,9,0,203,0,6,0,6,75,0,0,81,0,0,0,0,14,0,0,14,393,140,28,554,2405,177,28,3169
UCL115087,4,28,0,29,104,14,0,153,0,23,0,23,94,5,0,123,0,3,0,0,42,4,0,50,0,0,0,0,25,3,0,24,236,95,13,344,587,81,0,1012
UCL115088,11,46,0,51,138,3,0,194,4,26,0,26,210,8,0,242,0,7,0,7,128,6,0,132,0,0,0,0,47,3,0,51,231,105,9,343,828,42,0,1217
UCL115089,16,87,0,104,403,95,0,601,6,54,0,56,376,56,0,494,0,10,0,5,240,43,0,288,0,0,0,0,93,7,0,97,571,219,24,812,2254,1100,31,4197
UCL115090,9,22,0,26,151,11,0,191,0,9,0,11,177,16,0,200,0,3,0,3,136,17,0,160,0,0,0,0,42,5,0,40,113,51,5,167,755,104,3,1032
UCL115091,0,23,0,23,160,26,0,215,0,21,0,21,231,22,0,274,0,3,0,3,127,18,0,155,0,0,0,0,17,0,0,18,160,77,10,245,838,128,0,1209
UCL115092,10,17,0,30,144,6,0,178,0,15,0,20,174,6,0,201,0,0,0,0,126,13,0,137,0,0,0,0,70,5,0,74,315,69,13,397,974,84,0,1458
UCL115093,12,24,0,39,142,0,0,180,0,12,0,12,160,0,0,176,0,9,0,9,69,5,0,78,0,0,0,0,44,0,0,47,179,59,4,237,702,9,0,954
UCL115094,13,45,0,61,297,28,0,386,5,23,0,27,382,33,0,435,0,7,0,10,242,42,0,293,0,0,0,0,93,52,0,147,322,128,18,472,1582,264,3,2317
UCL115095,9,23,0,35,99,27,0,155,0,5,0,5,110,7,0,124,0,3,0,3,68,12,0,81,0,0,0,0,37,4,0,38,155,56,8,222,587,129,4,935
UCL115096,21,68,0,93,491,16,0,597,5,59,0,69,687,18,3,775,0,20,0,20,392,20,0,433,0,3,0,3,75,3,0,80,563,198,17,781,2467,99,6,3353
UCL115097,7,44,0,54,392,27,0,475,5,46,0,52,416,15,0,484,0,8,0,8,215,11,0,234,0,0,0,0,36,7,0,43,337,132,18,483,1603,135,3,2228
UCL115098,11,20,0,29,160,70,0,261,3,12,0,15,170,40,0,229,0,0,0,0,117,43,0,163,0,0,0,0,30,6,0,33,155,69,9,233,797,314,7,1345
UCL115099,14,49,0,62,342,22,0,423,3,35,0,39,348,23,0,408,0,13,0,15,262,23,0,300,0,0,0,0,130,24,0,158,404,166,28,596,1720,177,9,2502
UCL115100,9,59,0,69,318,20,0,407,5,26,0,30,379,27,0,433,0,3,0,3,318,30,0,358,0,3,0,3,177,27,0,204,282,153,13,444,1708,177,3,2338
UCL115101,20,31,0,54,345,26,4,425,4,55,3,61,396,17,0,475,0,4,0,4,212,18,0,232,0,3,0,3,47,11,0,56,287,133,17,431,1497,133,4,2071
UCL115102,4,38,0,44,196,20,0,263,0,14,0,19,268,21,0,304,0,0,0,3,185,15,0,204,0,0,0,0,62,7,0,66,238,89,8,334,1167,145,0,1650
UCL115103,3,4,0,11,90,15,0,122,0,14,0,14,117,18,0,153,0,0,0,0,82,6,0,88,0,0,0,0,46,0,0,53,140,31,3,181,568,83,0,835
UCL115104,4,36,0,37,170,14,0,218,0,34,0,35,226,18,0,276,0,11,0,11,136,9,0,154,0,0,0,0,124,9,0,137,195,94,12,295,925,70,0,1292
UCL115105,10,32,0,40,147,19,0,208,0,19,0,19,148,20,0,186,0,6,0,6,129,16,0,147,0,0,0,0,68,15,0,79,227,98,13,338,847,116,0,1300
UCL115106,11,23,0,36,365,44,0,447,10,43,3,47,324,31,0,404,0,6,0,6,227,26,0,261,0,0,0,0,89,28,0,117,324,126,19,468,1646,260,4,2372
UCL115107,45,44,0,91,361,35,0,484,9,58,0,69,326,31,0,419,0,15,0,15,166,7,0,195,0,0,0,0,60,4,0,69,580,181,44,801,1857,255,0,2923
UCL115108,11,36,3,44,175,9,0,235,5,23,0,27,117,9,0,153,0,0,0,0,40,0,0,41,0,0,0,0,8,0,0,4,469,110,12,592,952,65,0,1607
UCL115109,25,32,0,56,452,33,0,544,3,63,0,72,694,39,0,802,0,11,0,14,349,36,0,394,0,0,0,0,119,7,0,125,359,149,17,527,2291,195,0,3012
UCL115110,21,62,0,83,387,34,0,503,3,40,0,47,372,33,0,456,0,14,0,14,283,29,0,327,0,0,0,0,151,8,0,158,492,182,27,705,2079,288,14,3082
UCL115111,9,59,0,67,328,40,0,440,0,56,0,58,308,36,0,405,0,17,0,17,220,55,0,287,0,0,0,0,78,29,0,110,406,203,34,642,1699,407,4,2758
UCL115112,10,33,0,43,143,4,0,191,0,9,0,9,90,3,0,106,0,0,0,0,32,0,0,35,0,0,0,0,0,0,0,5,538,95,18,653,928,66,0,1643
UCL115113,6,28,0,33,161,12,0,210,0,23,0,25,144,12,0,179,0,3,0,6,126,22,0,155,0,0,0,0,49,15,0,65,286,82,3,372,1005,93,5,1475
UCL115114,10,52,0,58,236,23,0,322,3,27,0,31,278,35,0,346,0,8,0,8,177,20,0,197,0,0,0,0,76,4,0,80,336,128,14,480,1368,229,0,2083
UCL115115,23,67,0,93,541,51,0,685,11,62,0,75,479,48,0,605,0,11,0,11,220,18,0,246,0,0,0,0,69,12,0,71,736,271,39,1048,2596,349,8,4000
UCL115116,13,92,0,103,457,28,0,595,8,62,0,63,647,47,0,757,5,3,0,6,388,44,0,436,0,0,0,0,193,16,0,210,666,229,35,931,2502,232,0,3667
UCL115117,0,24,0,24,133,14,0,168,5,19,0,21,291,23,0,333,0,3,0,3,298,33,0,339,0,0,0,0,106,15,0,123,153,77,7,236,1105,135,0,1481
UCL115118,5,22,0,32,234,15,0,280,6,30,0,34,225,12,0,267,0,5,0,5,136,14,0,155,0,0,0,0,91,7,0,95,204,76,10,297,1024,76,0,1399
UCL115119,20,65,0,81,372,8,0,465,0,49,0,49,302,18,0,369,0,4,0,4,163,11,0,174,0,0,0,0,43,4,0,52,720,184,20,925,1964,128,6,3016
UCL115120,6,56,0,62,307,10,0,378,0,40,0,40,231,3,0,271,4,6,0,6,126,0,0,136,0,0,0,0,26,0,0,26,735,139,17,890,1569,47,0,2508
UCL115121,4,36,0,44,212,11,0,268,3,27,0,35,233,16,0,280,0,8,0,8,140,17,0,157,0,0,0,0,43,3,0,47,219,117,8,350,1048,121,0,1515
UCL115122,5,36,0,40,274,35,0,347,0,33,0,36,271,44,0,346,0,6,0,6,205,37,0,248,0,0,0,0,87,27,0,111,327,125,15,463,1392,287,0,2137
UCL115123,11,11,0,25,150,13,0,183,4,17,0,23,172,11,0,209,4,0,0,4,70,3,0,81,0,0,0,0,17,0,0,17,250,57,3,316,797,48,0,1164
UCL115124,11,74,4,91,467,24,4,586,5,70,0,70,408,11,0,493,0,10,0,10,150,5,0,162,0,0,0,0,49,0,0,51,820,231,45,1099,2203,186,15,3505
UCL115125,3,49,0,57,393,36,0,490,5,50,0,55,545,30,0,627,4,16,0,13,350,43,0,412,0,0,0,0,117,13,0,127,416,155,15,586,2019,177,0,2791
UCL115126,6,22,0,29,137,0,0,165,0,26,0,25,148,6,0,173,0,4,0,4,86,3,0,92,0,0,0,0,18,0,0,16,140,68,9,218,624,22,0,870
UCL115127,10,22,0,34,193,15,0,240,0,21,0,22,183,9,0,212,0,0,0,0,95,6,0,104,0,0,0,0,16,0,0,13,186,60,7,252,768,76,0,1097
UCL115128,20,34,0,53,238,15,0,300,0,32,0,29,175,7,0,213,0,11,0,11,69,0,0,77,0,0,0,0,22,0,0,21,434,107,22,564,1072,110,0,1742
UCL115129,20,37,0,61,210,5,0,276,0,49,0,44,137,6,0,190,0,0,0,0,79,4,0,84,0,0,0,0,18,32,0,49,313,104,9,424,909,80,4,1404
UCL115130,13,76,0,93,523,29,0,649,0,33,0,36,754,42,0,831,0,6,0,6,473,64,4,541,0,0,0,0,168,57,0,225,322,159,10,485,2506,253,8,3254
UCL115131,23,73,0,97,502,23,0,622,0,48,0,52,556,24,0,631,0,21,0,21,328,15,0,363,0,0,0,0,106,12,0,118,570,218,26,813,2460,175,3,3454
UCL115132,9,41,0,50,240,5,0,297,0,44,0,45,242,10,0,298,0,9,0,11,131,9,0,153,0,0,0,0,49,7,0,57,196,115,9,321,991,55,4,1366
UCL115133,8,44,0,56,330,9,0,391,0,43,0,46,814,22,0,886,0,7,0,7,644,23,0,674,0,0,0,0,166,9,0,178,153,123,10,285,2258,84,0,2626
UCL115134,14,73,0,92,453,29,0,575,6,50,0,57,493,25,0,583,4,11,0,15,369,20,0,402,0,0,0,4,182,15,0,200,491,235,20,749,2434,170,3,3355
UCL115135,17,21,0,38,357,26,0,419,8,30,0,42,535,42,0,608,0,3,0,3,304,30,0,345,0,0,0,0,124,13,0,139,312,95,12,418,1897,205,3,2527
UCL115136,8,31,0,37,174,4,0,212,0,22,0,24,138,4,0,165,0,0,0,3,62,5,0,69,0,0,0,0,17,0,0,18,504,86,10,599,985,51,0,1638
UCL115137,13,61,0,73,369,14,0,456,6,35,0,37,374,15,0,435,0,10,0,10,216,32,0,253,0,0,0,0,73,44,0,118,753,178,11,945,2130,191,0,3264
UCL115138,5,17,0,24,118,9,0,153,0,17,0,19,132,0,0,149,0,5,0,4,51,4,0,60,0,0,0,0,9,0,0,8,469,98,25,595,882,66,0,1546
UCL115139,9,53,0,57,267,25,0,352,4,32,0,35,461,52,0,550,0,9,0,9,254,52,0,308,0,0,0,0,88,23,0,107,277,119,23,415,1483,234,0,2133
UCL115140,4,22,0,28,167,10,0,204,0,26,0,26,245,29,0,304,0,4,0,4,83,7,0,99,0,0,0,0,28,0,0,28,146,67,10,222,766,78,4,1072
UCL115141,8,29,0,32,170,10,0,216,0,17,0,13,161,15,0,191,4,12,0,10,105,13,0,128,0,0,0,0,51,9,0,65,193,83,14,286,872,116,0,1274
UCL115142,7,42,0,53,405,28,0,484,3,37,0,44,547,33,0,624,3,4,0,4,277,21,3,307,0,0,0,0,72,5,0,79,172,104,7,280,1708,122,3,2117
UCL115143,8,51,0,60,272,20,0,344,6,33,3,34,286,26,0,347,0,4,0,3,159,14,0,178,0,0,0,0,46,13,0,59,357,132,25,513,1296,116,0,1924
UCL115144,11,45,6,65,395,33,0,492,4,50,0,57,501,53,0,618,3,14,0,19,299,26,0,344,0,0,0,5,98,6,0,111,320,152,25,497,1781,218,0,2495
UCL115145,3,24,0,31,197,10,0,234,0,32,0,32,257,23,0,307,0,3,0,3,150,18,0,173,0,0,0,0,22,3,0,26,169,85,8,261,929,80,0,1266
UCL115146,16,45,0,61,408,11,0,479,0,70,0,76,397,22,0,494,0,10,0,10,230,12,0,259,0,0,0,0,82,14,0,95,343,153,17,517,1743,98,0,2357
UCL115147,3,17,0,24,105,0,0,127,0,33,0,33,126,9,0,166,0,5,0,5,37,0,0,43,0,0,0,0,7,0,0,7,246,66,11,322,511,25,0,857
UCL115148,10,17,0,27,137,7,0,177,0,28,0,28,193,13,0,229,0,0,0,0,176,25,0,198,0,0,0,0,60,7,0,67,151,63,12,225,823,101,0,1145
UCL115149,0,4,0,5,105,88,0,200,0,3,0,8,60,65,0,136,0,3,0,3,26,25,0,49,0,0,0,0,3,12,0,13,106,25,0,135,436,503,9,1079
UCL115150,3,16,0,18,127,0,0,147,0,11,0,11,119,4,0,138,0,0,0,0,47,4,0,51,0,0,0,0,9,0,0,9,179,39,3,222,587,50,0,858
UCL115151,4,32,0,35,222,13,0,273,0,15,0,18,205,12,0,234,0,0,0,0,92,3,0,97,0,0,0,0,28,0,0,28,334,93,16,444,1114,74,0,1626
UCL115152,6,28,0,25,132,12,0,170,0,17,0,17,143,10,0,174,0,0,0,0,118,16,0,132,0,0,0,0,50,3,0,53,109,66,4,182,671,74,0,925
UCL115153,4,18,0,26,154,23,0,209,3,30,0,27,144,31,0,199,0,4,0,11,108,33,0,147,0,0,0,0,44,33,0,77,138,71,0,211,776,211,7,1202
UCL115154,5,26,0,29,171,23,0,224,0,17,0,18,121,12,0,152,0,6,0,6,89,13,0,109,0,0,0,0,35,4,0,35,217,60,10,286,786,177,6,1247
UCL115155,19,79,0,97,488,51,0,630,4,51,0,56,431,41,0,535,0,8,0,11,297,42,0,346,0,6,0,6,131,26,0,156,501,244,20,765,2422,490,12,3684
UCL115156,4,25,0,34,181,24,0,241,0,11,0,11,233,37,0,280,0,0,0,0,129,19,0,146,0,0,0,0,56,8,0,64,108,56,3,169,858,167,0,1192
UCL115157,3,24,0,27,156,12,0,195,3,20,0,23,178,12,0,216,0,4,0,4,126,11,0,140,0,0,0,0,41,5,0,48,154,75,5,231,783,103,0,1121
UCL115158,16,55,0,73,260,27,0,364,0,38,0,39,248,27,0,320,0,11,0,11,210,29,0,248,0,0,0,0,113,24,0,136,425,190,29,641,1500,239,7,2380
UCL115159,10,25,0,37,189,4,0,233,3,11,0,17,130,4,0,150,0,0,0,0,60,0,0,66,0,0,0,0,27,0,0,25,370,57,3,425,959,50,0,1437
UCL115160,11,36,0,44,189,3,0,237,4,29,0,36,116,7,0,155,0,5,0,5,41,0,0,48,0,0,0,0,7,0,0,7,826,104,20,945,999,65,0,2013
UCL115161,14,88,0,100,522,49,0,671,5,50,0,52,524,36,0,620,0,14,0,14,350,40,0,404,0,0,0,0,120,30,0,156,660,242,39,942,2455,282,0,3687
UCL115162,13,53,0,66,271,3,0,342,0,44,0,51,268,3,0,322,0,6,0,9,195,14,0,217,0,0,0,0,49,7,0,54,529,160,17,716,1581,72,0,2375
UCL115163,6,39,0,46,200,7,0,253,0,20,0,20,161,7,0,181,0,5,0,5,123,5,0,136,0,0,0,0,113,3,0,115,297,113,16,425,1124,49,0,1605
UCL115164,9,12,0,23,134,8,0,156,0,18,0,18,201,17,0,232,0,3,0,5,168,17,0,192,0,0,0,0,40,0,0,42,146,46,8,203,885,65,0,1152
UCL115165,3,17,0,20,96,9,0,125,0,15,0,14,75,8,0,98,0,3,0,3,55,8,0,69,0,0,0,0,16,0,0,16,182,54,4,248,562,73,0,884
UCL121001,10,19,0,23,115,3,0,141,0,17,0,17,107,9,0,128,0,0,0,0,65,3,0,71,0,0,0,0,19,0,0,22,108,50,6,164,511,41,0,714
UCL121002,0,5,0,5,65,11,0,80,0,6,0,9,63,18,0,87,0,0,0,0,51,11,0,63,0,0,0,0,27,5,0,31,62,21,5,94,297,83,4,480
UCL121003,3,21,0,25,122,3,0,159,0,14,0,18,123,0,0,145,0,7,0,7,53,6,0,65,0,0,0,0,9,0,0,9,91,54,4,147,436,36,4,617
UCL121004,3,18,0,23,77,3,0,108,0,9,0,9,80,6,0,96,0,0,0,0,36,6,0,49,0,0,0,0,17,0,0,17,165,55,12,229,426,34,0,691
UCL121005,7,13,0,18,56,3,0,80,0,12,0,12,48,7,0,64,0,0,0,0,21,0,0,25,0,0,0,0,0,0,0,0,94,34,3,133,293,28,0,444
UCL121006,0,14,0,13,104,10,0,134,0,18,0,17,93,17,0,125,0,0,0,0,58,6,0,69,0,0,0,0,10,0,0,15,83,42,0,124,365,61,0,546
UCL121007,6,8,0,12,117,6,0,142,0,10,0,10,133,14,0,162,0,6,0,6,95,18,0,119,0,0,0,0,35,31,0,68,90,39,4,133,586,106,0,819
UCL121008,0,4,0,6,46,22,0,69,0,0,0,0,47,19,0,63,0,0,0,0,17,9,0,23,0,0,0,0,0,3,0,7,24,15,3,41,246,151,0,442
UCL121009,5,9,0,13,81,27,0,116,0,8,0,8,77,21,0,108,0,0,0,0,68,8,0,79,0,0,0,0,30,14,0,46,127,37,0,166,482,159,0,807
UCL121010,5,13,0,20,111,6,0,132,0,9,0,9,117,16,0,147,0,0,0,0,48,7,0,57,0,0,0,0,9,0,0,9,117,31,3,151,426,49,6,630
UCL121011,11,6,0,21,84,21,0,132,0,9,0,9,102,8,0,122,0,4,0,4,44,8,0,56,0,0,0,0,17,0,0,24,120,53,3,169,491,106,0,765
UCL121012,8,29,0,32,138,4,0,177,0,20,0,20,80,0,0,106,0,0,0,0,33,0,0,33,0,0,0,0,9,0,0,9,125,72,4,195,510,6,0,719
UCL121013,0,13,0,13,91,14,0,120,0,8,0,8,36,14,0,57,0,0,0,0,27,3,0,29,0,0,0,0,12,4,0,15,77,34,9,116,379,111,0,607
UCL121014,5,15,0,16,68,9,0,97,0,9,0,9,63,9,0,79,0,0,0,0,34,4,0,40,0,0,0,0,7,0,0,8,71,29,5,106,287,53,0,445
UCL121015,12,11,0,21,125,0,0,150,0,0,0,4,70,3,0,76,0,3,0,3,44,3,0,47,0,0,0,0,9,0,0,11,120,24,5,147,465,20,0,633
UCL121016,5,17,0,17,76,3,0,106,0,8,0,12,50,5,0,60,0,0,0,0,21,0,0,23,0,0,0,0,6,0,0,11,83,32,0,118,296,38,0,451
UCL121017,3,19,0,20,90,3,0,116,3,7,0,9,44,5,0,57,0,3,0,3,22,5,0,21,0,0,0,0,0,0,0,0,208,52,9,269,333,19,0,618
UCL121018,0,24,0,28,92,3,0,124,0,15,0,15,87,0,0,98,0,0,0,0,54,3,0,57,0,0,0,0,0,0,0,0,159,64,9,227,422,26,0,676
UCL121019,5,14,0,15,76,0,0,90,3,20,0,26,73,0,0,100,0,3,0,3,32,0,0,39,0,0,0,0,8,0,0,8,126,48,3,177,340,3,0,524
UCL121020,4,8,0,15,64,3,0,80,0,12,0,12,44,0,0,58,0,0,0,0,17,0,0,21,0,0,0,0,0,0,0,3,104,30,6,136,290,24,0,448
UCL121021,4,0,0,8,62,4,0,77,0,7,0,7,62,11,0,86,0,0,0,0,32,0,0,42,0,0,0,0,30,3,0,33,66,24,3,95,327,65,0,496
UCL121022,5,7,0,14,97,0,0,114,0,8,0,8,86,9,0,102,0,0,0,0,80,14,0,96,0,0,0,0,31,7,0,35,59,24,0,83,474,62,0,611
UCL121023,4,6,0,11,128,12,0,152,0,3,0,3,151,13,0,165,0,0,0,0,41,6,0,44,0,0,0,0,10,4,0,16,34,21,3,56,441,38,0,538
UCL121024,0,12,0,13,50,0,0,66,0,4,0,8,50,8,0,63,0,0,0,0,35,3,0,42,0,0,0,0,15,0,0,15,92,23,10,126,251,30,0,408
UCL121025,12,0,0,12,69,0,0,84,7,3,0,10,52,0,0,61,0,0,0,0,32,0,0,31,0,0,0,0,5,0,0,5,112,11,6,128,331,3,0,464
UCL121026,6,27,4,35,171,15,0,222,0,16,0,16,197,4,0,218,0,0,0,0,82,9,0,90,0,0,0,0,18,0,0,18,125,65,8,196,673,70,0,945
UCL121027,0,17,0,21,73,0,0,98,0,5,0,5,52,0,0,54,0,0,0,0,18,0,0,20,0,0,0,0,12,0,0,9,100,46,5,155,304,29,0,483
UCL121028,0,7,0,12,163,6,0,176,0,22,0,22,138,3,0,164,0,0,0,0,54,3,0,63,0,0,0,0,6,0,0,10,101,34,5,140,544,33,0,721
UCL121029,7,13,0,14,68,7,0,87,5,4,0,6,54,0,0,59,0,0,0,0,34,0,0,38,0,0,0,0,3,0,0,5,91,21,4,119,310,27,0,459
UCL121030,0,9,0,11,122,14,0,148,0,4,0,4,97,13,0,114,0,0,0,0,44,7,0,49,0,0,0,0,10,5,0,10,102,34,10,134,503,99,5,746
UCL121031,5,19,0,25,165,9,0,203,0,18,0,23,151,3,0,176,0,5,0,5,47,0,0,49,0,0,0,0,15,5,0,17,133,61,10,205,574,43,0,818
UCL121032,0,20,0,18,79,3,0,106,0,3,0,3,113,12,0,126,0,0,0,0,75,16,0,96,0,0,0,0,31,8,0,39,74,30,0,105,457,71,0,635
UCL121033,3,6,0,6,44,3,0,57,0,6,0,10,30,6,0,45,0,0,0,0,24,0,0,21,0,0,0,0,0,0,0,0,105,15,0,120,206,42,0,376
UCL121034,13,10,0,24,87,9,0,121,0,15,0,15,62,3,0,85,0,6,0,6,19,0,0,22,0,0,0,0,8,0,0,8,178,50,0,226,667,86,17,995
UCL121035,5,29,0,31,117,5,0,151,0,15,0,15,69,0,0,83,0,3,0,3,35,0,0,42,0,0,0,0,11,0,0,11,193,72,8,271,541,44,0,860
UCL121036,4,19,0,24,121,3,0,146,3,26,0,33,130,3,0,162,0,3,0,3,65,5,0,76,0,0,0,0,7,0,0,9,305,61,11,375,617,29,0,1030
UCL121037,6,13,0,21,92,3,0,123,0,24,0,24,122,5,0,152,0,0,0,0,49,4,0,56,0,0,0,0,9,0,0,9,112,57,7,174,480,24,3,675
UCL121038,3,10,5,16,70,12,0,101,0,7,0,7,74,12,0,93,0,0,0,0,48,8,0,58,0,0,0,0,23,5,0,26,57,31,5,97,318,72,0,495
UCL121039,11,16,0,24,71,9,0,108,0,10,0,15,53,10,0,80,0,0,0,0,22,9,0,32,0,0,0,0,11,3,0,12,127,41,3,172,360,73,4,618
UCL121040,5,14,0,24,46,0,0,72,0,10,0,10,42,3,0,49,0,0,0,0,13,0,0,20,0,0,0,0,0,0,0,0,91,42,0,137,245,18,0,400
UCL121041,0,15,0,17,58,7,0,86,3,4,0,9,80,10,0,96,0,0,0,0,65,3,0,65,0,0,0,0,17,0,0,17,64,32,6,104,351,31,0,492
UCL121042,3,14,0,16,92,0,0,111,0,9,3,12,82,9,0,97,0,3,0,3,52,5,0,59,0,0,0,0,20,0,0,21,62,39,3,104,384,22,0,509
