UCL_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
UCL115125,463,211,250,302,313,459,608,400,128,3131,0,0,3,0,0,0,4,4,0,14,16,14,5,16,17,28,13,8,5,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,16,5,18,21,29,13,8,5,128,16,16,5,18,16,29,23,6,5,139,0,0,0,0,0,0,0,0,0,0,478,222,257,323,333,490,627,412,127,3275
UCL115126,171,101,54,117,136,159,169,94,15,1010,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,5,0,0,0,19,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,5,8,0,0,26,3,9,3,0,3,5,8,0,0,28,0,0,0,0,0,0,0,0,0,0,172,110,53,117,135,165,173,92,16,1044
UCL115127,231,95,100,144,159,225,196,99,13,1253,0,0,0,0,0,0,0,0,0,5,14,4,3,8,7,15,13,0,0,72,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,7,8,7,15,18,3,0,80,14,11,7,7,10,16,14,3,0,88,0,0,0,0,0,0,0,0,0,0,242,104,103,152,167,240,212,104,13,1343
UCL115128,431,190,230,306,361,281,202,74,20,2099,0,0,0,0,0,0,0,0,0,5,12,6,0,10,11,10,0,0,0,51,0,0,0,0,0,0,12,4,0,15,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,10,14,11,21,12,0,0,83,12,6,10,12,11,21,11,0,0,87,0,0,0,0,0,0,0,0,0,0,441,198,239,322,372,300,213,77,21,2185
UCL115129,283,186,152,185,258,271,186,83,51,1646,0,0,0,0,0,0,0,0,0,0,4,5,10,4,8,6,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,4,8,6,5,0,0,46,4,5,6,4,8,6,5,0,0,46,0,0,4,0,0,0,0,0,0,4,287,186,162,194,266,276,190,84,49,1696
UCL115130,349,202,224,228,293,601,800,529,223,3449,0,0,0,6,0,3,0,0,0,10,18,22,11,19,11,35,30,4,0,150,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,11,17,11,42,27,7,0,153,18,24,11,23,12,45,29,10,0,168,0,0,0,0,0,0,0,4,0,8,367,223,239,246,303,649,831,541,225,3619
UCL115131,672,413,400,381,473,600,617,358,114,4031,0,0,0,0,0,0,3,0,0,9,10,9,13,3,13,17,12,0,5,81,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,20,3,13,16,9,0,5,95,17,10,20,6,15,19,16,3,5,100,0,0,0,0,0,0,0,0,0,3,685,426,414,388,488,622,631,363,118,4142
UCL115132,162,90,113,118,171,275,278,144,54,1405,3,0,0,0,0,0,0,0,0,3,17,14,4,11,14,17,10,3,0,90,4,0,0,0,3,0,0,4,0,15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,21,15,4,19,19,26,17,9,0,134,20,15,4,15,19,26,22,9,0,139,0,4,0,0,0,0,0,0,0,5,180,108,116,137,191,297,298,153,57,1545
UCL115133,154,100,81,134,147,380,862,663,181,2692,0,0,0,0,0,4,0,0,0,8,12,4,3,7,18,14,20,12,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,14,13,13,20,12,0,99,16,3,3,14,13,21,29,10,0,107,0,0,0,0,0,0,0,0,0,0,171,102,87,143,165,391,886,674,178,2803
UCL115134,672,383,377,325,394,520,544,391,192,3801,0,0,0,0,3,0,0,5,0,8,7,26,19,19,18,47,26,7,9,181,0,0,5,0,0,5,5,0,0,20,0,3,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,33,24,26,27,57,32,7,9,221,6,31,24,26,30,57,29,14,9,230,0,0,3,0,0,0,0,0,0,3,683,419,408,355,425,575,583,402,200,4037
UCL115135,416,233,204,212,248,373,553,333,132,2708,4,0,0,3,0,0,4,6,0,12,15,20,13,19,13,38,39,10,4,177,0,0,3,0,0,0,0,0,0,6,4,11,5,4,11,12,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,31,20,24,27,52,52,10,7,237,24,31,20,28,28,52,56,11,3,253,0,0,0,0,0,0,0,0,0,3,438,269,229,245,277,419,608,345,139,2962
UCL115136,515,267,288,328,279,212,163,72,13,2132,0,0,0,0,0,0,0,3,0,4,7,0,6,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,0,0,0,0,3,24,7,0,6,3,0,0,0,3,5,23,0,0,0,0,0,0,0,0,0,0,519,264,294,335,280,212,165,69,18,2159
UCL115137,825,482,609,446,425,453,430,247,115,4032,0,0,0,0,0,0,0,0,4,3,6,14,8,10,11,9,3,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,8,10,13,9,3,3,0,55,6,15,8,10,13,9,0,3,4,63,0,0,0,0,0,0,0,0,0,0,829,500,616,452,431,456,435,253,118,4098
UCL115138,548,253,383,285,232,151,154,57,8,2060,0,0,0,0,0,0,0,0,0,0,4,6,6,7,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,7,0,0,5,0,0,26,4,6,11,7,0,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,553,263,395,290,232,153,149,60,8,2092
UCL115139,352,164,172,207,229,323,509,287,108,2352,0,0,0,0,0,3,3,5,0,11,7,13,5,9,3,9,19,4,0,70,0,4,0,0,3,11,9,8,0,44,0,0,0,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,9,10,11,27,41,14,0,135,16,14,9,10,11,24,39,19,0,148,0,0,0,0,0,0,0,0,0,0,362,178,182,217,243,352,550,308,107,2495
UCL115140,179,73,99,116,129,177,269,86,28,1158,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,13,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,13,4,0,49,0,0,0,0,0,0,0,0,0,0,0,4,3,9,8,22,36,5,0,96,3,4,3,9,8,22,36,5,0,92,0,0,0,0,0,0,0,0,0,4,182,80,108,117,137,204,304,99,28,1258
UCL115141,253,143,144,152,191,190,177,126,51,1423,0,3,0,0,5,0,0,0,0,5,5,15,10,3,5,22,11,0,11,81,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,14,10,5,9,27,15,3,11,95,5,18,10,5,10,26,15,3,11,105,0,0,0,0,0,0,0,0,0,0,253,160,157,157,205,216,191,128,65,1525
UCL115142,186,108,116,129,206,443,583,304,71,2148,0,0,0,0,0,0,0,0,0,7,4,16,14,7,7,23,20,0,3,96,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,13,9,8,0,49,0,0,0,0,0,0,0,0,0,0,8,18,11,11,17,42,32,9,3,156,8,18,11,11,17,42,36,6,4,160,0,0,0,0,0,0,0,3,0,3,193,123,126,144,224,484,624,307,79,2308
UCL115143,426,213,232,246,279,334,337,178,52,2296,0,0,0,0,0,0,0,0,0,0,13,5,5,3,9,10,6,3,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,6,12,14,7,3,3,67,13,10,3,6,12,14,11,3,3,69,0,0,0,0,0,0,0,0,0,0,437,224,240,254,283,344,347,178,59,2362
UCL115144,378,170,197,215,292,436,497,293,104,2587,0,0,0,0,0,4,0,5,0,13,15,3,15,16,21,50,80,14,0,228,0,0,0,0,0,0,23,24,0,56,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,18,16,26,54,111,44,0,291,15,5,18,16,26,60,114,48,5,303,0,0,0,0,0,0,0,0,0,6,394,176,213,231,314,492,618,344,111,2891
UCL115145,196,92,119,129,144,229,286,160,26,1385,0,0,0,0,0,0,4,0,0,3,11,4,7,3,5,6,15,9,0,62,5,0,0,0,0,0,5,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,9,7,9,10,26,12,0,87,14,4,9,7,14,10,27,13,0,91,0,0,0,0,0,0,0,0,0,0,210,98,129,135,158,234,307,173,26,1482
UCL115146,314,185,185,240,317,438,464,240,90,2488,0,0,0,3,0,0,4,0,0,4,23,28,14,25,26,33,21,14,0,188,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,23,30,15,27,29,37,27,14,6,202,22,30,15,25,29,37,29,15,9,214,0,0,0,0,0,0,0,0,0,0,338,216,199,269,349,479,494,259,95,2699
UCL115147,257,71,156,171,112,117,162,44,7,1103,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,5,0,0,0,17,5,0,3,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,260,70,156,172,114,127,166,43,7,1123
UCL115148,194,110,115,99,131,166,222,196,64,1290,0,0,0,0,0,0,0,3,0,4,3,8,4,0,4,12,5,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,7,14,13,8,0,50,3,8,4,0,7,11,8,7,0,59,0,0,0,0,0,0,0,0,0,0,196,114,121,102,137,177,229,198,67,1348
UCL115149,300,138,212,143,145,171,119,39,12,1287,0,0,0,0,4,0,0,0,0,6,9,10,4,7,15,19,14,0,0,75,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,4,12,14,25,14,10,0,95,9,13,4,12,18,24,14,10,0,100,0,0,0,0,0,0,0,0,0,9,312,151,216,157,162,200,136,49,13,1389
UCL115150,206,120,110,146,131,143,135,52,9,1055,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,15,0,0,4,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,211,124,116,146,129,147,138,51,9,1070
UCL115151,446,219,248,219,249,264,223,96,28,2000,0,3,0,0,0,0,0,0,0,5,7,12,13,12,11,7,5,0,0,68,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,17,14,15,6,5,0,0,78,7,11,17,14,15,6,5,0,0,84,0,0,0,0,0,0,0,0,0,0,453,227,267,232,264,273,234,97,28,2088
UCL115152,177,72,108,82,114,163,169,129,47,1058,0,0,0,0,0,0,0,0,0,3,8,3,9,4,4,4,3,6,6,49,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,4,4,7,3,6,6,56,10,3,8,4,4,7,3,6,6,53,0,0,0,0,0,0,0,0,0,0,188,77,116,88,123,170,174,132,53,1113
UCL115153,218,119,125,98,138,184,191,140,74,1285,0,0,0,0,0,0,0,0,0,7,13,12,21,18,25,18,8,8,3,126,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,25,21,19,19,8,8,3,135,13,18,25,21,19,22,7,8,4,141,0,0,4,0,0,0,0,0,0,7,231,137,153,121,159,209,199,147,77,1435
UCL115154,353,172,193,165,140,218,139,100,36,1521,0,3,0,6,0,0,0,0,0,11,4,11,6,6,5,4,12,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,6,10,6,14,6,0,68,4,19,12,6,12,6,14,5,0,83,0,0,3,0,0,0,0,0,0,6,357,189,207,176,153,224,152,109,35,1609
UCL115155,918,465,546,390,460,596,516,332,149,4372,5,3,0,3,4,0,5,3,7,22,31,34,27,27,26,30,13,9,7,207,0,0,0,0,0,0,0,0,0,8,0,4,5,0,4,3,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,33,29,27,36,16,9,7,231,36,42,35,32,38,36,18,12,12,255,0,3,11,0,0,0,0,0,0,12,954,514,593,417,492,630,535,346,156,4642
UCL115156,160,98,98,81,129,220,258,143,61,1249,0,0,0,0,0,0,0,0,0,6,7,0,10,16,16,13,23,4,4,76,0,0,10,0,0,3,3,0,3,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,19,17,17,22,20,4,3,105,3,4,18,17,19,22,20,7,5,112,0,0,0,0,0,0,0,0,0,0,167,103,119,97,143,241,280,146,64,1358
UCL115157,209,122,117,114,145,187,208,139,50,1289,0,0,0,0,0,0,3,0,0,4,0,3,0,7,4,12,3,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,12,8,0,3,40,0,5,3,9,4,12,6,0,4,50,0,0,0,0,0,0,0,0,0,0,213,127,126,118,145,195,216,140,48,1336
UCL115158,500,268,300,296,234,311,294,242,128,2571,5,0,0,0,0,0,0,0,3,9,10,32,57,45,57,43,13,3,6,257,0,3,3,5,0,0,11,3,0,25,0,0,4,0,4,4,0,0,0,14,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,32,63,46,59,57,26,8,6,304,12,32,67,46,60,57,26,8,10,317,0,0,3,0,0,0,0,0,0,7,512,300,372,343,294,364,320,248,136,2894
UCL115159,361,210,234,229,272,230,150,68,25,1780,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,4,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,4,0,4,0,14,3,5,0,0,5,4,0,4,0,14,0,0,0,0,0,0,0,0,0,0,369,216,233,227,274,233,150,66,25,1798
