UCL_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL222049,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,6,..,0,0,0,0,5,10,5,0,28,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,8,10,12,15,18,29,13,4,130,..,0,7,15,18,20,34,14,3,107,..,0,5,3,9,3,3,0,0,28,..,0,0,0,0,0,0,0,0,10,23,..,..,..,..,..,..,..,..,23,..,11,..,..,..,..,..,..,..,11,..,8,0,0,0,6,0,0,0,6,..,0,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,8,..,0,0,3,0,10,18,3,0,42,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,28,19,20,19,34,36,63,27,5,254
UCL222050,..,0,0,0,0,0,0,0,0,0,..,0,7,0,0,0,0,0,0,9,..,0,3,0,8,8,3,7,4,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,3,25,22,27,43,29,19,7,213,..,0,11,28,27,60,59,30,5,212,..,0,10,3,9,3,0,0,0,28,..,0,0,0,3,5,6,0,0,10,58,..,..,..,..,..,..,..,..,58,..,10,..,..,..,..,..,..,..,10,..,6,0,8,0,0,0,0,0,19,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,7,0,4,0,3,0,0,13,..,0,5,4,8,19,16,9,4,68,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,57,21,48,44,50,85,77,42,9,429
UCL222051,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,8,11,9,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,11,16,15,25,48,39,18,0,189,..,0,15,17,28,45,52,27,8,192,..,3,14,7,3,14,11,0,0,53,..,0,6,0,0,4,0,0,5,14,36,..,..,..,..,..,..,..,..,36,..,10,..,..,..,..,..,..,..,10,..,16,4,0,4,0,0,0,0,24,..,0,0,0,0,0,0,0,0,8,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,4,0,3,5,17,26,10,0,70,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,36,33,40,35,46,77,92,43,13,412
UCL222052,..,0,3,0,0,0,0,0,0,4,..,0,0,0,4,0,0,0,0,6,..,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,33,20,27,26,28,26,22,6,8,197,..,0,14,19,27,36,31,5,4,137,..,5,18,12,12,0,3,0,0,47,..,0,0,7,7,5,4,0,4,29,73,..,..,..,..,..,..,..,..,73,..,12,..,..,..,..,..,..,..,12,..,19,9,8,0,0,0,0,0,41,..,0,0,0,0,3,0,0,0,3,..,0,6,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,13,..,0,5,5,6,5,9,3,3,36,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,73,37,51,53,61,46,52,14,8,396
UCL222053,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,4,3,0,0,7,..,0,0,0,0,6,13,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,20,24,19,40,32,9,6,193,..,0,9,25,12,40,30,16,6,139,..,9,13,0,5,5,11,4,0,44,..,0,5,7,6,6,0,0,0,25,58,..,..,..,..,..,..,..,..,58,..,10,..,..,..,..,..,..,..,10,..,12,11,3,0,3,0,0,0,33,..,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,4,3,10,8,6,5,0,39,..,0,4,6,13,9,19,4,3,53,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,57,39,47,45,49,77,61,26,10,417
UCL222054,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,4,4,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,4,16,17,26,15,16,5,137,..,0,12,28,19,29,30,16,3,130,..,0,5,8,5,3,0,0,0,18,..,0,0,0,3,0,0,0,0,0,54,..,..,..,..,..,..,..,..,54,..,9,..,..,..,..,..,..,..,9,..,4,0,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,4,..,0,0,0,4,8,7,6,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,19,12,32,30,42,39,22,3,259
UCL222055,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,6,6,6,3,34,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,22,7,13,20,30,39,29,19,10,186,..,0,7,12,17,43,26,24,0,135,..,3,7,11,10,4,3,0,0,33,..,0,0,5,4,6,0,0,5,20,44,..,..,..,..,..,..,..,..,44,..,7,..,..,..,..,..,..,..,7,..,6,10,3,3,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,0,4,0,0,0,0,0,0,9,..,0,0,0,12,21,15,17,9,68,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,44,22,31,34,51,73,58,40,14,367
UCL222056,..,0,0,0,0,0,0,0,0,0,..,9,4,0,0,0,0,0,0,14,..,0,4,0,5,0,0,0,0,3,3,3,9,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,12,17,8,3,3,0,0,0,57,..,0,3,6,0,6,0,0,0,16,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,9,18,0,0,0,0,0,0,27,..,0,10,5,5,7,0,0,0,23,3,11,18,8,3,3,0,0,0,42,0,0,0,3,0,0,0,0,0,0,13,18,46,21,15,11,4,0,0,132
UCL222057,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,4,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,16,26,20,16,12,4,0,139,..,0,12,36,17,19,14,0,0,101,..,0,14,4,8,7,0,0,0,40,..,0,0,5,3,0,0,0,0,3,64,..,..,..,..,..,..,..,..,64,..,11,..,..,..,..,..,..,..,11,..,11,4,0,0,0,0,0,0,12,..,0,0,0,0,4,5,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,0,5,0,6,..,0,0,4,11,7,10,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,20,26,51,41,46,29,11,0,286
UCL222058,..,0,0,0,0,0,0,0,0,0,..,4,7,3,0,0,0,0,0,9,..,0,0,0,0,4,0,0,0,5,3,4,6,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,6,14,8,13,0,0,0,0,55,..,0,0,0,8,0,0,0,0,16,..,0,5,0,5,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,18,5,0,0,0,0,0,26,..,0,4,3,5,4,0,0,0,16,3,4,10,3,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,10,18,35,14,21,8,0,0,0,107
UCL222059,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,0,5,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,18,9,19,13,8,9,0,98,..,0,11,7,12,15,10,9,0,62,..,5,6,5,7,9,6,0,0,37,..,0,0,0,4,0,0,0,0,12,38,..,..,..,..,..,..,..,..,38,..,7,..,..,..,..,..,..,..,7,..,9,0,4,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,5,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,25,18,25,32,23,13,3,195
UCL222060,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,3,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,9,6,19,14,7,8,84,..,0,9,9,13,22,13,11,0,78,..,0,0,0,0,0,0,0,0,10,..,0,0,0,4,0,0,0,0,4,29,..,..,..,..,..,..,..,..,29,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,10,0,7,13,8,7,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,19,15,21,33,21,14,4,182
UCL222061,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,9,11,22,15,10,8,0,104,..,0,7,16,27,20,15,5,0,87,..,0,3,0,5,0,0,0,0,12,..,0,0,0,8,0,0,0,0,15,33,..,..,..,..,..,..,..,..,33,..,7,..,..,..,..,..,..,..,7,..,19,11,5,0,0,0,0,0,26,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,18,26,37,24,20,11,3,207
UCL222062,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,5,7,7,8,10,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,15,15,26,25,35,16,17,11,178,..,0,10,18,15,39,18,18,0,116,..,4,12,13,16,10,0,0,0,60,..,0,0,3,5,5,0,3,0,12,31,..,..,..,..,..,..,..,..,31,..,8,..,..,..,..,..,..,..,8,..,9,6,0,0,0,0,0,0,12,..,0,4,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,..,0,3,3,9,26,12,11,11,75,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,31,20,35,40,46,80,40,29,13,333
UCL222063,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,4,0,3,3,6,4,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,17,20,19,21,43,41,16,3,215,..,0,14,24,26,53,50,18,6,188,..,0,7,8,0,8,7,0,0,32,..,0,4,6,4,5,6,0,0,20,53,..,..,..,..,..,..,..,..,53,..,18,..,..,..,..,..,..,..,18,..,12,6,3,0,0,0,0,0,23,..,0,0,0,0,0,3,4,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,13,..,0,9,4,5,9,17,9,4,51,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,53,34,36,43,35,80,85,32,10,411
UCL222064,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,4,6,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,15,14,21,18,14,4,4,131,..,0,10,13,28,20,15,7,0,93,..,0,7,4,6,4,3,0,0,18,..,0,0,0,0,0,3,0,0,6,50,..,..,..,..,..,..,..,..,50,..,26,..,..,..,..,..,..,..,26,..,8,4,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,4,3,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,35,27,20,31,32,22,6,7,235
UCL222065,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,7,12,5,15,13,14,0,0,87,..,0,5,7,16,18,22,0,0,67,..,0,4,0,4,3,0,0,0,19,..,0,0,3,4,0,0,0,0,11,36,..,..,..,..,..,..,..,..,36,..,6,..,..,..,..,..,..,..,6,..,3,6,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,0,0,0,0,7,..,3,0,0,4,9,7,0,0,29,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36,15,16,10,30,34,29,3,6,185
UCL222066,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,8,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,20,7,17,19,17,9,3,121,..,0,8,6,19,33,20,12,4,98,..,5,14,4,0,4,0,0,0,29,..,0,5,0,0,0,0,0,0,10,34,..,..,..,..,..,..,..,..,34,..,5,..,..,..,..,..,..,..,5,..,4,5,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,5,0,0,0,0,0,6,..,0,0,0,3,9,17,8,4,36,5,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,32,15,32,14,27,51,39,23,11,243
UCL222067,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,3,7,8,4,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,6,14,13,18,16,6,4,105,..,0,6,9,16,7,13,9,0,67,..,3,9,0,0,3,5,0,0,33,..,0,0,3,0,5,0,0,0,11,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,8,0,4,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,3,8,7,4,9,0,36,5,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,22,17,23,24,30,28,17,6,185
UCL222068,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,6,9,19,13,8,3,0,89,..,0,4,15,25,23,8,10,0,81,..,0,4,3,3,0,0,0,0,9,..,0,0,0,0,4,0,0,0,5,28,..,..,..,..,..,..,..,..,28,..,16,..,..,..,..,..,..,..,16,..,9,8,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,5,0,0,0,6,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,27,19,18,33,35,15,10,0,187
UCL222069,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,..,0,0,3,0,13,11,9,0,36,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,18,10,18,23,39,27,18,6,204,..,0,3,15,30,49,40,9,6,157,..,0,4,8,8,4,8,5,0,34,..,0,8,0,0,5,0,0,0,15,75,..,..,..,..,..,..,..,..,75,..,19,..,..,..,..,..,..,..,19,..,14,8,0,0,0,0,0,0,17,..,6,0,0,0,0,7,0,5,13,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,7,4,0,0,7,..,0,5,3,4,20,26,16,0,79,3,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,78,37,26,38,51,82,76,34,13,432
UCL222070,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,10,0,4,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,3,12,3,15,10,18,8,6,101,..,0,0,3,15,13,18,18,0,68,..,0,12,4,0,7,0,0,0,33,..,0,0,0,0,0,0,0,0,6,31,..,..,..,..,..,..,..,..,31,..,5,..,..,..,..,..,..,..,5,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,..,3,0,0,0,12,10,0,3,37,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,32,9,21,11,22,33,35,19,7,198
UCL222071,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,..,0,0,0,0,7,7,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,22,22,18,33,23,11,0,187,..,0,22,33,20,25,30,14,5,137,..,9,17,0,7,8,3,0,0,53,..,0,0,0,4,4,0,0,0,12,69,..,..,..,..,..,..,..,..,69,..,17,..,..,..,..,..,..,..,17,..,6,0,4,0,0,0,0,0,17,..,4,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,5,3,0,0,5,0,0,4,..,0,0,6,4,7,14,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,37,57,46,36,50,47,21,4,358
UCL222072,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,7,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,10,16,11,22,17,33,15,0,135,..,0,7,9,23,12,38,16,0,110,..,7,14,0,4,3,6,7,0,50,..,0,0,0,0,0,4,0,0,7,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,4,0,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,6,..,0,4,0,7,21,17,5,0,49,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,29,19,30,15,31,43,73,31,5,285
UCL222073,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,5,0,5,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,8,16,14,15,16,7,9,5,105,..,0,3,13,15,18,12,4,0,67,..,0,7,5,6,0,4,0,0,18,..,0,0,0,3,0,4,0,0,10,41,..,..,..,..,..,..,..,..,41,..,5,..,..,..,..,..,..,..,5,..,6,6,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,5,..,0,3,3,0,0,0,0,0,3,..,0,5,4,0,0,0,0,0,7,..,4,3,4,7,11,3,5,3,33,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,47,19,27,26,24,31,21,7,6,213
UCL222074,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,7,8,17,13,9,3,0,79,..,0,3,4,11,13,5,3,0,41,..,0,9,5,13,4,3,0,4,36,..,0,0,0,3,0,0,0,0,7,27,..,..,..,..,..,..,..,..,27,..,11,..,..,..,..,..,..,..,11,..,13,5,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,3,..,0,0,0,3,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,12,12,36,27,22,8,4,173
UCL222075,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,4,4,5,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,23,21,32,34,36,18,11,5,219,..,0,12,24,41,34,23,9,0,151,..,0,16,8,11,10,5,0,0,58,..,0,3,7,10,0,3,0,5,33,93,..,..,..,..,..,..,..,..,93,..,19,..,..,..,..,..,..,..,19,..,21,7,0,5,0,0,0,0,36,..,0,0,0,0,4,4,4,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,8,9,0,3,36,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,93,48,42,46,68,64,51,22,7,445
UCL222076,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,6,0,0,0,5,..,0,4,0,3,4,9,4,6,36,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,34,26,19,22,32,42,25,15,7,220,..,0,4,28,32,30,29,10,9,142,..,3,4,4,4,4,10,0,0,32,..,0,6,7,3,3,0,0,4,30,71,..,..,..,..,..,..,..,..,71,..,20,..,..,..,..,..,..,..,20,..,8,7,0,0,5,0,0,0,24,..,4,3,0,0,6,0,0,0,17,..,0,0,3,0,0,0,0,0,7,..,6,5,0,0,3,0,0,0,8,..,0,4,8,17,14,22,10,4,75,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,71,45,38,54,53,71,55,25,20,424
