UCL_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL515006,..,4,3,0,0,0,0,4,0,14,..,10,10,5,4,9,0,0,0,42,..,16,23,14,30,39,52,28,15,220,4,10,3,3,9,8,18,6,0,60,0,0,0,0,0,0,0,0,0,0,290,167,211,187,223,236,172,85,24,1603,..,5,114,168,174,219,149,80,11,918,..,45,121,77,95,65,37,9,0,446,..,8,33,33,55,27,18,8,6,190,609,..,..,..,..,..,..,..,..,609,..,60,..,..,..,..,..,..,..,60,..,107,31,24,19,8,0,0,0,188,..,33,5,4,12,20,10,11,3,104,..,12,3,6,0,7,3,3,0,34,..,26,28,12,15,19,8,0,0,107,..,24,48,42,70,103,123,53,21,495,13,17,9,5,16,17,33,16,6,121,0,4,0,0,0,0,0,0,0,3,619,337,396,364,457,481,383,182,55,3278
UCL515007,..,0,3,0,3,0,0,0,0,9,..,0,6,0,0,5,0,0,0,17,..,0,5,4,8,14,7,4,5,48,0,0,4,3,0,8,5,0,0,18,0,0,0,0,0,0,0,0,0,0,247,59,93,211,138,100,59,15,10,936,..,7,59,253,164,107,84,28,5,710,..,7,48,78,58,18,4,0,0,207,..,0,9,23,19,4,0,3,3,58,525,..,..,..,..,..,..,..,..,525,..,57,..,..,..,..,..,..,..,57,..,35,4,0,6,0,0,0,0,42,..,5,0,0,0,4,4,0,0,18,..,0,3,3,3,0,0,0,0,14,..,8,16,9,0,4,0,0,0,32,..,0,16,13,20,24,10,12,7,96,3,0,12,3,0,7,4,0,0,35,0,0,0,0,0,0,0,0,0,0,529,114,163,377,267,184,112,41,18,1795
UCL515008,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,11,0,4,0,18,0,0,3,0,7,4,10,4,0,27,0,0,0,0,0,0,0,0,0,0,150,33,63,102,95,55,24,13,0,537,..,0,46,155,151,76,18,4,0,447,..,7,41,28,22,16,4,0,0,124,..,4,5,6,3,3,0,3,0,19,323,..,..,..,..,..,..,..,..,323,..,36,..,..,..,..,..,..,..,36,..,27,9,0,4,0,0,0,0,41,..,4,3,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,4,9,3,0,0,0,0,0,11,..,4,14,7,10,20,0,3,0,56,0,3,4,0,8,8,16,8,0,45,0,0,0,0,0,0,0,0,0,0,322,87,118,203,197,129,49,16,0,1123
UCL515009,..,0,4,0,0,0,0,0,0,7,..,7,5,0,5,14,4,7,0,41,..,3,13,10,21,50,72,58,41,264,5,3,4,5,9,10,4,5,0,43,0,0,0,0,0,0,0,0,0,0,206,88,94,159,168,187,208,136,52,1312,..,0,42,143,141,147,193,144,23,840,..,9,57,53,43,47,38,8,3,258,..,0,11,42,45,19,3,8,4,133,421,..,..,..,..,..,..,..,..,421,..,101,..,..,..,..,..,..,..,101,..,44,13,7,12,7,0,0,0,74,..,0,0,8,0,6,5,3,3,26,..,8,5,3,3,0,0,0,0,21,..,9,9,0,13,23,12,4,0,66,..,5,24,25,44,83,117,83,51,432,11,4,8,8,11,19,16,6,4,80,0,0,0,0,0,0,0,0,0,0,427,180,165,278,310,341,391,262,90,2445
UCL515010,..,3,0,4,0,0,0,0,0,7,..,5,6,5,4,4,0,0,0,22,..,8,26,16,11,30,25,14,6,129,5,4,15,3,5,11,9,3,4,60,0,0,0,0,0,0,0,0,0,0,216,134,179,138,132,133,87,36,6,1057,..,7,79,86,86,116,74,25,3,475,..,55,91,57,51,36,15,9,0,306,..,9,37,28,22,14,13,4,0,119,437,..,..,..,..,..,..,..,..,437,..,30,..,..,..,..,..,..,..,30,..,75,31,14,3,6,0,0,0,130,..,31,21,22,16,10,14,3,0,121,..,10,7,4,0,6,3,0,0,23,..,5,8,8,8,9,4,0,0,41,..,16,49,36,44,56,61,15,4,281,14,13,20,12,14,17,18,7,4,117,0,0,0,0,0,0,0,0,0,0,454,250,336,259,253,268,189,57,17,2084
UCL515011,..,9,0,0,0,0,0,0,0,16,..,3,10,3,3,6,3,0,0,31,..,3,8,11,23,30,34,41,23,173,0,6,0,0,0,6,7,0,0,22,0,0,0,0,0,0,0,0,0,3,239,119,126,163,146,184,168,123,38,1300,..,5,61,159,151,194,204,131,29,937,..,25,70,59,36,31,26,4,0,251,..,3,14,32,29,13,8,7,3,117,479,..,..,..,..,..,..,..,..,479,..,87,..,..,..,..,..,..,..,87,..,72,22,10,11,5,4,0,0,128,..,5,4,3,0,8,9,9,3,44,..,18,10,0,3,3,0,0,0,33,..,10,8,3,7,11,8,0,0,52,..,8,16,28,38,53,58,58,27,291,10,15,8,3,9,6,4,0,0,49,0,0,0,0,0,0,0,0,0,4,487,254,221,301,290,332,312,218,63,2472
UCL515012,..,0,0,0,0,0,0,0,0,3,..,8,3,0,4,0,0,0,0,18,..,4,7,0,11,6,13,5,0,55,0,4,0,0,3,3,4,0,0,25,0,0,0,0,0,0,0,0,0,0,250,121,180,141,152,86,76,22,7,1031,..,3,140,157,180,108,81,30,3,699,..,25,119,62,33,12,13,0,0,273,..,0,19,24,25,15,6,3,0,89,537,..,..,..,..,..,..,..,..,537,..,91,..,..,..,..,..,..,..,91,..,66,12,5,5,0,0,0,0,80,..,15,3,0,4,4,3,0,0,36,..,0,0,0,0,5,0,0,0,3,..,11,12,0,10,0,5,0,0,33,..,13,22,7,30,22,19,11,8,117,0,9,3,4,9,9,5,0,0,52,0,0,0,0,0,0,0,0,0,0,539,240,325,267,284,173,131,41,15,2017
UCL515013,..,15,20,4,0,0,0,0,0,34,..,20,55,7,3,4,3,0,0,102,..,7,14,0,9,22,22,8,0,86,5,21,18,10,7,12,31,9,4,124,0,0,0,0,0,0,0,0,0,3,220,141,266,197,164,131,118,48,13,1299,..,0,101,205,181,144,102,43,5,781,..,38,129,87,64,40,20,6,0,391,..,0,4,16,22,11,4,3,0,65,453,..,..,..,..,..,..,..,..,453,..,60,..,..,..,..,..,..,..,60,..,64,10,3,9,4,0,0,0,85,..,8,6,0,0,5,0,5,3,31,..,32,30,7,0,0,0,0,0,69,..,33,98,27,15,14,8,0,0,197,..,11,30,23,35,57,58,27,4,236,6,34,45,21,16,29,46,22,6,230,0,0,6,0,0,0,0,0,0,7,463,279,465,396,344,303,235,105,22,2602
UCL515014,..,0,0,0,0,0,0,0,0,0,..,0,10,3,0,0,0,0,0,11,..,3,11,8,13,17,7,0,0,62,3,0,0,9,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,87,56,81,60,62,65,19,0,0,441,..,6,25,19,23,25,10,4,0,116,..,18,50,31,34,33,5,0,0,169,..,4,18,8,17,9,7,0,0,60,176,..,..,..,..,..,..,..,..,176,..,8,..,..,..,..,..,..,..,8,..,35,17,14,3,0,0,0,0,72,..,17,18,10,8,14,5,0,0,75,..,0,0,0,0,0,0,0,0,4,..,3,12,7,0,4,4,0,0,29,..,3,21,21,24,27,15,3,0,109,3,4,5,9,3,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,177,102,153,129,117,109,46,12,3,856
UCL515015,..,5,9,0,0,0,0,0,0,16,..,0,9,0,6,7,0,0,0,26,..,3,3,4,14,19,62,57,30,196,0,4,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,231,110,178,135,148,151,167,125,46,1294,..,7,143,172,155,159,172,126,30,963,..,19,76,41,32,34,12,7,0,218,..,12,19,22,32,15,7,5,8,121,459,..,..,..,..,..,..,..,..,459,..,73,..,..,..,..,..,..,..,73,..,82,35,22,14,13,0,0,0,162,..,11,17,8,7,6,17,3,0,67,..,7,40,5,4,0,0,0,0,57,..,5,18,12,14,9,3,0,0,56,..,7,13,23,46,45,80,73,43,333,3,11,3,6,4,0,0,3,5,36,0,3,3,0,4,0,0,0,0,9,468,232,368,301,312,279,289,222,78,2554
UCL515016,..,0,0,0,0,0,0,0,0,0,..,7,4,0,0,0,0,5,0,14,..,3,12,9,8,15,22,17,13,90,0,6,0,0,0,10,3,0,0,21,0,0,0,0,0,0,0,0,0,0,99,37,82,86,69,125,120,40,22,679,..,0,31,73,65,146,155,54,11,545,..,8,50,31,30,28,21,3,0,174,..,6,12,15,10,6,0,0,0,52,213,..,..,..,..,..,..,..,..,213,..,26,..,..,..,..,..,..,..,26,..,20,12,9,0,0,0,0,0,44,..,6,7,0,3,4,4,0,0,25,..,5,0,3,0,0,0,0,0,8,..,7,14,3,0,0,0,0,0,25,..,5,14,9,25,36,46,34,16,194,9,5,3,3,4,8,11,0,0,39,0,0,0,0,0,0,0,0,0,5,215,81,144,153,146,228,243,97,34,1341
UCL515017,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,0,0,7,23,15,10,4,62,4,0,0,4,0,4,6,5,0,26,0,0,0,0,0,0,0,0,0,0,74,33,42,52,65,101,85,41,10,490,..,0,14,42,59,98,101,54,12,382,..,13,42,30,20,38,15,0,0,163,..,0,5,3,5,3,7,6,0,29,134,..,..,..,..,..,..,..,..,134,..,16,..,..,..,..,..,..,..,16,..,18,8,4,11,0,0,0,0,42,..,0,3,0,0,0,5,3,0,17,..,6,3,0,0,0,0,0,0,11,..,4,0,0,0,0,4,0,0,14,..,0,3,3,34,53,42,16,8,161,5,4,0,8,7,10,15,6,0,57,0,0,0,0,0,0,0,0,0,0,136,70,85,97,141,203,179,88,26,1018
UCL515018,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,0,3,0,0,15,..,3,3,13,5,10,13,3,0,56,4,3,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,160,90,85,105,96,90,43,10,3,685,..,4,50,94,105,112,52,13,0,434,..,23,71,46,36,19,4,0,0,196,..,7,10,17,22,5,4,0,0,68,311,..,..,..,..,..,..,..,..,311,..,44,..,..,..,..,..,..,..,44,..,45,11,7,4,0,0,0,0,61,..,15,5,0,3,6,0,0,0,30,..,0,0,5,0,0,0,0,0,7,..,9,3,0,8,4,0,0,0,31,..,11,21,20,28,46,23,16,3,160,5,7,8,5,0,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,322,169,181,190,205,198,93,29,8,1393
UCL515019,..,5,0,0,0,0,0,0,0,14,..,0,8,0,5,3,3,0,0,23,..,17,20,12,22,28,29,31,21,186,0,6,5,4,3,5,6,0,0,31,0,0,0,0,0,0,0,0,0,0,304,205,206,181,183,195,169,93,44,1569,..,15,133,186,186,256,215,106,20,1121,..,67,90,54,41,26,12,7,0,298,..,14,36,30,37,14,18,0,4,147,630,..,..,..,..,..,..,..,..,630,..,110,..,..,..,..,..,..,..,110,..,109,39,26,10,4,0,0,0,181,..,36,24,6,5,13,10,10,8,116,..,12,7,4,3,0,0,0,0,29,..,9,49,24,21,16,10,5,0,126,..,38,45,33,63,74,56,48,30,391,8,14,18,8,12,6,10,0,0,70,0,0,4,0,0,0,0,0,0,6,635,415,437,365,374,415,333,179,70,3231
UCL515020,..,3,6,0,0,0,0,0,0,18,..,11,41,6,0,6,3,0,0,71,..,20,47,33,41,28,23,11,0,195,9,8,20,14,9,19,21,3,0,99,0,0,5,0,0,4,4,0,0,11,418,208,391,288,252,195,95,18,0,1872,..,10,134,197,189,174,65,19,0,783,..,68,228,130,82,50,20,0,0,579,..,14,58,56,58,19,5,5,0,214,855,..,..,..,..,..,..,..,..,855,..,76,..,..,..,..,..,..,..,76,..,115,35,17,10,0,0,0,0,178,..,46,37,12,23,27,9,6,3,167,..,3,16,4,7,6,0,0,0,37,..,27,72,17,13,20,5,0,0,154,..,26,82,46,71,60,48,16,0,355,17,22,40,22,17,35,41,9,0,194,0,3,8,0,0,3,4,0,0,17,870,397,707,501,465,380,210,47,8,3587
UCL515021,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,5,0,7,15,29,22,17,7,96,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,125,59,61,84,101,130,108,68,15,752,..,3,57,106,119,155,159,80,16,689,..,16,25,25,27,32,16,0,0,136,..,0,3,13,15,5,8,3,0,46,266,..,..,..,..,..,..,..,..,266,..,68,..,..,..,..,..,..,..,68,..,50,21,3,8,0,0,0,0,81,..,3,0,0,3,4,4,0,0,19,..,5,4,0,0,3,0,0,0,9,..,3,0,0,0,0,0,0,0,6,..,6,3,11,27,43,40,25,13,175,0,6,0,0,3,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,268,163,115,158,204,246,222,123,30,1522
UCL515022,..,6,0,6,0,0,0,0,0,7,..,5,3,0,3,5,9,4,0,29,..,16,21,20,30,70,64,55,28,297,9,10,7,3,9,7,4,6,0,46,0,0,0,0,0,0,0,0,0,0,346,209,229,216,227,266,217,130,39,1877,..,10,127,211,221,265,238,133,26,1230,..,81,155,66,60,55,20,6,0,447,..,10,28,48,43,24,15,8,3,178,722,..,..,..,..,..,..,..,..,722,..,129,..,..,..,..,..,..,..,129,..,113,39,18,10,5,4,0,0,184,..,30,7,0,3,15,13,4,0,70,..,10,8,7,4,0,0,0,0,30,..,19,5,5,5,17,13,9,0,71,..,36,76,41,77,125,118,95,31,597,16,18,15,16,14,11,12,3,0,96,0,0,0,0,0,0,0,0,0,4,735,448,465,410,438,515,421,260,67,3754
UCL515023,..,0,0,0,0,0,0,0,0,4,..,5,8,0,0,0,3,0,0,15,..,6,22,10,16,27,27,21,19,137,8,8,5,3,5,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,192,102,129,122,122,141,105,48,26,994,..,3,86,110,117,168,131,52,11,677,..,52,63,47,38,19,12,3,3,236,..,0,19,19,25,21,0,4,7,99,376,..,..,..,..,..,..,..,..,376,..,42,..,..,..,..,..,..,..,42,..,51,32,8,9,5,0,0,0,107,..,11,3,4,3,5,0,0,0,30,..,5,0,3,0,0,0,0,0,11,..,9,17,4,3,9,3,0,0,53,..,26,36,30,45,54,69,38,21,312,10,9,10,10,8,10,3,0,0,59,0,0,0,0,0,0,0,0,0,0,387,222,264,235,250,275,228,96,46,2004
UCL515024,..,4,0,0,0,0,0,0,0,4,..,10,3,0,0,3,0,0,0,14,..,3,11,12,5,11,20,24,10,90,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,134,64,87,79,73,82,78,44,16,652,..,0,26,54,66,106,86,40,8,393,..,26,45,32,27,16,8,0,0,157,..,3,14,14,20,9,6,0,6,72,264,..,..,..,..,..,..,..,..,264,..,29,..,..,..,..,..,..,..,29,..,27,16,0,3,0,0,0,0,56,..,12,3,3,5,0,5,3,0,41,..,6,5,0,0,0,0,0,0,9,..,11,12,3,6,3,0,0,0,34,..,12,24,22,22,29,40,39,17,200,6,5,8,0,5,5,4,0,0,32,0,0,0,0,0,0,0,0,0,0,260,129,160,136,143,181,154,87,25,1272
UCL515025,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,15,..,6,5,10,7,36,31,28,15,134,11,0,3,6,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,138,81,85,88,110,131,100,54,26,824,..,11,56,70,104,110,111,57,21,541,..,16,54,26,24,21,14,3,0,166,..,3,13,28,24,5,3,0,3,87,292,..,..,..,..,..,..,..,..,292,..,68,..,..,..,..,..,..,..,68,..,52,22,5,4,5,0,0,0,82,..,7,0,0,6,6,9,0,0,23,..,5,0,5,8,0,0,0,0,19,..,3,0,4,7,12,3,7,0,40,..,11,7,20,22,62,58,41,18,235,10,0,11,3,12,6,4,0,0,44,0,0,0,0,0,0,0,0,0,0,309,178,158,158,201,233,203,106,53,1601
UCL515026,..,3,0,0,0,0,0,0,0,5,..,4,0,0,0,0,0,0,0,7,..,5,9,3,6,12,3,4,4,49,4,6,0,0,4,3,5,0,0,24,0,0,0,0,0,0,0,0,0,0,259,138,202,127,132,118,67,27,10,1082,..,18,163,145,146,152,90,36,12,763,..,39,121,37,37,22,9,0,0,267,..,5,19,28,23,12,5,3,0,101,519,..,..,..,..,..,..,..,..,519,..,83,..,..,..,..,..,..,..,83,..,89,39,9,9,0,0,0,0,135,..,19,0,0,0,6,8,0,3,43,..,3,4,0,0,4,0,0,0,19,..,0,0,0,4,0,3,0,0,18,..,7,25,15,25,17,15,6,5,118,3,3,6,6,6,7,6,0,0,45,0,0,0,0,0,0,0,0,0,0,528,273,376,244,253,225,147,49,23,2122
UCL515027,..,8,0,0,0,0,0,0,0,9,..,7,9,4,12,5,0,0,0,31,..,11,22,15,41,50,62,66,37,302,7,8,7,3,8,9,3,0,0,39,0,0,0,0,0,0,0,0,0,0,296,173,190,199,200,227,182,111,47,1630,..,7,108,162,174,215,200,87,18,989,..,52,98,53,44,39,14,3,0,308,..,3,30,53,43,26,10,9,7,189,564,..,..,..,..,..,..,..,..,564,..,96,..,..,..,..,..,..,..,96,..,103,28,19,16,10,3,0,0,179,..,21,15,0,3,13,10,10,0,66,..,21,5,6,3,0,0,0,0,33,..,19,30,11,15,11,4,5,0,103,..,29,64,36,75,103,116,86,50,561,11,12,9,9,14,9,6,3,0,75,0,0,0,0,0,0,0,0,0,4,574,363,391,348,397,419,368,202,87,3153
UCL515028,..,5,8,0,0,0,0,0,0,10,..,9,15,6,3,4,0,0,0,35,..,17,37,22,23,21,3,3,0,116,4,14,3,5,5,7,13,0,0,45,0,0,0,0,0,0,0,0,0,5,484,185,356,316,194,115,31,11,0,1699,..,8,221,384,245,144,36,0,0,1032,..,84,270,123,64,45,3,0,0,593,..,3,18,39,32,9,0,0,0,97,989,..,..,..,..,..,..,..,..,989,..,87,..,..,..,..,..,..,..,87,..,81,22,0,0,0,0,0,0,101,..,21,13,0,4,11,3,4,0,57,..,6,14,3,0,0,0,0,0,27,..,17,38,11,8,13,6,0,0,84,..,29,79,58,76,56,20,6,0,322,5,20,15,4,12,10,21,8,0,99,0,0,0,0,0,0,0,0,0,3,993,369,685,620,441,287,84,14,0,3495
UCL515029,..,4,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,4,..,4,7,5,0,9,0,0,0,23,0,3,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,99,44,71,75,41,32,10,0,0,371,..,3,51,86,44,50,0,0,0,228,..,19,53,46,23,10,5,0,0,153,..,0,3,8,11,4,0,0,0,32,200,..,..,..,..,..,..,..,..,200,..,18,..,..,..,..,..,..,..,18,..,17,0,0,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,9,..,4,0,0,0,0,0,0,0,8,..,3,3,8,4,0,0,0,0,18,..,3,13,31,17,20,10,0,0,98,0,3,3,0,0,0,11,0,0,24,0,0,0,0,0,0,0,0,0,4,199,76,134,174,101,86,23,4,0,808
UCL515030,..,5,0,6,0,0,0,0,0,12,..,5,3,4,4,12,3,0,0,32,..,3,3,4,20,27,60,65,20,212,8,4,3,0,5,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,332,202,157,217,217,230,254,146,37,1792,..,11,107,171,225,264,278,155,34,1246,..,40,64,85,44,40,21,11,4,318,..,0,31,57,52,23,14,7,5,187,635,..,..,..,..,..,..,..,..,635,..,152,..,..,..,..,..,..,..,152,..,136,53,26,15,3,0,0,0,236,..,13,9,6,7,8,11,10,3,71,..,11,7,8,0,7,0,0,0,29,..,8,10,9,12,20,9,0,4,64,..,6,19,21,44,61,108,94,34,388,12,13,13,6,12,4,19,3,0,85,0,0,0,0,0,0,0,0,0,0,649,393,306,383,405,433,459,279,83,3398
UCL515031,..,4,0,0,0,0,0,0,0,0,..,3,0,0,0,3,3,0,0,16,..,4,0,5,14,41,66,50,19,202,3,8,3,0,3,4,3,10,0,46,0,0,0,0,0,0,0,0,0,0,189,87,91,135,153,214,233,137,31,1272,..,0,45,107,150,224,252,156,20,954,..,18,45,45,47,49,43,10,0,264,..,0,18,30,28,12,3,5,3,111,362,..,..,..,..,..,..,..,..,362,..,65,..,..,..,..,..,..,..,65,..,68,30,8,7,3,3,0,0,126,..,9,8,3,0,4,3,10,3,38,..,4,0,5,0,0,3,0,0,11,..,0,0,4,0,7,12,4,0,31,..,9,11,16,39,80,121,70,32,384,7,18,11,11,7,13,11,15,0,94,0,0,0,0,0,0,0,0,0,0,373,200,164,227,283,403,451,269,64,2436
UCL515032,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,3,..,0,4,4,3,5,9,3,0,30,3,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,131,86,76,95,105,98,54,19,8,669,..,7,67,117,157,129,69,19,6,577,..,3,36,29,35,24,9,0,4,130,..,0,6,4,6,3,6,0,0,43,299,..,..,..,..,..,..,..,..,299,..,83,..,..,..,..,..,..,..,83,..,72,21,5,5,3,0,0,0,108,..,4,0,0,0,0,6,3,0,19,..,10,0,0,0,0,0,0,0,11,..,0,5,0,5,5,0,0,0,7,..,0,7,8,11,14,18,9,0,63,8,0,3,0,0,6,0,6,0,24,0,0,0,0,0,0,0,0,0,0,309,179,148,168,225,181,107,36,11,1360
UCL515033,..,0,0,0,4,0,0,0,0,6,..,4,5,0,5,0,0,0,0,14,..,3,14,4,8,12,12,0,0,55,0,9,5,0,0,11,15,0,0,41,0,0,0,0,0,3,0,0,0,3,365,93,201,222,134,89,28,7,0,1135,..,3,170,305,197,86,10,4,0,781,..,44,118,104,33,26,0,0,0,330,..,0,4,17,6,8,0,0,0,48,757,..,..,..,..,..,..,..,..,757,..,68,..,..,..,..,..,..,..,68,..,43,3,4,0,0,0,0,0,56,..,8,0,6,4,10,0,6,0,30,..,4,0,0,3,0,0,0,0,12,..,4,10,6,6,3,0,0,0,26,..,9,40,34,27,31,19,5,0,164,3,7,10,13,11,19,23,4,0,84,0,0,0,0,0,3,0,0,0,3,759,190,362,483,295,190,60,10,0,2350
