UCL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
UCL101001,863109,572578,750942,712667,594413,506304,374958,212276,91978,4679221
UCL102001,6839,4367,6138,5312,5321,4581,2776,1423,573,37328
UCL102002,58861,36232,36202,38981,40960,41257,37580,24238,10135,324446
UCL102003,9998,5976,6125,7133,7706,8837,9313,6448,2880,64421
UCL102004,60022,43579,46785,43726,43012,41309,35640,21773,9523,345367
UCL102005,49999,36430,36685,34586,34845,34072,27513,17256,7347,278728
UCL111001,10101,6604,7249,6589,6327,6316,5565,3368,1369,53488
UCL111002,8935,5558,5741,6004,6351,6552,6454,4155,1824,51576
UCL111003,18979,10803,13015,11836,10670,9623,8039,4496,1529,88984
UCL112001,3746,3819,3080,2389,2152,2292,1806,1357,558,21205
UCL112002,6954,5188,5114,4371,4335,4037,3378,2060,946,36385
UCL112003,4711,2905,2713,3544,4280,4581,4504,2132,692,30072
UCL112004,3779,2144,1978,2368,2903,3040,3645,2869,1085,23815
UCL112005,4259,2779,3306,2904,2773,2707,2410,1365,644,23152
UCL112006,8388,4615,6590,4780,4186,4180,3320,2221,897,39176
UCL112007,1124,561,617,683,750,825,1041,661,205,6468
UCL112008,2465,1626,1477,1688,2085,3047,4106,2886,1341,20722
UCL112009,4388,2872,3521,2864,2863,2946,2586,1635,717,24394
UCL112010,4025,2456,3392,2757,2592,2383,1708,1113,598,21014
UCL112011,4252,2465,3198,2344,2327,2221,1882,871,323,19879
UCL112012,4793,3408,3520,3337,3470,3772,3203,1875,910,28280
UCL112013,522,282,305,297,307,305,224,108,29,2380
UCL112014,3880,2379,2557,2313,2396,2705,2625,2048,923,21837
UCL112015,6520,3815,4786,4047,3778,3833,3607,2294,985,33664
UCL112016,8740,4969,5749,5144,4715,4287,3716,2317,1008,40640
UCL112017,7560,5229,4532,5092,5835,6361,6856,4932,2182,48574
UCL112018,7033,4460,5230,4140,3875,3953,3434,2503,1151,35787
UCL112019,9934,6683,7063,5987,5711,5689,4725,2857,1287,49943
UCL113001,2468,1562,1658,1893,2098,2491,3141,2118,1174,18613
UCL113002,1784,1066,1112,1122,1475,1856,2100,1350,562,12433
UCL113003,2961,1877,2177,1876,2016,2595,2251,1263,583,17601
UCL113004,1471,986,2142,1654,1387,1397,1169,475,174,10851
UCL113005,3247,2002,1966,1842,1958,2138,1987,1410,700,17256
UCL113006,2068,1411,1466,1240,1222,1368,1253,790,287,11099
UCL113007,2432,1399,1334,1649,1726,2123,2200,1216,504,14582
UCL113008,1834,1128,1273,1132,1365,1585,1473,1025,379,11190
UCL113009,2321,1186,1126,1319,1351,1164,867,426,69,9822
UCL113010,2476,1301,1778,1461,1359,1255,1038,770,334,11769
UCL113011,2361,1352,1606,1404,1378,1300,955,480,178,11020
UCL113012,2036,1365,1108,1388,1777,2227,2439,1578,575,14484
UCL113013,2850,1798,1878,1695,1705,1683,1355,760,240,13972
UCL113014,3092,1720,2263,1780,1829,1599,1151,647,292,14372
UCL113015,1729,1083,1063,1085,1220,1486,1798,1068,315,10856
UCL113016,3245,1995,2021,1817,1966,2295,2284,1801,873,18305
UCL113017,2224,1198,1276,1468,1587,2176,2584,1490,474,14472
UCL113018,360,188,192,193,264,334,438,278,80,2326
UCL114001,822,422,428,501,587,680,748,605,341,5131
UCL114002,746,460,365,466,697,1309,1966,1418,597,8035
UCL114003,1952,1220,1151,954,1021,1179,1265,909,412,10063
UCL114004,1068,628,877,822,811,903,709,516,234,6567
UCL114005,920,530,473,517,604,817,937,661,256,5713
UCL114006,776,516,470,437,662,810,828,567,244,5317
UCL114007,1482,936,900,795,927,1037,1126,735,349,8282
UCL114008,1046,684,673,606,786,941,862,545,271,6416
UCL114009,1533,1582,1406,889,541,346,251,228,164,6935
UCL114010,1338,797,791,730,760,855,829,579,194,6870
UCL114011,863,508,555,468,542,743,756,501,213,5148
UCL114012,1866,490,1285,1322,685,282,168,46,5,6161
UCL114013,1812,908,1278,939,837,970,791,625,279,8428
UCL114014,1445,782,703,936,900,767,445,214,56,6250
UCL114015,1877,1189,1270,1047,1001,1127,1054,825,348,9737
UCL114016,1556,975,972,867,824,873,669,475,248,7458
UCL114017,1513,697,828,1092,1095,1051,817,302,96,7495
UCL114018,1055,679,766,731,981,1367,1595,955,345,8466
UCL114019,1451,823,1079,890,896,985,793,474,140,7529
UCL114020,1601,965,955,951,1075,1145,1128,736,183,8741
UCL114021,1769,1003,857,1169,1223,1388,1206,770,434,9820
UCL114022,916,521,500,550,670,1097,1329,900,369,6846
UCL114023,1052,643,856,634,679,767,566,387,163,5756
UCL114024,2012,1183,1243,1122,1105,1194,1024,692,311,9884
UCL114025,1669,606,534,1075,917,833,874,451,193,7153
UCL114026,1069,583,802,678,649,486,600,437,158,5460
UCL114027,692,450,389,410,635,862,974,828,290,5529
UCL114028,967,538,729,655,582,599,496,331,162,5064
UCL114029,1206,706,776,691,743,636,365,146,45,5316
UCL114030,729,394,431,450,572,988,1280,732,230,5811
UCL114031,1123,700,676,698,864,898,864,467,128,6416
UCL114032,1166,600,749,606,638,489,422,234,64,4974
UCL114033,1276,722,746,774,769,855,707,508,195,6551
UCL114034,1582,867,910,780,917,916,1009,664,305,7955
UCL114035,903,516,782,661,613,791,969,527,213,5989
UCL114036,841,476,524,609,648,1045,1457,940,308,6843
UCL114037,1144,622,733,752,736,705,629,393,224,5933
UCL114038,1516,906,925,854,796,896,898,622,313,7729
UCL115001,354,214,228,212,241,265,203,106,35,1863
UCL115002,790,499,374,438,627,689,516,245,56,4234
UCL115003,808,325,409,482,332,258,169,76,18,2877
UCL115004,257,167,218,210,193,291,383,185,54,1954
UCL115005,192,86,119,88,165,189,165,73,43,1110
UCL115006,535,175,228,370,343,248,216,83,59,2257
UCL115007,662,402,347,399,445,408,334,226,63,3291
UCL115008,130,71,81,63,109,198,214,164,100,1131
UCL115009,277,162,191,180,203,237,280,138,40,1713
UCL115010,125,65,78,59,107,180,214,161,50,1035
UCL115011,266,156,165,152,203,246,200,135,56,1572
UCL115012,164,94,96,94,143,146,155,85,35,1016
UCL115013,831,479,515,484,493,560,484,387,182,4412
UCL115014,643,355,246,369,461,426,397,242,99,3241
UCL115015,239,118,133,153,179,330,415,188,72,1829
UCL115016,171,119,127,114,152,161,129,60,33,1072
UCL115017,361,151,160,248,222,325,431,360,221,2484
UCL115018,108,78,47,78,108,150,222,165,79,1042
UCL115019,623,282,356,479,604,815,776,428,100,4468
UCL115020,619,378,393,290,333,391,308,208,87,3004
UCL115021,193,109,126,125,129,153,158,102,43,1140
UCL115022,407,310,166,268,411,455,449,285,61,2802
UCL115023,231,131,142,116,182,198,228,131,52,1415
UCL115024,351,191,234,176,183,202,148,64,26,1570
UCL115025,318,215,198,213,204,168,101,45,9,1467
UCL115026,239,103,140,159,171,173,194,178,46,1411
UCL115027,689,337,455,406,328,246,256,101,33,2855
UCL115028,381,246,199,255,307,400,390,259,130,2565
UCL115029,219,173,206,205,242,291,281,133,41,1785
UCL115030,170,106,79,85,137,198,213,118,57,1165
UCL115031,306,184,162,214,281,429,614,355,126,2652
UCL115032,365,187,142,213,299,393,310,151,39,2094
UCL115033,947,398,464,627,584,445,281,126,27,3894
UCL115034,389,245,275,232,227,201,101,42,7,1722
UCL115035,914,500,610,540,427,372,330,198,44,3940
UCL115036,441,284,243,249,423,524,527,306,86,3087
UCL115037,241,153,100,135,170,176,150,50,20,1200
UCL115038,240,143,140,127,156,222,219,143,53,1443
UCL115039,697,397,542,452,404,489,331,189,68,3562
UCL115040,315,190,204,160,217,182,167,68,11,1517
UCL115041,537,271,346,272,267,349,261,196,109,2602
UCL115042,342,168,197,165,178,220,222,152,88,1733
UCL115043,376,221,256,198,269,336,410,259,158,2490
UCL115044,535,259,333,238,260,308,261,150,64,2415
UCL115045,182,143,118,103,141,164,166,102,43,1160
UCL115046,315,178,227,208,250,224,209,77,14,1693
UCL115047,319,215,170,184,221,304,313,230,126,2080
UCL115048,494,301,351,325,416,627,536,422,155,3640
UCL115049,213,129,87,124,113,146,167,106,27,1117
UCL115050,476,235,234,325,274,206,166,71,13,2000
UCL115051,311,116,161,185,212,375,425,231,207,2224
UCL115052,282,178,183,196,190,203,184,111,55,1581
UCL115053,151,61,75,92,105,178,184,131,51,1033
UCL115054,212,148,94,133,156,156,135,28,13,1070
UCL115055,356,221,171,201,244,312,305,256,92,2160
UCL115056,524,274,246,283,396,512,569,327,129,3261
UCL115057,438,255,243,281,356,505,624,309,133,3138
UCL115058,177,105,96,104,133,285,370,278,109,1654
UCL115059,285,163,152,158,213,285,302,215,102,1866
UCL115060,591,929,496,380,255,180,121,53,13,3022
UCL115061,195,127,118,85,121,135,171,139,126,1211
UCL115062,277,159,165,180,170,169,125,62,10,1314
UCL115063,257,128,126,156,174,152,113,56,13,1183
UCL115064,823,461,426,516,570,626,570,364,180,4530
UCL115065,426,242,257,239,293,337,317,244,96,2448
UCL115066,577,338,402,313,298,332,185,59,10,2516
UCL115067,365,203,202,241,248,381,422,285,145,2486
UCL115068,145,85,85,105,134,201,266,167,33,1231
UCL115069,259,169,161,164,214,291,362,248,116,1993
UCL115070,741,405,513,459,397,292,237,113,18,3172
UCL115071,419,204,257,252,232,286,262,145,61,2120
UCL115072,329,166,117,183,222,298,364,131,12,1826
UCL115073,316,220,242,216,209,291,277,163,69,2009
UCL115074,368,213,237,213,233,294,247,170,70,2043
UCL115075,109,71,49,58,101,168,274,215,41,1089
UCL115076,300,155,176,163,186,256,310,200,57,1797
UCL115077,275,167,175,189,261,608,939,459,117,3190
UCL115078,170,94,98,98,138,309,299,208,84,1512
UCL115079,334,245,243,204,231,379,279,209,77,2201
UCL115080,529,249,339,308,296,238,168,90,8,2228
UCL115081,195,125,287,160,139,166,110,59,43,1277
UCL115082,176,112,100,102,133,191,229,128,52,1229
UCL115083,442,229,253,291,288,358,440,226,91,2617
UCL115084,171,85,82,106,178,387,538,310,71,1938
UCL115085,206,138,98,120,153,179,181,100,31,1204
UCL115086,430,834,868,402,363,371,203,81,14,3563
UCL115087,349,158,165,182,153,153,123,50,24,1359
UCL115088,287,132,165,129,166,194,242,132,51,1498
UCL115089,764,548,802,707,619,601,492,289,97,4927
UCL115090,178,115,79,86,156,191,203,160,40,1205
UCL115091,235,127,132,120,165,215,274,149,18,1444
UCL115092,387,220,250,184,205,178,201,137,74,1838
UCL115093,192,95,119,110,145,180,176,78,47,1144
UCL115094,525,269,219,279,281,386,435,293,147,2841
UCL115095,258,114,161,145,115,155,124,81,38,1193
UCL115096,635,360,259,359,489,595,774,433,80,3982
UCL115097,411,226,209,252,308,471,480,234,43,2636
UCL115098,255,131,188,154,177,266,229,163,33,1591
UCL115099,545,313,329,272,299,419,403,300,158,3033
UCL115100,384,191,221,221,301,407,433,354,204,2715
UCL115101,351,186,183,218,287,423,475,235,56,2412
UCL115102,354,202,186,194,221,263,304,204,66,1998
UCL115103,203,101,110,117,93,122,153,88,53,1039
UCL115104,249,101,106,161,141,218,276,154,137,1546
UCL115105,310,199,157,158,169,208,186,147,79,1612
UCL115106,441,261,256,284,339,446,404,261,117,2813
UCL115107,669,333,384,463,563,487,419,189,69,3584
UCL115108,524,250,208,348,379,235,153,41,4,2127
UCL115109,440,246,261,274,362,544,802,394,125,3448
UCL115110,716,404,398,411,416,502,456,327,158,3785
UCL115111,770,408,392,374,337,440,405,287,110,3525
UCL115112,640,247,491,369,200,191,106,35,5,2277
UCL115113,347,207,273,165,232,205,179,155,62,1815
UCL115114,478,255,306,281,295,322,342,197,80,2553
UCL115115,777,442,538,700,699,680,606,248,71,4770
UCL115116,814,323,418,451,475,596,757,436,210,4473
UCL115117,224,121,115,147,127,168,333,339,123,1698
UCL115118,219,136,126,144,185,280,267,155,95,1613
UCL115119,807,459,522,469,510,465,369,174,52,3817
UCL115120,821,427,304,507,461,378,271,136,26,3327
UCL115121,300,182,178,194,206,268,280,157,47,1814
UCL115122,472,265,255,276,298,347,346,248,111,2610
UCL115123,294,151,135,161,225,184,209,81,17,1454
UCL115124,965,439,590,628,544,581,492,162,51,4454
UCL115125,478,222,261,323,333,490,627,412,127,3272
UCL115126,172,110,53,117,135,166,173,92,16,1042
UCL115127,242,104,103,152,167,240,212,104,13,1343
UCL115128,441,198,239,322,372,304,213,77,21,2182
UCL115129,287,186,160,194,266,276,190,84,49,1694
UCL115130,367,223,239,246,303,645,832,538,224,3608
UCL115131,685,426,414,388,488,621,631,363,118,4138
UCL115132,184,104,116,137,191,297,298,153,57,1541
UCL115133,171,102,87,143,166,391,886,674,178,2804
UCL115134,683,419,406,349,425,575,581,402,200,4035
UCL115135,438,265,225,238,277,419,608,345,139,2953
UCL115136,519,264,294,335,280,212,165,69,18,2159
UCL115137,829,500,620,452,431,456,435,253,118,4093
UCL115138,553,263,392,290,232,148,149,60,8,2093
UCL115139,362,178,182,217,243,352,550,308,107,2495
UCL115140,182,80,105,117,137,204,302,99,28,1252
UCL115141,253,160,157,157,205,216,191,128,65,1525
UCL115142,193,123,126,144,224,484,624,306,79,2308
UCL115143,437,221,234,254,283,344,347,178,59,2360
UCL115144,395,176,213,227,314,492,618,344,111,2886
UCL115145,210,98,129,135,158,234,307,173,26,1482
UCL115146,338,216,199,269,350,479,494,259,95,2698
UCL115147,260,70,156,172,114,122,166,43,7,1117
UCL115148,196,114,121,102,137,177,229,198,67,1348
UCL115149,312,153,216,157,165,200,134,49,13,1384
UCL115150,211,124,116,146,129,146,138,51,9,1069
UCL115151,453,227,267,232,264,273,233,102,28,2085
UCL115152,188,77,116,88,123,170,174,132,53,1113
UCL115153,232,135,155,121,159,209,199,147,77,1428
UCL115154,357,189,205,176,153,224,152,109,35,1604
UCL115155,954,510,582,417,492,630,535,346,156,4625
UCL115156,167,103,119,97,143,241,280,146,64,1358
UCL115157,213,127,126,118,145,195,216,140,48,1336
UCL115158,512,300,366,341,294,364,320,248,136,2888
UCL115159,369,216,233,227,274,233,150,66,25,1798
UCL115160,915,244,391,571,358,238,156,48,7,2926
UCL115161,854,419,504,436,479,671,620,403,156,4543
UCL115162,604,355,320,382,388,341,322,217,54,2974
UCL115163,334,256,204,218,244,253,181,136,115,1940
UCL115164,166,148,107,110,153,156,232,192,42,1315
UCL115165,202,151,157,115,145,125,98,69,16,1084
UCL121001,125,86,84,87,96,141,128,71,22,842
UCL121002,105,48,62,51,59,80,87,63,31,583
UCL121003,111,41,59,66,70,158,145,65,9,728
UCL121004,196,98,114,116,96,108,96,49,17,890
UCL121005,119,72,58,65,76,80,64,25,0,562
UCL121006,69,36,53,37,86,134,125,69,15,619
UCL121007,114,94,68,77,101,142,162,119,68,938
UCL121008,108,87,61,66,69,69,63,23,7,551
UCL121009,164,120,106,113,128,116,108,79,46,973
UCL121010,124,53,51,76,97,132,147,57,9,747
UCL121011,195,135,102,91,118,132,122,56,24,960
UCL121012,132,137,60,84,114,177,106,33,9,845
UCL121013,159,89,138,69,87,120,57,29,15,766
UCL121014,82,40,49,66,71,97,79,40,8,530
UCL121015,100,84,78,73,113,150,76,47,11,728
UCL121016,102,47,69,60,79,106,60,23,11,551
UCL121017,221,86,85,134,117,116,57,21,0,839
UCL121018,186,89,104,101,100,124,98,57,0,859
UCL121019,167,79,41,80,98,90,100,39,8,687
UCL121020,117,55,49,91,84,80,58,21,3,570
UCL121021,73,68,59,63,78,77,86,42,33,568
UCL121022,87,80,64,50,74,114,102,96,35,703
UCL121023,44,25,24,44,63,152,165,44,16,586
UCL121024,132,51,64,56,64,66,63,42,15,544
UCL121025,117,87,37,71,91,84,61,31,5,583
UCL121026,155,77,117,106,101,223,218,90,18,1095
UCL121027,138,74,62,77,92,98,54,20,9,617
UCL121028,115,56,67,78,110,176,164,63,10,835
UCL121029,128,76,84,54,58,87,59,38,5,587
UCL121030,127,107,121,86,102,148,114,49,10,866
UCL121031,184,78,79,95,122,203,176,49,17,1004
UCL121032,103,76,62,67,66,106,126,96,39,740
UCL121033,129,38,66,85,53,57,45,21,0,501
UCL121034,197,228,195,137,179,121,85,22,8,1171
UCL121035,269,149,145,131,143,151,83,42,11,1129
UCL121036,361,139,119,185,186,146,162,76,9,1388
UCL121037,130,73,62,85,116,123,148,53,9,805
UCL121038,103,40,64,58,45,101,93,58,26,599
UCL121039,146,61,102,107,114,110,80,32,12,753
UCL121040,102,75,21,64,102,72,48,20,0,497
UCL121041,90,61,47,42,81,86,96,65,17,582
UCL121042,66,53,69,54,49,111,97,59,21,581
UCL121043,170,72,63,92,97,72,64,25,5,659
UCL121044,128,54,70,52,77,59,75,26,11,558
UCL121045,67,44,39,51,67,97,93,44,9,509
UCL121046,124,44,40,81,82,55,34,22,4,492
UCL121047,144,42,84,76,75,71,67,33,10,595
UCL121048,85,58,29,34,96,83,91,37,3,518
UCL121049,139,90,83,80,89,66,50,34,3,642
UCL121050,55,26,42,40,51,105,177,193,49,742
UCL121051,153,69,65,83,80,148,156,116,54,928
UCL121052,97,55,82,110,102,168,166,74,27,867
UCL121053,128,53,79,68,65,118,126,75,24,737
UCL121054,130,138,47,76,148,117,93,26,4,776
UCL121055,129,42,48,102,80,110,83,40,7,646
UCL121056,183,98,88,96,124,135,103,64,16,908
UCL121057,125,99,80,91,79,107,77,9,3,672
UCL121058,348,232,124,213,293,263,235,124,23,1856
UCL121059,104,63,68,68,75,106,94,36,15,620
UCL121060,185,126,69,111,140,139,133,66,3,973
UCL121061,135,74,59,83,80,48,50,17,8,552
UCL121062,171,104,100,116,147,137,88,31,7,897
UCL121063,48,28,31,38,50,131,224,97,28,665
UCL121064,91,66,41,53,102,116,108,57,29,660
UCL121065,131,68,78,66,86,144,185,129,26,913
UCL121066,100,51,59,66,69,64,46,30,13,503
UCL121067,126,79,67,46,91,142,138,88,58,836
UCL121068,388,212,167,216,251,389,432,160,41,2256
UCL121069,175,123,69,98,156,83,49,13,3,765
UCL121070,93,39,36,55,97,107,70,35,5,532
UCL121071,105,49,44,69,83,62,80,27,19,536
UCL121072,193,65,163,93,73,93,72,40,14,806
UCL121073,93,57,50,69,93,103,116,78,23,672
UCL121074,60,48,66,65,78,108,91,45,11,563
UCL121075,54,47,25,26,53,52,100,172,115,644
UCL121076,234,136,122,155,131,116,97,30,7,1035
UCL121077,185,74,65,97,103,86,81,41,9,748
UCL121078,142,99,86,83,93,83,58,30,7,672
UCL121079,88,64,29,55,98,73,72,34,13,524
UCL121080,214,81,139,128,128,144,134,60,14,1032
UCL121081,132,69,50,82,86,84,55,15,4,569
UCL121082,174,95,107,115,132,199,213,76,24,1136
UCL121083,134,83,84,114,128,155,152,81,12,938
UCL121084,188,131,92,122,120,94,60,30,10,845
UCL121085,222,62,50,158,141,148,186,54,3,1021
UCL121086,104,61,76,75,95,135,144,97,40,833
UCL121087,133,70,68,71,70,97,91,42,14,658
UCL121088,129,75,85,76,92,72,54,22,4,601
UCL121089,191,88,72,116,100,160,104,47,20,889
UCL121090,138,127,57,94,137,131,99,43,8,831
UCL121091,101,75,51,64,97,140,116,37,18,703
UCL121092,280,132,199,148,143,121,86,43,11,1165
UCL121093,297,123,173,144,160,115,102,47,12,1164
UCL121094,142,81,72,74,88,118,99,65,22,769
UCL121095,161,55,52,94,109,99,76,37,10,698
UCL121096,106,52,43,65,87,155,186,77,14,786
UCL121097,117,62,45,75,111,124,115,31,6,689
UCL121098,126,74,44,75,143,141,154,61,17,844
UCL121099,94,44,47,64,64,104,110,68,27,634
UCL121100,228,87,80,148,137,141,196,66,19,1094
UCL121101,193,131,81,127,152,173,128,72,18,1086
UCL121102,172,50,76,114,116,212,230,86,25,1086
UCL121103,210,107,80,95,128,128,125,84,32,991
UCL121104,136,73,67,71,86,109,100,69,33,741
UCL121105,85,41,60,58,69,134,166,51,15,670
UCL121106,106,60,67,66,116,168,270,114,5,983
UCL121107,203,80,95,85,112,139,116,68,42,944
UCL121108,173,83,98,73,94,114,127,47,17,823
UCL121109,92,56,34,46,73,63,90,41,7,502
UCL121110,196,107,119,115,116,101,135,84,28,995
UCL121111,138,63,101,57,64,93,123,78,36,754
UCL121112,172,80,103,92,92,93,85,29,11,757
UCL121113,115,83,44,61,61,87,43,46,8,550
UCL121114,193,74,75,101,116,134,137,40,0,875
UCL121115,62,34,41,39,57,141,181,84,13,656
UCL121116,213,143,70,118,161,120,70,29,12,932
UCL121117,123,76,78,59,87,120,69,35,10,652
UCL121118,113,73,39,63,95,45,52,24,4,513
UCL121119,144,84,68,81,126,154,121,56,14,851
UCL121120,138,93,89,59,93,63,39,24,10,611
UCL121121,94,48,72,60,63,74,71,32,0,513
UCL121122,186,66,71,92,84,83,57,25,7,667
UCL121123,130,84,81,75,100,74,74,45,10,681
UCL121124,55,24,26,36,70,134,167,70,14,595
UCL121125,124,60,55,76,103,180,204,87,29,916
UCL121126,134,52,54,59,88,72,83,44,10,596
UCL121127,141,107,80,93,103,64,56,33,3,691
UCL121128,195,135,115,117,145,111,78,44,14,965
UCL122001,51,38,34,31,41,30,14,4,3,244
UCL122002,33,27,47,60,46,58,35,30,7,346
UCL122003,78,55,57,47,71,46,31,12,4,408
UCL122004,24,9,12,15,23,32,58,10,8,196
UCL122005,47,18,29,27,36,67,69,37,6,333
UCL122006,42,19,9,25,28,35,60,28,14,269
UCL122007,75,48,30,31,58,76,82,62,24,480
UCL122008,58,32,47,17,37,45,20,13,0,267
UCL122009,61,35,37,42,42,38,44,17,0,317
UCL122010,70,49,42,32,55,56,28,13,3,342
UCL122011,52,57,37,35,56,79,39,7,0,354
UCL122012,42,28,30,27,35,37,47,18,14,272
UCL122013,32,10,13,19,34,36,35,22,0,202
UCL122014,52,27,28,34,41,56,52,20,12,317
UCL122015,40,14,14,23,34,49,63,33,6,268
UCL122016,43,22,41,25,38,36,33,9,6,245
UCL122017,61,24,25,41,36,50,41,23,8,317
UCL122018,61,36,24,30,58,70,83,37,6,400
UCL122019,43,22,26,31,41,59,34,20,4,279
UCL122020,25,12,14,19,38,74,53,26,10,281
UCL122021,28,13,15,14,26,29,44,15,0,188
UCL122022,79,39,41,42,48,87,72,49,8,470
UCL122023,66,47,28,43,50,65,69,38,8,418
UCL122024,52,28,27,28,52,28,42,13,0,273
UCL122025,52,26,35,19,46,45,11,15,0,249
UCL122026,47,25,19,33,44,27,27,10,0,233
UCL122027,29,17,17,10,35,54,65,34,22,277
UCL122028,58,34,31,23,53,81,59,39,14,377
UCL122029,28,15,22,22,38,43,63,29,4,259
UCL122030,69,41,31,44,49,86,55,7,0,383
UCL122031,122,61,41,75,70,36,21,7,0,442
UCL122032,103,42,75,56,51,68,48,11,0,453
UCL122033,65,14,36,31,30,29,15,10,4,230
UCL122034,34,37,23,22,39,36,29,10,3,233
UCL122035,71,43,32,46,42,85,73,31,7,438
UCL122036,86,65,46,36,62,51,59,24,4,425
UCL122037,60,25,25,54,47,24,12,7,3,247
UCL122038,46,16,26,31,41,45,46,15,9,277
UCL122039,81,49,31,50,44,70,68,27,12,430
UCL122040,49,21,22,19,32,43,36,13,3,231
UCL122041,74,35,53,42,40,67,50,11,4,373
UCL122042,49,42,29,43,44,29,33,13,0,274
UCL122043,63,24,25,35,34,49,56,25,9,320
UCL122044,13,8,8,10,21,17,21,10,0,112
UCL122045,48,21,29,16,29,44,34,27,7,257
UCL122046,51,28,32,34,39,143,109,47,23,509
UCL122047,42,26,9,28,44,78,58,33,0,315
UCL122048,67,44,54,51,54,66,61,54,10,467
UCL122049,22,31,13,17,46,56,72,36,7,311
UCL122050,25,15,19,27,25,46,36,12,12,209
UCL122051,59,34,17,32,36,43,27,23,0,277
UCL122052,54,23,20,38,42,59,73,22,0,322
UCL122053,24,13,25,20,44,58,50,44,24,302
UCL122054,96,49,87,61,64,67,83,19,6,531
UCL122055,82,28,22,37,50,60,92,60,6,432
UCL122056,57,32,13,37,38,31,61,24,8,302
UCL122057,42,24,28,31,49,37,41,3,4,260
UCL122058,86,30,53,47,54,80,88,43,5,490
UCL122059,100,49,52,47,58,63,59,25,11,459
UCL122060,68,34,44,44,42,60,63,23,9,389
UCL122061,37,25,27,21,20,27,21,8,0,186
UCL122062,62,41,46,28,48,51,27,13,5,326
UCL122063,57,27,40,38,33,51,29,20,13,308
UCL122064,87,34,29,37,43,65,46,27,12,377
UCL122065,31,23,32,24,37,113,110,54,5,428
UCL122066,64,52,27,44,54,60,39,19,5,362
UCL122067,59,50,32,39,68,75,73,28,11,439
UCL122068,23,17,33,35,35,33,21,10,4,202
UCL122069,55,27,23,35,54,67,55,21,6,349
UCL122070,89,46,24,53,53,54,59,34,15,434
UCL122071,74,42,47,40,34,36,58,37,7,377
UCL122072,39,34,35,22,40,45,33,24,6,274
UCL122073,29,19,26,30,36,68,59,32,6,296
UCL122074,27,17,17,15,38,60,61,32,3,270
UCL122075,63,31,30,38,38,30,20,13,6,269
UCL122076,46,25,15,31,32,35,25,11,0,207
UCL122077,58,41,30,23,39,57,61,30,7,344
UCL122078,15,14,23,20,22,51,59,44,15,269
UCL122079,44,32,21,33,40,48,41,14,3,275
UCL122080,104,48,53,56,51,59,41,26,0,445
UCL122081,52,18,22,26,36,36,36,17,6,251
UCL122082,19,16,9,18,27,53,60,38,9,234
UCL122083,46,41,30,24,51,51,30,8,3,283
UCL122084,33,26,27,31,21,30,12,9,0,199
UCL122085,47,29,28,24,30,32,50,23,6,282
UCL122086,51,37,42,31,53,62,79,32,10,388
