UCL_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
UCL421024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,9,0,0,4,0,6,20,0,3,0,30,16,3,3,0,22,12,0,0,0,18,17,6,0,0,28,9,9,0,0,13,0,0,0,0,3,7,11,0,0,25,6,4,0,0,15,5,4,0,0,9,0,0,0,0,0,0,3,0,0,0,5,9,5,0,19,3,0,3,0,8,118,52,31,3,212
UCL421025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,4,0,0,0,5,34,0,13,0,44,18,3,4,0,21,15,9,4,0,29,13,7,4,0,23,5,15,0,0,16,6,0,0,0,4,10,10,5,0,16,0,6,0,0,5,0,0,0,0,3,4,0,0,0,5,0,0,0,0,4,8,13,3,0,18,0,0,0,0,0,114,61,33,5,209
UCL421026,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,4,0,9,3,0,0,0,9,32,0,3,0,33,20,0,0,0,19,13,0,5,0,19,21,5,4,0,30,9,4,0,0,16,12,9,0,0,15,4,10,0,0,22,4,4,0,0,12,4,6,0,0,3,0,6,0,0,7,0,4,0,0,3,3,11,0,0,17,4,0,0,0,3,135,53,25,5,206
UCL421027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,3,0,0,9,0,8,11,0,3,0,13,14,0,0,0,18,8,3,4,0,16,12,5,7,0,19,3,9,0,0,12,5,4,0,0,8,5,7,5,0,21,6,6,0,0,16,5,8,0,0,12,0,0,0,0,6,0,4,0,0,3,4,8,4,0,11,0,0,0,0,4,79,52,34,0,167
UCL421028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,0,0,0,5,5,0,0,0,7,9,0,0,0,7,5,0,0,0,3,5,5,0,0,12,14,15,0,0,27,0,20,0,0,19,3,16,0,0,19,3,3,0,0,7,0,27,0,0,27,3,10,3,0,9,0,0,0,0,0,66,91,6,0,167
UCL421029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,10,0,0,0,10,8,0,3,0,11,8,5,0,0,13,7,0,0,0,11,0,7,0,0,6,3,0,0,0,6,5,9,0,0,14,9,4,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,9,10,3,0,20,0,0,0,0,0,71,44,12,0,124
UCL421030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,19,7,0,4,0,6,7,4,0,0,13,9,3,0,0,13,0,0,0,0,3,9,3,0,0,14,17,7,0,0,30,9,9,0,0,13,4,3,0,0,8,0,0,0,0,0,4,0,0,0,8,4,5,0,0,6,0,0,0,0,0,84,34,14,0,141
UCL421031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,3,0,4,10,0,4,0,19,13,0,6,0,14,8,0,6,0,16,9,3,3,0,16,6,0,0,0,11,12,3,0,0,11,10,9,4,0,26,5,5,0,0,19,11,4,0,0,10,4,0,0,0,5,3,8,0,0,11,9,4,0,0,13,7,0,0,0,9,123,44,26,0,193
UCL421032,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,3,0,0,0,8,6,0,3,0,5,10,0,9,0,16,4,5,4,0,14,8,6,3,0,19,6,5,4,0,17,3,5,0,0,10,10,7,0,0,15,10,17,3,0,26,3,5,0,0,7,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,9,4,0,10,0,0,0,0,0,63,61,29,3,147
UCL421033,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,3,0,3,4,6,0,0,13,0,3,3,0,12,3,6,4,0,14,5,6,3,0,10,0,3,5,0,12,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,9,4,16,0,4,0,0,9,31,48,35,4,117
UCL421034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,14,4,4,8,4,10,26,4,4,0,30,17,0,7,0,24,21,5,3,0,30,16,4,3,0,18,7,8,4,0,14,6,9,0,0,18,14,11,6,0,31,3,9,3,0,14,4,3,0,0,12,5,3,0,0,8,0,6,0,0,8,13,16,5,0,39,7,0,0,0,7,154,81,50,7,286
UCL421035,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,5,0,9,0,0,8,0,8,19,0,4,0,19,17,0,4,0,20,4,5,9,0,17,14,6,3,0,21,6,0,3,0,11,8,3,10,0,18,12,5,3,0,19,5,4,0,0,11,3,8,0,0,12,0,0,0,0,0,4,4,0,0,12,3,5,4,0,13,0,0,4,0,5,105,45,49,0,204
UCL421036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,11,0,0,0,14,10,4,3,0,17,8,9,3,0,12,10,8,0,0,19,6,3,0,0,6,6,9,0,0,21,5,10,4,0,28,10,26,3,0,40,13,27,0,0,43,0,10,0,0,13,4,21,0,0,21,0,23,3,0,35,0,4,0,0,4,79,155,32,3,270
UCL421037,3,0,0,0,3,7,0,0,0,7,4,0,0,0,4,0,0,6,0,3,6,0,0,0,7,0,0,4,0,7,14,3,0,0,15,14,0,4,0,16,8,3,5,0,19,10,5,0,0,15,4,5,0,0,14,13,3,0,0,15,15,12,0,0,23,5,9,0,0,17,5,5,0,0,15,0,5,0,0,8,0,10,0,0,12,8,14,0,0,24,0,0,0,0,0,128,79,29,4,232
UCL421038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,17,0,3,0,17,5,3,6,0,14,12,3,3,0,14,12,8,0,0,25,0,10,3,0,10,7,4,0,0,13,16,17,4,0,35,8,17,4,0,26,12,12,0,0,25,7,18,0,0,27,12,31,3,0,45,3,8,5,0,13,0,0,0,0,0,117,130,29,0,271
UCL421039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,8,11,0,4,0,13,12,4,5,0,19,3,9,0,0,9,6,6,0,0,15,5,3,0,0,16,13,27,0,0,44,0,13,0,0,15,0,10,0,0,10,0,5,0,0,5,3,7,0,0,5,6,10,4,0,18,0,0,0,0,0,70,92,23,0,183
UCL421040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,3,0,0,0,0,4,12,0,0,0,14,4,4,0,0,11,7,4,0,0,8,15,6,5,0,28,0,4,0,0,11,4,8,0,0,11,12,11,0,0,20,9,8,0,0,13,6,3,0,0,6,6,7,0,0,8,6,10,0,0,15,4,19,7,0,25,0,0,0,0,0,85,85,20,0,187
UCL421041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,0,0,0,7,9,0,0,0,6,0,0,0,0,6,8,4,3,0,11,8,5,0,0,14,4,9,0,0,11,3,7,0,0,8,15,9,6,0,22,8,3,0,0,13,3,4,0,0,8,3,0,0,0,7,4,3,0,0,9,0,10,0,0,11,3,0,0,0,3,74,49,13,0,138
UCL421042,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,6,0,5,21,3,3,0,31,19,0,4,0,23,19,0,10,0,25,20,6,0,0,29,0,6,0,0,10,9,8,0,0,13,7,10,4,0,19,5,10,0,0,11,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,3,4,0,16,4,0,0,0,4,131,57,26,0,214
UCL421043,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,25,0,0,0,29,13,4,0,0,15,5,7,0,0,12,9,6,0,0,18,0,3,0,0,8,3,0,0,0,11,11,5,0,0,15,0,10,0,0,8,4,3,0,0,3,0,0,0,0,0,5,3,0,0,7,7,3,6,0,16,0,0,4,0,9,92,51,12,0,160
UCL422001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,5,0,7,0,0,0,0,3,3,4,0,0,11,0,3,0,0,3,0,6,0,0,7,4,10,0,0,15,0,7,0,0,7,0,3,0,0,6,0,0,0,0,0,0,3,0,0,6,0,3,0,0,8,0,0,0,0,0,21,41,14,0,74
UCL422002,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,12,0,0,14,3,7,3,0,8,0,3,3,0,15,0,0,0,0,10,0,0,0,0,6,0,6,0,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,20,5,8,4,0,13,22,46,34,0,109
UCL422003,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,4,14,0,0,0,14,6,0,0,0,7,6,3,0,0,13,13,3,0,0,14,5,0,0,0,5,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,64,14,6,0,82
UCL422004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,3,0,7,5,3,0,0,8,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,4,0,0,3,3,0,0,0,5,0,0,0,0,0,4,5,0,0,6,0,3,0,0,5,0,0,0,0,0,31,15,10,0,58
UCL422005,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,0,0,0,6,5,0,5,0,4,5,0,4,0,7,8,3,4,0,12,0,0,0,0,0,0,0,0,0,7,0,6,0,0,4,0,5,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,35,17,9,0,55
UCL422006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,13,0,0,0,8,4,0,3,0,5,0,0,5,0,6,5,5,0,0,13,8,4,0,0,14,4,0,0,0,4,9,3,0,0,15,4,0,0,0,9,0,5,0,0,3,0,3,0,0,3,3,3,0,0,10,4,7,0,0,9,0,0,0,0,0,60,30,14,0,104
UCL422007,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,8,0,5,0,9,3,0,0,0,3,3,4,0,0,9,3,0,0,0,5,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,6,0,0,7,0,0,0,0,0,33,14,7,0,60
UCL422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,3,0,4,10,0,0,0,10,4,4,0,0,9,4,6,4,0,11,6,3,4,0,6,0,0,0,0,9,4,5,0,0,7,8,10,6,0,22,7,8,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,8,4,0,13,3,0,0,0,3,55,44,23,0,127
UCL422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,0,0,7,3,6,0,0,8,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,4,0,0,9,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,42,17,7,0,68
UCL422010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,8,0,0,0,8,8,0,0,0,8,4,0,0,0,5,7,0,0,0,7,0,0,0,0,0,6,0,0,0,5,5,11,0,0,22,7,3,0,0,12,0,4,0,0,5,0,6,0,0,10,5,10,0,0,14,4,6,0,0,17,0,0,0,0,0,65,45,7,0,114
UCL422011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,10,0,0,0,0,0,11,0,0,0,11,3,0,0,0,8,0,4,0,0,3,0,5,4,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,34,16,11,0,61
UCL422012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,7,3,3,0,16,5,5,0,5,11,8,5,0,0,11,4,4,0,0,11,4,6,6,0,13,6,3,6,0,13,9,11,0,0,21,4,3,0,0,11,3,3,0,0,8,0,0,0,0,5,0,3,0,0,0,3,3,4,0,10,0,0,0,0,0,54,51,26,4,137
UCL422013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,9,7,0,0,0,7,7,3,0,0,7,0,5,0,0,3,0,0,0,0,6,9,3,0,0,11,7,13,0,0,17,0,6,0,0,8,0,3,0,0,3,3,5,0,0,7,5,7,0,0,9,0,0,0,0,0,40,47,7,0,96
UCL422014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,0,0,3,6,0,0,0,6,3,0,0,0,0,0,3,0,0,3,9,0,0,0,10,0,3,0,0,7,3,4,0,0,9,0,3,0,0,3,3,3,0,0,7,4,5,0,0,4,0,0,0,0,0,33,25,4,0,62
UCL422015,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,9,0,0,0,9,15,0,0,0,16,11,0,6,0,10,10,0,0,0,14,8,7,0,0,9,5,0,0,0,3,5,4,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,72,18,9,0,104
UCL422016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,6,0,0,0,6,3,0,0,0,6,4,0,0,0,5,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,4,6,3,0,0,6,3,0,0,0,3,33,12,8,3,56
UCL422017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,3,0,0,0,3,0,0,3,0,5,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,3,0,0,0,3,24,13,15,0,54
UCL422018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,3,0,0,8,3,0,0,0,4,6,0,0,0,6,0,4,0,0,6,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,23,17,10,8,50
UCL422019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,4,0,0,0,5,29,0,0,0,31,10,0,4,0,14,4,3,0,0,6,9,4,0,0,17,7,0,0,0,10,8,0,0,0,8,3,3,0,0,6,3,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,4,0,0,5,7,0,5,0,18,7,0,0,0,3,100,23,21,0,143
UCL422020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,0,0,0,4,5,0,3,0,8,7,0,4,0,4,7,0,0,0,8,0,0,0,0,0,5,0,0,0,7,4,4,0,0,5,4,8,0,0,12,0,5,0,0,3,0,0,0,0,0,5,0,0,0,5,6,6,0,0,12,0,0,0,0,0,41,31,10,0,85
UCL422021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,5,5,0,0,10,9,0,0,0,6,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,8,0,0,0,0,0,34,19,5,0,58
UCL422022,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,5,3,11,5,0,17,0,0,0,0,4,7,4,4,3,15,0,0,0,0,0,0,7,3,0,7,0,0,4,0,10,0,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,0,3,10,34,24,10,78
UCL422023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,4,0,9,0,0,0,0,7,0,0,0,0,5,4,7,0,0,8,3,3,0,0,3,3,0,0,0,3,0,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,10,0,0,0,0,4,31,16,16,4,73
UCL422024,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,5,0,5,0,0,6,5,7,0,5,20,0,3,7,0,9,0,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,11,23,21,11,69
UCL422025,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,15,0,0,0,15,5,0,0,0,8,3,3,5,0,4,3,0,4,0,7,3,4,0,0,4,6,0,0,0,4,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,0,0,0,0,0,40,25,9,0,83
UCL422026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,7,4,0,5,0,7,3,0,0,0,7,5,0,0,0,7,3,4,0,0,6,0,3,0,0,8,4,6,0,0,16,3,11,0,0,11,4,10,0,0,16,3,3,0,0,7,0,11,0,0,16,3,11,0,0,13,0,0,0,0,5,51,65,11,0,127
UCL422027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,13
UCL422028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,3,3,0,0,10,3,0,0,0,3,0,0,0,0,0,0,3,0,0,6,8,3,0,0,6,5,5,0,0,9,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,43,27,8,0,66
UCL422029,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,4,7,0,0,0,10,6,5,0,0,4,4,9,5,0,15,4,0,0,0,4,0,5,0,0,9,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,20,33,19,4,77
UCL422030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,5,0,0,0,0,3,9,0,4,0,9,4,0,5,0,8,5,0,3,0,7,9,0,0,0,10,3,3,0,0,3,0,0,0,0,0,5,4,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,38,18,23,0,82
UCL422031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,0,15,6,0,5,0,9,6,8,4,0,17,3,0,0,0,5,0,4,0,0,7,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,5,5,4,0,12,0,0,0,0,3,45,27,14,0,82
UCL422032,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,0,0,9,4,3,0,0,3,8,3,0,0,10,3,0,0,0,6,4,9,0,0,10,7,3,3,0,17,5,3,0,0,4,0,5,0,0,5,0,3,0,0,3,0,7,0,0,7,0,5,0,0,8,0,0,0,0,0,35,47,11,0,95
UCL422033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,5,0,0,0,6,7,0,0,0,9,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,0,0,9,0,4,0,0,3,3,3,0,0,9,6,0,0,0,4,0,5,0,0,5,4,4,5,0,10,0,0,0,0,0,38,23,12,0,72
UCL422034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,11,0,0,0,7,6,0,0,0,7,3,0,0,0,3,7,3,5,0,12,0,6,0,0,4,0,3,0,0,6,10,5,0,0,17,4,6,0,0,13,5,3,0,0,9,4,0,0,0,5,0,3,0,0,3,3,5,0,0,5,0,0,0,0,0,62,30,9,0,103
UCL422035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,6,7,0,0,0,7,3,4,0,0,5,5,0,0,0,12,0,8,3,0,9,5,4,0,0,11,6,5,0,0,8,3,12,0,0,14,0,9,0,0,5,7,6,0,0,13,0,5,0,0,5,0,5,0,0,5,4,11,0,0,10,0,0,0,0,0,41,60,10,0,118
UCL422036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,3,0,3,5,0,3,0,9,8,3,9,0,16,4,0,3,0,9,9,0,4,0,10,8,7,3,0,16,7,6,5,0,13,0,3,0,0,5,0,5,0,0,3,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,4,0,5,59,33,25,0,117
UCL422037,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,5,0,3,7,0,0,0,7,3,0,0,0,10,5,4,0,0,6,0,3,0,0,6,0,0,3,0,3,0,0,0,0,0,0,3,0,0,10,6,3,0,0,5,0,5,0,0,6,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,34,30,13,0,75
UCL422038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,8,0,3,0,8,5,0,5,0,10,10,0,0,0,10,0,3,4,0,6,3,0,0,0,0,0,0,0,0,5,5,3,0,0,5,6,0,0,0,9,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,0,0,36,22,15,0,69
UCL422039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,5,0,0,0,7,4,0,0,0,3,6,0,0,0,8,0,3,0,0,13,0,5,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,29,16,5,0,55
UCL422040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,7,0,5,0,13,4,0,0,0,4,4,4,0,0,6,0,0,0,0,0,5,0,0,0,5,10,3,0,0,8,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,6,0,0,0,0,0,41,16,5,0,72
UCL422041,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3,7,0,0,0,9,8,0,0,0,9,9,0,0,0,9,9,0,0,0,11,4,0,0,0,8,0,0,0,0,0,4,0,0,0,8,7,0,0,0,7,0,4,0,0,5,0,0,0,0,0,3,0,0,0,8,6,3,0,0,10,6,0,0,0,6,74,18,8,3,97
UCL422042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,16,0,0,0,17,10,0,0,0,8,6,0,0,0,4,9,4,0,0,10,3,0,0,0,5,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,54,18,11,0,81
