UCL_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
UCL422043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,7,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,35,5,5,0,46
UCL422044,5,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,5,9,0,0,0,8,5,0,0,0,7,3,4,3,0,9,0,0,0,0,4,3,0,0,0,3,4,3,0,0,4,0,0,0,0,9,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,0,0,0,0,0,50,22,11,0,81
UCL422045,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,34,0,0,0,34,9,0,0,0,12,12,0,0,0,18,11,6,0,0,19,6,0,0,0,10,0,0,0,0,3,14,0,0,0,16,4,6,0,0,9,6,0,0,0,12,0,0,0,0,0,7,4,0,0,7,3,0,0,0,9,4,0,0,0,4,132,17,9,4,154
UCL422046,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,0,8,0,0,0,0,3,18,0,3,0,21,11,0,3,0,16,9,5,3,0,18,8,0,0,0,7,6,4,0,0,7,4,3,0,0,5,4,0,0,0,10,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,11,0,0,0,0,0,64,24,24,0,112
UCL422047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,9,0,0,0,9,0,0,0,0,5,6,0,0,0,6,0,0,0,0,0,5,0,0,0,8,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,40,9,0,0,52
UCL422048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,0,7,6,0,0,0,10,7,3,3,0,12,9,0,6,0,12,6,3,0,0,13,0,0,0,0,5,4,0,0,0,8,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,7,0,0,0,0,0,44,17,19,4,84
UCL422049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,10,0,0,0,0,0,3,0,0,0,10,4,0,0,0,0,4,3,5,0,13,10,5,0,0,16,3,7,0,0,3,0,0,0,0,7,5,0,0,0,6,5,4,0,0,3,0,8,0,0,6,4,0,0,0,4,49,29,12,0,88
UCL422050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,5,0,4,0,8,4,0,0,0,6,0,0,0,0,7,0,3,0,0,4,0,3,0,0,3,5,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,28,12,10,0,54
UCL422051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,7,0,13,3,3,7,0,9,0,0,3,0,7,4,0,4,0,8,3,4,0,0,12,0,8,0,0,9,4,7,0,0,9,4,6,3,0,7,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,3,5,0,10,0,0,0,0,0,42,33,24,0,106
UCL422052,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,21,0,0,0,21,8,0,5,0,19,10,0,0,0,15,12,0,0,0,13,7,0,0,0,7,3,0,0,0,6,3,9,0,0,16,6,5,0,0,5,7,0,0,0,5,0,0,0,0,4,4,0,0,0,5,6,8,0,0,11,5,0,0,0,5,101,23,7,0,133
UCL422053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,8,3,3,0,0,7,6,0,0,0,5,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,27,4,10,0,41
UCL422054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,13,0,0,0,0,5,0,0,0,0,3,8,0,0,0,7,0,0,0,0,4,3,0,0,0,6,0,6,0,0,5,3,0,0,0,3,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,32,16,7,0,57
UCL422055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,4,5,0,0,0,9,6,0,3,0,11,5,3,4,0,13,4,5,0,0,9,3,0,0,0,7,5,3,0,0,10,6,3,0,0,6,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,49,23,22,0,98
UCL422056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,10,0,0,0,0,6,3,4,0,0,9,5,0,0,0,5,0,0,0,0,8,9,0,0,0,8,0,8,0,0,5,0,5,0,0,7,3,3,0,0,7,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,33,27,10,0,67
UCL422057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,4,3,0,0,0,6,3,0,3,0,5,3,4,0,0,11,9,3,0,0,15,0,0,0,0,5,6,9,6,0,18,3,12,0,0,14,9,6,0,0,9,0,0,0,0,6,0,0,0,0,0,4,8,3,0,14,0,0,0,0,0,51,48,17,0,113
UCL422058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,4,9,0,0,0,12,3,0,3,0,9,7,4,0,0,11,0,3,0,0,6,0,4,0,0,8,0,5,3,0,3,4,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,35,14,16,0,58
UCL422059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,9,0,0,0,11,5,4,0,0,7,4,0,0,0,10,9,0,0,0,13,3,4,0,0,8,5,4,0,0,10,6,5,0,0,12,3,9,0,0,16,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,7,11,0,0,23,0,0,0,0,0,59,49,10,5,124
UCL422060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,0,0,0,6,7,0,0,0,7,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,4,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,41,9,4,0,58
UCL422061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,5,0,0,0,4,0,4,0,0,4,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,25
UCL422062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,3,0,0,0,0,6,0,4,0,0,3,0,3,0,0,5,3,4,0,0,5,4,9,0,0,8,3,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,0,5,0,0,0,0,4,28,29,9,0,63
UCL422063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,6,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,14,3,7,3,3,22,17,33,17,5,65
UCL431001,359,78,46,8,490,143,34,26,0,207,110,28,65,7,207,97,30,88,3,221,638,81,190,10,927,461,103,279,6,850,2265,264,302,24,2859,1634,431,456,60,2581,1651,731,360,37,2779,1980,1160,331,48,3516,986,1018,258,14,2284,1318,1111,182,23,2634,2172,2348,281,34,4838,1409,1919,129,19,3474,948,1554,76,9,2593,485,952,36,4,1483,1309,2418,90,11,3829,1029,2262,384,18,3691,371,165,91,15,651,19355,16722,3680,350,40106
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,4158,787,1512,164,6631,1519,203,494,86,2304,1200,358,1078,128,2761,872,345,1930,86,3231,4405,823,3315,247,8794,3444,1235,5786,285,10751,17944,2623,6375,434,27381,12813,3995,8004,832,25650,14228,7249,8848,822,31153,15960,10796,7802,971,35533,9741,11581,6157,685,28164,11201,12814,5193,662,29863,24535,32211,8816,1235,66798,18627,28371,3881,745,51624,14910,26807,2740,462,44925,9259,18367,1079,251,28960,24341,61996,3208,432,89982,14372,29736,6317,339,50760,2452,1535,1050,123,5164,205986,251858,83590,8990,550426
UCL511001,124,12,43,0,183,49,4,14,0,69,48,7,38,0,101,37,3,93,0,140,206,21,164,8,399,157,36,318,4,513,963,77,353,13,1404,599,118,409,23,1142,629,228,430,16,1309,672,386,330,31,1417,378,417,224,30,1053,485,496,198,20,1201,1003,1220,303,27,2555,719,1081,119,16,1941,568,972,81,8,1626,267,575,32,0,875,613,1284,54,3,1955,589,1269,289,16,2160,85,58,39,0,186,8198,8268,3519,237,20221
UCL512001,52,6,14,0,77,34,5,7,4,46,18,3,10,0,34,15,6,33,0,49,94,13,86,4,192,77,11,131,5,223,495,41,153,5,694,331,51,145,10,538,325,109,190,17,641,371,204,137,16,730,185,202,111,5,510,224,204,74,6,510,452,493,89,13,1047,299,388,32,3,726,181,306,25,7,519,89,157,4,0,255,188,328,15,0,534,201,392,107,8,702,65,22,18,0,106,3691,2931,1390,115,8126
UCL512002,52,6,14,0,72,31,3,0,0,33,20,0,17,0,45,20,0,28,0,50,102,4,51,0,160,76,15,88,6,179,471,26,137,4,636,291,38,145,10,482,342,84,158,7,587,352,166,112,3,637,182,166,65,4,421,188,161,55,5,410,374,384,88,5,854,248,334,34,0,620,156,297,13,3,475,91,182,4,0,276,179,391,13,0,585,260,475,99,4,844,60,30,11,0,101,3497,2758,1135,67,7460
UCL512003,63,9,27,4,105,24,0,10,0,38,25,7,39,0,64,5,4,46,3,65,80,4,92,4,178,73,14,136,6,227,383,29,149,13,577,222,52,187,19,474,224,79,184,10,501,272,151,129,13,569,185,157,115,9,462,197,169,88,10,466,410,466,118,18,1014,287,432,63,6,787,242,339,41,4,622,122,230,17,0,367,284,463,19,0,769,300,517,128,12,964,55,16,32,3,103,3451,3139,1628,142,8355
UCL512004,28,7,16,6,53,13,4,10,0,27,10,0,15,0,40,6,0,25,0,33,28,3,38,0,73,28,8,79,0,114,111,13,72,3,206,67,33,80,3,186,87,43,82,10,223,127,60,84,9,274,68,90,74,7,239,102,124,61,5,293,325,398,130,7,857,319,376,56,19,770,303,445,42,16,805,203,294,18,3,520,488,958,52,13,1508,206,430,73,6,710,39,33,41,5,122,2551,3312,1054,114,7026
UCL513001,16,0,6,0,24,5,3,0,0,6,0,0,16,0,21,0,0,35,0,35,17,5,30,0,47,9,7,39,0,54,44,15,44,0,95,27,12,44,9,87,47,27,51,7,129,42,32,44,3,129,31,35,48,0,111,36,57,34,3,130,155,167,74,4,394,164,175,21,3,359,143,196,16,0,354,92,130,4,3,227,156,321,22,3,504,164,227,78,9,481,31,23,37,0,84,1163,1435,633,56,3283
UCL513002,16,0,13,0,23,11,0,5,0,15,0,4,12,0,16,0,0,16,0,18,18,3,36,0,54,11,7,27,0,49,120,8,27,3,162,67,11,49,5,141,86,28,39,7,156,88,57,34,6,188,50,49,20,4,124,69,66,19,3,159,161,159,36,4,357,100,112,9,7,226,75,106,8,0,191,23,57,5,0,83,96,118,7,0,221,104,165,46,0,322,16,13,8,0,37,1119,964,411,43,2536
UCL513003,8,0,6,0,19,0,0,4,0,5,0,0,3,0,7,0,4,8,0,10,6,6,11,0,25,3,0,15,3,23,8,0,17,0,30,3,3,20,0,31,11,15,22,0,55,22,31,26,0,69,12,40,37,0,89,38,69,34,0,140,147,204,49,3,405,119,204,15,5,339,175,243,34,5,456,130,179,8,0,313,441,896,32,0,1368,144,259,28,4,427,12,13,8,0,25,1269,2162,371,33,3839
UCL513004,14,0,14,0,32,0,5,4,0,9,0,0,11,0,13,0,0,21,0,16,9,10,22,4,39,7,5,23,0,34,20,10,22,4,53,14,17,26,0,56,19,18,30,4,75,15,20,39,7,81,18,25,40,0,87,43,44,39,0,126,104,156,62,15,330,116,171,17,3,312,165,209,26,4,406,129,162,14,0,299,350,626,31,4,1005,137,205,38,3,381,23,27,22,3,74,1173,1704,494,62,3436
UCL513005,21,4,15,0,39,3,0,3,0,6,7,3,7,0,15,0,0,17,0,17,27,0,27,0,53,36,7,44,0,84,112,14,55,5,185,80,15,71,3,173,66,37,68,3,174,82,72,54,6,213,48,64,31,0,149,39,75,30,0,147,137,210,62,5,411,79,174,17,0,272,67,153,3,0,225,37,70,10,0,118,55,169,5,0,224,101,313,36,0,459,15,12,11,0,33,999,1405,564,31,3001
UCL514001,12,4,3,0,18,0,0,0,0,3,3,0,6,0,11,11,0,15,0,27,33,0,31,0,66,23,3,37,0,65,163,15,30,3,210,65,21,42,5,133,61,31,36,0,129,81,31,34,7,154,36,43,16,3,95,54,42,11,0,104,71,77,23,0,173,52,86,17,0,154,46,73,7,0,121,18,37,0,0,55,31,67,3,0,111,55,99,27,0,188,15,8,4,4,28,838,649,338,29,1849
UCL514002,15,6,0,0,19,4,0,0,0,8,10,0,4,0,10,7,0,0,5,3,17,0,5,0,22,11,0,16,0,29,63,8,24,0,92,48,6,33,0,86,82,14,34,0,137,83,25,19,0,124,37,42,23,0,105,60,46,12,6,125,103,122,15,0,241,62,122,6,0,193,43,89,6,0,138,24,39,0,0,66,71,143,3,0,216,69,173,25,0,264,9,5,4,0,16,823,843,235,12,1909
UCL514003,6,0,0,0,13,0,0,0,0,8,0,0,4,0,8,5,0,7,0,5,17,0,14,0,29,10,0,30,0,46,37,3,34,0,72,46,13,42,6,102,48,26,54,0,131,70,58,38,3,164,27,61,30,0,119,55,67,11,0,129,101,149,24,3,281,75,116,13,0,203,32,75,6,0,113,17,50,0,0,69,39,71,5,0,118,59,131,30,0,225,4,8,3,0,14,661,832,346,11,1853
UCL514004,11,0,3,0,13,8,0,0,0,10,0,0,9,0,12,7,0,6,0,15,22,11,24,0,50,20,9,32,0,58,114,6,38,4,163,61,11,49,4,127,52,23,43,4,124,61,37,32,0,136,30,40,24,0,92,32,30,15,0,86,83,71,29,8,186,61,72,12,0,144,28,55,10,0,93,11,33,3,0,50,39,60,0,4,106,54,85,16,0,161,19,4,11,0,35,718,553,354,32,1650
UCL515001,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,14,9,0,0,0,9,43,0,10,0,53,20,4,5,0,32,19,4,0,0,30,23,8,3,0,35,13,6,0,0,20,9,10,0,0,14,14,8,0,0,22,6,0,0,0,10,4,7,0,0,7,0,3,0,0,3,5,0,0,0,10,10,17,3,0,31,3,0,0,0,8,216,75,28,0,318
UCL515002,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,9,0,11,19,0,6,0,29,18,0,4,0,19,20,0,6,0,32,8,0,3,0,19,5,3,4,0,12,13,9,0,0,16,17,14,3,0,38,20,17,0,0,35,21,15,0,0,34,5,8,0,0,16,8,30,0,0,38,13,19,0,0,40,0,0,0,0,4,183,130,43,5,357
UCL515003,5,0,0,0,9,5,0,0,0,0,3,0,0,0,3,3,3,5,0,10,14,0,9,0,23,18,0,10,0,21,60,3,5,0,73,32,3,6,0,43,44,3,12,0,61,28,12,4,0,50,10,13,7,0,22,22,9,3,0,35,35,29,4,0,67,21,24,0,0,43,12,25,0,0,45,9,6,0,0,16,6,11,0,0,27,24,37,16,0,70,8,0,0,0,8,356,185,84,8,629
UCL515004,3,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,3,0,7,0,0,3,0,10,7,0,13,0,21,19,0,10,0,32,8,3,14,0,26,12,5,10,0,31,13,11,22,0,42,6,17,10,0,39,13,13,5,0,37,26,56,8,4,96,15,28,3,0,49,12,15,0,0,26,3,20,4,0,26,10,18,0,0,31,29,55,3,0,87,3,7,0,0,9,190,261,121,8,579
UCL515005,7,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,0,0,0,12,7,4,9,0,23,42,0,14,0,63,21,8,5,0,41,22,5,21,0,51,26,13,11,0,48,14,11,15,0,41,14,20,6,0,35,31,54,13,0,97,21,36,0,0,63,14,26,6,0,44,3,9,0,0,11,11,17,0,0,21,29,58,13,0,103,0,4,0,0,3,273,259,127,4,663
UCL515006,3,0,0,0,9,9,0,0,0,11,0,3,10,0,10,5,0,7,0,12,10,6,11,0,30,4,4,14,5,24,37,6,19,0,68,20,11,18,0,48,21,9,12,0,45,32,11,14,0,61,19,15,9,0,47,26,25,12,0,68,42,45,10,0,95,38,41,11,0,85,31,33,3,0,67,17,17,0,0,30,37,36,4,0,74,35,49,19,0,101,15,0,8,0,27,394,315,187,14,916
UCL515007,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,4,0,4,0,12,13,3,5,0,22,14,8,7,0,29,15,6,9,0,28,22,13,4,0,36,15,24,5,0,37,11,20,0,0,36,31,40,7,0,80,19,50,0,0,73,10,31,0,0,43,9,17,0,0,22,10,32,0,0,42,16,47,6,0,71,0,0,0,0,0,185,298,55,3,547
UCL515008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,3,0,0,0,4,3,3,0,0,4,3,0,0,0,4,6,6,5,0,17,12,15,0,0,22,11,27,8,0,36,10,22,0,0,29,44,94,0,0,136,10,33,0,0,41,0,0,0,0,0,103,193,16,0,322
UCL515009,4,0,0,0,0,0,0,0,0,0,5,0,8,0,14,4,0,0,0,4,16,0,7,0,25,5,4,17,0,27,60,0,14,0,72,32,10,11,0,52,49,15,20,0,78,37,20,13,0,70,11,17,7,0,30,26,17,7,0,43,29,27,8,0,66,17,33,5,0,57,14,14,4,0,35,4,10,0,0,11,9,32,0,0,40,34,28,12,0,82,9,0,0,0,9,348,219,130,6,702
UCL515010,0,0,6,0,6,0,0,0,0,0,4,0,7,0,8,0,0,5,0,4,5,8,14,4,26,0,3,9,0,14,19,8,17,5,40,8,7,10,0,23,9,3,10,3,31,14,7,11,0,33,8,7,8,0,21,8,12,11,0,35,30,21,8,0,55,21,13,3,0,40,26,23,6,0,53,12,8,0,0,19,30,18,0,0,52,24,46,12,0,80,4,4,0,0,11,225,188,123,18,555
UCL515011,11,0,0,0,9,4,0,0,0,6,0,0,3,0,4,0,0,0,0,3,16,0,7,0,20,8,0,22,0,29,56,4,13,0,75,43,4,14,0,61,26,14,11,0,51,40,25,11,0,70,16,15,12,0,40,14,17,0,0,36,31,46,12,0,90,13,36,3,0,58,24,27,0,0,54,9,9,0,0,23,22,24,0,0,47,26,35,7,0,66,3,0,0,0,5,361,253,121,7,745
UCL515012,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,7,0,7,0,4,0,0,6,16,6,12,0,31,14,0,11,0,28,11,6,12,0,25,12,11,7,0,29,6,11,4,0,31,3,16,9,0,29,26,47,10,0,86,38,38,3,0,75,18,31,3,0,54,15,33,0,0,43,21,47,0,0,68,25,62,15,0,99,4,0,0,0,4,222,304,94,3,622
UCL515013,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,0,8,0,0,3,0,5,16,3,4,0,26,12,8,5,0,31,25,5,10,0,43,18,15,3,0,38,15,14,6,0,37,17,20,0,0,41,45,38,10,0,88,41,41,3,0,88,18,27,0,0,48,20,13,3,0,37,25,33,5,0,66,45,65,14,0,123,9,0,0,0,7,331,290,68,3,700
UCL515014,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,0,11,4,5,15,3,23,0,0,3,0,4,8,9,12,5,31,0,10,6,3,21,5,6,7,0,15,0,4,5,4,13,0,4,0,0,3,0,0,6,0,8,8,10,5,0,19,11,4,3,0,17,5,9,0,0,20,4,3,0,0,5,3,6,0,0,11,5,12,0,0,29,0,0,0,0,3,69,82,64,15,222
UCL515015,8,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,15,0,7,0,19,10,6,14,0,22,37,6,9,0,54,26,3,16,3,52,22,9,12,0,47,33,27,12,3,73,15,24,0,0,40,13,25,7,0,44,44,56,14,3,120,28,36,4,0,70,12,19,8,0,35,6,21,0,0,23,19,15,0,0,32,16,57,8,0,81,6,0,4,0,12,308,303,117,15,748
UCL515016,4,0,0,0,7,4,0,0,0,7,5,0,0,0,5,5,0,0,0,10,8,0,0,0,11,9,0,6,0,12,44,0,7,0,51,18,3,4,0,24,23,5,0,0,21,24,3,9,0,41,8,4,0,0,13,11,7,0,0,17,23,12,3,0,35,18,14,0,0,27,15,13,0,0,33,6,8,0,0,17,15,12,3,0,34,33,25,7,0,68,7,3,0,0,10,271,116,50,0,434
UCL515017,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,8,0,3,0,12,31,0,5,0,39,17,3,5,0,26,15,4,7,0,30,15,9,0,0,24,11,4,5,0,18,11,5,0,0,15,28,12,0,0,34,12,5,0,0,23,6,7,0,0,16,8,5,0,0,12,9,9,0,0,19,11,20,3,0,35,7,3,0,0,7,195,93,31,3,317
UCL515018,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,12,0,0,3,0,10,9,4,8,0,23,4,0,9,0,14,13,3,3,0,18,3,6,0,0,11,11,0,0,0,13,5,3,6,0,11,17,28,3,0,49,4,23,0,0,22,9,26,3,0,43,6,14,3,0,25,41,44,8,0,92,20,24,7,3,48,6,3,0,0,12,160,174,73,9,410
UCL515019,0,3,0,0,7,3,0,0,0,6,5,0,0,0,5,0,0,5,0,5,9,0,12,0,25,6,0,20,0,29,62,13,11,0,89,32,22,20,0,80,28,19,14,3,60,36,24,16,0,75,27,25,4,3,59,26,26,10,5,67,53,41,5,0,98,35,41,5,0,84,27,17,0,0,41,11,5,0,0,20,20,24,0,0,45,25,45,15,4,82,6,5,4,0,17,407,327,151,17,900
UCL515020,4,0,0,3,14,0,4,3,0,5,6,0,9,0,13,0,0,7,0,7,0,3,11,0,16,5,3,15,0,19,9,5,11,0,28,6,5,20,5,32,15,15,22,0,48,15,17,27,0,52,10,10,13,0,39,12,18,11,3,50,46,45,22,0,120,50,47,4,0,108,39,56,6,3,100,19,16,0,0,41,46,54,0,0,100,50,63,20,0,132,9,4,18,7,32,350,372,216,25,959
UCL515021,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,5,0,7,9,0,0,0,6,4,0,3,0,8,25,0,6,0,29,20,0,7,0,27,26,7,10,0,39,21,11,5,0,41,10,7,4,0,23,12,16,3,0,29,25,18,5,0,52,25,33,0,0,59,12,26,0,0,46,9,18,0,0,23,9,20,0,0,25,20,23,3,0,44,0,0,3,0,3,244,180,47,3,474
UCL515022,4,0,0,0,5,8,0,0,0,11,6,0,0,0,0,0,0,8,0,9,17,0,16,0,32,14,4,13,0,28,69,7,18,0,98,30,16,24,0,75,38,33,27,3,100,47,25,20,5,102,23,34,7,3,65,28,31,3,0,59,66,65,13,3,151,44,52,6,0,98,29,30,3,0,65,7,12,0,0,18,14,23,0,0,36,34,38,11,4,81,9,5,5,0,14,489,370,179,18,1059
UCL515023,4,0,0,0,3,4,0,0,0,4,0,0,0,0,4,4,0,9,0,7,10,0,4,0,11,0,0,12,0,12,32,6,10,0,41,13,6,13,0,29,20,12,9,0,44,22,8,11,0,43,17,11,6,0,36,15,16,3,0,36,38,37,7,0,80,19,28,0,0,53,12,25,0,0,39,9,11,0,0,23,13,17,0,0,37,17,32,4,0,58,8,0,11,0,16,258,215,100,8,574
