UCL_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
UCL322021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5,0,0,0,0,0,0,0,30
UCL322022,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,24
UCL322023,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,4,0,0,0,0,0,56
UCL322024,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,54,4,0,0,0,0,0,0,0,0,62
UCL322025,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,0,28
UCL322026,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,16
UCL322027,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,25
UCL322028,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,24
UCL322029,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,12
UCL322030,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,5,37
UCL322031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,20
UCL322032,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,0,0,0,0,0,0,29
UCL322033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322034,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,3,41,3,0,0,0,0,5,0,0,6,67
UCL322035,3,0,0,0,4,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,17,3,9,0,0,3,4,4,0,0,39
UCL322036,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,57,6,0,0,0,0,0,0,0,0,68
UCL322037,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,8
UCL322038,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,32
UCL322039,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,18
UCL322040,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,25,3,8,0,0,0,0,0,0,0,34
UCL322041,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,13
UCL322042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11
UCL322043,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,24
UCL322044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,0,0,0,0,0,0,0,29
UCL322045,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,40,12,5,0,3,6,0,0,0,0,58
UCL322046,0,0,0,0,4,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,31,6,4,0,0,0,5,0,5,4,54
UCL322047,0,0,0,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,31,10,3,0,0,5,6,0,0,0,58
UCL322048,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,10,3,0,8,0,0,0,0,0,0,22
UCL322049,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,4,0,0,0,35
UCL322050,13,0,0,4,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,32,10,19,0,0,4,4,0,0,0,75
UCL322051,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,23
UCL322052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13
UCL322053,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,8,3,0,0,0,0,0,0,0,30
UCL322054,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,4,0,0,0,0,45
UCL322055,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,0,0,0,0,0,4,47
UCL322056,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL322057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,42
UCL322058,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,67,6,0,0,0,0,0,0,0,9,81
UCL322059,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,20
UCL322060,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,59,7,0,0,4,5,0,0,0,4,67
UCL322061,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
UCL322062,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,7,4,0,0,0,0,0,0,0,26
UCL322063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,29
UCL322064,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,17
UCL322065,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,7,4,0,0,0,0,0,0,0,40
UCL322066,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,51,3,4,0,0,0,0,0,0,0,56
UCL322067,7,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,112,9,10,3,4,4,4,0,0,11,166
UCL322068,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,6,3,0,0,0,0,0,0,0,29
UCL322069,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,12,0,0,0,0,0,0,8,40
UCL322070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6,0,0,0,0,0,0,3,35
UCL322071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
UCL322072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,36
UCL322073,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,53,0,6,0,0,0,0,0,4,3,66
UCL322074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,32
UCL322075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322076,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9
UCL322077,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
UCL322078,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,22
UCL322079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,19
UCL322080,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,7,3,0,0,0,0,0,0,0,33
UCL322081,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,42,9,0,3,0,0,0,0,0,3,62
UCL322082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,33
UCL322083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,16
UCL322084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,19
UCL322085,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,33,14,7,0,0,0,0,0,0,6,56
UCL322086,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,7,0,0,0,27
UCL322087,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,57,4,4,0,0,0,0,0,0,0,73
UCL322088,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,4,0,0,28
UCL322089,0,0,0,7,3,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,7,3,0,0,5,41
UCL322090,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,19
UCL322091,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20
UCL322092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322093,3,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,51,7,5,0,0,5,0,5,0,6,70
UCL322094,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,47,5,3,0,0,0,0,0,0,5,68
UCL322095,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,35
UCL322096,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,31
UCL322097,3,0,0,5,9,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,53,5,5,0,0,5,15,14,0,3,101
UCL322098,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25
UCL322099,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,4,19
UCL322100,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,9,3,0,0,0,0,0,0,0,32
UCL322101,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,37
UCL322102,5,0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,5,0,0,9,36
UCL322103,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,27
UCL322104,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,53,12,5,0,6,3,3,0,0,0,75
UCL322105,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,9,3,0,0,0,0,0,0,0,19
UCL322106,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,32,5,3,0,0,0,3,0,0,3,50
UCL322107,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,72
UCL322108,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,5,30
UCL322109,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,0,0,0,0,0,0,40
UCL322110,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,4,41
UCL322111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,19
UCL322112,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,30,10,3,0,0,0,3,0,0,0,54
UCL322113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322114,4,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,17,6,4,0,0,0,3,0,0,0,25
UCL322115,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,28
UCL322116,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,29,5,0,4,0,0,0,0,0,4,39
UCL322117,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,6,28
UCL322118,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9
UCL322119,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,4,0,0,0,0,22
UCL322120,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,4,10,0,0,0,0,0,0,3,41
UCL322121,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,54,0,3,3,0,0,3,0,0,5,72
UCL322122,0,0,0,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,52,6,0,0,0,0,6,0,0,7,73
UCL322123,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,3,4,19
UCL322124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,4,32
UCL322125,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,9,48
UCL322126,3,7,0,0,0,0,0,13,40,0,0,0,0,0,0,0,0,0,0,0,22,0,3,7,0,0,0,0,0,23,50
UCL322127,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,41,3,0,5,0,0,0,0,0,8,63
UCL322128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
UCL322129,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,29,9,0,0,0,0,0,0,0,0,41
UCL322130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,32
UCL322131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14
UCL322132,0,3,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,15,8,5,3,8,0,0,0,0,3,45
UCL322133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,5,21
UCL322135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7
UCL322136,0,0,0,0,0,4,0,4,10,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0,0,4,0,4,44
UCL322137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9
UCL322138,3,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,4,0,0,0,4,19
UCL322139,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11
UCL331001,1492,354,351,438,878,412,235,432,11737,50,5,4,0,0,0,12,0,0,362,443,36977,6832,4135,722,716,787,1325,651,333,2475,54966
UCL379997,0,6,8,0,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,8,0,4,6,8,4,12,3,0,4,48
UCL401001,39837,10996,11612,13689,16784,6870,1225,3727,214548,224,40,34,16,9,12,25,23,0,517,896,170111,57576,50468,12889,13484,15920,19266,8289,1720,7674,357402
UCL412001,152,34,28,25,35,21,3,27,753,11,0,0,0,0,0,0,0,0,4,16,3440,480,319,39,48,41,44,32,7,151,4611
UCL412002,211,61,37,62,56,24,10,10,993,0,0,0,0,0,0,0,0,0,0,6,1899,616,475,110,73,92,82,48,30,60,3501
UCL412003,347,62,90,92,99,28,16,31,1401,3,0,0,0,0,0,0,0,0,4,10,1568,438,458,84,106,106,119,36,16,109,3044
UCL412004,195,40,51,95,63,31,18,43,1072,3,0,0,0,0,0,0,0,0,4,7,2665,332,267,55,65,120,76,37,27,152,3792
UCL413001,44,21,12,12,15,5,0,10,476,0,0,0,0,0,0,0,0,0,0,0,1990,339,167,42,40,41,45,16,8,58,2751
UCL413002,334,75,102,58,116,39,13,15,1245,0,0,0,0,0,0,0,0,0,81,79,1001,380,418,76,105,70,125,54,13,148,2396
UCL413003,115,30,60,61,74,43,26,12,568,0,0,0,0,0,0,0,0,0,52,53,540,108,140,38,76,72,82,50,32,89,1230
UCL413004,72,17,29,26,33,17,0,10,445,0,0,0,0,0,0,0,0,0,0,0,806,145,141,30,33,45,41,26,0,42,1306
UCL413005,87,28,29,19,32,17,0,8,432,0,0,0,0,0,0,0,0,0,4,7,651,97,126,32,34,31,43,29,0,40,1076
UCL413006,60,17,26,22,17,14,0,10,426,10,0,0,0,0,0,0,0,0,5,11,2667,223,169,28,39,38,40,17,0,112,3332
UCL414001,19,0,7,9,3,3,0,8,156,3,0,0,0,0,0,0,0,0,5,6,1458,84,54,0,17,11,10,5,9,84,1721
UCL414002,28,4,0,0,6,7,0,0,112,0,0,0,0,0,0,0,0,0,0,0,420,98,59,6,7,7,9,9,0,18,635
UCL414003,206,67,90,53,95,25,19,23,717,0,0,0,0,0,0,0,0,0,0,10,244,126,252,72,98,65,105,28,15,37,1048
UCL414004,17,5,6,8,6,3,0,0,113,0,0,0,0,0,0,0,0,0,0,5,433,56,33,6,16,15,6,6,0,14,590
UCL414005,13,5,0,8,14,0,0,10,109,0,0,0,0,0,0,0,0,0,6,3,555,93,60,24,3,4,14,8,0,36,797
UCL415001,7,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,196,24,13,0,0,0,3,4,0,5,255
UCL415002,15,3,3,4,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,6,452,64,24,3,7,9,0,0,0,15,574
UCL415003,39,0,0,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,103,10,41,0,0,6,0,0,0,6,175
UCL415004,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,153,16,10,0,0,0,5,0,0,6,195
UCL415005,20,4,4,6,7,5,0,4,120,0,0,0,0,0,0,0,0,0,0,0,176,31,32,4,4,9,7,9,0,15,284
UCL415006,34,9,23,23,34,14,5,0,300,0,0,0,0,0,0,0,0,3,0,3,311,70,47,14,24,24,39,21,13,11,574
UCL415007,122,41,56,58,68,23,4,4,467,0,0,0,0,0,0,0,0,0,0,0,108,90,136,45,63,60,69,24,9,9,620
UCL415008,20,6,4,7,8,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,122,32,41,11,6,7,5,0,0,5,232
UCL415009,34,3,14,9,4,11,0,0,112,3,0,0,0,0,0,0,0,0,0,4,183,44,46,3,17,9,8,12,0,7,326
UCL415010,28,18,14,17,8,5,0,4,235,0,0,0,0,0,0,0,0,0,0,4,270,37,43,17,19,19,9,8,4,17,442
UCL415011,7,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,71,18,4,0,4,0,0,0,0,4,98
UCL415012,6,3,0,0,0,0,0,5,29,3,0,0,0,0,0,0,0,0,0,4,167,37,14,3,0,0,0,0,0,15,236
UCL415013,11,7,0,4,0,3,0,9,101,0,0,0,0,0,0,0,0,0,0,0,288,65,39,14,0,3,7,3,0,34,457
UCL415014,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,58,15,7,3,0,0,0,0,0,9,90
UCL415015,20,0,0,4,4,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,236,42,22,0,3,11,4,4,0,9,327
UCL415016,4,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,4,287,15,7,3,0,0,0,0,0,17,333
UCL415017,10,7,0,6,6,3,0,0,62,0,0,0,0,0,0,0,0,0,5,4,169,38,38,7,0,6,8,9,0,25,290
UCL415018,4,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,87,12,9,0,6,0,4,0,0,0,127
UCL415019,4,0,0,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,282,19,0,0,6,0,0,0,0,9,318
UCL415020,29,5,8,0,3,0,0,0,90,3,0,0,0,0,0,0,0,0,0,3,215,42,40,5,4,0,3,0,0,6,320
UCL415021,17,7,3,6,21,3,0,0,107,0,0,0,0,0,0,0,0,0,0,0,168,23,29,8,3,3,27,3,0,10,283
UCL415022,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,191,30,16,4,0,4,0,0,6,10,263
UCL415023,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,50,7,0,0,0,0,0,0,0,5,65
UCL415024,3,4,0,0,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,232,14,10,10,0,0,8,0,0,10,281
UCL415025,5,0,0,4,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,87,49,25,0,0,7,3,0,0,4,183
UCL415026,10,3,0,0,6,0,0,6,82,0,0,0,0,0,0,0,0,0,0,5,643,128,66,9,0,4,10,4,0,31,896
UCL415027,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,78,19,17,3,0,0,5,0,0,3,114
UCL415028,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,120,9,19,0,0,0,0,4,0,0,155
UCL415029,19,10,8,7,7,0,0,8,119,0,0,0,0,0,0,0,0,0,0,0,347,32,23,9,9,9,7,0,0,30,479
UCL415030,6,0,4,3,4,0,5,0,81,0,0,0,0,0,0,0,0,0,0,0,493,24,11,7,8,3,8,4,4,19,582
UCL415031,4,0,0,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,119,34,15,0,0,0,4,0,0,10,190
UCL415032,4,0,0,5,3,7,0,0,41,0,0,0,3,0,0,0,0,0,0,3,365,26,10,3,0,7,8,7,0,15,442
UCL415033,0,0,0,0,3,0,23,32,79,0,0,0,0,0,0,0,0,0,0,0,48,0,7,0,0,0,8,0,23,38,121
UCL415034,3,5,10,10,12,4,0,0,51,0,0,0,0,0,0,0,0,0,3,3,68,9,9,5,10,9,9,4,0,9,138
UCL415035,3,0,0,0,4,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,109,3,5,0,0,0,4,0,0,7,143
UCL415036,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,83,5,0,5,0,0,0,0,0,4,103
UCL415037,97,18,27,19,92,57,0,31,610,0,0,0,0,0,0,0,0,0,0,6,382,113,117,23,35,20,106,62,0,52,896
UCL415038,6,3,0,0,4,8,0,6,28,0,0,0,0,0,0,0,0,0,0,0,90,14,6,0,0,0,8,8,0,10,132
UCL415039,77,17,23,16,13,10,0,4,244,0,0,0,0,0,0,0,0,0,0,0,144,107,113,20,29,30,24,22,0,10,494
UCL415040,0,0,5,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,80,0,0,4,5,4,3,0,0,5,98
UCL415041,19,5,4,5,4,0,0,4,105,0,0,0,0,0,0,0,0,0,0,0,343,60,54,7,6,10,13,5,0,9,512
UCL415042,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,87,4,3,0,3,0,0,0,0,3,106
UCL415043,21,4,0,3,5,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,241,27,29,0,0,3,7,0,0,3,319
UCL415044,24,3,3,3,9,0,0,3,185,0,0,0,0,0,0,0,0,0,0,0,169,69,43,9,7,5,9,0,0,8,312
UCL415045,14,3,7,10,12,5,0,0,105,0,0,0,0,0,0,0,0,0,0,0,142,29,19,3,7,15,12,11,0,6,235
UCL415046,13,3,0,6,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,332,24,26,5,6,6,4,0,0,22,421
UCL415047,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,244,38,15,3,0,4,0,0,0,7,313
UCL415048,7,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,319,91,44,0,0,0,0,0,0,11,459
UCL415049,9,0,4,3,0,0,0,7,51,0,0,0,0,0,0,0,0,0,4,4,156,25,22,0,4,3,0,0,0,24,244
UCL421001,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,101,3,9,4,0,0,0,0,0,3,130
UCL421002,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,4,0,0,0,0,31
UCL421003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,12,0,0,0,0,0,0,0,4,112
UCL421004,6,6,0,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,92,3,8,6,0,3,0,0,0,0,117
UCL421005,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,31,10,3,0,0,0,0,0,0,0,42
UCL421006,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,85,4,7,6,0,0,0,0,0,0,104
UCL421007,4,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,54,9,9,0,0,0,5,0,0,6,86
UCL421008,9,0,0,0,0,3,0,0,15,5,0,0,0,0,0,0,0,0,0,5,52,3,14,0,5,0,0,3,0,0,75
UCL421009,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,3,40
UCL421010,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,3,0,0,0,3,48
UCL421011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,59
