UCL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
UCL415014,36,74,31,33,39,0,0,210,35,37,30,22,46,6,0,180,14,23,9,22,71,7,0,141,9,9,5,5,38,11,0,74,234,318,151,137,271,47,0,1165
UCL415015,99,192,110,66,123,41,0,627,71,121,125,103,143,25,0,602,36,71,61,47,146,35,0,401,8,24,14,15,90,30,0,178,688,950,536,419,943,247,0,3789
UCL415016,77,140,76,50,81,13,0,421,38,92,59,59,89,16,0,365,26,35,43,36,102,14,0,251,5,22,3,3,38,7,0,78,429,605,306,242,467,91,0,2145
UCL415017,54,136,50,27,47,32,0,338,39,82,74,32,59,29,0,308,20,30,31,27,48,31,0,189,9,11,4,3,26,19,0,79,278,508,249,158,300,220,0,1709
UCL415018,36,64,48,27,41,15,0,224,30,65,65,39,81,15,0,301,25,33,18,35,68,13,0,187,11,6,6,6,45,12,0,84,223,363,199,155,344,79,0,1361
UCL415019,65,113,69,38,98,15,0,396,20,37,28,40,47,4,0,179,11,10,13,12,26,3,0,73,8,0,6,0,10,0,0,26,348,502,256,187,417,65,0,1778
UCL415020,57,101,62,30,46,17,0,305,29,45,48,41,26,12,0,201,10,24,28,23,68,13,0,164,7,12,6,4,45,3,0,68,337,518,262,199,308,94,0,1715
UCL415021,85,178,77,35,91,18,0,487,61,109,97,66,161,37,0,532,48,69,55,55,157,28,0,414,23,24,12,9,110,20,0,195,605,868,439,306,861,219,73,3365
UCL415022,42,104,35,33,31,9,0,248,31,77,47,34,29,18,0,227,11,42,18,12,20,7,0,110,5,5,5,0,9,3,0,26,328,524,211,141,205,63,0,1482
UCL415023,43,47,22,18,29,18,0,175,13,29,20,20,36,18,0,151,8,31,22,12,48,15,0,138,8,4,4,3,33,17,0,66,147,212,104,94,219,132,0,915
UCL415024,59,113,59,32,98,19,0,384,52,102,82,88,132,43,0,516,33,66,34,54,125,27,0,348,7,15,8,12,65,11,0,116,337,512,299,274,626,180,0,2222
UCL415025,14,51,18,8,17,0,0,103,5,29,10,14,12,4,0,82,6,10,3,11,6,0,0,42,0,0,0,0,4,0,0,6,188,294,124,83,113,29,0,842
UCL415026,83,200,88,35,68,23,0,502,70,134,105,80,117,14,0,518,46,96,54,59,134,39,0,435,17,28,15,13,82,28,0,185,500,844,440,270,618,157,6,2839
UCL415027,30,44,16,9,15,9,0,124,10,13,20,8,7,5,0,64,3,10,5,3,10,0,0,32,0,0,4,0,4,0,0,11,194,266,125,73,120,60,0,835
UCL415028,42,70,24,14,24,4,0,171,20,63,55,11,22,6,0,177,8,15,10,3,19,0,0,69,7,0,0,3,6,0,0,11,189,311,143,70,133,43,0,882
UCL415029,92,196,131,71,175,43,0,704,61,144,117,93,200,41,0,661,43,70,37,49,152,21,0,378,11,19,18,14,123,17,0,203,673,1039,566,407,1010,261,5,3958
UCL415030,116,241,108,82,151,51,0,744,103,240,210,164,258,67,0,1037,47,103,90,109,208,63,0,615,18,30,20,6,80,41,0,192,577,1043,611,496,979,321,3,4035
UCL415031,14,50,31,14,21,11,0,145,21,34,28,19,24,8,0,127,3,9,4,4,10,0,0,36,3,0,0,0,0,0,0,3,192,325,124,108,129,38,0,912
UCL415032,69,159,87,48,56,14,0,433,62,186,128,104,98,24,6,600,22,50,44,51,70,13,0,249,10,13,8,6,22,4,0,75,283,598,365,264,355,89,4,1964
UCL415033,23,43,13,11,30,14,0,129,9,27,33,20,32,7,0,130,0,13,16,10,21,12,0,63,0,0,5,0,0,5,0,12,169,228,114,70,162,74,139,952
UCL415034,43,80,25,18,30,19,0,216,22,43,35,16,54,5,0,186,12,18,17,11,37,6,0,102,4,4,3,0,20,0,0,36,214,317,173,103,243,71,0,1120
UCL415035,45,67,39,23,74,36,0,279,29,67,41,33,100,28,0,290,17,21,10,27,54,21,0,146,6,5,3,5,17,12,0,40,165,279,145,137,373,197,0,1296
UCL415036,33,55,31,18,34,10,0,184,30,56,35,47,81,10,0,252,10,36,25,23,73,19,0,181,8,5,12,7,56,6,0,82,142,238,130,121,299,67,0,999
UCL415037,121,184,80,40,148,53,0,630,81,146,115,92,199,38,0,675,51,74,55,45,155,35,0,416,23,17,20,4,110,21,0,198,735,1010,514,334,1282,270,150,4284
UCL415038,39,81,44,15,26,17,0,216,31,68,53,39,45,13,0,250,17,26,26,20,31,7,0,130,0,3,7,4,7,0,0,27,205,318,187,129,193,49,3,1081
UCL415039,83,96,40,20,71,26,0,338,14,11,12,7,18,0,0,63,4,3,6,0,8,3,0,15,0,0,0,0,5,0,0,3,572,802,315,235,596,271,5,2799
UCL415040,46,74,29,22,40,13,0,227,30,32,29,27,49,19,0,192,20,23,16,18,56,19,0,148,4,3,6,0,27,5,0,42,213,278,140,130,294,151,0,1211
UCL415041,104,235,105,64,95,13,0,618,78,165,141,115,121,16,0,635,39,74,52,70,134,32,0,397,13,31,15,15,126,11,0,215,724,1129,560,409,740,121,0,3694
UCL415042,29,87,37,24,33,15,0,226,48,82,44,54,70,29,0,321,21,39,36,32,79,19,0,223,10,22,12,7,51,11,0,107,223,404,205,153,304,95,0,1374
UCL415043,61,87,60,22,89,19,0,342,25,57,35,54,54,12,3,240,13,11,14,3,34,14,0,97,3,10,4,3,9,6,0,30,461,635,286,236,512,145,0,2283
UCL415044,18,53,25,11,29,5,0,144,9,21,12,11,17,0,0,79,5,6,10,0,11,0,0,33,0,0,0,0,3,0,0,13,281,392,141,98,277,47,0,1237
UCL415045,29,72,27,18,34,19,3,204,44,66,51,49,92,27,0,327,20,26,24,22,78,22,0,199,10,14,11,5,70,11,0,123,238,342,172,161,428,134,36,1508
UCL415046,106,210,115,75,185,54,0,750,99,196,150,134,230,53,0,862,40,81,62,75,167,54,0,480,5,10,7,4,85,15,0,130,581,935,499,416,967,306,0,3699
UCL415047,46,130,56,23,36,9,0,298,18,62,54,31,38,11,0,214,7,14,7,15,24,4,0,76,0,5,0,3,39,5,0,49,352,578,254,165,333,56,0,1740
UCL415048,57,127,64,26,27,7,4,317,36,87,90,35,45,13,0,311,17,46,32,30,26,3,0,155,9,7,4,3,19,0,0,42,403,607,336,167,230,56,4,1802
UCL415049,43,97,61,25,24,0,0,256,23,56,46,59,48,4,0,243,20,42,27,22,62,11,0,181,7,12,7,0,61,5,0,86,318,493,226,163,317,38,0,1551
UCL421001,34,53,26,27,48,8,0,199,29,66,63,39,72,21,0,287,22,38,17,20,55,17,0,168,6,4,13,7,43,6,0,76,164,245,166,130,284,84,0,1073
UCL421002,8,28,20,4,15,5,0,82,20,25,24,24,14,20,0,131,8,13,13,3,19,6,0,62,3,3,0,0,0,3,0,15,66,122,80,49,78,46,0,436
UCL421003,16,52,23,13,13,6,0,116,9,27,22,18,16,0,0,99,6,12,7,0,12,0,0,41,0,4,0,0,6,0,0,19,146,250,112,71,108,25,0,710
UCL421004,30,59,18,22,39,29,0,203,22,45,27,28,48,24,0,201,14,20,17,11,31,12,0,99,0,0,6,4,16,7,0,30,137,226,110,87,195,112,0,869
UCL421005,21,34,16,5,23,13,0,117,13,28,8,25,24,8,0,113,4,16,12,25,16,9,0,89,6,4,3,4,20,10,0,44,112,171,82,93,134,77,0,665
UCL421006,19,44,34,6,12,0,0,116,7,16,18,21,5,0,0,62,0,10,6,5,4,0,0,24,4,0,0,0,0,0,0,7,94,185,104,68,72,18,0,536
UCL421007,33,39,25,21,18,8,0,144,24,46,37,30,25,5,0,165,13,19,12,17,21,4,0,83,0,0,0,0,3,0,0,7,126,193,114,91,111,29,5,663
UCL421008,29,53,29,16,26,8,0,158,22,40,36,31,43,17,0,190,6,14,10,14,30,4,0,82,5,4,0,0,14,4,0,31,136,212,121,108,179,73,0,835
UCL421009,19,28,15,3,18,4,0,86,11,18,16,25,26,3,0,99,8,13,13,8,24,8,0,68,0,8,0,5,28,3,0,38,107,177,88,77,134,25,0,609
UCL421010,16,24,14,5,8,0,0,64,7,19,12,10,12,0,0,58,3,5,0,0,3,3,0,11,0,0,0,0,0,0,0,3,117,154,68,42,64,26,0,474
UCL421011,26,25,9,13,17,12,0,98,13,30,16,9,34,9,0,117,8,11,9,16,28,5,0,84,0,5,0,0,25,0,0,32,90,139,56,61,147,49,0,540
UCL421012,17,35,10,13,17,6,0,98,14,24,28,17,19,11,0,108,12,11,12,7,17,5,0,54,0,3,0,0,3,0,0,8,81,138,64,60,94,61,0,504
UCL421013,27,65,38,16,17,16,0,178,13,32,16,13,14,13,0,103,0,3,6,9,11,4,0,32,5,0,5,0,3,3,0,16,180,260,138,83,94,78,0,833
UCL421014,16,43,18,15,7,0,0,99,11,16,18,12,16,0,0,65,0,9,10,11,12,9,0,45,0,0,9,3,16,30,0,61,125,173,89,67,88,56,0,603
UCL421015,11,25,25,14,18,0,0,99,8,20,10,8,19,3,0,71,5,5,5,0,17,0,0,34,6,4,0,0,20,0,0,33,86,116,72,65,127,31,0,500
UCL421016,22,37,22,9,12,0,0,103,7,32,15,18,4,0,0,75,0,3,5,9,3,0,0,22,0,0,0,0,0,0,0,0,110,149,67,59,38,14,0,438
UCL421017,12,15,3,11,7,7,0,54,6,7,9,3,6,0,0,36,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,88,106,53,39,44,15,0,354
UCL421018,39,48,21,11,21,15,0,160,18,31,31,19,29,15,0,143,12,12,15,9,25,3,0,79,3,3,4,0,25,7,0,42,200,269,139,84,193,78,0,962
UCL421019,20,35,17,10,25,0,0,98,11,30,14,11,20,7,0,85,7,11,13,14,23,10,0,68,3,6,0,0,20,7,0,35,84,149,80,55,109,46,0,525
UCL421020,19,24,3,7,19,9,0,74,7,12,8,3,25,3,0,66,9,15,11,7,22,7,0,72,4,4,8,3,19,6,0,30,92,112,57,48,119,46,0,472
UCL421021,6,17,10,3,23,0,0,70,5,15,19,20,16,3,0,77,8,6,8,10,16,6,0,61,3,5,5,0,12,0,0,27,59,110,74,53,102,29,0,431
UCL421022,20,60,35,16,27,4,0,166,18,36,37,23,15,6,0,137,3,7,10,11,6,0,0,46,0,0,0,0,0,4,0,9,171,275,145,80,94,27,0,795
UCL421023,16,39,21,14,17,4,0,112,0,21,10,13,26,9,0,76,10,6,3,12,15,5,0,55,4,0,4,3,8,0,0,18,156,179,82,73,129,61,0,685
UCL421024,22,48,17,5,25,10,0,132,16,41,19,17,31,19,0,145,9,24,14,18,35,8,0,104,7,4,0,0,24,7,0,39,106,196,83,73,163,99,0,719
UCL421025,26,54,27,8,35,7,0,155,23,42,26,23,50,16,0,183,4,12,11,12,20,3,0,63,4,4,0,0,6,0,0,16,129,189,97,78,173,50,0,710
UCL421026,8,35,14,9,23,7,0,101,21,33,26,23,35,7,0,138,11,17,9,14,37,19,0,106,0,10,4,4,29,17,0,63,111,160,90,80,155,72,0,663
UCL421027,17,24,16,11,13,7,0,74,15,23,11,12,26,10,0,91,9,10,3,10,8,11,0,50,0,4,0,0,6,16,0,26,98,135,70,56,105,50,0,498
UCL421028,17,43,28,7,12,3,0,120,6,8,12,6,11,0,0,51,6,4,7,0,0,0,0,18,4,0,0,0,3,0,0,7,96,140,92,30,62,17,0,438
UCL421029,16,35,3,12,14,3,0,84,13,24,12,12,27,14,0,97,4,10,12,6,17,8,0,48,3,6,0,5,26,6,0,48,82,121,52,47,113,46,0,466
UCL421030,16,21,25,3,22,15,0,112,12,19,13,15,17,11,0,79,0,4,5,8,16,5,0,41,0,0,0,0,22,0,0,24,92,132,66,43,141,55,0,535
UCL421031,16,41,20,13,28,9,0,123,10,40,26,11,38,12,0,129,8,10,11,9,25,0,0,60,0,0,0,3,11,0,0,20,101,149,81,54,145,30,0,559
UCL421032,18,25,7,6,20,10,0,84,12,15,11,11,29,8,0,83,9,7,0,7,24,5,0,50,0,0,0,0,5,0,0,8,88,125,50,48,168,33,0,514
UCL421033,10,10,0,0,16,3,0,41,8,0,0,0,8,0,0,25,0,0,0,0,6,4,0,12,0,0,0,0,0,3,0,8,108,101,46,34,83,45,4,417
UCL421034,35,69,30,14,29,14,3,194,17,46,38,32,68,18,0,233,10,18,12,19,44,19,0,127,3,0,3,0,23,0,0,37,145,265,130,110,240,107,6,999
UCL421035,18,40,14,14,26,7,0,116,7,31,22,20,39,14,0,132,6,18,17,19,37,14,0,106,0,0,0,0,45,7,0,62,90,162,85,86,192,56,0,673
UCL421036,19,56,15,19,20,0,0,129,9,17,12,17,14,4,0,64,8,0,7,3,7,6,0,22,0,4,0,0,6,0,0,10,165,241,96,93,129,27,0,745
UCL421037,25,61,31,11,27,13,0,164,22,41,32,32,43,16,0,190,3,12,14,8,31,11,0,87,0,3,5,3,30,11,0,53,138,225,130,91,194,86,0,861
UCL421038,22,66,32,14,12,0,0,144,12,38,22,16,13,0,0,103,4,19,3,9,9,0,0,44,5,5,3,0,0,0,0,20,160,293,122,68,76,21,0,739
UCL421039,14,25,16,15,16,8,0,88,9,6,10,12,11,0,0,39,0,4,0,0,5,0,0,10,0,0,0,0,3,0,0,0,99,139,69,58,101,27,0,490
UCL421040,9,37,11,14,7,5,0,81,12,26,13,18,13,0,0,87,6,5,8,8,8,0,0,33,5,0,0,0,3,0,0,7,108,150,87,58,87,24,0,518
UCL421041,21,26,17,7,16,10,0,87,8,24,16,11,13,3,0,81,3,8,0,12,10,5,0,30,4,0,0,0,17,10,0,31,90,120,58,62,85,36,4,452
UCL421042,15,39,22,9,19,7,0,109,20,45,22,25,38,3,0,161,9,25,19,22,35,13,0,115,5,3,6,7,48,0,0,66,104,179,114,95,184,30,0,702
UCL421043,9,33,18,7,22,8,0,100,18,26,24,22,44,9,0,140,0,10,8,17,22,3,0,65,5,4,0,0,13,0,0,25,89,130,83,71,140,46,0,556
UCL422001,7,9,5,13,10,4,0,35,5,4,4,8,7,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,45,44,29,35,33,15,0,201
UCL422002,0,15,5,3,10,3,0,41,0,3,4,0,4,0,0,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40,82,51,31,47,45,0,300
UCL422003,9,27,5,13,12,3,0,70,9,37,14,10,17,5,0,89,6,15,8,3,6,3,0,36,0,0,0,0,0,0,0,0,44,98,42,27,45,22,0,281
UCL422004,5,21,6,6,18,3,0,60,7,12,8,10,22,3,0,64,0,8,7,8,9,5,0,24,0,0,0,0,0,0,0,10,38,66,21,29,67,22,0,237
UCL422005,12,13,5,9,10,3,0,44,6,13,9,9,13,5,0,58,0,5,0,0,6,4,0,15,0,0,0,4,4,0,0,10,33,55,27,30,35,20,0,201
UCL422006,13,27,10,8,9,0,0,72,8,17,23,13,22,7,0,84,8,4,4,7,10,5,0,32,0,0,3,0,3,0,0,8,67,112,46,29,73,15,0,337
UCL422007,14,15,10,8,15,8,0,58,9,15,14,3,21,16,0,69,0,4,0,3,7,3,0,20,0,3,0,0,0,5,0,7,36,60,36,16,57,27,0,238
UCL422008,15,24,9,5,11,7,0,68,14,7,10,6,15,7,0,54,0,6,6,7,13,0,0,32,0,0,0,0,3,0,0,3,76,95,41,30,83,24,0,350
UCL422009,10,15,3,3,9,0,0,44,3,11,0,8,16,0,0,42,4,8,11,8,17,3,0,45,0,4,0,0,26,0,0,33,47,57,23,17,88,6,0,241
UCL422010,8,28,12,4,8,3,0,66,10,19,8,19,8,5,0,61,3,7,9,7,3,0,0,31,0,0,0,0,3,0,0,5,52,91,52,44,24,24,0,293
UCL422011,4,14,4,0,15,3,0,42,3,11,14,10,19,0,0,55,4,3,3,0,14,5,0,37,0,0,0,0,4,0,0,5,31,42,29,22,70,14,0,202
UCL422012,10,28,13,10,14,9,0,74,6,8,9,5,6,9,0,44,0,0,7,0,7,0,0,20,0,0,0,0,0,0,0,0,83,106,77,31,72,22,0,395
UCL422013,5,19,12,7,3,0,0,47,3,11,3,8,5,0,0,22,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,54,90,45,20,26,10,0,243
UCL422014,7,18,8,3,5,0,0,44,7,9,6,5,0,0,0,27,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,34,68,30,20,21,5,0,166
UCL422015,19,34,17,16,12,4,0,104,15,30,24,10,22,3,0,105,0,8,15,3,7,5,0,40,0,0,0,0,3,3,0,11,63,89,60,52,59,34,0,358
UCL422016,11,15,7,0,4,4,0,45,8,13,4,0,6,3,0,31,0,0,3,4,13,4,0,23,0,5,0,0,0,0,0,7,37,52,22,10,31,10,0,171
UCL422017,0,11,4,0,16,0,0,36,0,6,11,3,15,0,0,35,8,4,3,9,10,0,0,29,0,0,3,0,5,0,0,15,29,50,24,17,53,6,0,185
UCL422018,4,9,9,0,7,0,0,37,3,10,5,4,20,6,0,43,5,4,4,3,5,0,0,19,0,0,0,0,0,0,0,3,23,40,24,20,52,14,0,174
UCL422019,19,27,22,12,19,7,0,98,11,32,26,36,35,12,0,161,3,8,6,20,32,5,0,73,0,4,0,0,3,0,0,12,58,118,68,82,111,50,0,485
UCL422020,13,24,8,5,5,13,0,73,10,13,11,12,14,12,0,70,0,4,5,3,24,0,0,34,0,5,0,0,0,3,0,8,54,99,49,34,57,47,0,338
UCL422021,7,28,12,5,16,18,0,83,8,34,25,13,14,8,0,107,3,5,0,3,15,3,0,23,0,3,0,0,4,0,0,7,39,111,55,31,83,35,0,351
UCL422022,9,5,0,0,0,0,0,24,3,0,0,0,12,4,0,16,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,120,78,13,0,26,24,0,273
UCL422023,13,8,7,5,6,3,0,46,3,4,4,4,15,6,0,42,0,9,0,0,9,0,0,22,0,0,0,0,0,0,0,0,46,48,29,24,56,39,0,236
UCL422024,9,8,6,0,4,0,0,18,0,0,0,0,5,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,44,86,27,0,26,10,0,199
UCL422025,10,16,12,6,10,4,0,50,6,5,13,7,24,6,0,64,0,0,5,4,19,6,0,36,0,8,5,0,17,0,0,31,51,66,37,34,77,11,0,283
UCL422026,9,21,14,7,10,0,0,55,0,9,4,3,10,0,0,27,0,3,3,0,3,0,0,12,0,0,0,0,0,3,0,3,65,102,54,38,38,10,0,313
UCL422027,5,10,5,4,3,24,0,46,5,5,0,5,10,29,0,45,0,0,0,0,0,7,0,8,0,0,0,0,0,3,0,3,12,20,7,6,24,111,0,185
UCL422028,3,16,9,4,9,10,0,49,4,10,19,0,10,12,0,57,0,7,4,5,4,12,0,24,0,0,0,0,3,0,0,7,39,68,34,17,36,53,0,240
UCL422029,10,7,0,0,3,0,0,26,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,60,73,41,7,25,20,0,224
UCL422030,10,18,15,0,16,3,0,61,8,16,13,0,20,11,0,67,0,3,6,7,11,6,0,29,0,0,0,0,6,0,0,5,44,68,37,20,81,19,0,272
UCL422031,8,16,15,11,10,0,0,60,4,15,7,9,15,7,0,54,0,0,3,9,5,4,0,24,0,0,0,0,0,0,0,4,35,55,43,33,69,38,0,274
UCL422032,11,20,10,4,7,3,0,58,0,15,5,5,7,6,0,36,0,3,7,0,0,0,0,7,3,0,0,0,0,0,0,3,54,83,36,32,34,16,0,255
UCL422033,10,26,8,6,6,17,0,80,5,9,11,0,8,4,0,32,0,5,0,0,0,9,0,16,0,0,0,0,0,0,0,5,47,81,29,14,41,56,0,277
UCL422034,9,25,10,7,5,8,0,62,11,6,7,10,5,4,0,43,8,0,0,3,4,0,0,17,0,0,0,0,0,0,0,7,69,70,40,35,31,26,0,267
UCL422035,17,13,10,4,11,7,0,62,4,9,8,4,11,0,0,36,3,3,9,0,5,4,0,22,0,0,0,0,0,0,0,3,71,93,45,29,58,31,0,336
UCL422036,9,20,10,12,15,4,0,66,7,10,11,12,28,5,0,67,0,8,0,3,18,3,0,32,0,0,0,0,3,0,0,3,49,78,45,52,108,18,0,349
UCL422037,0,5,7,5,9,0,0,31,5,8,4,14,9,0,0,43,4,0,0,6,3,0,0,25,0,0,0,0,0,0,0,0,33,54,31,43,55,14,0,226
UCL422038,8,18,7,0,9,0,0,37,9,9,0,9,8,0,0,35,5,8,6,3,6,0,0,32,0,0,0,0,0,0,0,3,38,71,21,22,34,10,0,211
UCL422039,4,16,8,6,15,3,0,54,0,9,13,5,18,9,0,55,0,0,0,0,11,4,0,18,0,0,0,0,0,0,0,0,35,40,24,24,56,25,0,212
UCL422040,12,21,11,0,6,3,0,48,3,5,9,6,10,10,0,42,3,9,4,7,10,0,0,33,0,3,4,0,0,3,0,10,40,89,42,35,41,17,0,254
UCL422041,4,18,12,11,12,3,0,69,12,19,24,16,23,0,0,97,7,12,8,7,11,4,0,54,0,0,0,0,4,0,0,3,63,90,59,41,58,17,0,322
UCL422042,11,28,14,10,11,3,0,79,3,8,15,8,24,14,0,78,6,3,8,10,16,11,0,51,0,0,0,0,3,10,0,7,35,70,40,35,85,44,0,312
UCL422043,11,7,7,0,9,7,0,36,6,11,3,7,6,3,0,34,3,8,5,3,4,0,0,17,0,0,0,0,3,0,0,4,27,43,16,13,32,8,0,137
UCL422044,9,13,10,9,5,8,0,60,10,18,13,15,19,5,0,71,8,8,10,3,18,3,0,44,0,3,0,3,3,0,0,16,47,64,46,36,69,29,0,285
UCL422045,21,41,22,16,19,16,0,129,13,50,21,28,44,12,0,168,5,13,9,17,19,3,0,72,4,8,3,7,13,0,0,31,63,157,63,77,105,39,0,510
UCL422046,15,15,13,8,11,14,0,74,12,15,12,11,18,3,0,67,0,9,7,9,13,3,0,44,0,3,5,0,5,0,0,11,57,83,54,44,64,38,0,348
UCL422047,9,14,10,8,0,0,0,39,6,14,12,0,11,0,0,44,0,0,0,3,0,0,0,5,0,3,3,0,0,0,0,8,30,58,28,13,21,4,0,159
UCL422048,8,15,9,15,12,5,0,71,6,15,11,6,21,5,0,63,6,8,0,5,17,5,0,42,0,0,0,0,7,0,0,18,31,70,48,43,87,25,0,304
UCL422049,8,26,7,9,11,4,0,59,3,11,3,0,5,0,0,21,3,3,3,5,8,0,0,23,0,3,0,0,3,0,0,7,39,78,33,26,35,12,0,224
UCL422050,3,7,3,7,4,0,0,31,0,9,10,3,8,6,0,32,0,4,0,3,6,5,0,14,0,0,0,0,0,0,0,0,28,43,25,21,31,8,0,156
UCL422051,14,26,11,6,9,4,0,71,4,8,8,10,17,3,0,56,0,0,0,6,0,0,0,10,0,0,0,0,3,0,0,3,47,96,37,38,68,22,0,317
UCL422052,6,32,24,12,9,0,0,91,11,36,21,20,27,6,0,110,7,26,17,16,18,7,0,88,4,0,0,0,6,4,0,16,65,129,80,57,74,22,0,424
UCL422053,12,10,6,3,14,23,0,65,5,8,8,3,15,21,0,66,6,7,0,0,15,19,0,36,0,4,0,0,3,0,0,10,25,33,16,10,57,107,0,255
UCL422054,7,16,4,9,8,6,0,50,0,15,8,0,7,4,0,35,0,3,4,3,3,5,0,24,0,4,0,0,0,0,0,7,36,56,36,13,35,20,0,205
UCL422055,9,19,13,3,13,0,0,56,5,10,10,3,11,3,0,45,0,6,3,0,12,7,0,29,0,0,0,0,0,0,0,5,41,69,35,22,93,24,0,282
UCL422056,12,13,4,0,0,0,0,34,5,8,6,3,3,3,0,27,0,0,0,6,3,4,0,16,6,6,0,0,5,3,0,17,48,62,33,20,43,18,0,220
UCL422057,17,22,9,4,6,5,0,56,4,11,6,16,9,7,0,51,0,0,0,6,4,0,0,11,3,0,0,0,0,0,0,4,78,90,42,38,43,27,0,322
UCL422058,5,11,8,0,9,0,0,33,4,10,4,3,4,8,0,30,0,6,3,4,12,0,0,19,0,0,0,3,0,0,0,8,29,40,29,21,44,9,0,180
UCL422059,13,22,18,4,10,12,0,82,8,18,17,14,12,10,0,75,0,4,3,4,11,8,0,42,0,0,0,0,6,0,0,7,51,90,52,57,69,67,0,387
UCL422060,5,17,16,0,5,4,0,44,9,11,11,6,21,6,0,55,0,3,4,7,8,0,0,20,0,0,0,0,6,0,0,10,27,56,30,24,44,18,0,197
UCL422061,11,16,6,0,17,11,0,53,9,4,3,0,7,0,0,21,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,47,58,17,17,38,21,0,197
UCL422062,0,10,3,4,6,0,0,24,0,6,4,3,0,0,0,19,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,22,48,36,21,28,3,0,157
UCL422063,5,11,0,0,0,5,0,19,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,57,13,21,18,67,0,214
UCL431001,4110,8201,4490,2830,4069,2001,15,25719,2456,4971,3798,3282,4048,1559,27,20137,883,1663,1337,1352,2205,799,12,8252,212,310,191,173,623,206,3,1723,23402,34723,18714,13987,21901,11547,386,124656
UCL479997,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,19,8,7,40
UCL501001,40664,73666,31411,19290,48050,8531,910,222529,23094,47733,29737,21440,47111,7417,788,177310,11486,20937,13941,11281,33226,7065,267,98207,4611,5816,2973,2182,18828,5478,78,39957,349476,447152,183760,136880,412992,82217,4837,1617314
UCL511001,1523,2866,1332,892,1800,426,14,8854,841,1813,1268,923,1850,370,11,7074,454,831,578,503,1268,283,3,3920,141,241,121,92,639,280,0,1511,11443,16155,7288,5774,13600,3656,89,58003
UCL512001,735,1429,644,323,716,203,11,4055,444,939,639,513,803,205,0,3545,291,480,310,342,768,149,3,2343,136,139,89,93,481,110,0,1051,4943,7125,3254,2428,5695,1743,40,25220
UCL512002,603,1154,501,293,635,216,9,3406,437,905,681,505,821,183,0,3529,234,461,335,270,643,149,0,2099,106,112,79,59,432,98,0,877,4250,6175,2996,2200,4812,1262,30,21726
UCL512003,638,1303,588,382,937,326,8,4174,386,816,501,454,886,267,3,3315,210,339,225,215,670,243,5,1902,75,98,64,53,347,141,5,776,4707,6908,2994,2415,6412,2633,43,26103
UCL512004,579,980,381,232,929,498,14,3617,224,418,229,185,544,313,19,1934,73,102,78,64,285,90,0,690,19,17,12,12,107,32,0,199,4421,5831,2191,1741,6118,3156,75,23545
UCL513001,479,763,290,152,638,493,9,2824,380,638,332,203,780,336,12,2687,146,184,98,68,248,149,0,882,14,10,9,7,47,29,0,111,3222,4352,1613,1001,3646,2859,123,16818
UCL513002,268,427,175,123,247,126,4,1373,125,245,183,153,286,97,0,1086,83,132,95,81,241,106,0,741,39,49,18,19,108,24,0,257,1723,2262,964,737,1760,923,18,8392
