UCL_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
UCL101001,333675,659520,216852,195873,301198,167623,120698,141898,42675,2180010
UCL102001,3230,4309,2795,2291,3512,1533,1070,1587,445,20771
UCL102002,16908,29040,20427,18450,18501,13098,8268,13590,2340,140622
UCL102003,3120,5231,4085,3889,3166,2703,1223,2816,507,26736
UCL102004,18638,42988,23007,22174,20948,14126,9117,13743,2332,167079
UCL102005,13879,28775,18488,16737,16087,10497,8610,11246,2017,126328
UCL111001,2805,5013,3664,3548,3033,2397,1705,2514,414,25097
UCL111002,2405,4454,2810,3221,2708,2312,1000,2487,374,21772
UCL111003,4187,7071,6834,5743,5278,3939,4015,4650,684,42397
UCL112001,1027,2380,1035,1278,992,767,351,1036,115,8987
UCL112002,1746,3256,2356,2748,1999,1547,1129,1869,274,16928
UCL112003,1764,4042,1651,1744,1536,930,520,940,185,13319
UCL112004,1649,2658,1432,1150,1135,912,408,850,150,10341
UCL112005,718,891,1490,1383,801,836,1014,1248,157,8536
UCL112006,1945,3667,2599,2956,2339,1812,1105,1909,345,18680
UCL112007,406,512,461,389,332,275,150,278,58,2857
UCL112008,720,1237,966,1188,802,812,283,779,136,6918
UCL112009,1107,1642,1568,1751,1211,987,877,1359,220,10721
UCL112010,1353,1542,1437,1010,1147,941,723,2206,272,10640
UCL112011,619,900,1607,1241,1033,822,1100,1188,152,8657
UCL112012,1095,2501,1578,1905,1462,1245,664,1690,180,12324
UCL112013,174,195,155,157,152,91,63,126,19,1133
UCL112014,942,1730,1453,1192,1104,724,699,947,181,8979
UCL112015,1234,2107,2054,2333,1355,1386,782,1582,219,13055
UCL112016,1984,4294,2799,2534,2330,1575,1318,1907,299,19038
UCL112017,2266,4838,2603,3191,2515,2021,789,1840,339,20404
UCL112018,1430,2777,2081,2109,1694,1481,1022,2661,231,15486
UCL112019,2603,5025,3475,3313,2803,2330,1285,2543,412,23784
UCL113001,805,1481,1051,1165,794,750,328,859,101,7344
UCL113002,524,587,674,662,547,544,253,594,88,4472
UCL113003,674,1240,1109,1163,760,649,726,720,155,7198
UCL113004,964,1378,732,727,412,452,131,493,133,5433
UCL113005,572,995,803,1193,756,691,446,870,104,6427
UCL113006,262,443,367,681,325,373,214,486,70,3225
UCL113007,911,1862,947,776,715,427,281,380,91,6389
UCL113008,376,587,670,612,554,380,474,524,83,4254
UCL113009,517,767,894,668,663,435,354,476,96,4877
UCL113010,536,869,1045,701,522,489,731,619,79,5589
UCL113011,312,523,1004,519,450,421,900,666,97,4890
UCL113012,792,1060,909,855,686,567,246,581,105,5810
UCL113013,465,621,906,845,730,577,644,822,128,5731
UCL113014,572,859,1266,795,759,592,1214,710,124,6883
UCL113015,383,517,680,676,457,370,216,499,83,3886
UCL113016,524,970,780,1101,630,773,378,920,104,6180
UCL113017,700,962,934,792,556,645,196,643,88,5518
UCL113018,115,119,187,121,109,86,61,111,23,934
UCL114001,230,453,293,323,248,191,83,226,35,2075
UCL114002,233,363,358,348,217,213,132,273,36,2174
UCL114003,274,339,435,531,356,332,304,859,45,3487
UCL114004,370,544,425,384,368,295,223,295,61,2970
UCL114005,194,284,276,308,192,187,168,281,39,1939
UCL114006,252,278,343,290,208,217,176,495,31,2280
UCL114007,375,442,462,464,363,346,220,472,60,3203
UCL114008,309,441,390,407,325,262,197,322,78,2733
UCL114009,357,981,511,678,363,339,142,347,45,3763
UCL114010,359,491,434,376,285,305,258,364,62,2927
UCL114011,171,244,243,262,208,199,125,264,39,1758
UCL114012,741,981,414,341,612,185,94,130,82,3588
UCL114013,366,515,547,436,341,307,586,463,68,3642
UCL114014,422,784,583,421,463,235,163,234,47,3348
UCL114015,335,524,516,580,322,426,209,708,62,3683
UCL114016,350,469,490,401,371,247,262,629,76,3302
UCL114017,632,1182,538,425,394,369,98,237,50,3924
UCL114018,439,709,532,501,402,412,141,319,46,3506
UCL114019,342,527,384,368,352,251,315,332,69,2939
UCL114020,512,773,708,457,458,357,272,489,71,4089
UCL114021,374,657,627,599,434,364,282,517,59,3913
UCL114022,180,321,276,345,201,208,103,275,40,1950
UCL114023,276,426,435,289,264,234,396,313,36,2676
UCL114024,457,683,659,517,493,409,536,486,64,4300
UCL114025,379,707,483,432,366,233,94,273,56,3007
UCL114026,266,454,429,325,357,228,181,196,52,2487
UCL114027,272,340,333,282,260,212,104,201,39,2044
UCL114028,217,357,429,268,222,165,303,474,42,2476
UCL114029,340,367,528,267,481,188,313,271,43,2801
UCL114030,254,328,277,304,227,185,83,249,28,1939
UCL114031,271,325,491,398,369,265,234,303,33,2691
UCL114032,218,298,419,269,297,199,230,295,25,2264
UCL114033,274,422,458,370,257,250,292,488,44,2853
UCL114034,271,354,507,526,393,340,246,364,53,3056
UCL114035,452,358,300,315,211,178,117,453,37,2412
UCL114036,326,472,354,330,255,203,84,275,46,2352
UCL114037,319,508,462,409,348,210,158,264,52,2739
UCL114038,334,434,468,428,320,375,163,481,60,3052
UCL115001,53,63,195,101,75,58,161,129,15,845
UCL115002,208,351,380,285,225,199,104,196,39,1986
UCL115003,163,224,273,149,221,121,137,115,25,1429
UCL115004,102,143,101,110,78,41,28,190,4,796
UCL115005,59,63,56,70,42,30,58,77,8,466
UCL115006,194,359,112,95,96,100,18,72,11,1056
UCL115007,169,191,279,159,203,134,171,186,43,1531
UCL115008,53,64,59,46,44,28,40,66,12,409
UCL115009,105,107,113,97,101,64,57,142,10,792
UCL115010,40,44,39,51,16,18,27,54,3,293
UCL115011,60,99,106,104,75,64,38,76,8,633
UCL115012,46,32,33,47,33,15,55,116,6,391
UCL115013,124,311,222,271,171,175,105,374,24,1788
UCL115014,137,378,150,214,126,110,49,126,19,1313
UCL115015,99,96,125,98,52,70,29,82,18,665
UCL115016,60,84,87,72,59,49,32,67,12,521
UCL115017,156,285,116,88,95,78,28,45,9,903
UCL115018,30,29,44,50,32,30,17,46,0,295
UCL115019,251,616,248,216,192,107,69,134,33,1871
UCL115020,111,143,205,181,145,107,176,200,31,1292
UCL115021,62,56,63,56,47,37,84,91,16,517
UCL115022,150,263,177,217,147,117,61,118,13,1275
UCL115023,77,60,95,73,54,43,36,70,7,510
UCL115024,62,138,77,127,69,29,51,68,18,630
UCL115025,98,161,152,95,104,58,58,62,12,806
UCL115026,92,130,99,53,72,32,58,60,13,600
UCL115027,121,164,300,157,148,101,229,163,29,1408
UCL115028,142,297,161,147,111,82,36,85,19,1088
UCL115029,118,179,123,105,79,66,31,72,19,785
UCL115030,36,43,53,56,30,36,45,69,8,379
UCL115031,151,246,187,133,107,69,45,91,23,1059
UCL115032,157,270,124,100,110,70,17,58,12,912
UCL115033,403,533,344,217,366,121,86,97,50,2228
UCL115034,84,97,186,94,114,76,107,112,20,890
UCL115035,240,412,297,293,246,200,126,184,19,2017
UCL115036,177,253,169,170,123,112,63,130,16,1222
UCL115037,82,162,69,85,83,57,18,46,5,605
UCL115038,58,76,82,80,44,48,40,82,3,515
UCL115039,164,221,324,126,153,94,321,180,25,1606
UCL115040,85,101,150,119,96,73,64,91,8,795
UCL115041,130,119,147,155,103,71,133,100,16,975
UCL115042,93,124,100,128,90,54,60,84,14,742
UCL115043,91,138,84,145,68,74,54,130,17,800
UCL115044,91,118,107,134,91,45,69,128,20,794
UCL115045,26,37,58,68,32,25,40,84,5,388
UCL115046,87,149,110,116,84,71,33,122,9,784
UCL115047,90,124,131,119,90,68,72,122,10,829
UCL115048,178,314,228,238,164,108,66,143,12,1447
UCL115049,35,58,71,45,45,36,39,56,6,393
UCL115050,136,214,157,145,143,120,31,95,17,1053
UCL115051,63,127,116,115,81,71,27,77,17,695
UCL115052,51,66,155,91,53,56,149,84,9,718
UCL115053,41,58,45,50,41,28,29,48,11,363
UCL115054,70,87,107,63,76,39,47,49,8,549
UCL115055,78,103,170,119,89,69,87,131,9,848
UCL115056,120,130,166,173,107,106,108,207,19,1135
UCL115057,143,222,138,178,114,89,71,143,20,1120
UCL115058,70,83,78,82,56,39,21,66,9,512
UCL115059,73,91,102,110,74,52,59,100,13,672
UCL115060,108,187,422,462,115,114,85,116,52,1666
UCL115061,38,59,55,70,50,40,27,47,3,394
UCL115062,92,118,122,78,97,49,56,69,11,687
UCL115063,108,153,85,62,76,47,19,36,3,603
UCL115064,325,631,334,266,222,118,61,147,23,2124
UCL115065,89,120,119,158,77,88,63,111,21,849
UCL115066,154,138,314,160,195,96,121,123,21,1325
UCL115067,84,104,140,135,73,76,83,145,20,854
UCL115068,57,67,65,50,62,32,40,64,8,457
UCL115069,74,99,104,98,64,59,62,107,10,684
UCL115070,134,171,329,207,139,150,265,185,29,1606
UCL115071,74,78,182,104,79,68,151,116,17,861
UCL115072,65,131,105,116,79,77,54,101,8,731
UCL115073,99,104,99,81,85,66,64,204,8,826
UCL115074,93,76,103,85,65,66,63,193,15,759
UCL115075,41,81,51,46,49,28,7,25,6,340
UCL115076,68,95,115,102,71,47,77,88,17,676
UCL115077,89,161,108,117,98,79,53,108,7,835
UCL115078,66,95,83,67,57,41,24,53,16,493
UCL115079,124,103,166,99,97,92,82,154,18,928
UCL115080,101,137,233,126,116,132,139,131,34,1142
UCL115081,90,57,100,61,50,16,87,179,5,657
UCL115082,41,42,73,59,46,40,56,63,9,431
UCL115083,117,120,184,122,121,97,140,172,28,1104
UCL115084,43,71,82,67,49,49,20,78,7,465
UCL115085,98,132,101,75,70,47,25,29,3,580
UCL115086,295,375,300,569,179,190,184,240,42,2381
UCL115087,55,90,118,77,79,57,42,72,17,615
UCL115088,64,117,67,105,87,53,37,53,6,598
UCL115089,160,188,229,287,163,116,189,360,23,1708
UCL115090,24,31,49,42,31,36,42,39,4,295
UCL115091,43,34,83,61,50,41,55,80,8,460
UCL115092,39,104,130,131,90,90,69,113,21,788
UCL115093,78,132,86,45,88,38,33,45,8,549
UCL115094,77,133,126,142,96,75,77,153,25,905
UCL115095,73,65,64,69,51,26,36,55,8,445
UCL115096,152,325,220,222,213,137,81,152,35,1542
UCL115097,100,113,177,130,100,86,73,115,22,919
UCL115098,63,84,42,96,60,39,37,54,10,476
UCL115099,112,113,129,196,113,83,65,141,24,982
UCL115100,86,152,101,136,93,82,49,136,18,861
UCL115101,134,200,137,116,108,89,36,78,23,925
UCL115102,48,77,108,112,59,63,80,103,15,664
UCL115103,31,38,46,56,38,23,62,63,9,368
UCL115104,74,155,82,69,62,45,17,47,7,560
UCL115105,79,87,122,86,84,52,53,96,8,669
UCL115106,78,126,172,129,134,103,91,132,23,997
UCL115107,198,424,208,205,124,156,55,152,32,1549
UCL115108,242,309,163,116,190,70,35,58,13,1205
UCL115109,158,176,214,176,137,106,43,145,21,1168
UCL115110,149,171,211,224,132,96,116,281,39,1409
UCL115111,132,177,197,195,134,102,147,185,27,1289
UCL115112,126,188,198,143,128,99,194,107,23,1195
UCL115113,89,145,135,116,74,43,146,117,23,891
UCL115114,102,114,168,110,88,66,196,151,35,1042
UCL115115,266,530,322,309,206,192,71,204,46,2148
UCL115116,159,419,237,271,174,163,76,134,36,1671
UCL115117,25,72,82,78,52,40,19,63,6,442
UCL115118,96,112,117,93,55,53,44,93,6,672
UCL115119,266,347,348,221,261,136,138,176,47,1929
UCL115120,315,287,326,143,309,129,100,116,24,1757
UCL115121,30,58,118,107,63,59,87,103,14,633
UCL115122,80,125,119,149,97,76,146,135,16,946
UCL115123,97,162,130,85,60,54,37,73,9,701
UCL115124,227,465,293,330,275,175,91,198,47,2101
UCL115125,142,261,225,155,132,87,62,122,15,1209
UCL115126,73,119,59,84,65,47,14,42,5,507
UCL115127,70,101,104,72,37,41,20,63,10,524
UCL115128,150,287,160,129,86,81,22,81,30,1024
UCL115129,140,317,114,79,90,38,19,38,15,849
UCL115130,110,126,203,159,119,95,63,134,15,1029
UCL115131,114,167,289,265,155,156,140,211,38,1541
UCL115132,101,189,92,80,60,49,22,62,11,663
UCL115133,81,85,89,110,61,65,44,78,17,639
UCL115134,220,261,266,236,189,150,124,232,34,1720
UCL115135,105,131,133,128,124,95,73,129,37,963
UCL115136,136,166,217,140,141,91,115,92,9,1117
UCL115137,222,268,378,246,258,155,183,188,21,1920
UCL115138,132,247,141,161,139,121,30,70,19,1056
UCL115139,119,111,139,97,89,76,69,120,14,851
UCL115140,56,93,76,58,54,34,22,56,12,462
UCL115141,73,81,90,105,61,35,103,123,18,671
UCL115142,110,151,138,108,95,61,36,69,19,789
UCL115143,99,152,160,121,136,77,72,139,22,969
UCL115144,119,168,152,140,100,89,67,122,20,966
UCL115145,67,148,62,100,72,39,25,45,8,560
UCL115146,175,346,177,160,132,81,28,59,16,1166
UCL115147,83,144,73,78,43,34,14,23,3,499
UCL115148,64,55,77,63,55,43,52,93,8,514
UCL115149,48,69,39,99,42,27,20,43,14,388
UCL115150,74,66,87,49,86,35,55,51,6,511
UCL115151,86,78,170,150,126,68,134,97,11,919
UCL115152,32,55,59,47,37,29,46,53,13,373
UCL115153,67,49,79,47,54,35,61,81,9,486
UCL115154,60,87,91,84,54,53,104,78,20,635
UCL115155,123,198,216,310,160,143,132,256,44,1566
UCL115156,55,70,61,54,46,27,40,63,8,432
UCL115157,18,35,54,64,37,37,81,62,9,404
UCL115158,167,177,269,144,144,97,204,146,30,1384
UCL115159,137,146,196,94,150,68,81,77,16,976
UCL115160,265,281,249,147,232,111,117,91,29,1524
UCL115161,118,230,228,314,159,156,138,270,32,1637
UCL115162,150,323,204,201,183,154,72,156,13,1466
UCL115163,94,99,178,120,102,73,96,104,10,875
UCL115164,63,64,94,62,65,52,49,53,20,513
UCL115165,72,61,95,52,74,57,43,87,22,564
UCL121001,40,45,47,42,36,34,59,54,12,361
UCL121002,23,32,12,37,12,10,13,42,6,180
UCL121003,44,72,51,22,22,35,0,17,4,273
UCL121004,25,63,70,64,56,39,30,43,5,398
UCL121005,28,43,65,23,44,10,24,29,12,275
UCL121006,33,56,49,33,37,10,6,20,6,238
UCL121007,32,27,39,36,33,20,45,59,8,306
UCL121008,10,9,10,16,4,9,6,20,3,80
UCL121009,26,30,49,39,18,20,122,62,3,364
UCL121010,69,71,47,37,32,22,4,21,11,325
UCL121011,18,23,31,68,17,32,16,57,10,273
UCL121012,52,86,72,41,72,41,41,33,11,450
UCL121013,31,60,22,50,25,6,19,27,7,245
UCL121014,27,31,39,30,19,10,21,55,5,240
UCL121015,83,89,63,42,50,17,13,33,4,399
UCL121016,24,48,45,32,33,19,23,35,8,260
UCL121017,70,109,62,53,55,37,24,20,4,436
UCL121018,21,39,84,48,41,39,41,52,12,375
UCL121019,49,106,45,37,43,15,20,19,0,333
UCL121020,30,93,41,31,38,21,5,29,3,291
UCL121021,45,41,35,38,34,13,32,32,8,277
UCL121022,21,32,47,27,22,15,30,34,9,245
UCL121023,19,18,17,17,17,19,6,22,3,134
UCL121024,14,14,24,24,25,32,22,27,0,182
UCL121025,40,87,46,38,40,18,6,20,10,307
UCL121026,62,129,71,55,46,22,14,37,9,446
UCL121027,25,80,41,43,25,32,21,43,3,323
UCL121028,41,85,57,44,34,13,12,40,4,321
UCL121029,24,22,32,28,21,18,53,50,7,256
UCL121030,41,22,55,42,44,19,63,78,12,362
UCL121031,62,94,77,51,58,28,12,41,6,424
UCL121032,31,29,24,36,29,17,31,37,5,251
UCL121033,21,72,26,25,15,18,10,24,3,221
UCL121034,112,135,100,122,58,62,38,69,13,710
UCL121035,46,43,83,95,59,41,59,65,3,492
UCL121036,82,116,90,92,81,69,32,48,12,620
UCL121037,44,78,61,52,33,20,0,42,6,331
UCL121038,20,15,32,30,14,17,35,50,0,219
UCL121039,76,84,37,34,35,27,9,22,11,343
UCL121040,34,76,48,33,43,30,10,19,0,292
UCL121041,27,21,32,46,26,4,20,26,5,218
UCL121042,54,103,29,25,22,12,11,13,5,260
UCL121043,59,71,61,19,60,32,11,24,7,342
UCL121044,11,18,27,25,15,20,15,41,8,187
UCL121045,10,41,39,31,16,37,9,38,3,228
UCL121046,73,85,35,26,37,10,9,10,8,291
UCL121047,48,56,44,41,37,12,17,20,10,279
UCL121048,28,48,38,19,27,21,7,27,5,222
UCL121049,37,35,59,28,43,28,36,47,5,317
UCL121050,21,34,17,18,22,24,12,25,0,173
UCL121051,42,52,42,43,29,23,38,42,10,314
UCL121052,67,100,62,30,37,26,8,20,12,358
UCL121053,36,26,44,29,35,25,37,33,6,276
UCL121054,76,80,84,49,63,30,19,34,16,445
UCL121055,29,63,51,52,36,21,14,40,7,309
UCL121056,25,46,93,58,51,35,24,36,0,377
UCL121057,32,40,93,44,49,30,37,36,3,369
UCL121058,124,197,145,128,117,91,41,60,10,910
UCL121059,36,39,53,33,32,31,16,28,0,275
UCL121060,68,91,85,74,62,36,34,38,8,497
UCL121061,7,20,59,28,32,23,35,30,4,241
UCL121062,89,129,74,56,62,34,29,46,15,517
UCL121063,31,29,32,29,32,8,5,18,3,190
UCL121064,14,34,51,32,31,23,16,31,7,249
UCL121065,24,52,48,45,22,19,27,35,10,285
UCL121066,21,31,40,33,29,22,35,27,0,237
UCL121067,53,37,44,52,37,34,34,25,5,326
UCL121068,123,134,144,135,109,110,38,78,18,889
UCL121069,70,99,71,44,68,48,25,17,0,440
UCL121070,62,76,43,35,39,10,6,12,0,278
UCL121071,23,19,32,29,25,13,23,48,14,233
UCL121072,20,24,84,36,31,35,57,46,10,346
UCL121073,11,21,41,34,22,14,28,42,6,226
UCL121074,33,71,36,32,29,17,10,21,12,259
UCL121075,27,40,24,19,23,13,12,14,3,180
UCL121076,43,53,70,76,49,29,46,55,19,450
UCL121077,50,76,44,48,30,29,24,26,8,337
UCL121078,27,63,65,47,44,34,34,35,4,362
UCL121079,28,50,39,39,37,20,17,29,0,260
UCL121080,62,105,76,71,85,53,21,36,0,504
UCL121081,36,72,38,35,33,32,11,27,7,291
UCL121082,53,104,67,74,63,35,23,51,7,471
UCL121083,54,118,49,55,45,26,19,25,4,398
UCL121084,84,72,74,42,66,39,51,28,8,464
UCL121085,67,134,56,60,65,37,14,16,7,467
UCL121086,34,37,54,47,21,10,46,45,0,305
