UCL_CODE_2021,Couple_fam_with_no_child_F,Couple_fam_with_no_child_P,Co_f_ch_u_15_de_st_no_de_ch_F,Co_f_ch_u_15_de_st_no_de_ch_P,Co_f_c_u_15_d_st_no_no_d_c_F,Co_f_c_u_15_d_st_no_no_d_c_P,Co_f_c_u_15_no_d_st_no_d_c_F,Co_f_c_u_15_no_d_st_no_d_c_P,Co_f_c_u_15_n_d_st_n_n_d_c_F,Co_f_c_u_15_n_d_st_n_n_d_c_P,Cou_fam_with_child_u_15_Tot_F,Cou_fam_with_child_u_15_Tot_P,Co_f_no_c_u_15_d_st_no_d_c_F,Co_f_no_c_u_15_d_st_no_d_c_P,Co_f_n_c_u_15_d_st_n_n_d_c_F,Co_f_n_c_u_15_d_st_n_n_d_c_P,Co_f_n_c_u_15_n_d_st_n_d_c_F,Co_f_n_c_u_15_n_d_st_n_d_c_P,Cou_fam_no_ch_u_15_Tot_F,Cou_fam_no_ch_u_15_Tot_P,Couple_family_Tot_F,Couple_family_Tot_P,OnePF_CU15_DS_no_de_c_F,OnePF_CU15_DS_no_de_c_P,OnePF_CU15_DS_no_no_d_c_F,OnePF_CU15_DS_no_no_d_c_P,OnePF_CU15_no_DS_no_d_c_F,OnePF_CU15_no_DS_no_d_c_P,OnePF_CU15_no_DS_n_n_d_c_F,OnePF_CU15_no_DS_n_n_d_c_P,OnePF_CU15_Tot_F,OnePF_CU15_Tot_P,OneFP_no_CU15_DS_no_d_c_F,OnePF_no_CU15_DS_no_d_c_P,OnePF_no_CU15_DS_n_n_d_c_F,OnePF_no_CU15_DS_n_n_d_c_P,OnePF_no_CU15_no_DS_n_d_c_F,OnePF_no_CU15_no_DS_n_d_c_P,OnePF_no_CU15_Tot_F,OnePF_no_CU15_Tot_P,OnePF_Tot_F,OnePF_Tot_P,Other_family_F,Other_family_P,Tot_F,Tot_P
UCL122030,40,81,0,3,4,22,0,0,20,71,23,94,0,8,6,13,11,37,19,55,38,150,0,0,0,6,0,0,10,23,9,31,0,3,3,8,3,8,6,18,21,47,0,5,104,287
UCL122031,32,65,0,3,11,40,5,14,38,166,52,223,5,10,0,6,18,55,21,62,69,288,0,3,3,8,0,0,6,17,9,27,0,5,4,8,3,9,6,21,14,50,0,0,121,403
UCL122032,46,88,0,0,4,23,0,0,32,128,40,152,0,7,3,10,4,15,12,40,43,189,0,0,0,12,0,0,8,23,12,33,0,0,10,12,11,19,18,33,24,65,0,6,121,348
UCL122033,21,45,0,0,0,4,0,0,25,110,31,117,0,0,0,9,4,10,3,15,33,133,0,0,0,0,0,0,4,12,4,12,0,0,0,3,4,4,3,7,7,18,0,4,67,206
UCL122034,33,69,0,0,3,22,0,5,11,40,19,63,3,12,4,15,10,21,13,48,33,113,0,0,0,5,0,5,0,8,0,12,0,4,0,0,0,0,0,4,6,16,0,3,68,209
UCL122035,50,103,0,7,5,17,3,31,10,51,25,100,0,0,0,5,7,19,11,26,36,132,0,0,0,15,0,11,7,18,15,43,0,0,0,0,11,18,12,26,25,68,0,0,112,307
UCL122036,35,77,0,0,0,7,4,4,11,37,12,46,0,0,0,4,4,10,0,16,15,65,0,5,5,11,3,11,13,44,18,70,0,0,0,0,6,18,6,18,31,87,0,0,78,225
UCL122037,26,46,0,0,3,21,0,0,26,92,28,105,3,8,4,8,7,24,11,43,43,148,0,0,0,9,0,5,4,14,4,21,0,3,0,0,0,0,0,3,11,27,0,0,75,219
UCL122038,35,76,0,3,0,0,0,6,21,65,23,80,0,0,0,8,8,30,14,38,31,120,0,0,0,0,0,3,0,8,3,10,0,0,0,0,5,5,5,5,3,16,0,0,78,209
UCL122039,48,94,4,13,5,40,0,14,16,67,29,132,0,5,0,7,9,30,16,38,38,169,0,0,0,0,0,0,13,35,14,39,0,3,0,5,9,19,13,26,23,64,0,3,118,332
UCL122040,32,59,0,0,0,0,0,0,9,33,9,33,0,0,0,0,0,7,0,7,10,41,0,4,0,0,3,8,7,31,10,43,5,15,0,0,3,17,6,22,20,65,3,5,64,171
UCL122041,48,96,0,0,0,4,0,4,23,109,26,116,0,6,4,11,13,38,12,45,40,163,0,0,0,6,0,0,15,34,9,33,0,0,0,3,8,18,7,21,23,57,0,4,110,313
UCL122042,29,57,0,11,5,12,5,13,14,51,20,90,9,16,0,3,11,32,13,56,37,143,0,7,0,0,0,4,4,13,7,25,0,0,0,0,0,3,0,3,4,25,0,0,73,231
UCL122043,44,90,0,0,4,20,0,0,21,81,22,98,0,8,0,7,7,18,7,27,27,122,0,0,0,5,0,0,8,17,11,20,0,0,0,0,0,7,0,7,11,27,3,9,92,251
UCL122044,18,41,0,0,0,3,4,12,0,7,6,26,0,0,0,4,0,8,3,12,8,38,0,0,0,0,0,0,7,4,7,4,0,0,0,0,4,6,4,6,6,8,0,4,36,88
UCL122045,34,65,0,0,0,0,0,0,14,66,14,66,0,0,0,7,9,27,12,26,25,97,0,0,0,0,0,7,9,17,8,18,0,0,0,3,0,9,7,13,14,32,0,5,71,190
UCL122046,93,183,0,7,3,11,0,0,14,40,12,58,0,6,0,16,13,35,15,51,35,113,0,0,0,0,4,10,3,13,9,26,0,0,0,5,11,14,13,21,18,42,0,0,143,344
UCL122047,50,96,0,0,3,11,0,16,19,66,20,92,0,0,6,18,8,8,9,25,34,123,0,0,0,3,0,0,5,3,5,7,0,0,0,4,0,3,3,5,3,11,0,0,87,229
UCL122048,45,94,0,0,5,13,4,10,7,32,14,55,0,0,0,0,7,34,7,34,21,84,0,0,8,16,4,7,4,22,11,46,0,0,0,3,14,30,15,34,26,84,6,7,103,272
UCL122049,51,105,0,9,5,17,0,0,4,22,10,47,0,0,0,4,6,9,5,16,17,63,0,0,0,0,0,3,3,9,4,9,0,3,0,9,5,10,7,22,13,30,5,9,83,205
UCL122050,25,46,0,0,0,0,0,0,6,26,6,32,6,9,0,0,0,11,7,18,7,47,0,7,0,6,0,0,0,6,3,19,0,0,0,5,5,4,3,6,9,26,0,0,50,123
UCL122051,27,57,0,9,4,12,0,0,12,49,16,68,3,6,0,0,5,7,6,13,22,81,0,0,3,7,0,0,9,30,15,36,0,0,0,3,9,18,6,21,18,55,0,0,70,195
UCL122052,46,89,0,0,0,4,0,3,19,81,22,84,0,5,3,4,0,5,6,15,29,101,0,0,0,3,0,0,4,8,6,13,0,0,0,3,0,6,0,11,11,20,0,0,82,211
UCL122053,41,87,0,0,3,12,0,0,9,36,14,42,0,0,4,9,0,5,0,9,16,54,0,0,0,5,0,0,0,5,0,11,0,0,0,0,5,9,3,15,9,26,0,6,67,168
UCL122054,52,100,0,0,0,16,0,0,15,79,21,96,3,7,0,4,6,26,9,33,37,132,0,0,4,17,0,0,6,19,14,38,0,0,3,4,6,16,9,18,18,63,3,10,104,295
UCL122055,78,153,0,0,0,4,0,8,25,107,27,119,0,3,5,7,9,15,10,33,36,147,0,0,0,0,0,0,6,20,6,20,0,4,0,0,6,8,5,18,14,36,0,0,128,335
UCL122056,41,85,4,20,6,24,0,4,15,64,25,105,4,5,4,15,3,13,15,40,40,144,0,0,0,0,0,0,3,11,3,11,0,0,4,4,12,21,11,30,14,36,5,4,92,266
UCL122057,28,63,0,3,0,0,3,10,16,59,19,79,5,10,3,10,11,34,15,51,34,127,0,0,0,0,0,3,5,9,5,12,0,0,0,0,9,13,9,13,14,31,0,0,76,217
UCL122058,77,157,0,0,0,18,4,9,26,100,30,129,0,0,0,0,6,18,6,18,41,148,0,0,0,6,0,0,15,33,15,37,0,4,0,0,7,14,7,22,25,64,3,4,141,371
UCL122059,43,88,0,3,7,33,0,5,30,117,39,158,0,4,3,6,8,20,11,34,48,185,0,0,0,4,0,0,12,36,9,33,0,0,0,4,18,33,11,30,27,67,0,0,116,341
UCL122060,46,95,0,5,7,25,0,15,14,58,24,100,0,5,0,0,9,30,10,32,33,137,0,0,0,8,0,4,7,21,13,32,0,3,4,5,3,16,10,24,23,59,6,8,108,296
UCL122061,12,19,0,0,0,7,0,0,3,23,5,30,0,0,0,0,0,13,0,13,7,44,0,0,0,0,3,11,10,22,10,35,0,0,0,0,4,11,4,11,16,39,0,3,36,109
UCL122062,28,51,0,0,5,15,0,10,15,55,21,80,0,0,3,5,3,24,6,30,30,105,0,3,0,3,0,0,8,27,9,34,0,0,0,0,5,15,9,17,17,56,0,10,79,224
UCL122063,35,73,0,0,0,5,0,8,19,73,20,80,0,3,0,0,9,21,9,30,27,109,0,0,0,11,0,8,3,16,16,39,0,0,0,0,7,8,7,19,21,58,0,4,94,242
UCL122064,25,46,0,4,6,14,0,0,12,48,16,70,0,0,0,0,5,21,5,21,22,96,0,0,6,9,4,9,12,41,15,62,0,0,0,0,10,21,10,21,25,91,0,4,76,232
UCL122065,65,128,0,0,3,13,0,0,13,43,16,53,0,8,0,8,6,22,7,36,25,86,0,0,0,0,0,5,4,12,5,12,0,0,0,0,6,12,7,12,13,29,0,6,101,247
UCL122066,45,93,0,6,9,26,6,13,25,97,35,139,0,13,5,22,12,37,24,74,53,214,0,0,3,5,0,0,0,4,4,14,0,0,0,0,0,11,0,11,7,22,0,0,108,330
UCL122067,61,123,0,3,11,30,0,0,15,57,20,93,4,3,3,6,12,33,17,49,38,142,0,3,0,0,0,0,13,29,8,28,0,6,0,10,8,20,15,35,27,62,0,0,129,324
UCL122068,22,39,0,0,0,5,0,0,7,26,7,30,0,0,0,0,0,5,0,5,8,29,0,0,0,0,0,3,0,5,0,8,0,0,0,3,4,13,10,14,4,21,0,3,33,94
UCL122069,46,89,0,0,5,21,0,0,16,61,20,82,4,14,0,5,5,13,10,35,30,116,0,0,0,0,0,0,3,12,5,16,0,0,5,6,4,0,6,8,11,29,0,0,88,235
UCL122070,44,90,0,0,3,21,0,5,29,130,36,167,8,27,3,18,11,43,23,90,64,256,0,0,0,3,0,0,0,5,0,11,0,0,0,4,6,23,9,22,11,33,0,0,124,378
UCL122071,45,94,0,0,4,18,0,0,26,102,30,120,0,14,0,5,9,24,13,40,44,162,0,0,0,4,0,3,10,22,10,30,0,4,0,9,5,9,10,20,20,48,0,0,110,306
UCL122072,36,62,0,0,5,6,0,0,11,39,11,46,4,7,0,4,3,11,5,22,21,68,0,0,0,11,0,4,0,8,9,21,0,0,0,0,0,5,0,5,6,28,0,0,58,160
UCL122073,37,82,0,6,0,4,0,8,9,40,15,55,0,0,0,0,8,31,8,31,25,89,0,0,0,3,0,0,4,8,3,16,0,0,0,0,4,9,4,9,11,21,0,5,77,190
UCL122074,39,84,0,0,0,8,0,0,6,32,13,37,0,0,0,0,0,4,0,4,7,42,0,0,0,3,0,0,5,9,4,11,0,5,0,0,8,25,14,29,14,38,0,0,64,162
UCL122075,26,49,0,11,5,14,0,5,25,106,34,137,0,4,0,0,5,19,6,21,40,159,0,0,0,4,0,6,0,0,3,10,0,0,7,6,3,3,4,13,9,22,0,3,77,231
UCL122076,29,60,0,8,0,5,0,8,15,58,20,79,0,10,0,3,6,19,8,26,26,110,0,0,0,0,0,5,0,3,3,13,0,0,0,0,0,7,0,7,7,15,0,0,59,177
UCL122077,45,92,0,7,3,10,5,15,15,42,17,73,0,3,0,0,7,23,9,32,32,108,0,0,6,10,0,0,7,17,13,26,0,0,0,0,0,6,0,6,13,38,3,6,88,239
UCL122078,42,87,0,0,4,9,0,3,7,20,12,39,0,8,4,10,10,23,9,38,22,71,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,4,3,4,4,9,0,0,72,168
UCL122079,44,85,0,8,9,30,0,5,14,60,25,106,6,14,0,5,9,16,9,34,34,137,0,0,0,3,0,0,0,3,6,8,0,3,0,0,8,10,3,15,9,23,4,5,89,249
UCL122080,46,89,0,4,3,29,4,18,34,139,43,188,3,16,6,13,15,51,19,79,67,271,0,0,0,3,3,11,8,14,11,30,0,3,0,0,5,12,11,19,14,48,0,0,128,407
UCL122081,33,62,0,0,0,0,0,0,16,59,16,59,0,0,0,3,6,19,5,23,23,81,0,0,0,0,0,0,8,16,6,19,0,3,0,0,5,17,10,21,15,35,3,7,68,187
UCL122082,34,61,0,0,0,0,0,0,4,19,4,19,0,5,0,0,0,10,6,14,4,31,0,0,0,0,0,0,3,9,3,9,0,0,0,4,0,3,4,6,5,15,0,6,46,112
UCL122083,38,70,0,4,8,17,0,0,16,63,24,84,7,42,5,12,12,28,27,82,45,172,0,0,0,0,0,0,4,5,4,5,0,0,0,0,5,10,5,10,7,16,0,0,88,259
UCL122084,23,41,0,3,4,9,0,3,10,37,12,57,0,4,0,0,3,11,6,17,15,77,0,0,0,0,0,3,3,16,8,24,0,5,0,0,0,5,5,10,15,35,0,0,47,150
UCL122085,21,48,6,8,0,4,0,8,9,41,14,70,0,5,0,0,4,16,7,18,25,85,0,0,0,0,0,5,9,19,8,20,0,4,4,5,0,0,3,19,10,34,0,3,57,176
UCL122086,39,82,0,0,0,0,0,6,12,41,12,51,0,0,0,0,0,12,0,12,18,59,0,0,0,5,0,7,14,45,22,59,0,5,0,0,8,21,9,19,31,79,0,5,87,225
UCL122087,35,64,0,0,0,0,0,9,5,26,6,37,0,4,0,0,5,21,9,26,22,65,0,0,0,0,0,0,3,6,3,10,0,0,0,0,0,5,0,5,5,15,0,0,54,138
UCL122088,23,39,0,0,0,8,0,14,6,30,12,55,0,7,0,0,5,26,10,32,18,88,0,0,0,3,0,10,5,16,10,29,0,8,0,0,0,12,7,16,13,47,0,0,51,173
UCL122089,55,110,0,0,0,6,3,11,36,133,43,147,0,0,3,6,9,21,9,28,47,175,0,0,7,11,0,0,7,18,11,21,0,0,4,8,8,6,8,11,16,35,4,6,128,327
UCL122090,71,147,0,6,4,11,0,0,22,80,30,100,3,8,3,5,19,51,22,67,51,164,0,0,0,0,0,7,7,22,12,20,0,0,6,8,3,12,11,20,19,45,3,4,143,357
UCL122091,32,71,0,0,0,0,0,3,20,84,25,90,0,0,0,5,8,17,6,20,31,113,0,4,0,5,0,0,10,24,13,32,0,0,4,8,5,11,5,14,13,47,0,3,80,232
UCL122092,59,123,0,0,3,16,0,16,19,93,29,123,4,15,0,11,10,23,9,45,40,165,0,0,0,0,0,0,0,13,8,14,0,0,0,0,11,16,8,23,14,38,0,0,113,321
UCL122093,34,71,0,0,4,11,0,0,11,26,13,42,0,0,0,4,6,10,4,11,15,56,0,14,4,12,5,16,11,28,21,63,0,0,0,0,5,9,6,12,24,75,3,11,83,210
UCL122094,50,96,0,4,0,0,0,11,14,56,14,69,0,0,0,0,9,21,8,22,23,96,0,0,5,16,0,3,3,4,8,22,0,0,5,5,15,21,16,31,23,56,3,3,104,250
UCL122095,23,43,4,15,4,21,0,0,13,50,18,80,0,0,0,0,3,18,3,18,22,100,0,0,0,0,0,4,4,15,10,19,0,0,0,0,10,16,10,16,12,28,0,0,62,178
UCL122096,49,92,0,0,5,18,0,0,6,18,5,32,0,9,0,6,6,17,7,31,16,61,0,0,0,0,5,13,3,9,5,20,0,0,0,0,3,6,3,6,10,22,0,5,73,176
UCL122097,28,60,0,4,0,4,0,0,11,39,7,51,0,0,0,5,3,12,5,16,17,66,0,0,0,7,0,0,5,4,4,13,0,0,0,0,5,10,5,10,12,19,0,0,57,144
UCL122098,19,40,0,0,0,5,0,3,10,38,12,50,0,0,0,0,4,6,4,6,14,61,0,7,9,17,0,0,13,47,23,67,0,4,3,4,8,21,10,33,34,97,6,5,74,202
UCL122099,25,52,0,5,3,18,5,8,10,44,17,75,0,0,0,0,5,14,4,17,22,92,0,0,0,0,0,0,0,9,0,9,0,0,0,0,5,7,5,7,4,12,0,5,55,164
UCL122100,87,177,0,5,0,8,0,3,12,46,12,62,0,3,5,13,16,48,20,70,33,126,0,0,0,0,0,3,10,29,5,31,0,0,4,3,12,20,11,27,25,53,0,0,146,368
UCL122101,54,106,0,0,6,33,5,9,17,78,32,117,0,11,0,3,8,23,10,34,39,154,0,0,0,0,0,7,3,7,4,13,0,0,0,3,3,5,4,7,11,20,0,3,109,280
UCL122102,34,60,0,5,0,0,0,0,13,43,15,50,0,0,0,3,4,9,4,9,16,58,0,0,0,11,0,4,6,18,13,35,0,0,0,4,6,8,4,8,13,39,4,7,63,170
UCL122103,30,57,0,8,0,4,0,3,6,18,10,32,0,0,0,5,6,19,9,24,18,56,0,0,0,0,0,0,3,7,3,7,0,0,0,3,0,0,6,4,8,13,0,0,47,120
UCL122104,48,90,0,16,9,39,5,20,14,62,26,135,12,42,7,14,24,89,44,148,70,283,0,0,0,5,0,0,0,4,4,4,0,0,0,7,0,0,4,11,6,22,0,0,123,398
UCL122105,27,58,0,0,4,10,0,14,33,129,36,154,3,9,3,15,10,22,12,52,51,206,0,0,0,0,0,0,4,9,4,9,0,0,4,5,0,5,5,4,9,9,0,0,89,268
UCL122106,33,67,0,0,0,4,0,3,8,36,13,46,0,0,0,5,4,7,4,12,13,58,0,0,0,0,0,0,7,22,7,22,0,0,0,5,4,10,7,10,14,42,0,4,67,166
UCL122107,48,98,0,0,3,11,0,4,21,83,27,96,5,10,0,5,14,48,21,59,43,157,0,0,0,5,0,0,4,14,9,12,0,4,0,3,0,10,3,12,13,26,0,0,102,279
UCL122108,44,84,0,7,0,0,0,0,0,6,0,10,0,0,0,0,0,6,0,6,3,14,0,0,0,4,0,0,3,3,7,8,0,4,0,0,0,4,0,6,9,15,0,4,54,119
UCL122109,0,0,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
UCL122110,40,82,0,0,8,32,0,8,32,109,37,144,3,10,3,10,8,21,17,40,47,189,0,0,0,0,0,3,3,15,6,18,0,6,0,0,3,8,4,9,11,31,0,0,105,303
UCL122111,38,79,0,0,5,27,0,3,35,133,38,163,4,9,3,14,20,62,24,90,62,256,0,0,0,4,0,0,0,0,4,7,0,0,0,0,3,3,3,3,0,8,0,6,107,346
UCL122112,55,111,0,0,0,6,0,7,5,15,4,24,0,0,0,0,13,38,15,46,22,65,0,0,0,0,0,0,3,9,3,9,0,0,0,8,4,9,10,16,12,28,0,0,88,209
UCL122113,38,78,0,0,0,7,0,6,8,36,11,50,0,0,5,9,0,6,7,25,17,72,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,8,3,8,6,12,0,0,65,157
UCL122114,43,84,0,0,0,0,0,5,9,33,6,42,0,0,3,10,3,18,6,27,17,67,0,0,4,4,0,0,3,9,4,16,0,0,0,4,7,14,8,23,11,35,0,0,78,187
UCL122115,47,90,0,8,0,0,0,0,19,86,21,92,0,3,0,4,6,26,10,34,31,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,10,9,15,0,0,87,231
UCL122116,52,100,0,0,4,11,0,8,6,26,8,40,0,0,0,12,7,39,18,47,25,89,0,0,3,8,0,0,0,7,4,16,0,0,0,0,0,3,3,5,9,20,0,0,82,211
UCL122117,55,103,6,18,4,6,5,9,31,137,42,179,3,24,0,0,13,44,18,73,60,253,0,0,0,0,0,9,6,4,9,24,0,0,0,3,0,6,8,12,13,33,0,0,123,385
UCL122118,26,52,0,0,0,6,0,0,23,89,27,95,0,0,0,12,7,22,9,40,36,132,0,0,5,10,0,0,10,25,14,29,0,0,0,0,8,16,8,16,21,52,0,0,80,229
UCL122119,69,134,0,0,0,0,0,0,19,63,19,63,3,11,0,0,0,11,5,18,21,78,0,0,3,3,0,0,4,9,7,10,0,0,3,7,5,9,4,14,14,27,0,0,102,240
UCL122120,51,105,0,3,8,20,0,8,39,168,47,203,0,5,0,0,14,39,15,47,59,245,0,0,0,0,4,5,8,22,9,27,0,7,0,0,8,15,9,23,19,47,0,0,134,397
UCL122121,26,49,0,3,3,8,0,7,22,91,31,109,0,0,5,13,0,3,5,23,34,131,0,6,0,6,0,0,11,21,12,34,0,0,5,4,7,12,6,13,15,50,0,0,79,233
UCL122122,56,109,0,8,8,41,3,16,45,185,58,240,0,19,7,19,8,26,19,56,73,302,0,0,0,0,0,0,4,7,4,7,0,4,0,4,4,12,5,12,6,24,0,0,135,434
UCL122123,34,68,0,0,0,3,0,5,7,27,11,37,0,0,0,0,5,11,5,11,12,48,0,0,0,0,0,0,7,26,7,26,0,4,4,3,5,3,3,8,12,34,0,0,61,150
UCL122124,28,54,0,12,3,40,0,0,25,97,32,148,0,3,0,6,14,35,13,43,44,185,0,0,0,7,0,0,0,0,0,7,0,3,0,4,0,0,5,11,3,12,0,0,75,255
UCL122125,30,54,0,5,0,4,0,0,11,29,9,38,0,0,0,0,5,8,0,10,14,50,0,0,0,0,0,0,3,13,3,13,0,0,0,3,0,0,3,6,3,16,0,4,51,118
UCL122126,61,123,0,4,6,26,3,27,27,93,35,151,0,7,5,12,18,58,24,74,59,225,0,0,0,0,0,0,6,7,6,7,0,0,5,4,3,4,5,12,7,15,0,5,121,367
UCL122127,40,75,0,0,0,12,0,5,10,44,18,63,3,9,0,0,3,16,5,23,22,88,0,0,0,0,0,9,5,10,4,19,0,0,0,0,3,4,0,10,10,29,0,3,73,195
UCL122128,28,56,0,6,0,9,0,0,10,45,17,61,0,0,0,0,0,4,0,4,14,62,0,0,0,6,0,0,9,17,5,20,0,5,0,0,4,4,4,8,15,31,0,4,55,146
UCL122129,38,82,0,0,7,18,0,0,15,57,19,75,0,4,3,19,3,16,11,40,28,116,0,0,0,3,0,0,7,16,6,15,0,0,0,0,5,7,5,7,12,24,0,4,80,223
UCL122130,27,47,0,0,4,13,0,0,16,52,18,63,0,0,5,5,3,14,5,18,25,87,0,0,0,4,0,0,3,7,8,9,0,0,0,0,0,6,0,6,9,12,0,0,57,150
UCL122131,24,45,0,3,0,8,0,0,9,37,13,43,0,0,3,11,0,3,3,16,16,59,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,3,0,7,13,0,0,44,115
UCL122132,42,86,3,13,3,10,0,8,16,51,19,84,0,0,0,6,5,23,7,33,29,114,0,0,0,8,0,0,16,43,17,58,0,0,0,3,19,45,21,46,34,102,0,7,109,310
UCL122133,27,58,0,0,0,0,0,3,3,18,9,18,0,0,5,7,0,5,3,8,8,28,0,0,0,0,0,6,0,15,11,22,0,0,3,4,10,15,8,23,19,39,0,0,56,131
UCL122134,55,107,4,19,6,17,4,4,24,87,30,133,0,10,5,9,11,30,14,41,44,172,0,0,0,5,0,0,3,11,9,14,0,0,0,4,7,11,7,14,11,31,4,6,115,314
UCL122135,27,52,0,0,0,3,0,0,10,42,12,47,0,0,0,0,0,5,0,12,19,58,0,0,0,0,0,5,3,10,5,15,0,0,0,0,3,6,3,6,7,15,0,0,54,134
UCL122136,0,3,0,3,0,0,0,6,6,16,3,32,0,0,0,0,3,12,3,12,10,45,0,0,4,6,3,23,10,30,13,59,0,0,0,0,13,32,13,32,30,92,6,3,42,137
UCL122137,31,72,0,0,0,6,0,0,8,32,10,40,0,0,0,3,3,11,5,21,15,59,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,4,0,10,6,14,0,0,52,144
UCL122138,42,85,0,0,0,13,0,6,12,40,16,58,0,0,0,0,3,10,6,12,18,70,0,0,0,0,0,0,7,18,7,18,0,0,0,7,11,21,11,26,17,45,0,4,88,206
UCL122139,37,69,0,0,0,10,0,0,12,41,16,49,0,0,0,0,8,28,8,28,22,78,0,0,0,0,5,11,7,13,4,23,0,0,3,7,5,11,5,16,15,39,3,7,73,195
UCL122140,11,28,0,0,0,0,0,0,16,62,16,62,0,5,0,0,3,4,0,11,16,72,0,0,0,3,0,0,0,11,3,17,0,0,0,4,0,0,3,7,6,21,0,0,38,128
UCL122141,52,95,0,0,3,17,4,7,29,110,33,135,0,3,3,8,11,36,17,46,45,182,0,0,0,0,0,0,3,4,0,9,0,0,4,4,10,12,10,17,15,27,0,5,111,302
UCL122142,19,35,0,0,0,6,0,6,6,28,8,44,0,0,0,0,0,13,0,13,13,55,0,0,0,3,0,9,4,10,4,22,0,3,0,0,4,7,4,8,8,26,0,5,41,121
UCL122143,21,36,0,0,0,6,0,0,10,37,8,36,0,0,0,3,5,14,3,18,15,58,0,0,0,0,0,0,3,15,3,15,0,0,0,0,6,11,6,11,10,31,0,0,52,134
UCL122144,61,118,0,0,4,22,5,9,9,43,19,75,0,6,3,8,5,16,8,26,29,100,0,0,0,3,0,0,12,36,12,40,4,4,0,0,11,23,14,29,25,74,3,6,117,299
UCL122145,29,58,0,5,0,0,0,6,7,33,13,44,0,3,0,4,5,17,10,27,19,67,0,0,0,0,0,0,3,10,3,10,0,0,0,0,8,16,8,16,10,20,0,0,55,149
UCL122146,35,72,0,0,0,0,4,7,6,28,10,37,0,0,0,0,9,29,9,29,18,60,0,0,4,6,0,0,5,3,5,11,0,5,0,0,7,14,6,24,13,30,0,3,65,167
UCL122147,25,51,0,0,0,0,0,0,9,30,9,30,0,0,0,7,4,9,5,16,13,47,0,0,0,0,0,6,4,11,3,16,0,0,0,0,3,11,10,14,11,24,0,0,48,127
UCL122148,37,69,0,6,0,0,0,0,9,23,5,33,0,3,0,0,4,5,4,12,11,41,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,4,14,5,4,52,130
UCL122149,37,70,0,8,0,0,0,0,14,64,18,74,6,18,0,0,7,28,10,40,30,115,0,0,0,0,0,3,7,31,10,32,0,0,0,0,12,28,10,33,23,64,0,4,89,247
UCL122150,55,106,0,0,11,32,3,19,36,119,46,172,3,10,0,4,6,27,11,33,54,205,0,8,6,9,0,0,16,42,19,50,0,0,0,0,8,21,8,21,26,66,0,5,142,384
UCL122151,48,90,0,0,5,9,0,0,7,34,9,43,0,0,0,10,0,7,3,11,9,56,0,0,0,4,0,0,9,15,7,16,0,0,0,0,7,15,7,15,16,31,0,0,70,179
UCL122152,39,77,0,0,5,19,0,4,10,41,15,68,0,0,0,3,4,16,9,16,22,83,0,0,0,6,0,0,3,10,4,13,0,0,0,0,10,26,10,24,15,42,4,17,81,213
UCL122153,50,100,0,0,3,18,0,3,20,73,25,97,5,7,3,12,14,43,17,66,44,162,0,0,0,0,0,0,3,7,3,7,0,5,0,0,10,18,9,18,11,25,0,0,106,287
UCL122154,52,100,0,0,9,20,0,0,30,108,32,125,0,0,0,13,11,33,14,41,45,167,0,0,0,0,0,0,4,11,7,13,0,0,3,3,6,17,11,20,18,29,0,0,119,302
UCL122155,79,157,0,0,3,10,6,10,25,98,32,114,0,4,4,5,7,28,9,33,42,152,0,6,6,6,0,0,8,23,12,35,0,0,5,5,6,20,10,25,26,59,0,3,144,367
UCL122156,51,98,0,8,0,10,0,8,26,105,31,135,0,7,0,3,8,31,14,35,42,166,0,0,0,10,0,0,12,22,11,33,0,8,0,0,5,15,11,23,23,55,3,3,122,327
UCL122157,35,81,0,9,5,31,4,15,24,83,35,148,7,33,11,36,19,64,35,131,69,276,0,0,0,8,0,0,0,0,4,8,0,0,3,12,7,6,7,24,10,28,0,3,117,391
UCL122158,32,59,0,0,4,8,0,4,10,40,14,49,0,3,0,0,0,13,6,13,16,65,0,0,0,6,0,0,5,7,5,11,0,9,0,0,3,7,5,17,8,26,0,0,63,151
UCL131001,72516,145113,1562,8744,7100,33313,2552,11961,30532,124974,41742,178988,3621,15215,5240,17240,15332,49093,24191,81553,65939,260539,251,1217,1069,3769,632,2300,5881,16191,7829,23483,522,1674,1245,2678,7095,15439,8860,19788,16692,43270,1380,2908,156531,451824
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL201001,426935,860281,8060,47662,56598,262965,9163,43097,319188,1226137,393006,1579857,32303,140145,55292,196293,97703,322693,185297,659130,578308,2238987,2267,11090,12792,43820,4330,15805,58247,150760,77631,221476,9525,31521,22581,51844,71364,159776,103467,243144,181096,464619,22149,47081,1208493,3610972
