UCL_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
UCL122106,54,921,557,180,1521,0.8,1109,2.2
UCL122107,45,1343,770,300,1931,0.8,1670,2.4
UCL122108,62,2350,806,390,1437,0.6,1233,1.8
UCL122109,40,0,1230,403,5249,2,2999,4
UCL122110,40,1833,844,330,2053,0.7,1758,2.5
UCL122111,42,2969,1142,350,3349,0.8,3386,3.3
UCL122112,59,1600,565,350,1341,0.7,1104,2
UCL122113,54,1767,654,250,1446,0.7,1278,2.3
UCL122114,61,1350,528,323,1317,0.8,1009,1.9
UCL122115,53,1647,735,415,1625,0.7,1480,2.5
UCL122116,56,1950,803,345,1781,0.8,1699,2.4
UCL122117,36,2130,861,300,2381,0.8,2263,3.1
UCL122118,36,1647,804,403,1774,0.8,1625,2.7
UCL122119,58,1599,802,320,1476,0.7,1423,2.1
UCL122120,41,1630,795,370,1807,0.8,1666,2.8
UCL122121,36,1279,712,348,1562,0.8,1402,2.7
UCL122122,37,2625,966,630,2771,0.8,2619,3
UCL122123,57,867,456,183,944,0.7,792,2.1
UCL122124,36,2529,1553,495,3714,0.8,3424,3.1
UCL122125,58,1333,620,195,1325,0.6,1100,1.9
UCL122126,46,2329,929,520,2562,0.7,2452,3
UCL122127,53,1300,685,228,1699,0.8,1112,2.1
UCL122128,44,824,634,200,1375,0.7,1025,2.3
UCL122129,50,1738,781,335,2125,0.7,1609,2.4
UCL122130,48,1603,602,350,1375,0.9,1192,2.5
UCL122131,41,2442,1396,2000,2388,1.1,2888,2
UCL122132,46,704,436,180,980,0.8,832,2.4
UCL122133,59,2167,594,250,1107,1,806,1.7
UCL122134,42,1820,820,320,2283,0.7,2015,2.6
UCL122135,38,867,706,210,1833,0.8,1333,2.4
UCL122136,27,0,406,150,1036,0.9,1071,3.5
UCL122137,59,629,478,120,1125,0.6,788,1.8
UCL122138,55,650,525,178,1196,0.7,875,1.9
UCL122139,54,854,615,320,1562,0.7,1015,2.2
UCL122140,41,433,531,100,1333,0.8,769,2.2
UCL122141,42,1950,818,443,2299,0.9,2047,2.6
UCL122142,49,1300,578,400,1213,0.8,1096,2.2
UCL122143,48,1647,560,400,1333,0.8,1181,2.4
UCL122144,51,1127,485,260,1205,0.7,945,2.2
UCL122145,60,500,470,100,1375,0.7,762,1.9
UCL122146,60,516,462,110,1281,0.7,782,2.1
UCL122147,57,576,434,220,1042,0.7,732,1.9
UCL122148,59,900,497,204,1274,0.7,939,1.9
UCL122149,47,665,599,200,1421,0.8,1156,2.3
UCL122150,38,1470,736,400,1569,0.8,1427,2.6
UCL122151,58,859,493,200,1142,0.7,823,1.9
UCL122152,58,725,430,193,949,0.7,740,2
UCL122153,50,1900,720,320,1962,0.8,1662,2.5
UCL122154,49,1517,814,405,2143,0.8,1662,2.4
UCL122155,46,971,757,210,1607,0.7,1382,2.2
UCL122156,44,1083,641,200,1382,0.8,1055,2.4
UCL122157,39,2383,1003,800,3091,0.8,3175,3.4
UCL122158,53,672,539,205,1174,0.7,919,2.1
UCL131001,46,1900,754,300,1996,0.8,1700,2.7
UCL179997,52,0,1687,0,0,0,1499,0
UCL201001,37,2000,843,391,2255,0.9,1903,2.6
UCL203001,38,1430,736,299,1834,0.7,1400,2.3
UCL203002,38,1408,743,295,1849,0.7,1427,2.4
UCL203003,37,1700,769,331,2052,0.8,1567,2.4
UCL211001,37,1408,783,290,1872,0.7,1438,2.4
UCL211002,32,1625,708,331,1717,0.8,1528,2.9
UCL212001,36,1733,816,340,2125,0.8,1742,2.6
UCL212002,45,1408,707,285,1673,0.7,1302,2.3
UCL212003,39,1300,690,280,1633,0.8,1303,2.4
UCL212004,43,2000,904,425,2366,0.7,1940,2.5
UCL212005,37,1300,706,270,1713,0.8,1367,2.5
UCL212006,37,1733,859,361,2243,0.7,1924,2.6
UCL212007,39,2167,1016,500,2621,0.8,2275,2.7
UCL212008,39,1300,772,275,1969,0.7,1499,2.3
UCL212009,42,1408,756,295,1869,0.7,1396,2.3
UCL213001,45,1224,640,280,1465,0.7,1136,2.2
UCL213002,49,1408,682,309,1667,0.7,1200,2.1
UCL213003,42,1300,699,261,1686,0.7,1234,2.3
UCL213004,38,1638,696,330,1768,0.7,1421,2.5
UCL213005,44,1635,705,380,1753,0.7,1404,2.4
UCL213006,39,2100,948,432,2645,0.8,2283,2.9
UCL213007,40,1200,764,250,1803,0.7,1340,2.3
UCL213008,36,1733,852,365,2222,0.8,1934,2.7
UCL213009,39,1625,772,376,1969,0.7,1621,2.5
UCL213010,44,1083,566,210,1382,0.7,969,2.1
UCL213011,42,951,524,214,1257,0.7,933,2.2
UCL213012,47,1083,632,250,1498,0.7,1164,2.2
UCL213013,41,1300,702,280,1765,0.7,1319,2.3
UCL213014,38,1300,760,238,1790,0.8,1379,2.3
UCL213015,33,1733,847,360,2053,0.8,1914,3
UCL213016,43,1300,712,260,1726,0.7,1239,2.2
UCL213017,39,1625,750,321,1972,0.7,1535,2.5
UCL213018,51,1430,630,280,1440,0.7,1143,2.3
UCL214001,44,1083,678,250,1555,0.7,1189,2.2
UCL214002,35,1863,853,390,2246,0.8,2062,3
UCL214003,50,1200,640,260,1485,0.7,1110,2.1
UCL214004,46,1228,615,250,1454,0.7,1045,2.2
UCL214005,48,1420,690,233,1607,0.7,1254,2.3
UCL214006,55,1560,598,332,1350,0.7,1046,2.1
UCL214007,32,1800,1000,396,2240,0.7,2011,2.6
UCL214008,44,1083,684,236,1605,0.7,1214,2.2
UCL214009,45,1680,690,350,1857,0.8,1437,2.4
UCL214010,54,1700,708,350,1671,0.7,1283,2.2
UCL214011,39,1625,731,339,1918,0.7,1525,2.5
UCL214012,46,1145,623,220,1480,0.7,1098,2.2
UCL214013,46,1733,731,360,1988,0.7,1484,2.3
UCL214014,54,1244,533,260,1222,0.7,893,2.1
UCL214015,44,1416,645,270,1637,0.7,1170,2.3
UCL214016,51,1000,513,240,1209,0.7,864,2
UCL214017,60,2000,851,400,1958,0.6,1559,2.1
UCL214018,59,1655,603,340,1413,0.6,1133,2.1
UCL214019,44,1270,628,250,1440,0.7,1126,2.2
UCL214020,46,953,647,215,1465,0.7,1092,2.1
UCL214021,40,1803,704,346,2006,0.8,1561,2.6
UCL214022,50,1213,527,280,1270,0.7,919,2.1
UCL215001,56,2188,1040,360,2194,0.7,1883,2.1
UCL215002,51,1300,624,240,1455,0.7,1038,2.1
UCL215003,52,2167,862,412,2159,0.7,1779,2.2
UCL215004,51,1560,733,300,1513,0.7,1186,2
UCL215005,51,986,497,215,1258,0.7,893,2.1
UCL215006,42,1572,725,330,1893,0.7,1461,2.3
UCL215007,47,2000,870,461,2218,0.7,1791,2.5
UCL215008,35,1677,970,350,2335,0.8,2192,3
UCL215009,54,1083,515,200,1280,0.7,930,2.2
UCL215010,40,2167,998,400,2881,0.9,2777,3.2
UCL215011,53,1027,556,250,1470,0.7,901,2
UCL215012,50,1517,753,300,1827,0.7,1328,2.2
UCL215013,31,2058,1016,400,2360,0.8,2290,3.2
UCL215014,36,1737,828,355,2129,0.8,1907,2.7
UCL215015,48,1681,797,300,1743,0.7,1394,2.2
UCL215016,38,1500,719,315,1843,0.7,1494,2.5
UCL215017,37,1950,794,320,2210,0.8,1922,2.8
UCL215018,51,1097,617,240,1482,0.7,1085,2.1
UCL215019,42,1500,740,340,1949,0.8,1495,2.4
UCL215020,58,692,508,160,1222,0.7,848,1.9
UCL215021,50,1192,639,254,1699,0.7,1201,2.2
UCL215022,37,945,580,230,1322,0.7,1090,2.3
UCL215023,50,1083,620,220,1491,0.7,1136,2.2
UCL215024,56,951,557,183,1358,0.7,1008,2
UCL215025,54,1500,600,321,1350,0.7,1149,2.2
UCL215026,51,1300,539,281,1353,0.7,952,2
UCL215027,51,867,575,200,1369,0.6,958,2
UCL215028,51,1300,590,275,1491,0.7,1075,2.1
UCL215029,53,1524,726,340,1738,0.7,1232,2
UCL215030,53,778,563,168,1343,0.7,991,2
UCL215031,52,798,596,180,1447,0.7,1011,2.1
UCL215032,52,1121,591,250,1402,0.7,1033,2.1
UCL215033,35,1939,1138,380,2737,0.8,2615,3.1
UCL215034,61,1213,529,240,1327,0.7,855,1.8
UCL215035,37,1733,716,345,1981,0.8,1655,2.8
UCL215036,41,1767,766,370,2137,0.8,1951,2.8
UCL215037,50,1400,608,300,1397,0.7,1033,2
UCL215038,57,1127,484,250,1203,0.7,847,1.9
UCL215039,46,997,497,210,1261,0.7,918,2.2
UCL215040,49,910,597,180,1368,0.7,972,2.1
UCL215041,50,1000,577,200,1406,0.7,1010,2.1
UCL215042,42,0,733,0,2079,0.8,1754,2.6
UCL215043,33,1801,821,318,2082,0.8,1762,2.7
UCL215044,39,1339,745,280,1711,0.8,1407,2.5
UCL215045,46,1291,589,280,1475,0.7,1119,2.3
UCL215046,39,1712,747,363,1975,0.8,1659,2.5
UCL215047,32,1738,836,320,2020,0.8,1792,2.7
UCL215048,33,1413,709,330,1730,0.7,1405,2.5
UCL215049,54,2167,960,400,1937,0.7,1789,2.1
UCL215050,45,2415,1018,380,2868,0.8,2474,2.7
UCL215051,42,1200,631,250,1582,0.7,1176,2.3
UCL215052,59,1300,607,275,1493,0.7,1059,1.9
UCL215053,45,1600,745,331,1756,0.7,1267,2.2
UCL215054,46,951,569,210,1458,0.8,1071,2.2
UCL215055,59,1400,640,350,1390,0.7,1279,2.1
UCL215056,40,0,597,0,1455,0.8,1186,2.2
UCL215057,45,1300,651,270,1783,0.7,1258,2.4
UCL215058,52,867,531,220,1270,0.7,924,2.1
UCL215059,48,1246,698,280,1716,0.7,1281,2.1
UCL215060,48,1300,646,260,1503,0.7,1116,2.2
UCL215061,50,1430,648,290,1525,0.7,1103,2.1
UCL215062,47,1083,604,190,1631,0.7,1081,2.2
UCL215063,43,1516,676,285,1508,0.8,1338,2.5
UCL215064,46,766,688,200,1562,0.8,1212,2.2
UCL215065,49,1083,591,210,1401,0.7,1033,2.1
UCL215066,53,867,486,190,1109,0.7,771,2
UCL215067,51,0,626,0,1456,0.7,1044,2
UCL215068,63,1207,555,300,1276,0.7,978,2
UCL215069,52,1733,753,320,1934,0.7,1446,2.3
UCL215070,41,1062,613,250,1419,0.8,1070,2.3
UCL215071,41,1985,906,400,2436,0.8,2162,2.8
UCL215072,37,1012,560,219,1334,1,1163,2.9
UCL215073,53,1083,570,220,1424,0.7,1034,2.1
UCL215074,36,1901,853,380,2256,0.8,2025,2.7
UCL215075,41,1083,597,250,1455,0.7,1173,2.3
UCL215076,48,1300,717,250,1770,0.7,1264,2.3
UCL215077,50,1780,738,306,1735,0.7,1358,2.2
UCL215078,35,1832,900,375,2213,0.8,2074,2.9
UCL215079,52,867,559,190,1303,0.7,900,2
UCL215080,38,1300,718,290,1651,0.7,1371,2.4
UCL215081,44,1300,727,250,1805,0.7,1344,2.3
UCL215082,36,1950,827,420,2313,0.8,2185,3.1
UCL215083,49,1040,643,230,1481,0.7,1105,2.2
UCL215084,41,997,626,200,1455,0.8,1129,2.3
UCL215085,38,2000,840,350,2231,0.8,1981,2.9
UCL215086,40,1408,737,305,1867,0.7,1425,2.4
UCL215087,39,1800,776,305,2198,0.8,2040,2.9
UCL215088,50,1384,604,290,1488,0.8,1163,2.1
UCL215089,50,736,638,180,1503,0.7,1057,2
UCL215090,41,1560,727,290,1781,0.7,1398,2.3
UCL215091,45,2523,995,565,3198,0.8,3107,3.1
UCL215092,45,1900,824,396,2391,0.8,1878,2.5
UCL215093,34,1733,757,350,1892,0.8,1613,2.7
UCL215094,42,1522,725,250,1850,0.8,1463,2.6
UCL215095,40,867,626,220,1601,0.8,1156,2.3
UCL215096,39,1950,820,380,2033,0.8,1735,2.6
UCL215097,40,1752,638,335,1731,0.8,1365,2.5
UCL215098,40,1430,725,328,1695,0.7,1264,2.3
UCL215099,53,1083,492,225,1165,0.7,823,2
UCL215100,54,1320,540,300,1328,0.7,968,2
UCL221001,38,0,853,0,2029,0.8,1669,2.7
UCL221002,49,1441,717,310,1643,0.7,1354,2.3
UCL221003,38,1257,768,293,1888,0.8,1597,2.5
UCL221004,39,2268,977,350,2881,0.8,2851,3.3
UCL221005,48,758,739,155,1638,0.7,1157,2.2
UCL221006,40,1356,814,300,1952,0.8,1518,2.4
UCL221007,44,980,587,223,1478,0.7,1066,2.2
UCL221008,58,897,552,180,1385,0.7,964,2.1
UCL221009,36,1109,688,250,1579,0.7,1276,2.4
UCL221010,42,1040,638,250,1521,0.8,1160,2.3
UCL221011,42,1517,865,325,2262,0.8,2163,3
UCL221012,43,1550,918,250,2390,0.8,2294,2.9
UCL221013,40,1717,790,300,1889,0.8,1616,2.6
UCL221014,52,1517,701,298,1651,0.6,1285,2.1
UCL221015,51,1950,1003,336,2304,0.7,2240,2.4
UCL221016,31,1923,932,300,2297,0.9,2205,3.3
UCL221017,46,1083,593,220,1463,0.7,1117,2.4
UCL221018,57,750,515,200,1230,0.7,917,2
UCL221019,52,1000,498,243,1272,0.7,1012,2
UCL221020,58,641,492,140,1309,0.7,794,1.9
UCL221021,38,1419,693,280,1544,0.7,1299,2.2
UCL221022,50,1083,714,220,1854,0.7,1171,2.1
UCL221023,59,693,454,192,959,0.7,697,1.8
UCL221024,59,1387,590,300,1370,0.7,1220,2.1
UCL221025,56,867,542,165,1490,0.7,884,1.9
UCL221026,55,1082,554,256,1171,0.7,822,1.8
UCL221027,52,1083,517,220,1271,0.7,869,2
UCL221028,61,2318,1106,491,2548,0.6,2132,2.1
UCL221029,37,1500,813,273,2336,0.8,2052,2.8
UCL221030,59,850,453,200,1009,0.7,748,1.7
UCL221031,37,1654,864,315,2250,0.8,2008,2.7
UCL221032,45,1463,673,300,1632,0.8,1327,2.4
UCL221033,58,650,529,155,1309,0.6,1036,1.9
UCL221034,38,2167,802,375,2491,0.8,2553,3.5
UCL221035,56,879,482,200,1196,0.7,839,2.1
UCL221036,41,1614,764,340,2143,0.8,1889,2.8
UCL221037,52,650,617,140,1468,0.7,1045,2
UCL221038,38,1997,828,310,2187,0.9,2040,2.9
UCL221039,46,975,738,200,1821,0.7,1370,2.3
UCL221040,49,1300,652,275,1474,0.7,1151,2.2
UCL221041,37,1668,768,345,1982,0.8,1794,2.8
UCL221042,42,1181,695,250,1491,0.7,1302,2.4
UCL221043,63,748,435,180,848,0.6,687,1.7
UCL221044,60,1127,608,227,1365,0.7,1054,2
UCL221045,42,1300,722,360,1833,0.8,1633,2.3
UCL221046,30,1560,955,360,2205,0.8,2067,3
UCL221047,39,2167,878,96,2442,0.9,2352,3.1
UCL221048,42,1300,701,250,1682,0.8,1323,2.4
UCL221049,39,2003,969,398,2476,0.8,2399,3.1
UCL221050,50,1083,522,231,1362,0.8,942,2.1
UCL221051,49,650,595,180,1401,0.7,947,2.2
UCL221052,41,1810,792,300,2144,0.8,1625,2.6
UCL221053,61,1300,518,330,1244,0.7,1111,2.2
UCL221054,50,1300,617,300,1687,0.7,1038,2.1
UCL221055,36,2000,1163,390,2874,0.8,2730,3.2
UCL221056,42,570,475,200,1213,0.8,979,2.3
UCL221057,38,1517,822,320,1965,0.8,1798,3
UCL221058,40,1600,892,310,2180,0.8,1946,2.6
UCL221059,43,1625,830,385,1861,0.8,1537,2.4
UCL221060,67,1000,548,280,1170,0.7,937,1.8
UCL221061,60,1517,694,303,1488,0.6,1230,2
UCL221062,57,901,477,190,1098,0.7,773,1.9
UCL221063,52,605,498,140,1218,0.7,839,2
UCL221064,34,1831,844,365,2135,0.9,1927,2.9
UCL221065,60,1966,982,480,2353,0.7,2175,2.2
UCL221066,36,1361,696,310,1837,0.8,1605,2.7
UCL221067,37,1083,652,218,1602,0.8,1307,2.5
UCL221068,37,1419,629,340,1426,0.7,1067,2.4
UCL221069,45,1365,772,318,1704,0.7,1414,2.3
UCL221070,49,1083,615,240,1409,0.7,1096,2.2
UCL221071,48,1116,661,260,1453,0.7,1157,2.2
UCL221072,35,1300,788,270,1852,0.7,1562,2.4
UCL221073,38,1733,775,300,2588,0.8,2465,3.1
UCL221074,57,1517,736,400,1838,0.7,1390,2.1
UCL221075,57,1600,701,325,1625,0.6,1259,2.1
UCL221076,57,1083,560,280,1168,0.6,988,1.8
UCL221077,58,1068,521,250,1331,0.7,926,1.9
UCL221078,41,1707,814,336,2010,0.8,1533,2.4
UCL221079,57,654,474,155,1281,0.8,871,2
UCL221080,54,1800,665,360,1642,0.8,1309,2.1
UCL221081,55,650,602,150,1375,0.7,968,2
UCL221082,37,2350,1030,351,2469,0.8,1777,2.3
UCL221083,52,1502,762,307,1898,0.8,1437,2.3
UCL221084,36,1300,754,260,1949,0.7,1597,2.5
UCL222001,49,1517,943,323,2482,0.7,2421,2.9
UCL222002,49,2200,923,435,2312,0.7,2015,2.5
UCL222003,33,1536,803,280,2062,0.8,1718,2.8
UCL222004,27,0,904,155,0,0,762,0
UCL222005,50,1083,630,220,1859,0.7,1156,2.1
UCL222006,48,1500,775,308,1906,0.7,1394,2.5
UCL222007,52,1083,710,200,1713,0.7,1583,2.2
UCL222008,47,1300,741,318,1833,0.8,1399,2.1
UCL222009,50,1083,593,208,1366,0.7,1256,2.2
UCL222010,44,1800,742,289,2192,0.7,1850,2.8
UCL222011,40,1616,853,300,2457,0.8,2104,3
UCL222012,50,1517,713,360,1656,0.7,1487,2.4
UCL222013,54,1372,631,350,1531,0.6,1262,2
UCL222014,41,1733,935,271,2269,0.8,1941,2.7
UCL222015,38,1428,747,322,1906,0.8,1739,2.8
UCL222016,53,589,533,203,1328,0.7,1093,2.1
UCL222017,60,823,459,185,1083,0.6,730,1.7
UCL222018,30,1625,1071,1592,3187,1,3250,2.3
UCL222019,44,1800,619,270,1733,0.8,1805,2.8
UCL222020,46,1083,669,220,1458,0.7,1224,2.3
UCL222021,46,1544,697,315,1521,0.8,1224,2.3
UCL222022,53,1062,632,240,1674,0.7,1230,2.2
UCL222023,36,1300,806,285,2092,0.8,1933,2.8
UCL222024,27,1300,908,600,1833,1.2,2270,2.3
UCL222025,50,1192,644,250,1562,0.7,977,2.1
UCL222026,40,1509,893,315,2150,0.7,1899,2.7
UCL222027,43,1127,642,225,1531,0.8,1318,2.4
UCL222028,37,1169,709,260,2013,0.8,1568,2.6
UCL222029,54,672,494,100,1142,0.7,773,1.9
UCL222030,43,1470,564,270,1478,0.8,1050,2.3
UCL222031,48,823,551,180,1302,0.8,933,2.2
UCL222032,46,1400,869,250,1600,0.7,1321,1.9
UCL222033,42,1387,881,273,1910,0.9,1569,2.3
UCL222034,45,1250,536,256,1362,0.8,1097,2.2
UCL222035,58,433,422,120,949,0.7,701,1.9
UCL222036,47,856,590,180,1265,0.8,992,2.4
UCL222037,42,1064,753,220,1895,0.8,1625,2.6
UCL222038,40,1712,844,350,2225,0.8,2194,3
UCL222039,43,1517,923,300,2312,0.8,2062,2.7
UCL222040,52,1600,693,315,1759,0.7,1363,2.3
UCL222041,45,1300,749,227,2069,0.8,1399,2.4
UCL222042,55,650,536,160,1145,0.7,845,2.1
UCL222043,48,1154,588,300,1422,0.7,1125,2.2
UCL222044,55,650,481,140,1199,0.7,766,1.8
UCL222045,44,1900,772,420,2166,0.8,2062,2.9
UCL222046,51,840,532,200,1330,0.7,964,2.1
UCL222047,56,737,469,120,929,0.7,782,2
UCL222048,58,546,534,120,1375,0.7,1024,2
UCL222049,56,2000,732,294,1600,0.7,1333,2.1
UCL222050,55,1517,711,250,1704,0.7,1406,2.1
UCL222051,58,1300,588,300,1375,0.7,1075,2
UCL222052,41,1387,633,300,1843,0.8,1512,2.6
UCL222053,48,867,502,188,1262,0.8,966,2.2
UCL222054,49,1376,738,270,1916,0.7,1458,2.5
UCL222055,59,542,453,160,1048,0.7,806,2
UCL222056,28,1650,988,250,1916,0.9,3250,2
UCL222057,42,1500,743,270,2229,0.8,1568,2.4
UCL222058,30,1150,997,700,2437,1.1,2366,2.3
UCL222059,47,1083,680,185,1452,0.8,1337,2.4
UCL222060,49,693,642,110,1699,0.7,1021,2
UCL222061,42,1517,850,355,2285,0.8,2125,2.8
UCL222062,55,780,735,150,1770,0.7,1231,1.9
UCL222063,55,1497,673,300,1671,0.7,1220,2.2
UCL222064,36,1647,677,301,2035,0.8,1392,3
UCL222065,49,1175,645,235,1666,0.7,1274,2.3
UCL222066,55,800,552,250,1333,0.8,959,2.1
UCL222067,52,1139,731,215,1531,0.7,1147,1.9
UCL222068,42,1612,850,265,2437,0.8,2200,2.8
UCL222069,55,787,489,180,1218,0.7,860,2.1
UCL222070,56,1344,794,265,1770,0.6,1401,2
UCL222071,39,1530,705,350,1768,0.8,1408,2.4
UCL222072,58,1138,503,255,1212,0.7,1022,1.9
UCL222073,40,1528,1006,240,2531,0.7,1958,2.4
UCL222074,47,1268,590,300,1800,0.9,1145,2.4
UCL222075,42,1414,658,290,1672,0.8,1468,2.7
UCL222076,47,743,544,150,1187,0.8,935,2.2
UCL222077,57,510,550,100,1312,0.7,874,2
UCL222078,46,867,525,205,1270,0.7,833,2.1
UCL222079,47,2000,873,481,2352,0.8,2022,2.6
UCL222080,56,563,458,178,991,0.7,842,2.1
UCL222081,56,1602,835,280,1488,0.7,1509,2
UCL222082,42,1249,866,348,1718,0.7,1611,2.1
UCL222083,40,1517,877,250,1737,0.7,1656,2.7
UCL222084,54,867,469,200,1216,0.7,764,1.9
UCL222085,48,1617,714,331,1625,0.6,1302,2.1
UCL222086,43,2167,788,416,2272,0.8,2023,2.8
UCL222087,48,802,559,190,1295,0.7,1024,2.1
UCL222088,61,758,459,180,1292,0.7,729,1.8
UCL222089,50,1376,661,250,1611,0.7,1402,2.3
UCL222090,41,1192,853,285,2203,0.8,1910,2.6
UCL222091,40,1200,769,250,1771,0.8,1476,2.5
UCL222092,37,1344,928,300,2312,0.8,2018,2.9
UCL222093,54,897,488,218,1091,0.7,845,1.9
UCL222094,52,873,518,150,1266,0.8,966,2.2
UCL222095,42,1324,739,290,2091,0.7,1542,2.3
UCL222096,40,1700,906,395,2202,0.8,2023,2.7
UCL222097,34,1602,793,335,2134,0.9,2033,3
UCL222098,43,1500,818,250,1968,0.9,1767,2.7
UCL222099,38,1300,785,285,1728,0.8,1607,2.6
UCL222100,59,529,460,180,961,0.6,805,1.8
UCL222101,39,1517,815,280,1946,0.7,1578,2.5
UCL222102,44,1400,658,330,1525,0.7,1213,2.3
UCL222103,44,2400,978,352,3175,0.8,3025,3.1
UCL222104,44,820,595,175,1265,0.8,1097,2.4
UCL222105,49,1083,633,250,1812,0.7,1339,2.2
UCL231001,46,1603,753,250,1978,0.8,1656,2.6
UCL279997,48,0,2543,0,0,0,2250,0
UCL301001,36,1888,856,380,2214,0.8,1881,2.6
UCL302001,39,1950,784,450,2005,0.8,1679,2.5
UCL302002,44,1950,770,455,1951,0.8,1592,2.4
UCL303001,39,1584,804,340,1949,0.8,1568,2.5
UCL303002,38,1454,736,305,1808,0.7,1400,2.4
UCL303003,35,1517,854,310,2086,0.8,1693,2.5
UCL311001,42,1300,603,280,1440,0.8,1128,2.3
UCL311002,52,1408,553,340,1312,0.7,1086,2.3
UCL311003,37,1712,863,345,2207,0.8,1797,2.5
UCL311004,37,1387,770,275,1954,0.8,1484,2.5
UCL312001,62,1650,529,340,1229,0.7,964,2
UCL312002,35,1517,780,265,2054,0.7,1629,2.5
UCL312003,49,1083,503,255,1226,0.8,967,2.2
UCL312004,40,1650,669,360,1690,0.8,1348,2.5
UCL313001,40,1733,867,365,1918,0.8,1593,2.3
UCL313002,52,1560,669,345,1632,0.7,1348,2.3
UCL313003,35,1300,755,260,1811,0.7,1465,2.5
UCL313004,33,1600,1017,300,2510,0.8,2151,2.7
UCL313005,31,1517,764,340,1848,0.8,1691,2.8
UCL313006,42,1300,578,295,1366,0.7,1079,2.3
UCL313007,42,1896,836,410,2253,0.7,2049,2.8
UCL313008,38,1200,668,260,1528,0.7,1238,2.4
UCL313009,33,1517,1120,277,2629,0.9,2172,2.6
UCL313010,43,1200,609,265,1389,0.7,1083,2.3
UCL313011,25,1698,815,375,1631,0.8,1583,3.1
UCL313012,43,1733,757,340,2052,0.7,1593,2.4
UCL314001,47,1300,645,280,1491,0.7,1103,2.2
UCL314002,45,1200,696,230,1710,0.8,1221,2.2
UCL314003,42,1517,593,315,1398,0.7,1117,2.4
UCL314004,37,1733,701,395,1725,0.8,1507,2.6
UCL314005,36,1300,917,260,2242,0.8,1875,2.5
UCL314006,46,1500,687,270,1782,0.8,1272,2.4
UCL314007,42,1125,647,220,1656,0.8,1280,2.3
UCL314008,35,1209,891,250,1842,0.7,1551,2.5
UCL314009,31,1846,857,400,2116,0.8,2094,3.3
UCL314010,33,1300,677,290,1458,0.8,1227,2.6
UCL314011,38,1408,841,290,1920,0.8,1555,2.5
UCL314012,38,1517,783,320,1933,0.8,1614,2.7
UCL314013,41,1127,601,240,1365,0.8,1047,2.3
UCL314014,35,2100,822,380,2254,0.8,2204,3.2
UCL314015,37,1625,742,360,1950,0.8,1837,3
UCL314016,40,1369,658,286,1470,0.8,1145,2.4
UCL314017,34,1300,1661,109,3332,0.8,3080,2.8
UCL314018,34,2094,1136,475,2740,0.8,2653,3.2
UCL314019,42,1800,749,430,1958,0.7,1646,2.6
UCL314020,36,1300,943,250,2157,0.7,1678,2.4
UCL314021,50,1733,566,385,1414,0.7,1207,2.4
UCL314022,50,1800,681,420,1822,0.8,1510,2.5
UCL314023,40,1733,831,300,2274,0.7,1878,2.6
UCL315001,56,1517,659,370,1442,0.8,1238,2.2
UCL315002,38,2000,971,420,2443,0.8,2467,3.1
UCL315003,58,1181,528,250,1211,0.7,962,2.1
UCL315004,29,0,337,125,785,1.2,1103,3.9
UCL315005,50,1016,536,230,1403,0.8,992,2.3
UCL315006,26,0,757,120,1522,1.3,1650,3.4
UCL315007,51,1500,563,340,1405,0.7,1119,2.3
UCL315008,36,1083,1588,210,2801,0.8,2366,2.6
UCL315009,51,1241,552,300,1351,0.7,1062,2.3
UCL315010,56,1300,538,290,1269,0.7,1059,2.2
UCL315011,67,1300,444,290,934,0.7,787,1.9
UCL315012,30,1733,791,300,2110,0.8,1829,2.9
UCL315013,28,1326,846,293,1773,0.8,1542,2.6
UCL315014,62,1232,534,250,1177,0.8,920,1.9
UCL315015,38,1950,855,430,2188,0.8,2051,3
UCL315016,33,2000,892,460,2331,0.8,2386,3.4
UCL315017,45,867,798,175,1762,0.7,1287,2.1
UCL315018,23,0,377,100,803,1,792,3.4
UCL315019,51,1083,542,265,1176,0.7,773,1.9
UCL315020,37,1258,938,210,2410,0.7,1768,2.3
UCL315021,49,997,504,245,1205,0.7,849,2.2
UCL315022,38,1192,1002,240,2367,0.8,1826,2.5
UCL315023,43,1000,727,200,1794,0.7,1488,2.2
UCL315024,51,1207,684,250,1567,0.9,1287,2.3
UCL315025,61,1170,430,300,919,0.7,808,2.1
UCL315026,46,1692,636,450,1581,0.7,1321,2.4
UCL315027,59,1083,483,263,1095,0.7,904,2.1
UCL315028,36,1798,775,380,1958,0.8,1854,2.9
UCL315029,40,2100,894,400,2493,0.8,2219,2.9
UCL315030,25,737,362,120,882,1.5,1253,4.2
UCL315031,36,668,1716,92,2977,0.7,2459,2.5
UCL315032,50,1550,618,350,1482,0.7,1247,2.4
UCL315033,59,1101,471,260,1087,0.7,847,2
UCL315034,40,1950,764,480,1929,0.8,1690,2.8
UCL315035,34,1625,793,350,1869,0.8,1756,3
UCL315036,47,906,577,235,1272,0.8,1002,2.2
UCL315037,41,1842,725,418,1861,0.8,1739,2.8
UCL315038,36,1733,874,400,2334,0.8,2216,3.1
UCL315039,30,0,290,100,624,1.2,955,3.5
