UCL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
UCL415032,974,2020,36,54,35,69,69,122,0,10,0,0,0,0,0,0,0,0,0,10,27,37,5,8,0,0,4,10,32,52,3,7,1083,2209,1062,..,2147,2209
UCL415033,381,894,12,18,0,0,12,18,12,9,0,0,0,0,0,0,0,0,12,9,0,0,0,5,0,0,0,0,0,3,0,0,413,928,47,..,465,928
UCL415034,509,1131,53,79,0,0,53,79,10,21,0,0,0,0,0,0,0,0,10,21,9,11,0,0,4,19,4,5,14,34,4,8,590,1269,111,..,702,1269
UCL415035,721,1329,22,36,0,0,22,36,0,0,0,0,0,0,0,0,0,0,0,0,24,39,0,0,0,0,0,0,19,41,5,6,772,1412,187,..,961,1412
UCL415036,477,927,44,69,4,6,47,71,8,11,0,0,0,0,0,0,0,0,8,11,5,8,11,14,0,0,0,0,12,27,6,12,547,1039,235,..,784,1039
UCL415037,1650,3767,334,543,0,3,338,547,76,129,0,0,0,0,0,0,0,0,76,129,78,147,19,40,0,5,0,0,99,196,8,14,2165,4657,228,..,2394,4657
UCL415038,508,1089,16,29,8,12,22,44,4,15,0,0,0,0,0,0,0,0,4,15,10,11,0,3,0,0,0,0,8,14,20,46,567,1210,776,..,1345,1210
UCL415039,1365,3640,0,0,0,0,0,0,46,67,0,0,0,0,0,0,0,0,46,67,0,0,6,14,0,0,0,23,14,44,7,10,1433,3756,340,..,1774,3756
UCL415040,621,1321,34,44,0,0,34,44,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,4,0,0,0,13,0,0,660,1381,92,..,755,1381
UCL415041,1672,3881,165,235,8,20,169,252,19,18,0,0,0,0,0,0,0,0,19,18,9,17,16,24,0,0,0,5,24,43,0,0,1887,4193,187,..,2076,4193
UCL415042,610,1259,63,89,0,3,63,93,47,57,0,0,0,0,0,0,0,0,47,57,32,67,0,0,3,0,6,5,42,81,13,22,776,1510,161,..,934,1510
UCL415043,1039,2891,6,10,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1047,2903,66,..,1111,2903
UCL415044,540,1613,19,56,0,0,19,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,564,1673,21,..,583,1673
UCL415045,633,1390,160,223,0,4,160,221,0,0,0,0,0,0,0,0,0,0,0,0,26,54,19,30,0,0,0,0,43,86,0,0,833,1702,100,..,936,1702
UCL415046,1790,3719,113,183,27,46,145,232,7,8,0,0,0,0,0,0,0,0,7,8,20,40,15,28,3,4,3,4,38,78,19,34,1991,4064,969,..,2960,4064
UCL415047,819,2158,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,2170,42,..,871,2170
UCL415048,845,2153,14,27,0,0,14,27,18,22,0,0,0,0,0,0,0,0,18,26,0,0,0,0,0,0,0,0,0,0,0,10,884,2209,51,..,940,2209
UCL415049,645,1581,68,103,4,8,70,113,26,42,0,0,0,0,0,0,0,0,26,42,0,0,0,0,0,0,0,3,0,3,3,7,744,1744,89,..,832,1744
UCL421001,495,990,34,49,4,6,41,53,0,0,0,0,0,0,0,0,0,0,0,0,60,84,9,13,0,0,11,8,77,112,7,5,613,1158,140,..,754,1158
UCL421002,225,456,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,8,12,232,489,237,..,469,489
UCL421003,329,884,7,18,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,343,907,28,..,372,907
UCL421004,413,840,59,75,0,0,58,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,470,923,113,..,586,923
UCL421005,355,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,359,738,34,..,398,738
UCL421006,230,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,232,675,8,..,243,675
UCL421007,313,643,0,7,0,0,4,9,5,3,0,0,0,0,0,0,0,0,5,3,32,60,11,17,0,3,0,0,42,82,4,8,366,749,338,..,701,749
UCL421008,352,743,76,150,0,0,75,152,5,7,0,0,0,0,0,0,0,0,5,7,13,20,0,0,0,0,0,14,17,35,5,7,461,948,117,..,576,948
UCL421009,302,694,12,16,0,0,12,16,0,4,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,3,0,0,0,10,0,0,322,725,49,..,372,725
UCL421010,225,604,4,3,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,233,610,16,..,249,610
UCL421011,284,555,9,13,0,0,9,13,0,0,0,0,0,0,0,0,0,4,0,4,6,6,0,0,0,0,0,0,6,6,0,0,297,580,46,..,338,580
UCL421012,274,577,13,18,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,8,3,17,0,0,291,613,59,..,352,613
UCL421013,370,993,6,14,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,6,3,5,11,391,1021,29,..,421,1021
UCL421014,254,640,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,265,657,19,..,285,657
UCL421015,231,554,8,11,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,568,35,..,281,568
UCL421016,181,500,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,507,9,..,193,507
UCL421017,179,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,486,11,..,191,486
UCL421018,495,1074,12,12,0,0,12,12,0,4,0,0,0,0,0,0,0,0,0,4,3,10,4,10,0,0,0,0,12,20,0,0,519,1107,41,..,557,1107
UCL421019,254,519,6,9,0,0,6,9,6,5,0,0,0,0,0,0,0,0,6,5,8,12,0,0,0,0,0,0,9,13,0,9,275,557,107,..,389,557
UCL421020,243,529,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,11,12,3,5,0,0,0,0,0,4,5,8,0,0,263,547,36,..,294,547
UCL421021,213,473,15,22,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,5,6,16,0,5,237,509,44,..,282,509
UCL421022,408,953,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,954,29,..,441,954
UCL421023,293,728,9,22,0,0,9,22,3,8,0,0,0,0,0,0,0,0,3,8,28,89,0,0,0,0,0,0,29,87,5,6,339,853,27,..,362,853
UCL421024,368,763,8,11,0,0,5,7,11,8,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,11,3,13,3,5,385,800,73,..,463,800
UCL421025,365,740,4,4,0,0,0,5,6,5,0,0,0,0,0,0,0,0,6,5,27,41,0,0,0,0,0,0,33,39,0,6,402,793,64,..,466,793
UCL421026,323,658,6,12,0,0,6,12,6,0,0,0,0,0,0,0,0,0,6,0,12,16,3,7,0,0,0,14,18,41,0,0,354,708,54,..,405,708
UCL421027,220,519,0,3,0,3,4,8,25,31,0,0,0,0,0,0,0,0,25,31,5,4,0,0,0,0,0,0,5,4,5,10,259,576,24,..,286,576
UCL421028,183,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,527,12,..,190,527
UCL421029,211,436,6,7,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,14,28,4,7,0,0,0,0,17,32,0,0,234,473,53,..,286,473
UCL421030,268,538,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,21,18,6,3,290,563,47,..,337,563
UCL421031,294,605,8,6,3,5,11,11,4,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,4,0,0,307,627,204,..,511,627
UCL421032,243,537,16,26,0,0,16,26,3,8,0,0,0,0,0,0,0,0,3,8,12,14,12,20,0,0,0,0,24,29,0,0,284,600,56,..,336,600
UCL421033,106,515,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,12,8,10,119,544,18,..,138,544
UCL421034,488,1015,20,33,0,6,24,38,13,13,0,0,0,0,0,0,0,0,13,13,14,25,0,0,0,0,0,0,11,28,12,19,547,1116,120,..,670,1116
UCL421035,332,668,22,29,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,10,5,13,0,0,359,716,45,..,407,716
UCL421036,321,945,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,952,23,..,342,952
UCL421037,379,827,8,9,0,0,8,9,11,12,0,0,0,0,0,0,0,0,14,11,37,72,19,38,0,0,3,3,58,113,7,11,463,974,158,..,621,974
UCL421038,333,881,18,25,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,903,12,..,366,903
UCL421039,243,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,651,15,..,256,651
UCL421040,220,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,224,637,11,..,233,637
UCL421041,211,468,7,8,0,0,7,8,4,3,0,0,0,0,0,0,0,0,4,3,7,9,0,0,0,0,0,3,9,18,0,0,234,495,52,..,281,495
UCL421042,342,689,18,24,0,0,18,24,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,6,5,6,0,0,366,728,38,..,398,728
UCL421043,303,590,10,14,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,13,16,0,0,328,618,51,..,373,618
UCL422001,98,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,10,0,0,101,270,14,..,111,270
UCL422002,83,377,18,20,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,402,16,..,118,402
UCL422003,156,285,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,168,296,105,..,270,296
UCL422004,133,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,10,10,13,14,24,153,267,376,..,529,267
UCL422005,110,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,0,0,0,9,10,5,6,123,240,111,..,238,240
UCL422006,189,346,11,14,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,6,8,203,366,27,..,229,366
UCL422007,134,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16,0,0,0,0,9,21,5,0,149,258,233,..,383,258
UCL422008,154,369,32,55,0,0,32,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,426,11,..,195,426
UCL422009,111,219,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,122,226,43,..,164,226
UCL422010,148,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,360,14,..,157,360
UCL422011,115,209,0,9,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,5,6,0,0,122,225,31,..,156,225
UCL422012,203,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,202,469,19,..,223,469
UCL422013,108,302,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,311,0,..,117,311
UCL422014,78,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,192,11,..,90,192
UCL422015,210,379,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,9,0,0,0,0,0,0,3,9,0,3,218,389,186,..,406,389
UCL422016,74,167,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,14,0,0,0,0,16,19,0,0,91,196,15,..,105,196
UCL422017,98,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,7,23,0,0,112,203,150,..,256,203
UCL422018,86,167,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,97,187,12,..,111,187
UCL422019,237,450,9,12,0,4,8,16,4,9,0,0,0,0,0,0,0,0,4,9,20,40,6,19,0,0,0,3,25,58,0,0,274,527,216,..,488,527
UCL422020,140,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,46,7,11,3,9,0,0,38,69,4,8,179,382,72,..,250,382
UCL422021,105,204,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,38,73,12,15,0,0,4,3,50,89,9,6,161,308,34,..,200,308
UCL422022,69,333,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,75,348,6,..,80,348
UCL422023,117,267,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,3,0,0,125,278,24,..,152,278
UCL422024,63,236,5,14,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,247,7,..,79,247
UCL422025,153,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,10,18,0,0,166,316,25,..,190,316
UCL422026,153,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,404,8,..,159,404
UCL422027,42,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,9,13,4,7,58,93,72,..,125,93
UCL422028,106,231,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,12,21,0,3,124,267,27,..,149,267
UCL422029,59,265,8,16,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,283,14,..,80,283
UCL422030,153,292,5,6,0,0,5,6,10,8,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,3,8,3,8,0,0,169,313,85,..,246,313
UCL422031,144,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,320,22,..,167,320
UCL422032,112,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,315,12,..,127,315
UCL422033,91,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,0,0,0,0,0,0,42,54,8,11,143,299,11,..,151,299
UCL422034,140,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,314,12,..,150,314
UCL422035,161,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,160,440,13,..,173,440
UCL422036,200,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,437,25,..,227,437
UCL422037,117,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,290,10,..,127,290
UCL422038,112,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,119,252,13,..,132,252
UCL422039,121,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,4,125,237,90,..,212,237
UCL422040,141,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,7,11,0,0,144,274,149,..,291,274
UCL422041,156,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,4,10,0,0,0,0,21,41,0,0,178,352,239,..,415,352
UCL422042,149,276,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,26,6,11,0,0,0,0,28,38,4,17,181,330,79,..,259,330
UCL422043,80,140,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,0,0,89,151,94,..,183,151
UCL422044,159,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,10,3,5,168,319,265,..,430,319
UCL422045,251,457,8,11,0,0,8,11,18,25,0,0,0,0,0,0,0,0,18,25,8,12,21,25,0,0,0,4,29,39,0,0,301,535,403,..,703,535
UCL422046,184,364,7,11,0,0,7,11,0,6,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,3,6,8,13,0,0,200,392,25,..,223,392
UCL422047,77,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,0,0,0,0,8,14,7,8,92,168,85,..,178,168
UCL422048,172,335,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,181,345,45,..,223,345
UCL422049,122,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,4,8,0,0,120,276,66,..,186,276
UCL422050,89,185,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,187,18,..,106,187
UCL422051,181,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,398,12,..,195,398
UCL422052,235,428,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,17,0,0,3,6,11,25,0,0,252,467,229,..,476,467
UCL422053,156,248,0,7,0,0,0,7,6,9,0,0,0,0,0,0,0,0,6,9,7,7,0,0,0,0,3,4,13,15,4,4,173,271,198,..,373,271
UCL422054,111,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,231,7,..,120,231
UCL422055,157,307,7,5,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,164,316,25,..,187,316
UCL422056,119,255,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,259,23,..,154,259
UCL422057,147,365,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,150,383,11,..,157,383
UCL422058,94,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,210,30,..,130,210
UCL422059,188,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,7,17,0,0,0,0,19,50,3,9,214,478,23,..,239,478
UCL422060,115,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,3,4,0,0,114,206,36,..,156,206
UCL422061,94,147,0,5,4,0,9,6,22,34,0,0,0,0,0,0,0,0,22,34,0,0,0,0,0,0,0,0,0,0,0,0,120,187,116,..,242,187
UCL422062,63,198,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,209,0,..,71,209
UCL422063,68,267,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,5,77,279,12,..,88,279
UCL431001,54341,136787,368,879,58,129,424,1007,41,61,51,60,0,5,10,10,27,57,123,204,758,1404,354,589,162,320,117,310,1395,2629,665,1214,56953,141847,17024,..,73981,141847
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
UCL501001,599829,1630729,83044,155431,32585,65616,115629,221045,20290,32668,15501,24564,17585,28536,10139,17352,789,1624,64306,104740,1146,1665,1167,1696,1395,1491,398,777,4103,5638,1012,1793,784879,1963937,70264,..,855144,1963937
UCL511001,24764,63738,2988,4654,487,886,3480,5543,507,771,123,194,24,35,36,60,10,13,700,1073,196,267,174,239,98,100,18,28,483,635,60,105,29481,71097,2864,..,32342,71097
UCL512001,11292,27062,968,1407,118,178,1085,1580,52,65,0,0,0,0,0,0,23,45,69,106,66,113,99,140,35,33,3,6,203,294,31,67,12681,29111,1728,..,14411,29111
UCL512002,9473,23171,1051,1603,155,285,1207,1885,11,23,0,0,15,23,0,0,20,47,51,89,61,109,140,221,56,72,13,29,271,433,29,46,11031,25625,2153,..,13177,25625
UCL512003,10967,27564,1410,2277,328,646,1741,2921,250,399,15,22,4,7,0,0,8,14,286,442,135,261,32,51,66,77,15,25,247,414,44,85,13285,31436,1781,..,15066,31436
UCL512004,8768,23447,1588,2905,248,541,1837,3447,140,217,0,0,0,0,0,0,3,6,141,219,109,159,481,728,70,74,24,35,686,1000,30,55,11451,28162,1686,..,13142,28162
UCL513001,4095,12098,607,1274,272,509,877,1783,138,298,0,0,0,0,0,0,3,5,147,306,1343,2841,3,14,46,89,34,77,1430,3020,137,226,6679,17442,722,..,7399,17442
UCL513002,3590,8578,431,700,46,84,473,786,111,149,0,3,0,0,0,0,0,0,115,154,83,147,32,44,20,34,3,9,141,243,28,69,4350,9828,772,..,5124,9828
UCL513003,4647,13915,721,1468,168,281,889,1754,148,230,42,59,57,102,192,280,0,0,441,677,220,452,89,145,13,17,3,19,318,631,69,109,6372,17078,1240,..,7610,17078
UCL513004,3854,10973,809,1745,313,727,1121,2473,412,610,137,204,148,225,0,0,0,0,695,1045,172,331,186,283,99,115,32,78,482,805,78,131,6239,15439,1462,..,7701,15439
UCL513005,3777,10250,84,134,15,27,100,161,0,0,0,0,0,0,0,0,0,11,7,8,0,0,0,0,0,0,0,0,0,0,4,5,3889,10425,428,..,4315,10425
UCL514001,2764,6414,124,176,0,0,124,176,116,170,0,0,0,0,0,0,0,0,116,170,12,26,0,0,5,3,0,6,23,42,6,21,3032,6812,402,..,3434,6812
UCL514002,2405,6030,190,434,89,202,273,637,22,38,0,0,0,3,0,0,4,0,25,45,0,0,0,0,3,4,0,0,4,3,12,26,2721,6737,1672,..,4392,6737
UCL514003,2516,6396,134,216,91,159,229,375,4,4,0,0,0,0,0,0,0,5,3,5,20,34,51,133,19,22,0,0,87,189,24,49,2854,7011,525,..,3382,7011
UCL514004,2502,5985,163,249,11,14,171,270,13,26,0,0,0,0,0,0,0,3,10,28,25,35,14,21,5,11,0,0,43,64,9,18,2740,6361,444,..,3193,6361
UCL515001,531,1030,39,52,18,28,59,83,6,11,0,0,0,0,0,0,0,0,6,11,13,23,8,7,0,0,5,11,20,44,3,10,623,1167,459,..,1085,1167
UCL515002,511,1167,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,12,20,4,4,0,0,0,0,15,28,0,0,527,1199,196,..,729,1199
UCL515003,940,2061,58,71,0,0,58,71,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,3,0,3,0,10,1009,2154,199,..,1210,2154
UCL515004,748,1993,6,9,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,2005,58,..,808,2005
UCL515005,883,2189,55,81,0,0,55,81,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,942,2273,69,..,1013,2273
UCL515006,1301,3294,244,414,37,56,285,471,45,56,0,0,0,0,0,0,0,0,45,56,470,931,16,29,4,17,4,0,499,984,57,112,2184,4908,383,..,2567,4908
UCL515007,695,1947,22,29,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,10,718,1988,106,..,826,1988
UCL515008,365,1108,8,19,15,32,18,43,4,10,32,56,0,0,0,0,0,0,41,64,33,77,3,3,4,0,0,0,40,86,15,23,477,1327,126,..,602,1327
UCL515009,1214,2619,67,97,0,0,67,97,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,56,68,0,0,74,95,5,3,1354,2812,275,..,1637,2812
UCL515010,985,2602,131,218,0,4,134,220,0,0,0,0,0,0,0,0,0,0,0,5,224,443,0,0,5,4,9,20,232,474,29,45,1384,3337,306,..,1694,3337
UCL515011,1036,2476,41,67,0,0,41,67,3,6,0,0,0,0,0,0,0,0,3,6,12,38,0,0,4,4,0,0,17,45,6,3,1101,2601,113,..,1210,2601
UCL515012,784,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,782,2101,76,..,860,2101
UCL515013,1013,2827,29,62,13,27,42,85,69,96,0,0,0,0,0,0,0,0,69,96,534,1133,45,104,13,27,11,42,596,1310,11,24,1738,4337,240,..,1980,4337
UCL515014,306,830,51,83,9,13,57,101,0,0,0,0,0,0,0,0,0,0,0,0,101,191,0,0,12,18,0,5,105,214,13,24,487,1166,62,..,552,1166
UCL515015,1021,2453,84,151,9,29,93,178,0,5,0,0,0,0,0,0,0,0,0,5,31,38,0,0,4,0,4,5,39,51,4,8,1161,2690,124,..,1283,2690
UCL515016,669,1418,25,58,9,16,40,70,9,15,0,0,0,0,0,0,0,0,9,15,34,58,7,18,0,0,3,9,44,78,4,9,763,1584,587,..,1344,1584
