UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL222067,3,0,3,0,5,6,0,0,0,0,0,0,6,5,13,3,4,5,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,20,17,35,0,0,0,30,35,70
UCL222068,0,4,4,3,5,12,0,0,0,0,0,0,3,11,10,4,6,14,0,3,3,0,0,0,11,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,8,12,19,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,0,0,0,24,37,62
UCL222069,3,3,8,8,4,17,13,4,20,0,0,0,24,13,37,12,11,19,6,3,13,6,0,4,21,12,35,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,13,0,0,0,0,0,3,0,0,0,0,0,3,20,18,39,0,0,0,73,60,126
UCL222070,0,9,8,7,8,14,0,0,0,0,0,0,6,8,17,3,0,7,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,22,42
UCL222071,4,5,4,9,10,24,4,4,3,0,0,3,14,11,26,5,6,15,3,6,9,0,0,0,12,11,28,0,0,0,0,0,0,3,0,5,0,3,6,0,0,0,4,0,9,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,17,14,30,0,0,0,51,56,107
UCL222072,0,4,4,0,0,0,5,0,3,0,0,0,6,0,4,3,7,5,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,25,19,43,0,0,0,31,31,67
UCL222073,5,7,9,8,12,17,0,4,5,0,0,0,12,12,20,6,4,12,0,0,0,0,0,0,10,4,12,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,8,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,33,35,72
UCL222074,0,0,0,3,9,11,0,0,0,0,0,0,8,9,14,10,6,20,0,0,0,0,0,0,9,7,19,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,6,0,0,0,0,0,3,0,0,0,0,0,3,22,11,31,0,0,0,40,34,76
UCL222075,3,0,8,24,23,50,0,3,10,0,0,0,30,29,55,10,4,21,0,8,8,0,0,0,18,17,30,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,13,14,0,5,5,0,0,0,0,0,0,6,6,3,15,22,36,0,0,0,64,81,142
UCL222076,5,0,9,11,10,18,0,7,14,0,0,0,14,14,28,20,20,36,0,0,0,0,0,0,20,20,36,0,0,6,3,0,8,0,0,0,0,3,3,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,10,4,11,17,0,0,0,0,3,3,0,0,0,0,5,5,28,29,57,0,0,0,65,89,149
UCL222077,3,0,7,20,13,29,0,0,0,0,0,0,20,13,29,14,15,28,0,0,0,0,0,0,14,15,28,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,7,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,12,0,0,0,0,0,0,0,0,0,6,0,4,17,21,38,0,0,0,61,57,118
UCL222078,0,0,0,7,4,11,0,0,3,0,0,0,10,7,18,11,11,25,0,0,0,0,0,0,11,11,25,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,12,0,0,4,0,0,0,0,0,0,5,0,8,10,8,22,0,0,0,44,41,83
UCL222079,10,3,14,16,18,38,0,0,0,3,0,3,22,18,38,5,10,15,6,3,10,6,8,9,14,20,32,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,6,6,4,5,3,0,3,0,0,0,3,0,3,0,0,0,12,6,13,11,4,17,0,0,0,0,5,6,0,0,0,0,5,6,7,4,12,0,0,0,60,52,114
UCL222080,8,4,6,4,9,12,0,0,0,0,0,0,4,9,12,9,8,18,0,0,0,0,0,0,9,8,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,4,0,0,0,0,0,4,0,0,0,0,0,4,11,11,23,0,0,0,37,36,71
UCL222081,0,6,7,12,4,16,0,0,0,0,0,0,7,4,14,10,9,12,0,3,3,0,0,4,10,9,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,8,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,12,11,19,0,0,0,40,34,79
UCL222082,0,0,5,7,8,12,6,0,0,0,0,4,14,6,21,4,8,8,0,0,0,7,0,7,12,8,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,7,8,3,0,5,0,0,0,0,5,5,0,0,0,0,9,14,8,14,16,0,0,0,0,0,0,0,0,0,0,0,0,20,27,48,0,0,0,49,57,108
UCL222083,3,0,3,11,10,19,0,0,0,0,5,0,12,12,24,0,3,7,3,4,10,0,0,0,0,10,13,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,27,28,57
UCL222084,0,0,4,15,15,27,0,0,0,0,0,0,12,15,28,7,6,17,6,5,15,0,0,0,14,12,28,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,10,0,0,0,0,4,4,0,0,0,0,4,4,32,28,57,0,0,0,61,71,130
UCL222085,0,7,13,7,4,15,3,4,8,4,4,11,8,11,22,0,0,0,0,0,0,4,9,9,10,9,16,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,10,3,13,0,0,0,0,0,0,0,0,3,0,0,0,9,8,17,10,14,23,0,0,0,0,0,3,0,0,0,5,3,4,3,3,4,0,0,0,35,47,78
UCL222086,0,3,6,15,11,28,0,0,0,0,0,0,15,11,28,9,9,17,0,0,0,0,0,4,13,5,21,0,0,0,0,0,0,4,0,7,0,0,5,0,0,0,5,5,9,0,0,5,0,0,0,0,0,0,3,5,6,0,0,0,5,5,14,9,9,21,0,0,0,0,0,3,0,0,0,0,0,3,15,10,31,0,4,4,61,52,111
UCL222087,6,0,7,18,15,30,4,3,8,0,0,0,19,21,39,6,7,17,0,3,4,0,0,0,10,9,18,0,0,0,0,3,3,0,4,4,0,3,4,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,14,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,0,0,0,50,59,104
UCL222088,0,0,0,3,6,8,0,0,0,0,0,0,3,6,8,0,0,5,0,0,0,7,0,7,6,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,5,0,0,0,0,0,6,0,0,0,0,0,6,15,17,29,0,0,0,30,28,57
UCL222089,4,4,7,6,3,12,5,3,6,0,0,0,10,9,14,5,0,5,5,0,5,0,3,3,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,4,7,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,0,0,21,21,50
UCL222090,0,0,6,15,7,24,3,0,3,0,0,0,17,8,24,7,8,12,3,5,9,0,0,0,9,10,18,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,18,16,33,0,0,0,54,46,98
UCL222091,4,5,8,22,23,48,0,0,0,0,0,0,22,21,44,7,17,23,5,6,9,0,0,0,11,16,31,0,0,0,0,0,0,6,0,3,0,3,3,0,0,0,9,8,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,10,8,9,19,0,0,0,0,0,0,0,0,0,0,0,0,11,11,16,0,0,0,56,67,122
UCL222092,7,3,10,14,17,38,0,0,0,0,0,3,17,20,38,0,0,7,11,10,21,4,0,8,22,9,35,3,0,3,0,0,0,0,0,0,0,4,3,0,0,0,4,10,10,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,0,9,9,5,15,19,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,0,0,0,62,61,120
UCL222093,3,0,4,15,4,22,0,0,0,0,0,0,15,4,22,3,13,19,0,0,0,0,0,0,3,11,19,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,14,0,0,0,0,0,4,0,0,0,0,0,4,25,28,50,0,0,0,55,62,114
UCL222094,0,3,7,11,8,18,0,0,0,0,0,0,11,8,18,0,4,6,5,0,5,0,0,0,4,4,12,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,18,11,28,0,0,0,38,39,80
UCL222095,5,4,0,5,0,5,0,6,8,0,0,0,4,6,10,0,0,4,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,18,29,49
UCL222096,6,7,13,23,19,43,4,3,4,0,0,0,26,19,44,6,9,19,5,3,6,0,0,0,5,19,25,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,0,4,10,0,0,3,0,0,0,0,0,0,5,6,4,0,0,0,4,8,13,10,17,20,0,0,0,5,0,4,0,0,0,5,0,4,13,8,21,0,0,0,59,69,131
UCL222097,3,0,5,12,10,24,11,5,13,0,3,0,22,22,36,10,7,13,4,3,11,3,0,5,17,15,27,0,4,4,0,0,0,0,0,4,5,0,5,0,0,0,3,3,10,0,3,9,0,0,0,0,0,0,0,6,6,0,0,0,3,10,9,4,13,20,0,0,0,0,0,0,0,0,0,0,0,0,9,15,22,0,0,0,57,64,117
UCL222098,5,6,6,19,19,41,0,0,0,0,0,0,19,19,41,15,11,27,0,3,3,0,0,0,21,17,30,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,8,0,0,0,3,6,6,0,0,0,0,3,3,0,0,0,3,8,8,4,12,9,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,52,54,103
UCL222099,4,3,8,8,16,21,0,0,0,0,0,0,14,16,22,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,6,0,6,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,10,11,20,0,0,0,42,29,70
UCL222100,0,0,0,3,3,4,0,0,0,0,0,0,3,0,4,6,3,10,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,15,35,0,0,0,23,22,51
UCL222101,3,5,6,12,9,18,4,0,0,3,0,3,21,5,28,7,4,16,0,0,0,0,0,4,10,3,18,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,8,0,0,3,3,7,4,0,0,0,0,0,0,0,0,0,3,8,13,7,11,20,0,0,0,0,0,0,0,0,0,0,0,0,13,11,31,0,0,0,48,48,95
UCL222102,3,6,11,10,6,19,4,3,7,5,5,4,12,18,33,12,10,12,0,0,0,4,4,4,6,8,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,0,0,0,0,6,6,0,0,0,0,0,5,0,0,0,0,5,4,8,8,15,0,0,0,0,7,0,0,0,0,0,6,7,11,12,19,0,0,0,45,60,105
UCL222103,3,0,0,9,12,21,0,0,0,0,3,6,11,19,33,3,3,8,0,0,0,7,5,12,10,10,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,6,0,10,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,35,30,63
UCL222104,4,0,7,13,8,24,0,0,0,0,0,0,15,10,25,9,10,15,0,0,0,0,0,0,7,10,15,0,0,0,0,3,3,0,3,5,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,9,15,0,0,0,0,0,0,0,0,0,0,0,0,22,17,40,0,5,5,50,53,101
UCL222105,0,0,0,3,4,8,0,0,0,0,0,0,7,4,7,3,6,8,0,4,9,0,0,0,10,11,20,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,3,3,0,0,0,0,3,3,9,6,17,0,0,0,23,25,51
UCL231001,3919,3553,7473,11480,10291,21773,3805,3804,7617,1811,1810,3619,17113,15921,33030,7590,7193,14777,3961,4134,8098,2959,3132,6087,14513,14462,28976,487,574,1055,215,544,757,1894,849,2743,1071,2022,3097,41,22,70,3714,4010,7725,1545,2644,4188,339,964,1298,269,508,776,730,2270,2999,15,31,43,2898,6410,9308,6623,10419,17047,410,354,772,516,1024,1538,32,33,66,965,1410,2378,19860,15272,35131,221,166,391,63210,61209,124422
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,49,384,0,0,0,337,49,389
UCL301001,21687,19821,41512,69444,66282,135728,18402,17688,36083,11639,11318,22963,99648,95466,195114,47648,44929,92581,18516,17024,35540,15909,16170,32077,82209,78254,160456,4221,4295,8519,4685,7502,12190,5196,4301,9502,8784,15029,23812,93,95,186,22990,31222,54209,28020,35750,63768,11703,15331,27031,4328,5806,10131,11800,19822,31619,83,106,194,55934,76805,132738,79017,108139,187165,4157,4224,8382,5922,8883,14803,99,102,203,10173,13211,23385,54173,51359,105532,2727,2669,5401,349644,368920,718565
UCL302001,5884,5343,11224,16044,15196,31241,3375,3297,6675,4675,4690,9367,24146,23231,47376,12129,11400,23527,2358,2407,4766,5792,5486,11286,20317,19338,39654,994,1110,2100,1352,2162,3517,1626,1204,2831,2660,4682,7344,18,21,38,6655,9180,15835,5312,7864,13176,2557,3740,6297,887,1315,2195,2095,4260,6353,24,28,51,10875,17204,28074,17549,26415,43965,925,1005,1926,1555,2476,4032,17,22,40,2503,3498,5997,18152,19078,37224,947,876,1832,89497,97786,187280
UCL302002,2407,2139,4549,7808,7234,15042,1497,1548,3046,1855,1869,3724,11177,10671,21853,5742,5591,11335,1362,1462,2826,2416,2333,4754,9540,9399,18937,382,358,740,342,527,870,670,470,1135,844,1692,2537,11,11,25,2242,3055,5301,1669,3055,4721,885,1762,2642,357,550,906,1030,2044,3070,4,14,19,3944,7424,11363,6200,10493,16689,278,348,628,652,1029,1684,11,9,25,945,1389,2340,7189,7815,14999,470,443,907,37925,42346,80274
UCL303001,1154,1118,2270,3839,3649,7489,2025,1990,4012,574,473,1050,6453,6122,12572,3479,3300,6786,1578,1638,3215,474,506,979,5546,5452,10996,209,185,399,274,501,774,373,328,696,651,1267,1925,4,13,19,1516,2291,3807,612,1072,1687,430,808,1234,148,251,401,686,1364,2042,9,3,10,1869,3497,5369,3398,5804,9202,203,247,456,412,687,1101,7,13,20,630,948,1577,8104,7472,15571,512,389,899,25785,27296,53077
UCL303002,837,835,1674,2821,2671,5495,908,935,1844,670,691,1362,4411,4305,8714,2114,2046,4162,966,925,1893,1121,1183,2299,4200,4161,8356,233,274,497,222,265,488,303,325,632,494,850,1342,9,8,16,1251,1724,2982,596,948,1547,475,622,1100,203,331,538,576,1060,1634,4,6,11,1852,2971,4825,3115,4707,7823,190,169,360,306,468,772,3,7,17,501,650,1152,2855,2904,5759,64,72,139,15988,17640,33623
UCL303003,1488,1295,2788,4359,4107,8468,2413,2299,4714,834,802,1637,7622,7222,14848,3079,2958,6035,1826,2185,4013,1071,1057,2127,5979,6214,12190,322,228,544,222,399,621,389,319,711,542,1052,1596,0,6,6,1474,1999,3475,1450,2694,4141,663,1091,1755,268,419,686,864,1562,2429,8,5,13,3251,5771,9021,4734,7782,12512,297,262,555,405,618,1022,3,8,14,705,889,1595,7354,5814,13169,233,121,356,28111,29349,57458
UCL311001,311,342,652,1532,1380,2906,346,340,689,249,215,464,2124,1938,4065,1103,1043,2146,420,442,861,204,179,383,1732,1666,3397,58,64,120,53,85,141,110,126,233,132,268,402,6,8,10,360,547,902,115,229,340,94,199,287,32,86,116,128,302,429,4,4,3,364,814,1179,728,1360,2085,70,70,140,155,173,325,3,3,5,227,240,473,1588,1645,3235,74,86,157,6777,7286,14065
UCL311002,342,380,723,1297,1265,2564,417,389,807,396,379,774,2117,2037,4151,1089,1147,2237,303,309,612,364,363,727,1763,1814,3577,36,53,93,47,99,148,115,117,234,175,339,512,0,0,0,375,607,986,74,176,249,79,204,284,26,68,101,138,302,444,0,0,0,320,749,1076,698,1365,2056,65,59,125,97,182,276,0,5,4,162,242,403,1803,1944,3744,56,64,119,6937,7843,14780
UCL311003,655,610,1271,2291,2125,4418,967,935,1899,317,356,677,3580,3426,6997,1698,1616,3316,852,883,1731,321,339,660,2881,2843,5719,102,74,172,75,107,181,222,177,396,229,518,748,9,5,9,630,874,1503,168,355,527,101,257,362,110,181,290,278,648,927,3,0,3,658,1453,2114,1289,2331,3617,93,94,188,223,307,529,6,0,0,317,400,722,2882,2710,5591,59,64,123,11666,12382,24046
UCL311004,455,442,894,1582,1480,3061,760,742,1499,354,394,748,2699,2623,5325,990,916,1904,971,892,1869,493,563,1052,2454,2376,4833,84,65,147,41,61,107,127,121,247,166,348,515,5,0,5,425,596,1019,256,436,690,165,278,442,98,184,282,254,556,810,0,0,0,768,1452,2222,1200,2047,3248,74,91,163,187,202,393,0,0,5,259,294,555,2125,1954,4079,45,45,91,9233,9790,19027
UCL312001,63,66,128,361,393,749,19,13,36,45,47,87,418,451,874,352,324,669,58,63,118,53,59,110,456,444,900,9,18,29,8,24,34,25,15,39,37,81,115,0,0,3,74,141,218,42,52,98,11,41,61,7,12,18,24,63,85,0,0,0,88,170,262,167,314,481,7,10,13,33,51,78,0,6,6,35,64,104,462,518,976,12,9,28,1610,1874,3486
UCL312002,294,247,539,1210,1166,2374,333,324,662,114,114,221,1663,1602,3261,996,1037,2036,223,244,465,109,78,189,1331,1362,2687,36,46,80,29,46,70,78,73,149,92,273,367,0,3,4,234,434,671,67,110,179,30,128,161,38,72,107,118,302,418,0,0,0,252,609,870,489,1051,1536,48,50,93,114,165,277,0,4,4,163,214,375,1179,990,2173,32,15,44,5145,5484,10632
UCL312003,96,118,211,572,591,1165,122,117,238,74,69,146,770,780,1550,551,497,1051,82,84,169,76,91,172,718,674,1394,28,31,48,15,39,55,38,52,90,58,133,197,0,4,4,137,253,388,14,45,57,24,46,71,7,20,30,46,112,155,0,0,0,95,219,318,237,470,707,20,19,45,29,69,103,0,0,4,51,99,149,764,677,1438,5,4,8,2639,2828,5465
UCL312004,166,172,335,640,606,1244,123,110,230,113,112,228,879,827,1704,463,481,946,109,79,185,119,134,254,695,699,1394,29,23,59,23,45,66,44,45,85,69,168,238,0,0,0,170,282,452,82,133,217,52,108,164,33,37,68,61,159,223,0,0,0,226,442,670,401,725,1125,45,17,56,35,84,121,0,4,6,80,104,183,574,557,1129,15,6,21,2802,3090,5892
UCL313001,78,74,152,346,301,639,54,54,106,57,57,115,456,409,863,214,227,439,33,42,74,30,29,58,274,296,570,6,4,13,21,22,43,24,21,46,38,113,155,0,0,0,91,157,255,7,32,41,17,31,49,7,19,25,31,65,94,0,0,0,63,149,212,161,310,469,14,14,29,32,55,82,0,0,0,43,68,114,654,607,1264,52,74,123,1724,1836,3562
UCL313002,80,68,148,279,280,565,76,72,145,127,119,244,481,475,962,188,182,369,150,133,284,126,108,231,463,421,887,9,12,16,11,17,32,19,15,34,38,67,102,0,0,0,66,116,179,24,64,93,18,39,59,11,17,33,67,103,169,0,0,0,119,228,349,187,343,533,11,11,20,24,43,67,0,0,0,35,58,89,298,292,591,16,18,30,1556,1677,3232
UCL313003,98,94,188,408,439,845,106,124,230,78,60,133,598,626,1221,351,330,683,99,98,204,64,64,125,515,491,1006,16,18,33,9,14,26,47,27,78,43,83,121,0,0,0,110,146,251,12,37,52,16,22,32,14,25,39,41,78,118,0,0,0,83,162,245,193,301,496,9,17,31,38,57,94,0,0,0,42,74,119,599,322,922,7,10,25,2057,1923,3978
UCL313004,142,149,292,465,429,899,274,327,605,41,64,104,783,820,1601,368,339,706,184,163,351,46,41,83,601,540,1140,36,16,53,13,12,26,45,37,87,55,106,160,0,0,0,152,174,321,13,46,54,10,51,60,3,35,39,43,103,148,0,0,0,71,234,302,223,404,625,20,16,33,49,67,113,0,0,0,66,79,153,794,577,1368,186,51,241,2802,2620,5424
UCL313005,134,138,274,424,426,851,170,188,361,62,64,128,662,685,1348,279,253,537,120,134,255,70,65,127,472,449,920,18,14,29,15,15,31,30,19,53,24,80,99,0,0,0,84,129,219,15,45,67,14,58,72,12,28,37,33,86,123,0,0,0,80,219,294,163,346,508,17,17,37,36,46,85,0,0,0,53,61,118,311,305,617,15,4,19,1801,1994,3795
UCL313006,146,138,283,609,578,1188,70,64,135,83,78,167,763,724,1490,488,454,943,93,110,201,92,102,189,677,662,1338,22,18,42,7,42,48,33,50,82,41,130,170,0,0,0,104,242,343,41,76,122,33,74,108,13,33,45,38,102,134,0,0,0,122,286,410,226,530,754,22,30,56,43,58,103,0,0,0,68,91,163,631,557,1183,9,12,19,2516,2713,5227
UCL313007,99,88,177,273,253,531,186,155,343,108,109,215,572,513,1087,236,206,442,139,170,308,136,111,251,514,486,1005,11,17,24,7,8,18,26,16,41,34,61,94,0,0,0,80,98,179,26,57,86,18,28,42,17,11,34,68,90,161,0,0,0,133,193,324,210,287,499,11,6,19,26,40,73,0,0,0,37,55,93,105,114,213,0,3,4,1542,1540,3081
UCL313008,84,90,174,293,260,549,54,52,109,88,97,187,437,411,847,290,263,560,16,35,48,28,30,62,335,328,666,15,9,27,11,12,23,33,23,57,37,66,103,0,0,0,97,111,207,10,39,44,8,14,22,0,18,19,32,73,101,0,7,7,48,140,189,144,256,400,9,13,21,29,35,62,0,0,0,38,49,85,357,339,698,20,10,32,1409,1485,2893
UCL313009,174,151,322,692,633,1329,188,203,395,23,17,36,910,861,1763,423,412,839,195,184,378,11,14,22,630,608,1236,12,14,27,29,24,52,54,48,106,68,112,180,0,0,0,163,205,364,15,45,57,19,52,75,10,32,40,65,189,255,0,0,0,110,321,429,271,524,792,31,36,71,47,57,104,9,0,9,90,94,177,1486,1055,2544,32,26,61,3586,3318,6902
UCL313010,115,75,192,397,400,800,91,108,198,63,85,146,552,591,1148,250,251,502,106,134,238,138,119,257,495,506,998,16,15,27,17,20,34,23,36,57,28,92,122,5,0,5,85,161,244,25,41,70,6,42,49,3,18,27,35,73,111,0,0,0,74,175,255,161,337,502,18,17,34,33,52,77,3,0,8,51,70,118,464,449,915,7,3,8,1845,2033,3883
