UCL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL322109,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,13,16,34,30,34,32,3,0,0,155
UCL322110,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,3,0,0,0,11,6,6,31,26,37,42,9,0,0,165
UCL322111,0,0,0,5,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,9,6,10,23,24,22,32,3,0,0,127
UCL322112,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,3,21,22,27,30,5,0,0,108
UCL322113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,19,9,17,16,4,0,0,78
UCL322114,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,12,0,8,38,35,31,37,15,0,0,172
UCL322115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,12,23,24,31,32,16,4,0,145
UCL322116,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,16,17,29,8,3,0,88
UCL322117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,4,9,19,45,10,0,0,96
UCL322118,0,0,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,14,10,28,19,27,19,10,5,0,129
UCL322119,0,0,0,0,3,3,0,0,0,3,0,0,0,3,3,4,0,0,0,9,7,13,21,33,26,39,11,0,0,145
UCL322120,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,12,0,16,66,37,47,34,14,4,0,227
UCL322121,0,0,0,0,0,0,0,0,0,9,0,3,0,0,6,0,0,0,0,11,0,8,22,19,28,31,5,5,0,116
UCL322122,0,0,0,3,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,6,9,8,17,17,26,42,14,6,0,141
UCL322123,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,0,6,12,27,21,0,0,0,86
UCL322124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,7,13,12,12,23,8,0,0,70
UCL322125,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,7,5,4,17,22,20,27,4,0,0,104
UCL322126,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,10,19,19,24,12,0,0,99
UCL322127,3,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,17,9,19,28,37,51,23,5,0,181
UCL322128,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,9,0,14,23,21,28,14,0,0,0,98
UCL322129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,17,16,27,5,0,0,86
UCL322130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,11,26,21,29,10,0,0,100
UCL322131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,15,16,20,19,6,6,0,86
UCL322132,0,0,0,0,0,0,0,0,0,7,0,5,0,6,3,0,0,0,0,19,7,21,54,35,35,46,14,3,0,218
UCL322133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,27,9,5,4,0,0,66
UCL322134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,19
UCL322135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,8,14,12,12,0,0,0,42
UCL322136,0,0,0,0,0,3,0,0,0,9,0,0,6,6,3,0,0,0,0,12,9,8,24,31,50,36,6,0,0,165
UCL322137,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,4,4,9,8,16,20,24,7,0,0,81
UCL322138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,8,10,10,6,0,0,52
UCL322139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,10,15,15,0,0,0,59
UCL331001,703,726,1370,1550,1675,1501,447,50,0,8030,796,774,1454,1778,2400,1940,855,379,69,10442,13583,14171,30810,39654,51010,45370,15438,3379,359,213770
UCL379997,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,3,19,27,27,17,6,0,0,99
UCL401001,886,2497,5799,4879,4811,3644,1132,160,10,23821,739,2080,4675,4313,3761,2699,862,272,73,19466,30412,58322,137826,131917,119063,91466,23439,2697,223,595366
UCL412001,18,58,119,104,86,93,34,3,0,524,12,43,103,75,75,66,24,3,0,411,859,1310,2576,2670,2882,2384,493,49,4,13242
UCL412002,18,56,122,101,82,58,22,0,0,466,24,38,50,67,56,41,21,6,0,297,689,1064,2455,2369,2239,1441,451,31,3,10746
UCL412003,26,48,131,110,107,78,27,5,0,524,16,42,118,71,85,76,26,12,0,446,956,1084,2600,2357,2542,2161,551,49,5,12302
UCL412004,13,29,57,46,62,48,21,0,0,284,21,23,45,55,60,60,11,6,0,284,506,781,1956,1701,2050,1637,301,29,0,8968
UCL413001,11,19,50,40,47,44,21,0,0,235,9,15,21,42,74,26,18,4,0,204,497,515,1020,1704,2127,1464,562,83,5,7983
UCL413002,16,38,63,45,53,46,12,4,0,278,16,19,55,49,47,39,16,0,0,238,430,656,1447,1192,1315,1239,316,38,0,6621
UCL413003,19,26,59,38,36,33,9,0,0,222,13,18,39,39,16,35,11,6,0,175,327,428,1265,938,1037,982,239,25,0,5239
UCL413004,19,41,63,45,70,36,18,0,0,287,7,20,41,44,38,38,5,8,0,208,447,568,1360,1279,1348,1153,299,48,6,6508
UCL413005,14,20,50,50,42,42,16,0,0,226,9,16,27,29,32,24,7,4,0,148,405,573,1100,933,1166,994,203,18,0,5394
UCL413006,12,20,53,40,50,52,15,3,0,240,7,6,17,26,38,30,15,8,6,145,320,373,792,946,1071,1229,443,58,3,5244
UCL414001,5,5,24,17,27,28,16,0,0,126,10,4,9,17,14,18,7,12,0,84,147,146,358,432,568,606,257,44,0,2571
UCL414002,6,18,32,18,19,17,3,0,0,111,5,12,13,17,27,19,3,5,0,96,153,224,598,552,594,414,98,8,0,2642
UCL414003,0,7,13,12,19,12,10,0,0,70,9,13,25,31,21,18,6,4,0,121,123,220,581,542,441,398,132,32,4,2475
UCL414004,6,5,34,18,18,19,5,4,0,106,0,7,15,16,10,3,4,5,0,68,212,247,553,595,608,510,125,17,0,2870
UCL414005,5,11,23,21,34,13,4,0,0,112,0,4,17,18,17,17,5,4,0,78,161,225,479,499,599,516,121,21,0,2628
UCL415001,4,0,7,4,3,0,3,0,0,25,0,5,3,6,5,5,0,0,0,19,59,67,144,211,245,198,74,10,0,1013
UCL415002,5,17,28,26,21,8,3,0,0,106,4,4,11,14,13,15,3,0,0,71,167,223,466,453,478,295,52,13,0,2156
UCL415003,0,4,3,0,0,0,7,0,0,22,4,3,8,3,11,0,5,0,0,32,51,62,142,131,163,145,66,12,0,769
UCL415004,4,4,3,11,4,0,4,0,0,31,3,0,0,4,0,0,0,0,0,17,50,62,147,171,180,141,44,6,0,800
UCL415005,0,0,5,0,3,3,0,0,0,21,0,0,8,7,3,3,0,0,0,29,38,50,152,129,140,126,30,3,0,673
UCL415006,4,3,16,10,12,10,5,0,0,66,8,6,14,11,17,9,3,0,0,75,110,188,369,349,335,286,90,11,0,1739
UCL415007,7,13,16,20,8,9,12,0,0,81,5,3,3,21,7,5,0,0,0,43,65,154,346,305,251,215,97,19,0,1447
UCL415008,4,7,17,15,10,9,5,0,0,57,0,3,12,7,8,8,5,0,0,49,44,85,257,177,233,199,75,14,0,1088
UCL415009,0,4,12,8,10,16,3,0,0,65,4,4,8,4,8,9,5,5,0,47,91,126,329,306,333,297,113,19,5,1618
UCL415010,0,0,0,0,4,0,0,0,0,11,3,0,7,0,4,14,5,3,0,41,20,31,147,109,104,140,63,9,0,627
UCL415011,0,0,5,3,9,6,0,0,0,29,0,0,4,0,4,0,0,0,0,15,33,20,94,97,83,112,25,5,0,468
UCL415012,3,3,13,9,8,4,3,0,0,43,4,3,9,11,7,4,0,0,0,45,58,112,296,267,216,169,39,5,0,1169
UCL415013,0,3,9,5,17,6,5,0,0,40,0,0,0,5,9,3,0,0,0,16,74,73,114,217,278,198,72,13,0,1037
UCL415014,3,0,11,7,5,11,0,0,0,32,0,0,6,4,4,11,4,0,3,23,33,63,131,97,114,154,50,16,3,660
UCL415015,5,8,13,24,22,15,3,0,0,89,9,4,14,15,5,7,4,7,0,69,147,145,348,370,379,335,117,18,6,1856
UCL415016,0,10,14,10,15,9,4,0,0,62,3,5,3,8,10,7,4,6,0,50,56,74,186,203,221,258,64,19,0,1077
UCL415017,0,4,5,8,8,7,0,0,0,35,0,0,0,6,4,5,3,0,0,21,50,59,175,135,158,209,68,17,0,867
UCL415018,0,0,6,3,0,0,0,0,0,15,4,0,3,0,0,0,3,0,0,15,39,62,99,102,137,127,78,19,0,661
UCL415019,12,8,12,5,7,10,0,0,0,53,0,12,10,9,17,12,0,0,0,55,80,94,166,181,328,257,36,10,0,1157
UCL415020,0,5,15,10,3,9,0,0,0,48,5,0,0,10,4,9,0,0,0,29,62,61,210,208,220,202,43,7,0,1012
UCL415021,0,6,12,15,17,9,4,0,0,68,0,9,10,11,13,9,4,0,3,49,98,137,334,307,350,318,85,21,3,1643
UCL415022,0,3,4,11,5,0,0,0,0,21,3,0,6,0,10,8,0,5,0,31,55,69,162,189,201,173,48,10,0,905
UCL415023,0,0,4,0,0,0,3,0,0,11,0,0,0,0,7,0,4,0,0,12,12,24,59,56,56,92,25,11,3,337
UCL415024,0,6,5,3,14,11,5,0,0,36,7,0,0,10,11,10,0,0,0,44,52,64,116,111,182,192,58,6,0,782
UCL415025,0,0,5,13,8,0,0,0,0,29,0,4,0,4,0,0,0,0,0,8,58,39,68,180,172,80,10,4,0,609
UCL415026,4,4,3,10,12,9,4,0,0,50,0,0,6,6,8,13,4,0,0,35,70,105,168,256,331,320,74,8,0,1334
UCL415027,0,5,3,11,7,6,0,0,0,30,0,0,0,0,4,4,0,3,0,13,25,31,163,154,111,87,14,3,0,580
UCL415028,0,0,4,5,5,7,3,0,0,26,0,0,0,0,4,0,0,0,0,15,28,40,76,103,121,87,34,3,0,484
UCL415029,9,12,19,18,9,15,6,0,0,85,9,12,8,8,17,22,5,4,0,80,142,150,285,346,419,369,93,15,0,1819
UCL415030,6,6,10,4,18,14,10,0,0,60,5,3,6,5,10,10,4,0,0,48,74,105,243,192,337,371,109,12,3,1446
UCL415031,0,0,0,5,4,0,0,0,0,19,3,0,0,11,13,0,4,0,0,23,34,36,92,142,127,99,25,0,0,556
UCL415032,0,3,3,4,8,3,5,0,0,27,0,0,6,5,5,5,5,3,0,25,52,29,71,139,151,225,87,7,5,764
UCL415033,0,0,4,3,6,0,0,0,0,15,0,0,5,3,3,5,0,0,0,13,30,40,125,77,91,76,25,6,0,472
UCL415034,0,3,0,5,4,7,0,0,0,20,0,0,0,0,8,3,0,3,0,21,44,38,118,122,152,142,54,14,0,680
UCL415035,0,0,0,4,3,0,0,0,0,14,0,0,5,0,4,0,0,0,0,12,28,28,37,73,80,106,35,3,0,392
UCL415036,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,7,14,22,55,51,73,99,40,0,0,355
UCL415037,0,4,20,10,9,6,4,0,0,55,3,13,29,15,22,13,3,0,0,97,119,189,480,373,374,345,109,17,3,2009
UCL415038,0,3,8,4,6,4,0,0,0,20,4,4,0,4,3,8,0,5,0,16,19,33,100,96,120,140,66,12,0,582
UCL415039,0,8,5,10,5,0,0,0,0,32,5,0,13,9,9,12,0,0,0,52,89,182,630,584,411,281,27,0,0,2207
UCL415040,0,4,4,5,5,8,0,0,0,20,0,5,9,3,4,7,0,0,0,25,37,57,79,70,108,102,23,9,0,481
UCL415041,0,4,14,7,12,14,6,0,0,63,8,8,3,12,15,7,0,0,0,61,110,114,328,443,501,416,107,9,0,2038
UCL415042,0,0,5,5,0,0,0,0,0,15,0,0,0,5,3,7,3,4,0,26,34,35,91,114,119,138,63,11,0,598
UCL415043,9,8,20,16,14,5,3,0,0,73,5,8,25,5,8,12,4,3,0,72,87,140,382,296,299,210,40,4,0,1460
UCL415044,5,4,18,12,4,0,0,0,0,42,0,0,10,6,7,3,0,0,0,33,28,79,330,222,145,105,22,0,0,927
UCL415045,0,5,0,7,3,4,0,0,0,21,0,0,14,3,3,6,5,0,0,32,36,52,136,107,108,111,53,8,0,608
UCL415046,3,4,0,11,17,18,0,0,0,67,0,0,4,9,11,17,3,6,0,60,56,108,192,255,300,351,108,13,0,1387
UCL415047,0,8,10,4,6,0,3,0,0,37,3,0,4,8,9,18,0,0,0,47,73,102,201,237,272,216,39,0,0,1150
UCL415048,0,0,0,4,8,8,0,0,0,20,0,0,7,0,7,4,0,0,0,21,70,82,113,215,303,210,66,6,0,1063
UCL415049,0,0,7,9,6,3,6,0,0,34,0,0,7,4,6,7,0,0,0,29,60,62,142,183,201,168,36,5,0,864
UCL421001,0,0,4,0,0,0,0,0,0,7,0,0,3,3,0,5,0,5,0,16,20,21,62,71,58,109,29,0,0,378
UCL421002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,7,9,7,31,35,43,49,32,3,0,210
UCL421003,3,8,5,0,7,3,0,0,0,27,0,3,4,0,0,3,0,0,0,11,26,55,67,70,119,81,22,0,0,445
UCL421004,0,0,0,0,0,0,0,0,0,6,5,4,0,5,3,3,5,0,0,25,18,22,51,53,76,121,40,3,0,383
UCL421005,0,0,8,5,0,0,5,0,0,20,0,0,0,0,4,6,0,7,0,13,20,26,62,58,65,74,26,9,0,340
UCL421006,0,3,5,0,4,3,0,0,0,14,0,0,0,0,10,5,0,0,0,19,28,24,55,85,86,80,3,0,0,361
UCL421007,0,0,0,0,5,0,0,0,0,10,0,0,0,0,6,0,0,0,0,6,4,19,46,63,77,89,24,8,0,328
UCL421008,0,0,4,4,0,5,0,0,0,15,0,0,3,0,3,3,4,0,0,11,23,22,84,67,83,97,30,0,0,415
UCL421009,0,0,5,3,8,0,0,0,0,21,0,0,0,0,3,0,0,0,0,11,29,30,68,69,79,49,29,10,0,361
UCL421010,0,0,0,3,7,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,20,25,59,73,77,49,14,0,0,319
UCL421011,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,10,21,31,33,41,51,19,0,0,210
UCL421012,0,0,0,3,0,3,7,0,0,12,0,0,5,0,0,4,0,0,0,10,13,14,34,39,43,41,14,3,0,190
UCL421013,5,0,6,0,12,5,0,0,0,28,0,0,4,0,3,0,0,0,0,17,37,25,85,92,134,122,31,5,0,534
UCL421014,0,0,7,5,4,5,0,0,0,17,0,0,4,0,0,3,5,0,0,11,30,29,59,66,86,63,16,0,0,345
UCL421015,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,4,0,0,0,14,12,20,29,47,42,51,11,0,0,203
UCL421016,0,0,0,0,8,7,0,0,0,16,0,0,3,5,0,0,4,0,0,13,21,27,26,41,71,88,21,0,0,299
UCL421017,0,0,3,11,0,0,0,0,0,17,0,0,0,0,4,3,0,0,0,12,15,13,44,80,55,38,12,0,0,250
UCL421018,0,4,3,0,4,0,0,0,0,24,0,0,0,3,7,7,4,0,0,25,40,57,104,112,118,109,42,6,0,596
UCL421019,0,0,0,4,9,5,0,0,0,16,0,0,4,3,0,3,5,0,0,12,13,19,55,51,50,77,29,9,0,298
UCL421020,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,6,0,0,0,5,11,18,50,40,47,52,18,0,0,233
UCL421021,0,0,0,3,4,4,5,0,0,15,0,0,0,0,0,0,0,0,0,4,8,13,32,44,43,38,24,0,0,194
UCL421022,0,0,4,0,0,0,3,0,0,17,0,0,6,6,11,6,0,0,0,30,14,36,92,89,124,116,34,0,0,506
UCL421023,0,3,0,5,7,0,0,0,0,10,0,0,4,3,0,0,0,0,0,12,23,31,99,92,64,67,14,3,0,400
UCL421024,0,3,0,0,4,3,0,0,0,10,0,0,0,3,0,0,0,0,0,17,15,17,68,51,40,90,31,9,4,315
UCL421025,0,0,0,3,0,0,0,0,0,15,0,0,7,6,0,0,0,3,0,18,16,18,55,43,59,78,24,6,0,286
UCL421026,0,0,3,0,0,3,0,0,0,14,0,0,4,4,0,5,0,0,0,10,12,15,46,46,59,49,30,3,3,258
UCL421027,0,0,3,0,0,5,0,0,0,11,0,0,0,0,5,4,0,0,0,9,5,20,48,43,62,40,16,0,0,241
UCL421028,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,11,19,28,36,44,70,94,14,0,0,310
UCL421029,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,19,8,28,38,43,54,24,6,0,223
UCL421030,0,0,3,3,3,8,0,0,0,13,0,0,9,3,0,3,0,0,0,15,10,25,79,54,39,64,23,0,0,300
UCL421031,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,3,0,0,0,12,15,14,34,39,63,66,25,3,0,272
UCL421032,0,0,0,0,3,0,0,0,0,9,0,0,10,0,0,0,0,0,0,15,13,19,55,46,60,48,13,3,0,254
UCL421033,0,0,4,0,0,0,5,0,0,7,0,0,7,0,0,0,0,0,0,3,5,8,35,29,22,28,4,0,0,124
UCL421034,0,0,0,3,0,0,0,0,0,6,0,0,0,5,4,3,0,0,0,12,25,23,75,62,88,109,44,6,0,427
UCL421035,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,15,32,35,29,52,65,25,4,0,255
UCL421036,4,0,6,5,3,8,0,0,0,21,0,4,4,5,3,6,0,0,0,22,56,45,74,104,131,105,18,0,0,537
UCL421037,0,0,8,4,5,3,0,0,0,23,0,0,3,3,9,0,0,0,0,16,24,23,79,72,79,89,41,6,0,425
UCL421038,4,0,3,0,0,7,0,0,0,11,0,0,4,0,0,4,0,0,0,13,21,38,77,113,91,108,29,4,0,481
UCL421039,0,0,0,3,5,0,0,0,0,13,0,0,0,3,0,5,0,0,0,12,13,20,70,82,76,48,8,0,0,318
UCL421040,3,0,5,0,8,3,0,0,0,18,3,0,0,0,3,0,0,0,0,9,27,22,31,64,93,59,15,0,0,310
UCL421041,0,0,0,4,0,0,3,0,0,14,3,0,8,0,3,4,0,0,0,13,11,10,58,62,43,64,36,0,0,290
UCL421042,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,6,0,0,0,8,13,18,38,37,52,56,29,6,0,250
UCL421043,0,0,0,0,5,0,4,0,0,10,0,0,0,0,5,5,0,0,0,10,15,23,34,29,49,50,18,0,0,210
UCL422001,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,14,18,32,24,17,11,0,0,115
UCL422002,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,9,27,11,30,20,6,0,0,101
UCL422003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,5,18,17,22,32,14,6,0,116
UCL422004,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4,7,18,18,27,19,0,0,107
UCL422005,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,15,18,15,21,9,0,0,87
UCL422006,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,4,25,26,48,47,18,0,0,190
UCL422007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11,14,19,28,3,0,0,87
UCL422008,0,0,0,3,3,3,0,0,0,18,0,0,0,0,0,3,0,0,0,6,13,22,37,47,34,41,14,7,0,206
UCL422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,8,16,29,14,0,0,90
UCL422010,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,0,0,0,9,8,9,17,32,42,48,19,0,0,172
UCL422011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,13,13,14,0,0,53
UCL422012,0,0,3,0,3,0,0,0,0,10,0,0,0,0,6,4,0,0,0,10,14,23,39,45,56,47,3,0,0,232
UCL422013,0,0,0,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,12,12,27,36,48,38,6,3,0,178
UCL422014,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,8,11,17,20,38,8,0,0,106
UCL422015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,4,3,17,10,29,47,8,5,0,120
UCL422016,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,9,6,22,28,6,0,0,88
UCL422017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,10,19,17,3,0,0,71
UCL422018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,10,11,17,4,0,0,64
UCL422019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,19,24,27,32,12,0,0,127
UCL422020,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,8,16,46,25,37,10,0,0,149
UCL422021,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,11,32,31,34,43,18,5,0,169
UCL422022,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,4,4,20,16,9,10,7,0,0,82
UCL422023,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,4,12,10,10,23,23,6,4,0,88
UCL422024,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,12,4,3,4,0,0,0,40
UCL422025,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,4,23,11,20,24,6,4,0,100
UCL422026,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,26,60,37,51,43,7,0,0,228
UCL422027,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,4,5,21,3,0,0,55
UCL422028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,5,19,21,14,30,16,0,0,111
UCL422029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,11,11,7,0,0,0,87
UCL422030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,15,22,16,21,5,0,0,94
UCL422031,0,0,0,0,0,0,0,0,0,7,0,0,5,4,0,0,0,0,0,7,10,4,11,16,24,25,5,0,0,99
UCL422032,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,11,5,17,40,33,31,7,5,0,153
UCL422033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,11,43,47,5,3,0,140
UCL422034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,13,17,36,11,38,51,16,0,0,175
UCL422035,0,0,4,0,4,4,0,0,0,12,3,0,0,0,0,0,0,0,0,5,11,18,40,36,42,41,5,0,0,200
UCL422036,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,3,3,26,22,28,28,8,0,0,118
UCL422037,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,7,7,16,28,18,17,3,0,0,102
UCL422038,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,3,13,15,22,17,9,10,0,93
UCL422039,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,0,0,13,7,15,27,14,4,0,82
UCL422040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,23,29,35,35,12,0,0,144
UCL422041,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,12,16,16,21,26,41,13,0,0,134
UCL422042,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,19,5,25,28,0,6,0,101
UCL422043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,14,21,7,0,0,66
UCL422044,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,8,0,3,12,14,34,25,15,0,0,99
UCL422045,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,0,18,26,38,68,35,3,0,194
UCL422046,0,0,0,4,0,3,0,0,0,8,0,0,0,0,5,3,0,0,0,11,3,9,23,24,31,38,14,0,0,139
UCL422047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,6,16,11,29,11,0,0,87
UCL422048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,18,16,17,30,12,5,0,98
UCL422049,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,7,27,16,16,32,7,0,0,118
UCL422050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,17,12,16,9,0,0,70
UCL422051,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,8,12,23,33,52,41,9,3,0,180
UCL422052,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,4,35,22,31,42,14,4,0,155
UCL422053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,8,17,8,0,0,55
UCL422054,0,3,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,4,7,12,10,13,26,20,3,0,0,95
UCL422055,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,7,15,14,46,27,11,0,0,126
UCL422056,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,13,41,32,20,31,14,0,0,152
UCL422057,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,7,19,17,31,42,43,43,14,0,0,209
UCL422058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,14,16,14,4,6,0,69
UCL422059,0,3,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,6,14,5,29,35,34,45,7,0,0,179
UCL422060,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,13,15,22,16,0,0,74
UCL422061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,11,21,24,37,46,3,0,0,141
UCL422062,0,0,4,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,9,3,24,20,23,18,8,0,0,108
