UCL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL215063,0,4,6,6,9,3,5,0,0,21,0,0,5,0,0,3,0,0,0,21,24,45,96,83,79,95,34,4,0,463
UCL215064,4,0,10,6,3,9,0,3,0,28,0,0,13,6,6,3,5,0,0,41,37,74,232,127,167,160,43,25,6,873
UCL215065,6,7,14,9,5,10,5,0,0,65,5,0,14,8,14,12,4,0,0,59,85,121,294,243,289,292,88,4,0,1409
UCL215066,5,0,3,7,5,4,4,0,0,25,3,0,5,8,5,6,0,0,0,25,32,36,106,106,121,147,44,3,4,610
UCL215067,4,0,5,4,0,0,0,0,0,12,0,0,4,3,8,9,0,0,0,20,17,31,108,67,79,90,43,8,0,436
UCL215068,4,0,8,3,11,7,5,0,0,39,4,0,6,4,8,14,9,0,0,39,61,64,144,162,264,302,130,11,0,1139
UCL215069,0,0,0,11,4,8,3,0,0,36,6,0,3,3,12,6,3,3,0,42,83,47,210,341,291,310,142,27,0,1447
UCL215070,0,9,10,10,7,10,0,0,0,42,5,4,16,11,16,8,3,0,0,68,74,121,264,235,217,201,50,3,0,1158
UCL215071,3,4,11,15,17,15,6,0,0,67,0,9,14,15,21,9,0,0,0,66,101,151,277,385,464,387,74,9,0,1848
UCL215072,3,0,0,9,0,0,0,0,0,17,3,11,34,29,22,7,5,0,0,114,29,66,253,238,142,117,48,9,0,900
UCL215073,3,11,12,7,13,8,0,5,0,57,8,6,8,6,11,6,7,0,0,53,75,92,165,166,227,247,71,12,0,1061
UCL215074,7,11,38,24,19,25,4,0,0,134,6,4,29,20,20,26,0,4,0,108,144,185,611,523,543,368,92,15,0,2484
UCL215075,0,5,8,10,3,3,0,0,0,27,0,0,4,10,4,4,0,0,0,21,24,47,116,85,86,103,30,3,0,501
UCL215076,0,3,8,4,7,3,5,0,0,43,0,8,5,0,10,8,0,0,0,29,64,69,197,187,211,194,68,11,0,1004
UCL215077,0,0,3,7,0,8,6,0,0,23,0,0,0,0,4,6,4,0,0,18,26,31,97,156,150,168,61,5,0,695
UCL215078,4,7,11,19,15,7,0,0,0,64,3,3,11,14,9,12,0,0,0,51,45,85,237,224,207,172,35,3,0,1009
UCL215079,0,4,7,4,9,6,3,0,0,35,0,0,8,3,4,8,0,0,0,29,55,71,174,115,182,175,49,15,4,831
UCL215080,8,7,24,5,5,4,0,0,0,48,0,8,15,14,0,7,0,0,0,46,57,97,259,195,166,157,47,5,0,983
UCL215081,0,10,19,12,22,14,3,0,0,80,0,8,14,10,10,13,10,0,0,51,106,145,439,318,391,341,106,18,0,1862
UCL215082,4,4,6,15,3,4,0,0,0,47,4,6,13,13,11,5,3,0,0,57,78,82,200,282,260,169,38,0,0,1108
UCL215083,0,5,3,7,9,16,0,0,0,38,4,3,4,3,7,4,9,0,0,37,49,71,160,149,169,188,59,7,0,855
UCL215084,0,7,7,8,4,3,4,0,0,31,3,3,8,6,4,11,0,0,0,37,31,48,135,91,101,92,39,3,0,535
UCL215085,0,0,3,5,3,0,0,0,0,21,0,0,3,8,3,3,0,0,0,21,34,39,101,152,110,105,27,6,0,563
UCL215086,0,12,16,13,15,12,6,0,0,61,5,4,24,22,10,10,0,0,0,70,109,142,357,397,356,229,69,7,0,1663
UCL215087,4,9,11,4,17,6,3,0,0,48,3,4,13,7,6,5,0,0,0,40,41,61,150,161,195,159,38,5,0,815
UCL215088,0,0,3,3,3,8,0,0,0,27,0,0,7,12,16,12,4,3,0,55,27,44,86,126,219,195,55,5,0,754
UCL215089,0,11,0,8,10,14,4,0,0,38,5,4,3,0,5,9,0,0,0,28,49,79,174,138,160,222,53,9,5,891
UCL215090,0,7,6,4,7,7,0,0,0,24,3,4,3,10,15,3,0,0,0,40,36,61,254,193,147,150,43,0,0,894
UCL215091,0,7,4,7,4,9,0,0,0,30,0,3,6,3,6,18,6,0,0,46,52,115,95,127,184,213,63,3,0,851
UCL215092,0,4,12,10,20,15,7,0,0,65,0,3,7,12,18,8,6,0,0,58,96,113,296,495,567,353,108,21,0,2045
UCL215093,5,9,36,29,25,20,3,0,0,138,9,10,21,18,21,8,6,0,0,92,123,180,571,426,382,327,75,9,0,2096
UCL215094,0,0,0,6,3,3,0,0,0,20,4,0,4,7,9,3,0,0,0,24,37,34,57,83,130,93,14,0,0,448
UCL215095,0,0,10,6,3,0,0,0,0,20,0,0,4,5,7,0,0,0,0,27,25,55,111,88,94,85,16,0,0,468
UCL215096,3,7,14,11,16,16,6,0,0,74,3,0,14,16,14,9,3,0,0,59,84,93,258,252,270,186,63,5,0,1210
UCL215097,0,4,25,18,12,9,0,0,0,68,5,6,25,11,22,16,3,0,0,86,81,143,297,297,323,217,65,4,0,1427
UCL215098,0,6,12,8,6,5,0,0,0,28,0,0,0,8,3,10,0,0,0,21,28,68,177,119,91,118,25,0,0,626
UCL215099,3,0,7,8,3,5,0,0,0,28,0,0,3,3,6,9,0,0,0,31,28,54,99,110,106,131,42,6,0,566
UCL215100,0,0,0,0,0,9,3,0,0,14,0,0,3,4,5,0,4,0,0,21,27,26,71,74,90,116,42,4,0,457
UCL221001,0,0,0,3,9,3,0,0,0,13,0,0,7,6,3,0,0,0,0,16,25,31,73,79,94,56,17,0,0,380
UCL221002,0,0,4,0,3,0,0,0,0,10,0,0,0,0,3,3,0,0,0,8,18,26,65,73,87,87,32,0,0,389
UCL221003,0,0,0,0,0,0,0,0,0,11,4,0,5,3,4,0,0,0,0,15,13,19,71,50,56,52,5,0,0,273
UCL221004,5,4,3,5,4,3,3,0,0,32,0,0,0,4,6,3,0,0,0,15,66,53,47,143,158,106,31,0,0,601
UCL221005,0,0,0,0,0,4,5,0,0,16,0,0,0,3,4,0,6,0,0,12,7,14,68,49,56,59,35,5,0,302
UCL221006,0,0,0,0,0,3,0,0,0,12,0,0,0,0,4,0,0,5,0,8,17,7,61,78,66,47,15,7,0,307
UCL221007,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,7,0,0,0,11,8,19,43,43,37,51,8,0,0,212
UCL221008,0,0,0,0,0,0,5,0,0,9,0,0,5,4,0,3,0,5,0,13,15,15,35,48,45,65,29,6,0,265
UCL221009,0,0,4,0,3,4,0,0,0,12,0,0,0,8,3,0,0,0,0,11,16,23,60,62,44,49,12,0,0,270
UCL221010,0,0,0,0,0,10,0,0,0,12,0,5,0,0,0,0,0,0,0,6,14,18,53,54,49,64,15,0,0,266
UCL221011,5,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,46,15,42,69,96,70,15,0,0,348
UCL221012,0,0,4,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,24,13,35,46,65,64,4,0,0,251
UCL221013,0,3,0,0,0,0,0,0,0,6,3,0,0,3,0,8,0,0,0,22,11,22,52,64,68,75,13,0,0,314
UCL221014,0,5,4,0,0,0,0,0,0,10,0,0,4,0,4,3,0,0,0,9,27,29,62,88,96,104,21,7,0,429
UCL221015,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,8,11,27,29,56,67,31,4,0,230
UCL221016,0,0,3,8,8,3,0,0,0,24,0,0,6,0,0,0,0,0,0,8,44,40,87,152,98,39,14,0,0,470
UCL221017,0,5,4,0,0,0,0,0,0,10,0,0,5,4,6,3,0,0,0,11,24,36,67,63,79,83,27,3,0,382
UCL221018,0,0,3,4,0,0,0,0,0,10,0,4,5,0,6,0,3,0,0,17,22,28,59,44,80,96,47,4,0,376
UCL221019,0,0,0,3,0,0,0,0,0,14,0,0,0,0,3,6,0,0,0,9,11,15,58,59,74,84,15,0,0,319
UCL221020,0,0,0,0,4,3,0,0,0,9,0,6,0,4,0,6,0,0,0,16,16,29,36,46,54,82,27,4,0,294
UCL221021,0,0,4,3,0,0,0,0,0,13,0,0,5,0,3,4,0,0,0,13,11,37,87,71,60,64,12,0,0,348
UCL221022,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,5,8,10,47,46,67,47,34,0,0,259
UCL221023,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,5,0,0,0,8,10,13,17,18,46,51,18,0,0,165
UCL221024,0,0,3,5,3,3,4,0,0,19,0,0,3,0,0,3,0,0,0,11,26,29,46,44,81,106,28,5,0,375
UCL221025,0,0,3,0,4,3,0,0,0,8,0,0,4,0,3,0,0,0,0,15,15,10,52,45,51,65,25,0,4,264
UCL221026,0,0,5,0,0,0,0,0,0,9,0,0,0,0,3,5,0,0,0,8,13,15,53,39,64,62,12,0,0,258
UCL221027,3,0,6,0,0,7,5,0,0,11,0,0,3,0,0,11,0,0,0,11,6,16,45,35,49,61,15,4,0,238
UCL221028,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,9,14,23,22,34,66,110,67,7,0,349
UCL221029,0,0,0,0,0,0,0,0,0,10,0,0,5,0,3,7,0,0,0,18,28,30,82,59,78,74,12,0,0,355
UCL221030,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,5,0,0,0,11,3,0,10,14,48,60,10,0,0,157
UCL221031,0,0,0,5,0,0,0,0,0,5,3,0,0,0,3,0,5,0,0,14,19,14,50,83,63,54,9,0,0,288
UCL221032,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,5,14,19,34,60,58,40,12,0,0,240
UCL221033,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,9,7,8,37,21,34,60,28,0,0,201
UCL221034,5,0,0,4,5,4,0,0,0,18,0,4,0,6,8,4,0,0,0,24,32,47,47,138,127,64,11,0,0,455
UCL221035,0,0,0,0,0,0,0,0,0,3,3,3,3,0,6,0,0,3,0,20,9,16,40,35,53,49,20,3,0,227
UCL221036,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,12,25,21,66,79,88,76,18,0,0,379
UCL221037,0,0,0,0,7,4,0,0,0,14,5,0,0,5,0,5,0,0,0,13,27,23,57,49,63,64,26,0,0,297
UCL221038,0,3,5,0,10,5,0,0,0,21,0,0,4,4,9,0,0,0,0,25,23,25,72,97,122,68,18,4,0,428
UCL221039,3,0,4,0,5,5,6,0,0,23,0,0,0,0,0,6,0,0,0,13,18,29,65,57,72,78,33,8,0,354
UCL221040,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,6,0,0,0,8,30,19,37,47,79,64,17,0,0,290
UCL221041,0,0,0,0,0,0,0,0,0,14,0,0,4,0,4,0,0,0,0,13,14,19,68,67,75,55,17,0,0,314
UCL221042,0,0,0,0,0,4,5,0,0,15,0,3,3,3,0,0,0,0,0,13,13,21,51,52,45,47,21,0,0,247
UCL221043,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,3,10,9,23,69,103,19,5,0,233
UCL221044,0,0,0,6,0,0,0,0,0,8,0,0,0,3,0,0,5,0,0,16,16,20,52,77,86,144,53,7,0,458
UCL221045,0,0,3,0,3,0,3,0,0,15,0,3,0,0,0,0,0,0,0,6,13,17,53,75,83,85,26,4,0,362
UCL221046,4,3,10,8,5,4,0,0,0,29,3,3,4,6,3,0,0,0,0,23,44,45,300,217,93,63,16,0,0,787
UCL221047,0,0,0,3,9,3,0,0,0,21,0,0,0,0,4,0,0,0,0,9,24,32,48,73,99,61,20,0,0,354
UCL221048,0,0,9,0,3,0,0,0,0,15,0,0,3,3,0,0,0,0,0,14,16,30,48,39,56,32,18,3,0,238
UCL221049,0,0,0,3,8,0,0,0,0,19,0,0,3,0,4,0,0,0,0,9,24,27,50,107,91,66,16,0,0,385
UCL221050,0,0,0,0,0,0,0,0,0,12,0,0,3,4,11,4,0,0,0,27,17,16,50,46,74,71,21,6,0,295
UCL221051,0,0,0,0,0,4,0,0,0,10,0,0,3,5,0,4,0,0,0,11,20,16,48,43,68,69,19,4,0,294
UCL221052,0,0,0,4,0,0,0,0,0,7,0,4,0,0,4,3,0,0,0,15,11,13,63,41,52,70,12,0,0,268
UCL221053,0,0,5,6,0,0,0,0,0,8,0,0,3,0,6,5,0,0,0,13,11,8,30,41,67,57,18,4,0,233
UCL221054,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,13,17,41,61,63,60,26,3,0,285
UCL221055,0,0,0,7,0,0,0,0,0,8,0,0,4,5,3,0,0,0,0,11,24,16,40,95,90,54,11,0,0,344
UCL221056,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,9,7,39,27,35,29,5,0,0,154
UCL221057,0,0,3,3,6,6,0,0,0,21,0,3,3,4,9,3,0,0,0,22,15,30,59,95,85,61,12,0,0,364
UCL221058,0,0,3,0,5,0,0,0,0,12,0,0,0,0,0,3,0,0,0,6,23,9,36,65,60,42,11,0,0,239
UCL221059,0,0,3,4,4,0,4,0,0,15,0,0,3,7,0,0,0,0,0,13,17,19,66,103,98,74,20,0,0,403
UCL221060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,15,21,39,52,22,6,0,167
UCL221061,0,0,0,3,0,3,3,0,0,17,0,0,0,5,0,0,0,0,0,10,22,12,29,47,52,77,33,0,0,277
UCL221062,0,0,0,5,0,3,0,0,0,9,0,0,4,9,6,6,0,0,0,24,16,19,44,44,81,71,18,4,0,297
UCL221063,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,6,14,21,38,38,41,42,20,0,0,213
UCL221064,0,0,9,10,5,0,0,0,0,24,0,0,0,7,3,0,0,0,0,14,19,29,99,94,73,40,6,0,0,359
UCL221065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,29,31,49,59,31,6,0,221
UCL221066,0,3,7,6,4,0,0,0,0,19,0,0,0,4,5,3,0,0,0,18,23,37,62,72,66,46,13,0,0,321
UCL221067,0,0,0,3,3,0,0,0,0,17,0,0,4,6,4,0,0,0,0,14,14,30,58,54,52,44,13,0,0,265
UCL221068,0,0,6,5,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,12,13,17,49,55,39,41,5,0,0,219
UCL221069,0,0,6,0,5,0,0,0,0,13,0,0,6,3,0,4,0,0,0,20,31,29,74,89,109,118,16,0,0,480
UCL221070,4,0,0,0,5,0,0,0,0,13,0,0,0,3,3,7,0,0,0,21,21,31,77,61,78,96,25,8,0,394
UCL221071,0,3,5,3,3,8,0,0,0,27,5,0,0,0,3,0,0,0,0,16,25,28,62,55,74,77,19,6,0,347
UCL221072,0,0,0,0,0,3,0,0,0,7,5,0,6,0,0,0,0,0,0,8,13,16,63,45,28,51,3,0,0,226
UCL221073,0,5,0,7,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,35,27,33,54,67,50,3,0,0,275
UCL221074,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,18,13,14,47,60,75,102,27,4,0,338
UCL221075,0,0,7,3,7,8,0,0,0,13,0,0,0,0,11,5,3,3,0,16,13,9,42,63,84,106,40,7,0,366
UCL221076,0,0,4,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,12,18,5,50,58,90,98,34,0,0,352
UCL221077,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,5,10,14,28,33,49,71,25,0,0,237
UCL221078,0,0,0,0,5,4,0,0,0,8,0,0,9,3,4,8,0,0,0,23,10,19,57,58,69,63,13,0,0,282
UCL221079,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,13,12,10,28,24,38,59,25,3,5,195
UCL221080,0,0,0,0,5,0,0,0,0,7,0,0,0,0,8,4,0,0,0,15,14,8,28,53,63,65,18,0,0,255
UCL221081,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,7,7,41,24,49,52,20,3,0,201
UCL221082,0,7,5,0,7,3,0,0,0,22,0,0,15,6,5,0,0,0,0,33,19,54,112,117,127,67,13,4,0,507
UCL221083,0,0,0,0,3,10,0,0,0,13,0,0,0,0,3,0,0,0,0,5,23,18,62,103,95,119,41,4,0,473
UCL221084,0,3,8,0,0,4,0,0,0,15,0,6,0,0,4,0,3,0,0,11,15,37,106,76,64,73,22,0,0,395
UCL222001,5,0,0,0,5,0,0,0,0,10,0,6,0,0,0,0,0,0,0,5,12,11,11,8,55,37,12,0,0,157
UCL222002,0,0,0,6,0,3,0,0,0,9,0,0,0,6,0,0,0,0,0,3,7,8,24,42,60,45,22,0,0,215
UCL222003,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,9,4,12,59,35,31,26,5,0,0,167
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,19,32,3,0,3,0,0,0,63
UCL222005,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,21,16,25,25,7,0,0,103
UCL222006,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,3,3,0,0,13,12,9,24,48,36,34,10,0,0,166
UCL222007,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,8,8,25,32,4,0,0,83
UCL222008,0,0,4,4,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,11,3,22,41,69,33,9,0,0,187
UCL222009,0,0,4,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,12,6,3,37,20,18,35,15,6,0,137
UCL222010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,8,19,14,27,30,49,31,12,3,0,186
UCL222011,0,0,0,0,0,4,0,0,0,8,6,0,0,5,4,0,0,0,0,9,22,18,17,48,54,27,8,0,0,196
UCL222012,0,0,0,4,0,5,0,0,0,14,0,0,0,5,7,0,3,0,0,15,14,13,17,32,48,49,9,0,0,186
UCL222013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,16,16,18,31,10,0,0,105
UCL222014,0,0,4,0,7,0,0,0,0,14,0,0,0,0,5,0,0,0,0,7,13,8,40,57,53,33,6,0,0,207
UCL222015,0,0,4,3,0,0,0,0,0,13,3,0,0,0,5,0,0,0,0,11,16,18,37,35,51,28,9,0,0,191
UCL222016,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,8,26,24,14,28,12,0,0,111
UCL222017,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,7,11,5,9,24,9,3,0,61
UCL222018,0,3,0,0,4,0,0,0,0,7,0,3,7,3,0,0,0,0,0,14,32,48,72,61,55,20,3,0,0,288
UCL222019,0,0,5,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,6,15,29,34,47,41,21,0,0,196
UCL222020,0,5,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,9,3,13,15,28,30,4,0,0,105
UCL222021,0,0,5,3,7,0,0,0,0,8,0,0,3,4,6,3,4,0,0,14,4,5,25,30,26,29,11,0,0,129
UCL222022,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,0,12,20,33,23,9,0,0,107
UCL222023,0,0,7,0,0,0,0,0,0,13,0,0,5,0,4,0,0,0,0,11,11,12,46,56,60,36,9,0,0,226
UCL222024,0,0,0,3,4,0,0,0,0,4,0,4,8,5,0,4,0,0,0,18,78,248,227,119,119,83,19,0,0,898
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,19,25,17,12,0,0,86
UCL222026,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,15,7,22,42,37,35,10,0,0,170
UCL222027,0,0,5,5,3,0,0,0,0,14,0,0,3,5,0,0,3,0,0,4,3,0,31,38,32,34,20,0,0,158
UCL222028,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,18,38,41,22,23,4,0,0,149
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,15,8,23,5,3,0,71
UCL222030,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,7,29,25,19,4,0,0,88
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,21,23,36,17,12,5,0,119
UCL222032,0,0,5,0,4,0,0,0,0,7,0,0,4,0,0,0,0,0,0,5,7,12,58,41,47,64,20,3,0,252
UCL222033,0,0,0,0,6,0,0,0,0,11,0,0,0,0,5,0,0,0,0,11,0,6,36,34,43,31,12,0,0,166
UCL222034,0,0,0,5,0,0,4,0,0,5,0,0,3,6,0,0,0,0,0,13,0,10,18,31,31,21,14,0,0,133
UCL222035,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,16,11,14,29,5,0,0,82
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,12,15,24,22,5,3,0,90
UCL222037,0,3,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,11,3,11,30,17,32,25,5,0,0,125
UCL222038,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,8,6,14,20,29,26,5,0,0,109
UCL222039,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,3,8,6,25,31,44,42,3,0,0,160
UCL222040,0,0,0,0,3,0,0,0,0,3,5,0,0,0,4,0,0,0,0,10,11,5,20,32,58,54,18,0,0,198
UCL222041,0,0,4,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,8,22,31,28,25,3,0,0,136
UCL222042,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,11,3,3,9,10,24,34,6,0,0,88
UCL222043,0,0,0,0,0,3,3,0,0,4,0,0,7,0,0,0,0,0,0,10,6,13,35,21,43,32,14,0,0,163
UCL222044,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,4,5,18,17,21,36,11,0,0,110
UCL222045,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,12,10,12,23,35,29,3,0,0,128
UCL222046,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,10,7,23,20,26,32,16,0,0,141
UCL222047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,15,15,16,8,0,0,67
UCL222048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,3,15,5,22,31,12,7,0,93
UCL222049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,11,10,9,14,25,33,33,31,0,0,148
UCL222050,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,12,9,41,40,53,65,14,5,0,229
UCL222051,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,11,27,25,42,40,22,7,0,180
UCL222052,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,3,0,0,0,4,10,7,39,35,41,32,12,0,0,184
UCL222053,0,0,0,5,0,0,0,0,0,12,0,0,3,0,7,3,0,0,0,15,3,10,39,34,27,42,9,0,0,161
UCL222054,0,0,0,4,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,7,31,24,35,13,0,0,123
UCL222055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,22,19,34,36,9,0,0,129
UCL222056,0,0,0,0,0,0,0,0,0,9,0,7,5,3,16,4,0,0,0,37,63,149,197,104,129,83,33,9,0,759
UCL222057,0,3,0,5,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,12,4,7,24,36,32,25,8,0,0,152
UCL222058,0,0,0,0,0,0,0,0,0,7,0,14,11,3,0,3,0,0,0,25,48,153,157,97,101,90,33,0,0,672
UCL222059,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,8,4,21,14,16,26,4,0,0,93
UCL222060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,18,18,15,30,3,5,0,94
UCL222061,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,15,16,21,36,24,4,0,0,123
UCL222062,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,13,7,29,37,40,59,8,3,0,194
UCL222063,0,0,0,0,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,7,8,6,31,33,32,56,23,0,0,193
UCL222064,0,0,3,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,14,8,19,17,28,19,9,0,0,120
UCL222065,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,8,7,13,9,21,25,14,0,0,99
UCL222066,0,0,3,0,0,0,0,0,0,5,0,3,0,4,0,7,0,0,0,13,3,10,27,17,21,29,10,3,0,104
UCL222067,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,12,22,27,20,31,7,3,0,128
UCL222068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,16,12,32,30,3,0,0,113
UCL222069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,9,15,22,40,50,11,3,0,151
UCL222070,0,0,0,0,0,3,3,0,0,5,0,0,0,0,4,3,0,0,0,11,5,5,22,11,19,34,13,8,0,104
UCL222071,0,0,5,3,0,0,0,0,0,11,0,0,0,0,3,5,0,0,0,10,21,6,47,38,29,30,13,0,0,179
UCL222072,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,23,12,26,14,10,4,0,102
UCL222073,0,0,0,0,0,3,0,0,0,4,0,0,6,4,3,0,3,0,0,15,7,9,31,21,29,30,14,5,0,144
UCL222074,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,12,9,10,11,28,15,7,0,0,92
UCL222075,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,8,7,23,32,30,62,33,8,0,0,205
UCL222076,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,4,0,0,0,11,8,7,19,42,39,32,16,0,0,167
UCL222077,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,7,4,0,0,9,11,6,29,34,31,33,22,4,0,164
UCL222078,0,3,0,0,5,3,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,9,19,19,25,7,4,0,0,89
UCL222079,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,3,0,0,0,12,17,17,21,43,58,51,26,4,0,243
UCL222080,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,9,4,12,26,19,18,26,6,0,0,113
UCL222081,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,8,15,23,37,39,8,8,0,136
UCL222082,0,0,0,0,0,3,0,0,0,8,0,0,3,0,6,0,0,0,0,10,9,15,20,40,45,21,7,0,0,162
