UCL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
UCL222012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,53,118,5,4,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,74,59,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,29,6,18,23,0,0,0,94,93,186
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,65,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,33,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,8,7,21,0,0,0,53,49,105
UCL222014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,61,152,4,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,93,66,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,23,10,14,28,0,0,0,115,95,207
UCL222015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,64,140,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,74,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,12,8,20,0,0,0,100,92,191
UCL222016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,35,78,5,4,6,4,0,4,0,0,0,0,0,0,0,0,0,5,6,7,57,36,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,3,0,0,0,60,46,111
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,40,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,21,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,3,0,3,0,0,0,35,26,61
UCL222018,0,0,0,6,10,20,0,0,0,0,0,0,0,0,0,32,30,58,3,6,15,0,0,0,0,0,0,0,0,0,4,0,4,33,34,61,75,76,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,24,33,52,45,40,77,0,0,0,142,144,288
UCL222019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,51,116,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,81,53,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,36,11,13,22,0,0,0,110,85,196
UCL222020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,78,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,7,3,9,0,0,0,60,49,105
UCL222021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,36,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,22,9,14,22,3,0,3,71,65,129
UCL222022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,68,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,45,37,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,9,7,16,0,0,0,53,49,107
UCL222023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,68,151,3,3,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,91,74,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,31,10,14,25,0,0,0,118,109,226
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,45,0,0,0,0,0,0,3,0,0,0,0,5,79,38,118,190,197,385,303,250,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,56,107,102,123,232,0,0,0,462,438,898
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,47,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,4,34,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,16,4,3,8,0,0,0,43,46,86
UCL222026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,61,117,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,63,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,25,8,16,19,0,0,0,75,90,170
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,46,108,5,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,62,59,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24,6,9,7,0,0,0,80,77,158
UCL222028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,52,111,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,53,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,6,13,15,3,4,6,74,76,149
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,50,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,9,36,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,9,0,0,0,41,31,71
UCL222030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,21,4,9,12,0,0,0,40,54,88
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,88,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,4,3,6,55,46,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,6,9,0,0,3,63,61,119
UCL222032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,93,3,0,5,0,0,0,5,0,5,8,0,8,3,0,0,17,14,29,76,59,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,21,17,44,28,31,61,0,0,0,134,115,252
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,81,9,6,7,3,0,3,0,0,0,0,0,0,0,0,6,13,7,18,59,51,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,12,26,14,12,25,0,0,5,90,78,166
UCL222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,33,89,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,39,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,22,7,13,17,0,0,0,75,54,133
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,50,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,34,38,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,3,5,13,0,0,0,41,38,82
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,6,5,0,0,0,50,42,90
UCL222037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,95,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,47,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,4,10,16,0,0,0,60,68,125
UCL222038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,38,86,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,3,8,12,0,0,0,59,55,109
UCL222039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,67,126,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,67,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,0,7,11,5,4,9,73,82,160
UCL222040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,110,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,69,51,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,23,39,10,14,23,6,0,6,102,93,198
UCL222041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,48,99,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,58,49,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,0,9,9,0,0,0,71,70,136
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,67,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,41,41,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,48,49,88
UCL222043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,45,93,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,27,10,17,24,0,0,6,75,84,163
UCL222044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,49,37,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16,3,3,10,0,0,0,62,53,110
UCL222045,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,28,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,31,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,23,9,14,20,0,0,0,67,61,128
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,95,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,55,49,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,9,12,15,0,0,6,66,70,141
UCL222047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,29,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,5,0,0,0,33,36,67
UCL222048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,52,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,6,19,21,34,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,7,3,3,49,42,93
UCL222049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,67,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,49,35,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,45,16,10,27,0,0,0,79,69,148
UCL222050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,73,139,4,3,9,0,0,0,0,0,0,0,0,0,4,0,4,4,0,8,86,82,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,15,23,15,16,32,3,0,3,111,115,229
UCL222051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,68,10,0,14,0,0,0,0,0,0,0,0,0,0,0,4,12,9,18,67,42,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,40,16,15,33,0,0,0,99,79,180
UCL222052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,121,3,0,3,9,0,9,0,0,0,0,0,0,0,0,0,3,9,6,81,64,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,20,8,11,16,0,0,4,94,85,184
UCL222053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,52,121,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,79,62,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,10,13,0,0,0,90,75,161
UCL222054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,36,87,0,3,3,0,0,0,0,0,0,5,0,5,0,0,4,0,0,3,50,46,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,12,6,14,13,0,0,0,64,61,123
UCL222055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,73,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,7,4,12,50,47,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,8,13,20,0,0,3,59,70,129
UCL222056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15,59,0,0,6,0,0,0,0,0,0,0,3,4,30,21,48,133,170,311,215,210,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,82,183,58,90,150,4,0,5,374,390,759
UCL222057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,29,91,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,33,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,19,21,33,10,11,20,0,0,0,86,61,152
UCL222058,0,0,0,49,37,83,0,0,0,0,0,0,0,0,0,35,20,58,5,5,4,0,0,0,0,0,0,0,0,0,18,13,27,121,77,200,234,150,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,4,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,39,43,89,94,102,194,0,0,7,375,303,672
UCL222059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,38,36,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,6,8,0,0,0,38,49,93
UCL222060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,54,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,46,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,12,14,0,0,0,56,40,94
UCL222061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,83,5,0,8,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50,39,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,4,9,15,0,0,6,58,58,123
UCL222062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,61,119,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,6,6,65,69,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,34,8,14,15,0,3,4,92,105,194
UCL222063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,50,112,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,74,60,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,37,9,12,20,0,0,0,96,93,193
UCL222064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,42,80,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,46,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,4,8,9,0,0,0,53,68,120
UCL222065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,70,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,5,11,0,3,3,54,43,99
