UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL421004,0,7,14,43,50,93,0,0,0,4,4,7,0,0,0,61,59,118,0,0,0,6,0,5,0,0,0,0,4,6,5,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,68,122,4,16,21,0,0,0,186,215,396,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,215,456,0,6,7,0,0,3,246,217,460,66,60,124,0,0,0,504,501,1003
UCL421005,0,0,0,28,39,65,0,0,0,10,15,20,0,0,0,49,62,110,0,0,0,0,0,0,0,0,0,0,0,0,18,31,49,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,58,68,121,9,20,30,0,0,0,168,237,408,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,145,301,0,0,5,0,0,0,161,142,305,52,26,84,0,0,0,392,410,803
UCL421006,0,5,8,22,25,49,0,0,0,0,0,0,0,0,0,52,44,100,0,0,0,0,0,0,8,8,14,0,0,0,9,16,27,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,13,18,29,13,9,21,9,6,11,130,132,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,166,359,0,4,10,0,0,0,195,173,369,21,21,41,0,0,0,340,334,675
UCL421007,0,7,10,33,36,66,0,0,0,0,0,7,0,0,0,37,41,78,0,0,0,0,0,4,0,0,0,0,0,0,11,14,26,0,0,0,0,0,0,0,3,3,4,4,9,0,0,0,0,0,0,36,41,79,0,3,3,0,0,0,120,147,269,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,195,419,0,0,0,0,6,6,222,195,427,19,14,37,5,0,5,379,376,755
UCL421008,8,8,10,35,39,72,0,0,0,11,7,15,0,0,0,44,55,99,0,3,7,0,0,0,0,3,6,0,0,0,24,31,56,0,0,0,0,0,5,0,0,0,0,5,4,0,4,4,0,0,0,38,56,95,24,11,36,0,0,0,182,220,396,0,0,3,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,188,446,0,0,0,3,0,3,260,188,449,51,54,105,0,0,0,501,475,970
UCL421009,0,0,0,38,40,75,0,0,0,3,0,3,0,0,0,54,58,111,0,0,0,0,0,0,0,0,0,0,0,0,22,38,58,0,0,0,0,0,4,0,4,4,3,4,9,0,0,6,0,3,3,48,62,109,5,7,12,0,0,0,172,209,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,8,10,165,145,307,0,0,0,0,0,0,165,145,308,20,23,46,0,0,0,370,388,753
UCL421010,0,3,3,11,25,37,0,0,0,7,10,16,0,0,0,34,32,63,0,0,0,0,0,0,3,0,6,0,0,0,6,3,9,0,0,0,0,0,0,0,5,9,0,0,3,0,0,0,0,0,0,16,23,44,6,15,24,0,0,0,93,121,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,168,350,3,0,3,0,0,0,185,168,349,30,24,49,0,0,0,302,310,610
UCL421011,4,4,4,32,34,70,0,0,0,3,0,3,0,0,0,21,28,49,0,0,0,0,0,0,0,0,0,0,0,0,57,66,126,0,0,0,0,4,4,0,5,6,0,3,3,3,5,3,0,0,0,12,23,33,7,5,11,0,0,4,134,169,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,122,114,237,0,0,3,0,0,0,126,113,237,39,27,70,0,0,0,301,318,621
UCL421012,0,0,0,26,42,65,0,0,0,3,5,8,0,0,0,37,48,87,0,0,0,0,0,0,0,0,0,0,5,6,9,6,14,0,0,0,0,0,0,3,3,11,4,6,10,0,0,5,0,0,0,18,25,43,4,4,8,0,0,0,108,148,255,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,131,125,260,0,0,0,0,4,4,136,131,265,37,44,79,0,0,0,288,323,613
UCL421013,0,3,5,35,33,66,0,0,0,4,6,9,0,0,0,28,34,61,0,0,0,0,0,0,6,13,19,0,0,0,87,115,201,0,0,0,0,0,0,6,5,14,0,5,4,0,0,0,0,0,0,25,26,54,15,20,40,0,0,0,213,255,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,214,445,0,0,0,0,5,5,231,222,451,55,47,104,0,0,0,498,531,1029
UCL421014,0,3,0,28,27,56,0,0,0,20,26,46,0,0,0,25,28,53,0,0,0,0,3,8,0,0,0,6,6,11,11,13,23,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,13,25,37,12,6,19,3,0,3,116,143,262,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,192,190,378,0,0,4,0,0,0,195,193,382,21,38,58,0,0,0,333,375,710
UCL421015,0,3,3,24,32,53,0,0,0,0,0,4,0,0,0,29,38,67,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,0,0,0,0,0,0,0,5,5,6,9,0,0,0,0,0,0,16,18,35,8,4,7,0,0,0,84,108,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,190,175,366,0,3,3,0,0,0,190,180,370,23,21,39,0,0,0,295,312,610
UCL421016,0,0,0,15,28,47,0,0,0,3,3,8,0,0,0,32,34,65,0,0,0,0,0,0,0,3,3,0,0,0,9,3,8,0,0,0,0,0,0,15,15,25,0,0,3,0,0,0,0,5,9,26,37,62,6,5,12,0,3,8,117,133,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,117,114,229,0,0,0,4,4,8,122,116,238,8,6,13,0,0,0,244,257,507
UCL421017,3,0,3,10,14,24,0,0,0,0,0,0,0,0,0,22,18,34,0,0,0,0,6,5,0,0,0,0,0,0,8,9,15,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,11,12,28,8,3,11,4,3,5,69,72,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,154,312,0,0,0,0,0,0,155,154,310,14,9,26,0,0,0,243,244,487
UCL421018,3,0,5,44,47,94,0,0,0,5,0,4,0,0,0,59,50,107,0,0,0,0,0,0,0,0,0,0,0,0,27,28,57,0,0,0,0,6,6,4,4,5,4,10,16,0,0,0,3,0,0,63,78,136,11,9,23,0,3,4,220,233,460,0,7,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,259,545,5,6,13,0,0,0,292,267,564,66,62,128,0,0,0,595,577,1166
UCL421019,0,5,5,11,17,29,0,0,0,0,0,4,0,0,0,15,28,38,0,0,0,0,0,0,0,0,6,0,0,0,8,7,10,0,0,0,0,0,0,8,7,15,0,4,8,0,0,0,0,0,0,66,72,144,0,9,11,0,0,0,117,141,255,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,175,131,305,0,0,0,0,0,0,177,131,307,27,25,44,0,0,0,325,303,619
UCL421020,0,0,0,23,19,44,0,0,0,0,0,4,0,0,0,31,27,54,0,0,0,0,0,0,0,0,0,0,0,0,33,30,61,0,0,0,3,0,4,14,16,27,4,3,5,0,0,0,0,0,0,33,39,74,20,15,36,0,0,0,153,149,312,0,0,0,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,95,185,0,0,0,0,3,3,93,98,190,22,31,53,0,0,0,278,290,570
UCL421021,0,0,0,24,15,38,0,0,0,6,6,17,0,0,0,26,38,64,0,0,0,0,0,0,0,0,0,0,0,5,26,28,55,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,27,29,53,10,7,12,0,0,0,126,138,260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,115,102,214,0,0,0,0,5,5,118,102,214,26,21,49,0,0,0,269,260,533
UCL421022,3,3,7,30,49,75,0,0,0,7,7,15,0,0,0,29,38,64,0,0,0,0,0,0,0,3,3,0,0,0,8,6,19,0,0,0,0,3,3,4,3,10,0,0,3,0,0,0,0,0,0,20,26,42,13,12,24,4,8,10,120,161,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,298,297,596,4,0,0,0,4,4,304,305,605,26,28,55,0,0,0,456,501,954
UCL421023,0,0,3,24,23,40,0,0,0,3,0,3,0,0,0,33,53,83,0,0,0,5,0,4,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,19,12,27,4,0,4,4,11,12,26,46,67,5,9,21,0,0,0,124,155,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,205,452,4,0,5,0,0,0,248,212,450,62,45,111,0,0,0,437,410,853
UCL421024,4,6,7,26,32,56,0,0,0,4,5,4,0,0,0,36,45,82,0,0,0,0,0,0,5,0,3,0,0,0,11,22,27,0,0,0,0,4,3,3,0,7,0,4,4,0,0,0,0,0,0,54,81,131,5,14,20,0,0,3,149,202,349,0,0,0,0,0,3,0,0,0,0,5,3,0,4,0,0,0,0,0,6,7,180,184,362,5,0,4,0,0,0,181,186,362,65,53,122,0,0,0,396,455,851
UCL421025,0,5,3,39,44,77,0,0,0,3,0,7,0,0,0,34,30,64,3,6,11,0,0,0,0,0,0,3,0,3,10,11,21,0,0,0,0,0,0,6,9,21,0,4,8,0,0,0,0,0,0,22,20,48,17,13,34,0,4,3,156,148,298,0,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,211,205,416,0,0,0,0,0,0,211,205,416,39,28,70,0,0,0,406,396,805
UCL421026,0,3,3,48,63,111,0,0,0,0,3,5,0,0,0,17,23,38,0,0,0,0,0,0,0,0,0,0,0,0,9,17,31,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,0,54,66,122,13,14,24,0,0,0,152,192,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,197,163,358,0,0,0,0,0,0,199,162,359,32,19,46,0,0,0,386,377,762
UCL421027,0,0,5,29,34,63,0,0,0,5,0,3,0,0,0,21,24,47,0,0,0,0,0,0,0,0,0,0,0,4,14,12,24,0,0,0,0,3,3,3,0,3,6,0,6,0,0,0,0,0,0,11,17,22,14,20,35,0,0,0,106,116,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,162,154,316,3,4,6,0,0,3,167,158,324,30,32,65,0,0,0,306,306,615
UCL421028,0,0,0,32,44,69,0,0,0,5,7,7,0,0,0,19,30,47,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,26,20,49,4,4,8,0,0,0,95,109,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,119,280,0,0,0,0,0,0,164,114,283,22,20,42,0,0,0,284,246,527
UCL421029,0,0,0,28,23,50,0,0,0,3,5,12,0,0,0,57,58,111,0,0,0,0,0,0,4,0,3,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,38,47,81,10,8,22,0,0,0,134,149,281,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,90,193,0,0,0,0,0,0,98,90,190,24,26,48,0,0,0,264,267,537
UCL421030,3,0,7,21,11,35,0,0,0,6,0,6,0,0,0,18,21,46,0,0,0,3,0,3,3,0,5,0,0,0,20,28,52,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,36,48,88,3,4,4,7,3,9,122,130,253,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,7,4,9,156,115,267,0,0,0,0,0,0,153,115,265,39,32,74,0,0,0,326,281,606
UCL421031,0,3,3,26,26,55,0,0,0,0,0,0,0,0,0,44,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,14,10,27,0,0,0,0,0,0,25,28,52,0,0,5,0,0,0,116,135,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,153,323,0,0,0,0,0,0,170,153,324,21,31,49,0,0,0,306,322,633
UCL421032,4,6,3,20,21,40,0,0,0,3,6,4,0,0,0,56,61,116,0,0,4,0,0,0,6,3,7,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,27,37,63,10,13,21,0,0,0,135,144,280,0,4,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,153,131,281,0,0,0,0,0,0,153,127,279,22,12,34,0,0,0,318,289,613
UCL421033,0,0,0,0,4,5,0,0,0,5,3,3,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,17,24,48,0,0,0,6,13,18,0,0,0,3,0,4,0,0,0,0,0,0,98,105,203,27,28,59,0,0,0,170,180,348,0,5,0,0,0,0,0,0,0,10,14,22,0,0,0,4,0,3,15,16,26,37,36,75,0,0,0,0,0,0,37,44,78,49,46,97,0,4,4,267,287,559
UCL421034,4,0,7,56,48,107,0,0,0,3,5,9,0,0,0,60,84,148,0,0,5,0,0,0,0,7,3,3,3,10,9,14,18,0,0,0,0,6,4,6,4,6,3,13,16,3,0,3,0,0,5,54,81,137,0,4,0,0,0,0,211,275,478,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,259,259,517,3,3,7,0,0,3,268,261,524,63,65,134,0,3,6,551,611,1159
UCL421035,0,0,3,21,42,63,0,0,0,6,3,8,0,0,0,42,56,101,5,3,3,3,3,3,0,5,6,0,0,0,20,27,47,0,0,0,4,0,5,0,3,4,0,0,0,0,0,0,0,0,0,33,45,75,13,10,19,0,0,0,145,201,347,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,4,185,185,361,0,0,0,0,0,0,185,184,363,31,27,62,0,0,0,359,416,777
UCL421036,0,0,0,34,41,78,0,0,0,0,0,7,0,0,0,61,53,120,0,0,0,0,0,0,9,10,18,0,0,0,36,32,66,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,20,29,50,10,7,13,0,0,0,176,182,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,295,251,550,0,0,0,0,0,0,295,255,546,20,23,41,0,0,0,491,457,952
UCL421037,3,4,7,60,61,122,0,0,0,4,0,7,0,0,0,75,87,161,0,0,0,0,6,10,0,0,0,0,0,0,5,8,14,0,0,0,4,0,4,0,3,8,4,3,0,0,0,0,0,0,0,30,37,67,10,8,19,0,0,0,194,218,410,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,3,4,5,0,11,253,214,467,0,3,3,0,3,3,253,222,475,60,60,115,0,0,0,517,509,1022
UCL421038,3,0,3,29,22,54,0,0,0,14,24,38,0,0,0,35,49,85,0,0,0,0,0,0,0,0,0,0,3,0,3,9,19,0,0,3,3,0,7,0,3,3,6,0,6,0,0,4,7,3,5,26,43,73,7,3,6,0,0,0,126,166,296,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,273,546,5,0,10,0,0,3,273,278,553,21,26,41,0,0,0,424,473,903
UCL421039,0,0,0,23,24,48,0,0,0,3,3,8,0,0,0,23,33,57,0,0,0,0,0,3,0,0,0,0,0,0,7,5,12,0,0,0,0,0,3,0,9,8,3,0,6,0,0,0,0,0,0,17,17,30,6,3,17,0,0,0,91,97,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,211,195,407,0,0,0,0,0,0,211,195,407,33,18,49,0,0,0,336,315,651
UCL421040,0,0,0,26,28,56,0,0,0,0,5,6,0,0,0,29,32,63,0,0,0,0,0,0,4,3,12,0,0,0,10,9,18,0,0,0,0,0,3,7,6,15,4,5,8,0,0,0,0,0,0,30,29,56,10,11,24,0,0,0,123,137,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,173,331,0,0,0,0,0,0,160,173,331,22,16,42,0,0,0,315,326,637
UCL421041,0,0,3,18,14,35,0,0,0,0,6,3,0,0,0,34,45,76,4,4,8,0,0,6,0,0,0,0,0,0,21,23,38,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,44,45,87,5,7,14,0,0,0,123,152,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,113,108,216,0,0,0,0,0,0,113,108,216,25,18,44,3,0,4,267,283,549
UCL421042,5,5,3,44,58,107,0,0,0,8,4,10,0,0,0,26,33,55,0,0,0,0,0,3,0,0,0,0,0,0,0,6,10,0,0,0,3,3,6,6,5,13,4,3,12,0,0,0,0,0,0,21,41,60,0,10,16,0,0,0,127,172,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,3,3,227,207,445,0,0,0,0,0,0,230,213,446,21,17,45,0,0,0,383,407,794
UCL421043,0,3,4,28,39,68,0,0,0,0,3,6,0,0,0,29,34,63,0,0,0,0,0,0,0,4,7,0,0,0,23,21,42,0,0,0,0,0,5,5,11,20,4,0,4,0,0,0,0,0,0,41,43,85,6,7,16,0,0,0,139,170,310,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,141,106,250,0,0,3,0,0,0,147,108,250,29,27,55,0,0,0,314,314,630
UCL422001,0,0,0,4,5,14,0,0,0,0,0,0,0,0,0,19,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,37,32,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,70,171,0,0,0,0,0,0,101,70,171,18,12,28,0,0,0,154,115,270
UCL422002,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,10,17,0,0,0,0,0,6,0,0,0,0,4,4,0,0,0,0,0,0,15,14,27,11,22,37,0,0,0,35,61,98,0,0,0,0,0,0,0,0,0,16,18,28,0,0,0,0,0,0,16,16,27,70,84,157,0,0,0,0,0,0,70,84,157,66,58,125,0,0,0,183,223,404
UCL422003,5,0,6,12,18,26,0,0,0,0,0,0,0,0,0,6,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,3,0,0,0,12,7,15,6,6,21,0,0,0,45,49,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,81,169,0,0,0,0,0,0,90,75,172,21,16,34,0,0,0,161,146,306
UCL422004,0,0,0,3,14,16,0,0,0,3,6,7,0,0,5,20,17,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,7,9,0,0,0,45,53,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,84,58,140,0,0,0,0,0,0,86,63,142,15,13,22,0,0,0,146,122,263
UCL422005,0,0,0,16,14,29,0,0,0,0,0,0,0,0,0,8,8,23,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,41,5,5,12,0,0,0,52,52,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,54,105,0,0,0,0,0,0,56,56,111,11,11,27,0,0,0,123,122,240
UCL422006,0,0,0,23,27,44,0,0,0,0,9,9,0,0,0,30,30,58,0,0,0,0,0,0,0,0,4,0,0,0,5,7,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,9,21,32,0,0,4,0,0,0,76,98,173,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,87,180,0,0,3,0,0,0,91,90,184,8,5,12,0,0,0,184,193,378
UCL422007,0,0,0,15,13,29,0,0,0,0,9,9,0,0,0,21,16,41,0,0,4,4,0,5,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,10,17,0,0,3,0,0,0,53,55,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,50,123,0,0,4,0,0,0,75,55,127,14,10,25,0,0,0,138,120,258
UCL422008,0,0,0,13,4,16,0,0,0,9,3,11,0,0,0,22,20,43,0,0,0,0,0,0,0,0,3,0,0,0,13,18,31,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,18,22,43,8,9,16,0,0,0,85,90,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,115,91,207,0,0,0,0,0,0,113,91,206,19,16,36,0,0,0,225,204,430
UCL422009,0,0,4,9,16,21,0,0,0,5,8,13,0,0,0,11,19,35,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,42,66,0,5,5,0,0,0,59,90,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,94,0,0,0,0,0,0,46,41,94,9,9,20,0,0,0,118,146,270
UCL422010,0,0,0,9,16,27,0,0,0,5,3,12,0,0,0,33,26,58,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,0,0,0,0,0,0,5,6,4,0,3,8,0,0,0,0,0,0,12,14,26,10,15,20,0,0,0,83,83,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,86,162,0,0,0,0,0,0,79,86,160,12,17,28,0,0,0,179,181,360
UCL422011,0,0,0,3,12,12,0,0,0,0,0,0,0,0,0,14,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,34,6,4,9,0,0,0,39,40,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,70,49,119,0,0,3,0,0,0,70,50,117,13,10,22,0,0,0,129,99,225
UCL422012,0,4,3,8,13,19,0,0,0,3,0,0,0,0,0,25,14,44,0,0,0,0,0,0,0,0,0,0,3,4,6,9,13,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,7,11,11,6,7,16,0,0,3,63,66,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,138,292,6,0,3,0,0,0,156,136,294,22,10,37,0,0,0,253,218,469
UCL422013,0,0,0,5,8,17,0,0,0,9,11,15,0,0,0,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,12,12,29,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,16,10,25,5,10,11,0,3,9,54,67,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,79,166,0,0,0,0,0,0,85,79,166,11,8,18,0,0,0,153,152,311
UCL422014,0,0,0,6,5,4,0,0,0,0,0,3,0,0,0,8,12,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18,9,4,9,0,0,0,35,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,117,0,0,0,0,6,3,63,61,119,3,4,4,0,0,0,100,93,192
UCL422015,4,0,0,12,15,30,0,0,0,6,0,7,0,0,0,12,11,28,0,0,4,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,0,8,11,18,4,3,10,0,0,0,53,62,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,105,213,0,0,3,0,0,0,113,104,220,24,24,49,0,0,0,197,189,389
UCL422016,5,0,0,4,6,3,0,0,0,0,4,4,0,0,0,13,16,23,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,6,9,8,0,0,0,0,0,0,38,36,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,57,52,104,0,0,0,0,0,0,57,52,104,3,4,16,0,0,0,100,92,196
UCL422017,0,0,0,15,3,23,0,0,0,0,0,0,0,0,0,12,15,30,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,21,23,45,0,3,3,0,0,0,63,66,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,68,0,0,0,0,0,0,37,30,68,10,0,9,0,0,0,108,96,203
