UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL114007,27,25,52,782,947,1730,0,0,0,59,69,132,73,70,144,1020,1170,2186,0,0,0,23,17,32,24,42,65,19,15,35,9,5,15,3,7,7,14,8,20,34,39,69,147,178,322,4,13,16,0,5,6,121,160,284,62,68,129,5,3,10,2387,2817,5210,16,23,36,17,8,21,0,0,3,8,7,16,5,5,7,7,15,21,19,26,45,1202,1047,2245,11,6,17,3,5,8,1214,1058,2273,350,298,641,7,7,7,4031,4260,8293
UCL114008,8,18,25,418,517,934,0,0,0,48,48,99,0,0,0,633,778,1407,0,0,0,6,6,11,7,10,19,0,9,3,8,11,16,0,0,0,3,7,11,3,7,14,78,106,186,4,11,12,5,4,9,168,241,413,34,39,73,0,0,0,1422,1792,3216,22,9,34,6,5,6,0,0,0,0,7,3,0,0,0,4,11,12,9,16,23,1248,1144,2396,12,6,15,4,0,3,1260,1148,2411,359,334,691,0,3,5,3090,3332,6422
UCL114009,28,38,64,358,492,848,0,0,0,35,54,87,0,0,4,857,1014,1870,0,0,0,11,12,22,6,5,11,9,3,13,23,23,35,16,24,41,27,18,47,34,43,68,85,104,181,0,0,0,5,6,11,80,121,203,49,66,114,3,4,3,1583,1974,3561,78,89,165,67,82,151,0,0,0,0,0,0,10,9,26,26,36,60,36,47,88,1146,1350,2496,12,7,22,0,0,3,1159,1360,2522,174,213,387,13,3,14,3148,3804,6954
UCL114010,16,16,31,644,730,1373,0,0,0,35,53,92,0,0,0,1054,1115,2169,0,0,0,0,6,6,9,8,14,4,0,4,10,13,26,0,0,0,3,6,10,9,16,24,83,92,174,12,11,24,5,0,7,112,134,250,41,60,99,0,0,0,2024,2241,4261,15,19,26,5,3,12,0,0,0,0,0,0,0,4,5,0,5,5,0,7,5,950,918,1866,0,0,0,0,4,4,950,919,1873,340,320,655,7,0,7,3357,3527,6881
UCL114011,5,13,25,509,638,1151,4,0,4,24,29,56,0,0,0,416,486,907,0,0,0,0,4,4,11,12,23,0,4,8,3,6,6,0,3,9,3,11,9,7,14,20,98,89,186,5,16,23,7,14,21,91,107,200,57,65,126,0,7,5,1252,1501,2747,23,26,46,8,8,17,4,0,9,5,0,5,0,6,4,14,25,33,18,26,41,851,774,1625,4,5,8,3,4,8,854,778,1639,305,319,625,10,0,13,2484,2672,5157
UCL114012,16,32,47,349,397,746,0,0,0,17,29,43,6,0,12,748,865,1614,0,0,0,102,91,193,0,0,0,3,4,10,9,13,17,3,10,13,7,4,13,29,36,68,24,39,55,4,5,10,4,0,7,31,48,82,94,94,185,3,3,3,1432,1641,3076,135,113,244,69,81,152,8,0,14,0,0,0,86,65,154,5,7,7,88,74,164,1152,1038,2191,5,6,10,0,3,4,1163,1051,2208,132,122,258,3,6,13,3048,3121,6171
UCL114013,18,20,39,825,952,1777,0,0,0,42,43,85,0,0,0,856,1008,1861,0,0,0,3,3,4,6,10,14,3,0,0,12,17,27,0,0,0,4,7,13,43,51,93,143,159,300,7,15,22,4,7,11,119,123,241,61,64,132,3,0,4,2125,2466,4586,13,9,22,4,4,9,0,0,0,0,0,0,12,0,8,0,9,14,12,13,22,1531,1340,2869,0,6,7,0,6,6,1534,1348,2883,459,408,864,14,4,16,4173,4276,8446
UCL114014,19,24,43,482,550,1031,0,0,0,41,49,91,0,0,0,674,797,1472,0,4,5,29,27,51,3,4,7,0,0,0,4,0,4,3,3,10,13,16,27,31,40,67,50,76,123,5,4,3,0,0,4,64,71,139,42,50,94,0,0,0,1444,1690,3134,6,7,16,5,0,6,3,6,4,0,0,0,6,0,4,0,7,7,5,10,11,1498,1308,2803,13,12,21,3,7,12,1512,1326,2838,89,101,191,0,0,0,3082,3169,6251
UCL114015,12,18,30,920,1160,2074,0,0,0,22,25,53,0,0,0,895,1027,1925,6,10,13,7,10,10,16,24,43,5,5,7,5,0,8,0,0,0,25,13,44,49,69,114,188,224,413,25,41,61,4,17,21,140,190,336,130,130,258,3,0,3,2448,2942,5391,27,20,39,10,4,16,3,7,7,3,6,8,4,3,3,6,9,15,6,16,25,1634,1533,3163,10,9,14,11,5,14,1651,1544,3195,528,502,1028,24,9,34,4711,5059,9774
UCL114016,17,21,41,486,632,1119,0,0,0,19,28,46,56,64,126,1129,1259,2398,3,0,8,19,16,31,7,4,13,0,6,8,18,22,39,0,0,0,22,8,30,45,59,107,180,208,387,11,17,32,10,14,28,102,116,217,54,47,103,3,3,10,2176,2512,4684,27,26,52,41,44,84,0,0,0,0,0,0,57,55,112,3,10,12,62,68,121,972,830,1798,12,4,15,6,0,9,982,835,1824,332,311,643,3,4,7,3646,3819,7468
UCL114017,44,53,95,395,441,830,0,0,0,22,30,49,0,0,0,735,853,1590,0,3,3,7,11,14,12,17,31,0,0,0,8,6,11,0,0,0,6,0,9,21,29,49,74,85,162,0,4,3,4,8,8,37,78,115,36,65,101,0,3,5,1371,1631,2997,4,7,12,8,6,14,10,13,21,0,0,0,0,0,6,12,10,28,14,15,32,1932,1876,3809,6,10,15,12,22,32,1949,1911,3854,240,231,470,14,16,25,3649,3875,7524
UCL114018,28,56,80,621,827,1443,0,0,0,41,46,94,0,0,0,671,756,1423,0,3,3,18,16,33,31,42,74,7,10,11,14,15,35,0,0,0,15,15,28,27,32,62,91,101,185,4,6,11,3,8,10,105,171,279,56,82,139,0,4,3,1703,2135,3833,33,20,45,7,6,14,7,4,14,0,0,0,4,6,6,5,11,15,10,16,27,1931,1844,3773,11,4,14,8,5,13,1948,1854,3803,320,325,649,0,7,12,4048,4425,8478
UCL114019,25,34,56,709,823,1536,0,0,0,22,22,43,0,0,0,820,879,1701,0,0,3,21,19,42,8,16,26,3,5,9,16,12,29,0,0,0,4,10,15,16,37,56,95,98,186,21,28,44,14,11,23,69,97,170,80,76,154,0,0,0,1909,2133,4039,28,16,51,13,13,23,0,0,0,4,5,11,6,0,14,0,3,5,13,8,25,937,752,1694,0,4,8,3,3,7,947,765,1710,813,818,1630,3,3,7,3753,3784,7536
UCL114020,51,55,109,773,924,1697,0,0,0,37,43,76,29,21,51,849,964,1813,0,0,3,28,22,51,18,24,46,6,3,11,9,8,17,0,0,6,12,3,16,27,51,83,98,120,216,0,4,4,8,8,9,100,158,259,113,127,245,3,6,11,2109,2498,4609,78,66,146,21,11,37,3,8,10,0,0,0,8,11,17,9,20,32,20,29,50,1655,1622,3279,10,9,17,6,9,14,1671,1641,3312,239,228,469,5,10,12,4201,4549,8751
UCL114021,33,59,93,561,718,1278,0,0,0,25,38,67,0,0,0,819,950,1774,4,9,13,14,6,23,21,30,54,0,4,10,11,15,22,0,0,0,8,9,20,37,46,79,128,142,271,12,4,14,82,113,195,86,120,204,95,123,213,0,5,7,1901,2345,4241,132,130,258,4,0,5,6,6,10,4,3,11,42,45,85,19,34,55,60,89,150,2021,1964,3988,20,16,36,12,39,53,2056,2019,4078,484,496,986,4,4,8,4683,5147,9829
UCL114022,27,41,62,519,616,1134,0,0,0,26,31,65,0,0,0,565,633,1201,0,0,0,3,11,20,31,35,67,0,3,3,4,14,10,0,0,0,17,7,24,39,56,95,110,157,267,20,18,39,12,14,25,74,129,204,56,68,127,4,5,7,1484,1799,3283,14,15,24,7,3,7,4,5,11,8,11,18,3,4,0,9,15,20,13,18,38,1332,1277,2604,20,13,31,4,10,16,1354,1300,2650,403,369,768,5,0,3,3299,3547,6848
UCL114023,12,15,23,699,705,1405,0,0,0,15,10,19,0,0,0,604,660,1273,0,0,3,7,3,7,8,10,12,0,3,3,5,5,8,0,0,0,4,7,5,21,28,45,92,89,177,8,14,23,8,8,17,76,79,156,63,67,123,0,0,0,1598,1687,3283,15,18,36,9,10,17,0,0,0,0,0,0,0,0,5,9,10,21,12,11,22,985,853,1838,0,3,4,4,0,6,995,854,1851,289,233,525,6,4,9,2924,2832,5758
UCL114024,25,31,52,956,1116,2073,3,5,3,81,108,191,25,27,52,1233,1338,2564,0,0,0,6,3,11,4,7,5,5,7,7,21,20,37,3,3,8,6,8,11,47,60,112,141,157,302,4,9,16,8,10,15,203,300,499,94,111,207,0,0,0,2845,3286,6129,25,21,43,15,10,27,0,0,0,0,0,0,5,0,6,9,15,27,11,19,35,1549,1295,2844,10,6,19,0,0,8,1561,1308,2871,393,343,726,5,6,7,4877,5022,9894
UCL114025,15,40,55,418,500,918,0,0,0,21,22,47,0,0,0,700,772,1474,4,3,9,10,9,20,30,38,73,5,0,5,5,9,12,0,0,0,6,9,15,24,33,56,57,82,141,0,4,4,4,4,10,67,100,167,61,71,129,3,3,5,1416,1654,3076,17,14,30,8,0,10,9,9,23,0,0,0,5,5,13,3,15,24,14,21,35,1711,1735,3448,6,11,14,8,14,23,1724,1758,3478,210,239,450,3,5,10,3411,3750,7169
UCL114026,17,34,51,492,666,1157,0,6,0,67,93,160,0,0,0,568,671,1234,6,9,8,16,25,36,7,16,27,5,6,11,10,10,13,0,0,0,11,7,19,27,39,67,40,41,80,3,7,11,4,5,7,63,116,182,62,80,141,4,0,4,1368,1789,3161,17,21,39,19,19,35,0,5,4,0,0,0,28,27,50,6,12,22,30,42,69,937,890,1822,12,9,16,9,7,12,953,899,1856,138,108,252,5,0,4,2553,2908,5463
UCL114027,18,31,44,535,661,1190,0,0,0,24,32,50,0,0,0,511,637,1145,5,0,4,26,21,44,8,9,14,0,0,0,10,8,19,5,0,5,9,8,21,46,58,101,82,117,198,0,6,5,5,7,12,88,124,212,41,56,101,0,0,5,1392,1741,3131,4,4,7,0,0,8,3,4,5,0,0,0,0,0,0,6,3,14,11,3,17,1017,969,1987,4,4,11,5,3,5,1025,978,2002,150,163,314,3,0,4,2606,2930,5531
UCL114028,11,25,37,657,784,1443,0,0,0,19,22,43,0,0,0,545,599,1137,0,0,0,0,0,5,4,5,11,9,8,15,0,3,9,5,0,6,11,6,13,8,8,12,58,49,110,5,0,5,16,3,16,77,112,184,32,36,70,0,0,0,1452,1630,3083,15,8,30,8,4,12,0,0,6,0,0,0,0,0,0,7,7,17,7,7,17,850,744,1591,3,0,3,3,7,13,850,753,1608,169,118,284,9,3,15,2525,2559,5080
UCL114029,17,24,36,423,460,884,4,0,10,17,17,38,0,0,0,1016,1030,2041,0,0,0,58,50,114,8,8,15,7,4,11,8,0,11,0,8,7,5,5,9,14,23,34,30,31,62,4,0,6,7,8,10,27,34,65,44,40,86,4,3,8,1680,1714,3395,6,9,7,14,16,32,0,5,5,0,0,0,0,0,0,7,3,5,7,3,12,867,717,1587,5,9,16,0,0,0,874,732,1608,121,108,226,0,0,0,2709,2610,5316
UCL114030,13,23,38,596,632,1228,0,0,0,23,17,40,0,0,0,491,589,1079,0,0,4,12,5,16,13,12,22,3,0,8,9,10,18,0,0,0,4,0,5,15,24,37,94,96,188,5,8,14,3,12,23,105,158,263,28,43,72,0,0,0,1402,1621,3025,13,3,24,0,0,0,0,4,3,0,0,4,0,0,0,0,3,9,5,8,9,1161,1053,2218,8,10,16,3,4,7,1177,1072,2245,247,230,473,7,0,7,2863,2958,5819
UCL114031,26,27,53,569,671,1241,0,0,0,35,42,78,0,0,0,740,800,1539,0,0,0,29,23,55,8,11,13,9,5,8,9,7,10,0,0,0,12,17,25,12,15,27,66,69,137,3,8,11,8,3,10,64,87,156,49,54,106,4,0,4,1612,1823,3431,0,0,3,9,8,18,0,0,0,6,4,3,0,0,4,9,13,19,15,17,30,1367,1151,2524,5,6,8,7,0,10,1381,1161,2538,165,169,336,0,0,0,3205,3211,6417
UCL114032,27,33,60,424,508,933,0,0,0,42,34,72,25,22,45,488,580,1070,0,0,5,22,31,51,8,11,19,0,5,7,4,18,18,0,3,7,0,4,10,11,12,26,43,52,100,0,7,8,7,15,19,52,46,94,40,32,71,4,5,14,1187,1385,2572,0,7,10,18,16,31,0,0,0,0,0,0,4,3,8,8,12,17,10,21,28,1032,955,1988,6,5,13,5,6,10,1037,971,2011,132,137,274,0,5,10,2422,2563,4987
UCL114033,15,19,43,766,880,1644,0,0,0,42,34,79,0,0,0,747,842,1587,0,0,0,10,7,12,15,19,37,0,0,0,4,13,21,0,0,0,7,10,11,17,13,32,62,70,130,3,0,9,18,23,40,56,94,146,55,75,129,4,3,5,1798,2093,3887,29,29,53,13,4,19,0,4,9,4,3,6,6,4,6,3,3,10,16,13,21,1028,903,1927,7,9,10,0,3,3,1036,912,1944,297,286,579,3,4,5,3208,3348,6554
UCL114034,14,18,33,697,847,1542,0,0,0,44,50,96,0,0,0,630,767,1391,0,3,3,5,8,16,23,31,57,3,4,10,3,7,8,0,0,0,13,10,22,25,29,57,114,168,286,7,16,33,23,28,49,169,215,389,58,93,156,0,0,0,1826,2289,4113,0,0,0,3,3,9,3,0,0,0,0,0,5,0,7,5,14,21,9,13,28,1605,1591,3192,13,10,26,0,14,14,1621,1616,3236,273,261,531,6,0,6,3750,4203,7956
UCL114035,25,51,81,401,493,897,0,0,0,34,32,67,0,0,0,362,425,791,0,5,5,5,7,11,24,27,45,0,5,7,3,3,10,5,3,8,5,14,22,17,33,44,50,70,119,5,7,8,3,7,10,61,89,148,36,51,87,0,0,0,1009,1268,2277,21,17,35,36,25,59,0,6,4,0,0,0,540,484,1020,8,10,25,545,497,1044,1028,993,2019,4,4,9,6,17,23,1038,1009,2054,234,197,431,7,6,18,2931,3078,6008
UCL114036,26,45,66,628,738,1371,0,0,0,29,33,57,0,0,0,554,722,1272,0,0,0,3,10,16,13,7,18,0,3,3,3,6,7,0,0,0,5,10,16,25,29,55,132,151,282,4,10,10,4,11,14,101,125,231,44,57,106,0,0,0,1549,1908,3459,6,6,11,12,9,20,0,3,3,0,0,0,0,3,4,0,6,9,3,13,10,1360,1308,2666,8,12,14,5,11,12,1369,1323,2697,294,279,569,4,9,8,3262,3588,6848
UCL114037,9,29,36,486,616,1101,0,0,0,46,53,92,0,0,0,708,774,1486,0,0,3,8,10,13,0,6,9,0,0,0,7,10,20,0,0,0,4,9,12,14,8,26,44,61,99,9,3,13,3,12,18,83,96,182,45,44,91,4,7,5,1465,1703,3170,18,18,40,13,15,26,0,0,0,3,0,3,6,5,8,3,12,14,14,13,29,1088,999,2093,5,6,16,3,4,7,1099,1011,2107,310,218,533,5,9,15,2937,3007,5945
UCL114038,17,12,30,662,787,1448,0,0,0,30,36,64,48,54,102,1004,1226,2232,0,0,0,15,6,22,9,15,23,3,6,8,4,12,20,0,0,0,15,4,16,7,14,25,88,104,194,9,12,28,4,15,21,88,117,212,60,68,123,0,0,0,2045,2485,4533,23,24,44,122,139,255,0,0,0,4,4,6,18,17,35,7,8,7,25,25,52,1114,1110,2217,7,6,12,5,3,8,1125,1114,2239,282,291,575,0,0,4,3646,4089,7730
UCL115001,12,12,23,244,265,503,0,0,0,0,7,3,0,0,0,227,230,458,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,19,34,49,4,4,4,0,0,0,19,23,41,3,6,15,0,0,0,530,569,1097,3,8,8,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,341,281,624,3,0,4,0,4,4,348,283,630,53,42,97,0,0,0,941,919,1860
UCL115002,7,17,25,326,356,676,0,0,0,16,21,32,0,0,0,368,401,770,0,0,4,5,4,14,8,11,19,4,5,7,0,6,9,0,0,0,3,6,9,29,38,68,64,58,121,0,4,9,0,0,5,62,73,144,43,43,88,0,0,0,938,1042,1982,10,9,17,4,0,4,3,0,3,0,0,0,0,0,0,0,4,4,0,4,8,1030,927,1953,8,7,15,0,6,9,1033,932,1973,125,104,230,0,0,0,2126,2114,4241
UCL115003,3,8,9,254,264,515,0,0,0,10,4,20,0,0,0,403,428,838,0,0,0,15,11,33,3,3,8,3,6,11,0,3,3,0,0,0,3,8,11,10,8,19,12,5,17,5,0,4,0,0,0,19,21,43,20,26,42,0,0,0,764,796,1563,7,12,20,13,11,33,0,3,3,0,0,0,0,0,0,0,3,9,0,3,9,607,513,1117,4,0,3,0,0,0,608,520,1126,55,57,114,0,0,5,1464,1419,2881
UCL115004,9,14,19,148,161,307,0,0,0,16,13,28,0,0,0,126,157,284,0,0,0,0,0,0,16,15,28,4,17,20,3,0,3,0,0,0,15,23,40,5,11,15,39,30,64,0,3,4,6,9,13,22,24,40,12,14,30,0,0,0,396,473,869,7,0,8,14,7,22,0,3,3,0,0,0,3,11,12,0,3,3,10,10,15,466,421,882,0,0,5,4,0,4,470,421,892,64,68,130,14,18,33,977,1007,1989
UCL115005,13,3,15,72,75,152,0,0,0,4,3,4,0,0,0,148,168,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,52,87,0,0,0,0,0,0,5,4,10,18,18,36,0,0,0,281,321,608,9,6,8,5,4,10,0,0,0,0,0,0,4,3,11,0,0,0,4,3,7,163,139,305,0,0,0,0,0,0,163,139,305,81,80,160,0,0,0,546,565,1108
UCL115006,9,14,29,78,80,157,0,0,0,0,3,3,0,0,0,112,158,268,0,0,0,4,6,10,0,0,0,0,0,0,0,3,4,0,0,0,4,0,4,6,6,16,18,23,40,0,0,0,0,4,3,11,14,22,15,11,24,0,0,0,245,309,550,0,4,3,0,0,0,7,4,14,0,0,0,0,3,3,0,3,8,3,3,11,642,751,1396,4,5,7,4,17,17,646,766,1422,116,107,230,5,0,5,1048,1213,2257
UCL115007,3,15,18,356,387,738,0,0,0,21,37,60,0,0,0,432,405,836,0,6,5,19,12,26,0,7,8,0,4,9,7,3,8,0,0,0,3,5,9,5,15,26,31,34,68,0,3,8,5,0,6,31,40,73,20,16,34,0,4,3,931,979,1911,0,0,0,5,3,7,0,0,3,0,0,0,4,4,5,0,8,9,3,10,15,605,557,1166,0,7,5,0,5,12,612,573,1184,81,66,147,0,0,0,1643,1650,3285
UCL115008,4,7,12,114,158,280,0,0,0,7,10,15,0,0,0,95,106,199,0,0,0,0,4,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,3,13,16,30,0,0,3,0,0,0,34,39,70,8,3,6,0,0,0,279,346,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,192,403,0,0,0,0,0,0,213,196,408,44,35,83,0,0,0,541,590,1131
UCL115009,0,3,7,115,119,232,0,0,0,4,0,0,0,0,0,215,217,430,0,0,0,5,5,7,5,3,9,0,0,0,4,3,8,0,3,9,0,0,4,0,4,4,31,22,49,0,0,0,0,0,0,51,65,111,9,11,25,0,0,0,448,446,892,9,0,9,0,0,6,0,0,0,0,0,0,0,8,10,0,4,7,6,11,22,318,329,653,0,0,5,0,0,0,322,332,653,73,63,132,0,0,0,855,858,1713
UCL115010,0,0,3,174,192,365,0,0,0,0,10,9,0,0,0,83,113,195,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,23,6,10,13,3,0,3,9,22,36,8,4,19,0,0,0,306,364,669,3,4,8,0,3,3,0,0,0,0,0,0,0,0,0,0,8,4,0,8,4,142,111,254,3,0,3,0,0,0,144,115,260,41,47,88,0,0,0,503,538,1035
UCL115011,3,5,9,143,153,298,0,0,0,9,9,13,0,0,0,133,152,283,0,0,3,3,6,11,3,4,12,0,0,0,0,4,4,0,0,0,0,0,5,5,6,12,23,17,43,0,4,4,0,0,0,10,19,31,14,25,39,0,0,0,349,401,751,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,0,8,4,0,5,10,367,340,702,7,0,7,0,4,3,371,340,712,41,43,87,0,0,0,776,793,1572
UCL115012,16,11,30,108,107,216,0,0,0,0,5,4,0,0,0,87,83,169,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0,0,0,0,6,6,0,0,3,22,14,32,0,0,0,0,4,3,9,16,29,4,7,15,0,0,0,238,245,487,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,6,6,210,158,367,0,0,0,0,6,6,210,170,377,59,46,112,0,0,0,530,486,1016
UCL115013,22,24,46,318,405,725,0,0,0,11,12,22,0,0,0,342,401,742,0,0,0,3,0,3,10,36,48,6,0,6,0,3,9,0,0,0,11,14,26,10,8,16,22,33,54,9,6,14,8,11,16,48,45,95,27,43,62,0,4,3,826,1030,1856,10,13,27,8,5,11,0,0,0,0,0,0,0,0,0,10,5,12,10,4,11,1003,964,1972,4,4,12,9,15,21,1016,989,2003,224,226,449,0,0,0,2113,2297,4410
UCL115014,22,37,55,109,141,253,0,0,0,15,7,15,0,0,0,147,173,317,0,0,0,0,3,7,4,6,3,0,0,0,0,0,4,0,0,0,6,3,8,5,13,18,16,25,38,0,0,0,0,0,0,30,57,89,11,36,51,0,0,0,355,457,813,3,0,11,0,3,6,7,6,11,0,0,0,3,0,7,20,27,49,23,30,52,870,1055,1923,15,14,24,10,21,28,895,1083,1976,153,165,319,0,0,5,1461,1786,3245
UCL115015,9,16,25,144,157,302,0,0,0,15,13,20,0,0,0,111,137,243,0,0,0,14,11,20,0,0,5,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,22,25,45,0,0,0,3,3,8,15,23,45,7,8,24,0,0,0,329,386,722,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,415,424,838,0,4,5,4,0,4,424,433,855,105,110,217,0,4,5,876,962,1837
UCL115016,6,5,7,81,90,169,0,0,0,5,14,15,0,0,0,87,77,164,0,0,0,4,6,6,3,0,5,0,0,0,0,0,9,0,0,0,0,0,0,3,0,4,8,7,13,0,0,0,0,0,0,17,23,39,3,0,8,0,0,0,223,216,440,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,0,6,5,252,247,501,0,0,4,3,3,4,256,252,504,59,44,109,0,0,0,551,517,1072
UCL115017,3,4,8,223,306,523,0,0,0,22,27,49,0,0,0,239,291,528,0,0,0,6,3,10,0,0,0,0,0,0,3,0,10,0,0,0,3,0,4,4,5,5,38,58,96,0,0,3,0,0,3,48,79,132,26,29,57,0,0,3,610,809,1416,6,3,10,0,0,0,4,4,3,0,0,0,0,0,0,0,7,7,0,7,8,442,468,906,5,5,7,0,0,0,450,463,919,62,62,119,0,0,0,1136,1349,2489
UCL115018,0,4,4,148,197,341,0,0,0,4,0,7,0,0,0,80,108,188,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,26,34,64,3,3,8,0,5,4,19,29,49,10,12,19,0,0,0,295,402,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,128,120,255,0,0,0,0,0,0,128,121,252,46,38,81,0,0,0,474,567,1042
UCL115019,35,73,103,220,294,510,0,0,0,36,25,61,0,0,0,241,334,580,0,0,0,35,29,54,0,0,0,4,0,5,9,8,9,0,0,0,8,5,10,8,15,18,34,30,65,0,7,10,3,0,10,38,57,95,42,56,95,5,6,8,673,866,1541,10,3,18,3,8,7,12,12,24,0,0,0,0,0,0,14,28,47,14,28,47,1173,1171,2343,18,13,26,12,21,29,1199,1196,2400,173,162,335,5,4,9,2129,2345,4478
UCL115020,4,9,15,289,305,589,0,0,0,26,26,50,0,0,0,391,434,828,0,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,18,27,45,35,42,73,3,0,8,0,0,4,49,78,117,26,25,45,0,0,0,844,938,1779,0,0,0,5,7,8,0,3,3,0,0,0,0,0,3,3,14,17,8,11,18,526,488,1012,0,3,3,0,0,0,528,488,1009,95,66,158,0,0,0,1479,1528,3007
UCL115021,4,0,4,133,158,289,0,0,0,4,0,5,0,0,0,124,129,252,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,30,35,61,0,3,7,0,0,0,11,12,19,6,7,11,0,0,0,321,351,666,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,3,0,8,5,0,6,190,148,342,0,0,0,0,6,6,190,153,342,63,52,113,6,0,8,581,560,1146
UCL115022,6,3,13,271,333,606,0,0,0,19,21,38,0,0,0,274,315,590,0,0,0,0,0,3,4,7,13,0,0,0,4,0,4,0,0,0,23,29,53,14,3,20,43,41,83,0,6,6,0,4,6,47,72,114,32,52,87,0,3,0,736,892,1630,0,3,9,5,0,10,0,0,4,0,0,0,0,0,0,4,14,17,4,14,17,524,473,999,4,3,10,0,8,8,532,486,1018,62,52,115,4,0,4,1350,1459,2809
UCL115023,5,6,5,139,117,253,0,0,0,0,0,3,0,0,0,229,230,458,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,12,16,0,3,5,0,0,0,27,21,49,7,15,22,0,0,0,419,415,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,7,201,158,355,0,0,0,0,0,0,203,159,357,121,86,202,0,0,0,745,670,1416
