UCL_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL415008,1001,967,1967,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,9,3,8,10,0,0,0,26,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,3,0,0,0,4,0,4,12,20,31,0,0,0,0,4,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,22,41,61,0,0,0,0,0,0,12,7,18,144,134,281,0,3,0,1256,1235,2486
UCL415009,1399,1531,2932,0,0,0,0,0,4,0,4,4,0,0,4,0,3,3,0,0,0,0,0,0,4,3,6,0,0,0,0,3,3,20,22,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,5,3,8,21,0,0,0,12,15,29,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,3,4,60,79,139,3,0,9,0,4,4,17,9,28,100,111,217,0,0,0,1643,1835,3475
UCL415010,629,468,1094,0,0,0,0,0,0,0,3,6,6,5,14,14,8,21,0,0,0,0,0,0,11,9,17,31,13,42,5,0,5,6,5,12,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,3,9,15,4,4,6,8,29,37,7,0,5,0,0,0,0,0,3,30,32,64,0,0,0,0,0,0,44,35,77,4,3,10,0,0,0,49,25,83,269,193,454,4,3,8,1141,857,2001
UCL415011,557,593,1155,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,9,21,3,5,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,37,0,0,0,0,0,0,0,0,0,38,36,78,0,0,0,638,683,1323
UCL415012,1054,1079,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,9,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,82,85,172,0,5,7,0,0,0,4,10,12,54,38,88,0,0,0,1223,1241,2465
UCL415013,862,950,1810,0,0,0,0,0,0,3,0,5,9,3,10,0,0,3,0,0,0,0,0,0,22,19,43,0,0,0,0,0,0,10,4,11,0,6,6,0,0,0,0,0,0,9,0,11,0,6,4,0,0,0,3,11,13,0,0,0,4,3,5,0,0,0,8,7,11,11,3,17,0,0,0,3,5,10,0,0,0,0,0,0,5,16,17,0,0,0,4,0,4,0,4,4,104,119,225,4,6,15,0,3,6,11,26,35,36,40,72,0,4,4,1107,1239,2342
UCL415014,605,637,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,6,3,0,3,0,4,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,23,21,46,0,4,4,0,0,0,0,0,0,32,31,62,0,0,0,680,719,1402
UCL415015,1891,2067,3960,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,3,15,0,0,0,0,0,0,15,12,26,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,18,9,15,21,0,0,0,3,9,15,0,6,4,0,0,0,3,7,5,0,3,5,0,0,0,0,8,8,65,98,165,0,0,0,5,0,8,7,8,22,141,148,287,0,0,0,2167,2402,4573
UCL415016,1081,1085,2163,0,0,0,0,0,0,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,8,12,17,0,0,0,0,5,8,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,4,4,104,116,220,0,3,7,0,0,3,13,13,26,46,48,91,0,0,0,1272,1321,2586
UCL415017,734,737,1475,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,11,0,0,0,0,0,0,3,0,10,4,0,3,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,7,4,4,3,0,0,6,4,10,18,24,38,0,0,0,0,10,8,0,0,0,0,3,3,6,3,12,0,0,0,0,5,5,0,3,4,58,60,114,4,11,13,0,0,0,12,14,24,127,101,228,0,0,0,999,999,1992
UCL415018,672,671,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,4,5,5,11,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,21,35,57,0,4,4,0,0,0,3,9,11,55,41,97,0,0,0,775,791,1566
UCL415019,888,882,1772,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,10,9,16,0,0,0,0,9,8,4,0,4,0,0,0,8,5,9,0,0,0,0,0,0,0,0,0,90,117,213,0,0,0,0,4,7,21,15,30,28,22,46,0,0,0,1069,1071,2144
UCL415020,815,873,1687,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,13,10,20,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,11,11,20,0,0,0,15,15,31,4,7,8,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,58,79,139,6,5,10,8,14,22,11,15,23,52,55,109,5,0,5,1009,1101,2116
UCL415021,1676,1771,3455,0,0,0,0,0,0,0,3,4,0,11,10,0,0,0,0,0,0,0,0,0,3,12,18,5,12,17,0,0,0,16,10,24,0,0,4,0,0,0,0,0,0,3,3,3,6,4,8,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,5,9,0,0,0,0,6,6,0,0,0,0,0,0,12,8,16,0,0,0,0,3,3,0,3,3,41,50,93,0,3,7,0,3,3,15,11,24,119,123,246,48,31,73,1966,2089,4054
UCL415022,733,750,1486,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,12,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,12,0,0,0,0,3,0,0,4,4,0,0,0,6,0,4,0,3,3,0,0,0,0,0,0,87,79,167,10,5,16,0,0,0,9,6,16,37,45,80,0,0,0,908,916,1830
UCL415023,417,437,846,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,34,0,0,0,0,0,0,4,3,3,73,82,158,0,0,0,519,551,1070
UCL415024,1003,1052,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,19,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,4,7,11,13,11,18,26,0,0,0,0,12,12,0,0,3,0,0,0,3,0,5,0,4,4,0,0,0,0,4,4,71,83,148,0,0,3,0,0,0,11,10,21,102,117,221,0,0,0,1234,1329,2562
UCL415025,461,448,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,5,70,63,136,0,0,0,0,0,0,11,6,14,25,28,49,0,0,0,578,556,1142
UCL415026,1081,1177,2256,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,4,12,18,28,3,3,7,0,0,4,0,0,5,0,0,3,0,0,0,0,0,0,4,7,10,9,19,28,0,0,0,0,0,0,0,3,5,0,5,6,0,0,0,10,14,23,17,23,44,0,0,0,5,4,9,0,0,0,0,0,0,13,7,19,0,3,0,0,0,0,0,3,3,276,349,624,10,9,22,0,0,0,21,23,45,60,53,114,0,3,6,1540,1734,3277
UCL415027,458,457,912,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,42,35,76,0,5,3,0,0,0,3,0,10,46,36,83,0,0,0,556,559,1115
UCL415028,430,422,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,0,3,4,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,91,6,7,9,0,0,0,11,7,14,16,28,48,0,0,0,518,536,1052
UCL415029,1928,1967,3888,0,0,0,0,0,0,0,0,3,6,10,16,0,0,0,0,0,0,0,0,0,14,4,23,0,0,5,0,0,4,12,5,16,0,0,0,0,0,3,0,0,0,0,0,4,18,26,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,13,26,13,12,22,0,0,4,3,23,28,0,0,3,0,0,0,4,4,11,0,0,4,0,0,0,0,3,3,107,115,227,0,8,6,0,0,0,18,14,29,152,140,295,0,4,3,2306,2361,4666
UCL415030,1801,1821,3627,0,0,0,0,0,0,0,6,9,0,6,7,4,0,4,0,0,0,0,0,0,9,6,20,3,0,3,0,0,5,4,3,5,0,7,7,0,0,0,0,0,0,0,4,6,17,7,31,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,7,14,23,8,13,30,6,4,3,0,9,11,5,0,3,3,0,0,3,5,7,0,0,0,0,0,0,0,3,6,159,192,350,0,6,5,0,0,4,20,16,39,198,182,378,6,3,7,2269,2324,4592
UCL415031,436,506,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,9,0,0,0,0,8,8,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,57,59,118,0,0,5,0,0,0,7,10,18,25,26,58,0,0,0,559,632,1189
UCL415032,805,844,1653,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,13,11,21,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,5,3,6,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,9,10,19,0,0,0,0,9,9,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,3,7,136,152,283,3,4,16,0,0,0,15,19,29,71,65,138,0,0,4,1075,1156,2232
UCL415033,378,385,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,17,13,24,0,0,4,0,0,0,57,9,68,55,47,105,137,0,139,665,465,1131
UCL415034,565,557,1126,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,6,7,8,0,12,0,0,3,7,10,15,0,0,0,0,8,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,26,38,5,0,6,0,0,0,5,7,9,41,38,83,0,0,0,670,667,1344
UCL415035,555,557,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,11,8,6,14,3,0,4,0,3,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,4,40,38,68,0,0,0,0,0,0,9,8,11,108,112,222,0,0,0,738,739,1483
UCL415036,445,506,948,0,0,0,0,0,0,0,4,4,4,0,3,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,65,0,0,0,0,0,0,0,0,4,32,41,69,0,0,0,525,602,1128
UCL415037,1742,1914,3657,28,15,43,0,0,0,0,4,5,7,14,17,4,3,11,0,0,0,0,3,3,6,9,15,34,39,78,0,0,4,103,106,212,13,9,24,0,0,0,0,0,0,0,0,0,10,15,28,0,0,0,4,4,3,0,0,0,6,3,8,15,15,28,7,4,13,15,11,32,6,5,6,4,20,24,0,0,0,0,0,0,7,9,11,8,0,9,12,14,22,6,8,10,58,84,137,3,3,5,17,9,25,40,74,118,150,163,315,139,7,146,2444,2575,5011
UCL415038,515,546,1059,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,7,27,39,66,0,0,4,0,0,0,5,11,24,22,27,52,0,0,3,602,651,1249
UCL415039,1583,1337,2919,0,0,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,7,5,7,0,0,0,3,0,3,10,9,19,0,3,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,60,47,106,4,0,6,44,52,98,0,0,0,0,0,0,12,11,21,9,3,16,0,0,0,0,11,12,54,33,83,0,0,0,0,0,4,32,32,68,191,179,375,0,3,5,2033,1753,3793
UCL415040,573,580,1149,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,7,6,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19,20,44,0,0,0,0,0,7,6,5,9,95,75,170,0,0,0,712,706,1420
UCL415041,1833,1914,3745,0,0,0,0,0,0,3,3,6,5,5,6,0,0,0,0,0,0,0,0,0,15,26,42,0,0,0,0,0,0,3,3,14,0,4,3,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,4,8,14,24,22,44,0,0,0,0,14,16,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,0,5,3,117,134,246,0,4,9,0,0,0,36,30,66,53,81,137,0,0,0,2117,2280,4395
UCL415042,624,711,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,30,30,65,0,0,0,0,0,0,3,3,12,57,59,117,0,0,0,737,820,1559
UCL415043,1257,1160,2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,7,0,5,11,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,3,21,15,27,0,4,5,0,0,0,5,0,6,0,0,0,0,0,0,7,7,11,18,15,27,0,0,0,0,6,7,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,57,62,125,0,0,0,5,11,17,20,21,44,94,74,168,3,0,0,1507,1403,2910
UCL415044,630,654,1282,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,8,8,3,0,5,20,12,32,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,11,9,20,4,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,3,3,35,42,79,6,0,4,35,36,69,21,25,37,38,41,80,0,0,0,815,864,1673
UCL415045,655,667,1326,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,6,4,10,4,4,13,0,0,0,0,0,0,18,14,33,6,10,13,0,0,3,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,9,11,22,0,0,0,8,5,10,8,12,15,0,0,0,0,7,7,0,4,4,0,0,0,0,3,0,3,5,5,0,3,3,0,0,4,28,39,69,0,0,3,0,0,0,10,12,17,83,78,155,32,8,36,866,886,1751
UCL415046,1737,1771,3506,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,3,14,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,21,13,10,31,0,0,0,0,10,15,3,0,5,0,3,5,10,10,20,4,0,4,0,0,0,0,0,0,110,108,218,3,0,9,0,0,0,19,11,35,174,144,323,0,0,0,2125,2129,4249
UCL415047,911,904,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,11,20,0,0,0,0,0,5,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,3,3,108,117,228,4,0,4,0,0,0,8,0,5,30,35,63,0,0,0,1090,1105,2197
UCL415048,847,835,1683,0,0,0,3,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,5,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,8,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,3,11,11,10,25,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,0,0,0,0,0,0,0,0,0,151,179,326,7,7,13,0,0,0,16,7,23,33,31,68,0,4,4,1089,1115,2209
UCL415049,740,800,1536,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,5,9,14,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,3,6,12,0,14,16,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,3,3,57,63,122,0,0,4,0,0,4,14,18,25,30,22,48,0,0,0,870,962,1829
UCL421001,494,483,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,50,85,0,0,0,0,3,4,9,0,4,48,48,94,0,0,0,602,604,1200
UCL421002,197,215,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,0,5,24,29,52,0,0,0,235,264,501
UCL421003,365,387,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48,80,0,0,0,0,0,0,4,0,4,24,25,52,0,0,0,438,475,912
UCL421004,385,383,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,4,4,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,6,8,8,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,25,27,56,0,0,0,0,0,0,3,12,14,64,56,112,0,0,0,504,501,1003
UCL421005,326,360,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,0,0,0,0,0,0,0,5,3,45,28,75,0,0,0,392,410,803
UCL421006,294,264,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,69,0,0,0,0,0,0,3,4,5,5,11,15,0,0,0,340,334,675
UCL421007,318,297,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,22,38,0,0,0,0,0,0,6,7,11,26,27,58,5,0,5,379,376,755
UCL421008,417,386,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,6,0,3,5,4,8,9,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,15,18,29,0,0,0,0,0,0,0,0,4,49,44,87,0,0,0,501,475,970
UCL421009,338,347,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,5,8,10,0,0,0,0,0,0,0,7,4,15,19,36,0,0,0,370,388,753
UCL421010,271,272,538,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,12,17,25,0,0,0,0,0,0,0,0,0,16,13,23,0,0,0,302,310,610
UCL421011,237,257,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,41,0,0,0,0,0,0,3,0,3,31,39,67,0,0,0,301,318,621
