UCL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL314018,0,0,8,4,5,12,20,8,4,55,0,0,0,0,0,0,0,0,0,6,12,4,9,17,15,13,4,3,0,79,155,295,903,1218,991,605,302,99,25,4598
UCL314019,0,0,0,0,3,8,23,43,44,128,0,0,0,0,3,0,4,0,0,10,9,10,22,30,22,28,26,15,20,182,112,226,541,626,672,620,536,317,161,3814
UCL314020,0,3,11,10,25,25,55,66,13,216,0,5,7,4,4,4,5,10,0,26,45,70,104,126,112,94,81,70,58,758,212,542,935,933,841,804,597,310,116,5292
UCL314021,5,0,6,5,16,38,126,154,42,387,0,0,0,0,4,0,0,6,5,21,14,18,32,45,49,29,85,66,16,353,214,402,726,990,1256,1261,1829,1041,200,7917
UCL314022,5,0,4,9,5,15,41,30,16,120,0,0,0,0,0,6,4,0,0,13,26,22,34,66,61,57,62,74,32,433,188,228,530,863,1165,1283,1262,695,194,6412
UCL314023,5,0,5,6,11,33,67,75,24,242,0,0,5,0,6,0,8,0,4,17,18,17,36,59,55,77,107,36,18,428,227,400,1033,1230,1413,1389,987,366,95,7143
UCL315001,0,0,0,4,3,6,8,3,5,27,0,0,0,0,0,0,0,0,0,0,10,4,45,33,30,75,75,19,0,299,25,42,165,178,204,377,413,118,12,1537
UCL315002,0,0,5,3,4,0,12,14,3,42,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,5,4,3,0,28,58,122,289,353,361,323,220,76,11,1815
UCL315003,4,0,0,0,3,3,25,34,8,82,0,0,0,0,0,0,0,0,0,4,7,3,3,5,9,15,9,5,3,62,26,27,73,91,142,236,287,128,28,1036
UCL315004,25,6,8,0,6,14,14,4,0,72,0,0,6,3,0,0,0,0,0,6,11,5,27,13,8,8,3,0,0,82,89,91,198,140,150,108,42,5,0,824
UCL315005,0,0,0,0,3,12,17,31,18,74,0,0,0,0,0,0,3,0,4,9,7,6,18,16,11,18,23,10,4,112,26,44,101,128,127,195,195,94,37,939
UCL315006,0,0,0,0,0,3,10,3,0,22,0,0,0,0,0,0,0,0,0,0,11,3,24,23,19,20,10,0,0,103,55,93,175,158,118,111,66,11,0,785
UCL315007,0,0,3,6,8,23,50,58,35,189,0,0,0,0,3,3,6,0,0,4,12,13,23,19,17,11,27,23,15,152,87,119,245,359,408,520,579,303,110,2729
UCL315008,0,0,8,7,9,15,25,10,3,80,0,6,0,3,0,0,0,0,0,9,46,100,306,327,366,251,56,3,3,1451,174,386,1104,1097,1054,720,202,42,6,4771
UCL315009,0,0,0,3,3,7,56,91,87,249,0,0,4,0,0,3,0,0,3,16,6,4,18,9,14,13,24,38,35,161,73,91,283,239,270,379,405,288,189,2216
UCL315010,0,0,0,3,7,21,59,67,12,170,0,0,0,0,0,0,5,0,0,9,3,6,7,17,29,13,35,21,8,147,51,114,203,237,338,535,667,289,43,2482
UCL315011,0,0,0,0,3,8,44,55,23,134,0,0,0,0,0,0,0,0,0,0,4,0,5,8,0,25,33,18,7,103,11,13,47,54,125,363,607,273,60,1556
UCL315012,3,0,5,0,8,6,43,37,12,114,0,0,0,0,0,0,0,0,0,5,12,17,41,32,22,24,15,14,0,171,118,209,647,619,459,386,285,97,20,2856
UCL315013,5,0,0,4,7,0,15,20,5,58,0,0,0,0,0,0,0,0,0,0,0,14,35,10,12,11,4,13,0,102,50,164,384,183,182,158,97,56,8,1279
UCL315014,0,0,5,3,7,11,26,38,14,100,0,0,0,0,0,0,4,0,0,4,0,6,6,11,16,29,40,18,0,139,18,39,97,85,131,305,411,187,60,1333
UCL315015,0,0,0,3,4,8,13,10,4,46,0,0,0,0,0,0,0,0,0,5,5,4,9,10,7,15,7,4,4,60,65,127,238,243,337,286,175,80,18,1571
UCL315016,0,0,9,8,6,9,19,8,5,71,0,0,0,0,0,0,0,0,0,11,9,5,15,15,7,14,13,0,0,79,116,159,384,471,466,300,186,67,22,2175
UCL315017,0,0,0,8,10,27,58,48,43,195,0,0,0,0,0,0,0,0,3,7,16,21,60,29,41,72,38,17,14,305,63,152,400,249,308,458,374,144,90,2234
UCL315018,0,5,6,8,12,22,20,13,3,81,0,0,0,0,0,0,0,0,0,0,7,0,4,0,8,5,0,0,0,24,72,93,163,120,116,100,33,16,5,717
UCL315019,0,0,3,4,8,6,24,43,24,122,0,0,0,0,0,0,0,0,0,7,9,3,28,22,26,38,58,34,17,244,44,73,163,115,154,203,220,193,66,1232
UCL315020,0,0,6,3,9,9,30,35,15,102,0,0,5,0,0,0,0,0,0,17,5,11,20,18,15,14,23,18,4,134,39,130,324,278,225,306,235,129,46,1707
UCL315021,0,0,0,0,4,5,24,32,25,91,0,0,0,0,0,0,0,0,0,4,3,7,0,11,11,12,4,21,12,81,39,49,108,113,131,146,211,142,72,1010
UCL315022,4,0,5,0,7,22,53,29,10,124,0,0,3,0,5,4,4,3,0,17,19,33,85,64,69,83,101,20,0,475,77,215,473,395,361,459,405,95,21,2503
UCL315023,0,0,0,0,3,11,11,23,11,71,0,0,0,0,0,3,0,0,0,3,7,12,41,29,33,42,18,11,4,198,36,60,209,150,209,215,144,73,21,1127
UCL315024,0,0,0,3,9,15,21,24,8,72,0,0,0,0,4,4,3,0,0,10,16,13,33,42,47,57,68,20,3,293,68,105,210,263,313,484,523,123,12,2097
UCL315025,0,0,0,7,9,15,73,78,17,205,0,0,0,0,0,4,0,0,0,11,18,3,11,13,28,45,32,45,5,194,64,57,137,198,300,490,814,356,55,2474
UCL315026,0,3,0,3,3,10,33,50,41,151,0,0,0,5,3,0,0,3,0,8,8,10,24,29,19,24,39,43,71,254,105,153,311,425,437,423,466,328,171,2822
UCL315027,0,0,0,3,0,12,36,64,15,129,0,0,0,0,0,0,0,0,4,6,9,6,17,21,20,34,45,70,80,300,38,56,133,121,176,251,341,284,131,1542
UCL315028,0,0,0,0,3,5,13,16,0,43,0,0,0,0,0,0,0,4,0,7,4,0,6,8,7,4,8,0,0,38,42,50,189,172,183,133,141,47,9,965
UCL315029,0,0,0,0,0,0,21,14,8,47,0,0,0,0,0,0,0,3,0,4,8,0,10,17,16,7,13,3,0,82,49,82,229,300,324,274,236,74,24,1600
UCL315030,9,7,9,10,7,17,12,3,0,84,13,5,5,3,4,3,6,0,0,33,0,0,23,13,8,16,8,0,0,79,109,138,253,174,152,123,36,6,4,990
UCL315031,0,0,0,3,5,8,8,0,0,30,0,0,0,7,0,4,3,0,0,12,26,116,293,270,249,169,43,6,0,1156,72,270,719,705,665,473,139,25,0,3067
UCL315032,4,0,6,7,8,14,75,98,27,237,0,0,0,0,0,0,0,0,3,3,15,11,32,50,33,34,77,69,51,370,119,142,462,512,520,735,857,500,148,3998
UCL315033,0,0,0,3,0,13,30,24,11,90,0,0,0,0,0,0,0,0,0,5,0,0,3,4,7,16,26,14,5,89,18,34,71,95,147,239,311,163,31,1124
UCL315034,0,0,0,0,0,0,4,5,4,12,0,0,0,0,0,0,0,0,0,0,10,4,8,6,19,9,11,0,0,59,27,43,128,141,169,151,109,40,13,827
UCL315035,0,5,0,5,8,5,31,22,4,81,0,0,0,0,0,0,0,0,0,4,10,5,14,16,21,6,8,10,0,89,76,132,430,464,391,320,257,81,13,2168
UCL315036,0,0,0,4,11,11,32,42,15,113,0,0,0,0,0,0,0,0,0,10,11,25,34,31,28,25,39,15,13,226,41,115,200,158,207,228,240,154,52,1409
UCL315037,0,0,0,5,7,10,32,46,21,117,0,0,0,0,3,0,0,0,0,17,13,3,19,16,16,14,26,19,0,125,117,181,417,529,525,504,463,228,59,3026
UCL315038,0,0,0,0,6,5,9,16,3,37,0,0,0,0,0,0,0,0,0,0,6,0,11,12,5,5,0,7,0,45,59,80,220,292,269,270,140,64,12,1397
UCL315039,17,5,15,15,17,21,12,10,0,112,0,0,0,3,4,0,3,6,0,22,6,3,19,10,17,5,3,5,0,66,88,77,147,139,121,96,33,27,0,740
UCL315040,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,18,52,164,97,105,170,115,25,0,744,87,316,740,286,257,314,196,41,0,2236
UCL315041,0,0,0,3,3,5,14,22,3,49,0,0,0,0,0,6,0,0,0,5,7,9,17,28,25,28,15,8,0,137,34,56,150,181,190,198,153,59,9,1031
UCL315042,0,0,0,4,8,15,74,74,56,232,0,0,0,0,0,0,3,0,0,4,21,12,23,22,36,34,24,30,16,225,94,111,253,246,328,409,461,249,127,2286
UCL315043,3,0,3,3,11,10,36,22,16,93,0,0,0,0,0,0,3,3,0,10,0,3,5,0,9,16,20,10,9,78,16,43,68,75,118,171,232,123,44,885
UCL315044,0,0,6,4,15,29,79,146,120,390,0,0,0,3,6,0,5,4,5,26,19,31,45,41,66,70,65,57,27,423,113,224,430,387,513,680,625,468,255,3685
UCL315045,0,0,0,3,11,21,36,27,6,103,0,0,0,0,0,0,0,0,0,3,5,5,13,16,16,15,13,0,8,81,65,117,314,392,448,441,296,120,17,2220
UCL315046,0,0,5,6,7,8,19,44,25,118,0,0,5,3,0,0,0,0,3,9,18,11,44,82,41,44,34,21,15,313,61,81,381,403,235,252,260,134,63,1875
UCL315047,0,0,0,11,9,12,29,28,5,85,0,0,0,0,0,0,3,0,0,6,4,4,8,3,18,12,11,6,0,71,50,112,270,253,260,214,155,90,23,1420
UCL315048,0,0,0,3,7,12,23,17,7,66,0,0,0,0,0,0,0,0,0,0,7,7,11,15,23,12,18,15,3,114,44,57,95,152,250,291,313,128,28,1351
UCL315049,4,0,0,3,7,8,5,18,7,43,0,0,0,5,0,0,0,0,0,7,16,14,28,45,34,63,38,24,4,275,60,73,199,329,349,432,343,165,37,1988
UCL315050,0,0,8,12,14,29,81,114,79,342,0,3,0,0,3,4,4,0,0,13,11,19,38,24,32,38,47,62,42,315,106,237,418,388,429,465,520,357,167,3088
UCL315051,0,0,0,3,9,13,35,39,21,122,0,0,0,0,0,0,0,0,0,3,8,0,18,23,22,23,19,19,9,154,109,271,570,526,662,608,493,260,68,3577
UCL315052,0,0,0,7,0,13,36,24,12,103,0,0,0,8,3,0,0,4,0,19,8,9,33,16,27,12,17,9,3,135,90,180,396,451,463,391,422,226,41,2658
UCL315053,3,0,3,5,9,20,47,35,16,143,0,0,0,0,0,0,3,0,0,5,25,20,48,41,32,59,46,37,36,347,89,171,392,379,345,434,392,165,82,2446
UCL315054,3,0,10,13,11,24,80,71,28,236,0,0,3,0,0,6,5,0,0,16,25,11,34,35,38,24,29,33,21,249,132,214,423,409,451,519,459,232,59,2905
UCL315055,6,0,3,8,15,17,50,51,18,170,0,0,0,0,0,4,0,0,0,11,10,5,24,29,28,43,74,41,14,272,60,56,140,212,362,674,853,397,74,2827
UCL315056,0,0,0,3,0,8,18,30,12,73,0,0,0,0,0,0,0,0,0,4,7,3,11,10,6,16,25,29,36,140,38,49,116,162,210,255,292,185,76,1375
UCL315057,0,0,0,0,0,3,13,27,24,76,0,0,0,0,0,0,0,0,0,3,10,3,16,16,16,24,26,20,21,148,47,75,177,240,353,443,623,418,168,2538
UCL315058,0,0,0,4,9,9,19,14,8,66,0,0,0,0,0,0,0,0,0,3,8,10,22,16,14,6,8,12,5,96,84,201,516,556,380,263,151,70,13,2233
UCL315059,0,0,0,0,0,4,3,5,3,24,0,0,0,0,0,0,0,0,0,0,7,0,8,3,3,3,20,30,25,98,46,73,142,211,228,132,107,129,40,1113
UCL315060,0,0,0,3,0,11,8,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,21,42,100,337,375,254,221,123,49,11,1520
UCL315061,0,0,0,3,3,5,8,0,0,16,0,0,0,0,4,0,0,0,0,12,27,114,352,297,315,236,53,0,0,1402,50,213,677,631,614,477,103,3,0,2774
UCL315062,0,0,0,0,4,19,23,35,22,108,0,0,0,0,0,0,0,0,0,4,16,15,24,33,23,34,30,17,19,216,68,89,206,167,186,184,178,113,59,1252
UCL315063,0,0,5,4,3,6,23,46,12,102,0,0,7,0,5,3,0,0,0,11,3,7,34,16,20,16,20,11,11,133,30,48,198,158,174,176,173,122,30,1106
UCL315064,0,0,3,0,3,11,16,19,6,60,0,0,0,0,0,0,4,3,0,4,21,18,30,41,25,19,12,9,3,184,50,85,212,202,161,142,149,73,40,1112
UCL315065,0,0,0,0,3,5,27,42,43,125,0,0,0,0,0,0,0,0,0,5,10,6,6,10,8,14,19,10,9,85,34,57,83,83,123,157,179,99,73,893
UCL315066,0,0,0,0,0,3,14,26,0,57,0,0,0,0,0,0,0,0,0,3,9,4,28,45,32,17,13,12,0,170,91,148,341,448,435,398,315,141,37,2352
UCL315067,0,0,7,0,8,15,40,36,11,112,0,0,0,0,0,0,0,0,0,3,3,7,15,14,22,17,36,14,0,136,48,76,161,199,294,393,498,207,34,1914
UCL315068,0,0,0,0,4,10,23,22,19,81,0,0,0,3,0,0,0,0,0,11,15,13,13,19,27,18,29,15,6,150,51,80,170,200,241,275,229,121,41,1402
UCL315069,0,0,0,8,10,28,70,66,25,218,0,0,0,0,0,3,3,5,0,16,17,17,40,45,42,60,57,35,20,332,59,115,168,214,312,424,431,212,66,2004
UCL315070,0,0,0,0,3,11,27,21,11,78,0,0,0,0,0,0,0,0,0,0,23,24,91,113,111,93,43,18,0,526,55,143,338,364,314,298,201,69,12,1804
UCL315071,0,0,0,5,0,8,9,13,6,42,0,0,0,0,0,0,0,0,0,0,0,3,10,11,4,35,50,34,0,145,26,36,107,155,138,233,255,106,11,1069
UCL315072,0,5,11,5,3,11,12,35,21,108,0,0,3,0,0,0,0,0,0,10,13,11,51,31,23,33,17,14,8,192,36,73,243,125,126,158,125,89,41,1007
UCL315073,0,0,4,5,6,15,44,61,50,185,0,0,0,0,0,0,0,3,0,9,10,14,19,25,24,34,21,17,0,173,59,117,195,159,221,279,281,169,95,1576
UCL315074,0,4,3,12,14,32,81,101,31,270,0,0,0,0,0,0,5,3,6,8,23,13,42,36,45,51,70,46,17,334,85,126,282,309,401,498,656,353,102,2814
UCL315075,0,0,0,0,3,0,7,7,3,22,0,0,0,0,0,0,0,0,0,0,10,5,15,23,22,59,30,16,3,181,17,24,108,154,170,340,332,140,35,1327
UCL315076,4,5,4,15,28,32,77,105,41,308,0,0,0,7,0,5,7,4,3,26,10,11,17,31,36,25,26,38,19,211,129,245,443,468,554,520,453,296,117,3218
UCL315077,20,9,7,9,18,41,35,16,0,157,0,0,3,0,0,0,0,0,0,7,6,16,24,13,30,19,9,5,0,117,119,181,308,228,249,206,89,15,0,1403
UCL315078,0,0,5,5,4,8,43,72,48,181,0,0,4,0,0,0,0,0,0,8,8,18,15,14,14,20,29,57,91,277,89,154,277,293,302,277,320,263,185,2151
UCL315079,0,0,0,0,3,9,14,18,10,49,0,0,0,0,0,3,0,0,0,6,0,6,9,11,7,12,13,7,0,70,25,74,132,200,262,315,250,109,28,1386
UCL315080,0,0,0,3,7,10,16,31,10,83,0,0,0,0,0,0,8,4,3,18,17,53,253,121,126,268,294,139,23,1291,87,262,1152,754,785,1237,1294,557,93,6219
UCL315081,3,0,5,4,11,13,42,83,49,208,0,0,0,0,0,6,5,4,0,13,10,8,18,17,22,22,30,20,11,161,103,170,325,372,442,464,414,298,127,2720
UCL315082,0,0,0,0,0,8,17,8,9,41,0,0,0,6,0,0,0,0,0,3,8,5,14,12,9,24,21,9,0,103,17,48,100,142,175,299,312,115,11,1222
UCL315083,0,0,0,0,0,7,9,14,7,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,15,42,52,92,122,164,182,108,37,12,795
UCL315084,0,0,3,0,10,13,34,16,7,84,0,0,0,0,0,3,4,3,0,9,0,0,0,0,3,4,13,11,0,39,38,80,143,170,259,430,362,123,18,1629
UCL315085,0,0,0,9,6,19,37,48,16,142,0,0,0,4,0,0,0,0,0,13,16,11,33,21,25,25,27,39,48,263,92,214,340,339,333,389,339,195,86,2330
UCL315086,9,0,7,10,21,37,55,48,10,190,0,0,0,0,3,3,4,0,0,7,11,13,17,32,67,65,84,47,9,344,70,96,168,278,507,798,844,386,46,3201
UCL315087,0,0,0,0,0,5,8,13,6,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,24,71,143,156,286,469,437,302,116,26,2006
UCL315088,3,5,3,4,7,24,55,81,31,214,0,0,0,0,0,0,0,0,0,7,15,23,60,57,32,44,44,27,28,323,110,198,391,404,387,467,406,202,80,2646
UCL315089,3,0,4,3,8,17,43,43,15,135,0,0,0,0,0,3,5,3,0,23,9,17,41,34,43,45,21,24,18,259,92,163,375,281,317,360,316,157,45,2107
UCL315090,4,0,8,7,13,26,81,138,85,365,0,0,4,5,0,6,4,5,9,37,13,16,60,45,48,56,77,51,19,386,115,191,491,490,573,628,805,496,213,4002
UCL315091,0,0,0,0,0,11,28,25,8,74,0,0,0,0,3,0,4,4,0,8,9,19,37,37,39,35,25,7,0,194,112,196,447,384,337,291,140,53,12,1967
UCL315092,0,0,0,4,6,10,71,77,20,192,0,0,0,0,0,0,4,0,3,9,8,7,5,24,22,26,58,46,24,218,40,46,77,121,197,493,740,410,104,2238
UCL315093,0,0,0,6,4,14,27,40,23,107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,15,4,44,26,26,65,67,111,150,187,138,50,820
UCL315094,4,0,0,0,4,10,28,26,3,81,0,0,0,0,0,0,0,0,0,7,8,8,6,5,7,10,21,12,3,77,39,70,154,205,259,407,500,217,30,1880
UCL315095,0,5,8,6,11,13,32,49,36,146,0,0,4,3,0,0,0,0,5,15,15,20,92,42,45,32,37,27,15,314,72,136,397,258,261,264,242,159,74,1868
UCL315096,6,0,3,0,0,17,40,48,15,123,0,0,0,0,0,0,3,0,0,10,8,18,38,33,46,37,20,15,9,224,107,199,508,401,429,410,275,123,47,2499
UCL315097,0,0,0,0,4,3,20,17,4,49,0,0,0,0,0,0,0,0,5,7,5,3,27,11,6,11,14,7,0,81,57,128,306,222,239,193,175,61,15,1384
UCL315098,0,0,3,9,7,10,13,7,0,49,0,5,0,0,0,3,0,0,0,4,28,57,145,109,98,87,12,4,3,538,103,320,870,683,674,490,159,43,5,3337
UCL315099,0,0,0,0,0,9,30,24,4,78,0,0,0,4,4,3,0,0,0,6,7,4,14,9,5,0,3,0,0,46,128,194,485,574,507,334,227,82,10,2547
UCL315100,0,0,0,9,0,0,32,11,3,58,0,0,0,0,0,4,0,0,0,5,3,7,6,11,6,13,26,7,0,79,44,70,139,169,167,175,173,60,8,1012
UCL315101,4,0,0,0,7,5,9,17,0,35,0,0,0,3,0,7,0,0,0,3,0,0,5,9,0,0,3,0,0,18,52,63,183,279,226,237,132,47,12,1227
UCL315102,0,0,0,0,6,18,45,49,50,175,0,0,0,0,0,5,0,0,0,4,3,9,8,14,18,28,20,41,17,157,34,83,171,154,211,254,292,237,89,1523
UCL315103,0,0,0,3,0,0,12,18,0,37,0,0,4,0,0,0,0,0,0,5,0,9,41,24,21,28,35,10,5,170,18,47,149,167,188,316,362,133,15,1397
UCL315104,3,8,24,19,11,9,39,41,24,180,0,0,0,5,8,0,0,0,0,13,3,20,73,82,51,22,25,16,21,314,72,288,853,639,441,376,353,150,79,3246
UCL315105,0,0,4,0,0,8,30,34,14,91,0,0,0,0,0,4,0,0,0,10,3,3,3,3,12,15,30,17,0,95,15,24,72,80,137,360,637,239,33,1605
UCL315106,0,0,5,0,0,12,23,16,0,54,0,0,0,0,0,0,0,0,0,3,5,0,11,3,3,5,8,4,0,42,50,116,371,264,174,158,117,37,8,1293
UCL315107,0,0,3,6,4,7,11,18,9,65,0,0,5,7,4,3,0,0,0,17,6,0,15,15,14,11,15,7,7,88,58,134,470,331,299,293,236,112,32,1965
UCL315108,10,0,0,0,3,4,8,6,3,46,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,3,0,0,23,102,104,206,131,119,101,51,11,3,834
UCL315109,0,0,0,0,0,0,21,14,9,47,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,22,19,11,3,72,23,33,77,117,142,204,253,113,28,991
UCL321001,0,0,0,0,5,8,14,12,0,36,0,0,0,0,0,0,0,0,0,0,3,5,0,8,5,8,5,3,0,32,21,47,48,67,73,86,92,40,9,482
UCL321002,0,0,0,0,0,3,15,27,29,80,0,0,0,0,0,0,0,4,0,4,4,0,4,4,6,7,12,7,6,54,17,38,72,63,77,115,139,93,60,673
UCL321003,0,0,0,0,3,4,15,13,5,39,0,0,0,0,0,0,0,0,0,0,5,3,15,10,10,8,9,9,0,66,13,19,64,61,80,91,104,52,4,479
UCL321004,3,0,0,0,0,0,11,11,5,34,0,0,0,0,0,0,0,0,0,0,8,0,10,3,10,11,0,8,9,57,19,19,63,70,52,88,59,41,14,422
UCL321005,0,0,0,0,0,0,9,13,3,22,0,0,0,0,0,0,0,0,0,0,4,0,8,10,5,6,7,10,0,53,16,28,79,96,99,77,101,52,3,554
UCL321006,0,0,0,4,0,15,11,14,0,43,0,0,0,0,0,0,0,0,0,5,0,0,14,12,5,9,4,0,0,35,35,52,88,103,74,54,30,9,0,435
UCL321007,0,0,0,0,8,12,21,18,0,59,0,0,0,0,3,0,0,0,0,3,11,9,48,27,42,37,36,28,0,239,44,82,284,232,216,184,132,64,3,1237
UCL321008,0,0,0,0,0,15,26,23,0,66,0,0,0,0,0,0,0,0,0,0,3,4,3,13,14,17,24,23,0,107,18,34,63,81,131,229,264,120,9,944
UCL321009,0,0,0,0,7,7,28,23,17,82,0,0,0,0,0,0,0,0,3,5,9,4,12,14,7,25,16,22,6,123,38,59,152,140,167,216,194,131,41,1135
UCL321010,0,0,0,3,0,0,6,9,0,25,0,0,0,3,0,4,0,0,0,10,6,4,6,3,8,5,11,7,0,41,18,34,135,103,78,120,89,49,9,640
UCL321011,0,0,0,3,4,3,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,20,23,42,107,136,111,71,31,0,535
UCL321012,0,0,0,0,9,14,21,23,16,80,0,0,0,0,0,0,0,0,0,5,10,0,6,11,13,11,14,25,3,86,26,30,32,49,82,94,146,110,30,597
UCL321013,0,0,0,0,0,0,5,4,0,6,0,0,0,0,0,0,0,0,0,0,6,0,7,11,12,4,10,0,0,41,21,25,52,82,127,124,116,59,0,619
UCL321014,0,0,0,0,0,0,8,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,4,4,0,20,10,25,78,83,62,51,36,16,0,372
UCL321015,0,0,5,0,9,14,32,40,13,105,0,0,0,0,0,0,0,0,0,4,5,4,9,5,5,16,13,17,23,101,18,61,106,105,111,184,219,115,55,972
UCL321016,0,0,0,0,5,5,22,21,8,65,0,0,0,0,0,0,3,0,0,8,0,6,6,5,8,5,18,17,5,73,21,24,40,46,56,94,163,79,19,537
UCL321017,0,0,0,0,0,0,3,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,6,0,0,20,12,31,76,107,117,181,126,67,6,729
UCL321018,0,0,0,4,0,0,11,3,3,28,0,0,0,0,0,0,0,0,0,3,0,0,6,9,8,0,13,0,0,35,12,16,84,96,98,84,99,37,4,527
UCL321019,0,0,0,0,0,5,3,4,0,17,0,0,0,0,0,0,0,0,0,5,0,0,3,5,4,0,0,0,0,18,33,30,96,167,149,123,73,20,4,697
UCL321020,0,0,0,0,5,4,16,16,3,38,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,0,18,21,32,80,88,121,145,110,53,9,663
UCL321021,0,0,0,0,0,5,15,21,3,38,0,0,0,0,0,0,0,0,0,11,8,7,10,15,10,16,12,7,0,85,8,21,66,95,95,125,100,52,9,570
UCL321022,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,6,7,4,10,0,0,0,48,17,36,46,101,124,76,64,21,6,483
UCL321023,0,0,0,0,0,3,11,17,3,36,0,0,0,0,0,0,0,0,0,4,0,0,17,10,4,11,21,6,8,82,20,29,74,81,87,129,125,45,18,605
UCL321024,0,0,0,0,0,0,7,9,0,22,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,6,4,0,3,15,13,27,57,71,72,71,49,30,8,409
UCL321025,0,0,0,0,0,0,10,12,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,24,10,8,34,39,40,144,134,49,9,470
UCL321026,0,0,0,0,0,0,9,10,5,18,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,8,0,0,26,14,17,55,65,58,76,72,29,7,394
UCL321027,0,0,0,0,0,0,6,7,0,18,0,0,0,0,0,0,0,0,0,0,10,0,6,9,13,6,3,10,0,51,22,24,74,122,128,117,79,50,9,627
UCL321028,0,0,0,0,3,0,9,11,0,24,0,0,0,0,0,4,6,0,0,8,10,18,21,24,7,20,13,10,5,133,24,53,145,133,91,108,120,42,12,733
UCL321029,0,0,0,0,0,4,7,4,0,24,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,10,8,9,3,45,13,21,26,38,104,199,228,89,20,732
UCL321030,0,0,0,0,0,6,13,17,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,4,0,18,15,20,33,50,83,94,72,35,10,415
UCL321031,0,0,0,0,4,6,10,6,0,23,0,0,0,0,0,0,0,0,0,0,4,4,9,12,13,10,8,3,0,60,23,39,101,138,143,159,119,51,9,778
UCL321032,0,0,0,0,3,3,12,12,0,36,0,0,0,0,0,0,0,0,0,0,8,0,4,14,24,10,6,7,0,67,63,79,134,213,322,308,248,109,12,1479
UCL321033,0,0,5,4,0,6,6,8,0,26,0,0,0,0,0,0,0,0,0,0,4,0,6,10,14,12,18,0,0,59,16,36,104,142,162,162,130,45,5,798
UCL321034,0,4,3,6,8,16,34,31,15,112,0,0,0,0,0,0,0,0,0,4,5,6,6,11,15,20,26,5,0,91,24,59,127,118,156,180,167,84,34,948
UCL321035,0,0,6,6,4,17,26,21,0,79,0,0,0,0,0,4,3,0,0,5,7,3,16,13,11,14,9,9,0,82,46,73,179,213,253,324,288,109,14,1497
UCL321036,0,0,0,0,5,3,9,11,0,28,0,0,0,0,0,0,0,0,0,0,5,4,6,7,5,4,0,0,0,31,22,52,156,133,153,114,93,33,5,763
UCL321037,0,0,0,0,5,5,8,20,3,37,0,0,0,0,0,0,0,4,0,6,5,10,5,8,10,12,12,3,0,58,20,41,60,81,113,115,125,54,15,619
UCL321038,0,0,0,0,4,3,17,18,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,0,28,24,32,65,77,111,200,247,109,14,875
