UCL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL212002,74,1790,1871,1860,281,2144,694,57,751,586,39,631,272,22,298,125,10,131,3614,2204,5815
UCL212003,210,4617,4832,4226,832,5058,1834,249,2081,1539,145,1685,740,79,817,406,57,464,8955,5982,14935
UCL212004,133,1932,2071,2839,456,3292,1020,90,1110,1389,57,1449,537,30,567,141,9,146,6056,2580,8632
UCL212005,196,5679,5875,5373,883,6255,2544,310,2852,2351,199,2548,1116,92,1207,731,61,789,12303,7226,19525
UCL212006,164,3112,3274,4168,508,4677,2408,116,2525,2435,65,2495,976,42,1015,338,12,355,10484,3854,14339
UCL212007,125,1600,1729,2505,362,2867,1130,129,1261,1550,88,1639,651,27,678,138,14,150,6091,2225,8314
UCL212008,171,3486,3663,3414,550,3963,1455,124,1575,1381,84,1467,559,30,588,217,17,229,7207,4288,11493
UCL212009,170,4262,4432,4229,594,4821,1754,178,1930,1556,105,1658,667,51,717,243,33,269,8608,5220,13827
UCL213001,74,1973,2053,1804,270,2070,708,84,790,557,39,597,265,19,285,124,12,138,3523,2403,5924
UCL213002,85,1650,1732,1451,226,1679,531,51,579,416,26,440,128,15,137,61,0,61,2672,1962,4638
UCL213003,58,1778,1832,1476,242,1715,605,58,664,529,37,562,268,19,291,119,19,138,3058,2149,5202
UCL213004,89,1459,1550,1889,204,2094,779,48,832,710,34,746,341,10,354,194,10,202,4012,1760,5781
UCL213005,91,1615,1699,2398,219,2613,914,31,949,800,26,828,364,3,367,129,3,138,4699,1898,6595
UCL213006,41,704,741,1068,58,1127,579,20,596,834,14,846,355,5,358,106,0,106,2976,801,3778
UCL213007,79,2370,2447,2083,334,2418,911,72,982,722,44,765,349,21,368,110,8,120,4254,2842,7100
UCL213008,76,1229,1303,1707,184,1892,977,50,1022,1014,22,1041,408,6,413,152,3,156,4340,1495,5835
UCL213009,69,1066,1137,1559,145,1701,713,22,734,760,16,770,299,13,309,80,4,81,3474,1264,4738
UCL213010,69,2849,2916,1987,338,2325,805,88,896,626,44,672,251,20,270,125,15,142,3860,3363,7224
UCL213011,73,2320,2392,1725,351,2076,656,102,761,519,65,581,232,38,270,145,23,168,3357,2894,6255
UCL213012,65,1505,1577,1455,235,1687,541,43,581,454,34,487,151,5,161,73,6,77,2752,1824,4576
UCL213013,85,2023,2105,1797,235,2035,738,75,815,635,32,664,273,19,288,112,3,118,3640,2384,6031
UCL213014,48,1401,1453,1340,240,1584,567,59,624,486,45,531,248,22,269,95,9,103,2785,1765,4548
UCL213015,58,780,841,1333,147,1475,882,41,924,958,40,998,460,22,477,247,10,255,3929,1035,4965
UCL213016,96,2907,2996,2555,349,2907,989,77,1062,885,52,940,408,13,428,156,13,170,5087,3412,8498
UCL213017,82,1999,2081,2445,293,2744,996,65,1061,992,33,1026,440,31,471,172,10,186,5130,2433,7568
UCL213018,62,1063,1125,1365,201,1559,347,29,376,317,8,329,182,8,185,78,0,78,2338,1305,3646
UCL214001,52,1104,1157,948,139,1086,358,33,394,271,21,289,127,15,141,54,0,59,1808,1318,3124
UCL214002,27,271,304,588,33,620,305,12,316,444,12,459,230,8,235,71,0,74,1670,332,2008
UCL214003,55,1662,1715,1452,205,1662,448,60,504,337,16,359,146,19,164,62,11,72,2503,1976,4474
UCL214004,30,850,884,720,116,839,227,30,260,198,20,215,107,11,113,52,6,66,1342,1032,2373
UCL214005,3,111,116,155,13,172,57,4,60,44,0,46,22,0,22,5,0,0,291,133,422
UCL214006,40,1055,1092,1084,200,1284,276,36,311,233,14,249,109,7,117,45,0,40,1782,1316,3097
UCL214007,15,398,420,579,83,656,366,25,391,296,11,305,112,5,116,44,0,51,1413,516,1933
UCL214008,56,1558,1612,1273,166,1441,499,32,527,399,21,412,166,11,183,75,7,78,2471,1785,4252
UCL214009,45,970,1011,1147,141,1282,476,25,502,427,17,445,176,7,190,78,4,86,2344,1176,3514
UCL214010,24,809,837,1036,135,1173,207,31,238,249,14,265,125,9,133,31,0,34,1678,1001,2678
UCL214011,38,910,948,1018,128,1145,470,25,494,472,25,497,203,13,214,109,5,114,2312,1107,3414
UCL214012,31,893,924,849,84,933,286,22,316,261,6,268,119,4,126,56,6,60,1599,1020,2620
UCL214013,24,674,700,658,85,743,270,22,289,263,13,271,82,4,89,36,11,43,1338,801,2134
UCL214014,34,1091,1130,955,204,1157,282,31,310,211,27,236,109,10,118,43,5,53,1631,1377,3002
UCL214015,36,793,834,752,92,843,279,19,302,250,16,264,121,5,122,53,0,56,1494,934,2421
UCL214016,30,1442,1471,1151,188,1337,362,23,388,279,10,291,119,4,128,61,6,68,2000,1683,3681
UCL214017,33,740,774,957,192,1151,226,29,256,194,20,215,85,8,91,17,0,17,1512,985,2500
UCL214018,63,1310,1369,1754,294,2052,384,48,430,277,21,298,102,4,107,44,4,52,2624,1678,4302
UCL214019,43,965,1002,766,134,898,327,43,374,225,21,246,102,16,118,43,11,55,1502,1187,2691
UCL214020,26,923,959,772,106,880,276,25,305,200,17,215,94,8,104,50,7,56,1421,1090,2514
UCL214021,33,494,533,571,54,626,291,17,312,314,6,321,156,6,157,66,3,70,1424,588,2011
UCL214022,36,1425,1459,1208,173,1380,438,41,477,303,23,330,160,8,162,59,5,65,2199,1679,3873
UCL215001,20,193,207,241,96,330,68,21,96,53,11,63,17,0,17,3,0,5,399,323,724
UCL215002,11,454,462,364,44,412,118,14,131,101,0,106,43,3,47,11,0,15,651,518,1168
UCL215003,22,381,400,495,143,640,138,35,169,136,21,158,49,11,64,14,5,19,850,598,1448
UCL215004,10,283,296,195,88,288,53,10,65,61,13,69,15,4,21,5,4,11,340,409,747
UCL215005,5,185,191,166,25,191,43,3,42,34,0,33,22,0,22,17,0,16,284,218,508
UCL215006,19,322,344,345,46,394,129,4,135,136,0,136,60,4,65,21,0,21,715,379,1096
UCL215007,22,224,246,353,47,403,121,9,123,133,16,148,67,6,74,17,0,17,705,302,1012
UCL215008,12,73,83,228,13,242,88,0,90,146,0,149,65,0,64,22,0,22,561,93,653
UCL215009,0,129,130,170,16,187,41,3,44,26,3,29,25,4,25,9,4,6,265,155,416
UCL215010,3,75,73,196,25,213,87,6,100,177,3,185,86,5,91,27,0,27,585,108,694
UCL215011,11,219,229,186,20,203,50,5,57,40,0,39,10,0,13,5,0,7,299,256,556
UCL215012,25,492,516,505,67,567,130,10,143,148,5,158,64,4,68,10,0,14,889,572,1467
UCL215013,9,129,138,299,32,333,280,13,290,314,15,330,137,4,139,63,0,64,1110,193,1301
UCL215014,3,86,86,131,8,144,79,3,81,84,3,87,29,0,31,9,0,9,343,100,444
UCL215015,24,347,363,386,85,472,104,17,128,100,17,119,37,3,36,14,5,18,661,478,1137
UCL215016,19,496,517,490,43,536,216,9,224,205,11,210,104,11,115,53,0,53,1084,568,1655
UCL215017,11,166,177,278,36,319,109,11,118,173,17,187,82,3,87,45,5,46,697,230,931
UCL215018,14,492,505,420,64,482,139,8,148,100,4,106,47,3,53,29,0,29,746,573,1316
UCL215019,19,230,249,277,100,383,98,24,126,127,19,145,46,4,52,10,0,8,579,375,955
UCL215020,6,278,282,198,34,234,54,3,61,38,0,36,14,0,14,11,0,11,322,324,645
UCL215021,8,200,211,168,31,191,68,11,72,45,3,44,17,0,20,20,0,17,317,241,557
UCL215022,23,546,569,616,94,712,273,35,308,203,24,228,84,11,95,36,3,44,1237,713,1951
UCL215023,4,222,231,222,19,236,68,0,68,53,0,63,35,0,35,17,0,17,402,245,643
UCL215024,11,335,340,288,45,337,78,5,87,63,3,68,30,0,33,8,0,6,481,395,877
UCL215025,5,130,127,197,34,229,35,4,41,32,0,34,19,4,26,12,0,12,304,165,467
UCL215026,0,196,194,178,32,208,57,4,65,39,5,41,11,3,20,7,0,8,292,240,530
UCL215027,7,224,239,151,34,187,46,5,52,45,5,53,11,0,12,6,0,6,273,275,552
UCL215028,25,450,470,394,84,470,117,11,131,118,6,124,46,11,63,13,0,17,711,560,1270
UCL215029,37,704,735,592,135,728,169,29,200,115,10,122,37,7,45,18,0,16,967,888,1852
UCL215030,6,242,248,210,25,229,74,6,74,38,5,46,24,0,24,4,0,4,354,277,628
UCL215031,8,232,239,188,22,209,56,5,64,43,3,48,27,6,33,14,0,14,341,267,604
UCL215032,26,526,558,465,70,536,147,8,161,108,5,116,49,4,49,21,0,20,812,622,1435
UCL215033,6,91,100,236,17,255,162,5,166,257,0,251,103,0,104,30,0,29,787,114,901
UCL215034,4,301,304,198,44,243,40,5,44,33,3,41,8,0,10,9,0,10,297,355,652
UCL215035,11,125,136,182,21,207,76,3,81,94,3,99,39,0,41,34,0,38,433,162,591
UCL215036,8,86,91,119,17,135,58,5,62,84,6,87,40,3,43,8,0,14,317,114,437
UCL215037,7,256,264,201,39,239,78,4,88,42,6,42,16,0,16,12,0,14,358,304,667
UCL215038,15,383,395,276,55,329,87,13,92,44,8,52,18,4,23,13,0,15,457,457,908
UCL215039,6,238,248,188,39,225,70,15,85,61,0,60,28,3,28,18,0,21,367,298,667
UCL215040,9,243,254,178,28,208,53,6,60,51,10,55,23,8,22,8,0,12,316,299,609
UCL215041,15,655,669,485,79,564,161,18,173,124,8,136,68,6,78,46,3,47,905,761,1666
UCL215042,0,107,105,153,26,176,69,3,75,74,4,76,25,0,25,16,0,16,340,139,478
UCL215043,10,263,275,313,34,348,194,7,200,225,8,227,86,3,87,45,0,49,875,313,1187
UCL215044,8,169,175,226,24,247,98,9,103,99,0,104,39,0,39,17,0,17,481,202,684
UCL215045,21,553,571,505,82,582,184,11,198,163,6,171,94,3,95,31,4,33,1002,656,1656
UCL215046,12,168,182,209,16,228,114,4,114,97,4,101,35,5,37,13,0,16,480,200,683
UCL215047,9,145,156,262,25,285,139,8,149,117,5,121,54,5,58,28,3,29,606,191,793
UCL215048,3,195,201,208,28,240,109,14,119,97,3,104,46,8,56,24,4,30,491,250,741
UCL215049,12,188,198,162,112,270,46,21,66,38,22,65,18,0,21,8,9,8,279,350,631
UCL215050,12,180,194,356,61,413,134,12,139,198,12,206,82,3,89,27,0,31,810,266,1072
UCL215051,29,626,655,651,78,725,199,22,220,182,14,196,107,4,111,36,4,40,1202,747,1951
UCL215052,8,277,287,260,52,312,61,0,63,29,5,37,7,0,7,10,0,10,383,332,720
UCL215053,18,556,572,559,91,653,180,20,202,154,9,166,84,0,89,23,4,31,1031,686,1710
UCL215054,14,310,325,255,44,299,101,11,117,71,7,78,48,0,53,13,0,13,503,378,884
UCL215055,12,178,191,342,56,396,64,13,77,56,10,62,14,0,13,7,0,6,495,261,754
UCL215056,19,226,244,167,41,216,95,12,103,59,6,61,34,3,39,13,3,13,388,294,687
UCL215057,12,220,238,218,20,241,83,3,82,68,3,69,51,6,56,21,3,26,449,259,707
UCL215058,4,205,208,174,28,198,52,3,54,34,4,34,17,0,17,16,0,17,293,234,530
UCL215059,18,343,367,342,77,414,87,17,102,95,7,99,38,0,34,19,4,19,592,448,1038
UCL215060,15,410,424,440,51,492,127,12,135,112,7,116,60,0,59,20,0,20,776,478,1248
UCL215061,9,333,349,298,46,348,88,13,98,61,4,68,45,0,41,17,0,21,522,402,924
UCL215062,3,274,275,193,37,231,59,5,64,64,0,70,30,0,30,15,0,20,370,314,691
UCL215063,0,102,101,135,18,154,55,0,55,56,0,60,25,0,27,17,0,17,292,126,422
UCL215064,7,286,295,258,44,310,80,6,90,76,6,79,42,3,45,18,0,19,486,349,838
UCL215065,11,613,624,546,62,607,180,18,200,141,13,152,56,10,65,28,7,32,968,721,1689
UCL215066,13,418,430,281,64,347,80,11,90,55,10,64,30,3,34,19,0,18,475,505,980
UCL215067,3,188,190,151,28,177,39,5,47,26,0,29,23,0,20,4,0,4,249,223,472
UCL215068,25,572,595,736,79,814,134,11,143,93,6,93,37,0,35,17,0,18,1036,662,1693
UCL215069,14,434,457,515,113,627,117,17,136,164,10,177,77,4,86,12,0,16,903,579,1488
UCL215070,22,408,432,343,89,431,157,12,171,133,19,145,65,6,71,32,3,32,744,530,1275
UCL215071,19,210,233,410,30,442,225,7,232,229,10,241,104,0,105,31,0,36,1012,268,1279
UCL215072,5,222,224,161,78,236,86,33,110,81,37,117,60,18,69,59,11,77,444,402,845
UCL215073,13,457,473,424,66,491,116,5,123,98,7,107,51,4,54,27,0,33,731,541,1271
UCL215074,25,314,336,569,55,628,273,17,291,310,7,318,141,7,146,57,0,61,1382,390,1780
UCL215075,14,166,181,173,27,202,70,7,75,51,12,64,18,0,19,14,0,13,329,210,543
UCL215076,11,311,316,343,46,386,113,8,124,108,4,107,46,0,46,13,0,13,634,366,994
UCL215077,13,216,225,256,35,296,74,5,79,78,10,87,18,0,18,10,0,11,452,267,717
UCL215078,10,100,109,201,19,221,108,3,108,133,3,139,63,0,65,21,0,21,536,126,663
UCL215079,14,439,446,299,43,341,89,9,95,81,3,81,31,7,32,14,0,16,526,493,1015
UCL215080,8,272,285,306,28,334,98,7,110,119,3,127,42,0,47,30,0,30,612,314,923
UCL215081,12,552,566,559,71,633,215,17,237,208,13,219,93,7,102,26,0,27,1120,670,1784
UCL215082,9,86,92,198,15,215,126,11,137,168,6,175,71,6,72,35,0,35,607,121,719
UCL215083,8,291,300,300,42,342,100,15,109,72,4,76,39,0,43,10,0,10,535,346,880
UCL215084,5,193,192,146,14,160,70,3,80,54,7,60,32,0,32,14,0,14,324,216,542
UCL215085,12,84,99,99,8,106,75,0,78,77,4,84,36,0,42,19,0,19,314,105,417
UCL215086,17,428,441,485,51,541,200,12,207,199,7,201,79,4,84,47,8,52,1021,500,1515
UCL215087,7,83,94,181,34,207,94,9,103,100,8,111,49,3,56,24,0,24,457,133,591
UCL215088,15,331,347,235,63,297,103,11,113,73,8,84,30,3,36,12,6,11,458,425,883
UCL215089,15,410,427,312,43,358,107,5,108,80,4,87,31,3,37,11,0,11,555,476,1034
UCL215090,10,243,253,279,34,311,118,8,123,97,6,103,37,3,40,14,5,17,549,303,854
UCL215091,0,39,40,171,10,180,74,0,74,123,3,123,50,0,53,15,0,15,438,50,491
UCL215092,37,441,482,589,57,648,271,12,277,277,6,284,110,9,112,27,0,25,1311,524,1834
UCL215093,21,357,374,447,39,492,262,11,273,263,12,275,110,4,117,41,3,45,1154,424,1575
UCL215094,8,80,85,125,13,141,58,4,70,50,5,56,27,5,32,15,0,15,285,106,388
UCL215095,7,161,164,138,25,159,55,8,61,65,3,66,19,0,19,8,0,8,286,191,478
UCL215096,13,186,196,301,24,324,144,6,150,158,3,160,64,0,65,18,0,18,682,222,901
UCL215097,24,329,356,342,58,402,163,15,176,178,11,197,75,3,81,40,0,42,827,421,1251
UCL215098,3,177,176,197,15,220,69,0,71,76,4,75,33,0,33,9,0,9,389,194,582
UCL215099,12,333,342,249,36,280,70,14,82,57,7,65,28,0,33,16,0,11,424,394,818
UCL215100,9,247,252,173,31,201,58,3,60,47,3,49,24,3,24,7,0,13,310,292,602
UCL221001,9,47,58,83,8,95,40,0,40,41,4,40,18,0,21,5,0,5,200,63,266
UCL221002,6,106,112,126,14,146,64,0,64,38,0,38,6,0,9,7,0,7,247,123,368
UCL221003,5,43,48,69,16,88,29,10,35,32,0,34,12,0,16,0,0,6,146,71,222
UCL221004,4,34,37,95,0,95,60,4,56,78,0,83,49,0,49,21,0,19,298,42,343
UCL221005,3,112,118,92,20,109,34,9,37,17,0,17,15,0,15,5,0,11,167,138,305
UCL221006,0,80,83,81,14,91,26,6,28,37,0,38,21,0,21,0,0,0,170,100,268
UCL221007,7,94,98,67,9,78,15,4,19,16,5,21,15,4,20,4,0,4,133,112,242
UCL221008,6,134,135,107,35,141,27,11,36,23,3,24,16,7,18,7,0,3,176,179,355
UCL221009,0,69,71,81,8,86,33,3,32,29,7,33,15,4,15,4,0,8,166,86,250
UCL221010,8,76,81,81,10,91,38,0,38,30,3,29,9,0,9,0,0,4,157,91,250
UCL221011,0,21,21,70,10,78,31,0,31,39,4,38,18,5,18,11,0,11,172,33,205
UCL221012,7,17,23,56,10,64,27,0,34,29,0,32,17,0,16,6,3,4,137,28,176
UCL221013,5,53,60,59,15,78,38,4,42,34,4,40,11,0,11,12,0,10,159,83,239
UCL221014,9,140,145,148,39,191,46,8,58,40,3,37,13,3,18,3,0,3,261,187,455
UCL221015,0,34,36,92,12,107,18,0,24,23,4,26,9,0,9,0,0,0,145,56,199
UCL221016,5,21,31,67,7,73,44,0,48,71,0,75,36,0,38,18,0,18,246,39,282
UCL221017,3,121,124,116,16,126,50,0,51,43,0,47,24,0,24,13,0,13,245,136,381
UCL221018,12,201,213,162,38,200,41,9,46,27,6,28,16,3,17,5,0,6,255,249,505
UCL221019,10,167,176,138,21,161,59,3,62,20,5,27,13,0,18,5,0,8,248,201,442
UCL221020,8,203,215,132,15,146,36,8,42,20,0,23,10,0,10,7,0,7,211,223,440
UCL221021,7,104,106,103,15,114,36,3,41,33,0,33,16,0,15,5,0,5,198,123,320
UCL221022,6,90,95,74,17,90,26,6,26,26,0,26,10,0,10,0,0,0,138,110,247
UCL221023,8,162,168,104,16,120,35,3,43,14,0,17,6,0,5,3,0,6,166,181,352
UCL221024,9,112,117,210,17,228,36,4,42,23,0,25,14,0,18,8,0,8,296,137,436
UCL221025,4,164,170,100,22,124,23,4,31,17,3,22,11,0,16,3,0,3,160,199,360
UCL221026,4,169,171,111,32,143,26,0,29,12,0,14,7,4,14,0,0,4,163,210,369
UCL221027,5,149,156,110,16,122,31,12,39,22,3,28,10,0,10,3,0,3,186,178,358
UCL221028,4,100,106,158,51,208,23,13,43,22,8,31,9,5,11,5,0,5,223,173,397
UCL221029,5,40,47,81,6,87,37,0,41,51,0,53,19,0,19,7,0,7,198,48,251
UCL221030,0,134,134,114,29,142,10,0,10,7,5,13,3,0,3,0,0,0,141,167,308
UCL221031,3,40,41,62,6,68,36,0,37,37,4,37,14,5,22,7,0,7,164,52,217
UCL221032,3,63,68,72,11,82,33,0,32,32,4,35,9,0,9,3,0,3,157,79,235
UCL221033,0,97,100,90,17,109,24,3,27,11,0,11,3,0,3,5,0,3,138,121,260
UCL221034,0,20,20,61,3,62,45,0,45,74,0,75,39,0,39,20,0,23,240,21,259
UCL221035,3,146,146,107,17,119,27,4,30,29,0,27,9,0,9,11,0,8,183,166,349
UCL221036,0,49,47,91,6,100,42,5,47,50,0,48,22,3,25,6,0,6,215,63,281
UCL221037,0,135,138,115,9,128,32,0,32,27,0,27,7,0,7,0,0,0,183,152,333
UCL221038,3,44,49,87,19,104,51,5,61,61,7,70,19,0,25,7,0,11,234,77,310
UCL221039,8,86,92,99,34,133,37,10,47,35,3,35,19,3,20,0,0,0,198,134,329
UCL221040,6,82,89,112,12,127,26,3,28,25,4,26,9,0,9,5,0,5,186,101,288
UCL221041,6,40,44,65,9,74,42,0,42,37,3,42,14,0,14,11,0,11,181,50,231
UCL221042,6,50,57,76,11,87,15,0,15,22,7,25,15,0,11,6,4,13,143,72,218
UCL221043,11,248,263,208,67,274,30,0,32,10,4,12,6,0,6,0,0,0,264,322,585
UCL221044,6,212,225,183,53,235,48,6,54,30,3,35,9,0,9,3,0,3,290,278,567
UCL221045,3,75,81,100,11,114,40,8,49,40,0,48,13,0,13,0,0,0,206,96,300
UCL221046,4,73,76,137,7,145,93,4,95,113,8,117,57,0,54,17,0,17,418,94,507
UCL221047,3,22,23,50,4,59,39,6,42,44,4,44,24,3,26,12,0,12,172,39,208
UCL221048,0,53,53,78,7,84,22,0,22,28,0,23,11,0,16,3,0,3,143,66,210
UCL221049,3,25,27,66,4,68,43,0,43,59,0,60,18,0,18,9,0,9,194,32,229
UCL221050,7,141,148,106,28,130,39,0,39,20,0,20,22,0,21,6,0,6,197,170,364
UCL221051,3,139,141,105,13,119,40,0,40,31,0,31,11,3,14,13,0,13,205,159,357
UCL221052,0,50,44,64,9,70,28,3,27,26,0,24,18,0,18,9,0,9,140,59,201
UCL221053,8,74,82,168,20,181,32,0,31,25,0,29,8,0,8,4,0,4,242,94,345
UCL221054,3,129,135,75,11,88,42,0,43,37,3,39,7,0,7,4,0,4,167,146,314
UCL221055,3,18,22,46,0,51,36,0,36,56,3,56,26,4,28,12,0,12,180,27,206
UCL221056,3,65,68,53,16,71,15,3,17,22,3,26,15,0,14,4,0,9,111,94,201
UCL221057,3,42,50,73,10,81,45,3,48,49,4,50,28,0,28,9,0,16,200,63,266
UCL221058,0,33,33,70,8,75,29,0,27,24,0,25,20,0,20,4,0,0,143,38,177
UCL221059,3,68,70,108,19,123,38,6,43,50,9,51,12,0,14,6,0,6,214,92,301
UCL221060,7,108,112,138,24,157,21,0,21,9,0,9,7,0,5,0,0,0,180,131,310
UCL221061,8,89,95,146,18,166,22,3,30,25,0,28,6,0,7,0,0,0,212,118,327
UCL221062,4,215,222,141,27,174,32,0,39,32,3,33,16,0,16,4,0,9,230,250,483
UCL221063,3,117,116,88,17,105,23,3,29,17,0,19,9,0,9,3,0,3,148,139,285
UCL221064,7,34,40,75,8,82,41,4,43,47,0,47,14,0,13,11,0,11,188,50,234
UCL221065,3,48,51,95,27,119,17,7,20,19,0,24,4,0,5,3,0,3,140,79,219
UCL221066,3,51,58,86,11,91,42,8,48,47,0,48,17,0,11,9,3,16,194,69,267
UCL221067,0,71,74,66,5,70,27,0,23,29,0,27,25,3,24,5,0,5,145,85,230
UCL221068,5,79,84,50,10,66,23,0,23,24,0,24,19,0,19,8,0,8,127,92,217
UCL221069,8,136,141,128,40,163,49,10,64,47,10,55,22,6,27,5,0,5,255,198,453
UCL221070,3,144,150,152,11,163,44,4,44,32,0,34,17,0,17,7,0,7,257,162,424
UCL221071,4,115,121,125,12,133,51,4,56,25,5,30,19,0,19,4,0,4,219,140,361
UCL221072,4,42,49,59,12,73,32,0,31,22,0,24,13,3,16,3,0,4,139,63,201
UCL221073,0,17,16,57,4,65,19,0,19,31,5,35,21,0,21,4,0,4,137,25,161
UCL221074,5,129,134,141,15,157,34,0,39,23,4,28,7,0,7,10,0,10,227,148,373
UCL221075,0,115,114,151,44,198,29,3,34,36,4,36,12,0,13,4,0,4,235,171,403
UCL221076,9,206,216,152,67,217,35,6,41,28,3,35,8,3,13,5,0,5,235,282,515
UCL221077,0,138,145,104,25,126,25,3,26,23,0,22,9,0,8,0,0,0,169,168,334
UCL221078,5,59,58,82,9,88,26,0,33,32,0,33,4,0,8,0,0,0,154,71,224
UCL221079,0,137,137,99,18,115,27,3,29,14,0,20,8,3,13,3,0,9,158,161,317
UCL221080,0,98,98,109,16,119,25,0,25,16,0,16,15,0,15,3,0,3,157,113,274
UCL221081,0,112,116,88,13,105,23,0,24,19,0,21,9,0,9,3,0,3,138,131,272
UCL221082,3,158,161,100,18,121,42,11,51,45,0,51,21,5,26,6,0,6,223,195,418
UCL221083,4,143,151,157,12,171,55,0,55,51,3,53,23,0,23,4,0,4,296,162,454
UCL221084,6,94,93,94,14,107,48,0,51,47,0,52,18,0,19,8,0,8,223,110,328
UCL222001,0,6,8,44,4,45,17,0,17,16,0,16,11,0,11,4,0,4,87,11,98
UCL222002,0,25,27,64,15,76,18,0,19,25,0,24,11,0,13,0,0,0,119,42,166
UCL222003,4,22,24,31,5,41,23,0,28,14,0,18,10,0,8,10,0,10,88,36,125
UCL222004,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
UCL222005,0,35,39,30,7,39,20,0,20,11,0,14,0,0,0,0,0,0,55,49,109
UCL222006,0,39,44,52,3,58,20,3,24,25,0,25,9,0,9,3,0,3,107,48,158
UCL222007,0,19,21,39,0,42,13,0,13,9,0,9,5,0,5,0,0,0,67,17,83
UCL222008,5,62,66,45,17,63,22,6,28,13,0,17,7,0,7,0,0,0,94,84,182
UCL222009,0,45,45,60,3,62,17,6,28,11,0,9,5,0,4,4,0,4,91,59,146
UCL222010,0,19,19,46,3,48,25,0,22,20,0,20,14,0,12,6,3,3,102,24,128
UCL222011,0,14,18,34,6,41,10,0,10,22,0,22,12,0,18,8,0,8,93,24,117
UCL222012,8,38,38,69,14,88,14,0,15,16,0,18,4,0,4,3,0,3,117,55,171
UCL222013,0,47,49,34,7,49,9,4,12,7,0,12,0,0,0,3,0,3,61,65,124
UCL222014,0,30,30,46,4,49,29,0,29,26,4,32,10,0,10,6,0,6,109,38,147
UCL222015,0,22,22,49,7,55,23,0,25,13,0,16,14,0,14,6,0,6,113,28,141
UCL222016,0,44,44,42,4,48,8,0,8,9,0,9,6,0,6,0,0,0,65,46,111
UCL222017,5,59,62,27,9,37,9,0,9,0,0,5,4,0,4,0,0,0,45,68,113
UCL222018,0,27,24,10,16,26,0,10,15,3,16,23,0,0,6,7,8,12,21,82,99
UCL222019,0,20,25,48,10,53,22,0,24,26,3,29,9,0,9,4,0,4,107,35,138
UCL222020,8,30,31,40,3,45,13,0,13,11,4,16,0,0,0,0,0,0,80,36,111
UCL222021,4,37,37,43,5,47,17,0,14,16,4,14,6,0,6,7,0,7,81,44,125
UCL222022,0,44,44,40,6,47,16,0,16,11,0,14,5,0,5,3,0,3,70,49,120
UCL222023,4,31,34,55,8,56,28,0,29,28,6,29,12,0,8,8,0,8,132,38,171
UCL222024,3,23,25,9,24,31,4,8,12,0,10,10,0,10,15,0,3,3,15,80,94
UCL222025,0,36,32,33,5,34,5,4,14,7,0,7,3,0,3,3,0,3,54,43,94
UCL222026,0,15,20,42,0,41,27,0,27,15,0,15,16,0,16,0,0,0,97,20,120
UCL222027,4,33,38,55,7,60,10,4,14,18,0,18,6,0,6,3,0,3,101,44,150
UCL222028,5,29,31,32,10,38,28,5,36,12,0,12,10,0,8,0,0,0,89,42,128
UCL222029,0,44,44,29,0,35,10,0,7,15,0,15,0,0,0,0,0,0,53,48,107
UCL222030,0,29,26,35,5,43,8,0,9,16,0,16,7,0,8,0,0,0,59,37,102
UCL222031,0,44,45,45,5,53,10,3,13,12,0,12,3,0,4,3,0,3,82,60,138
UCL222032,5,59,61,48,34,88,16,0,19,8,4,16,6,0,9,0,0,0,76,105,184
UCL222033,7,38,49,42,17,60,13,4,20,14,8,22,5,0,5,0,0,0,83,65,148
UCL222034,0,59,59,39,8,45,17,0,23,15,0,15,5,0,8,0,0,0,81,73,149
UCL222035,3,61,63,61,5,62,11,3,13,8,0,7,0,0,0,5,0,5,87,72,158
UCL222036,0,32,37,30,9,36,5,4,10,9,0,9,0,0,5,8,0,11,52,47,101
UCL222037,0,16,16,38,4,46,8,0,15,20,0,20,4,0,4,3,0,3,80,22,97
UCL222038,0,13,14,20,0,21,10,0,10,23,0,23,10,0,10,0,0,0,60,14,79
UCL222039,0,18,23,43,4,45,14,0,14,14,0,17,3,0,4,6,0,10,89,22,111
UCL222040,3,46,57,68,16,85,15,0,20,21,0,25,8,0,5,3,0,3,131,65,193
UCL222041,4,34,33,46,3,47,12,0,12,14,0,14,8,0,8,3,0,8,81,37,121
