UCL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL622020,3,30,35,45,4,48,26,4,28,27,0,31,4,0,4,4,0,4,112,40,155
UCL622021,4,53,55,73,3,75,10,0,9,3,0,3,3,0,3,0,0,0,95,60,146
UCL622022,9,57,63,59,21,80,17,0,24,20,0,24,9,5,8,4,0,3,117,85,210
UCL622023,3,91,98,92,11,107,21,0,23,17,0,20,11,0,11,0,0,0,141,108,252
UCL622024,4,27,30,56,7,57,18,3,22,6,0,6,5,0,5,3,0,3,92,38,127
UCL622025,3,56,57,22,12,28,12,4,12,6,0,6,4,0,4,0,0,0,40,74,112
UCL622026,0,41,44,39,10,47,17,3,14,3,0,3,0,0,0,3,0,3,63,54,115
UCL622027,0,72,70,66,11,79,9,0,12,0,3,4,0,0,0,0,0,0,78,86,165
UCL631001,848,9422,10268,14992,2166,17159,5473,488,5966,5032,321,5353,2224,134,2352,1270,68,1333,29836,12598,42432
UCL679997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL703001,1186,11146,12327,10550,4154,14700,7061,1292,8354,6001,780,6783,2679,342,3021,1688,180,1872,29176,17892,47064
UCL712001,185,2696,2887,2077,997,3076,1368,245,1608,1138,126,1262,554,62,620,403,24,429,5729,4151,9878
UCL714001,39,665,707,450,309,763,271,66,335,232,55,283,128,21,156,130,17,145,1255,1133,2392
UCL715001,0,42,45,26,9,34,23,0,28,24,0,25,27,0,30,174,0,177,278,63,333
UCL715002,0,42,44,18,5,26,26,4,24,24,0,27,29,6,28,89,0,89,188,52,238
UCL715003,6,50,52,31,15,45,23,6,29,29,3,40,31,0,40,212,0,213,343,70,419
UCL715004,0,20,21,13,8,17,8,0,8,10,0,7,9,0,9,88,0,92,128,29,153
UCL715005,0,23,23,13,7,21,12,4,17,11,0,11,14,0,18,94,0,94,147,33,181
UCL715006,30,245,274,187,89,274,138,46,185,165,38,209,78,17,100,31,11,39,627,445,1077
UCL715007,16,382,392,185,121,306,105,22,131,81,17,97,50,3,56,111,3,119,554,544,1096
UCL715008,3,51,50,41,16,56,25,9,33,36,0,36,47,0,45,134,0,137,288,72,364
UCL715009,6,84,87,78,12,88,64,10,72,40,6,44,35,0,41,74,0,75,295,107,403
UCL721001,9,85,95,52,12,69,22,5,34,41,11,48,19,7,27,12,0,12,161,116,282
UCL721002,0,14,15,18,0,15,33,0,33,37,0,37,32,0,32,68,0,68,177,14,195
UCL721003,0,66,69,34,35,75,21,7,27,22,4,28,16,0,16,43,0,43,143,112,256
UCL721004,0,40,40,9,11,20,13,0,13,15,0,15,14,0,12,33,0,33,86,53,135
UCL721005,0,24,24,11,8,18,19,0,16,17,0,17,8,0,8,53,0,53,108,36,143
UCL721006,0,37,37,23,4,27,7,0,7,9,0,16,14,0,14,37,7,42,90,43,140
UCL721007,7,22,25,52,4,58,44,3,52,27,0,33,16,0,16,15,0,15,161,29,193
UCL721008,3,49,53,45,9,54,33,10,43,37,3,37,12,0,14,22,0,22,146,75,221
UCL721009,7,156,165,68,149,213,33,23,56,26,14,39,10,6,12,18,3,23,159,351,507
UCL721010,0,26,26,15,3,21,11,0,11,11,0,11,11,0,11,52,0,52,95,33,123
UCL721011,0,10,10,6,4,5,0,0,0,0,0,4,7,0,9,50,0,50,65,18,82
UCL721012,0,25,25,17,4,17,21,3,21,16,0,16,23,0,21,51,0,51,119,34,153
UCL721013,0,34,32,8,6,14,11,4,15,10,0,10,7,0,7,65,0,65,103,44,144
UCL721014,0,34,34,15,0,16,8,0,8,14,0,14,15,0,15,52,0,52,100,33,131
UCL721015,0,11,12,3,0,3,3,0,3,8,0,8,12,0,12,48,0,48,74,11,88
UCL721016,4,25,32,17,9,27,22,0,19,17,0,19,11,0,11,45,0,45,116,39,155
UCL721017,0,53,53,27,19,41,15,0,17,13,0,15,16,0,20,47,0,46,123,71,194
UCL721018,4,387,392,95,164,266,15,11,32,3,17,22,9,6,6,0,3,9,133,594,720
UCL722001,0,58,58,33,76,109,8,8,17,3,0,10,3,0,3,5,5,5,51,146,201
UCL722002,0,16,16,13,3,18,3,0,3,9,0,7,11,0,11,32,0,32,64,16,85
UCL722003,0,7,12,5,6,8,14,0,14,11,0,11,9,0,9,23,0,23,69,17,84
UCL722004,0,3,3,10,0,10,3,0,3,9,0,9,8,0,8,14,0,14,46,3,54
UCL722005,0,7,7,5,4,8,4,3,8,8,4,7,0,0,4,34,0,34,53,14,65
UCL722006,0,10,10,9,3,11,3,0,3,8,0,8,10,0,10,11,0,11,41,13,54
UCL722007,0,10,10,5,0,8,6,0,6,6,0,6,3,0,3,21,0,21,38,15,46
UCL722008,0,8,8,7,8,11,3,0,3,0,0,0,4,0,4,18,0,18,30,13,48
UCL722009,0,17,17,11,3,12,12,0,12,5,0,10,10,0,10,24,0,24,58,23,82
UCL722010,4,85,89,27,77,107,12,12,24,8,12,13,8,0,13,0,0,0,58,186,251
UCL722011,0,0,0,4,0,4,3,0,3,0,0,0,9,0,9,19,0,25,37,4,39
UCL722012,0,9,8,6,0,6,0,0,0,11,0,11,3,0,3,17,0,17,44,9,49
UCL722013,0,5,5,3,0,3,7,0,7,5,0,5,0,0,0,8,0,8,19,3,27
UCL722014,0,20,18,11,3,16,12,0,10,11,0,11,5,0,5,14,0,15,57,26,79
UCL722015,0,7,7,9,0,13,3,0,3,6,0,6,9,0,9,16,0,16,45,12,54
UCL722016,9,46,50,45,12,56,24,3,20,17,0,17,8,0,11,10,0,10,103,66,171
UCL722017,0,6,6,0,0,0,3,0,3,4,0,4,3,0,3,22,0,22,28,6,32
UCL722018,0,17,17,10,9,15,4,0,5,4,0,10,3,0,3,12,0,12,34,29,63
UCL722019,0,11,11,6,0,5,0,0,0,4,0,4,7,0,7,14,0,14,33,17,45
UCL722020,0,65,68,26,311,336,7,24,27,6,34,41,3,14,13,12,4,16,59,447,505
UCL722021,0,29,28,15,7,19,18,0,18,19,0,19,12,0,12,19,0,19,85,26,119
UCL722022,0,8,8,8,7,8,7,0,7,8,0,8,7,0,7,19,0,19,49,7,57
UCL722023,0,23,27,8,6,12,0,0,0,3,0,3,6,0,8,22,0,22,45,28,75
UCL722024,0,15,15,14,4,15,7,0,7,15,0,15,7,0,15,21,0,21,64,23,83
UCL722025,0,0,0,0,0,0,0,3,5,13,4,11,7,0,7,34,4,30,52,11,62
UCL722026,0,10,10,11,8,12,9,0,9,9,0,9,4,0,4,17,0,17,51,17,63
UCL722027,0,27,27,4,8,13,0,3,8,0,0,3,5,0,3,37,0,37,52,34,85
UCL722028,0,62,58,15,53,70,12,8,23,9,0,12,0,6,8,14,4,11,50,125,178
UCL722029,0,22,22,30,0,32,14,0,11,20,0,19,5,0,5,14,0,14,73,25,101
UCL722030,0,12,12,4,0,9,0,0,0,5,0,3,6,0,6,13,0,13,31,13,47
UCL722031,0,29,29,7,31,42,8,0,8,7,7,9,3,0,3,12,3,14,33,66,100
UCL722032,0,14,14,3,5,10,5,0,5,0,0,0,6,0,6,16,0,16,38,14,52
UCL722033,0,13,13,10,0,11,17,0,14,21,0,22,17,0,17,24,0,24,84,20,103
UCL722034,14,53,73,63,19,86,24,4,23,10,0,10,5,0,5,5,0,5,119,80,197
UCL722035,0,29,29,10,11,17,6,0,6,8,0,8,7,0,7,36,0,36,62,40,102
UCL722036,0,11,11,13,0,15,11,0,11,4,0,4,11,6,18,29,0,29,74,17,89
UCL722037,0,7,7,9,0,4,0,0,0,4,0,4,3,0,3,18,0,18,35,16,48
UCL722038,0,7,7,6,0,6,4,0,4,10,0,10,6,0,6,3,0,3,32,7,36
UCL722039,0,13,12,3,7,3,3,3,7,9,0,9,0,0,0,24,0,24,42,20,60
UCL722040,0,3,3,7,0,7,0,0,0,5,0,3,0,0,5,14,0,14,30,11,42
UCL731001,260,2963,3224,2461,3195,5660,1236,371,1611,1332,389,1716,783,153,932,965,91,1059,7037,7165,14198
UCL779997,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
UCL802001,2631,44359,46995,48551,8056,56599,25329,2962,28290,26254,1461,27712,9828,561,10393,4345,255,4604,116933,57655,174586
UCL822001,5,26,27,33,4,41,15,0,17,10,0,10,16,0,16,4,0,4,86,24,112
UCL822002,0,9,12,24,0,24,14,0,14,30,3,35,10,0,10,7,0,7,86,16,99
UCL831001,4,45,46,42,17,57,21,9,30,16,4,19,10,3,16,12,0,12,106,66,176
UCL879997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL915001,14,158,166,107,24,131,63,13,78,65,5,71,32,0,33,11,0,11,291,205,497
UCL921001,11,312,323,249,64,306,78,23,101,54,11,66,26,0,28,9,0,6,426,406,839
UCL922001,0,0,0,20,6,24,12,0,16,9,5,14,10,6,14,27,0,28,79,22,102
UCL922002,0,17,22,7,4,12,0,0,5,3,0,6,3,0,3,4,0,4,26,24,49
UCL922003,0,18,20,18,7,21,5,4,12,3,5,4,5,0,9,0,0,0,34,31,69
UCL931001,3,76,84,69,22,97,26,0,26,28,0,33,12,3,16,12,0,12,155,102,256
UCL979997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
